"ID";"Name";"State";"County";"City";"Zip";"Address";"Address2";"Telephone";"License Number";"License Type";"License Status";"Status Reason";"Issue Date";"Expiration Date";"Endorsements";"Total Capacity";"Under 3 Capacity";"Age Range Served";"Regular Capacity";"School Age Capacity";"DetailsURL"
1012824;"VICTORIA L FOX";"CT";"Hartford";"SOUTH WINDSOR";6074;"116 NATSISKY FARM RD";;"(860) 280-5636";"Family Child Care Home";"DCFH.50078";"ACTIVE";;"08/20/1997";"08/31/2025";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1012824&contact=1251954"
1499071;"A LITTLE JOURNEY DAYCARE AND LEARNING CENTER";"CT";"Hartford";"SOUTH WINDSOR";6074;"1790 ELLINGTON RD";;"(860) 899-9453";"Child Care Center";"DCCC.70406";"ACTIVE";;"04/20/2018";"04/30/2026";"Children Under 3 Yrs, Pre-School";42;22;"6 weeks-5 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1499071&contact=1770435"
2391452;"EDUCATIONAL PLAYCARE - SOUTH WINDSOR";"CT";"Hartford";"SOUTH WINDSOR";6074;"742 ELLINGTON RD";;"(860) 580-7925";"Child Care Center";"DCCC";"PENDING";"PENDING APPLICATION";;;;;;;;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=2391452&contact=2706758"
2016577;"GRAMMY'S GARDEN LEARNING CENTER";"CT";"Hartford";"SOUTH WINDSOR";6074;"925 SULLIVAN AVE STE 4";;"(860) 432-2123";"Child Care Center";"DCCC.70559";"ACTIVE";;"08/19/2020";"08/31/2024";"Children Under 3 Yrs, Pre-School, School Age";39;24;"6 weeks-12 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=2016577&contact=2334754"
1383023;"HARMONY CHILD CARE CENTER";"CT";"Hartford";"SOUTH WINDSOR";6074;"414 KING ST";;"(860) 436-9633";"Child Care Center";"DCCC.70332";"ACTIVE";;"11/04/2016";"11/30/2024";"Children Under 3 Yrs, Pre-School, School Age";30;16;"6 weeks-12 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1383023&contact=1637037"
1016822;"KINDERCARE LEARNING CENTER #301247";"CT";"Hartford";"SOUTH WINDSOR";6074;"494 CHAPEL RD";;"(860) 282-1379";"Child Care Center";"DCCC.12264";"ACTIVE";;"08/12/1988";"02/28/2025";"Children Under 3 Yrs, Pre-School, School Age";88;48;"6 weeks-10 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1016822&contact=1264312"
1016936;"OUR SAVIOR PRESCHOOL & CHILD CARE";"CT";"Hartford";"SOUTH WINDSOR";6074;"239 GRAHAM RD";;"(860) 644-6458";"Child Care Center";"DCCC.12689";"ACTIVE";;"09/21/1984";"04/30/2025";"Children Under 3 Yrs, Pre-School, School Age";80;32;"6 weeks-12 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1016936&contact=1264570"
2267699;"PRECISELY PANDAS CHILDCARE CENTER";"CT";"Hartford";"SOUTH WINDSOR";6074;"1033 JOHN FITCH BLVD";;"(860) 245-1285";"Child Care Center";"DCCC.70643";"ACTIVE";;"04/01/2022";"04/30/2026";"Children Under 3 Yrs, Pre-School, School Age";35;22;"6 weeks-12 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=2267699&contact=2605973"
1016662;"RISING STARS";"CT";"Hartford";"SOUTH WINDSOR";6074;"150 BURNHAM STREET";;"(860) 528-7529";"Child Care Center";"DCCC.16514";"ACTIVE";;"02/20/2008";"02/28/2026";"Children Under 3 Yrs, Pre-School, School Age";76;40;"6 weeks-12 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1016662&contact=1263937"
1017129;"SOUTH WINDSOR CHILD DEVELOPMENT CENTER";"CT";"Hartford";"SOUTH WINDSOR";6074;"1333 SULLIVAN AVE";;"(860) 644-9172";"Child Care Center";"DCCC.13315";"ACTIVE";;"08/28/1987";"03/31/2026";"Children Under 3 Yrs, Pre-School, School Age";76;16;"2 years-7 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1017129&contact=1264978"
1011129;"THE LEARNING CENTER- ELLINGTON ROAD";"CT";"Hartford";"SOUTH WINDSOR";6074;"1250 ELLINGTON RD";;"(860) 282-8020";"Child Care Center";"DCCC.16767";"ACTIVE";;"05/04/2010";"05/31/2026";"Children Under 3 Yrs, Pre-School, School Age";39;29;"6 weeks-12 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1011129&contact=1267419"
1011128;"THE LEARNING CENTER-PIERCE ROAD";"CT";"Hartford";"SOUTH WINDSOR";6074;"80 PIERCE RD";;"(860) 648-2068";"Child Care Center";"DCCC.16766";"ACTIVE";;"05/04/2010";"05/31/2026";"Children Under 3 Yrs, Pre-School, School Age";55;15;"6 weeks-12 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1011128&contact=1267418"
2210139;"THE LEARNING EXPERIENCE- SOUTH WINDSOR";"CT";"Hartford";"SOUTH WINDSOR";6074;"10 SADONA CIR";;"(860) 730-4749";"Child Care Center";"DCCC.70615";"ACTIVE";;"06/11/2021";"06/30/2025";"Children Under 3 Yrs, Pre-School, School Age";142;81;"6 weeks-8 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=2210139&contact=2542363"
1602224;"YWCA SOUTH WINDSOR EARLY LEARNING CENTER - PRE/SA";"CT";"Hartford";"SOUTH WINDSOR";6074;"1742 ELLINGTON RD";;"(860) 644-9568";"Child Care Center";"DCCC.70451";"ACTIVE";"ACTIVE";"10/01/2018";"09/30/2022";"Pre-School, School Age";43;;"3 years-12 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1602224&contact=1874215"
1602135;"YWCA SOUTH WINDSOR EARLY LEARNING CENTER I/T & PRE-K";"CT";"Hartford";"SOUTH WINDSOR";6074;"1724 ELLINGTON RD";;"(860) 644-0629";"Child Care Center";"DCCC.70450";"ACTIVE";"ACTIVE";"10/01/2018";"09/30/2022";"Children Under 3 Yrs, Pre-School";74;52;"6 weeks-5 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1602135&contact=1874145"
1013009;"ANN MARIE E MORSE";"CT";"Litchfield";"STAFFORD SPRINGS";6076;"51 EAST ST";;"(860) 428-9450";"Family Child Care Home";"DCFH.52401";"ACTIVE";;"08/06/2001";"08/31/2025";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1013009&contact=1253111"
1218160;"CORALIE BURKE";"CT";"Litchfield";"STAFFORD SPRINGS";6076;"8 DUNAY RD";;"(860) 707-4298";"Family Child Care Home";"DCFH.56493";"ACTIVE";;"06/19/2014";"06/30/2026";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1218160&contact=362624"
1016457;"DENISE WORKS";"CT";"Litchfield";"STAFFORD SPRINGS";6076;"13 ARNOLD LANE";;"(860) 305-7385";"Family Child Care Home";"DCFH.25513";"ACTIVE";;"05/31/1989";"05/31/2026";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1016457&contact=1253046"
2260487;"JENNA M MCDUFFEE";"CT";"Litchfield";"STAFFORD SPRINGS";6076;"192 Leonard Road";;"860)930-2920";"Family Child Care Home";"DCFH";"PENDING";"PENDING APPLICATION";;;;;;;;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=2260487&contact=1715798"
1436532;"LARA DEFORGE";"CT";"Litchfield";"STAFFORD SPRINGS";6076;"37 SUNSET RIDGE RD";;"(860) 249-3379";"Family Child Care Home";"DCFH.56986";"ACTIVE";;"11/21/2017";"11/30/2025";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1436532&contact=1702146"
1680479;"LISA MARIE DIRENZO";"CT";"Litchfield";"STAFFORD SPRINGS";6076;"201 WALES RD";;"(860) 819-5549";"Family Child Care Home";"DCFH.57299";"ACTIVE";;"12/17/2019";"12/31/2023";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1680479&contact=1959063"
1012649;"NANCY L FLANNERY";"CT";"Litchfield";"STAFFORD SPRINGS";6076;"376 LEONARD RD";;"(860) 595-7609";"Family Child Care Home";"DCFH.50587";"ACTIVE";;"05/04/1998";"05/31/2026";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1012649&contact=1250912"
1016298;"SHIRLEY BARTON";"CT";"Litchfield";"STAFFORD SPRINGS";6076;"35 PROSPECT STREET- APT 3";;"(860) 684-3544";"Family Child Care Home";"DCFH.20531";"ACTIVE";;"07/31/1985";"07/31/2026";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1016298&contact=1251985"
2169532;"LIGHTBULB MOMENTS EARLY LEARNING CENTER";"CT";"Litchfield";"STAFFORD SPRINGS";6076;"5 MAGAURAN DR";;"860-684-2026";"Child Care Center";"DCCC.70610";"ACTIVE";;"04/09/2021";"04/30/2025";"Children Under 3 Yrs, Pre-School, School Age";58;24;"6 weeks-12 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=2169532&contact=2483884"
1017379;"RED BALLOON";"CT";"Litchfield";"STAFFORD";6076;"7 PARK STREET";;"(860) 684-6985";"Child Care Center";"DCCC.14352";"ACTIVE";;"09/28/1995";"01/31/2026";"Children Under 3 Yrs, Pre-School, School Age";84;20;"6 weeks-9 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1017379&contact=1265724"
1014157;"JENNIFER B HANCOCK";"CT";"Hartford";"SUFFIELD";6078;"761 MATHER ST";;"(860) 508-2012";"Family Child Care Home";"DCFH.53610";"ACTIVE";;"11/17/2004";"11/30/2024";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1014157&contact=1256126"
1008924;"JENNIFER L MICHALMAN";"CT";"Hartford";"SUFFIELD";6078;"51 DIANE LN";;"(860) 841-3073";"Family Child Care Home";"DCFH.53978";"ACTIVE";;"08/01/2006";"08/31/2026";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1008924&contact=1256467"
1496581;"REBEKAH OBERMEIER";"CT";"Hartford";"SUFFIELD";6078;"1240 EAST ST N";;"(860) 752-5059";"Family Child Care Home";"DCFH.57083";"ACTIVE";;"07/20/2018";"07/31/2026";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1496581&contact=1766608"
1015706;"BRIGHT HORIZONS FAMILY SOLUTIONS- SUFFIELD";"CT";"Hartford";"SUFFIELD";6078;"228 MOUNTAIN RD";;"(860) 668-5653";"Child Care Center";"DCCC.16312";"ACTIVE";;"06/02/2006";"12/31/2024";"Children Under 3 Yrs, Pre-School, School Age";120;40;"6 weeks-10 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1015706&contact=1267162"
1017495;"CONWAY'S KIDDIE KOLLEGE";"CT";"Hartford";"SUFFIELD";6078;"449 MAPLETON AVE";;"(860) 668-6394";"Child Care Center";"DCCC.15256";"ACTIVE";;"10/01/1998";"03/31/2025";"Children Under 3 Yrs, Pre-School, School Age";45;4;"1 year-10 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1017495&contact=1266122"
1016892;"SUFFIELD COOPERATIVE SCHOOL";"CT";"Hartford";"SUFFIELD";6078;"100 N MAIN ST";;"(860) 668-7988";"Child Care Center";"DCCC.12520";"ACTIVE";;"08/18/1970";"04/30/2025";"Pre-School";26;;"3 years-5 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1016892&contact=1264465"
1015017;"AMY STODDARD";"CT";"Hartford";"ENFIELD";6082;"11 LOX LANE";;"(860) 559-1209";"Family Child Care Home";"DCFH.54846";"ACTIVE";;"02/05/2009";"02/28/2025";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1015017&contact=1257370"
1016479;"ANN BLAIS";"CT";"Hartford";"ENFIELD";6082;"22 RENEE LANE";;"(860) 763-3850";"Family Child Care Home";"DCFH.20137";"ACTIVE";;"03/30/1985";"03/31/2026";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1016479&contact=1253401"
1417006;"BOGUSLAWA KUCHARCZYK";"CT";"Hartford";"ENFIELD";6082;"3 WOODLAWN ST";;"(860) 265-2430";"Family Child Care Home";"DCFH.56955";"ACTIVE";;"08/14/2017";"08/31/2025";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1417006&contact=1678708"
1012700;"BRENDA L RICHARD";"CT";"Hartford";"ENFIELD";6082;"18 CONLIN DRIVE";;"(860) 763-4220";"Family Child Care Home";"DCFH.50136";"ACTIVE";;"09/11/1997";"09/30/2025";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1012700&contact=1251281"
1014296;"CATHERINE JACKSON";"CT";"Hartford";"ENFIELD";6082;"19 DUNE RD";;"(860) 394-6044";"Family Child Care Home";"DCFH.53806";"ACTIVE";;"05/27/2005";"05/31/2025";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1014296&contact=1256319"
1012720;"DEBORAH A DEBOTTIS";"CT";"Hartford";"ENFIELD";6082;"46 KING CT";;"(860) 292-1839";"Family Child Care Home";"DCFH.45503";"ACTIVE";;"10/07/1996";"11/30/2024";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1012720&contact=1251380"
1012661;"DEBORAH BOISSY SCHLINGER";"CT";"Hartford";"ENFIELD";6082;"18 SAM ST";;"(860) 763-4240";"Family Child Care Home";"DCFH.31168";"ACTIVE";;"09/30/1990";"09/30/2026";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1012661&contact=1250957"
2189823;"DIANA M OLANO";"CT";"Hartford";"ENFIELD";6082;"18 DOROTHY ST";;"(860) 987-8247";"Family Child Care Home";"DCFH.57523";"ACTIVE";;"07/26/2021";"07/31/2025";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=2189823&contact=2517262"
1012752;"DOREEN L MCNULTY";"CT";"Hartford";"ENFIELD";6082;"139 SOUTH ROAD";;"(860) 749-9771";"Family Child Care Home";"DCFH.50545";"ACTIVE";;"03/24/1998";"03/31/2026";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1012752&contact=1251545"
2228437;"EVA-MARIE LIBBY";"CT";"Hartford";"ENFIELD";6082;"11 LIGHT ST";;"(860) 835-5194";"Family Child Care Home";"DCFH.57528";"ACTIVE";;"08/03/2021";"08/31/2025";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=2228437&contact=2561259"
1013388;"JACQUELINE TURCOTTE";"CT";"Hartford";"ENFIELD";6082;"20 DUNE RD";;"(860) 265-2646";"Family Child Care Home";"DCFH.31994";"ACTIVE";;"08/31/1993";"08/31/2026";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1013388&contact=1254121"
1007547;"JILL L JAE JENKINS";"CT";"Hartford";"ENFIELD";6082;"102 SPRING ST";;"(860) 818-7233";"Family Child Care Home";"DCFH.56090";"ACTIVE";;"12/29/2011";"12/31/2023";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1007547&contact=1258145"
1008181;"KATHLEEN MAYO";"CT";"Hartford";"ENFIELD";6082;"13 MARGARET STREET";;"(860) 741-0606";"Family Child Care Home";"DCFH.41251";"ACTIVE";;"12/31/1994";"12/31/2025";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1008181&contact=1252700"
1012656;"KIM ROTATORI";"CT";"Hartford";"ENFIELD";6082;"8 TYLER RD";;"(860) 490-8505";"Family Child Care Home";"DCFH.41259";"ACTIVE";;"01/17/1995";"01/31/2026";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1012656&contact=1250944"
1015008;"LISA B PETERS";"CT";"Hartford";"ENFIELD";6082;"56 SPRUCELAND ROAD";;"(860) 830-8347";"Family Child Care Home";"DCFH.54999";"ACTIVE";;"12/29/2008";"12/31/2024";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1015008&contact=1257345"
1013126;"LORNA DESROSIERS";"CT";"Hartford";"ENFIELD";6082;"12 COPPER DR";;"(860) 614-8638";"Family Child Care Home";"DCFH.45329";"ACTIVE";;"02/20/1996";"02/28/2025";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1013126&contact=1253382"
1016328;"LYNN BUBAR";"CT";"Hartford";"ENFIELD";6082;"5 ROSANNE ST";;"(860) 741-5528";"Family Child Care Home";"DCFH.26236";"ACTIVE";;"11/30/1989";"11/30/2024";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1016328&contact=1252086"
1013885;"MALISSA GRIFFITH";"CT";"Hartford";"ENFIELD";6082;"38 SWORD AVE";;"(860) 741-3122";"Family Child Care Home";"DCFH.52927";"ACTIVE";;"11/12/2002";"11/30/2024";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1013885&contact=1255463"
1016347;"MARIE COUTURE";"CT";"Hartford";"ENFIELD";6082;"6 MISTY MEADOW RD";;"(860) 749-9147";"Family Child Care Home";"DCFH.24525";"ACTIVE";;"10/31/1988";"10/31/2024";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1016347&contact=1252196"
1514550;"MEGAN KELLEY";"CT";"Hartford";"ENFIELD";6082;"4 TREVOR DR";;"(860) 989-2097";"Family Child Care Home";"DCFH.57101";"ACTIVE";;"10/11/2018";"10/31/2022";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1514550&contact=1788858"
1013864;"PATRICIA A MACGREGOR";"CT";"Hartford";"ENFIELD";6082;"18 GORDON AVENUE";;"(860) 745-5256";"Family Child Care Home";"DCFH.52874";"ACTIVE";;"12/13/2002";"12/31/2024";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1013864&contact=1255439"
1533683;"RITA ANN BOURGOIN";"CT";"Hartford";"ENFIELD";6082;"11 MARGARET ST";;"(860) 280-8604";"Family Child Care Home";"DCFH.57161";"ACTIVE";;"03/08/2019";"03/31/2023";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1533683&contact=1810073"
2380523;"SHANNON DISCHERTANSKI";"CT";"Hartford";"ENFIELD";6082;"13 BERNARDINO AVE";;"(413) 977-2700";"Family Child Care Home";"DCFH";"PENDING";"PENDING APPLICATION";;;;;;;;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=2380523&contact=2679844"
1009267;"SHANNON NELSON";"CT";"Hartford";"ENFIELD";6082;"15 BEECH RD";;"(860) 698-9666";"Family Child Care Home";"DCFH.54305";"ACTIVE";;"03/02/2007";"03/31/2025";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1009267&contact=1256764"
1332634;"STEPHANIE S NORMAN";"CT";"Hartford";"ENFIELD";6082;"19 JOHN ST";;"(860) 951-6157";"Family Child Care Home";"DCFH.56774";"ACTIVE";;"04/10/2016";"04/30/2024";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1332634&contact=1331656"
1013172;"SUSAN R ROY";"CT";"Hartford";"ENFIELD";6082;"64 ROOSEVELT BLVD";;"(860) 519-2808";"Family Child Care Home";"DCFH.50205";"ACTIVE";;"10/14/1997";"10/31/2025";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1013172&contact=1253706"
1010721;"TARA THEBODEAU";"CT";"Hartford";"ENFIELD";6082;"23 BASS DR";;"(860) 508-0670";"Family Child Care Home";"DCFH.55665";"ACTIVE";;;"06/30/2023";;;;;6;3;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1010721&contact=1258071"
1194893;"BRIGHT BEGINNINGS CHILD CARE CENTER TOO";"CT";"Hartford";"ENFIELD";6082;"1537 KING ST";;"(860) 741-7361";"Child Care Center";"DCCC.70163";"ACTIVE";;"02/10/2014";"02/28/2026";"Children Under 3 Yrs, Pre-School, School Age";82;42;"6 weeks-12 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1194893&contact=1430936"
1017994;"BRIGHT BEGINNINGS CHILDCARE CENTER";"CT";"Hartford";"ENFIELD";6082;"980 ENFIELD ST";;"(860) 745-2632";"Child Care Center";"DCCC.16850";"ACTIVE";;"05/20/2011";"05/31/2023";"Children Under 3 Yrs, Pre-School, School Age";65;32;"6 weeks-12 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1017994&contact=1267501"
2382065;"BRIGHT BEGINNINGS CHILDCARE CENTER HQ";"CT";"Hartford";"ENFIELD";6082;"110 HIGH ST";;"(860) 741-0002";"Child Care Center";"DCCC.70653";"ACTIVE";;"06/23/2022";"06/30/2026";"Children Under 3 Yrs, Pre-School, School Age";88;39;"6 weeks-12 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=2382065&contact=2695982"
1595147;"BRIGHT BEGINNINGS CHILDCARE CENTER III";"CT";"Hartford";"ENFIELD";6082;"1593 KING ST";;"(860) 698-6480";"Child Care Center";"DCCC.70428";"ACTIVE";"ACTIVE";"08/28/2018";"08/31/2022";"School Age";26;;"5 years-12 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1595147&contact=1867753"
2073785;"CREATIVE KIDS LEARNING CENTER";"CT";"Hartford";"ENFIELD";6082;"284 N MAPLE ST";;"(860) 763-5437";"Child Care Center";"DCCC.70576";"ACTIVE";;"09/25/2020";"09/30/2024";"Children Under 3 Yrs, Pre-School, School Age";51;24;"6 weeks-12 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=2073785&contact=2403069"
1007834;"EFRC AFTER SCHOOL-AGE CARE CENTER @ HENRY BARNARD SCHOOL";"CT";"Hartford";"ENFIELD";6082;"27 SHAKER RD";;"(860) 253-9935";"Child Care Center";"DCCC.70019";"ACTIVE";;"09/02/2011";"09/30/2023";"School Age";100;;"5 years-10 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1007834&contact=1267545"
1025460;"ERFC AFTER SCHOOL-AGE CARE CENTER @ JFK";"CT";"Hartford";"ENFIELD";6082;"155 RAFFIA RD";"JFK MIDDLE SCHOOL";"(860) 253-9935";"Child Care Center";"DCCC.70017";"ACTIVE";;"09/02/2011";"09/30/2023";"School Age";150;;"11 years-13 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1025460&contact=1273847"
1007824;"ERFC AFTERSCHOOL-AGE CARE CENTER @ ENFIELD STREET SCHOOL";"CT";"Hartford";"ENFIELD";6082;"1318 ENFIELD ST";;"(860) 253-9935";"Child Care Center";"DCCC.70018";"ACTIVE";;;"09/30/2023";"School Age";125;;"5 years-10 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1007824&contact=1267543"
1116525;"ERFC BEFORE & AFTER SCHOOL-AGE CARE CENTER @ HAZARDVILLE MEMORIAL";"CT";"Hartford";"ENFIELD";6082;"68 N MAPLE ST";"HAZARDVILLE MEMORIAL SCHOOL";"(860) 253-9935";"Child Care Center";"DCCC.70081";"ACTIVE";;"08/31/2012";"08/31/2024";"School Age";123;;"5 years-10 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1116525&contact=1357200"
1116514;"ERFC BEFORE & AFTERSCHOOL-AGE CARE @ ELI WHITNEY SCHOOL";"CT";"Hartford";"ENFIELD";6082;"94 MIDDLE RD";"ELI WHITNEY SCHOOL";"(860) 253-9935";"Child Care Center";"DCCC.70080";"ACTIVE";;"08/31/2012";"08/31/2024";"School Age";100;;"5 years-10 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1116514&contact=1357188"
1439117;"ERFC BEFORE & AFTERSCHOOL-AGE CARE CENTER @ PRUDENCE CRANDALL SCHOOL";"CT";"Hartford";"ENFIELD";6082;"150 BRAINARD RD";;"(860) 253-9935";"Child Care Center";"DCCC.70376";"ACTIVE";;"09/25/2017";"09/30/2025";"School Age";40;;"7 years-11 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1439117&contact=1704981"
1237490;"ERFC BEFORE SCHOOL -AGE CARE CENTER @ EDGAR PARKMAN SCHOOL";"CT";"Hartford";"ENFIELD";6082;"165 WEYMOUTH RD";"EDGAR PARKMAN SCHOOL";"(860) 253-9935";"Child Care Center";"DCCC.70196";"ACTIVE";;"09/05/2014";"09/30/2026";"School Age";40;;"7 years-12 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1237490&contact=1475389"
2098643;"ERFC DISTANCE LEARNING CENTER";"CT";"Hartford";"ENFIELD";6082;"124 N MAPLE ST";;"(860) 253-9935";"Child Care Center";"DCCC.70590";"ACTIVE";;"11/20/2020";"11/30/2024";"School Age";200;;"5 years-14 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=2098643&contact=2436104"
1017736;"HAPPY TIME PRESCHOOL";"CT";"Hartford";"ENFIELD";6082;"129 POST OFFICE RD";;"(860) 745-3278";"Child Care Center";"DCCC.16074";"ACTIVE";;"07/20/2004";"01/31/2025";"Pre-School";32;;"3 years-5 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1017736&contact=1266928"
1017376;"HERE WEE GROW";"CT";"Hartford";"ENFIELD";6082;"330 HAZARD AVENUE";;"(860) 749-2458";"Child Care Center";"DCCC.14342";"ACTIVE";;"09/28/1995";"04/30/2026";"Pre-School";64;;"3 years-6 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1017376&contact=1265714"
1329986;"LEGO CREATIVE CHILD CARE CENTER";"CT";"Hartford";"ENFIELD";6082;"561 TAYLOR RD";;"(860) 763-3407";"Child Care Center";"DCCC.70351";"ACTIVE";;"03/15/2017";"03/31/2025";"Children Under 3 Yrs, Pre-School, School Age";120;40;"6 weeks-12 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1329986&contact=1576666"
1015719;"NEW ENGLAND PRESCHOOL ACADEMY- POST OFFICE ROAD";"CT";"Hartford";"ENFIELD";6082;"133 POST OFFICE RD";;"(860) 745-6575";"Child Care Center";"DCCC.16322";"ACTIVE";;"08/07/2006";"02/28/2025";"Children Under 3 Yrs, Pre-School, School Age";27;8;"1 year-12 years";;;"https://www.elicense.ct.gov/Lookup/PrintLicenseDetails.aspx?cred=1015719&contact=1267172"
