"CCUS ID";"MT ID";"Name";"Address";"City";"State";"zip";;;;
903764;74341;"Fairview KinderCare";"6222 Fairview Ave.";"Downers Grove";"IL";60516;"(877) 959-6679";;;
960127;152841;"KinderCare of Mt. Olive";"7R Naughright Rd.";"Hackettstown";"NJ";7840;"(877) 959-6679";;;
975156;218571;"Needham Heights KinderCare";"1000 Highland Ave.";"Needham Heights";"MA";2494;"(877) 959-6679";;;
975408;340841;"Needham Knowledge Beginnings";"206 A St.";"Needham Heights";"MA";2494;"(877) 959-6679";;;
1008625;217741;"Fayetteville KinderCare";"5252 West Fayetteville Rd.";"Atlanta";"GA";30349;"(877) 959-6679";;;
1008626;217751;"Dresden Drive KinderCare";"2459 Dresden Dr. Northeast";"Atlanta";"GA";30341;"(877) 959-6679";;;
1019212;340231;"Champlin Park KinderCare";"9700 Schreiber Terrace";"Minneapolis";"MN";55445;"(877) 959-6679";;;
1065411;75841;"Long Grove KinderCare";"745 Long Grove Dr.";"Aurora";"IL";60504;"(877) 959-6679";;;
1068318;215331;"Juanita KinderCare";"14230 Juanita-Woodinville Way NE";"Kirkland";"WA";98034;"(877) 959-6679";;;
1052474;220081;"West Union KinderCare";"18275 NW West Union Rd.";"Portland";"OR";97229;"(877) 959-6679";;;
1052473;220041;"Chambers KinderCare";"1410 Chambers St.";"Eugene";"OR";97402;"(877) 959-6679";;;
1052472;219721;"McCarran KinderCare";"1285 N McCarran Blvd.";"Sparks";"NV";89431;"(877) 959-6679";;;
1052470;219731;"Lakeside KinderCare";"3615 Lakeside Dr.";"Reno";"NV";89509;"(877) 959-6679";;;
1052469;218631;"Cambridge KinderCare";"100 Cambridge Park Dr.";"Cambridge";"MA";2138;"(877) 959-6679";;;
1047197;219621;"Lower Terrace KinderCare";"4515 Lower Terrace Circle NE";"Albuquerque";"NM";87111;"(877) 959-6679";;;
1047140;219601;"Taylor Ranch KinderCare";"5101 Montano Rd. NW";"Albuquerque";"NM";87120;"(877) 959-6679";;;
1047134;219591;"McLeod KinderCare";"5701 McLeod Rd. NE";"Albuquerque";"NM";87109;"(877) 959-6679";;;
1047133;219611;"Rio Rancho KinderCare";"4031 Barbara Loop Southeast";"Rio Rancho";"NM";87124;"(877) 959-6679";;;
1047132;219631;"Panorama KinderCare";"300 Panorama Place North East";"Albuquerque";"NM";87123;"(877) 959-6679";;;
1045539;219961;"Salem KinderCare";"875 Promontory Place SE";"Salem";"OR";97302;"(877) 959-6679";;;
1045077;340991;"Hillsboro Knowledge Beginnings";"3585 NW 215th Ave.";"Hillsboro";"OR";97124;"(877) 959-6679";;;
1044677;219941;"Sunnyside KinderCare";"10501 S.E. Sunnyside Rd.";"Clackamas";"OR";97015;"(877) 959-6679";;;
1036228;246221;"KLASCHOOLS of Walnut Creek";"292 N Wiget Ln";"Walnut Creek";"CA";94598;"(877) 959-6679";;;
1021479;340091;"East Granby KinderCare";"17 Connecticut South Dr.";"East Granby";"CT";6026;"(877) 959-6679";;;
1020667;217631;"Paxson Lane KinderCare";"100 Paxson Dr.";"Newark";"DE";19702;"(877) 959-6679";;;
1017178;40841;"North East KinderCare";"6018 Coit Ave. Northeast";"Grand Rapids";"MI";49525;"(877) 959-6679";;;
1016144;40669;"Portage KinderCare";"7455 Oakland Dr.";"Portage";"MI";49024;"(877) 959-6679";;;
1015961;39923;"Mall Drive KinderCare";"416 Mall Dr. South";"Lansing";"MI";48917;"(877) 959-6679";;;
1014885;340631;"Plymouth Canton KinderCare";"7437 Sheldon Rd.";"Canton";"MI";48187;"(877) 959-6679";;;
1014727;42704;"Ann Arbor KinderCare";"2300 South Huron Pkwy";"Ann Arbor";"MI";48104;"(877) 959-6679";;;
1014644;41985;"Southfield KinderCare";"25761 Greenfield Rd.";"Southfield";"MI";48075;"(877) 959-6679";;;
1010547;216931;"East Irvington KinderCare";"1802 East Irvington Rd.";"Tucson";"AZ";85714;"(877) 959-6679";;;
1010546;216791;"East Mesa KinderCare";"9310 E Guadalupe Rd.";"Mesa";"AZ";85212;"(877) 959-6679";;;
1009397;215811;"Wandermere KinderCare";"1625 East Farwell Rd.";"Spokane";"WA";99208;"(877) 959-6679";;;
1009396;215471;"Sammamish KinderCare";"22931 NE 4th St.";"Sammamish";"WA";98074;"(877) 959-6679";;;
1009395;215841;"North Richland KinderCare";"2995 Einstein";"Richland";"WA";99354;"(877) 959-6679";;;
1009393;215211;"Bothell KinderCare";"15816 116th Ave. N.E.";"Bothell";"WA";98011;"(877) 959-6679";;;
1009392;215591;"Meridian KinderCare";"10221 152nd St. E";"Puyallup";"WA";98374;"(877) 959-6679";;;
1009390;215581;"Gig Harbor KinderCare";"3811 Grandview St.";"Gig Harbor";"WA";98335;"(877) 959-6679";;;
1009388;215771;"Yakima KinderCare";"5110 Summitview Ave.";"Yakima";"WA";98908;"(877) 959-6679";;;
1009387;215571;"Bremerton KinderCare";"7597 Concord Lane NE";"Bremerton";"WA";98311;"(877) 959-6679";;;
1009386;215631;"Tacoma KinderCare";"4715 S. 12th St.";"Tacoma";"WA";98405;"(877) 959-6679";;;
1008630;217781;"Roswell Road KinderCare";"8095 Roswell Rd.";"Atlanta";"GA";30350;"(877) 959-6679";;;
1008628;217911;"Suwanee KinderCare";"2725 Lawrenceville-Suwanee  Rd.";"Suwanee";"GA";30024;"(877) 959-6679";;;
1008627;217761;"Smyrna KinderCare";"555 Concord Rd. SE";"Smyrna";"GA";30082;"(877) 959-6679";;;
1008624;217731;"Lake Harbin KinderCare";"2048 Lake Harbin Rd.";"Morrow";"GA";30260;"(877) 959-6679";;;
1008623;221131;"Bentley KinderCare";"2675 Bentley Rd. SE";"Marietta";"GA";30067;"(877) 959-6679";;;
1008622;217721;"Old Chamblee-Tucker KinderCare";"3520 Old Chamblee-Tucker Rd.";"Atlanta";"GA";30340;"(877) 959-6679";;;
1008621;217711;"Jonesboro KinderCare";"273 Arrowhead Blvd.";"Jonesboro";"GA";30236;"(877) 959-6679";;;
1008620;217701;"Buford KinderCare";"2865 Buford Highway Northeast";"Atlanta";"GA";30329;"(877) 959-6679";;;
1008619;217901;"Barrett Parkway KinderCare";"2615 Bells Ferry Rd.";"Marietta";"GA";30066;"(877) 959-6679";;;
1008618;217891;"Towne Lake KinderCare";"3051 Parkbrooke Circle";"Woodstock";"GA";30189;"(877) 959-6679";;;
1008617;217881;"Sugarloaf Parkway KinderCare";"1720 Marathon Blvd.";"Lawrenceville";"GA";30045;"(877) 959-6679";;;
1008616;217871;"Bluegrass Valley KinderCare";"115 Bluegrass Valley Pkwy";"Alpharetta";"GA";30005;"(877) 959-6679";;;
1008615;217861;"Concourse Parkway KinderCare";"9 Concourse Pkwy Northeast";"Atlanta";"GA";30328;"(877) 959-6679";;;
1008614;217851;"Alpharetta KinderCare";"3580 Old Alabama Rd.";"Alpharetta";"GA";30022;"(877) 959-6679";;;
1008612;217831;"Powder Springs KinderCare";"2380 Powder Springs Rd. SW";"Marietta";"GA";30064;"(877) 959-6679";;;
1008611;217821;"Kennesaw KinderCare";"3670 Cherokee St.";"Kennesaw";"GA";30144;"(877) 959-6679";;;
1008610;217811;"Galleria Parkway KinderCare";"1650 Galleria Pkwy";"Atlanta";"GA";30339;"(877) 959-6679";;;
1008609;217801;"Liddell KinderCare";"2120 West Liddell Rd.";"Duluth";"GA";30096;"(877) 959-6679";;;
1008608;217791;"Riverdale KinderCare";"6960 Highway 85";"Riverdale";"GA";30274;"(877) 959-6679";;;
986898;217401;"Allen Street KinderCare";"4981 Metzler Way";"Castle Rock";"CO";80108;"(877) 959-6679";;;
981548;220481;"Farmington KinderCare";"1208 N. Shepard Creek Pkwy";"Farmington";"UT";84025;"(877) 959-6679";;;
976882;36448;"Washington Hospital KinderCare";"63-67 Wilson Ave.";"Washington";"PA";15301;"(877) 959-6679";;;
976796;34044;"West Chester KinderCare";"1154 West Chester Pike";"West Chester";"PA";19382;"(877) 959-6679";;;
976034;33295;"Aston KinderCare";"5016 Pennell Rd.";"Aston";"PA";19014;"(877) 959-6679";;;
975617;340561;"Marshfield KinderCare";"495 School St.";"Marshfield";"MA";2050;"(877) 959-6679";;;
975600;218681;"Mercantile KinderCare";"117 Atlantic Ave.";"Boston";"MA";2110;"(877) 959-6679";;;
975597;218671;"Wakefield KinderCare";"607 North Ave.";"Wakefield";"MA";1880;"(877) 959-6679";;;
975533;340851;"Brookline Knowledge Beginnings";"5 Brookline Place";"Brookline";"MA";2445;"(877) 959-6679";;;
975425;218741;"Daniel Lucy Way KinderCare";"1 Daniel Lucy Way";"Newburyport";"MA";1950;"(877) 959-6679";;;
975420;218591;"Marlborough KinderCare";"496 Boston Post Rd. East";"Marlborough";"MA";1752;"(877) 959-6679";;;
975418;340961;"Tewksbury Knowledge Beginnings";"200 Old Main St.";"Tewksbury";"MA";1876;"(877) 959-6679";;;
975414;340941;"Knowledge Beginnings South";"261 Billerica Rd.";"Chelmsford";"MA";1824;"(877) 959-6679";;;
975411;218541;"Westwood KinderCare";"411 Providence Highway";"Westwood";"MA";2090;"(877) 959-6679";;;
975410;218711;"Canton KinderCare";"440 Turnpike St.";"Canton";"MA";2021;"(877) 959-6679";;;
975406;340831;"Lexington Knowledge Beginnings";"429 Marrett Rd.";"Lexington";"MA";2421;"(877) 959-6679";;;
975390;340241;"Davis Square KinderCare";"18 Holland St. #48";"Somerville";"MA";2144;"(877) 959-6679";;;
975388;339901;"South Easton KinderCare";"533 Washington St.";"South Easton";"MA";2375;"(877) 959-6679";;;
975384;218361;"Hosmer Street KinderCare";"81 Hosmer St.";"Marlborough";"MA";1752;"(877) 959-6679";;;
975344;218481;"Congress Street KinderCare";"235 Congress St.";"Milford";"MA";1757;"(877) 959-6679";;;
961816;219181;"Dedeaux KinderCare";"15267 Dedeaux Rd.";"Gulfport";"MS";39503;"(877) 959-6679";;;
955710;218161;"Switzer Commons KinderCare";"13445 Switzer Rd.";"Overland Park";"KS";66221;"(877) 959-6679";;;
955707;218011;"Antioch KinderCare";"12521 Antioch Rd.";"Overland Park";"KS";66213;"(877) 959-6679";;;
955706;218151;"Overland Park South KinderCare";"7600 West 150th St.";"Overland Park";"KS";66223;"(877) 959-6679";;;
920069;219641;"Paradise Hills KinderCare";"9111 High Assets Way NW";"Albuquerque";"NM";87120;"(877) 959-6679";;;
910433;221151;"East Boston KinderCare";"9500 E. Boston";"Wichita";"KS";67207;"(877) 959-6679";;;
910421;218101;"Walnut Grove KinderCare";"1720 Walnut Grove Rd.";"Derby";"KS";67037;"(877) 959-6679";;;
910420;221161;"Augusta KinderCare";"1300 N. State St.";"Augusta";"KS";67010;"(877) 959-6679";;;
910417;218061;"Andover KinderCare";"836 N Andover Rd.";"Andover";"KS";67002;"(877) 959-6679";;;
910340;218091;"Thurman KinderCare";"8722 Thurman St.";"Wichita";"KS";67212;"(877) 959-6679";;;
910293;218121;"Hylton Heights KinderCare";"1205 Hylton Heights Rd.";"Manhattan";"KS";66502;"(877) 959-6679";;;
910289;218031;"Shawnee KinderCare";"6350 Long Ave.";"Shawnee";"KS";66216;"(877) 959-6679";;;
910285;218111;"Mastin Street KinderCare";"10456 Mastin St.";"Overland Park";"KS";66212;"(877) 959-6679";;;
910284;218141;"Overland Park KinderCare";"11842 West 112th St.";"Overland Park";"KS";66210;"(877) 959-6679";;;
910238;218071;"West 139th Street KinderCare";"16600 West 139th St.";"Olathe";"KS";66062;"(877) 959-6679";;;
910217;218131;"Crestline KinderCare";"2333 Crestline Dr.";"Lawrence";"KS";66047;"(877) 959-6679";;;
910208;218081;"Mary Street KinderCare";"100 East Mary St.";"Lansing";"KS";66043;"(877) 959-6679";;;
907424;217611;"Meadowood KinderCare";"50 South Meadowood Dr.";"Newark";"DE";19711;"(877) 959-6679";;;
907423;217571;"New Castle KinderCare";"327 Old State Rd.";"New Castle";"DE";19720;"(877) 959-6679";;;
907422;217591;"Naamans Road KinderCare";"2018-C Naamans Rd.";"Wilmington";"DE";19810;"(877) 959-6679";;;
907421;217621;"Hockessin KinderCare";"6696 Lancaster Pike";"Hockessin";"DE";19707;"(877) 959-6679";;;
907420;217581;"Pike Creek KinderCare";"3449 Hillock Lane";"Wilmington";"DE";19808;"(877) 959-6679";;;
907419;217601;"Casho Mill KinderCare";"1520 Casho Mill Rd.";"Newark";"DE";19711;"(877) 959-6679";;;
904318;220021;"Coburg Road KinderCare";"2506 Oakmont Way";"Eugene";"OR";97401;"(877) 959-6679";;;
903832;219971;"Powell KinderCare";"16915 Southeast Naegeli Dr.";"Portland";"OR";97236;"(877) 959-6679";;;
903709;220091;"Cedar Hills KinderCare";"165 SW Cedar Hills Blvd.";"Portland";"OR";97225;"(877) 959-6679";;;
903301;219951;"Clay Street KinderCare";"138 SW Clay St.";"Portland";"OR";97201;"(877) 959-6679";;;
903300;220101;"Downtown Portland KinderCare";"1400 SW 5th Ave.  Suite 100";"Portland";"OR";97201;"(877) 959-6679";;;
903173;220051;"Hillsboro KinderCare";"4600 Northeast Cornell Rd.";"Hillsboro";"OR";97124;"(877) 959-6679";;;
903016;219981;"West Linn KinderCare";"3020 Lazy River Dr.";"West Linn";"OR";97068;"(877) 959-6679";;;
902996;220011;"Tualatin KinderCare";"8140 SW Warm Springs St.";"Tualatin";"OR";97062;"(877) 959-6679";;;
902848;220031;"Lake Grove KinderCare";"3700 Red Cedar Way";"Lake Oswego";"OR";97035;"(877) 959-6679";;;
902847;219931;"Mountain Park KinderCare";"11 Monroe Pkwy";"Lake Oswego";"OR";97035;"(877) 959-6679";;;
902642;221261;"Baseline KinderCare";"18685 SW Baseline Rd.";"Beaverton";"OR";97006;"(877) 959-6679";;;
897190;219701;"Pebble Road KinderCare";"51 Office Park Dr.";"Henderson";"NV";89074;"(877) 959-6679";;;
897189;219681;"Green Valley KinderCare";"1901 N Green Valley Pkwy";"Henderson";"NV";89074;"(877) 959-6679";;;
894374;340931;"Lincoln Knowledge Beginnings";"6700 S. 32nd St.";"Lincoln";"NE";68516;"(877) 959-6679";;;
893519;219501;"Candlewood KinderCare";"1735 North 121st St.";"Omaha";"NE";68154;"(877) 959-6679";;;
893236;219491;"Sunnyslope KinderCare";"10625 Birch St.";"Omaha";"NE";68134;"(877) 959-6679";;;
893135;219511;"West Center KinderCare";"15990 Elm St.";"Omaha";"NE";68130;"(877) 959-6679";;;
893100;219471;"LaVista KinderCare";"8623 Brentwood Dr.";"La Vista";"NE";68128;"(877) 959-6679";;;
892114;219481;"Bellevue KinderCare";"2007 Smith Rd.";"Bellevue";"NE";68005;"(877) 959-6679";;;
883743;220721;"Neenah KinderCare";"776 Birch St.";"Neenah";"WI";54956;"(877) 959-6679";;;
883721;220761;"Appleton KinderCare";"2407 South Oneida St.";"Appleton";"WI";54915;"(877) 959-6679";;;
883565;220951;"North Grandview KinderCare";"2707 North Grandview Blvd.";"Waukesha";"WI";53188;"(877) 959-6679";;;
883539;220621;"North Waukesha KinderCare";"1705 Pine St.";"Waukesha";"WI";53188;"(877) 959-6679";;;
883535;220561;"Beloit Road KinderCare";"13000 W Beloit Rd.";"New Berlin";"WI";53151;"(877) 959-6679";;;
883534;220641;"Pewaukee KinderCare";"1288 Capitol Dr.";"Pewaukee";"WI";53072;"(877) 959-6679";;;
883520;220941;"Bluemound Road KinderCare";"18205 West Bluemound Rd.";"Brookfield";"WI";53045;"(877) 959-6679";;;
883519;220521;"Delafield KinderCare";"3175 Hillside Dr.";"Delafield";"WI";53018;"(877) 959-6679";;;
883498;220851;"Capitol & Calhoun KinderCare";"4080 North Calhoun Rd.";"Brookfield";"WI";53005;"(877) 959-6679";;;
883454;220861;"Sunset Drive KinderCare";"125 East Sunset Dr.";"Waukesha";"WI";53189;"(877) 959-6679";;;
883418;220791;"New Berlin KinderCare";"15340 West National Ave.";"New Berlin";"WI";53151;"(877) 959-6679";;;
883106;220971;"Hudson KinderCare";"2600 Center Dr.";"Hudson";"WI";54016;"(877) 959-6679";;;
882996;220801;"Sheboygan KinderCare";"3706 South 12th St.";"Sheboygan";"WI";53081;"(877) 959-6679";;;
882767;220741;"Janesville KinderCare";"3327 East Milwaukee St.";"Janesville";"WI";53546;"(877) 959-6679";;;
882649;220881;"Racine KinderCare";"700 Three Mile Rd.";"Racine";"WI";53402;"(877) 959-6679";;;
882315;220501;"Cedarburg KinderCare";"W 62 N 218 Washington Ave.";"Cedarburg";"WI";53012;"(877) 959-6679";;;
882250;220731;"Metro Drive KinderCare";"322 N. Metro Dr.";"Appleton";"WI";54913;"(877) 959-6679";;;
882249;220581;"Kimberly KinderCare";"749 Truman St.";"Kimberly";"WI";54136;"(877) 959-6679";;;
882240;220911;"Ballard Road KinderCare";"3036 North Ballard Rd.";"Appleton";"WI";54911;"(877) 959-6679";;;
881989;220831;"Greendale KinderCare";"5230 West Loomis Rd.";"Greendale";"WI";53129;"(877) 959-6679";;;
881988;220931;"Park Place KinderCare";"10715 West Park Place";"Milwaukee";"WI";53224;"(877) 959-6679";;;
881919;220891;"South Milwaukee KinderCare";"1801 East College Ave.";"South Milwaukee";"WI";53172;"(877) 959-6679";;;
881761;220631;"Oak Creek KinderCare";"7677 South Howell Ave.";"Oak Creek";"WI";53154;"(877) 959-6679";;;
881641;220691;"27th Street KinderCare";"4854 S. 27th St.";"Milwaukee";"WI";53221;"(877) 959-6679";;;
881633;220661;"76th Street KinderCare";"6835 N. 76th St.";"Milwaukee";"WI";53223;"(877) 959-6679";;;
881581;220571;"Hales Corners KinderCare";"6350 South 108thSt/Hwy 100";"Franklin";"WI";53132;"(877) 959-6679";;;
880665;220771;"Schofield KinderCare";"5201 Alderson St.";"Schofield";"WI";54476;"(877) 959-6679";;;
879826;220871;"Eau Claire KinderCare";"2115 Fairfax St.";"Eau Claire";"WI";54701;"(877) 959-6679";;;
879624;220751;"Raymond Road KinderCare";"6726 Raymond Rd.";"Madison";"WI";53719;"(877) 959-6679";;;
879468;220921;"Old Sauk Road KinderCare";"7126 Old Sauk Rd.";"Madison";"WI";53717;"(877) 959-6679";;;
878859;220591;"Ledgeview KinderCare";"1553 Arcadian Ln.";"De Pere";"WI";54115;"(877) 959-6679";;;
878802;220811;"Green Bay West KinderCare";"1101 South Taylor St.";"Green Bay";"WI";54304;"(877) 959-6679";;;
878793;220781;"Green Bay East KinderCare";"2280 Finger Rd.";"Green Bay";"WI";54302;"(877) 959-6679";;;
878785;220511;"Cormier KinderCare";"786 Cormier Rd.";"Green Bay";"WI";54304;"(877) 959-6679";;;
878783;220531;"De Pere KinderCare";"784 Scheuring Rd.";"De Pere";"WI";54115;"(877) 959-6679";;;
878782;220491;"Bellevue KinderCare";"1510 Bellevue St";"Green Bay";"WI";54302;"(877) 959-6679";;;
878780;220651;"Security KinderCare";"600 Security Blvd.";"Green Bay";"WI";54313;"(877) 959-6679";;;
869822;217491;"Danbury KinderCare";"123 South King St.";"Danbury";"CT";6811;"(877) 959-6679";;;
869803;217501;"Bethel KinderCare";"174 Old Hawleyville Rd.";"Bethel";"CT";6801;"(877) 959-6679";;;
869773;217461;"Torrington KinderCare";"1260 Winsted Rd.";"Torrington";"CT";6790;"(877) 959-6679";;;
869754;217561;"KinderCare of New Milford";"204 Danbury Rd.";"New Milford";"CT";6776;"(877) 959-6679";;;
869565;217531;"Mt. Carmel KinderCare";"3025 Dixwell Ave.";"Hamden";"CT";6518;"(877) 959-6679";;;
869497;340121;"New Haven KinderCare";"555 Long Wharf Dr.";"New Haven";"CT";6511;"(877) 959-6679";;;
869398;217541;"Shelton KinderCare";"1 Trap Falls Rd.";"Shelton";"CT";6484;"(877) 959-6679";;;
869354;217481;"Oxford KinderCare";"35 Old State Rd. 67";"Oxford";"CT";6478;"(877) 959-6679";;;
869328;339701;"North Haven KinderCare";"70-A Washington Ave.";"North Haven";"CT";6473;"(877) 959-6679";;;
869305;217451;"Moodus KinderCare";"99 Leesville Rd.";"Moodus";"CT";6469;"(877) 959-6679";;;
869299;217521;"Monroe KinderCare";"304 Elm St.";"Monroe";"CT";6468;"(877) 959-6679";;;
869272;340171;"Milford KinderCare";"39 Wellington Rd.";"Milford";"CT";6460;"(877) 959-6679";;;
869224;340081;"Meriden KinderCare";"12 Johnson Ave.";"Meriden";"CT";6451;"(877) 959-6679";;;
869178;340131;"Guilford KinderCare";"1445 Boston Post Rd.";"Guilford";"CT";6437;"(877) 959-6679";;;
869160;340061;"Essex KinderCare";"158 Westbrook Rd.";"Essex";"CT";6426;"(877) 959-6679";;;
869132;340141;"Cromwell KinderCare";"146 Berlin Rd.";"Cromwell";"CT";6416;"(877) 959-6679";;;
869089;340071;"Cheshire KinderCare";"1544 Byam Rd.";"Cheshire";"CT";6410;"(877) 959-6679";;;
869065;340111;"Ansonia KinderCare";"219 Division St.";"Ansonia";"CT";6401;"(877) 959-6679";;;
868848;339911;"Newington KinderCare";"143 Pascone Place";"Newington";"CT";6111;"(877) 959-6679";;;
868713;339761;"South Windsor KinderCare";"494 Chapel Rd.";"South Windsor";"CT";6074;"(877) 959-6679";;;
868689;340161;"Cromwell Avenue KinderCare";"303 Cromwell Ave.";"Rocky Hill";"CT";6067;"(877) 959-6679";;;
868630;217511;"Manchester KinderCare";"481 Spring St.";"Manchester";"CT";6040;"(877) 959-6679";;;
868585;339981;"Glastonbury KinderCare";"30 Nutmeg Lane";"Glastonbury";"CT";6033;"(877) 959-6679";;;
868573;340051;"House Street KinderCare";"194 House St.";"Glastonbury";"CT";6033;"(877) 959-6679";;;
868570;340191;"Farmington KinderCare";"35 South Rd.";"Farmington";"CT";6032;"(877) 959-6679";;;
868564;340101;"Scott Swamp KinderCare";"197 Scott Swamp Rd.";"Farmington";"CT";6032;"(877) 959-6679";;;
859512;219581;"Portsmouth KinderCare";"72 Mirona Rd.";"Portsmouth";"NH";3801;"(877) 959-6679";;;
859069;221231;"Bedford KinderCare";"3 Upjohn St.";"Bedford";"NH";3110;"(877) 959-6679";;;
858903;340581;"Nashua Deerwood Dr. KinderCare";"71 Deerwood Dr.";"Nashua";"NH";3063;"(877) 959-6679";;;
858875;219561;"Nashua KinderCare";"3 Holiday Circle";"Nashua";"NH";3062;"(877) 959-6679";;;
858829;219571;"Merrimack KinderCare";"4 Continental Blvd.";"Merrimack";"NH";3054;"(877) 959-6679";;;
858801;340151;"Londonderry KinderCare";"7 Garden Lane";"Londonderry";"NH";3053;"(877) 959-6679";;;
850605;217151;"Longmont KinderCare";"851 Crisman Dr.";"Longmont";"CO";80501;"(877) 959-6679";;;
848506;341041;"Stapleton Knowledge Beginnings";"10325 E 31st Ave.";"Denver";"CO";80238;"(877) 959-6679";;;
848466;217391;"Himalaya KinderCare";"5678 South Himalaya St.";"Aurora";"CO";80015;"(877) 959-6679";;;
848465;217201;"South Federal KinderCare";"5472 South Federal Circle";"Littleton";"CO";80123;"(877) 959-6679";;;
848454;217181;"Denver KinderCare";"2200 South Holly St.";"Denver";"CO";80222;"(877) 959-6679";;;
848433;217321;"Canyon Point KinderCare";"107 North Rubey Dr.";"Golden";"CO";80403;"(877) 959-6679";;;
848421;340351;"Industrial Way KinderCare";"4721 N Industrial Way";"Castle Rock";"CO";80104;"(877) 959-6679";;;
848418;340421;"Eagle Ridge KinderCare";"18601 Eagle Ridge Dr.";"Golden";"CO";80401;"(877) 959-6679";;;
848370;340921;"Englewood Knowledge Beginnings";"11796 East Oswego St.";"Englewood";"CO";80112;"(877) 959-6679";;;
848368;217271;"Louisville KinderCare";"107 McCaslin Blvd";"Louisville";"CO";80027;"(877) 959-6679";;;
848341;319641;"Greeley KinderCare";"4059 W 11th ST";"Greeley";"CO";80634;"(877) 959-6679";;;
848341;339791;"Greeley KinderCare";"4059 West 11th St.";"Greeley";"CO";80634;"(877) 959-6679";;;
848333;217361;"Westgate KinderCare";"4755 Royal Vista Circle";"Fort Collins";"CO";80528;"(877) 959-6679";;;
848329;221021;"Lafayette KinderCare";"1305 Plaza Court North";"Lafayette";"CO";80026;"(877) 959-6679";;;
848325;217341;"Miramonte KinderCare";"1045 Opal Street";"Broomfield";"CO";80020;"(877) 959-6679";;;
848278;217131;"Arvada West KinderCare";"6255 Simms St.";"Arvada";"CO";80004;"(877) 959-6679";;;
848269;319381;"Coal Mine KinderCare";"9501 W Coal Mine";"Littleton";"CO";80123;"(877) 959-6679";;;
848269;339531;"Coal Mine KinderCare";"9501 West Coal Mine Ave.";"Littleton";"CO";80123;"(877) 959-6679";;;
848241;217291;"West Woods KinderCare";"14449 West 63rd Place";"Arvada";"CO";80004;"(877) 959-6679";;;
848235;221111;"Arvada Lee Drive KinderCare";"8020 Lee Dr.";"Arvada";"CO";80005;"(877) 959-6679";;;
848213;3359;"West Highland KinderCare";"3501 W. Highland Pl.";"Westminster";"CO";80030;"(877) 959-6679";;;
848129;217191;"Chatfield KinderCare";"6923 West Chatfield Ave.";"Littleton";"CO";80128;"(877) 959-6679";;;
848093;221031;"Loveland KinderCare";"2755 N. Garfield Ave.";"Loveland";"CO";80538;"(877) 959-6679";;;
837838;220161;"Cool Springs KinderCare";"208 Seaboard Lane";"Franklin";"TN";37067;"(877) 959-6679";;;
837454;220351;"Goodlettsville KinderCare";"1025 Jackson Rd.";"Goodlettsville";"TN";37072;"(877) 959-6679";;;
837453;220311;"Hendersonville KinderCare";"138 Maple Row Blvd.";"Hendersonville";"TN";37075;"(877) 959-6679";;;
837374;220281;"Kingsport KinderCare";"2000 American Way";"Kingsport";"TN";37660;"(877) 959-6679";;;
836607;220381;"Ridgeway KinderCare";"2941 Ridgeway Rd.";"Memphis";"TN";38115;"(877) 959-6679";;;
836606;220211;"Raines Road KinderCare";"6424 Raines Rd.";"Memphis";"TN";38115;"(877) 959-6679";;;
836605;220201;"Pleasant View KinderCare";"5740 Pleasant View Rd.";"Memphis";"TN";38134;"(877) 959-6679";;;
836604;220181;"Knight Arnold KinderCare";"5960 Knight Arnold Rd.";"Memphis";"TN";38115;"(877) 959-6679";;;
836603;220191;"Mount Moriah KinderCare";"5735 Mt. Moriah Rd.";"Memphis";"TN";38115;"(877) 959-6679";;;
836583;220221;"Winchester KinderCare";"4344 Winchester Rd.";"Memphis";"TN";38118;"(877) 959-6679";;;
836582;220271;"Yale Road KinderCare";"4400 Yale Rd.";"Memphis";"TN";38128;"(877) 959-6679";;;
836581;220331;"Cordova KinderCare";"771 Walnut Knoll Lane";"Cordova";"TN";38018;"(877) 959-6679";;;
836329;220401;"Christian Kids KinderCare";"3038 Johnson Rd.";"Germantown";"TN";38139;"(877) 959-6679";;;
836015;220261;"Sloan Street KinderCare";"1239 Sloan St.";"Murfreesboro";"TN";37130;"(877) 959-6679";;;
834939;220341;"Bluegrass KinderCare";"8908 Bluegrass Rd.";"Knoxville";"TN";37922;"(877) 959-6679";;;
833727;220151;"Bell Road KinderCare";"592 Bell Rd.";"Antioch";"TN";37013;"(877) 959-6679";;;
833726;220171;"Hermitage KinderCare";"4771 Andrew Jackson Pkwy";"Hermitage";"TN";37076;"(877) 959-6679";;;
833722;220371;"Swiss Avenue KinderCare";"410 Swiss Ave.";"Nashville";"TN";37211;"(877) 959-6679";;;
833159;220391;"Maryville KinderCare";"1752 West Lamar Alexander Pkwy";"Maryville";"TN";37801;"(877) 959-6679";;;
823730;340221;"KinderCare of Avon";"35680 Detroit Rd.";"Avon";"OH";44011;"(877) 959-6679";;;
823729;4199;"Medina Road KinderCare";"3330 Medina Rd.";"Medina";"OH";44256;"(877) 959-6679";;;
823727;340321;"Blue Ash KinderCare";"9455 Plainfield Rd.";"Cincinnati";"OH";45236;"(877) 959-6679";;;
823725;4364;"KinderCare Old Salem";"4000 Old Salem Rd.";"Englewood";"OH";45322;"(877) 959-6679";;;
823723;424;"Indian Springs KinderCare";"7939 Morris Rd.";"Hamilton";"OH";45011;"(877) 959-6679";;;
