name;address;city;state;zip;phone_number;momtrusted_id;
Tutor Time;23041 Newhall Ranch Rd;Santa Clarita;CA;91350;8002194278;13074;
Tutor Time;5855 De Soto Avenue;Woodland Hills;CA;91367;8002194278;13080;
Tutor Time;25804 Hemingway Ave;Stevenson Ranch;CA;91381;8002194278;13079;
Tutor Time;29421 The Old Rd;Castaic;CA;91384;8002194278;13078;
Tutor Time;17150 Soledad Canyon Rd;Canyon Country;CA;91387;8002194278;13075;
La Petite Academy;28041 Seco Canyon Road;Santa Clarita;CA;91390;8002077313;12526;
Childtime;3656 Riverside Dr;Chino;CA;91710;8002194276;15741;
Tutor Time;7390 Ellena W;Rancho Cucamonga;CA;91730;8002194278;16107;
Tutor Time;10420 Alta Loma Dr;Rancho Cucamonga;CA;91737;8002194278;16108;
Tutor Time;6020 Hamner Ave;Eastvale;CA;91752;8002194278;16109;
La Petite Academy;722 Grand Ave;Diamond Bar;CA;91765;8002077313;11164;
Tutor Time;1001 E 16th St;Upland;CA;91784;8002194278;16106;
Tutor Time;21639 Valley Blvd;Walnut;CA;91789;8002194278;11800;
Childtime;1418 S Vega St;Alhambra;CA;91801;8002194276;5603;
La Petite Academy;795 Corral Canyon Rd;Bonita;CA;91902;8002077313;5940;
Childtime;770 Rancho Del Rey Parkway;Chula Vista;CA;91910;8002194276;6156;
La Petite Academy;798 E J St;Chula Vista;CA;91910;8002077313;6183;
Childtime;5565 Lake Park Way;La Mesa;CA;91942;8002194276;7792;
La Petite Academy;4179 Avenida De La Plata;Oceanside;CA;92056;8002077313;8757;
Childtime;4280 Via Rancho Rd;Oceanside;CA;92057;8002194276;8743;
Tutor Time;9440 North Cuyamaca Street;Santee;CA;92071;8002194278;460887;
La Petite Academy;725 Shadowridge Dr;Vista;CA;92083;8002077313;10788;
Childtime;8111 New Salem Street;San Diego;CA;92126;8002194276;9624;
La Petite Academy;12668 Sabre Springs Pkwy;San Diego;CA;92128;8002077313;9727;
La Petite Academy;10050 Carmel Mountain Rd;San Diego;CA;92129;8002077313;9728;
Tutor Time;14273 Baseline Ave;Fontana;CA;92336;8002194278;16110;
Tutor Time;7191 Boulder Avenue;Highland;CA;92346;8002194278;16105;
La Petite Academy;620 West Baseline Rd.;Rialto;CA;92376;8002077313;15883;
La Petite Academy;14040 Bear Valley Rd;Victorville;CA;92392;8002077313;15884;
La Petite Academy;11100 Collett Ave;Riverside;CA;92505;8002077313;15478;
La Petite Academy;6212 Clay St;Riverside;CA;92509;8002077313;15479;
Childtime;14700 Perris Blvd;Moreno Valley;CA;92553;8002194276;15342;
Tutor Time;26624 Margarita Road;Murrieta;CA;92563;8002194278;15661;
Childtime;27321 Nicolas Rd;Temecula;CA;92591;8002194276;15341;
Tutor Time;12860 Central Park Ave;Irvine;CA;92602;8002194278;13902;
Childtime;4876 Irvine Center Drive;Irvine;CA;92604;8002194276;13341;
Childtime;9861 Yorktown Ave;Huntington Beach;CA;92646;8002194276;13346;
La Petite Academy;19860 Beach Blvd;Huntington Beach;CA;92648;8002077313;13574;
Childtime;2601 Vista Del Oro;Newport Beach;CA;92660;8002194276;13347;
Tutor Time;1550 Bristol St N;Newport Beach;CA;92660;8002194278;13901;
Childtime;24590 La Plata Dr;Laguna Niguel;CA;92677;8002194276;13339;
Tutor Time;24291 Avila Rd;Laguna Niguel;CA;92677;8002194278;13906;
Childtime;13881 Prospect Ave;Santa Ana;CA;92705;8002194276;13343;
Tutor Time;2709 N Bristol St e1;Santa Ana;CA;92706;8002194278;13905;
Childtime;1000 S State College Blvd;Anaheim;CA;92806;8002194276;13342;
Tutor Time;350 S Festival Dr;Anaheim Hills;CA;92808;8002194278;13907;
Childtime;705 East Birch St;Brea;CA;92821;8002194276;13340;
Childtime;12421 Springdale St;Garden Grove;CA;92845;8002194276;13345;
Childtime;2839 Villa Real Drive;Orange;CA;92867;8002194276;13344;
Tutor Time;1214 Magnolia Ave;Corona;CA;92881;8002194278;15662;
La Petite Academy;261 W Stanley Ave;Ventura;CA;93001;8002077313;14566;
Tutor Time;1000 County Square Dr;Ventura;CA;93003;8002194278;14683;
Childtime;700 E Esplanade Dr;Oxnard;CA;93036;8002194276;14504;
La Petite Academy;85 E Bonita Dr;Simi Valley;CA;93065;8002077313;14567;
Tutor Time;1080 Country Club Drive West;Simi Valley;CA;93065;8002194278;14681;
La Petite Academy;2616 Gosford Rd;Bakersfield;CA;93309;8002077313;5774;
Childtime;9903 Camino Media;Bakersfield;CA;93311;8002194276;5748;
La Petite Academy;43741 Challenger Way;Lancaster;CA;93535;8002077313;12525;
La Petite Academy;1709 E Palmdale Blvd;Palmdale;CA;93550;8002077313;12523;
Childtime;2091 Sierra Ave;Clovis;CA;93611;8002194276;6260;
Childtime;214 N Clark St;Fresno;CA;93701;8002194276;6925;
La Petite Academy;999 E Teague Ave;Fresno;CA;93720;8002077313;7001;
La Petite Academy;1350 E Tregallas Rd;Antioch;CA;94509;8002077313;15185;
La Petite Academy;4304 Cowell Rd;Concord;CA;94518;8002077313;6309;
Tutor Time;3354 Cherry Hills Ct;Fairfield;CA;94534;8002194278;14084;
Childtime;6635 Alhambra Ave;Martinez;CA;94553;8002194276;8271;
La Petite Academy;5725 Valley Ave;Pleasanton;CA;94566;8002077313;8978;
La Petite Academy;1001 Market Pl;San Ramon;CA;94583;8002077313;10209;
La Petite Academy;1221 Nevin Ave;Richmond;CA;94801;8002077313;9160;
La Petite Academy;3891 Lakeside Dr;Richmond;CA;94806;8002077313;9159;
La Petite Academy;1910 W. Kettleman Lane;Lodi;CA;95240;8002077313;7956;
Childtime;2320 Floyd Ave;Modesto;CA;95355;8002194276;8372;
Childtime;3912 Honey Creek Rd;Modesto;CA;95356;8002194276;8371;
La Petite Academy;2055 Occidental Rd;Santa Rosa;CA;95401;8002077313;14170;
La Petite Academy;9451 Brooks Rd;Windsor;CA;95492;8002077313;14169;
La Petite Academy;8008 Old Auburn Road;Citrus Heights;CA;95610;8002077313;6223;
La Petite Academy;410 Glenn Dr;Folsom;CA;95630;8002077313;6810;
Childtime;8747 Sierra College Blvd;Roseville;CA;95661;8002194276;9238;
La Petite Academy;11378 Coloma Rd;Gold River;CA;95670;8002077313;9081;
Childtime;1201 Burton Dr;Vacaville;CA;95687;8002194276;14021;
Childtime;1267 Pleasant Grove Blvd;Roseville;CA;95747;8002194276;9237;
Childtime;7901 Laguna Blvd;Elk Grove;CA;95758;8002194276;6636;
La Petite Academy;5820 Stanford Ranch Rd;Rocklin;CA;95765;8002077313;9214;
Childtime;2555 Millcreek Dr;Sacramento;CA;95833;8002194276;9316;
La Petite Academy;750 NE Market Dr;Fairview;OR;97024;8002077313;362023;
Cascade Summit Montessori;3100 Parker Rd;West Linn;OR;97068;8002094253;381331;
La Petite Academy;15940 SW Tualatin Sherwood Rd;Sherwood;OR;97140;8002077313;362546;
Bethany Village Montessori;15188 NW Central Dr;Portland;OR;97229;8002094253;381330;
Childtime;135 S 312th St;Federal Way;WA;98003;8002194276;202071;
La Petite Academy;508 S 348th St;Federal Way;WA;98003;8002077313;202131;
La Petite Academy;31906 6th Ave S;Federal Way;WA;98003;8002077313;202151;
La Petite Academy;13231 Bothell Everett Hwy;Mill Creek;WA;98012;8002077313;202171;
La Petite Academy;24037 132nd Ave SE;Kent;WA;98031;8002077313;202141;
La Petite Academy;11440 NE 116th St;Kirkland;WA;98034;8002077313;202081;
La Petite Academy;12918 Mukilteo Speedway;Lynnwood;WA;98037;8002077313;202181;
La Petite Academy;17214 SE 275th St;Covington;WA;98042;8002077313;202121;
Childtime;4306 156th Avenue Northeast;Redmond;WA;98052;8002194276;202051;
La Petite Academy;8675 161st Avenue Northeast;Redmond;WA;98052;8002077313;460872;
Childtime;4311 NE Fifth Street South;Renton;WA;98059;8002194276;460838;
La Petite Academy;410 228th Avenue Northeast;Sammamish;WA;98074;8002077313;202111;
La Petite Academy;2800 Milton Way;Milton;WA;98354;8002077313;202161;
La Petite Academy;16028 Gem Heights Dr E;Puyallup;WA;98373;8002077313;202091;
La Petite Academy;1006 39th Ave SE;Puyallup;WA;98374;8002077313;460873;
Childtime;1196 NW Tahoe Ln;Silverdale;WA;98383;8002194276;202061;
Tutor Time;1401 Marvin Rd NE;Lacey;WA;98516;8002194278;7923;
Tutor Time;470 Bridgeport Ave;Milford;CT;6460;8002194278;460874;
Tutor Time;708 Bridgeport Ave;Shelton;CT;6484;8002194278;360689;
Tutor Time;221 Bull Hill Ln;West Haven;CT;6516;8002194278;460875;
Tutor Time;466 Main Ave;Norwalk;CT;6851;8002194278;360688;
Childtime;215 Elm Ave;Rahway;NJ;7065;8002194276;460827;
Childtime;1 Bradford Rd;Bedminster;NJ;7921;8002194276;156491;
La Petite Academy;711 County Route 561;Voorhees Township;NJ;8043;8002077313;140381;
Childtime;137 Jackson Rd;Medford Township;NJ;8055;8002194276;138241;
Tutor Time;123 Egg Harbor Road;Sewell;NJ;8080;8002194278;161221;
Childtime;601 Buena Pkwy;Bridgewater;NJ;8807;8002194276;156741;
Tutor Time;1 Ethel Rd;Edison;NJ;8817;8002194278;148241;
Childtime;43 Barley Sheaf Rd;Flemington;NJ;8822;8002194276;145531;
Childtime;454 Elizabeth Ave;Somerset;NJ;8873;8002194276;157351;
Mountain View Private School;4100 New Vistas Ct NW;Albuquerque;NM;87114;8002094253;460434;
Tutor Time;225 East 38th Street;New York;NY;10016;8002194278;17634;
Tutor Time;3 Springhurst Drive;East Greenbush;NY;12061;8002194278;460876;1107126
Tutor Time;325 Jordan Rd;Troy;NY;12180;8002194278;460877;1107234
La Petite Academy;211 Edds Ln;Sterling;VA;20165;8002077313;460842;586755
La Petite Academy;2150 Old Farm Dr;Frederick;MD;21701;8002077313;460840;664670
La Petite Academy;25 Travis Ln;Stafford;VA;22554;8002077313;125871;586749
La Petite Academy;1203 Charles Rd;Shelby;NC;28152;8002077313;352629;236868
La Petite Academy;2041 Clemson Rd;Columbia;SC;29229;8002077313;354512;155043
La Petite Academy;1750 Georgia 138;Conyers;GA;30012;8002077313;270001;553381
Medlock Bridge Montessori;5815 Medlock Bridge Pkwy;Johns Creek;GA;30022;8002094253;272091;
Childtime;2230 Hewatt Rd;Snellville;GA;30039;8002194276;460830;550555
Sugarloaf Montessori School;2270 Meadow Church Rd;Duluth;GA;30097;8002094253;276121;556353
Childcare Network #254;101 Westside Blvd;Pooler;GA;31322;8002235895;463943;
Tutor Time;13734 Old Saint Augustine Road;Jacksonville;FL;32258;8002194278;45378;
La Petite Academy;6573 Old Winter Garden Rd;Orlando;FL;32811;8002077313;48461;534093
La Petite Academy;13502 S Village Dr;Tampa;FL;33624;8002077313;45933;534072
La Petite Academy;955 Hillcrest Rd;Mobile;AL;36695;8002077313;366758;680716
La Petite Academy;9001 George Williams Rd;Knoxville;TN;37922;8002077313;357998;834950
La Petite Academy;11308 Station W Dr;Knoxville;TN;37922;8002077313;358042;834952
La Petite Academy;1101 Wilkinson Trace;Bowling Green;KY;42104;8002077313;303281;57496
La Petite Academy;130 Polaris Pkwy;Westerville;OH;43081;8002077313;2148;823784
Childtime;3365 Richmond Rd #260;Beachwood;OH;44122;8002194276;1701;
La Petite Academy;8339 Beckett Park Drive;West Chester Township;OH;45069;8002077313;426;823787
Childtime;6375 Clyo Rd;Centerville;OH;45458;8002194276;1326;822350
Childtime;150 E Long Lake Rd;Troy;MI;48085;8002194276;460831;204163
Childtime;4220 Plymouth Rd;Ann Arbor;MI;48106;8002194276;42635;198763
Childtime;3916 52nd Street SE;Kentwood;MI;49508;8002194276;40784;203684
Tutor Time;1570 109th Ave NE;Blaine;MN;55449;8002194278;189041;812976
La Petite Academy;N Illinois Route 83;Round Lake Beach;IL;60073;8002077313;65101;780125
Tutor Time;1335 N Arlington Heights Rd;Itasca;IL;60143;8002194278;460884;778148
Aurora Montessori;3180 N Aurora Rd;Aurora;IL;60504;8002094253;70031;777906
Tutor Time;460 75th St;Downers Grove;IL;60516;8002194278;460885;778064
La Petite Academy;9371 N Oak Trafficway;Kansas City;MO;64155;8002077313;344246;688980
La Petite Academy;9071 NE 81st Terrace;Kansas City;MO;64158;8002077313;381334;687068
La Petite Academy;16301 N Santa Fe Ave;Edmond;OK;73034;8002077313;362965;732291
Childcare Network #201;4500 East I-240 Service Road;Oklahoma City;OK;73135;8002235895;381093;732989
The Children's Courtyard;129 West Town Center Dr.;Coppell;TX;75019;8002094245;31782;89943
The Children's Courtyard;3700 Flower Mound Road;Flower Mound;TX;75022;8002094245;31809;89968
The Children's Courtyard;708 West Polo Road;Grand Prairie;TX;75052;8002094245;31804;89963
The Children's Courtyard;4285 S Carrier Pkwy;Grand Prairie;TX;75052;8002094245;31792;89950
The Children's Courtyard;2155 Willow Grove Dr;Lewisville;TX;75067;8002094245;31789;89953
The Children's Courtyard;1504 N Garden Ridge Blvd;Lewisville;TX;75077;8002094245;31793;89958
The Children's Courtyard;1115 W Lamar Blvd;Arlington;TX;76012;8002094245;24473;83318
The Children's Courtyard;4400 W Pleasant Ridge Rd;Arlington;TX;76016;8002094245;24474;83311
Montessori at the Courtyard;2804 Central Dr;Bedford;TX;76021;8002094253;381336;83309
The Children's Courtyard;2800 Central Dr;Bedford;TX;76021;8002094245;24472;83317
The Children's Courtyard;8701 S Hulen St;Fort Worth;TX;76123;8002094245;24479;83320
The Children's Courtyard;901 Harmon Rd;Fort Worth;TX;76131;8002094245;31802;89946
The Children's Courtyard;2301 Western Center Boulevard;Fort Worth;TX;76131;8002094245;31795;89960
The Children's Courtyard;4500 Alliance Gateway Fwy;Fort Worth;TX;76177;8002094245;31785;89954
The Children's Courtyard;7515 Smithfield Road;North Richland Hills;TX;76182;8002094245;24486;83308
The Children's Courtyard;1255 Rufe Snow Drive;Keller;TX;76248;8002094245;31810;89969
The Children's Courtyard;16255 Longenbaugh Dr;Houston;TX;77095;8002094245;24477;83316
The Children's Courtyard Master School;16255 Longenbaugh;Houston;TX;77095;8002094245;24490;83323
La Petite Academy;15255 Mason Rd;Cypress;TX;77429;8002077313;28300;86520
The Children's Courtyard;1308 Picadilly Dr;Pflugerville;TX;78660;8002094245;24476;83315
The Children's Courtyard;3801 Gattis School Rd;Round Rock;TX;78664;8002094245;24488;83321
The Children's Courtyard;2960 Jazz St;Round Rock;TX;78664;8002094245;24489;83322
The Children's Courtyard;5914 W William Cannon Dr;Austin;TX;78749;8002094245;24475;83312
The Children's Courtyard;11012 Harris Branch Pkwy;Austin;TX;78754;8002094245;24478;83307
La Petite Academy;9994 W Geddes Ave;Littleton;CO;80128;8002077313;320531;847997
Tutor Time;725 East Brill Street;Phoenix;AZ;85006;8002194278;238801;
Childtime;3011 W Bell Rd;Phoenix;AZ;85023;8002194276;460837;127218
Tutor Time;3316 East Baseline Road;Phoenix;AZ;85042;8002194278;231951;127457
Tutor Time;7255 S Power Rd;Queen Creek;AZ;85142;8002194278;238851;127514
Childtime;1111 N Horne;Mesa;AZ;85203;8002194276;223431;
La Petite Academy;2343 S Power Rd;Mesa;AZ;85208;8002077313;229681;126986
Tutor Time;690 W Warner Rd;Gilbert;AZ;85233;8002194278;238161;
La Petite Academy;3100 S Gilbert Rd;Chandler;AZ;85249;8002077313;231421;943323
Tutor Time;1900 South Alma School Road;Chandler;AZ;85286;8002194278;228031;126616
Tutor Time;10260 N 67th Ave;Glendale;AZ;85302;8002194278;281211;
La Petite Academy;1361 Rufina Cir;Santa Fe;NM;87505;8002077313;372168;920465
Childtime;7980 S Eastern Ave;Las Vegas;NV;89123;8002194276;364573;
La Petite Academy;750 N Alameda St;Los Angeles;CA;90012;8002077313;460871;146159
Childtime;1 World Trade Center;Long Beach;CA;90831;8002194276;8001;
La Petite Academy;28041 Seco Canyon Road;Santa Clarita;CA;91390;8002077313;12526;1124731
La Petite Academy;19860 Beach Blvd;Huntington Beach;CA;92648;8002077313;13574;147876
Childtime;12421 Springdale St;Garden Grove;CA;92845;8002194276;13345;144879
Tutor Time;3354 Cherry Hills Ct;Fairfield;CA;94534;8002194278;14084;
La Petite Academy;1221 Nevin Ave;Richmond;CA;94801;8002077313;9160;147914
Childtime;2320 Floyd Ave;Modesto;CA;95355;8002194276;8372;144864
Bethany Village Montessori;15188 NW Central Dr;Portland;OR;97229;8002094253;381330;
La Petite Academy;24037 132nd Ave SE;Kent;WA;98031;8002077313;202141;1009427
La Petite Academy;12918 Mukilteo Speedway;Lynnwood;WA;98037;8002077313;202181;592776
La Petite Academy;16028 Gem Heights Dr E;Puyallup;WA;98373;8002077313;202091;592735
Mountain View Private School;4100 New Vistas Ct NW;Albuquerque;NM;87114;8002094253;460434;920083
