cost_ctr_no;id;ctr_desc;addr;addr2;city;state;zip;area_cd;phone;Director Name;time_open;time_close;URL;welcome message;programs;condensed programs;Age Range
85;127563;McDowell Mtn Ranch KinderCare;10409 E McDowell Mountain Ranch;;Scottsdale;AZ;85255;480;538-0411;Sandy Price;6:30 AM;6:30 PM;http://www.kindercare.com/our-centers/scottsdale/az/000577/?cid=ref_childcarecenter_us;Welcome to your McDowell Mountain Ranch KinderCare Learning Center. We are very excited to meet you and your family. Our center places an emphasis on the child as a whole - socially, emotionally, cognitively and physically for overall development and growth. Our staff has a true passion for children and they are well trained to provide the best possible care. We take pride in providing a safe, secure and stimulating environment for your child to learn and grow. Come in today to take a tour of our center and meet your child's new teacher!;Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Before and After School Programs, Summer Programs;6 Weeks - 12 Years
86;127659;Surprise KinderCare;15415 West Bell Rd.;;Surprise;AZ;85374;623;975-1592;Kelli Kraemer;6:00 AM;6:30 PM;http://www.kindercare.com/our-centers/surprise/az/301795/?cid=ref_childcarecenter_us;"Welcome to Surprise KinderCare we are very excited to meet with you and your family. We believe in developing the whole child with emphasis on assisting your child's growth with their social, emotional, cognitive, and physical development.
Surprise KinderCare is a place where your child can explore, discover , and learn about the world around them, surrounded by teachers who passionately turn every learning moment into a positive learning experience.
If there's anything you want to know, ask away. We consider you to be an extension of our family and want you to be as informed as possible.";Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Private Kindergarten Programs (5–6 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Private Kindergarten Programs, Before and After School Programs, Summer Programs;1 Years - 12 Years
90;127717;Tempe KinderCare;1773 East McNair Dr.;;Tempe;AZ;85283-5002;480;820-0534;Hanna Kang;5:30 AM;6:30 PM;http://www.kindercare.com/our-centers/tempe/az/301357/?cid=ref_childcarecenter_us;Welcome to KinderCare on McNair. We are located off of Mcklintock and Elliot, just a few minutes away from 101.  We offer unique, expertly designed early education programs for infants as young as six weeks and school-age children up to age 12.  We strive to provide the very best environment by focusing on the whole child - emotionally, physically, and socially for complete growth and development.  Your child will not only be provided with a safe, secure, and stimulating environment to learn in, but sill have support from a team of child development experts who have a true passion for educating and nurturing children.;Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Before and After School Programs, Summer Programs;6 Weeks - 12 Years
91;127879;Ina KinderCare;7277 N. Old Father;;Tucson;AZ;85741;520;744-3084;Donna Harris;6:00 AM;6:30 PM;http://www.kindercare.com/our-centers/tucson/az/000385/?cid=ref_childcarecenter_us;"<p>Our experts designed our classrooms - and every activity and lesson - to help prepare your child for success in school and beyond. With designated learning centers such as dramatic play and blocks in every classroom, children have the opportunity for rich social play and child-initiated discovery.</p>
 
                        <p>You’ll also find that our classrooms feature a print-rich environment full of carefully selected materials, written charts and labels, and children’s literature. By helping your child connect spoken words and print, we’re helping develop early literacy and writing skills.</p>
 
                        <p>Whether your child has first words or first grade on the horizon, we’re excited to show you how everything in our center is designed for learning!</p>
 
                        <p>Donna Harris, Center Director</p>";Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Before and After School Programs, Summer Programs;6 Weeks - 12 Years
92;127880;Desert Trail KinderCare;8425 E. Old Spanish Trail;;Tucson;AZ;85710;520;722-8190;Sharon Johnson;6:00 AM;6:00 PM;http://www.kindercare.com/our-centers/tucson/az/071402/?cid=ref_childcarecenter_us;"<p>Our experts designed our classrooms - and every activity and lesson - to help prepare your child for success in school and beyond. With designated learning centers such as dramatic play and blocks in every classroom, children have the opportunity for rich social play and child-initiated discovery.</p>
 
                        <p>You’ll also find that our classrooms feature a print-rich environment full of carefully selected materials, written charts and labels, and children’s literature. By helping your child connect spoken words and print, we’re helping develop early literacy and writing skills.</p>
 
                        <p>Whether your child has first words or first grade on the horizon, we’re excited to show you how everything in our center is designed for learning!</p>
 
                        <p>Sharon Johnson, Center Director</p>";Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Before and After School Programs, Summer Programs;6 Weeks - 12 Years
96;127885;Golf Links KinderCare;8277 E Golf Links Rd.;;Tucson;AZ;85730-1226;520;296-9087;Christina Patterson;6:00 AM;6:30 PM;http://www.kindercare.com/our-centers/tucson/az/300491/?cid=ref_childcarecenter_us;"<p>Our experts designed our classrooms - and every activity and lesson - to help prepare your child for success in school and beyond. With designated learning centers such as dramatic play and blocks in every classroom, children have the opportunity for rich social play and child-initiated discovery.</p>
 
                        <p>You’ll also find that our classrooms feature a print-rich environment full of carefully selected materials, written charts and labels, and children’s literature. By helping your child connect spoken words and print, we’re helping develop early literacy and writing skills.</p>
 
                        <p>Whether your child has first words or first grade on the horizon, we’re excited to show you how everything in our center is designed for learning!</p>
 
                        <p>Christina Patterson, Center Director</p>";Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Before and After School Programs, Summer Programs;6 Weeks - 5 Years
95;127886;1st Street KinderCare;1621 E. 1st St. #3;;Tucson;AZ;85719;520;795-4768;Amy Mamula;6:00 AM;6:30 PM;http://www.kindercare.com/our-centers/tucson/az/071405/?cid=ref_childcarecenter_us;"<p>Our experts designed our classrooms - and every activity and lesson - to help prepare your child for success in school and beyond. With designated learning centers such as dramatic play and blocks in every classroom, children have the opportunity for rich social play and child-initiated discovery.</p>
 
                        <p>You’ll also find that our classrooms feature a print-rich environment full of carefully selected materials, written charts and labels, and children’s literature. By helping your child connect spoken words and print, we’re helping develop early literacy and writing skills.</p>
 
                        <p>Whether your child has first words or first grade on the horizon, we’re excited to show you how everything in our center is designed for learning!</p>
 
                        <p>Amy Mamula, Center Director</p>";Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Before and After School Programs, Summer Programs;6 Weeks - 12 Years
94;127887;Pima Street KinderCare;3107 E. Pima St.;;Tucson;AZ;85716;520;323-8375;Yvonne Cortez;6:30 AM;6:30 PM;http://www.kindercare.com/our-centers/tucson/az/071403/?cid=ref_childcarecenter_us;"<p>Our experts designed our classrooms - and every activity and lesson - to help prepare your child for success in school and beyond. With designated learning centers such as dramatic play and blocks in every classroom, children have the opportunity for rich social play and child-initiated discovery.</p>
 
                        <p>You’ll also find that our classrooms feature a print-rich environment full of carefully selected materials, written charts and labels, and children’s literature. By helping your child connect spoken words and print, we’re helping develop early literacy and writing skills.</p>
 
                        <p>Whether your child has first words or first grade on the horizon, we’re excited to show you how everything in our center is designed for learning!</p>
 
                        <p>Yvonne Cortez, Center Director</p>";Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Before and After School Programs (5–12 Years);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Before and After School Programs;6 Weeks - 12 Years
75;128082;Downtown KinderCare;3800 North Central Ave.;Ste 1A;Phoenix;AZ;85012-1908;602;277-4533;Ethel Dishong;6:00 AM;6:00 PM;http://www.kindercare.com/our-centers/phoenix/az/301312/?cid=ref_childcarecenter_us;"<p>Our experts designed our classrooms - and every activity and lesson - to help prepare your child for success in school and beyond. With designated learning centers such as dramatic play and blocks in every classroom, children have the opportunity for rich social play and child-initiated discovery.</p>
 
                        <p>You’ll also find that our classrooms feature a print-rich environment full of carefully selected materials, written charts and labels, and children’s literature. By helping your child connect spoken words and print, we’re helping develop early literacy and writing skills.</p>
 
                        <p>Whether your child has first words or first grade on the horizon, we’re excited to show you how everything in our center is designed for learning!</p>
 
                        <p>Ethel Dishong, Center Director</p>";Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs;6 Weeks - 12 Years
201;144730;Children's Academy of Danville;2425 Camino Tassajara;;Danville;CA;94526;925;736-3336;Sue Dalton;7:30 AM;6:00 PM;http://www.kindercare.com/our-centers/danville/ca/000190/?cid=ref_childcarecenter_us;"<p>Our experts designed our classrooms - and every activity and lesson - to help prepare your child for success in school and beyond. With designated learning centers such as dramatic play and blocks in every classroom, children have the opportunity for rich social play and child-initiated discovery.</p>
 
                        <p>You’ll also find that our classrooms feature a print-rich environment full of carefully selected materials, written charts and labels, and children’s literature. By helping your child connect spoken words and print, we’re helping develop early literacy and writing skills.</p>
 
                        <p>Whether your child has first words or first grade on the horizon, we’re excited to show you how everything in our center is designed for learning!</p>
 
                        <p>Sue Dalton, Center Director</p>";Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years);Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs;6 Weeks - 12 Years
318;145269;County Kid’s Place KinderCare;2916 Hope St.;;Los Angeles;CA;90007;213;744-6241;Latrice Clark;6:30 AM;6:00 PM;http://www.kindercare.com/our-centers/los-angeles/ca/070368/?cid=ref_childcarecenter_us;Welcome to County Kids Place KinderCare, we are conveniently located in the heart of Los Angeles right off the 110 freeway.  We take pride in excellence through our high standards. We are excited to introduce you to our family.  We hope you will enjoy many years with us as we watch your child grow and learn.;Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Preschool Programs, Prekindergarten Programs, Summer Programs;6 Weeks - 12 Years
99;145599;Discovery Time KinderCare;406 S. Second St.;;Alhambra;CA;91801;626;458-1373;Roxanne Munoz;6:00 AM;6:30 PM;http://www.kindercare.com/our-centers/alhambra/ca/070365/?cid=ref_childcarecenter_us;Welcome to Discovery Time Preschool.  We look forward to meeting you and your family. We have been serving the the city of Alhambra and surrounding communities since 1990.  Our staff provides a loving and warm environment that you will experience as soon as you come thru our front door. The curriculum engages the whole child so not only are they learning academics but they are learning the social emotional skills to continue their educational journey. Once again, we look forward to meeting you, please feel free to call to schedule a tour of our center or if you have any questions.;Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years);Infant Programs, Toddler Programs, Preschool Programs, Prekindergarten Programs;6 Weeks - 12 Years
504;146967;Harbor – UCLA KinderCare;975 West Carson St.;;Torrance;CA;90502;310;222-4274;Raquel Luna;6:30 AM;6:00 PM;http://www.kindercare.com/our-centers/torrance/ca/070374/?cid=ref_childcarecenter_us;"<p>Our experts designed our classrooms - and every activity and lesson - to help prepare your child for success in school and beyond. With designated learning centers such as dramatic play and blocks in every classroom, children have the opportunity for rich social play and child-initiated discovery.</p>
 
                        <p>You’ll also find that our classrooms feature a print-rich environment full of carefully selected materials, written charts and labels, and children’s literature. By helping your child connect spoken words and print, we’re helping develop early literacy and writing skills.</p>
 
                        <p>Whether your child has first words or first grade on the horizon, we’re excited to show you how everything in our center is designed for learning!</p>
 
                        <p>Raquel Luna, Center Director</p>";Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Private Kindergarten Programs (5–6 Years);Infant Programs, Toddler Programs, Preschool Programs, Prekindergarten Programs, Private Kindergarten Programs;6 Weeks - 12 Years
457;147519;Via Verde KinderCare;1175 North Via Verde Rd.;;San Dimas;CA;91773-4428;909;592-2220;Nichole Santos;6:00 AM;6:30 PM;http://www.kindercare.com/our-centers/san-dimas/ca/301361/?cid=ref_childcarecenter_us;"<p>Our experts designed our classrooms - and every activity and lesson - to help prepare your child for success in school and beyond. With designated learning centers such as dramatic play and blocks in every classroom, children have the opportunity for rich social play and child-initiated discovery.</p>
 
                        <p>You’ll also find that our classrooms feature a print-rich environment full of carefully selected materials, written charts and labels, and children’s literature. By helping your child connect spoken words and print, we’re helping develop early literacy and writing skills.</p>
 
                        <p>Whether your child has first words or first grade on the horizon, we’re excited to show you how everything in our center is designed for learning!</p>
 
                        <p>Nichole Santos, Center Director</p>";Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Summer Programs;1 Years - 12 Years
274;147520;Granada Hills KinderCare;17730 Rinaldi St.;;Granada Hills;CA;91344-3300;818;363-8442;Ana Castellanos;6:30 AM;6:00 PM;http://www.kindercare.com/our-centers/granada-hills/ca/301012/?cid=ref_childcarecenter_us;"<p>Our experts designed our classrooms - and every activity and lesson - to help prepare your child for success in school and beyond. With designated learning centers such as dramatic play and blocks in every classroom, children have the opportunity for rich social play and child-initiated discovery.</p>
 
                        <p>You’ll also find that our classrooms feature a print-rich environment full of carefully selected materials, written charts and labels, and children’s literature. By helping your child connect spoken words and print, we’re helping develop early literacy and writing skills.</p>
 
                        <p>Whether your child has first words or first grade on the horizon, we’re excited to show you how everything in our center is designed for learning!</p>
 
                        <p>Ana Castellanos, Center Director</p>";Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Private Kindergarten Programs (5–6 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Private Kindergarten Programs, Before and After School Programs, Summer Programs;6 Weeks - 12 Years
540;147521;West Covina KinderCare;3443 S. Nogales St.;;West Covina;CA;91792-2701;626;965-9611;Denise Freeman;6:00 AM;6:30 PM;http://www.kindercare.com/our-centers/west-covina/ca/301065/?cid=ref_childcarecenter_us;"<p>Our experts designed our classrooms - and every activity and lesson - to help prepare your child for success in school and beyond. With designated learning centers such as dramatic play and blocks in every classroom, children have the opportunity for rich social play and child-initiated discovery.</p>
 
                        <p>You’ll also find that our classrooms feature a print-rich environment full of carefully selected materials, written charts and labels, and children’s literature. By helping your child connect spoken words and print, we’re helping develop early literacy and writing skills.</p>
 
                        <p>Whether your child has first words or first grade on the horizon, we’re excited to show you how everything in our center is designed for learning!</p>
 
                        <p>Denise Freeman, Center Director</p>";Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Private Kindergarten Programs (5–6 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Private Kindergarten Programs, Before and After School Programs, Summer Programs;6 Weeks - 12 Years
455;147522;San Dimas-Foothill KinderCare;455 East Foothill Blvd.;;San Dimas;CA;91773-1257;909;599-0597;Natilee Carter;6:00 AM;6:30 PM;http://www.kindercare.com/our-centers/san-dimas/ca/301172/?cid=ref_childcarecenter_us;"Welcome to KinderCare San Dimas-Foothill in the beautiful city of San Dimas. We are very excited to meet with you and your family. We believe in developing the whole child with an emphasis on assisting in your child's growth and development through social, emotional, cognitive and physical hands on development programing and curriculum.

Here at KinderCare San Dimas-Foothill, we believe it takes a village to raise a child, and our parents consider us to be an extension of their families (their village). Your child will not only have a safe, secure, and stimulating environment to learn in, but will also have the support from our team of child development experts who have a true passion for education and nurturing children ages six weeks through 12 years old.
Come visit us anytime!

Natilee Carter ~ Center Director";Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Private Kindergarten Programs (5–6 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Private Kindergarten Programs, Before and After School Programs, Summer Programs;1 Years - 12 Years
177;147523;Covina KinderCare;4514 North Lark Ellen Ave.;;Covina;CA;91722-3133;626;332-4001;Jayleen Olmos;6:30 AM;6:00 PM;http://www.kindercare.com/our-centers/covina/ca/300219/?cid=ref_childcarecenter_us;"<p>Our experts designed our classrooms - and every activity and lesson - to help prepare your child for success in school and beyond. With designated learning centers such as dramatic play and blocks in every classroom, children have the opportunity for rich social play and child-initiated discovery.</p>
 
                        <p>You’ll also find that our classrooms feature a print-rich environment full of carefully selected materials, written charts and labels, and children’s literature. By helping your child connect spoken words and print, we’re helping develop early literacy and writing skills.</p>
 
                        <p>Whether your child has first words or first grade on the horizon, we’re excited to show you how everything in our center is designed for learning!</p>
 
                        <p>Jayleen Olmos, Center Director</p>";Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Before and After School Programs, Summer Programs;6 Weeks - 12 Years
182;147524;City of Industry KinderCare;1650 Stoner Creek Rd.;;Cty of Industry;CA;91748;626;965-3550;Cindy Myers;6:30 AM;6:30 PM;http://www.kindercare.com/our-centers/cty-of-industry/ca/300743/?cid=ref_childcarecenter_us;Let us be the first to welcome you to our family here at the City of Industry KinderCare. We look forward to developing a lasting relationship we you and your family. We believe in developing the whole child with an emphasis on assisting your child's growth with their social, emotional, cognitive and physical development.;Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Private Kindergarten Programs (5–6 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Private Kindergarten Programs, Before and After School Programs, Summer Programs;6 Weeks - 12 Years
539;147525;Merced KinderCare;830 West Merced Ave.;;West Covina;CA;91790-4901;626;918-5608;Carrie Escobedo;6:30 AM;6:00 PM;http://www.kindercare.com/our-centers/west-covina/ca/300465/?cid=ref_childcarecenter_us;"<p>Our experts designed our classrooms - and every activity and lesson - to help prepare your child for success in school and beyond. With designated learning centers such as dramatic play and blocks in every classroom, children have the opportunity for rich social play and child-initiated discovery.</p>
 
                        <p>You’ll also find that our classrooms feature a print-rich environment full of carefully selected materials, written charts and labels, and children’s literature. By helping your child connect spoken words and print, we’re helping develop early literacy and writing skills.</p>
 
                        <p>Whether your child has first words or first grade on the horizon, we’re excited to show you how everything in our center is designed for learning!</p>
 
                        <p>Carrie Escobedo, Center Director</p>";Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Before and After School Programs, Summer Programs;6 Weeks - 12 Years
137;147526;Cerritos KinderCare;18727 Carmenita Rd.;;Cerritos;CA;90703-6363;562;924-8718;Mary Nichols;6:30 AM;6:30 PM;http://www.kindercare.com/our-centers/cerritos/ca/300474/?cid=ref_childcarecenter_us;"<p>Our experts designed our classrooms - and every activity and lesson - to help prepare your child for success in school and beyond. With designated learning centers such as dramatic play and blocks in every classroom, children have the opportunity for rich social play and child-initiated discovery.</p>
 
                        <p>You’ll also find that our classrooms feature a print-rich environment full of carefully selected materials, written charts and labels, and children’s literature. By helping your child connect spoken words and print, we’re helping develop early literacy and writing skills.</p>
 
                        <p>Whether your child has first words or first grade on the horizon, we’re excited to show you how everything in our center is designed for learning!</p>
 
                        <p>Mary Nichols, Center Director</p>";Infant Programs (6 Weeks – 1 Year), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Private Kindergarten Programs (5–6 Years), Before and After School Programs (5–12 Years);Infant Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Private Kindergarten Programs, Before and After School Programs;6 Weeks - 12 Years
301;147539;Beacon Hill KinderCare;25189 Beacon Hill Way;;Laguna Niguel;CA;92677;949;240-4004;Kris McCord;6:30 AM;6:30 PM;http://www.kindercare.com/our-centers/laguna-niguel/ca/301624/?cid=ref_childcarecenter_us;Thank you for choosing KinderCare!  Our center is often a child’s first “home-away-from-home” because our loving, experienced, educated, and dedicated teachers build a comforting, caring relationship with each child right from the start.  Our KinderCare is in a beautiful building that sits atop a hill surrounded by the singing of birds and above the line of traffic.  We are near fine shopping and dining, on the way to most parents’ workplaces, easy to get to, but located on our own property with no other businesses “next-door”, creating a perfect balance.  Our center is the place where families with children of all ages meet, become friends, and enjoy enriching, fun and educational events together.  Many of our families have become lifelong friends here because our center is a community “hub” of activity.;Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Before and After School Programs, Summer Programs;6 Weeks - 12 Years
317;147540;Belmont Shore KinderCare;5251 East Las Lomas St.;;Long Beach;CA;90815;562;961-8882;Beatrice Torres;6:30 AM;6:30 PM;http://www.kindercare.com/our-centers/long-beach/ca/301626/?cid=ref_childcarecenter_us;"<p>Our experts designed our classrooms - and every activity and lesson - to help prepare your child for success in school and beyond. With designated learning centers such as dramatic play and blocks in every classroom, children have the opportunity for rich social play and child-initiated discovery.</p>
 
                        <p>You’ll also find that our classrooms feature a print-rich environment full of carefully selected materials, written charts and labels, and children’s literature. By helping your child connect spoken words and print, we’re helping develop early literacy and writing skills.</p>
 
                        <p>Whether your child has first words or first grade on the horizon, we’re excited to show you how everything in our center is designed for learning!</p>
 
                        <p>Beatrice Torres, Center Director</p>";Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Private Kindergarten Programs (5–6 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Private Kindergarten Programs, Summer Programs;6 Weeks - 12 Years
136;147541;Castaic KinderCare;28040 Halsey Canyon Rd.;;Castaic;CA;91384;661;294-9678;Julie Robles;6:30 AM;6:30 PM;http://www.kindercare.com/our-centers/castaic/ca/301665/?cid=ref_childcarecenter_us;Thank You for your interest in KinderCare.   We believe that children learn through play and discovery.  Each child is unique and we love every opportunity that we have to help them learn and grow.  Our staff is loving and dedicated to each and every child.  We believe that each child is truly special.  We strive to help each child achieve success with all of their endeavors and we embrace the opportunity to help them develop  each day.  At KinderCare we put children and families first.  We look forward to serving all of our current and future families. Everyday is a new experience and we look forward to sharing that with your family.;Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Private Kindergarten Programs (5–6 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Private Kindergarten Programs, Before and After School Programs, Summer Programs;6 Weeks - 12 Years
394;147543;Poway KinderCare;12370 Adobe Ridge Rd.;;Poway;CA;92064;858;679-2363;Jennifer Paulson;6:00 AM;6:30 PM;http://www.kindercare.com/our-centers/poway/ca/301441/?cid=ref_childcarecenter_us;"Welcome to Poway KinderCare! We look forward to meeting you and your family and would love the opportunity to show you our curriculum and enrichment programs! We're all confident that once you visit, you'll love our well educated, warm and nurturing staff. We understand that you take your child's care and education seriously and so do we.  If there is anything we can do to accommodate your family's needs, please don't hesitate to let us know!

Whether your child has first words or first grade on the horizon, we’re excited to show you how everything in our center is designed for learning!";Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Summer Programs;6 Weeks - 12 Years
448;147544;University City KinderCare;6150 Agee St.;;San Diego;CA;92122-3602;858;453-7530;Beth Hall;6:30 AM;6:30 PM;http://www.kindercare.com/our-centers/san-diego/ca/300466/?cid=ref_childcarecenter_us;Welcome to University City KinderCare!  We look forward to meeting you and your family.  We are excited to show you our large classrooms, wonderful curriculum, and enrichment programs at our center.   We would love to have you visit our center to meet our educated, warm, and nurturing teachers.  Please do not hesitate to let us know anything we can do to accommodate your family's needs.;Infant Programs (6 Weeks – 1 Year), Toddler Programs (1 – 2 Years), Discovery Preschool Programs (2 – 3 Years), Preschool Programs (3 – 4 Years), Prekindergarten Programs (4 – 5 Years), Before and After School Programs (5–12 Years), Summer Programs (preschool, prekindergarten, and school-age);Infant Programs, Toddler Programs, Discovery Preschool Programs, Preschool Programs, Prekindergarten Programs, Before and After School Programs, Summer Programs;6 Weeks - 12 Years
