"Id";"Date";"Notes";"Link"
"EE-6701";"01/11/2017";"No deficiencies were cited on this date.";
"EE-6701";"01/19/2016";"No deficiencies were cited on this date.";
"EE-6701";"04/23/2015";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_04232015_6701_502989.pdf"
"EE-6701";"01/21/2015";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_01212015_6701_501222.pdf"
"EE-6701";"12/19/2013";"No deficiencies were cited on this date.";
"EE-6701";"02/18/2013";"No deficiencies were cited on this date.";
"EE-6701";"01/08/2013";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_01082013_6701_257691.pdf"
"EE-6701";"01/31/2012";"No deficiencies were cited on this date.";
"KS3001";"12/15/2020";"No deficiencies were cited on this date.";
"KS3001";"09/11/2020";"No deficiencies were cited on this date.";
"KS3001";"08/26/2019";"No deficiencies were cited on this date.";
"KS3001";"07/11/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_07112019_7524_638885.pdf"
"KS3001";"06/05/2019";"No deficiencies were cited on this date.";
"KS3001";"08/28/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_08282018_7524_608793.pdf"
"KS3001";"02/20/2018";"No deficiencies were cited on this date.";
"KS3001";"08/23/2017";"No deficiencies were cited on this date.";
"KS3001";"11/01/2016";"No deficiencies were cited on this date.";
"KS3001";"09/28/2016";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_09282016_7524_529451.pdf"
"KS3001";"08/16/2016";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_08162016_7524_517750.pdf"
"KS3001";"05/18/2016";"No deficiencies were cited on this date.";
"KS3001";"09/29/2015";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_09292015_7524_507334.pdf"
"KS3001";"06/10/2015";"No deficiencies were cited on this date.";
"KS3001";"08/19/2014";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_08192014_7524_280648.pdf"
"EE-9696";"03/15/2021";"No deficiencies were cited on this date.";
"EE-9696";"10/06/2020";"No deficiencies were cited on this date.";
"EE-9696";"10/15/2019";"No deficiencies were cited on this date.";
"EE-9696";"10/15/2018";"No deficiencies were cited on this date.";
"EE-9696";"07/12/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_07122018_9696_594942.pdf"
"EE-9696";"12/21/2017";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_12212017_9696_593169.pdf"
"EE-9696";"10/10/2017";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_10102017_9696_578385.pdf"
"EE-9696";"02/21/2017";"No deficiencies were cited on this date.";
"EE-9696";"10/05/2016";"No deficiencies were cited on this date.";
"EE-9696";"09/07/2016";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_09072016_9696_528956.pdf"
"EE-9696";"04/26/2016";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_04262016_9696_511963.pdf"
"EE-9696";"10/28/2015";"No deficiencies were cited on this date.";
"EE-9696";"09/01/2015";"No deficiencies were cited on this date.";
"EE-9696";"06/08/2015";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_06082015_9696_506471.pdf"
"EE-9696";"10/13/2014";"No deficiencies were cited on this date.";
"EE-52009";"10/27/2020";"No deficiencies were cited on this date.";
"KL1001";"11/04/2020";"No deficiencies were cited on this date.";
"KL1001";"09/16/2020";"No deficiencies were cited on this date.";
"KL1001";"03/11/2020";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_03112020_13590_645001.pdf"
"KL1001";"12/06/2019";"No deficiencies were cited on this date.";
"KL1001";"10/15/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_10152019_13590_642740.pdf"
"KL1001";"10/15/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_10152019_13590_642885.pdf"
"KL1001";"08/13/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_08132019_13590_641250.pdf"
"KL1001";"08/08/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_08082019_13590_640142.pdf"
"KL1001";"06/17/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_06172019_13590_636373.pdf"
"KL1001";"06/17/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_06172019_13590_639602.pdf"
"KL1001";"11/30/2018";"No deficiencies were cited on this date.";
"KL1001";"07/24/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_07242018_13590_609436.pdf"
"KL1001";"07/24/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_07242018_13590_609563.pdf"
"KL1001";"06/19/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_06192018_13590_596879.pdf"
"KL1001";"01/04/2018";"No deficiencies were cited on this date.";
"EE-718";"10/20/2020";"No deficiencies were cited on this date.";
"EE-718";"07/31/2020";"No deficiencies were cited on this date.";
"EE-718";"03/05/2020";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_03052020_718_642631.pdf"
"EE-718";"09/12/2019";"No deficiencies were cited on this date.";
"EE-718";"07/30/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_07302019_718_635761.pdf"
"EE-718";"01/28/2019";"No deficiencies were cited on this date.";
"EE-718";"11/28/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_11282018_718_612555.pdf"
"EE-718";"09/20/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_09202018_718_609779.pdf"
"EE-718";"03/26/2018";"No deficiencies were cited on this date.";
"EE-718";"10/03/2017";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_10032017_718_578353.pdf"
"EE-718";"03/29/2017";"No deficiencies were cited on this date.";
"EE-718";"03/07/2017";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_03072017_718_554752.pdf"
"EE-718";"01/18/2017";"No deficiencies were cited on this date.";
"EE-718";"10/11/2016";"No deficiencies were cited on this date.";
"EE-718";"07/12/2016";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_07122016_718_516195.pdf"
"EE-51753";"06/11/2020";"No deficiencies were cited on this date.";
"EE-51542";"11/25/2020";"No deficiencies were cited on this date.";
"EE-51542";"06/23/2020";"No deficiencies were cited on this date.";
"EE-51542";"10/28/2019";"No deficiencies were cited on this date.";
"EE-7666";"12/02/2020";"No deficiencies were cited on this date.";
"EE-7666";"06/18/2020";"No deficiencies were cited on this date.";
"EE-7666";"09/05/2019";"No deficiencies were cited on this date.";
"EE-7666";"05/01/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_05012019_7666_636168.pdf"
"EE-7666";"05/02/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_05022018_7666_596009.pdf"
"EE-7666";"08/29/2017";"No deficiencies were cited on this date.";
"EE-7666";"04/26/2017";"No deficiencies were cited on this date.";
"EE-7666";"05/02/2016";"No deficiencies were cited on this date.";
"EE-7666";"03/16/2016";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_03162016_7666_514210.pdf"
"EE-7666";"09/24/2015";"No deficiencies were cited on this date.";
"EE-7666";"04/20/2015";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_04202015_7666_504012.pdf"
"EE-7666";"09/16/2014";"No deficiencies were cited on this date.";
"EE-7666";"04/01/2014";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_04012014_7666_276264.pdf"
"EE-7666";"02/20/2014";"No deficiencies were cited on this date.";
"EE-7666";"12/10/2013";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_12102013_7666_272732.pdf"
"KS8001";"01/28/2021";"No deficiencies were cited on this date.";
"KS8001";"08/12/2020";"No deficiencies were cited on this date.";
"KS8001";"03/02/2020";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_03022020_50162_666774.pdf"
"KS8001";"11/05/2019";"No deficiencies were cited on this date.";
"KS8001";"10/01/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_10012019_50162_642503.pdf"
"KS8001";"08/07/2019";"Click Here *";
"KS8001";"05/28/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_05282019_50162_637572.pdf"
"KS8001";"04/10/2019";"No deficiencies were cited on this date.";
"KS8001";"03/18/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_03182019_50162_636094.pdf"
"KS8001";"02/26/2019";"No deficiencies were cited on this date.";
"KS8001";"01/23/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_01232019_50162_624388.pdf"
"KS8001";"12/10/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_12102018_50162_623391.pdf"
"KS8001";"11/21/2018";"No deficiencies were cited on this date.";
"KS8001";"10/23/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_10232018_50162_611916.pdf"
"KS8001";"09/19/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_09192018_50162_609880.pdf"
"KS8001";"09/19/2018";"No deficiencies were cited on this date.";
"KS8001";"08/16/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_08162018_50162_610268.pdf"
"KS8001";"07/24/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_07242018_50162_609761.pdf"
"KS8001";"06/26/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_06262018_50162_609153.pdf"
"KS8001";"06/12/2018";"No deficiencies were cited on this date.";
"KS8001";"05/29/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_05292018_50162_608572.pdf"
"KS8001";"05/17/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_05172018_50162_608481.pdf"
"KS8001";"04/16/2018";"Click Here *";
"KS8001";"04/02/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_04022018_50162_596738.pdf"
"KS8001";"03/20/2018";"No deficiencies were cited on this date.";
"K06008";"10/13/2020";"No deficiencies were cited on this date.";
"K06008";"11/12/2019";"No deficiencies were cited on this date.";
"K06008";"09/12/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_09122019_16236_639447.pdf"
"K06008";"05/15/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_05152019_16236_637951.pdf"
"K06008";"04/19/2018";"No deficiencies were cited on this date.";
"K06008";"02/28/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_02282018_16236_579328.pdf"
"K06008";"05/04/2017";"No deficiencies were cited on this date.";
"K06008";"11/30/2016";"No deficiencies were cited on this date.";
"K06008";"05/16/2016";"No deficiencies were cited on this date.";
"K06008";"03/22/2016";"No deficiencies were cited on this date.";
"K06008";"02/03/2016";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_02032016_16236_508147.pdf"
"K06008";"05/06/2015";"No deficiencies were cited on this date.";
"K06008";"11/18/2014";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_11182014_16236_282782.pdf"
"K06008";"08/18/2014";"No deficiencies were cited on this date.";
"KL3001";"02/25/2021";"No deficiencies were cited on this date.";
"KL3001";"09/10/2020";"No deficiencies were cited on this date.";
"KL3001";"01/22/2020";"No deficiencies were cited on this date.";
"KL3001";"07/22/2019";"No deficiencies were cited on this date.";
"KL3001";"06/12/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_06122019_50298_634780.pdf"
"KL3001";"06/12/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_06122019_50298_639489.pdf"
"KL3001";"01/03/2019";"No deficiencies were cited on this date.";
"KL3001";"08/08/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_08082018_50298_597465.pdf"
"KL3001";"05/22/2018";"No deficiencies were cited on this date.";
"KL3001";"01/10/2018";"No deficiencies were cited on this date.";
"KL3001";"09/22/2017";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_09222017_50298_580241.pdf"
"KL3001";"07/12/2017";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_07122017_50298_555451.pdf"
"KL3001";"07/12/2017";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_07122017_50298_579164.pdf"
"KL3001";"06/13/2017";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_06132017_50298_556516.pdf"
"KL3001";"06/13/2017";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_06132017_50298_577808.pdf"
"EE-7216";"10/05/2020";"No deficiencies were cited on this date.";
"EE-7216";"07/28/2020";"No deficiencies were cited on this date.";
"EE-7216";"10/21/2019";"No deficiencies were cited on this date.";
"EE-7216";"08/28/2019";"No deficiencies were cited on this date.";
"EE-7216";"10/26/2018";"No deficiencies were cited on this date.";
"EE-7216";"07/19/2018";"No deficiencies were cited on this date.";
"EE-7216";"04/16/2018";"No deficiencies were cited on this date.";
"EE-7216";"11/08/2017";"No deficiencies were cited on this date.";
"EE-7216";"10/04/2017";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_10042017_7216_578376.pdf"
"EE-7216";"12/05/2016";"No deficiencies were cited on this date.";
"EE-7216";"09/20/2016";"No deficiencies were cited on this date.";
"EE-7216";"05/25/2016";"No deficiencies were cited on this date.";
"EE-7216";"10/06/2015";"No deficiencies were cited on this date.";
"EE-7216";"11/03/2014";"No deficiencies were cited on this date.";
"EE-7216";"09/10/2014";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_09102014_7216_281932.pdf"
"EE-51770";"10/07/2020";"No deficiencies were cited on this date.";
"EE-51770";"08/04/2020";"No deficiencies were cited on this date.";
"EE-51583";"12/28/2020";"No deficiencies were cited on this date.";
"EE-51583";"07/13/2020";"No deficiencies were cited on this date.";
"EE-51583";"06/18/2020";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_06182020_51583_655955.pdf"
"EE-51583";"12/26/2019";"No deficiencies were cited on this date.";
"EE-51583";"10/24/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_10242019_51583_643312.pdf"
"EE-786";"10/15/2020";"No deficiencies were cited on this date.";
"EE-786";"10/21/2019";"No deficiencies were cited on this date.";
"EE-786";"10/21/2019";"No deficiencies were cited on this date.";
"EE-786";"04/26/2019";"No deficiencies were cited on this date.";
"EE-786";"10/24/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_10242018_786_609781.pdf"
"EE-786";"05/14/2018";"No deficiencies were cited on this date.";
"EE-786";"03/12/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_03122018_786_594744.pdf"
"EE-786";"12/07/2017";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_12072017_786_592995.pdf"
"EE-786";"10/04/2017";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_10042017_786_578356.pdf"
"EE-786";"04/11/2017";"No deficiencies were cited on this date.";
"EE-786";"01/30/2017";"No deficiencies were cited on this date.";
"EE-786";"12/12/2016";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_12122016_786_541144.pdf"
"EE-786";"10/06/2016";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_10062016_786_528817.pdf"
"EE-786";"01/19/2016";"No deficiencies were cited on this date.";
"EE-786";"10/27/2015";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_10272015_786_508238.pdf"
"KSN001";"09/29/2020";"No deficiencies were cited on this date.";
"KSN001";"01/03/2020";"No deficiencies were cited on this date.";
"KSN001";"10/02/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_10022019_13404_640729.pdf"
"KSN001";"04/16/2019";"No deficiencies were cited on this date.";
"KSN001";"12/10/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_12102018_13404_623107.pdf"
"KSN001";"12/10/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_12102018_13404_623168.pdf"
"KSN001";"10/18/2018";"No deficiencies were cited on this date.";
"KSN001";"05/07/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_05072018_13404_593373.pdf"
"KSN001";"10/18/2017";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_10182017_13404_578403.pdf"
"KSN001";"10/18/2017";"No deficiencies were cited on this date.";
"KSN001";"10/18/2017";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_10182017_13404_592486.pdf"
"KSN001";"01/09/2017";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_01092017_13404_553309.pdf"
"KSN001";"11/16/2016";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_11162016_13404_541969.pdf"
"KSN001";"09/06/2016";"Click Here *";
"KSN001";"05/24/2016";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_05242016_13404_510804.pdf"
"K21001";"01/26/2021";"No deficiencies were cited on this date.";
"K21001";"09/21/2020";"No deficiencies were cited on this date.";
"K21001";"01/09/2020";"No deficiencies were cited on this date.";
"K21001";"10/02/2019";"No deficiencies were cited on this date.";
"K21001";"07/11/2019";"No deficiencies were cited on this date.";
"K21001";"01/10/2019";"No deficiencies were cited on this date.";
"K21001";"07/23/2018";"No deficiencies were cited on this date.";
"K21001";"07/23/2018";"No deficiencies were cited on this date.";
"K21001";"07/23/2018";"No deficiencies were cited on this date.";
"K21001";"04/05/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_04052018_9846_596472.pdf"
"K21001";"01/09/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_01092018_9846_580473.pdf"
"K21001";"06/20/2017";"No deficiencies were cited on this date.";
"K21001";"04/11/2017";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_04112017_9846_555492.pdf"
"K21001";"12/14/2016";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_12142016_9846_541704.pdf"
"K21001";"04/04/2016";"No deficiencies were cited on this date.";
"EE-525";"03/02/2021";"No deficiencies were cited on this date.";
"EE-525";"08/21/2020";"No deficiencies were cited on this date.";
"EE-525";"03/04/2020";"No deficiencies were cited on this date.";
"EE-525";"12/12/2019";"No deficiencies were cited on this date.";
"EE-525";"06/20/2019";"No deficiencies were cited on this date.";
"EE-525";"05/14/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_05142019_525_637253.pdf"
"EE-525";"04/02/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_04022019_525_635523.pdf"
"EE-525";"04/16/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_04162018_525_591373.pdf"
"EE-525";"12/14/2017";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_12142017_525_579957.pdf"
"EE-525";"06/26/2017";"No deficiencies were cited on this date.";
"EE-525";"03/29/2017";"No deficiencies were cited on this date.";
"EE-525";"01/23/2017";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_01232017_525_516566.pdf"
"EE-525";"04/27/2016";"No deficiencies were cited on this date.";
"EE-525";"03/17/2016";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_03172016_525_513195.pdf"
"EE-525";"08/24/2015";"No deficiencies were cited on this date.";
"KL5001";"12/17/2020";"No deficiencies were cited on this date.";
"KL5001";"10/22/2020";"No deficiencies were cited on this date.";
"KL5001";"11/07/2019";"No deficiencies were cited on this date.";
"KL5001";"08/20/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_08202019_927_638864.pdf"
"KL5001";"08/20/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_08202019_927_641474.pdf"
"KL5001";"08/15/2018";"No deficiencies were cited on this date.";
"KL5001";"01/09/2018";"No deficiencies were cited on this date.";
"KL5001";"09/20/2017";"No deficiencies were cited on this date.";
"KL5001";"08/07/2017";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_08072017_927_578155.pdf"
"KL5001";"11/30/2016";"No deficiencies were cited on this date.";
"KL5001";"09/07/2016";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_09072016_927_517723.pdf"
"KL5001";"03/03/2016";"No deficiencies were cited on this date.";
"KL5001";"09/16/2015";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_09162015_927_507307.pdf"
"KL5001";"12/03/2014";"No deficiencies were cited on this date.";
"KL5001";"08/18/2014";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_08182014_927_280620.pdf"
"EE-825";"03/03/2021";"No deficiencies were cited on this date.";
"EE-825";"10/22/2020";"No deficiencies were cited on this date.";
"EE-825";"01/30/2020";"No deficiencies were cited on this date.";
"EE-825";"09/17/2019";"No deficiencies were cited on this date.";
"EE-825";"03/13/2019";"No deficiencies were cited on this date.";
"EE-825";"09/26/2018";"No deficiencies were cited on this date.";
"EE-825";"05/15/2018";"No deficiencies were cited on this date.";
"EE-825";"03/14/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_03142018_825_591494.pdf"
"EE-825";"09/19/2017";"No deficiencies were cited on this date.";
"EE-825";"03/06/2017";"No deficiencies were cited on this date.";
"EE-825";"03/06/2017";"No deficiencies were cited on this date.";
"EE-825";"02/25/2016";"No deficiencies were cited on this date.";
"EE-825";"02/23/2015";"No deficiencies were cited on this date.";
"EE-825";"03/12/2014";"No deficiencies were cited on this date.";
"EE-825";"12/09/2013";"No deficiencies were cited on this date.";
"EE-51778";"06/17/2020";"No deficiencies were cited on this date.";
"EE-51603";"10/21/2020";"No deficiencies were cited on this date.";
"EE-51603";"10/17/2019";"No deficiencies were cited on this date.";
"EE-82";"10/27/2020";"No deficiencies were cited on this date.";
"EE-82";"10/31/2019";"No deficiencies were cited on this date.";
"EE-82";"04/23/2019";"No deficiencies were cited on this date.";
"EE-82";"02/14/2019";"No deficiencies were cited on this date.";
"EE-82";"05/01/2018";"No deficiencies were cited on this date.";
"EE-82";"03/27/2018";"No deficiencies were cited on this date.";
"EE-82";"05/15/2017";"No deficiencies were cited on this date.";
"EE-82";"03/21/2017";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_03212017_82_554315.pdf"
"EE-82";"01/05/2017";"No deficiencies were cited on this date.";
"EE-82";"04/07/2016";"No deficiencies were cited on this date.";
"EE-82";"10/28/2015";"No deficiencies were cited on this date.";
"EE-82";"03/09/2015";"No deficiencies were cited on this date.";
"EE-82";"05/02/2014";"No deficiencies were cited on this date.";
"EE-82";"04/10/2014";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_04102014_82_275309.pdf"
"EE-82";"08/26/2013";"No deficiencies were cited on this date.";
"KSO001";"01/26/2021";"No deficiencies were cited on this date.";
"KSO001";"12/09/2020";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_12092020_8591_695385.pdf"
"KSO001";"08/05/2020";"No deficiencies were cited on this date.";
"KSO001";"07/23/2020";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_07232020_8591_667526.pdf"
"KSO001";"03/09/2020";"No deficiencies were cited on this date.";
"KSO001";"01/21/2020";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_01212020_8591_643856.pdf"
"KSO001";"10/22/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_10222019_8591_642250.pdf"
"KSO001";"09/04/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_09042019_8591_638891.pdf"
"KSO001";"07/09/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_07092019_8591_640095.pdf"
"KSO001";"03/25/2019";"No deficiencies were cited on this date.";
"KSO001";"01/31/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_01312019_8591_611904.pdf"
"KSO001";"10/03/2018";"No deficiencies were cited on this date.";
"KSO001";"08/21/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_08212018_8591_608799.pdf"
"KSO001";"05/17/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_05172018_8591_608179.pdf"
"KSO001";"05/07/2018";"No deficiencies were cited on this date.";
"KSO001";"03/26/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_03262018_8591_592104.pdf"
"K65007";"01/26/2021";"No deficiencies were cited on this date.";
"K65007";"01/27/2020";"No deficiencies were cited on this date.";
"K65007";"05/01/2019";"No deficiencies were cited on this date.";
"K65007";"03/21/2019";"No deficiencies were cited on this date.";
"K65007";"01/28/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_01282019_5526_624017.pdf"
"K65007";"08/29/2018";"No deficiencies were cited on this date.";
"K65007";"02/06/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_02062018_5526_580328.pdf"
"K65007";"01/18/2017";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_01182017_5526_552471.pdf"
"K65007";"11/29/2016";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_11292016_5526_552237.pdf"
"K65007";"02/23/2016";"No deficiencies were cited on this date.";
"K65007";"02/05/2015";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_02052015_5526_501338.pdf"
"K65007";"02/04/2014";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_02042014_5526_273019.pdf"
"K65007";"11/12/2013";"No deficiencies were cited on this date.";
"K65007";"05/01/2013";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_05012013_5526_262809.pdf"
"K65007";"02/25/2013";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_02252013_5526_259103.pdf"
"EE-562";"12/07/2020";"No deficiencies were cited on this date.";
"EE-562";"06/25/2020";"No deficiencies were cited on this date.";
"EE-562";"10/30/2019";"No deficiencies were cited on this date.";
"EE-562";"06/04/2019";"No deficiencies were cited on this date.";
"EE-562";"04/23/2019";"No deficiencies were cited on this date.";
"EE-562";"02/21/2019";"No deficiencies were cited on this date.";
"EE-562";"01/23/2019";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_01232019_562_623211.pdf"
"EE-562";"10/31/2018";"No deficiencies were cited on this date.";
"EE-562";"06/14/2018";"No deficiencies were cited on this date.";
"EE-562";"05/02/2018";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_05022018_562_597530.pdf"
"EE-562";"07/11/2017";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_07112017_562_556188.pdf"
"EE-562";"06/13/2016";"No deficiencies were cited on this date.";
"EE-562";"07/06/2015";"No deficiencies were cited on this date.";
"EE-562";"02/26/2015";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_02262015_562_281846.pdf"
"EE-562";"02/26/2015";"Click Here";"http://carefacility.doe.louisiana.gov/BlasPDF/SOD_02262015_562_502930.pdf"
"KLF001";"02/11/2021";"No deficiencies were cited on this date.";
