"Id";"Letter Grade";"Name";"School Type";"Street";"City";"State";"Zip";"Phone";"Email";"Mon";"Tue";"Wed";"Thu";"Fri";"Website";"Twitter";"Facebook";"District Name";"Principal";"License Type";"License Number";"Transportation";"Before Care";"After Care";"CCAP";"Star Rating";"Grades Available";"Enrollment";"Capacity";"Academic Offerings";"Music Art";"Opportunities & Clubs";"Sports"
35007;"C";"Goldonna Elementary & Junior High School";"Traditional public school";"248 Ash Street";"Goldonna";"LA";71031;"318-727-9449";;;;;;;"http://npsb.la/goldonna-elementaryjr-high-school";;;"Natchitoches Parish";"Cori Manuel";;;;;;;;"PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8";178;;;;"Athletics, Clubs, National or Statewide Leadership Associations, School Community Organizations, Career Focus";"Basketball, Softball, Baseball, Spirit"
4;;"Assumption Parish";;;;;;;;;;;;;;;;"Assumption Parish";;;;;;;;;;;;;;;
32026;"B";"Walker Elementary School";"Traditional public school";"13327 Wildcat Drive";"Walker";"LA";70785;"225-665-5534";;;;;;;"http://TheWESWildcats.com";"https://twitter.com/theweswildcats";"https://www.facebook.com/theWESWildcats/";"Livingston Parish";"Kerma Luzier";;;;;;;;"PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5";616;;;"Music, Art";"Athletics, Clubs, Drama, Theater and Dance, Visual Arts, Peer Tutoring or Mentoring, National or Statewide Leadership Associations";"Volleyball, Cross-Country, Outdoor Track and Field"
40034;"B";"Pineville Junior High School";"Traditional public school";"501 Edgewood Drive";"Pineville";"LA";71360;"318-640-0512";;;;;;;"http://www.rpsb.us/PJHS/";;;"Rapides Parish";"Michael Yoist";;;;;;;;"Grade 7, Grade 8";626;;"Gifted programs";"Band Details, Music, Theatre, Art";"Athletics, Clubs, Drama, Theater and Dance, Music, Literature and the Humanities, STEM, Affinity Associations, School Community Organizations";"Cross-Country, Football, Soccer, Basketball, Softball, Outdoor Track and Field, Spirit"
32006;"A";"Denham Springs Junior High School";"Traditional public school";"401 Hatchell Lane";"Denham Springs";"LA";70726;"225-665-8898";;;;;;;"http://www.dsjhjackets.com";;"https://www.facebook.com/dsjhofficial/";"Livingston Parish";"Troy Glorioso";;;;;;;;"Grade 6, Grade 7, Grade 8";860;;;"Music, Art";"Athletics, Clubs, Drama, Theater and Dance, Music, Visual Arts, Literature and the Humanities, STEM, Affinity Associations, Honor Society, School Community Organizations, Career Focus, Games and Gaming, Other";"Cross-Country, Football, Basketball, Outdoor Track and Field, Spirit"
40009;"D";"Mabel Brasher Montessori";"Traditional public school";"601 Cloverleaf Boulevard";"Alexandria";"LA";71303;"318-442-0878";;;;;;;"http://www.rpsb.us/MB/";;;"Rapides Parish";"Angie Franklin";;;;;;;;"PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6";342;;;"Music, Art";"Athletics, Clubs, Music, Peer Tutoring or Mentoring, National or Statewide Leadership Associations, Other";"Basketball, Spirit"
318001;"A";"LSU Laboratory School";"Traditional public school";"45 Dalrymple Drive";"Baton Rouge";"LA";70803;"225-578-3221";;;;;;;"http://www.uhigh.lsu.edu";"https://twitter.com/LSULabSchool";"https://www.facebook.com/uhigh";"LSU Laboratory School";"Christa Lyn Borderlon";;;;;;;;"Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8, Grade 9, Grade 10, Grade 11, Grade 12";1420;;"Advanced Placement Details";"Band Details, Music, Theatre, Art";"Athletics, Clubs, Drama, Theater and Dance, Music, Visual Arts, Literature and the Humanities, STEM, Peer Tutoring or Mentoring, Affinity Associations, National or Statewide Leadership Associations, Honor Society, Politics and Government, School Community Organizations, Speech and Debate, Games and Gaming, Other";"Volleyball, Cross-Country, Swimming, Football, Indoor Track and Field, Soccer, Basketball, Softball, Gymnastics, Golf, Outdoor Track and Field, Baseball, Spirit, Bowling, Tennis"
40017;"F";"D.F. Huddle Elementary";"Traditional public school";"505 Texas Avenue";"Alexandria";"LA";71301;"318-442-7921";;;;;;;"http://www.rpsb.us/Huddle/";;;"Rapides Parish";"Tonya Normand";;;;;;;;"PK (ages 3-4), Kindergarten";247;;;"Art";"Athletics, Clubs, Peer Tutoring or Mentoring, Other";"Basketball"
364001;"D";"Fannie C. Williams Charter School";"Public charter school";"11755 Dwyer Road";"New Orleans";"LA";70128;"504-373-6228";;;;;;;"http://www.fcwcs.org";;;"Orleans Parish";"N/A";;;;;;;;"PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8";545;;;"Band, Music, Art";"Athletics, Clubs, Drama, Theater and Dance, Visual Arts, Adult Mentoring";"Volleyball, Cross-Country, Football, Basketball"
40003;"A";"Alexandria Senior High School";"Traditional public school";"800 Ola Lane";"Alexandria";"LA";71303;"318-448-8234";;;;;;;"http://www.rpsb.us/ASH/";;;"Rapides Parish";"Benjamin Arrington";;;;;;;;"Grade 9, Grade 10, Grade 11, Grade 12";1332;;"Advanced Placement Details, Dual enrollment (college credit) Details, Gifted programs, Jump Start Pathways (career focused) Details";"Band Details, Music, Theatre, Art";"Athletics, Clubs, Drama, Theater and Dance, Music, Visual Arts, Literature and the Humanities, STEM, Peer Tutoring or Mentoring, Affinity Associations, Business Interest, National or Statewide Leadership Associations, Honor Society, Politics and Government, School Community Organizations, Speech and Debate, Career Focus, Other";"Volleyball, Cross-Country, Swimming, Football, Indoor Track and Field, Soccer, Basketball, Powerlifting, Softball, Golf, Outdoor Track and Field, Baseball, Spirit, Bowling, Tennis, Other Sports"
32037;"A";"South Live Oak Elementary School";"Traditional public school";"8400 Cecil Drive";"Watson";"LA";70786;"225-667-9330";;;;;;;"http://app.oncoursesystems.com/school/webpage/11112325";"https://twitter.com/Southliveoak";"https://www.facebook.com/South-Live-Oak-Elementary-599104430272105/";"Livingston Parish";"Amy A Savage";;;;;;;;"PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4";518;;;"Music, Art";"Clubs, Drama, Theater and Dance, Literature and the Humanities, STEM, Peer Tutoring or Mentoring, National or Statewide Leadership Associations, Career Focus";
40038;"D";"Carter C. Raymond Junior High School";"Traditional public school";"2510 St. Charles";"Lecompte";"LA";71346;"318-776-5489";;;;;;;"http://www.rpsb.us/CCR/";;;"Rapides Parish";"Jill Summers";;;;;;;;"PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8";154;;;;"Athletics";"Basketball, Outdoor Track and Field, Spirit"
32017;"B";"Maurepas School";"Traditional public school";"25125 Hwy 22";"Maurepas";"LA";70449;"225-695-6111";;;;;;;"http://maurepasschool.com";;"https://www.facebook.com/Maurepasschool1/";"Livingston Parish";"Kenny Kraft";;;;;;;;"PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8, Grade 9, Grade 10, Grade 11, Grade 12";386;;"Advanced Placement Details, Dual enrollment (college credit) Details, Jump Start Pathways (career focused) Details";"Music, Art";"Athletics, Clubs, Literature and the Humanities, STEM, Affinity Associations, National or Statewide Leadership Associations, Honor Society, School Community Organizations, Career Focus";"Cross-Country, Indoor Track and Field, Basketball, Powerlifting, Softball, Outdoor Track and Field, Baseball, Spirit"
40014;"B";"Glenmora High School";"Traditional public school";"1414 7th Street";"Glenmora";"LA";71433;"318-748-8145";;;;;;;"http://WWW.rpsb.us/Glenmora";;;"Rapides Parish";"Carrol Babb";;;;;;;;"PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8, Grade 9, Grade 10, Grade 11, Grade 12";670;;"Dual enrollment (college credit) Details, Gifted programs, Jump Start Pathways (career focused) Details";"Music, Art";"Athletics, Clubs, Literature and the Humanities, Affinity Associations, Honor Society, School Community Organizations, Career Focus, Other";"Cross-Country, Soccer, Basketball, Powerlifting, Softball, Outdoor Track and Field, Baseball, Spirit"
32005;"A";"Denham Springs High School";"Traditional public school";"1000 North Range Avenue";"Denham Springs";"LA";70726;"225-665-8851";;;;;;;"http://www.denhamspringshs.org";"http://www.twitter.com/DSHSJackets";;"Livingston Parish";"Wesley Howard";;;;;;;;"Grade 10, Grade 11, Grade 12";1601;;"Advanced Placement Details, Dual enrollment (college credit) Details, Gifted programs, Jump Start Pathways (career focused) Details";"Band Details, Music, Theatre, Art";"Athletics, Clubs, Drama, Theater and Dance, Visual Arts, Literature and the Humanities, Affinity Associations, Business Interest, National or Statewide Leadership Associations, Honor Society, Politics and Government, School Community Organizations, Career Focus, Games and Gaming, Other";"Volleyball, Cross-Country, Swimming, Football, Wrestling, Indoor Track and Field, Soccer, Basketball, Powerlifting, Softball, Golf, Outdoor Track and Field, Baseball, Bowling, Tennis, Other Sports"
40024;"F";"Martin Park Elementary School";"Traditional public school";"4203 Lisa Street";"Alexandria";"LA";71302;"318-448-1695";;;;;;;"http://www.rpsb.us/MartinPark/";;;"Rapides Parish";"Tracy Vorrice";;;;;;;;"Grade 1, Grade 2, Grade 3";315;;;"Art";"Athletics, Clubs, Visual Arts, Literature and the Humanities, STEM, Peer Tutoring or Mentoring, Adult Mentoring, National or Statewide Leadership Associations, School Community Organizations";"Basketball"
37006;"D";"Crosley Elementary School";"Traditional public school";"700 Natchitoches Street";"West Monroe";"LA";71291;"318-325-3634";;;;;;;"http://crosley.opsb.net/";;;"Ouachita Parish";"Tracey Lynn Flaherty";;;;;;;;"PK (ages 3-4), Kindergarten";214;;;"Music, Art";;
40004;"C";"Ball Elementary School";"Traditional public school";"89 Camp Livingston Road";"Ball";"LA";71405;"318-640-5394";;;;;;;"http://www.rpsb.us/Ball/";;;"Rapides Parish";"Lisa Lowery";;;;;;;;"PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6";421;;"Gifted programs";"Music, Art";"Athletics, Clubs, Music, Peer Tutoring or Mentoring, National or Statewide Leadership Associations, Career Focus, Other";"Other Sports"
32040;"B";"South Walker Elementary School";"Traditional public school";"13745 Milton Lane";"Walker";"LA";70785;"225-665-0446";;;;;;;"http://www.southwalkerelementary.com/";;"https://www.facebook.com/South-Walker-Elementary";"Livingston Parish";"Belinda A Avant";;;;;;;;"PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5";646;;;"Art";"Athletics, Clubs, Visual Arts, National or Statewide Leadership Associations, Career Focus";"Volleyball, Cross-Country, Softball, Outdoor Track and Field, Tennis, Other Sports"
40044;"D";"Lessie Moore Elementary School";"Traditional public school";"207 Griffith Street";"Pineville";"LA";71360;"318-445-7151";;;;;;;"http://www.rpsb.us/LessieMoore/";;;"Rapides Parish";"Laurie Johnson";;;;;;;;"PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3";557;;;"Art";"Clubs, Visual Arts, Literature and the Humanities, STEM, Adult Mentoring, National or Statewide Leadership Associations, School Community Organizations, Career Focus";
32038;"B";"Springfield Middle School";"Traditional public school";"24145 Coates Road";"Springfield";"LA";70462;"225-294-3306";;;;;;;"http://www.springfieldmiddleschool.org";;;"Livingston Parish";"Ashley Sharp";;;;;;;;"Grade 4, Grade 5, Grade 6, Grade 7, Grade 8";433;;;"Music";"Athletics, Clubs, Drama, Theater and Dance, Literature and the Humanities, STEM, Peer Tutoring or Mentoring, Affinity Associations, Honor Society, School Community Organizations, Career Focus, Games and Gaming, Other";"Volleyball, Football, Basketball, Softball, Outdoor Track and Field, Spirit, Other Sports"
40018;"D";"Arthur F. Smith Middle Magnet School";"Traditional public school";"3100 Jones Street";"Alexandria";"LA";71302;"318-445-6241";;;;;;;"http://www.rpsb.us/AFSmith/";;;"Rapides Parish";"Carlessa White";;;;;;;;"Grade 7, Grade 8";307;;;"Music";"Athletics, Clubs, Music, Adult Mentoring, Business Interest, National or Statewide Leadership Associations, School Community Organizations, Career Focus, Other";"Football, Basketball, Softball, Outdoor Track and Field"
32009;"A";"French Settlement High School";"Traditional public school";"15875 LA Highway 16";"French Settlement";"LA";70733;"225-698-3561";;;;;;;"http://www.frenchsettlementhigh.com/";"https://twitter.com/Gofshslions";"https://www.facebook.com/gofshslions";"Livingston Parish";"John Chewning";;;;;;;;"Grade 7, Grade 8, Grade 9, Grade 10, Grade 11, Grade 12";385;;"Advanced Placement Details, Jump Start Pathways (career focused) Details";"Band Details, Music, Art";"Athletics, Clubs, Drama, Theater and Dance, Music, Visual Arts, Literature and the Humanities, STEM, Peer Tutoring or Mentoring, Affinity Associations, Business Interest, National or Statewide Leadership Associations, School Community Organizations, Career Focus, Games and Gaming, Other";"Cross-Country, Basketball, Powerlifting, Softball, Golf, Outdoor Track and Field, Baseball, Spirit"
40028;"B";"Oak Hill High School";"Traditional public school";"7362 Highway 112";"Elmer";"LA";71424;"318-793-2014";;;;;;;"http://www.rpsb.us/OakHill/";;;"Rapides Parish";"Mark Roberts";;;;;;;;"PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8, Grade 9, Grade 10, Grade 11, Grade 12";752;;"Dual enrollment (college credit) Details, Jump Start Pathways (career focused) Details";"Art";"Athletics, Clubs, Literature and the Humanities, STEM, Adult Mentoring, Affinity Associations, Business Interest, National or Statewide Leadership Associations, School Community Organizations, Other";"Cross-Country, Basketball, Softball, Outdoor Track and Field, Baseball, Spirit, Other Sports"
37029;"C";"Robinson Elementary School";"Traditional public school";"5101 Reddix Lane";"Monroe";"LA";71202;"318-322-1784";;;;;;;"http://robinson.opsb.net/";"https://twitter.com/RobinsonRamrap";"https://www.facebook.com/robinsonelementaryrams/";"Ouachita Parish";"Phaedra Blake";;;;;;;;"PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5";356;;;"Music, Art";"Athletics, Clubs, Drama, Theater and Dance, STEM, Adult Mentoring, National or Statewide Leadership Associations, Honor Society, School Community Organizations";"Basketball"
40008;"B";"Scott M. Brame Middle School";"Traditional public school";"4800 Dawn Street";"Alexandria";"LA";71301;"318-443-3688";;;;;;;"http://sites.google.com/rpsb.us/brame/home";;;"Rapides Parish";"Mollie Fontenot";;;;;;;;"Grade 6, Grade 7, Grade 8";813;;"Gifted programs";"Music, Art";"Athletics, Clubs, Music, STEM, Affinity Associations, National or Statewide Leadership Associations, Honor Society, School Community Organizations, Career Focus, Other";"Cross-Country, Football, Soccer, Basketball, Softball, Outdoor Track and Field, Baseball, Spirit"
32051;;"Walker Junior High";"Traditional public school";"13443 Burgess Ave.";"Walker";"LA";70785;"225-664-0243";;;;;;;"http://www.walkerjuniorhigh.org";;"http://www.facebook.com/WalkerJuniorHigh/";"Livingston Parish";"David Clark";;;;;;;;"Grade 6, Grade 7, Grade 8";;;;"Music, Art";"Athletics, Clubs, Music, Visual Arts, Literature and the Humanities, STEM, Peer Tutoring or Mentoring, Adult Mentoring, National or Statewide Leadership Associations, School Community Organizations, Career Focus, Games and Gaming, Other";"Cross-Country, Football, Basketball, Outdoor Track and Field, Spirit"
40048;"B";"Tioga High School";"Traditional public school";"1207 Tioga Road";"Ball";"LA";71405;"318-640-9661";;;;;;;"http://www.rpsb.us/THS_rpsb/";;;"Rapides Parish";"Alan Lacombe";;;;;;;;"Grade 9, Grade 10, Grade 11, Grade 12";925;;"Advanced Placement Details, Dual enrollment (college credit) Details, Jump Start Pathways (career focused) Details";"Band Details, Music, Theatre, Art";"Athletics, Clubs, Music, Literature and the Humanities, Peer Tutoring or Mentoring, Business Interest, National or Statewide Leadership Associations, Honor Society, Politics and Government, School Community Organizations, Speech and Debate";"Cross-Country, Swimming, Football, Soccer, Basketball, Powerlifting, Softball, Outdoor Track and Field, Baseball, Spirit, Other Sports"
32042;"B";"Denham Springs Freshman High School";"Traditional public school";"940 Range Avenue NE";"Denham Springs";"LA";70726;"225-665-7890";;;;;;;"http://www.dsfreshmanhigh.org/";;;"Livingston Parish";"Kenneth O Magee Jr";;;;;;;;"Grade 8, Grade 9";621;;"Advanced Placement Details, Gifted programs";"Band Details, Music";"Athletics, Clubs, Drama, Theater and Dance, Music, Literature and the Humanities, STEM, Adult Mentoring, Affinity Associations, National or Statewide Leadership Associations, School Community Organizations, Career Focus, Other";"Volleyball, Cross-Country, Swimming, Football, Wrestling, Indoor Track and Field, Soccer, Basketball, Powerlifting, Softball, Golf, Outdoor Track and Field, Baseball, Spirit, Bowling, Tennis, Other Sports"
40026;"C";"J.B. Nachman Elementary School";"Traditional public school";"4102 Wakefield Blvd";"Alexandria";"LA";71303;"318-445-7725";;;;;;;"http://www.rpsb.us/Nachman/";;;"Rapides Parish";"Rebecca Warren";;;;;;;;"PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5";563;;;"Music";"Athletics, Clubs, Music, National or Statewide Leadership Associations, Honor Society, School Community Organizations, Other";"Other Sports"
32014;"A";"Live Oak High School";"Traditional public school";"35086 Old La Hwy 16";"Watson";"LA";70786;"225-665-8858";;;;;;;"http://www.liveoakhigh.org/";;"https://www.facebook.com/Live-Oak-High-School-240430676088888/";"Livingston Parish";"Anne Jones";;;;;;;;"Grade 8, Grade 9, Grade 10, Grade 11, Grade 12";1339;;"Advanced Placement Details, Dual enrollment (college credit) Details, Gifted programs, Jump Start Pathways (career focused) Details";"Band Details, Music, Art";"Athletics, Clubs, Drama, Theater and Dance, Literature and the Humanities, STEM, Peer Tutoring or Mentoring, Affinity Associations, Business Interest, National or Statewide Leadership Associations, Honor Society, School Community Organizations, Speech and Debate, Career Focus, Other";"Volleyball, Cross-Country, Swimming, Football, Wrestling, Indoor Track and Field, Soccer, Basketball, Softball, Golf, Outdoor Track and Field, Baseball, Spirit, Tennis"
40033;"B";"Pineville High School";"Traditional public school";"1511 Line Street";"Pineville";"LA";71360;"318-442-8990";;;;;;;"http://www.rpsb.us/PHS_rpsb/";;;"Rapides Parish";"David Carpenter";;;;;;;;"Grade 9, Grade 10, Grade 11, Grade 12";1404;;"Advanced Placement Details, Dual enrollment (college credit) Details, Gifted programs, Jump Start Pathways (career focused) Details";"Band Details, Music, Theatre, Art";"Athletics, Clubs, Drama, Theater and Dance, Music, Visual Arts, Literature and the Humanities, STEM, Peer Tutoring or Mentoring, Adult Mentoring, Affinity Associations, Business Interest, National or Statewide Leadership Associations, Honor Society, Politics and Government, School Community Organizations, Speech and Debate, Career Focus, Games and Gaming, Other";"Volleyball, Cross-Country, Swimming, Football, Indoor Track and Field, Soccer, Basketball, Powerlifting, Softball, Golf, Outdoor Track and Field, Baseball, Spirit, Tennis, Other Sports"
37038;"B";"Woodlawn Elementary School";"Traditional public school";"5946 Jonesboro Road";"West Monroe";"LA";71292;"318-325-1578";;;;;;;"http://woodlawnelem.opsb.net/";;;"Ouachita Parish";"Jane Ellise Biggs";;;;;;;;"PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5";568;;"Gifted programs";"Music, Art";"Clubs, Other";
40012;"C";"Cherokee Elementary School";"Traditional public school";"5700 Prescott Road";"Alexandria";"LA";71301;"318-442-1987";;;;;;;"http://www.rpsb.us/Cherokee_Elementary/";;;"Rapides Parish";"Bonnie Lord";;;;;;;;"PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5";552;;"Gifted programs";"Music";"Athletics, Clubs, STEM, Other";"Other Sports"
34004;"F";"Morehouse Elementary School";"Traditional public school";"1001 West Madison Avenue";"Bastrop";"LA";71220;"318-281-0776";;;;;;;"http://www.mjh@mpsb.us";;;"Morehouse Parish";"Marilyn Taylor";;;;;;;;"PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6";664;;"Jump Start Pathways (career focused) Details";;"Athletics, Clubs, Drama, Theater and Dance, Literature and the Humanities, Peer Tutoring or Mentoring, National or Statewide Leadership Associations, Career Focus";"Football, Basketball, Softball, Outdoor Track and Field"
40055;"C";"Northwood High School";"Traditional public school";"8830 Highway 1 North";"Lena";"LA";71447;"318-793-8021";;;;;;;"http://www.rpsb.us/Northwood/";;;"Rapides Parish";"Kelli Welch";;;;;;;;"PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8, Grade 9, Grade 10, Grade 11, Grade 12";651;;"Dual enrollment (college credit) Details, Jump Start Pathways (career focused) Details";"Music, Art";"Athletics, Clubs, Drama, Theater and Dance, Music, Affinity Associations, Business Interest, National or Statewide Leadership Associations, School Community Organizations, Career Focus, Other";"Cross-Country, Football, Basketball, Powerlifting, Softball, Outdoor Track and Field, Baseball, Spirit, Other Sports"
321001;"C";"New Vision Learning Academy";"Public charter school";"507 Swayze Street";"Monroe";"LA";71201;"318-338-9995";;;;;;;"http:";;;"New Vision Learning Academy";"Dr. Andrea Miller";;;;;;;;"PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6";300;;;;;
40031;"B";"Peabody Montessori Elementary School";"Traditional public school";"2416 3rd Street";"Alexandria";"LA";71302;"318-442-5012";;;;;;;"http://www.rpsb.us/PMES";;;"Rapides Parish";"Kelly Fields";;;;;;;;"PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6";450;;"Gifted programs";"Art";"Athletics, Clubs, Drama, Theater and Dance, Visual Arts, STEM, National or Statewide Leadership Associations";"Basketball, Softball, Baseball, Other Sports"
32018;"C";"Northside Elementary School";"Traditional public school";"1090 Robbie Street";"Denham Springs";"LA";70726;"225-664-4223";;;;;;;"http://app.oncoursesystems.com/school/webpage/11331631";;;"Livingston Parish";"Ginger Bishop";;;;;;;;"PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5";456;;;"Art";"Athletics, Clubs, Adult Mentoring, Honor Society, Career Focus";"Volleyball, Softball, Outdoor Track and Field, Other Sports"
40035;"B";"Plainview High School";"Traditional public school";"10935 Highway 112";"Glenmora";"LA";71433;"318-634-5944";;;;;;;"http://www.rpsb.us/PVH/";;;"Rapides Parish";"Sonia Rasmussen";;;;;;;;"PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8, Grade 9, Grade 10, Grade 11, Grade 12";283;;"Advanced Placement Details, Dual enrollment (college credit) Details, Jump Start Pathways (career focused) Details";"Music, Art";"Athletics, Clubs, Music, Literature and the Humanities, Peer Tutoring or Mentoring, Affinity Associations, Business Interest, Politics and Government, School Community Organizations, Speech and Debate, Career Focus, Other";"Cross-Country, Basketball, Softball, Outdoor Track and Field, Baseball, Spirit"
37046;"B";"West Ouachita High School";"Traditional public school";"4061 Caples Road";"West Monroe";"LA";71292;"318-249-2117";;;;;;;"http://westouachitahigh.opsb.net/";;;"Ouachita Parish";"Rebekah Sue Oaks";;;;;;;;"Grade 8, Grade 9, Grade 10, Grade 11, Grade 12";1098;;"Advanced Placement Details, Dual enrollment (college credit) Details, Gifted programs, Jump Start Pathways (career focused) Details";"Band Details, Dance, Music, Theatre, Art";"Athletics, Clubs, Drama, Theater and Dance, Visual Arts, Literature and the Humanities, STEM, Affinity Associations, National or Statewide Leadership Associations, Honor Society, Politics and Government, School Community Organizations, Career Focus, Other";"Volleyball, Cross-Country, Football, Soccer, Basketball, Softball, Golf, Outdoor Track and Field, Baseball, Spirit, Tennis"
40015;"B";"Mary Goff Elementary School";"Traditional public school";"6900 Shreveport Highway";"Pineville";"LA";71360;"318-640-3416";;;;;;;"http://www.rpsb.us/MaryGoff/";;;"Rapides Parish";"Cecelia Montiel";;;;;;;;"PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6";351;;;"Music, Art";"Athletics, Clubs, Peer Tutoring or Mentoring, Adult Mentoring, National or Statewide Leadership Associations, School Community Organizations, Career Focus";"Basketball, Softball, Baseball, Spirit, Other Sports"
347001;"B";"Lycee Francais de la Nouvelle-Orleans";"Public charter school";"5951 Patton Street";"New Orleans";"LA";70115;"504-620-5500";;;;;;;"http://www.lfno.org";"https://twitter.com/LyceeFrancaisNO";"https://www.facebook.com/lyceefrancaisnola?fref=ts";"Lycee Francais de la Nouvelle-Orleans";"Danielle Dufauchard";;;;;;;;"PK (ages 3-4), Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8, Grade 9";1020;;"Advanced Placement Details, World language immersion Details";"Music, Art";"Athletics, Clubs, Drama, Theater and Dance, Music, Visual Arts, Literature and the Humanities, STEM, Games and Gaming, Other";"Volleyball, Cross-Country, Swimming, Football, Soccer, Basketball, Spirit, Tennis"
40067;;"Jackson Head Start";"Traditional public school";"1335 Jackson Street";"Alexandria";"LA";71301;"N/A";;;;;;;;;;"Rapides Parish";"Information Coming Soon!";;;"No";;;;2;"PK (ages 3-4)";;;;;;
33007;"F";"Wright Elementary School";"Traditional public school";"809 Wyche Street";"Tallulah";"LA";71282;"318-574-4430";;;;;;;"http://www.madisonpsb.org";;;"Madison Parish";"Ericka Broadnax";;;;;;;;"Grade 4, Grade 5, Grade 6";200;;;;;
40037;"B";"Rapides High School";"Traditional public school";"9463 Highway 71 South";"Lecompte";"LA";71346;"318-776-9371";;;;;;;"http://ww.rpsb.us/RHS_rpsb/";;;"Rapides Parish";"Jeff Hickman";;;;;;;;"Grade 9, Grade 10, Grade 11, Grade 12";242;;"Dual enrollment (college credit) Details, Jump Start Pathways (career focused) Details, Seal of Biliteracy Details";"Art";"Athletics, Clubs, Visual Arts, Literature and the Humanities, STEM, Affinity Associations, Business Interest, Honor Society, School Community Organizations, Speech and Debate, Career Focus";"Cross-Country, Soccer, Basketball, Powerlifting, Softball, Golf, Outdoor Track and Field, Baseball, Spirit, Other Sports"
32027;"B";"Westside Junior High School";"Traditional public school";"12615 Burgess Avenue";"Walker";"LA";70785;"225-665-8259";;;;;;;"http://www.lpsb.org";;;"Livingston Parish";"Brian Gunter";;;;;;;;"Grade 6, Grade 7, Grade 8";834;;;"Music, Art";"Athletics, Clubs, Drama, Theater and Dance, Music, Literature and the Humanities, Affinity Associations, National or Statewide Leadership Associations, Career Focus, Games and Gaming, Other";"Cross-Country, Football, Basketball, Outdoor Track and Field"
40039;"F";"Julius Patrick 6th Grade Academy";"Traditional public school";"1402 Reed Avenue";"Alexandria";"LA";71301;"318-443-5443";;;;;;;"http://www.rpsb.us/Patrick/";;;"Rapides Parish";"Renisha Beaudion";;;;;;;;"Grade 6";153;;;"Art";"Athletics, Clubs, Music, National or Statewide Leadership Associations, Politics and Government";"Basketball, Spirit"
374001;"D";"Success @ Thurgood Marshall";"Public charter school";"4621 Canal Street";"New Orleans";"LA";70119;"504-388-0208";;;;;;;"http://www.successpreparatory.org";"https://twitter.com/successnola";"https://www.facebook.com/SPANewOrleans";"Orleans Parish";"Adam Meinig";;;;;;;;"Kindergarten, Grade 1, Grade 2, Grade 3, Grade 4, Grade 5, Grade 6, Grade 7, Grade 8";438;;;"Band Details, Music, Art";"Athletics, Clubs, Drama, Theater and Dance, Visual Arts, Literature and the Humanities, Adult Mentoring, Speech and Debate";"Volleyball, Football, Soccer, Basketball, Outdoor Track and Field, Spirit"
