"id";"name";"address";"city";"state";"zip";"county";"phone";"main website";"email";"details";"location url";"facebook page";"business hours";"career/employment url";"application/registration url";"parent handbook url";"infant (under 12 months)";"toddler (1-2yrs)";"preschools (2-3yrs)";"pre-kindergarden(4yr)";"before/afterschools";"camps";"logo url (only small logo if available)";;;;;"bad url?";
56689;"Kid-Versity , LLC";"6501 Shepherdsville Rd. #130";"Louisville";"KY";40228;"JEFFERSON";"502-961-0227";;;;;;;;;;;;;;;;;;;;;"Y";
56674;"Okolona Day Care";"9015 Preston Hwy";"Louisville";"KY";40219;"JEFFERSON";"502-964-0012";;;;;;;;;;;;;;;;;;;;;"Y";
56670;"Temple Academy Daycare & Learning Center";"723 South 45th Street";"Louisville";"KY";40211;"JEFFERSON";"502-749-5655";;;;;;;;;;;;;;;;;;;;;"Y";
56669;"Our Angels Childcare Center";"4141 West Broadway";"Louisville";"KY";40211;"JEFFERSON";"502-778-0038";"http://www.ourangelschildcare.com/";"dacollins17@gmail.com";"At Our Angels Child Center our focus is to provide a warm and engaging atmosphere. Our staff and environment are geared to focus on our children’s self-image. We develop that image through group activities that promote intellectual, social, emotional and physical growth.

Early Childhood Development and Preschool programs are set up to fit your child’s stage of development. Our Angels Child Center hopes to foster confidence in your child’s ability to interact with their environment. We use recreational and educational tools in our curriculum for variety and to spark imaginations.";"http://www.ourangelschildcare.com/";;"Monday-Friday 6 a.m.-11:30 p.m.";;;;"y";"y";"y";"y";"y";"y";"http://www.ourangelschildcare.com/index.php?sid=87064&show=196186&w=0&h=0";;;;;;
56668;"Fern Creek Child Care Center, Inc.";"9615 Newbridge Road";"Louisville";"KY";40291;"JEFFERSON";"502-239-3137";;;;;;;;;;;;;;;;;;;;;"Y";
56661;"Trinity House Christian Child Care Campus";"4106 Greenwood Avenue";"Louisville";"KY";40211;"JEFFERSON";"502-776-1100";;;;;;;;;;;;;;;;;;;;;"Y";
56658;"Big Momma's Village & Development Center";"3115 Virginia Avenue";"Louisville";"KY";40210;"JEFFERSON";"502-778-0460";;;;;;;;;;;;;;;;;;;;;"Y";
56656;"Honey Bee's Day Care II";"10512 National Turnpike";"Fairdale";"KY";40118;"JEFFERSON";"502-363-5437";"https://www.facebook.com/pages/Honey-Bees-II-Daycare/168283339851794";;;"https://www.facebook.com/pages/Honey-Bees-II-Daycare/168283339851794";"https://www.facebook.com/pages/Honey-Bees-II-Daycare/168283339851794";;;;;"y";"y";"y";"y";"y";"y";;;;;;;
56654;"Audubon Elem Childcare Enrichment Program";"1051 Hess Lane";"Louisville";"KY";40217;"JEFFERSON";"502-485-8205";;;;;;;;;;;;;;;;;;;;;"Y";
56650;"Little Blessings Child Development Center";"1148 & 1152 South 6th Street";"Louisville";"KY";40203;"JEFFERSON";"502-584-2090";;;;;;;;;;;;;;;;;;;;;"Y";
56649;"Maxine's Angel Academy";"3308 Bardstown Road";"Louisville";"KY";40218;"JEFFERSON";"502-451-6733";;;;;;;;;;;;;;;;;;;;;"Y";
56643;"Victory Christian Child Development Center";"1410 Dixie Highway";"Louisville";"KY";40210;"JEFFERSON";"502-774-9919";;;;;;;;;;;;;;;;;;;;;"Y";
56640;"My Little Testimonies Child Development Center";"6210 Shepherdsville Road";"Louisville";"KY";40228;"JEFFERSON";"502-969-8788";;;;;;;;;;;;;;;;;;;;;"Y";
56632;"Ready To Learn Child Care";"1037 East Burnett Street";"Louisville";"KY";40217;"JEFFERSON";"502-637-5437";;;;;;;;;;;;;;;;;;;;;"Y";
56631;"Our Savior Lutheran Church & School";"8307 Nottingham Parkway";"Louisville";"KY";40222;"JEFFERSON";"502-426-0864";"http://www.oslslouisville.com/";"oursaviorschool@oslslouisville.com";"At Our Savior Lutheran School Children Will Experience *Intimate classroom settings *Traditional Christian education *Christ centered environment *Excellent academics *Comprehensive curriculum *Exceptional technology offerings *Engaging music program *A state recognized accredited Christian education";"http://www.oslslouisville.com/";"https://www.facebook.com/OSLSLouisville?ref=hl";"Mon - Fri: 
7:00 am - 6:00 pm";;;;"n";"n";"y";"y";"y";"y";"http://www.oslslouisville.com/images/Banner%20900by100pxwide.bmp";;;;;;
56629;"The Children's Center at Yum! Brands";"5200 Commerce Crossings";"Louisville";"KY";40229;"JEFFERSON";"502-874-2868";;;;;;;;;;;;;;;;;;;;;"Y";
56628;"Good Spirit Development Center";"2202 & 2204 St. Louis";"Louisville";"KY";40210;"JEFFERSON";"502-775-7109";;;;;;;;;;;;;;;;;;;;;"Y";
56627;"""Elf"" Child Care & Preschool";"2930 Breckenridge Lane";"Louisville";"KY";40220;"JEFFERSON";"502-454-4470";;;;;;;;;;;;;;;;;;;;;"Y";
56626;"CAL""Jr. Academy""";"8307 St. Andrews Church Road";"Louisville";"KY";40258;"JEFFERSON";"502-753-4633";"http://caschools.us/";"communications@caschools.us";"Founded in 1976, the Christian Academy School System holds a distinctive place among educational institutions in the Louisville and Southern Indiana area by providing high-quality, affordable Christian education for over 30 years. Today, the Christian Academy School System serves almost 3,000 students from Preschool-12th Grade on four campuses in the Louisville and Southern Indiana area. The mission of Christian Academy School System is to develop students with a heart for God who grow as Jesus did in wisdom, stature, and in favor with God and men.";"http://caschools.us/";"https://www.facebook.com/ChristianAcademySchoolSystem";;"http://caschools.us/careers";"http://caschools.us/admissions";;"n";"n";"y";"y";"y";"y";;;;;;;
56620;"Kiddie Korner II Child Care";"5108 Terry Road";"Louisville";"KY";40216;"JEFFERSON";"502-448-7830";"https://www.facebook.com/pages/Kiddie-Korner-II-Child-Care/255492528041?sk=info&tab=page_info";"kiddiekornerchildc@att.net";"Kiddie Korner is a small family run quality learning center. State license center, CPR trained staff, food program participant, and we accept 4-C's!  Here at Kiddie Korner we have a wonderful preschool program for getting your little ones ready for their school years!!!!";"https://www.facebook.com/pages/Kiddie-Korner-II-Child-Care/255492528041?sk=info&tab=page_info";"https://www.facebook.com/pages/Kiddie-Korner-II-Child-Care/255492528041?sk=info&tab=page_info";"Mon - Fri: 
6:00 am - 6:00 pm";;;;"y";"y";"y";"y";"y";"y";;;;;;;
56618;"Almost Home Infant Day Care";"4313 Billtown Road";"Louisville";"KY";40299;"JEFFERSON";"502-267-6087";"http://www.pixelmauler.com/almosthomebabycare/";;"Here at Almost Home, we believe your child is a unique individual. Your child will receive love and personal care and attention that will allow him or her to develop their skills at their own pace.

The staff at Almost Home have innate desire to care for children. We are here because we believe it is our life’s calling.";"http://www.pixelmauler.com/almosthomebabycare/";;"Monday – Friday from 7:00 a.m. until 6:00 p.m.";;"http://www.almosthomebabycare.com/?page_id=11";"http://www.almosthomebabycare.com/?page_id=11";"y";"y";"n";"n";"n";"n";;;;;;;
56614;"Janie's Academy";"648 South 41st Street";"Louisville";"KY";40211;"JEFFERSON";"502-618-3386";;;;;;;;;;;;;;;;;;;;;"Y";
56610;"Best of Friends Enrichment Ctr., Inc.";"908 South 32nd Street";"Louisville";"KY";40211;"JEFFERSON";"502-772-1604";;;;;;;;;;;;;;;;;;;;;"Y";
56603;"Roby & Cedar Grove Head Start";"1900 Cedar Grove Road";"Shepherdsville";"KY";40165;"JEFFERSON";"502-543-4047";;;;;;;;;;;;;;;;;;;;;"Y";
56602;"Old Mill Head Start";"11540 Highway 44 East";"MOUNT WASHINGTON";"KY";40047;"JEFFERSON";"502-538-3113";;;;;;;;;;;;;;;;;;;;;"Y";
56601;"Maryville Head Start";"4504 Summer Drive";"Louisville";"KY";40229;"JEFFERSON";"502-955-6532";;;;;;;;;;;;;;;;;;;;;"Y";
56600;"Trinity House Christian Childcare Ctr.";"844 Dearborn Avenue";"Louisville";"KY";40211;"JEFFERSON";"502-778-2565";;;;;;;;;;;;;;;;;;;;;"Y";
56592;"Bethany Child Development & Day Care Center";"6100 Moorman Road";"Louisville";"KY";40272;"JEFFERSON";"502-935-3029";"http://bethanyunitedmethodistchurch.com/daycare.htm";"bethanyunitedmet@bellsouth.net";" Bethany Child Development Center is designed to meet the needs of working families in the Southwest area of Metro Louisville.  Our program offers full time quality care and education that stimulates learning in all areas of a child's development.

Our Staff is well trained and consistent in blending meaningful learning experiences, developmentally appropriate practices and nurturing atmosphere to create a safe and creative learning environment.

Bethany Child Development Center
was established in 1955 and moved to its current location in February 2005.  The center is fully licensed by the State of Kentucky through the Cabinet For Health and Familyy Services, Division of Licensed Child Care to serve 56 childeren between the ages of six (6) weeks through twelve (12) years.

We offer the A Beka Book Curriculum in each age group and it is unique and tailor-made for the children.

 Before and after school programs are offered for:
Carter, Johnsontown, Dixie, Watson Lane, Foster Traditional, Kennedy Montessori, Cane Run, Crums Lane, Eisenhower, Greenwood, Kerrick, Wellington, and wilkerson Traditional Elementary Schools.";"http://bethanyunitedmethodistchurch.com/daycare.htm";;"6:30am - 6:00pm";;;;"n";"y";"y";"y";"y";"y";;;;;;;
56589;"The Center at Riverport";"7401 Riverport Drive";"Louisville";"KY";40258;"JEFFERSON";"502-933-1840";;;;;;;;;;;;;;;;;;;;;"Y";
56586;"New Horizon Child Enrichment Center II LLC";"2204 Dixie Highway";"Louisville";"KY";40210;"JEFFERSON";"502-775-5781";;;;;;;;;;;;;;;;;;;;;"Y";
56585;"Lil' Genius Child Care Center LLC";"1121 West Broadway";"Louisville";"KY";40203;"JEFFERSON";"502-583-2282";;;;;;;;;;;;;;;;;;;;;"Y";
56582;"Promised Land Child Care";"3800 Northumberland Drive";"Louisville";"KY";40245;"JEFFERSON";"502-327-0380";"https://www.facebook.com/pages/Promised-Land-Child-Care/166991533312636";;;"https://www.facebook.com/pages/Promised-Land-Child-Care/166991533312636";"https://www.facebook.com/pages/Promised-Land-Child-Care/166991533312636";;;;;"y";"y";"y";"y";"y";"y";;;;;;;
56575;"Miss Mary's Child Care";"2700 Dumesnil";"Louisville";"KY";40211;"JEFFERSON";"502-774-8568";;;;;;;;;;;;;;;;;;;;;"Y";
56572;"Kayfield Academy II";"2050 Nelson Miller Parkway";"Louisville";"KY";40223;"JEFFERSON";"502-253-2806";"http://www.kayfieldacademy.com/";" info@kayfieldacademy.com";"Kayfield Academy is an award winning preschool in Louisville Kentucky. Kayfield Academy provides a safe and caring learning environment with highly experienced teaching staff, expertly designed curriculum, and a true passion for early childhood education.

If you are looking for more than just a daycare for your child, then please make an appointment to tour kayfield Academy; you will see why parents in Louisville choose Kayfield Academy for their early learning education!";"http://www.kayfieldacademy.com/";;;"http://www.kayfieldacademy.com/kayfield-academy-employment.html";"http://www.kayfieldacademy.com/forms/application-child.pdf";;"y";"y";"y";"y";"y";"y";"http://www.kayfieldacademy.com/img/klogo1.png";;;;;;
56569;"Kids Insight Child Care and Development Center";"2791 South Floyd Street";"Louisville";"KY";40209;"JEFFERSON";"502-635-5002";;;;;;;;;;;;;;;;;;;;;"Y";
56565;"Blue Lick Elem Childcare Enrichment Program";"9801 Blue Lick Road";"Louisville";"KY";40229;"JEFFERSON";"502-471-0225";;;;;;;;;;;;;;;;;;;;;"Y";
56564;"""The Swamp""/ Nelson County FRYSC Child Care";"211 East Muir Avenue";"Bardstown";"KY";40004;"JEFFERSON";"502-349-7205";"http://www.nccecc.org/pre-schools.asp";"info@nccecc.org";"The Nelson County Community Early Childhood Council provides services to 21 child care and preschool sites, and 2 head start centers in both private and public settings. The Nelson County Community Early Childhood Council members maintain an active involvement in community childcare and early education programs. Our members listen to the needs of parents and respond to the special circumstances that many children and families must navigate to secure safe and enriching environments.";"http://www.nccecc.org/pre-schools.asp";;;;;;"n";"n";"y";"y";"n";"n";;;;;;;
56561;"Hikes Point Child Care";"3046 Hunsinger Lane";"Louisville";"KY";40220;"JEFFERSON";"502-479-3112";"http://www.qualitychildcares.com/hikes-point-child-care.html";"info@qualitychildcares.com";"""Where Children, Care, and Quality Come Together""

Quality Child Cares has 11 facilities and has been serving Metro Louisville for over 25 years.

Like our motto says, we provide a truly high quality, caring and loving experience for your child. We offer great hours for moms and dads with the busy work schedules to meet the needs of any family. We also have video monitoring your child’s safety, as well as, very experienced staff members at each of our locations.
";"http://www.qualitychildcares.com/hikes-point-child-care.html";"https://www.facebook.com/pages/Blue-Lick-Child-Care/105282012847277?sk=info&tab=page_info";"6am-8pm";;;;"y";"y";"y";"y";"y";"y";"http://qualitychildcares.com/images/quality%20child%20cares%20logo-u5712.png";;;;;;
56559;"Patches' Playmates, Inc.";"10414 Millers Lane";"Louisville";"KY";40272;"JEFFERSON";"502-935-4816";;;;;;;;;;;;;;;;;;;;;"Y";
56557;"Meriday Preschool";"3728 Taylorsville Road";"Louisville";"KY";40220;"JEFFERSON";"502-459-7800";;;;;;;;;;;;;;;;;;;;;"Y";
56552;"Doris Mae's Child Care";"6017 Ashby Lane";"Louisville";"KY";40272;"JEFFERSON";"502-937-7010";"https://www.facebook.com/pages/Doris-Maes-Child-Care/280145285475510?sk=info&tab=page_info";"dorismaes@insightbb.com";" ~Your Child's Home Away from Home~";"https://www.facebook.com/pages/Doris-Maes-Child-Care/280145285475510?sk=info&tab=page_info";"https://www.facebook.com/pages/Doris-Maes-Child-Care/280145285475510?sk=info&tab=page_info";"Mon - Fri: 
6:00 am - 6:00 pm";;;;"y";"y";"y";"y";"y";"y";;;;;;;
56546;"Play 'N' Learn Preschool";"5114 & 5112 Shepherdsville Rd. & 5215 Mansfield Ro";"Louisville";"KY";40228;"JEFFERSON";"502-968-3959";"http://playnlearn.wix.com/preschool";;" Play-N-Learn Preschool is ....

As a professional facility, it is our goal to maintain a fun and stable environment for our students. We want the children that attend our preschool to feel comfortable with our staff, and the parents to feel comfortable leaving their kids with us on a daily basis. We strive to offer well balanced, educational opportunities not only on an academic level, but an emotional and social level as well.

It is the philosophy of the school that early childhood should be a time of fun, warmth, security, exploring, and discovery. Children are creative and receptive; the staff strives to nurture and encourage these qualities in children who attend the school. The preschool purpose is to provide an atmosphere to encourage social, emotional, physical, and intellectual growth. The curriculum includes sharing and conversation time; stories, songs, and finger play; creative art activities and crafts; games and large muscle activities; field trips for children over 3 years of age; nature activities; exposure to shapes, colors, numbers, and letters.";"http://playnlearn.wix.com/preschool";"https://www.facebook.com/PlayNLearn502/info?tab=page_info";;;;;"y";"y";"y";"y";"y";"y";;;;;;;
56545;"WesKids Child Development Center";"5114 Preston Highway";"Louisville";"KY";40213;"JEFFERSON";"502-968-8231";;;;;;;;;;;;;;;;;;;;;"Y";
56541;"St. Benedict Center for Early Childhood Education";"946 South 25th Street";"Louisville";"KY";40210;"JEFFERSON";"502-772-7324";"http://www.stbenedictcenterlouisville.org/";"stbenedictcenter946@gmail.com";"St. Benedict Center opened in 1971 under the direction of Cecilian Skees, SL. We are  a licensed child care center that provides care and education to children ranging in age from 6 weeks to 12 years of age.  We offer full time care to children 6 weeks to 6 years of age with a before and after school program and summer camp for school age children.  Our hours of operation are Monday-Friday 6:00 a.m.-6:00 p.m.

 We offer many special features that go above and beyond what is required by state licensing.  We have lower child to teacher ratios and smaller class sizes.  This allows our teachers to provide more individualized care, education and better capability to meet children's specific needs.  We recognize that each child learns and progresses at his/her own speed and incorporate that into our daily curriculum.  Our teachers are required to attend a higher number of professional development trainings on an ongoing basis and have higher levels of education. 

St. Benedict Center uses Creative Curriculum which provides a hands-on approach to learning which research has shown, is the way children learn the best.  Creative Curriculum stresses the importance of individualized attention and developmental goals.  We also work on all aspects of children's growth including social/emotional skills, physical  and fine motor development, early literacy and math skills, science and discovery, music and movement, and the arts.

 The teachers of St. Benedict have recently engaged in a study of the philosophy of Reggio Emilia, Italy.  The schools in Reggio Emilia have been touted some of the best in the world. This particular teaching approach puts children at the heart of the philosophy, believed children are beautiful, powerfuland competent and should be given the potential to develop their potential.

​St. Benedict Center provides breakfast, lunch and an afternoon snack. We are part of the federal food program which requires higher quality and nutritional foods to be provided to the children.  We offer a wide variety of healthy food choices and introduce children to new foods.

​";"http://www.stbenedictcenterlouisville.org/";"https://www.facebook.com/stbenedictcenterlouisville";"Monday-Friday 6:00 a.m.-6:00 p.m.";;"http://www.stbenedictcenterlouisville.org/#!about_us/cjg9";"http://www.stbenedictcenterlouisville.org/#!about_us/cjg9";"y";"y";"y";"y";"y";"y";;;;;;;
56540;"Ridgewood Child Development Center";"6209 Greenwood Road";"Louisville";"KY";40258;"JEFFERSON";"502-935-9132";"https://www.facebook.com/pages/Ridgewood-Child-Development-Center/140235842554?sk=info&tab=page_info";;"Our Mission is to provide high quality care and preschool program for the community. In a way that creates a warm,nurturing environment, builds self-esteem, teaches christian values, fills a variety of child care needs for parents.";"https://www.facebook.com/pages/Ridgewood-Child-Development-Center/140235842554?sk=info&tab=page_info";"https://www.facebook.com/pages/Ridgewood-Child-Development-Center/140235842554?sk=info&tab=page_info";"Mon - Fri: 
6:00 am - 6:00 pm";;;;"y";"y";"y";"y";"y";"y";;;;;;;
56534;"Maple Grove Baptist Day Care Center";"5911 East Manslick Road";"Louisville";"KY";40219;"JEFFERSON";"502-966-5832";;;;;;;;;;;;;;;;;;;;;"Y";
56528;"Drop A Tot Child Care Center";"10411 Watterson Trail";"Louisville";"KY";40299;"JEFFERSON";"502-267-5077";"https://www.facebook.com/pages/Drop-a-Tot-Child-Care-Center/161994543878875?sk=info&tab=page_info";"Diane@dropatot.com";"Drop-A-Tot Child Care Center is privately owned and has been in operation since February, 1964.
We are licensed by the Ky. Department of Human Resources and approved by the state and city Fire Departments and the Louisville Metro Board of Health.

It is important for you to know that we meet and/or exceed all state and local requirements for;
Number of Children per caregiver
Education requirements for staff
Types of programs
Equipment and materials
Health
Fire

The goal of this center is to help children develop to their full capacity-to do, think, feel and learn. Our program is designed to provide basic learning experiences through enjoyable activities. Language development, muscle coordination and creative processes are nurtured in a small group setting. The program emphasizes self-awareness, social skill development and an orientation to kindergarten. Basic reading readiness skills are encouraged by active participation in science, music, drama and creative activities. Math skills are developed through frequent use of educational toys, games and manipulative activities. We also have several computers that the children use to further reading and math skills.";"https://www.facebook.com/pages/Drop-a-Tot-Child-Care-Center/161994543878875?sk=info&tab=page_info";"https://www.facebook.com/pages/Drop-a-Tot-Child-Care-Center/161994543878875?sk=info&tab=page_info";;;;;"y";"y";"y";"y";"y";"y";;;;;;;
56526;"California Area Family Development Center";"1705 South 13th Street";"Louisville";"KY";40210;"JEFFERSON";"502-637-3671";"https://www.facebook.com/pages/California-Area-Family-Development-Center/156405701065729";;;"https://www.facebook.com/pages/California-Area-Family-Development-Center/156405701065729";"https://www.facebook.com/pages/California-Area-Family-Development-Center/156405701065729";;;;;"y";"y";"y";"y";"y";"y";;;;;;;
56523;"Posh Posh Club Child & Family Enrichment Center";"1512 Crums Lane, Suite 101";"Louisville";"KY";40216;"JEFFERSON";"502-449-9844";"https://www.facebook.com/pages/Posh-Posh-Club-Child-Family-Enrichment-Center/380410568683010";;;"https://www.facebook.com/pages/Posh-Posh-Club-Child-Family-Enrichment-Center/380410568683010";"https://www.facebook.com/pages/Posh-Posh-Club-Child-Family-Enrichment-Center/380410568683010";;;;;"y";"y";"y";"y";"y";"y";;;;;;;
56522;"Bright Start - J-Town";"9810-4 Taylorsville Road";"Louisville";"KY";40299;"JEFFERSON";"502-266-9088";"http://brightstartlouisville.com/";"info@brightstartlouisville.com";"Bright Start Childcare and Preschool is a pro-social program. Each day the schedule offers a wide variety of activities that include rhythm, music, art, literature, physical education, and creative movement. Our curriculum also includes play. Play belongs to childhood. Through play, a child works his/her way into joy, and into a more mature capable person, ready for the next step in his/her growing development.  ";"http://brightstartlouisville.com/";"https://www.facebook.com/brightstartchildcareandpreschool/info?tab=page_info";"6:30am-6pm";;"http://brightstartlouisville.com/wp-content/uploads/2013/08/Registration.pdf";"http://brightstartlouisville.com/wp-content/uploads/2013/08/Parent_Handbook1.pdf";"y";"y";"y";"y";"y";"y";"http://brightstartlouisville.com/wp-content/themes/theme1911/images/logo.png";;;;;;
56521;"A Place For Kids";"7100 Preston Highway";"Louisville";"KY";40219;"JEFFERSON";"502-969-7117";;;;;;;;;;;;;;;;;;;;;"Y";"Monday"
56518;"Babyland Day Care Center";"5057 Poplar Level Road Suite 2";"Louisville";"KY";40219;"JEFFERSON";"502-966-3226";;;;;;;;;;;;;;;;;;;;;"Y";
56516;"Dawson Orman Education Center";"900 South Floyd Street";"Louisville";"KY";40203;"JEFFERSON";"502-485-3486";;;;;;;;;;;;;;;;;;;;;"Y";
56513;"Bloom Childcare Enrichment Program";"1627 Lucia Avenue";"Louisville";"KY";40204;"JEFFERSON";"502-471-4010";;;;;;;;;;;;;;;;;;;;;"Y";
56510;"St. Michael Church After School Care Program";"12707 Taylorsville Road";"Louisville";"KY";40299;"JEFFERSON";"502-267-9550";;;;;;;;;;;;;;;;;;;;;"Y";
56498;"Kayfield Academy";"2930 Six Mile Lane";"Louisville";"KY";40220;"JEFFERSON";"502-493-8526";"https://www.facebook.com/pages/Kayfield-Academy/155883401118943";;;"https://www.facebook.com/pages/Kayfield-Academy/155883401118943";"https://www.facebook.com/pages/Kayfield-Academy/155883401118943";;;;;"y";"y";"y";"y";"y";"y";;;;;;;
56494;"Terri's Kiddie Castle";"2313,2315 & 2317 Plantation Drive";"Louisville";"KY";40216;"JEFFERSON";"502-774-1875";"https://www.facebook.com/pages/Terris-Kiddie-Castle/150039081705476";;;"https://www.facebook.com/pages/Terris-Kiddie-Castle/150039081705476";"https://www.facebook.com/pages/Terris-Kiddie-Castle/150039081705476";;;;;"y";"y";"y";"y";"y";"y";;;;;;;
56492;"Lil' Kings & Queens Development Kingdom II";"8409 Terry Road";"Louisville";"KY";40258;"JEFFERSON";"502-935-1090";;;;;;;;;;;;;;;;;;;;;"Y";
56491;"Highlands Educational Center For Kids";"1436 & 1444 Eastern Parkway";"Louisville";"KY";40204;"JEFFERSON";"502-458-3318";"https://www.facebook.com/pages/Highlands-Educational-Center-for-Kids/133672100017322?sk=info&tab=page_info";"lisaheck@iglou.com";"Experienced Quality Year-round Preschool and childcare in Homelike atmosphere for 2,3,and 4-5 year olds. Extra large shaded playground! Reasonable prices.";"https://www.facebook.com/pages/Highlands-Educational-Center-for-Kids/133672100017322?sk=info&tab=page_info";"https://www.facebook.com/pages/Highlands-Educational-Center-for-Kids/133672100017322?sk=info&tab=page_info";"Mon - Fri: 
6:30 am - 5:30 pm";;;;"y";"y";"y";"y";"y";"y";;;;;;;
56488;"St. Michael Pre-School & Pre-Kindergarten";"3705 Stone Lakes Drive";"Louisville";"KY";40299;"JEFFERSON";"502-267-6155";"http://stmlou.org/";;"We are called by the Lord to be a Spirit-filled, Gospel-directed, and Life-giving community. We gather to proclaim the gospel values inherent in worship, formation, service, and stewardship.

We are a parish community that:

-Promotes a liturgical life that is core to our purpose.
-Promotes a life-giving liturgy based on the documents of Vatican II.
-Promotes progressive development in Christian formation.
-Believes that liturgy and formation leads us to answer our baptismal call to service, stewardship, and evangelism.
-Embraces the diversity of individuals, realizing that all people have worth.

We walk together as a community to the Kingdom.";"http://stmlou.org/";"https://www.facebook.com/StMikesParish";"7:55 a.m. - 2:45 p.m. ";;"http://stmlou.org/how-to-apply/";"http://stmlou.org/forms/";"n";"n";"y";"y";"y";"y";"http://wearestmichael.org/school/wp-content/uploads/sites/7/2015/01/deal-e1424328774719.png";;;;;;
56484;"My Little Friends Child Care Center";"2201 Ralph Avenue";"Louisville";"KY";40216;"JEFFERSON";"502-449-4858";;;;;;;;;;;;;;;;;;;;;"Y";
56476;"Lil Angels Enrichment";"3719 West Broadway";"Louisville";"KY";40211;"JEFFERSON";"502-776-4700";;;;;;;;;;;;;;;;;;;;;"Y";
56475;"Lil Angels Child Care Development Center";"687 South 38th Street";"Louisville";"KY";40211;"JEFFERSON";"502-776-4768";;;;;;;;;;;;;;;;;;;;;"Y";
56469;"Enrichment Center (The)";"702 East Gray Street";"Louisville";"KY";40202;"JEFFERSON";"502-583-2940";;;;;;;;;;;;;;;;;;;;;"Y";
56467;"Okolona Child Development Center";"7201- B Preston Highway";"Louisville";"KY";40219;"JEFFERSON";"502-968-4226";;;;;;;;;;;;;;;;;;;;;"Y";
56465;"Mini-Versity Downtown Child Development Center";"306 Roy Wilkins Avenue";"Louisville";"KY";40203;"JEFFERSON";"502-583-7352";"https://www.facebook.com/pages/Mini-Versity-Downtown-Child-Development-Center/160628010624275";;;"https://www.facebook.com/pages/Mini-Versity-Downtown-Child-Development-Center/160628010624275";"https://www.facebook.com/pages/Mini-Versity-Downtown-Child-Development-Center/160628010624275";;;;;"y";"y";"y";"y";"y";"y";;;;;;;
56461;"First Gethsemane Child Development Center";"1159 Algonquin Parkway";"Louisville";"KY";40208;"JEFFERSON";"502-634-1839";"https://1stgchurch.org/cfd-inc/child-development-center/";;"The mission of the CDC is to provide quality childcare at an affordable price, enhancing the educational and social development of our children. Our goal is to develop our younger children to be “preschool ready” and enable our school-age children to thrive in a safe and caring environment. We accept children ages 6 weeks to school age. CDC also accepts supplemental payments.";"https://1stgchurch.org/cfd-inc/child-development-center/";;"Monday through Friday

 6:00 a.m. to 6:00 p.m.";;"http://1stgchurch.org/cfd-inc/child-development-center/cdc-application/";;"y";"y";"y";"y";"y";"y";"http://1stgchurch.org/wp-content/cdc5.png";;;;;;
56460;"Bright Beginnings Child Development Center";"5051 Poplar Level Road";"Louisville";"KY";40219;"JEFFERSON";"502-961-9021";;;;;;;;;;;;;;;;;;;;;"Y";
56454;"Buechel Infant & Toddler";"2116 Old Shepherdsville Road";"Louisville";"KY";40218;"JEFFERSON";"502-459-4403";;;;;;;;;;;;;;;;;;;;;"Y";
56448;"Rise & Shine Daycare Center";"207 South Hancock";"Louisville";"KY";40202;"JEFFERSON";"502-587-7559";;;;;;;;;;;;;;;;;;;;;"Y";
56447;"Mini-Versity West Child Development Center";"631 South 28th Street";"Louisville";"KY";40211;"JEFFERSON";"502-778-2613";"https://www.facebook.com/pages/Mini-Versity-West-Child-Development-Center/111492868914774?rf=170690096309993";;;"https://www.facebook.com/pages/Mini-Versity-West-Child-Development-Center/111492868914774?rf=170690096309993";"https://www.facebook.com/pages/Mini-Versity-West-Child-Development-Center/111492868914774?rf=170690096309993";;;;;"y";"y";"y";"y";"y";"y";;;;;;;
56436;"Bowen Elem. Childcare Enrichment Program";"1601 Roosevelt Avenue";"Louisville";"KY";40242;"JEFFERSON";"502-485-8213";;;;;;;;;;;;;;;;;;;;;"Y";
56435;"Christ Lutheran Kindergarten & PreKindergarten";"9212 Taylorsville Road";"Jeffersontown";"KY";40299;"JEFFERSON";"502-267-5082";"http://www.christlutheranlouisville.org/cgi-bin/kingdomtools/ktpublic.rb?site=christlutheranlouisvil";"clkindergarten@bellsouth.net";;"http://www.christlutheranlouisville.org/cgi-bin/kingdomtools/ktpublic.rb?site=christlutheranlouisvil";;" 8:55am- 11:55am";;"http://media.wix.com/ugd/3dcc65_52ccf6fc53564025a8546e0f2a2be6f7.pdf";"http://media.wix.com/ugd/3dcc65_705f2150042141efa2959725e4ea6cca.pdf";"n";"n";"y";"y";"n";"n";"http://static.wixstatic.com/media/3dcc65_813416c22c774a9c833dde6f153ac87a.jpg_srz_p_628_282_75_22_0.50_1.20_0.00_jpg_srz";;;;;;
56434;"St. Gabriel Child Care";"5503 Bardstown Road";"Louisville";"KY";40291;"JEFFERSON";"502-239-1298";"http://stgabriel.net/AfterSchoolCare/AfterSchoolProgram.html";"shunt@stgabriel.net";;"http://stgabriel.net/AfterSchoolCare/AfterSchoolProgram.html";;;;"http://stgabriel.net/AfterSchoolCare/Pre-K%20Pre-Registration%20Form%202015-2016.pdf";;"n";"n";"y";"y";"y";"y";"http://stgabriel.net/AfterSchoolCare/leopard.png";;;;;;
56433;"Bright Expectations Child Development Center";"9303 Hurstbourne Park Blvd.";"Louisville";"KY";40220;"JEFFERSON";"502-491-3134";;;;;;;;;;;;;;;;;;;;;"Y";
