"facilityGenId";"licenseNumber";"facilityName";"facilityType";"address";"address2";"city";"state";"zip";"county";"phone";"phoneTypeDesc";"email";"providerStatus";"website";"licensedCapacity";"agesServedIndicatorValue";"directorFirstName";"directorMiddleName";"directorLastName";"qrisLevel";"qrisDate";"qrisOverride";"expirationDate";"facilityLicenseType";"scheduleMonday";"scheduleMondayOpenTime";"scheduleMondayCloseTime";"scheduleTuesday";"scheduleTuesdayOpenTime";"scheduleTuesdayCloseTime";"scheduleWednesday";"scheduleWednesdayOpenTime";"scheduleWednesdayCloseTime";"scheduleThursday";"scheduleThursdayOpenTime";"scheduleThursdayCloseTime";"scheduleFriday";"scheduleFridayOpenTime";"scheduleFridayCloseTime";"scheduleSaturday";"scheduleSaturdayOpenTime";"scheduleSaturdayCloseTime";"scheduleSunday";"scheduleSundayOpenTime";"scheduleSundayCloseTime";"specialistFirstName";"specialistLastName";"specialistPhone";"specialistEmail";"isCCDF";"federalId";"federalIdName";"eppicId";"caresId";"legacyId";"dohCampId";"dohMonitoringDate";"complaintCount";"sanctionCount";"seriousIncidentCount";"injuryCount";"deathCount";"grievanceCount";"lastQrisMonitoringVisit";"updatedBy";"createDate";"caseStatus";"lastInspectionMonitoringVisit";"lastLicensingVisit";"facilityTypeDescription";"facilityTypeLongName";"facilityTypeShortName";"currentCapacity";"facilityStatus";"facilityLicenseStatus";"showRenew";"nonComplianceCount";"facilityTypeDesc";"directorTitle"
802208;"CCC116105";"Children of America Evesham LLC";"Child Care Center";"181 Route 70 Eas";;"Marlton";"NJ";8053;"Burlington";;;"coamarltonnj@childrenofamerica.com";"Active";"https://www.childrenofamerica.com/";150;"0 - 13 years";;;;0;;0;"7/30/2021";"Temporary";"Open";"06:00 AM";"07:00 PM";"Open";"06:00 AM";"07:00 PM";"Open";"06:00 AM";"07:00 PM";"Open";"06:00 AM";"07:00 PM";"Open";"06:00 AM";"07:00 PM";"Closed";"06:00 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";;;;;1;;;;;;;;0;"None";"None";0;0;"None";"None";0;"Jan 23 2020  7:43PM";"Pending";"7/30/2020";"7/30/2020";"Child Care Center";"Child Care Center";"Center";0;"Active";"Active";0;0;"Child Care Center";
802398;"CCC116280";"The Baobab Learning Tree";"Child Care Center";"1786 Jacksonville Jobstown Road";;"Bordentown ";"NJ";8505;"Burlington";2159191215;"Sponsor Phone";"thebaobablearningtree@gmail.com";"Active";;21;"2 1/2 - 6 years";;;;0;;0;"3/31/2021";"Temporary";"Open";"07:00 AM";"06:00 PM";"Open";"07:00 AM";"06:00 PM";"Open";"07:00 AM";"06:00 PM";"Open";"07:00 AM";"06:00 PM";"Open";"07:00 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";;;;;;;;;;;;;0;"None";"None";0;0;"None";"None";0;"Feb 24 2020 11:07PM";"Pending";"2/25/2021";"3/12/2021";"Child Care Center";"Child Care Center";"Center";0;"Active";"Active";0;3;"Child Care Center";
802491;80700057;"Hope Montessori Academy";"Child Care Center";"1841 Burlington-Mount Holly Road";;"Westampton";"NJ";8060;"Burlington";6092676500;"Work";"hope.montessori.nj@gmail.com";"Active";"http://www.hopemontessori.com/";27;"2 1/2 - 6 years";;;;0;;0;"7/10/2021";"Temporary";"Open";"06:30 AM";"06:00 PM";"Open";"06:30 AM";"06:00 PM";"Open";"06:30 AM";"06:00 PM";"Open";"06:30 AM";"06:00 PM";"Open";"06:30 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";;;;;1;;;;;80700057;;;1;"None";"None";0;0;"None";"None";0;"Mar 10 2020  5:17PM";"Pending";"3/11/2020";"2/26/2021";"Child Care Center";"Child Care Center";"Center";27;"Active";"Active";0;43;"Child Care Center";
803408;"CCC117209";"YMCA at Howard Yocum Elementary";"Child Care Center";"748 North Forklanding Road";;"Maple Shade";"NJ";8052;"Burlington";8562319622;"Work";"calvin.carthan@philaymca.org";"Active";;60;"6 - 13 years";;;;0;;0;"9/3/2021";"Temporary";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;"None";"None";0;0;"None";"None";0;"Jul 13 2020  7:10PM";"Pending";"9/3/2020";"9/3/2020";"Child Care Center";"Child Care Center";"Center";0;"Active";"Active";0;1;"Child Care Center";
803539;"CCC117331";"YMCA at Maude Wilkins Elementary School";"Child Care Center";"34 W. Mill Rd";;"Maple Shade";"NJ";8052;"Burlington";8562319622;"Sponsor Phone";"calvin.carthan@philaymca.org";"Active";;60;"6 - 13 years";;;;0;;0;"9/3/2021";"Temporary";"Open";"02:40 PM";"06:00 PM";"Open";"02:40 PM";"06:00 PM";"Open";"02:40 PM";"06:00 PM";"Open";"02:40 PM";"06:00 PM";"Open";"02:40 PM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";;;;;;;;;;;;;0;"None";"None";0;0;"None";"None";0;"Jul 13 2020 11:42PM";"Pending";"9/3/2020";"9/3/2020";"Child Care Center";"Child Care Center";"Center";0;"Active";"Active";0;1;"Child Care Center";
803540;"CCC117332";"YMCA at Ralph J Steinhauer";"Child Care Center";"25 N. Fellowship Rd";;"Maple Shade";"NJ";8052;"Burlington";8562319622;"Work";"calvin.carthan@philaymca.org";"Temporary Closure";;60;"6 - 13 years";;;;0;;0;"9/3/2021";"Temporary";"Open";"02:40 PM";"06:00 PM";"Open";"02:40 PM";"06:00 PM";"Open";"02:40 PM";"06:00 PM";"Open";"02:40 PM";"06:00 PM";"Open";"02:40 PM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";;;;;;;;;;;;;0;"None";"None";0;0;"None";"None";0;"Jul 14 2020 12:33AM";"Pending";"9/3/2020";"9/3/2020";"Child Care Center";"Child Care Center";"Center";0;"Temporary Closure";"Active";0;1;"Child Care Center";
803602;"CCC117391";"Wee Kids Early Learning Center";"Child Care Center";"520 Hedding Jacksonville Road";;"Mount Holly";"NJ";8060;"Burlington";6097602393;"Sponsor Phone";"admin@weekidselc.ccom";"Active";;30;"0 - 13 years";;;;0;;0;"9/8/2023";"Regular";"Open";"07:00 AM";"05:00 PM";"Open";"07:00 AM";"05:00 PM";"Open";"07:00 AM";"05:00 PM";"Open";"07:00 AM";"05:00 PM";"Open";"07:00 AM";"05:00 PM";"Closed";"06:00 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";;;;;;;;;;;;;0;"None";"None";0;0;"None";"None";0;"Jul 24 2020  8:19PM";"Pending";"9/8/2020";"1/15/2021";"Child Care Center";"Child Care Center";"Center";0;"Active";"Active";0;6;"Child Care Center";
803885;100800081;"CFS Head Start & Early Head Start at Browns Mills";"Child Care Center";"405 Lakehurst Road";;"Browns Mills";"NJ";8015;"Burlington";6098365865;"Work";"Denise.Klein@centerffs.org";"Active";"https://www.centerffs.org";54;"0 - 6 years";;;;1;"2018-08-22T22:47:07.95";0;"12/23/2022";"Regular";"Open";"09:00 AM";"03:00 PM";"Open";"09:00 AM";"03:00 PM";"Open";"09:00 AM";"03:00 PM";"Open";"09:00 AM";"03:00 PM";"Open";"09:00 AM";"03:00 PM";"Closed";"06:00 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";;;;;0;;;;;100800081;;;0;"None";"None";0;0;"None";"None";0;"Sep  1 2020  4:43PM";"Pending";;"11/20/2020";"Child Care Center";"Child Care Center";"Center";54;"Active";"Active";0;0;"Child Care Center";
803886;"03BCC0001";"CFS Head Start Center at Delanco";"Child Care Center";"2431 Burlington Ave";;"Delanc";"NJ";8075;"Burlington";8569986827;"Work";"Jennifer.Carley-Price@centerffs.org";"Temporary Closure";"https://www.centerffs.org";226;"0 - 6 years";;;;0;;0;"12/4/2021";"Regular";"Open";"07:30 AM";"05:30 PM";"Open";"07:30 AM";"05:30 PM";"Open";"07:30 AM";"05:30 PM";"Open";"07:30 AM";"05:30 PM";"Open";"07:30 AM";"05:30 PM";"Closed";"06:00 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";;;;;0;;;;;"03BCC0001";;;0;"None";"None";0;0;"None";"None";0;"Sep  1 2020  4:59PM";"Pending";;"11/20/2020";"Child Care Center";"Child Care Center";"Center";226;"Active";"Active";0;0;"Child Care Center";
803887;"03BCC0006";"CFS- Lumberton Head Start Center";"Child Care Center";"100 Rte 38 & Maple Grove Blvd";;"Lumberton";"NJ";8048;"Burlington";6092679527;"Work";"Seham.Azabawi@centerffs.org";"Temporary Closure";"https://www.centerffs.org";270;"0 - 6 years";;;;0;;0;"9/22/2021";"Regular";"Open";"07:30 AM";"05:30 PM";"Open";"07:30 AM";"05:30 PM";"Open";"07:30 AM";"05:30 PM";"Open";"07:30 AM";"05:30 PM";"Open";"07:30 AM";"05:30 PM";"Closed";"06:00 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";;;;;0;;;;;"03BCC0006";;;0;"None";"None";0;0;"None";"None";0;"Sep  1 2020  5:04PM";"Pending";;"11/20/2020";"Child Care Center";"Child Care Center";"Center";270;"Active";"Active";0;0;"Child Care Center";
804625;130600230;"Childtime Learning Centers";"Child Care Center";"235 Strawbridge Drive";;"MOORESTOWN";"NJ";8057;"Burlington";;;"1522@childtime.com";"Active";"https://www.childtime.com";110;"0 - 13 years";;;;0;;0;"8/29/2022";"Regular";"Open";"06:30 AM";"06:30 PM";"Open";"06:30 AM";"06:30 PM";"Open";"06:30 AM";"06:30 PM";"Open";"06:30 AM";"06:30 PM";"Open";"06:30 AM";"06:30 PM";"Closed";"06:00 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";;;;;1;;;;;130600230;;;0;"None";"None";0;0;"None";"None";0;"Jan 27 2021 10:32PM";"Pending";;"2/16/2021";"Child Care Center";"Child Care Center";"Center";110;"Active";"Active";0;7;"Child Care Center";
700285;"04RES0002";"Respond, Inc-Bank Street Day Care";"Child Care Center";"155 Marlton Ave";" ";"Camden";"NJ";8102;"Camden";8569639155;"Work";"mpolo@respondinc.com";"Active";;120;"0 - 6 years";"Octavio";;"Loyola";0;;1;"6/8/2021";"Regular";;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1000888;609628;"04RES0002";;;1;12;"None";0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Active";"1/27/2020";"8/3/2020";"Child Care Center";"Child Care Center";"Center";120;"Active";"Active";1;72;"Child Care Center";"Director"
700287;"04RES0013";"Respond, Inc. -  Fairview Village";"Child Care Center";"3001-3007 Fenwick Rd";" ";"Camden";"NJ";8104;"Camden";8563654403;"Work";"wmitchell@respondinc.com";"Active";;105;"0 - 6 years";"Sara";;"Sanchez";1;"2021-02-11T17:57:34.55";1;"12/21/2022";"Regular";;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1000890;612584;"04RES0013";;;1;11;"None";0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Pending";"11/12/2019";"10/15/2020";"Child Care Center";"Child Care Center";"Center";105;"Active";"Active";0;35;"Child Care Center";"Early Childhood Supervisor"
700288;"04RES0017";"Respond, Inc. - North Camden Child Development Center";"Child Care Center";"548-554 State Street";" ";"Camden";"NJ";8102;"Camden";8569669081;"Work";"apowell@respondinc.com";"Active";;127;"0 - 6 years";"Andrea";;"Powell";0;;1;"12/10/2021";"Temporary";;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1000891;624064;"04RES0017";;;1;7;"None";0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Pending";"1/29/2020";"9/21/2020";"Child Care Center";"Child Care Center";"Center";127;"Active";"Active";0;21;"Child Care Center";"Director"
700345;80300033;"The Learning Experience";"Child Care Center";"606 Little Gloucester Road";" ";"Blackwood";"NJ";8012;"Camden";8562329501;"Work";"blackwood@tlecorp.com";"Active";;182;"0 - 13 years";"Lee";;"Handis";1;"2019-05-07T13:46:26.23";1;"8/21/2021";"Temporary";;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1001085;637239;80300033;;;1;1;"None";0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Pending";"11/19/2019";"7/20/2020";"Child Care Center";"Child Care Center";"Center";182;"Active";"Active";0;9;"Child Care Center";"Director"
700361;"04TUT0002";"Forever Young Child Care Learning Center";"Child Care Center";"610 Chews Landing Rd";" ";"Lindenwold";"NJ";8021;"Camden";8567831400;"Work";"foreveryoungcclc@yahoo.com";"Active";;194;"0 - 13 years";"Cherry";"Lynne";"Chrzanowski";1;"2019-05-07T13:47:22.62";1;"8/21/2022";"Regular";;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1001122;606907;"04TUT0002";;;1;2;"None";0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Active";"7/23/2019";"1/8/2021";"Child Care Center";"Child Care Center";"Center";194;"Active";"Active";0;62;"Child Care Center";"Director"
700363;"04UND0001";"Under the Sun Learning Center";"Child Care Center";"44 Berlin Ave";" ";"Stratford";"NJ";8084;"Camden";8567839715;"Work";"utsstratford@aol.com";"Active";;110;"0 - 13 years";"Joanne";;"Swasey";1;"2020-10-22T19:27:17.29";0;"3/31/2023";"Regular";"Open";"06:30 AM";"06:00 PM";"Open";"06:30 AM";"06:00 PM";"Open";"06:30 AM";"06:00 PM";"Open";"06:30 AM";"06:00 PM";"Open";"06:30 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";;;;;1;;;1001128;606582;"04UND0001";;;2;1;"None";0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Inactive";"2/26/2020";"2/26/2020";"Child Care Center";"Child Care Center";"Center";110;"Active";"Active";0;11;"Child Care Center";"Director"
700578;"04HAD0009";"Haddon Learning Center";"Child Care Center";"220 W Clinton Ave";" ";"Oaklyn";"NJ";8107;"Camden";8568587733;"Center Phone";"haddonlearningcenter@gmail.com";"Active";;120;"0 - 13 years";;;;0;;0;"4/15/2022";"Temporary";"Open";"07:00 AM";"06:00 PM";"Open";"07:00 AM";"06:00 PM";"Open";"07:00 AM";"06:00 PM";"Open";"07:00 AM";"06:00 PM";"Open";"07:00 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";;;;;1;;;1001567;624636;"04HAD0009";;;0;7;"None";0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Pending";;"7/6/2020";"Child Care Center";"Child Care Center";"Center";120;"Active";"Active";0;0;"Child Care Center";
700580;80800312;"Children of America of Sicklerville, LLC";"Child Care Center";"60 Kelly Drive";" ";"Sicklerville";"NJ";8081;"Camden";8562627480;"Work";"coasicklervillenj@childrenofamerica.com";"Active";;240;"0 - 13 years";;;;2;"2018-12-15T03:00:33.543";1;"8/28/2021";"Temporary";;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1001569;637560;80800312;;;2;"None";2;1;0;"None";"None";0;"Dec 15 2018  1:58AM";"Pending";"12/9/2019";"1/8/2021";"Child Care Center";"Child Care Center";"Center";240;"Active";"Active";0;11;"Child Care Center";
700582;170400194;"St Joseph Pro-Cathedral School - Catholic Partnership Schools";"Child Care Center";"2907 Federal Street";" ";"Camden";"NJ";8105;"Camden";8569644336;"Work";"gharkins@cspschools.org";"Active";;145;"6 - 13 years";;;;0;;0;"4/13/2021";"Regular";;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1001571;612531;170400194;;;0;"None";"None";0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Pending";"5/6/2019";"10/4/2019";"Child Care Center";"Child Care Center";"Center";145;"Active";"Active";1;14;"Child Care Center";
700600;"04MAL0003";"The Malvern School of Voorhees";"Child Care Center";"515 Centennial Blvd";" ";"Voorhees";"NJ";8043;"Camden";8564894440;"Work";"voorhees@malvernschool.com";"Active";;135;"0 - 13 years";"Desiree";;"Keller";0;;0;"1/22/2023";"Regular";;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1001625;621031;"04MAL0003";;;0;2;"None";0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Pending";"1/8/2020";"1/8/2021";"Child Care Center";"Child Care Center";"Center";135;"Active";"Active";0;17;"Child Care Center";"Director"
700602;"04RAI0003";"Colors of the Rainbow Learning Center";"Child Care Center";"401 N Kings Hwy";" ";"Cherry Hill";"NJ";8002;"Camden";8566670962;"Work";"colorsinrainbows@gmail.com";"Active";;30;"0 - 13 years";"Shelania";;"Blunt";1;"2019-02-17T15:10:45.867";1;"9/30/2021";"Temporary";;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1001627;626252;"04RAI0003";;;0;"None";"None";0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Pending";"5/20/2019";"7/14/2020";"Child Care Center";"Child Care Center";"Center";30;"Active";"Active";0;11;"Child Care Center";"Director"
700626;"04CAR0003";"CARE For Me Children's Learning Center";"Child Care Center";"6002 Westfield Ave";" ";"Pennsauken";"NJ";8110;"Camden";8566633094;"Work";"kdaniel@careformeclc.org";"Active";;43;"0 - 13 years";"Keisha";"L";"Wright-Daniel";2;"2018-12-15T03:00:33.543";1;"3/16/2023";"Regular";"Open";"06:45 AM";"05:30 PM";"Open";"06:45 AM";"05:30 PM";"Open";"06:45 AM";"05:30 PM";"Open";"06:45 AM";"05:30 PM";"Open";"06:45 AM";"05:30 PM";"Closed";"06:00 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";;;;;1;;;1001711;628258;"04CAR0003";;;0;7;"None";0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Pending";"2/6/2020";"2/15/2021";"Child Care Center";"Child Care Center";"Center";43;"Active";"Active";0;25;"Child Care Center";"Director"
700627;"04INQ0001";"Inquiring Minds Learning Center Inc.";"Child Care Center";"45 E Taunton Rd";" ";"Atco";"NJ";8004;"Camden";8567530220;"Work";"inquiringminds@verizon.net";"Active";;86;"0 - 13 years";;;;0;;0;"10/1/2021";"Temporary";;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1001713;624230;"04INQ0001";;;2;1;"None";0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Pending";"8/2/2019";"1/8/2021";"Child Care Center";"Child Care Center";"Center";86;"Active";"Active";0;19;"Child Care Center";
700631;"04LIT0013";"Little Blessing, Inc.";"Child Care Center";"211 Gibbsboro Rd";" ";"Clementon";"NJ";8021;"Camden";8567843778;"Work";"littleblessingsccc@hotmail.com";"Temporary Closure";;15;"2 1/2 - 6 years";"Hope";"A";"Polk";0;;0;"6/24/2021";"Regular";;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1001719;626655;"04LIT0013";;;0;7;"None";0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Active";"5/6/2019";"10/15/2020";"Child Care Center";"Child Care Center";"Center";15;"Temporary Closure";"Active";1;26;"Child Care Center";"Director"
700632;"04GOD0005";"The Goddard School";"Child Care Center";"1167 Chews Landing Rd";" ";"Laurel Springs";"NJ";8021;"Camden";8565665600;"Work";"laurelspringsnj@goddardschools.com";"Active";;120;"0 - 13 years";"Alexis";;"Vicario";0;;0;"10/12/2022";"Regular";;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1001721;620295;"04GOD0005";;;2;2;"None";0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Active";"8/29/2019";"8/24/2020";"Child Care Center";"Child Care Center";"Center";120;"Active";"Active";0;8;"Child Care Center";"Director"
700634;"04ELC0001";"El Centro Comunal Borincano Day Care";"Child Care Center";"617 N 2nd Street";" ";"Camden";"NJ";8102;"Camden";8565413696;"Work";"elcentro1211@aol.com";"Active";;40;"0 - 6 years";"Irisell";;"Seguinot";1;"2018-12-15T03:00:33.543";1;"3/19/2022";"Regular";;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1001724;622295;"04ELC0001";;;1;2;"None";0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Active";"5/6/2019";"9/16/2020";"Child Care Center";"Child Care Center";"Center";40;"Active";"Active";0;28;"Child Care Center";"Director"
700635;80800261;"Kiddie Academy of Runnemede";"Child Care Center";"835 E Clements Bridge Rd";" ";"Runnemede";"NJ";8078;"Camden";8569391717;"Work";"runnemede@kiddieacademy.net";"Active";;147;"0 - 13 years";;;;3;"2019-05-04T07:13:20.077";1;"5/20/2021";"Regular";;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1001727;623243;80800261;;;0;"None";"None";0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Pending";"12/5/2019";"9/21/2020";"Child Care Center";"Child Care Center";"Center";147;"Active";"Active";1;17;"Child Care Center";
700637;171100185;"Winslow Township BOE School 2";"Child Care Center";"125 First Avenue";" ";"Sicklerville";"NJ";8081;"Camden";8565420692;"Work";"millsj@winslow-schools.com";"Active";;100;"6 - 13 years";;;;0;;0;"1/31/2022";"Temporary";"Open";"06:30 AM";"06:30 PM";"Open";"06:30 AM";"06:30 PM";"Open";"06:30 AM";"06:30 PM";"Open";"06:30 AM";"06:30 PM";"Open";"06:30 AM";"06:30 PM";"Closed";"06:00 AM";"06:00 PM";"Closed";"06:00 AM";"06:00 PM";;;;;1;;;1001729;623363;171100185;;;0;"None";"None";0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Pending";"5/6/2019";"6/24/2019";"Child Care Center";"Child Care Center";"Center";100;"Active";"Active";0;2;"Child Care Center";
700638;"04CAM0001";"Campbell's Family Center";"Child Care Center";"1 Campbell Place";" ";"Camden";"NJ";8101;"Camden";8563426319;"Work";"campbell@brighthorizons.com";"Active";;180;"0 - 13 years";;;;0;;0;"3/4/2022";"Regular";;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1001731;619208;"04CAM0001";;;0;2;"None";0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Active";"5/6/2019";"9/28/2020";"Child Care Center";"Child Care Center";"Center";180;"Active";"Active";0;2;"Child Care Center";
700639;170400195;"Holy Name School - Catholic Partnership Schools";"Child Care Center";"700 N. 5th Street";" ";"Camden";"NJ";8102;"Camden";8563657930;"Work";"gharkins@cspschools.org";"Temporary Closure";;50;"6 - 13 years";;;;0;;0;"4/13/2021";"Regular";;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1001732;621222;170400195;;;0;"None";"None";0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Pending";"5/15/2019";"9/11/2019";"Child Care Center";"Child Care Center";"Center";50;"Temporary Closure";"Active";1;20;"Child Care Center";
700640;"04CAM0004";"Camden Day Nursery Association";"Child Care Center";"327 Stevens Street";" ";"Camden";"NJ";8103;"Camden";8563652200;"Work";"camdenday1890@gmail.com";"Active";;100;"0 - 13 years";"Janice";;"Wright";2;"2018-12-15T03:00:33.543";1;"9/24/2022";"Regular";;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1001737;614311;"04CAM0004";;;0;2;"None";0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Active";"5/6/2019";"7/7/2020";"Child Care Center";"Child Care Center";"Center";100;"Active";"Active";0;29;"Child Care Center";"Director"
700643;"04ELS0002";"El Shaddai Christian Day Care Center II";"Child Care Center";"3034 Marlton Pike";" ";"Pennsauken";"NJ";8109;"Camden";8563172233;"Work";"figueroahaydee4648@gmail.com";"Active";;40;"0 - 13 years";"Luis";"G";"Vega";0;;0;"3/27/2022";"Regular";;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1001741;618373;"04ELS0002";;;0;2;"None";0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Active";"5/6/2019";"7/9/2020";"Child Care Center";"Child Care Center";"Center";40;"Active";"Active";0;16;"Child Care Center";"Director"
700646;"04LIT0016";"Little Restorers Learning Center";"Child Care Center";"403 Andrews Road";" ";"Sicklerville";"NJ";8081;"Camden";8566298527;"Work";"rcdc403@comcast.net";"Active";;48;"0 - 13 years";"Emogene";"M";"Ingram";0;;0;"8/12/2021";"Temporary";;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1019738;656568;"04LIT0016";;;1;1;"None";0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Pending";"7/29/2019";"8/10/2020";"Child Care Center";"Child Care Center";"Center";48;"Active";"Active";0;18;"Child Care Center";"Director"
700647;"04LIT0014";"Little Bear Daycare";"Child Care Center";"300 White Horse Pike";" ";"Oaklyn";"NJ";8107;"Camden";8568339874;"Work";"lilbear_dc@yahoo.com";"Active";;45;"0 - 13 years";"Kanesha";"S";"Reed-Preston";0;;0;"8/19/2021";"Regular";;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1001746;632190;"04LIT0014";;;2;1;"None";0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Active";"2/6/2020";"7/6/2020";"Child Care Center";"Child Care Center";"Center";45;"Active";"Active";1;14;"Child Care Center";"Director"
700648;"04RUT0001";"Rutgers Early Childhood Program";"Child Care Center";"501-503, 505 Cooper Street";" ";"Camden";"NJ";8102;"Camden";8562256348;"Work";"swr@camden.rutgers.edu";"Active";;90;"0 - 6 years";"Stephanie";;"Weaver-Rogers";0;;0;"6/8/2021";"Regular";;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1001751;632922;"04RUT0001";;;1;2;"None";0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Active";"5/6/2019";"8/6/2020";"Child Care Center";"Child Care Center";"Center";90;"Active";"Active";1;8;"Child Care Center";"Director"
700649;"04MAL0002";"The Malvern School of Erial";"Child Care Center";"2920 Erial Rd";" ";"Erial";"NJ";8081;"Camden";8567844100;"Work";"erial@malvernschool.com";"Active";;135;"0 - 13 years";"Jennifer";;"Delaney";0;;0;"7/25/2021";"Regular";;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1001753;615269;"04MAL0002";;;0;2;"None";0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Active";"9/3/2019";"7/23/2020";"Child Care Center";"Child Care Center";"Center";135;"Active";"Active";1;2;"Child Care Center";"Director"
700651;"04SON0001";"Sonshine PreSchool & Daycare";"Child Care Center";"1583 Blackwood-Clementon Rd";" ";"Blackwood";"NJ";8012;"Camden";8562285050;"Work";"bhenderson@bethelnj.church";"Active";;91;"2 1/2 - 13 years";"Joseph";;"Parker";0;;0;"4/29/2023";"Regular";;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1001758;629937;"04SON0001";;;0;4;"None";0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Pending";"1/30/2020";"10/15/2020";"Child Care Center";"Child Care Center";"Center";117;"Active";"Active";0;16;"Child Care Center";"Director"
700652;"04ACE0001";"Acelero Learning Camden Early Head Start";"Child Care Center";"150 Boyd Street";" ";"Camden";"NJ";8105;"Camden";8566350002;"Work";"ralbino@acelero.net";"Temporary Closure";;38;"0 - 6 years";"Reina";;"Albino";0;;0;"10/21/2022";"Regular";;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1001760;631705;"04ACE0001";;;2;1;"None";0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Active";"7/8/2019";"12/18/2020";"Child Care Center";"Child Care Center";"Center";38;"Temporary Closure";"Active";0;31;"Child Care Center";"Director"
700653;"04LOI0002";"Loida Development Center, Inc.";"Child Care Center";"357 Morse Street";" ";"Camden";"NJ";8105;"Camden";;;"loidadevcenter@gmail.com";"Active";;41;"0 - 13 years";"Eunice";"E";"Jose";0;;1;"7/5/2021";"Temporary";;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1001762;631589;"04LOI0002";;;0;4;"None";0;0;"None";"None";0;"Dec 15 2018  1:58AM";"Pending";;"7/9/2020";"Child Care Center";"Child Care Center";"Center";41;"Active";"Active";0;0;"Child Care Center";"Director"
