"ID,";"Inspection month";"Inspection url";"Note"
"01HAM0001";"2015 - February";"http://www.nj.gov/dcf/families/childcare/centers/01HAM0001feb2015.pdf";
"01HAM0001";"2012 - September";"http://www.nj.gov/dcf/families/childcare/centers/01HAM0001sep2012.pdf";
"01SPR0001";"2019 - January";"http://www.nj.gov/dcf/families/childcare/centers/01SPR0001jan2019.pdf";
"01SPR0001";"2017 - June";"http://www.nj.gov/dcf/families/childcare/centers/01SPR0001jun2017.pdf";
"01SPR0001";"2015 - December";"http://www.nj.gov/dcf/families/childcare/centers/01SPR0001dec2015.pdf";
"01SPR0001";"2014 - April";"http://www.nj.gov/dcf/families/childcare/centers/01SPR0001apr2014.pdf";
131100224;"2018 - November";"http://www.nj.gov/dcf/families/childcare/centers/131100224nov2018.pdf";
131100224;"2017 - June";"http://www.nj.gov/dcf/families/childcare/centers/131100224jun2017.pdf";
131100224;"2017 - January";"http://www.nj.gov/dcf/families/childcare/centers/131100224jan2017CS.pdf";"Complaint Investigation Summary"
131100224;"2015 - December";"http://www.nj.gov/dcf/families/childcare/centers/131100224dec2015.pdf";
131100224;"2014 - September";"http://www.nj.gov/dcf/families/childcare/centers/131100224sep2014.pdf";
"01LIN0003";"2019 - February";"http://www.nj.gov/dcf/families/childcare/centers/01LIN0003feb2019.pdf";
"01LIN0003";"2017 - September";"http://www.nj.gov/dcf/families/childcare/centers/01LIN0003sep2017.pdf";
"01LIN0003";"2015 - September";"http://www.nj.gov/dcf/families/childcare/centers/01LIN0003sep2015.pdf";
"01LIN0003";"2014 - October";"http://www.nj.gov/dcf/families/childcare/centers/01LIN0003oct2014.pdf";
"01LIN0003";"2013 - October";"http://www.nj.gov/dcf/families/childcare/centers/01LIN0003oct2013.pdf";
"01LIN0003";"2013 - February";"http://www.nj.gov/dcf/families/childcare/centers/01LIN0003feb2013.pdf";
110800140;"2019 - March";"http://www.nj.gov/dcf/families/childcare/centers/110800140mar2019.pdf";
110800140;"2018 - April";"http://www.nj.gov/dcf/families/childcare/centers/110800140apr2018.pdf";
110800140;"2017 - June";"http://www.nj.gov/dcf/families/childcare/centers/110800140jun2017.pdf";
110800140;"2016 - October";"http://www.nj.gov/dcf/families/childcare/centers/110800140oct2016.pdf";
110800140;"2015 - December";"http://www.nj.gov/dcf/families/childcare/centers/110800140dec2015.pdf";
110800140;"2014 - May";"http://www.nj.gov/dcf/families/childcare/centers/110800140may2014.pdf";
110800140;"2013 - November";"http://www.nj.gov/dcf/families/childcare/centers/110800140nov2013.pdf";
131100220;"2018 - October";"http://www.nj.gov/dcf/families/childcare/centers/131100220oct2018.pdf";
131100220;"2017 - November";"http://www.nj.gov/dcf/families/childcare/centers/131100220nov2017.pdf";
131100220;"2016 - January";"http://www.nj.gov/dcf/families/childcare/centers/131100220jan2016.pdf";
131100223;"2018 - July";"http://www.nj.gov/dcf/families/childcare/centers/131100223jul2018.pdf";
131100223;"2018 - March";"http://www.nj.gov/dcf/families/childcare/centers/131100223mar2018.pdf";
131100223;"2015 - September";"http://www.nj.gov/dcf/families/childcare/centers/131100223sep2015.pdf";
"05WOO0001";"2019 - February";"http://www.nj.gov/dcf/families/childcare/centers/05WOO0001feb2019.pdf";
"05WOO0001";"2017 - October";"http://www.nj.gov/dcf/families/childcare/centers/05WOO0001oct2017.pdf";
"05WOO0001";"2016 - December";"http://www.nj.gov/dcf/families/childcare/centers/05WOO0001dec2016.pdf";
"05WOO0001";"2014 - December";"http://www.nj.gov/dcf/families/childcare/centers/05WOO0001dec2014.pdf";
"05WOO0001";"2013 - December";"http://www.nj.gov/dcf/families/childcare/centers/05WOO0001dec2013.pdf";
"05WOO0001";"2013 - October";"http://www.nj.gov/dcf/families/childcare/centers/05WOO0001oct2013.pdf";
140400155;"2019 - March";"http://www.nj.gov/dcf/families/childcare/centers/140400155mar2019.pdf";
140400155;"2018 - May";"http://www.nj.gov/dcf/families/childcare/centers/140400155may2018.pdf";
140400155;"2017 - May";"http://www.nj.gov/dcf/families/childcare/centers/140400155may2017.pdf";
140400155;"2015 - November";"http://www.nj.gov/dcf/families/childcare/centers/140400155nov2015.pdf";
140400155;"2014 - August";"http://www.nj.gov/dcf/families/childcare/centers/140400155aug2014.pdf";
141000238;"2018 - January";"http://www.nj.gov/dcf/families/childcare/centers/141000238jan2018.pdf";
141000238;"2016 - June";"http://www.nj.gov/dcf/families/childcare/centers/141000238jun2016.pdf";
141000238;"2015 - March";"http://www.nj.gov/dcf/families/childcare/centers/141000238mar2015.pdf";
160200075;"2019 - April";"http://www.nj.gov/dcf/families/childcare/centers/160200075apr2019.pdf";
160200075;"2018 - December";"http://www.nj.gov/dcf/families/childcare/centers/160200075dec2018.pdf";
160200075;"2017 - December";"http://www.nj.gov/dcf/families/childcare/centers/160200075dec2017.pdf";
160200075;"2016 - June";"http://www.nj.gov/dcf/families/childcare/centers/160200075jun2016.pdf";
151000221;"2019 - January";"http://www.nj.gov/dcf/families/childcare/centers/151000221jan2019.pdf";
151000221;"2018 - March";"http://www.nj.gov/dcf/families/childcare/centers/151000221mar2018.pdf";
151000221;"2017 - September";"http://www.nj.gov/dcf/families/childcare/centers/151000221sep2017.pdf";
"11EWI0001";"2018 - September";"http://www.nj.gov/dcf/families/childcare/centers/11EWI0001sep2018.pdf";
"11EWI0001";"2017 - October";"http://www.nj.gov/dcf/families/childcare/centers/11EWI0001oct2017.pdf";
"11EWI0001";"2016 - November";"http://www.nj.gov/dcf/families/childcare/centers/11EWI0001nov2016.pdf";
"11EWI0001";"2015 - June";"http://www.nj.gov/dcf/families/childcare/centers/11EWI0001jun2015.pdf";
"11EWI0001";"2015 - January";"http://www.nj.gov/dcf/families/childcare/centers/11EWI0001jan2015.pdf";
181000235;"2018 - December";"http://www.nj.gov/dcf/families/childcare/centers/181000235dec2018.pdf";
"02TEN0006";"2018 - March";"http://www.nj.gov/dcf/families/childcare/centers/02TEN0006mar2018.pdf";
"02TEN0006";"2017 - March";"http://www.nj.gov/dcf/families/childcare/centers/02TEN0006mar2017.pdf";
"02TEN0006";"2016 - February";"http://www.nj.gov/dcf/families/childcare/centers/02TEN0006feb2016.pdf";
"02TEN0006";"2015 - February";"http://www.nj.gov/dcf/families/childcare/centers/02TEN0006feb2015.pdf";
"02TEN0006";"2014 - March";"http://www.nj.gov/dcf/families/childcare/centers/02TEN0006mar2014.pdf";
"02TEN0006";"2013 - July";"http://www.nj.gov/dcf/families/childcare/centers/02TEN0006jul2013.pdf";
"02EAR0010";"2018 - October";"http://www.nj.gov/dcf/families/childcare/centers/02EAR0010oct2018.pdf";
"02EAR0010";"2017 - December";"http://www.nj.gov/dcf/families/childcare/centers/02EAR0010dec2017.pdf";
"02EAR0010";"2016 - November";"http://www.nj.gov/dcf/families/childcare/centers/02EAR0010nov2016.pdf";
"02EAR0010";"2016 - March";"http://www.nj.gov/dcf/families/childcare/centers/02EAR0010mar2016.pdf";
"02EAR0010";"2014 - June";"http://www.nj.gov/dcf/families/childcare/centers/02EAR0010jun2014.pdf";
"02EAR0010";"2013 - October";"http://www.nj.gov/dcf/families/childcare/centers/02EAR0010oct2013.pdf";
"16MIC0007";"2017 - October";"http://www.nj.gov/dcf/families/childcare/centers/16MIC0007oct2017.pdf";
"16MIC0007";"2017 - March";"http://www.nj.gov/dcf/families/childcare/centers/16MIC0007mar2017.pdf";
"16MIC0007";"2016 - March";"http://www.nj.gov/dcf/families/childcare/centers/16MIC0007mar2016.pdf";
"16MIC0007";"2015 - January";"http://www.nj.gov/dcf/families/childcare/centers/16MIC0007jan2015.pdf";
"16MIC0007";"2014 - June";"http://www.nj.gov/dcf/families/childcare/centers/16MIC0007jun2014.pdf";
"16MIC0007";"2013 - July";"http://www.nj.gov/dcf/families/childcare/centers/16MIC0007jul2013.pdf";
80800261;"2018 - December";"http://www.nj.gov/dcf/families/childcare/centers/080800261dec2018.pdf";
80800261;"2018 - April";"http://www.nj.gov/dcf/families/childcare/centers/080800261apr2018.pdf";
80800261;"2017 - December";"http://www.nj.gov/dcf/families/childcare/centers/080800261dec2017CS.pdf";"Complaint Investigation Summary"
80800261;"2017 - May";"http://www.nj.gov/dcf/families/childcare/centers/080800261may2017.pdf";
80800261;"2016 - May";"http://www.nj.gov/dcf/families/childcare/centers/080800261may2016.pdf";
80800261;"2015 - February";"http://www.nj.gov/dcf/families/childcare/centers/080800261feb2015.pdf";
80800261;"2014 - May";"http://www.nj.gov/dcf/families/childcare/centers/080800261may2014.pdf";
80800261;"2012 - March";"http://www.nj.gov/dcf/families/childcare/centers/080800261mar2012.pdf";
"21HAL0001";"2019 - March";"http://www.nj.gov/dcf/families/childcare/centers/21HAL0001mar2019.pdf";
"21HAL0001";"2017 - July";"http://www.nj.gov/dcf/families/childcare/centers/21HAL0001jul2017.pdf";
"21HAL0001";"2016 - March";"http://www.nj.gov/dcf/families/childcare/centers/21HAL0001mar2016.pdf";
"21HAL0001";"2014 - October";"http://www.nj.gov/dcf/families/childcare/centers/21HAL0001oct2014.pdf";
"09TAT0004";"2017 - July";"http://www.nj.gov/dcf/families/childcare/centers/09TAT0004jul2017CS.pdf";"Complaint Investigation Summary"
"09TAT0004";"2017 - April";"http://www.nj.gov/dcf/families/childcare/centers/09TAT0004apr2017.pdf";
"09TAT0004";"2016 - June";"http://www.nj.gov/dcf/families/childcare/centers/09TAT0004jun2016.pdf";
"09TAT0004";"2015 - August";"http://www.nj.gov/dcf/families/childcare/centers/09TAT0004aug2015.pdf";
"09TAT0004";"2014 - June";"http://www.nj.gov/dcf/families/childcare/centers/09TAT0004jun2014.pdf";
"09TAT0004";"2011 - January";"http://www.nj.gov/dcf/families/childcare/centers/09TAT0004jan2011.pdf";
180100171;"2018 - June";"http://www.nj.gov/dcf/families/childcare/centers/180100171jun2018.pdf";
180100171;"2018 - April";"http://www.nj.gov/dcf/families/childcare/centers/180100171apr2018.pdf";
"14BRI0003";"2018 - October";"http://www.nj.gov/dcf/families/childcare/centers/14BRI0003oct2018.pdf";
"14BRI0003";"2017 - October";"http://www.nj.gov/dcf/families/childcare/centers/14BRI0003oct2017.pdf";
"14BRI0003";"2016 - December";"http://www.nj.gov/dcf/families/childcare/centers/14BRI0003dec2016.pdf";
"14BRI0003";"2015 - August";"http://www.nj.gov/dcf/families/childcare/centers/14BRI0003aug2015.pdf";
"14BRI0003";"2014 - October";"http://www.nj.gov/dcf/families/childcare/centers/14BRI0003oct2014.pdf";
"14BRI0003";"2013 - September";"http://www.nj.gov/dcf/families/childcare/centers/14BRI0003sep2013.pdf";
"10KID0002";"2018 - September";"http://www.nj.gov/dcf/families/childcare/centers/10KID0002sep2018.pdf";
"10KID0002";"2018 - July";"http://www.nj.gov/dcf/families/childcare/centers/10KID0002jul2018.pdf";
"10KID0002";"2017 - July";"http://www.nj.gov/dcf/families/childcare/centers/10KID0002jul2017.pdf";
"10KID0002";"2014 - October";"http://www.nj.gov/dcf/families/childcare/centers/10KID0002oct2014.pdf";
"10KID0002";"2012 - December";"http://www.nj.gov/dcf/families/childcare/centers/10KID0002dec2012.pdf";
"11JAN0002";"2018 - August";"http://www.nj.gov/dcf/families/childcare/centers/11JAN0002aug2018.pdf";
"11JAN0002";"2017 - July";"http://www.nj.gov/dcf/families/childcare/centers/11JAN0002jul2017.pdf";
"11JAN0002";"2017 - February";"http://www.nj.gov/dcf/families/childcare/centers/11JAN0002feb2017.pdf";
"11JAN0002";"2016 - January";"http://www.nj.gov/dcf/families/childcare/centers/11JAN0002jan2016.pdf";
"11JAN0002";"2015 - June";"http://www.nj.gov/dcf/families/childcare/centers/11JAN0002jun2015.pdf";
"11JAN0002";"2014 - November";"http://www.nj.gov/dcf/families/childcare/centers/11JAN0002nov2014.pdf";
"11JAN0002";"2013 - January";"http://www.nj.gov/dcf/families/childcare/centers/11JAN0002jan2013.pdf";
"11CHI0023";"2018 - March";"http://www.nj.gov/dcf/families/childcare/centers/11CHI0023mar2018.pdf";
"11CHI0023";"2016 - July";"http://www.nj.gov/dcf/families/childcare/centers/11CHI0023jul2016.pdf";
"11CHI0023";"2015 - February";"http://www.nj.gov/dcf/families/childcare/centers/11CHI0023feb2015.pdf";
"11CHI0023";"2014 - June";"http://www.nj.gov/dcf/families/childcare/centers/11CHI0023jun2014.pdf";
"09LIP0001";"2019 - January";"http://www.nj.gov/dcf/families/childcare/centers/09LIP0001jan2019.pdf";
"09LIP0001";"2018 - July";"http://www.nj.gov/dcf/families/childcare/centers/09LIP0001jul2018.pdf";
"09LIP0001";"2017 - September";"http://www.nj.gov/dcf/families/childcare/centers/09LIP0001sep2017.pdf";
"09LIP0001";"2016 - February";"http://www.nj.gov/dcf/families/childcare/centers/09LIP0001feb2016.pdf";
"09LIP0001";"2015 - March";"http://www.nj.gov/dcf/families/childcare/centers/09LIP0001mar2015.pdf";
"09LIP0001";"2013 - January";"http://www.nj.gov/dcf/families/childcare/centers/09LIP0001jan2013.pdf";
"11CHI0014";"2019 - April";"http://www.nj.gov/dcf/families/childcare/centers/11CHI0014apr2019.pdf";
"11CHI0014";"2018 - January";"http://www.nj.gov/dcf/families/childcare/centers/11CHI0014jan2018.pdf";
"11CHI0014";"2017 - January";"http://www.nj.gov/dcf/families/childcare/centers/11CHI0014jan2017.pdf";
"11CHI0014";"2016 - February";"http://www.nj.gov/dcf/families/childcare/centers/11CHI0014feb2016.pdf";
"11CHI0014";"2015 - February";"http://www.nj.gov/dcf/families/childcare/centers/11CHI0014feb2015.pdf";
"11CHI0014";"2013 - November";"http://www.nj.gov/dcf/families/childcare/centers/11CHI0014nov2013.pdf";
"09BEY0002";"2018 - August";"http://www.nj.gov/dcf/families/childcare/centers/09BEY0002aug2018.pdf";
"09BEY0002";"2017 - May";"http://www.nj.gov/dcf/families/childcare/centers/09BEY0002may2017.pdf";
"09BEY0002";"2016 - January";"http://www.nj.gov/dcf/families/childcare/centers/09BEY0002jan2016.pdf";
"09BEY0002";"2015 - September";"http://www.nj.gov/dcf/families/childcare/centers/09BEY0002sep2015.pdf";
"09BEY0002";"2014 - April";"http://www.nj.gov/dcf/families/childcare/centers/09BEY0002apr2014.pdf";
"09BEY0002";"2014 - January";"http://www.nj.gov/dcf/families/childcare/centers/09BEY0002jan2014.pdf";
"18JOH0002";"2019 - March";"http://www.nj.gov/dcf/families/childcare/centers/18JOH0002mar2019.pdf";
"18JOH0002";"2018 - March";"http://www.nj.gov/dcf/families/childcare/centers/18JOH0002mar2018.pdf";
"18JOH0002";"2016 - February";"http://www.nj.gov/dcf/families/childcare/centers/18JOH0002feb2016.pdf";
"18JOH0002";"2015 - April";"http://www.nj.gov/dcf/families/childcare/centers/18JOH0002apr2015.pdf";
"18JOH0002";"2013 - May";"http://www.nj.gov/dcf/families/childcare/centers/18JOH0002may2013.pdf";
"09RIV0001";"2018 - November";"http://www.nj.gov/dcf/families/childcare/centers/09RIV0001nov2018.pdf";
"09RIV0001";"2017 - October";"http://www.nj.gov/dcf/families/childcare/centers/09RIV0001oct2017.pdf";
"09RIV0001";"2017 - April";"http://www.nj.gov/dcf/families/childcare/centers/09RIV0001apr2017.pdf";
"09RIV0001";"2016 - July";"http://www.nj.gov/dcf/families/childcare/centers/09RIV0001jul2016.pdf";
"09RIV0001";"2015 - May";"http://www.nj.gov/dcf/families/childcare/centers/09RIV0001may2015.pdf";
"09RIV0001";"2014 - May";"http://www.nj.gov/dcf/families/childcare/centers/09RIV0001may2014.pdf";
"09RIV0001";"2013 - September";"http://www.nj.gov/dcf/families/childcare/centers/09RIV0001sep2013.pdf";
"09RIV0003";"2018 - August";"http://www.nj.gov/dcf/families/childcare/centers/09RIV0003aug2018CS.pdf";"Complaint Investigation Summary"
"09RIV0003";"2018 - July";"http://www.nj.gov/dcf/families/childcare/centers/09RIV0003jul2018.pdf";
"09RIV0003";"2017 - August";"http://www.nj.gov/dcf/families/childcare/centers/09RIV0003aug2017.pdf";
"09RIV0003";"2016 - March";"http://www.nj.gov/dcf/families/childcare/centers/09RIV0003mar2016.pdf";
"09RIV0003";"2015 - July";"http://www.nj.gov/dcf/families/childcare/centers/09RIV0003jul2015.pdf";
"09RIV0003";"2015 - February";"http://www.nj.gov/dcf/families/childcare/centers/09RIV0003feb2015.pdf";
140100148;"2018 - August";"http://www.nj.gov/dcf/families/childcare/centers/140100148aug2018.pdf";
140100148;"2017 - July";"http://www.nj.gov/dcf/families/childcare/centers/140100148jul2017.pdf";
140100148;"2016 - July";"http://www.nj.gov/dcf/families/childcare/centers/140100148jul2016.pdf";
140100148;"2015 - December";"http://www.nj.gov/dcf/families/childcare/centers/140100148dec2015.pdf";
140100148;"2014 - August";"http://www.nj.gov/dcf/families/childcare/centers/140100148aug2014.pdf";
170500166;"2019 - January";"http://www.nj.gov/dcf/families/childcare/centers/170500166jan2019.pdf";
170500166;"2018 - July";"http://www.nj.gov/dcf/families/childcare/centers/170500166jul2018.pdf";
170500166;"2018 - May";"http://www.nj.gov/dcf/families/childcare/centers/170500166may2018.pdf";
170500166;"2017 - September";"http://www.nj.gov/dcf/families/childcare/centers/170500166sep2017.pdf";
"09CHI0014";"2019 - January";"http://www.nj.gov/dcf/families/childcare/centers/09CHI0014jan2019.pdf";
"09CHI0014";"2018 - August";"http://www.nj.gov/dcf/families/childcare/centers/09CHI0014aug2018.pdf";
"09CHI0014";"2017 - September";"http://www.nj.gov/dcf/families/childcare/centers/09CHI0014sep2017.pdf";
"09CHI0014";"2015 - July";"http://www.nj.gov/dcf/families/childcare/centers/09CHI0014jul2015.pdf";
"09CHI0014";"2015 - March";"http://www.nj.gov/dcf/families/childcare/centers/09CHI0014mar2015.pdf";
"09CHI0014";"2013 - January";"http://www.nj.gov/dcf/families/childcare/centers/09CHI0014jan2013.pdf";
90600175;"2018 - September";"http://www.nj.gov/dcf/families/childcare/centers/090600175sep2018.pdf";
90600175;"2017 - August";"http://www.nj.gov/dcf/families/childcare/centers/090600175aug2017.pdf";
90600175;"2015 - August";"http://www.nj.gov/dcf/families/childcare/centers/090600175aug2015.pdf";
90600175;"2015 - January";"http://www.nj.gov/dcf/families/childcare/centers/090600175jan2015.pdf";
"02BRI0002";"2018 - November";"http://www.nj.gov/dcf/families/childcare/centers/02BRI0002nov2018.pdf";
"02BRI0002";"2017 - January";"http://www.nj.gov/dcf/families/childcare/centers/02BRI0002jan2017.pdf";
"02BRI0002";"2015 - September";"http://www.nj.gov/dcf/families/childcare/centers/02BRI0002sep2015.pdf";
"02BRI0002";"2014 - July";"http://www.nj.gov/dcf/families/childcare/centers/02BRI0002jul2014.pdf";
"12STE0003";"2019 - April";"http://www.nj.gov/dcf/families/childcare/centers/12STE0003apr2019.pdf";
"12STE0003";"2018 - July";"http://www.nj.gov/dcf/families/childcare/centers/12STE0003jul2018.pdf";
"12STE0003";"2017 - April";"http://www.nj.gov/dcf/families/childcare/centers/12STE0003apr2017.pdf";
"12STE0003";"2016 - February";"http://www.nj.gov/dcf/families/childcare/centers/12STE0003feb2016.pdf";
"12STE0003";"2015 - March";"http://www.nj.gov/dcf/families/childcare/centers/12STE0003mar2015.pdf";
"12STE0003";"2014 - February";"http://www.nj.gov/dcf/families/childcare/centers/12STE0003feb2014.pdf";
"12STE0003";"2013 - February";"http://www.nj.gov/dcf/families/childcare/centers/12STE0003feb2013.pdf";
"14LIP0001";"2018 - July";"http://www.nj.gov/dcf/families/childcare/centers/14LIP0001jul2018.pdf";
"14LIP0001";"2017 - August";"http://www.nj.gov/dcf/families/childcare/centers/14LIP0001aug2017.pdf";
"14LIP0001";"2016 - October";"http://www.nj.gov/dcf/families/childcare/centers/14LIP0001oct2016.pdf";
"14LIP0001";"2015 - April";"http://www.nj.gov/dcf/families/childcare/centers/14LIP0001apr2015.pdf";
"14LIP0001";"2014 - June";"http://www.nj.gov/dcf/families/childcare/centers/14LIP0001jun2014.pdf";
"14LIP0001";"2013 - August";"http://www.nj.gov/dcf/families/childcare/centers/14LIP0001aug2013.pdf";
90800305;"2018 - August";"http://www.nj.gov/dcf/families/childcare/centers/090800305aug2018.pdf";
90800305;"2017 - June";"http://www.nj.gov/dcf/families/childcare/centers/090800305jun2017.pdf";
90800305;"2016 - February";"http://www.nj.gov/dcf/families/childcare/centers/090800305feb2016.pdf";
90800305;"2015 - July";"http://www.nj.gov/dcf/families/childcare/centers/090800305jul2015.pdf";
90800305;"2014 - July";"http://www.nj.gov/dcf/families/childcare/centers/090800305jul2014.pdf";
90800305;"2013 - April";"http://www.nj.gov/dcf/families/childcare/centers/090800305apr2013.pdf";
91200171;"2019 - January";"http://www.nj.gov/dcf/families/childcare/centers/091200171jan2019.pdf";
91200171;"2018 - May";"http://www.nj.gov/dcf/families/childcare/centers/091200171may2018.pdf";
91200171;"2017 - April";"http://www.nj.gov/dcf/families/childcare/centers/091200171apr2017.pdf";
91200171;"2015 - December";"http://www.nj.gov/dcf/families/childcare/centers/091200171dec2015.pdf";
91200171;"2014 - November";"http://www.nj.gov/dcf/families/childcare/centers/091200171nov2014.pdf";
91200171;"2012 - December";"http://www.nj.gov/dcf/families/childcare/centers/091200171dec2012.pdf";
"12KID0011";"2018 - November";"http://www.nj.gov/dcf/families/childcare/centers/12KID0011nov2018.pdf";
"12KID0011";"2017 - July";"http://www.nj.gov/dcf/families/childcare/centers/12KID0011jul2017.pdf";
"12KID0011";"2016 - February";"http://www.nj.gov/dcf/families/childcare/centers/12KID0011feb2016.pdf";
"12KID0011";"2015 - May";"http://www.nj.gov/dcf/families/childcare/centers/12KID0011may2015.pdf";
"12KID0011";"2014 - July";"http://www.nj.gov/dcf/families/childcare/centers/12KID0011jul2014.pdf";
"12KID0011";"2014 - March";"http://www.nj.gov/dcf/families/childcare/centers/12KID0011mar2014.pdf";
"12KID0013";"2018 - April";"http://www.nj.gov/dcf/families/childcare/centers/12KID0013apr2018.pdf";
"12KID0013";"2017 - June";"http://www.nj.gov/dcf/families/childcare/centers/12KID0013jun2017.pdf";
"12KID0013";"2016 - June";"http://www.nj.gov/dcf/families/childcare/centers/12KID0013jun2016.pdf";
"12KID0013";"2015 - February";"http://www.nj.gov/dcf/families/childcare/centers/12KID0013feb2015.pdf";
"12KID0013";"2014 - August";"http://www.nj.gov/dcf/families/childcare/centers/12KID0013aug2014.pdf";
"12KID0013";"2013 - April";"http://www.nj.gov/dcf/families/childcare/centers/12KID0013apr2013.pdf";
"12KID0015";"2018 - January";"http://www.nj.gov/dcf/families/childcare/centers/12KID0015jan2018.pdf";
"12KID0015";"2017 - October";"http://www.nj.gov/dcf/families/childcare/centers/12KID0015oct2017.pdf";
"12KID0015";"2016 - April";"http://www.nj.gov/dcf/families/childcare/centers/12KID0015apr2016.pdf";
"12KID0015";"2014 - September";"http://www.nj.gov/dcf/families/childcare/centers/12KID0015sep2014.pdf";
"12KID0015";"2013 - December";"http://www.nj.gov/dcf/families/childcare/centers/12KID0015dec2013.pdf";
"14KID0018";"2018 - February";"http://www.nj.gov/dcf/families/childcare/centers/14KID0018feb2018.pdf";
"14KID0018";"2017 - June";"http://www.nj.gov/dcf/families/childcare/centers/14KID0018jun2017.pdf";
"14KID0018";"2016 - January";"http://www.nj.gov/dcf/families/childcare/centers/14KID0018jan2016.pdf";
"14KID0018";"2015 - August";"http://www.nj.gov/dcf/families/childcare/centers/14KID0018aug2015.pdf";
"14KID0018";"2014 - December";"http://www.nj.gov/dcf/families/childcare/centers/14KID0018dec2014.pdf";
"14KID0018";"2014 - June";"http://www.nj.gov/dcf/families/childcare/centers/14KID0018jun2014.pdf";
"12KID0007";"2018 - April";"http://www.nj.gov/dcf/families/childcare/centers/12KID0007apr2018.pdf";
"12KID0007";"2017 - April";"http://www.nj.gov/dcf/families/childcare/centers/12KID0007apr2017.pdf";
"12KID0007";"2016 - February";"http://www.nj.gov/dcf/families/childcare/centers/12KID0007feb2016.pdf";
"12KID0007";"2015 - April";"http://www.nj.gov/dcf/families/childcare/centers/12KID0007apr2015.pdf";
"12KID0007";"2014 - October";"http://www.nj.gov/dcf/families/childcare/centers/12KID0007oct2014.pdf";
"12KID0007";"2014 - February";"http://www.nj.gov/dcf/families/childcare/centers/12KID0007feb2014.pdf";
81000071;"2017 - August";"http://www.nj.gov/dcf/families/childcare/centers/081000071aug2017.pdf";
81000071;"2016 - March";"http://www.nj.gov/dcf/families/childcare/centers/081000071mar2016.pdf";
81000071;"2015 - January";"http://www.nj.gov/dcf/families/childcare/centers/081000071jan2015.pdf";
81000071;"2014 - March";"http://www.nj.gov/dcf/families/childcare/centers/081000071mar2014.pdf";
"14KID0007";"2018 - July";"http://www.nj.gov/dcf/families/childcare/centers/14KID0007jul2018.pdf";
"14KID0007";"2017 - December";"http://www.nj.gov/dcf/families/childcare/centers/14KID0007dec2017.pdf";
"14KID0007";"2016 - November";"http://www.nj.gov/dcf/families/childcare/centers/14KID0007nov2016.pdf";
"14KID0007";"2015 - July";"http://www.nj.gov/dcf/families/childcare/centers/14KID0007jul2015.pdf";
"14KID0007";"2014 - June";"http://www.nj.gov/dcf/families/childcare/centers/14KID0007jun2014.pdf";
"14KID0007";"2013 - November";"http://www.nj.gov/dcf/families/childcare/centers/14KID0007nov2013.pdf";
"11KID0012";"2017 - October";"http://www.nj.gov/dcf/families/childcare/centers/11KID0012oct2017.pdf";
"11KID0012";"2016 - August";"http://www.nj.gov/dcf/families/childcare/centers/11KID0012aug2016.pdf";
"11KID0012";"2016 - June";"http://www.nj.gov/dcf/families/childcare/centers/11KID0012jun2016.pdf";
"11KID0012";"2015 - September";"http://www.nj.gov/dcf/families/childcare/centers/11KID0012sep2015.pdf";
"11KID0012";"2015 - February";"http://www.nj.gov/dcf/families/childcare/centers/11KID0012feb2015.pdf";
"11KID0012";"2013 - August";"http://www.nj.gov/dcf/families/childcare/centers/11KID0012aug2013.pdf";
"11KID0004";"2019 - February";"http://www.nj.gov/dcf/families/childcare/centers/11KID0004feb2019.pdf";
"11KID0004";"2018 - April";"http://www.nj.gov/dcf/families/childcare/centers/11KID0004apr2018.pdf";
"11KID0004";"2017 - February";"http://www.nj.gov/dcf/families/childcare/centers/11KID0004feb2017.pdf";
"11KID0004";"2015 - November";"http://www.nj.gov/dcf/families/childcare/centers/11KID0004nov2015.pdf";
"11KID0004";"2014 - March";"http://www.nj.gov/dcf/families/childcare/centers/11KID0004mar2014.pdf";
"11KID0004";"2013 - October";"http://www.nj.gov/dcf/families/childcare/centers/11KID0004oct2013.pdf";
"18JOH0001";"2018 - March";"http://www.nj.gov/dcf/families/childcare/centers/18JOH0001mar2018.pdf";
"18JOH0001";"2017 - May";"http://www.nj.gov/dcf/families/childcare/centers/18JOH0001may2017.pdf";
"18JOH0001";"2015 - December";"http://www.nj.gov/dcf/families/childcare/centers/18JOH0001dec2015.pdf";
"18JOH0001";"2015 - October";"http://www.nj.gov/dcf/families/childcare/centers/18JOH0001oct2015.pdf";
"18JOH0001";"2015 - April";"http://www.nj.gov/dcf/families/childcare/centers/18JOH0001apr2015.pdf";
"18JOH0001";"2013 - October";"http://www.nj.gov/dcf/families/childcare/centers/18JOH0001oct2013.pdf";
140500176;"2018 - September";"http://www.nj.gov/dcf/families/childcare/centers/140500176sep2018.pdf";
140500176;"2017 - March";"http://www.nj.gov/dcf/families/childcare/centers/140500176mar2017.pdf";
140500176;"2016 - February";"http://www.nj.gov/dcf/families/childcare/centers/140500176feb2016.pdf";
140500176;"2014 - July";"http://www.nj.gov/dcf/families/childcare/centers/140500176jul2014.pdf";
141000099;"2018 - February";"http://www.nj.gov/dcf/families/childcare/centers/141000099feb2018.pdf";
141000099;"2017 - July";"http://www.nj.gov/dcf/families/childcare/centers/141000099jul2017.pdf";
141000099;"2016 - March";"http://www.nj.gov/dcf/families/childcare/centers/141000099mar2016.pdf";
