"FacilityId";"Name";"Type";"Address";"City";"State";"Zip";"Phone";"Capacity";"Accepts Vouchers";"CACFP";"Infant";"Toddler";"Pre-School";"School Age";"Quality Rating";"Accreditation Type";"Expiration Date";"Schedule";"Monday";"Tuesday";"Wednesday";"Thursday";"Friday";"Saturday";"Sunday";"Other Hours";"License Type";"License Definition";"License Begin Date";"License Expiration Date"
2744;"The Montessori School of Washington";"CDC (Child Development Center)";"4380 MacArthur BLVD, NW, Unit 200";"Washington";"D.C.";20007;"(202) 338-1557";32;;;"No";"Yes";"Yes";"No";"N/A";;;"All Year";"8:15AM - 6:00PM";"8:15AM - 6:00PM";"8:15AM - 6:00PM";"8:15AM - 6:00PM";"8:15AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Aug 21, 2019";"Aug 31, 2022"
1875;"The River School, Inc.";"CDC (Child Development Center)";"4880 MacArthur BLVD, NW";"Washington";"D.C.";20007;"(202) 337-3554";204;;;"Yes";"Yes";"Yes";"Yes";"N/A";;;"All Year";"8:00AM - 8:00PM";"8:00AM - 8:00PM";"8:00AM - 8:00PM";"8:00AM - 8:00PM";"8:00AM - 8:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Feb 01, 2018";"Feb 28, 2021"
1824;"Aidan Montessori School";"CDC (Child Development Center)";"2700 27th ST, NW";"Washington";"D.C.";20008;"(202) 387-2700";130;;;"No";"Yes";"Yes";"Yes";"N/A";"AMI";;"School Year";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Jan 08, 2018";"Jan 31, 2021"
1837;"Auguste Montessori School";"CDC (Child Development Center)";"3600 Everett ST, NW";"Washington";"D.C.";20008;"(202) 237-1788";30;;;"No";"Yes";"Yes";"Yes";"N/A";;;"School Year";"8:00AM - 3:30PM";"8:00AM - 3:30PM";"8:00AM - 3:30PM";"8:00AM - 3:30PM";"8:00AM - 3:30PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Aug 09, 2018";"Nov 30, 2020"
1794;"Gan HaYeled @ Adas Israel Congregation";"CDC (Child Development Center)";"2850 Quebec ST, NW";"Washington";"D.C.";20008;"(202) 362-4491";175;;;"No";"Yes";"Yes";"No";"N/A";"NAEYC";"Aug 01, 2018";"All Year";"8:00AM - 8:00PM";"8:00AM - 8:00PM";"8:00AM - 8:00PM";"8:00AM - 8:00PM";"8:00AM - 8:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Dec 14, 2017";"Dec 31, 2020"
1894;"Kids Corner Daycare, Inc";"CDC (Child Development Center)";"2200 California ST, NW";"Washington";"D.C.";20008;"(202) 797-1555";80;1;;"Yes";"Yes";"Yes";"Yes";"Quality";"NAEYC Accreditation";"Feb 01, 2020";"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Nov 27, 2017";"Nov 29, 2020"
1976;"National Child Research Center";"CDC (Child Development Center)";"3209 Highland PL, NW";"Washington";"D.C.";20008;"(202) 363-8777";139;;;"No";"No";"Yes";"No";"N/A";"NAEYC";"Jun 01, 2023";"All Year";"8:00AM - 5:00PM";"8:00AM - 5:00PM";"8:00AM - 5:00PM";"8:00AM - 5:00PM";"8:00AM - 5:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"May 01, 2019";"Dec 31, 2020"
1753;"Saint Paul's Lutheran Church";"CDC (Child Development Center)";"3600 Ellicott ST, NW";"Washington";"D.C.";20008;"(202) 966-0214";40;;;"No";"Yes";"Yes";"Yes";"N/A";;;"School Year";"8:30AM - 3:00PM";"8:30AM - 3:00PM";"8:30AM - 3:00PM";"8:30AM - 3:00PM";"8:30AM - 3:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Dec 07, 2017";"Dec 31, 2020"
1890;"The Franklin Montessori School";"CDC (Child Development Center)";"4473 Connecticut AVE, NW";"Washington";"D.C.";20008;"(202) 966-7747";216;;;"Yes";"Yes";"Yes";"No";"N/A";;;"School Year";"7:30AM - 6:00PM";"7:30AM - 6:00PM";"7:30AM - 6:00PM";"7:30AM - 6:00PM";"7:30AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"May 12, 2017";"May 31, 2020"
1958;"Apple Tree ELPCS Before And After Program";"CDC (Child Development Center)";"2750 14th ST, NW";"Washington";"D.C.";20009;"(202) 667-9490";108;1;;"No";"No";"Yes";"No";"Quality";;;"School Year";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Aug 11, 2017";"Aug 31, 2020"
1818;"Centronia";"CDC (Child Development Center)";"1420 Columbia RD, NW";"Washington";"D.C.";20009;"(202) 332-4200";400;1;1;"Yes";"Yes";"Yes";"Yes";"Quality";"NAEYC";"Jul 01, 2018";"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Oct 20, 2018";"Jan 31, 2021"
2568;"CentroNIa @ Cardozo High School";"CDC (Child Development Center)";"1200 Clifton ST, NW";"Washington";"D.C.";20009;"(202) 332-4200";15;1;;"Yes";"Yes";"No";"No";"Quality";;;"School Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Feb 16, 2018";"Nov 30, 2020"
2728;"Creative Minds Child Care";"CDC (Child Development Center)";"1308 Cliffton ST, NW";"Washington";"D.C.";20009;"(202) 599-3411";25;;;"Yes";"Yes";"Yes";"No";"N/A";;;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Aug 09, 2019";"Aug 31, 2022"
1901;"David's Stars Child Development Center";"CDC (Child Development Center)";"2711 Ontario RD, NW";"Washington";"D.C.";20009;"(202) 232-2732";31;1;;"Yes";"Yes";"Yes";"Yes";"Quality";"NAEYC";"Nov 01, 2016";"All Year";"7:00AM - 12:00PM";"7:00AM - 12:00PM";"7:00AM - 12:00PM";"7:00AM - 12:00PM";"7:00AM - 12:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Jun 07, 2017";"Jun 30, 2020"
1729;"Easter Seals Serving DC/MD/VA Inc";"CDC (Child Development Center)";"2800 13th ST, NW, BLDG 202";"Washington";"D.C.";20009;"(202) 387-4434 x104";96;1;1;"Yes";"Yes";"Yes";"No";"Quality";"NAEYC";"Sep 01, 2021";"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Jul 15, 2017";"Jul 31, 2020"
2575;"Edward C. Mazique @ Tyler House";"CDC (Child Development Center)";"1200 North Capitol ST, NW";"Washington ";"D.C.";20009;"(202) 462-3375";24;1;;"Yes";"Yes";"No";"No";"Quality";;;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Jan 05, 2018";"Jan 31, 2021"
1902;"Edward C. Mazique Parent Child Center";"CDC (Child Development Center)";"2000 14th ST, NW";"Washington";"D.C.";20009;"(202) 552-2601";24;1;1;"Yes";"Yes";"Yes";"No";"Quality";"NAEYC";;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Jan 22, 2018";"Jan 31, 2021"
1795;"Edward C. Mazique Parent Child Center, Inc.";"CDC (Child Development Center)";"1719 13th ST, NW";"Washington";"D.C.";20009;"(202) 462-3375";176;1;1;"Yes";"Yes";"Yes";"No";"Quality";"NAYEC";;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Jun 14, 2019";"Dec 31, 2020"
2740;"Floricelda M. Avila De Alvarez";"CDX (Child Development Home Expanded)";"1847 Mintwood PL, NW";"Washington";"D.C.";20009;"(202) 734-2149";9;;;"Yes";"Yes";"Yes";"No";"N/A";;;"All Year";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Oct 15, 2019";"Oct 31, 2022"
2160;"Future Leaders Academy @ YMCA Anthony Bowen";"CDC (Child Development Center)";"1325 W ST, NW";"Washington";"D.C.";20009;"(202) 232-6936";50;;;"No";"Yes";"Yes";"No";"N/A";;;"All Year";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Aug 07, 2017";"Aug 31, 2020"
1984;"Jubilee Jumpstart";"CDC (Child Development Center)";"2525 Ontario RD, NW";"Washington";"D.C.";20009;"(202) 506-4607";50;1;1;"Yes";"Yes";"Yes";"No";"Quality";"NAEYC";"Mar 01, 2024";"All Year";"7:30AM - 6:00AM";"7:30AM - 6:00AM";"7:30AM - 6:00AM";"7:30AM - 6:00AM";"7:30AM - 6:00AM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Nov 22, 2017";"Nov 30, 2020"
2503;"Julie A. Lujan";"CDH (Child Development Home)";"1761 Lanier PL, NW";"Washington";"D.C.";20009;"(202) 232-2926";6;;;"Yes";"Yes";"No";"No";"N/A";;;"All Year";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Apr 05, 2017";"Apr 30, 2020"
2615;"KinderCare Education Champions LLC @ Cooke Elementary";"CDC (Child Development Center)";"2525 17th ST, NW";"Washington ";"D.C.";20009;"(202) 904-8131";150;1;;"No";"No";"Yes";"Yes";"Developing";;;"All Year";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Sep 06, 2017";"Sep 30, 2020"
2066;"Lanier Lullabies Child Development Center";"CDC (Child Development Center)";"1844 Columbia RD, NW";"Washington";"D.C.";20009;"(202) 525-1556";22;;;"Yes";"Yes";"Yes";"Yes";"N/A";;;"All Year";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"May 02, 2017";"May 31, 2020"
1808;"Little Flower Montessori School";"CDC (Child Development Center)";"3029 16th ST, NW";"Washington";"D.C.";20009;"(202) 667-6803";20;;;"No";"No";"Yes";"No";"N/A";;;"All Year";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Feb 28, 2018";"Feb 28, 2021"
2698;"Martha's Table Maycroft Early Learning Center";"CDC (Child Development Center)";"1474 Columbia RD, NW";"Washigton";"D.C.";20009;"(202) 808-8002";40;1;;"Yes";"Yes";"Yes";"No";"Preliminary";;;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Feb 19, 2019";"Feb 28, 2022"
2116;"Semillitas Child Development Center";"CDC (Child Development Center)";"2100 New Hampshire AVE, NW";"Washington";"D.C.";20009;"(202) 588-0035";25;1;;"Yes";"Yes";"Yes";"No";"Developing";;;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Aug 31, 2017";"Aug 31, 2020"
2256;"The Clark Inn of Samaritan Inns, Inc";"CDC (Child Development Center)";"1422 Harvard ST, NW";"Washington";"D.C.";20009;"(202) 234-0904";21;1;;"Yes";"Yes";"Yes";"No";"Developing";;;"All Year";"8:00AM - 5:00PM";"8:00AM - 5:00PM";"8:00AM - 5:00PM";"8:00AM - 5:00PM";"8:00AM - 5:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Feb 28, 2018";"Feb 28, 2021"
2700;"UPO @ Marie Reed Elementary School";"CDC (Child Development Center)";"2195 Champlain ST, NW";"Washington";"D.C.";20009;"(202) 238-4686";16;1;;"Yes";"Yes";"No";"No";"Preliminary";;;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Mar 26, 2019";"Mar 31, 2022"
2602;"Alba Turcios/Albina's Child Development Home";"CDX (Child Development Home Expanded)";"3229 18th ST, NW";"Washington";"D.C.";20010;"(202) 560-0579";9;;;"Yes";"Yes";"No";"No";"Preliminary";;;"All Year";"7:30AM - 6:00PM";"7:30AM - 6:00PM";"7:30AM - 6:00PM";"7:30AM - 6:00PM";"7:30AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Jul 25, 2018";"Jul 31, 2021"
2259;"Barbara Chamber Children's Center #3 @Dance Institute";"CDC (Child Development Center)";"3400 14th ST, NW";"Washington";"D.C.";20010;"(202) 518-0466";73;1;;"Yes";"Yes";"Yes";"No";"Quality";"NAEYC";"Dec 01, 2023";"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Jun 21, 2019";"Mar 31, 2020"
2000;"Barbara Chambers Children's Center";"CDC (Child Development Center)";"1470 Irving ST, NW";"Washington";"D.C.";20010;"(202) 387-6755 x118";242;1;1;"Yes";"Yes";"Yes";"Yes";"Quality";"NAEYC";"Dec 01, 2023";"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Aug 15, 2018";"Mar 31, 2020"
1932;"Bell Teen Parent & Child Development";"CDC (Child Development Center)";"3101 16th ST, NW";"Washington";"D.C.";20010;"(202) 939-7700 x5099";44;1;;"Yes";"Yes";"Yes";"No";"Quality";"NAEYC";"Dec 01, 2020";"All Year";"6:30AM - 4:30PM";"6:30AM - 4:30PM";"6:30AM - 4:30PM";"6:30AM - 4:30PM";"6:30AM - 4:30PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Oct 31, 2017";"Oct 31, 2020"
2668;"Elsa Gaiem";"CDX (Child Development Home Expanded)";"3547 Hertford PL, NW";"Washington";"D.C.";20010;"(202) 986-8948";9;1;;"Yes";"Yes";"Yes";"No";"Quality";;;"All Year";"7:00AM - 6:00AM";"7:00AM - 6:00AM";"7:00AM - 6:00AM";"7:00AM - 6:00AM";"7:00AM - 6:00AM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Jun 19, 2018";"Jun 30, 2021"
2670;"Ideal Child Care Development Center IV";"CDC (Child Development Center)";"805 Rock Creek Church RD, NW";"Washington";"D.C.";20010;"(202) 722-0633";16;1;;"No";"No";"Yes";"No";"Quality";;;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Jul 06, 2019";"Jun 30, 2021"
2667;"KinderCare Champions @ Tubman";"CDC (Child Development Center)";"3101 13th ST, NW";"Washington ";"D.C.";20010;"(301) 237-2005";98;1;;"No";"No";"Yes";"Yes";"Developing";;;"School Year";"6:30AM - 6:30AM";"6:30AM - 6:30AM";"6:30AM - 6:30AM";"6:30AM - 6:30AM";"6:30AM - 6:30AM";"CLOSED";"CLOSED";"6:30-8:30/ 3:30-6:30";"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Aug 17, 2018";"Aug 31, 2021"
2547;"KinderCare Education Champions LLC @ Bruce Monroe Elementary School";"CDC (Child Development Center)";"3560 Warder ST, NW";"Washington ";"D.C.";20010;"(301) 891-1145";200;1;;"No";"No";"No";"Yes";"Developing";;;"School Year";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Oct 16, 2017";"Aug 31, 2020"
2681;"KinderCare Education Champions, LLC @ Bancroft";"CDC (Child Development Center)";"1755 Newton ST, NW";"Washington";"D.C.";20010;"(301) 237-2005";183;1;;"No";"No";"Yes";"Yes";"Preliminary";;;"School Year";"3:00PM - 6:00PM";"3:00PM - 6:00PM";"3:00PM - 6:00PM";"3:00PM - 6:00PM";"3:00PM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Sep 05, 2019";"Sep 30, 2021"
1821;"La Petite Academy, Inc.";"CDC (Child Development Center)";"1 Michigan AVE, NW";"Washington";"D.C.";20010;"(202) 986-5738";144;;;"Yes";"Yes";"Yes";"No";"N/A";;;"All Year";"6:30AM - 7:00PM";"6:30AM - 7:00PM";"6:30AM - 7:00PM";"6:30AM - 7:00PM";"6:30AM - 7:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Jan 04, 2018";"Jan 31, 2021"
2512;"Maria Paola Miranda @ Washington Family CDH";"CDH (Child Development Home)";"1527 Park RD, NW, APT 102";"Washington";"D.C.";20010;"(202) 735-8082";6;;;"Yes";"Yes";"No";"No";"N/A";;;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Oct 26, 2017";"Oct 31, 2020"
2706;"Prep Enrichment Center";"CDC (Child Development Center)";"1604 Park RD, NW";"Washington";"D.C.";20010;"(202) 506-4394";34;;;"Yes";"Yes";"Yes";"No";"N/A";;;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Jun 14, 2019";"Jun 30, 2022"
1780;"Preparatory School For Early Learning";"CDC (Child Development Center)";"3220 17th ST, NW";"Washington";"D.C.";20010;"(202) 462-6835";28;;1;"Yes";"Yes";"No";"No";"N/A";;;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Oct 04, 2017";"Oct 31, 2020"
1925;"Rosemount Center";"CDC (Child Development Center)";"2000 Rosemount AVE, NW";"Washington";"D.C.";20010;"(202) 265-9885";163;1;;"Yes";"Yes";"Yes";"No";"Quality";"NAEYC";"Jun 01, 2024";"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Sep 09, 2019";"Dec 31, 2020"
2091;"The Ideal Child Care Development Center II";"CDC (Child Development Center)";"801 Rock Creek Church RD, NW";"Washington";"D.C.";20010;"(202) 722-0633";48;1;;"Yes";"Yes";"Yes";"No";"Quality";"NAEYC";"Oct 01, 2020";"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Nov 20, 2017";"Oct 31, 2020"
1986;"Woodbridge Day Care Center III";"CDC (Child Development Center)";"424 Irving ST, NW";"Washington";"D.C.";20010;"(202) 370-6288";27;1;1;"Yes";"Yes";"Yes";"No";"Developing";;;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Nov 02, 2018";"Apr 30, 2021"
1939;"2 New Heights Child Development Center";"CDC (Child Development Center)";"4124 3rd ST, NW";"Washington";"D.C.";20011;"(202) 726-1999";24;1;;"Yes";"Yes";"Yes";"No";"Quality";"NAEYC";"Jul 01, 2022";"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Aug 31, 2017";"Aug 31, 2020"
2030;"ABC Child Development Center";"CDC (Child Development Center)";"32 Grant Circle, NW";"Washington";"D.C.";20011;"(202) 829-8444";205;1;1;"Yes";"Yes";"Yes";"Yes";"Developing";;;"All Year";"7:00AM - 6:30PM";"7:00AM - 6:30PM";"7:00AM - 6:30PM";"7:00AM - 6:30PM";"7:00AM - 6:30PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Jan 18, 2018";"Jan 31, 2021"
2508;"Ada Masin Guzman";"CDH (Child Development Home)";"305 Hamilton ST, NW, Apt # 4";"Washington";"D.C.";20011;"(202) 425-9027";5;1;;"Yes";"Yes";"No";"No";"Developing";;;"All Year";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"8:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Jun 30, 2017";"Jun 30, 2020"
1738;"Adventureland Day Nursery # 1";"CDC (Child Development Center)";"4015 Kansas AVE, NW";"Washington";"D.C.";20011;"(202) 722-0828";61;1;1;"Yes";"Yes";"Yes";"Yes";"Quality";"NAEYC";"Dec 01, 2020";"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Oct 25, 2017";"Oct 31, 2020"
1955;"Adventureland Day Nursery II";"CDC (Child Development Center)";"1109 Buchanan ST, NW";"Washington";"D.C.";20011;"(202) 722-0801";20;1;;"No";"Yes";"Yes";"No";"Quality";"NAEYC";"Dec 01, 2020";"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Oct 07, 2017";"Oct 31, 2020"
1938;"Amazing Life Games Preschool";"CDC (Child Development Center)";"4300 16th ST, NW";"Washington";"D.C.";20011;"(202) 265-0114";35;;;"No";"No";"Yes";"No";"N/A";;;"All Year";"8:30AM - 6:00PM";"8:30AM - 6:00PM";"8:30AM - 6:00PM";"8:30AM - 6:00PM";"8:30AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Oct 23, 2017";"Oct 31, 2020"
2416;"Ana Maria Lora/Bilingual Ia-s Nest";"CDH (Child Development Home)";"1353 Tuckerman ST, NW";"Washington";"D.C.";20011;"(202) 641-2993";6;;;"Yes";"Yes";"Yes";"No";"N/A";;;"All Year";"7:30AM - 6:00PM";"7:30AM - 6:00PM";"7:30AM - 6:00PM";"7:30AM - 6:00PM";"7:30AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"Dec 28, 2017";"Dec 31, 2020"
2571;"Bambino Kids Daycare Inc.";"CDC (Child Development Center)";"3919 14th ST, NW";"Washington ";"D.C.";20011;"(202) 600-1711";14;;;"Yes";"Yes";"No";"No";"N/A";;;"All Year";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"CLOSED";"CLOSED";;"Full License";"A full license is issued when an applicant has demonstrated substantial compliance with the child development facilities regulations.";"May 11, 2018";"Dec 31, 2020"
