"ProviderID";"Name";"Type";"PTQ Level";"State";"County";"City";"ZIP";"Address";"Status";"License Start Date";"License End Date";"License Status";"Child Care Ages";"Capacity";"Accreditations";"Programs";"Applicants";"Phone";"Sunday";"Monday";"Tuesday";"Wednesday";"Thursday";"Friday";"Saturday"
166793;"Little Explorers";"Licensed Home";1;"IN";"GREENE";;47424;;"Open";"1/11/2021";"9/30/2021";"Regular";"Infant-Twelve";12;;"CCDF Provider";"GInger VanDeventer";"812-384-8724";;"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";
165777;"Bloomington Developmental Learning Center";"Licensed Center";3;"IN";"MONROE";"Bloomington";47401;"1807 South Highland";"Open";"7/1/2020";"3/31/2022";"Regular";"Infant; Toddler; Two-Thirteen";143;;"CCDF Provider; On My Way Pre-K";"Katy New";"812-336-6600";;"7:30 AM-6:00 PM";"7:30 AM-6:00 PM";"7:30 AM-6:00 PM";"7:30 AM-6:00 PM";"7:30 AM-6:00 PM";
169122;"Imagine Daycare";"Licensed Home";3;"IN";"MONROE";;47401;;"Open";"10/1/2019";"9/30/2021";"Regular";"Infant-Thirteen";16;;"CCDF Provider";"Sara McGaha";"812-339-4769";;"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";
168643;"Faith Lutheran Preschool and Christian Child Care";"Unlicensed Registered Ministry";;"IN";"MONROE";"Bloomington";47401;"2200 South High Street";"Open";"4/1/2021";"3/31/2023";"Registration";;;;;"Faith Lutheran Church, Inc.";"812-334-2209";;"7:45 AM-5:00 PM";"7:45 AM-5:00 PM";"7:45 AM-5:00 PM";"7:45 AM-5:00 PM";"7:45 AM-5:00 PM";
168792;"Childs Elementary";"Unlicensed CCDF Certified Center/School";;"IN";"MONROE";"Bloomington";47401;"2211 S High St (A)";"Open";"5/6/2021";"6/30/2022";"CCDF Certified";;;;"CCDF Provider";"Monroe County Community School Corporation";"812-330-7702";;"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";
168565;"Childs Elementary - Early Learning";"Unlicensed CCDF Certified Center/School";3;"IN";"MONROE";"Bloomington";47401;"2211 S. High St. (B)";"Open";"10/28/2020";"12/31/2021";"CCDF Certified";;;;"CCDF Provider; On My Way Pre-K";"Monroe County Community School Corporation";"812-330-7756";;"8:45 AM-3:45 PM";"8:45 AM-3:45 PM";"8:45 AM-3:45 PM";"8:45 AM-3:45 PM";"8:45 AM-3:45 PM";
167760;"Crossroads Daycare Ministry";"Unlicensed Registered Ministry";;"IN";"LAWRENCE";"Avoca";47420;"5000 North Highway 37";"Open";"7/1/2020";"6/30/2022";"Registration";;;;;"Crossroads Community Church";"812-279-0131";;"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";
169374;"KidAngles : The Early Education School (1412)";"Licensed Home";1;"IN";"MONROE";;47401;;"Open";"4/1/2021";"3/31/2023";"Regular";"Infant-Thirteen";16;;"CCDF Provider";"Noel Hanson";"812-333-5639";;"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";
166365;"Rise and Shine Child Care";"Licensed Home";1;"IN";"MONROE";;47401;;"Open";"12/9/2020";"3/31/2022";"Regular";"Infant-Twelve";12;;"CCDF Provider";"Middle Way House";"812-333-7404";;"7:00 AM-6:00 PM";"7:00 AM-6:00 PM";"7:00 AM-6:00 PM";"7:00 AM-6:00 PM";"7:00 AM-6:00 PM";
166539;"Rise and Shine Child Care";"Licensed Home";1;"IN";"MONROE";;47401;;"Open";"12/9/2020";"6/30/2022";"Regular";"Infant-Twelve";12;;"CCDF Provider";"Middle Way House";"812-333-7404";;"7:00 AM-6:00 PM";"7:00 AM-6:00 PM";"7:00 AM-6:00 PM";"7:00 AM-6:00 PM";"7:00 AM-6:00 PM";
166964;"KidAngles : The Early Education School";"Licensed Home";3;"IN";"MONROE";;47401;;"Open";"7/1/2021";"6/30/2023";"Regular";"Infant-Twelve";16;;"CCDF Provider";"Noel Hanson";"812-333-5639";;"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";
168745;"Kid Angles: The Early Education School";"Licensed Center";3;"IN";"MONROE";"Bloomington";47401;"1500 East Hillside Drive";"Open";"4/1/2021";"3/31/2023";"Regular";"Toddler; Two-Twelve";64;;"CCDF Provider";"Noel Hanson";"812-333-5639";;"7:00 AM-4:30 PM";"7:00 AM-4:30 PM";"7:00 AM-4:30 PM";"7:00 AM-4:30 PM";"7:00 AM-4:30 PM";
490432;"Fairview Elementary - Early Learning";"Unlicensed CCDF Certified Center/School";3;"IN";"MONROE";"Bloomington";47404;"500 West 7th St (A)";"Open";"10/29/2020";"12/31/2021";"CCDF Certified";;;;"CCDF Provider; On My Way Pre-K";"Monroe County Community School Corporation";"812-330-7732";;"8:45 AM-3:45 PM";"8:45 AM-3:45 PM";"8:45 AM-8:45 PM";"8:45 AM-3:45 PM";"8:45 AM-3:45 PM";
578777;"SCCAP Head Start Villages";"Licensed Center";;"IN";"MONROE";"Bloomington";47404;"2531 N Smith Pike Road";"Open";"4/1/2021";"12/31/2021";"Regular";"Infant-30 Months; Toddler-Three; Three-Five";107;;;"Ashley Hayworth";"812-334-8350";;"8:00 AM-4:00 PM";"8:00 AM-4:00 PM";"8:00 AM-4:00 PM";"8:00 AM-4:00 PM";"8:00 AM-4:00 PM";
166196;"SCCAP Head Start Lindbergh Center";"Licensed Center";4;"IN";"MONROE";"Bloomington";47404;"1502 West 15th Street";"Open";"1/1/2021";"12/31/2022";"Regular";"Three-Five";80;"National Association for the Education of Young Children (NAEYC)";"CCDF Provider";"Ashley Hayworth";"812-339-3447";;"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";
578776;"SCCAP Head Start FUMC";"Licensed Center";1;"IN";"MONROE";"Bloomington";47408;"219 E 4th Street";"Open";"4/1/2021";"12/31/2021";"Regular";"Three-Five";60;;;"Ashley Hayworth";"812-334-8350";;;"9:00 AM-3:00 PM";"9:00 AM-3:00 PM";"9:00 AM-3:00 PM";"9:00 AM-3:00 PM";
530468;"Korra Bells Playhouse";"Licensed Home";;"IN";"MONROE";;47404;;"Open";"7/1/2020";"9/30/2021";"Regular";"Infant-Thirteen";16;;"CCDF Provider";"Denise Teran";"812-219-3947";;"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";
576924;"Grace Baptist Preschool";"Unlicensed Registered Ministry";;"IN";"MONROE";"Bloomington";47404;"2320 North Smith Pike";"Open";"9/17/2020";"3/31/2022";"Registration";;;;;"GRACE BAPTIST TEMPLE";"812-336-3049";;"6:45 AM-5:30 PM";"6:45 AM-5:30 PM";"6:45 AM-5:30 PM";"6:45 AM-5:30 PM";"6:45 AM-5:30 PM";
169550;"Compass Early Learning Center - North";"Licensed Center";3;"IN";"MONROE";"Bloomington";47404;"827 West 14th Court";"Open";"7/1/2020";"6/30/2022";"Regular";"Toddler-Two; Three-Twelve";84;;"CCDF Provider; On My Way Pre-K";"Brittney Denton";"812-339-3429";;"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";
366567;"Bloomington Center for Global Children (BCGC)";"Licensed Center";3;"IN";"MONROE";"Bloomington";47404;"1111 N Walnut St";"Open";"4/1/2021";"3/31/2023";"Regular";"Infant-Toddler; Two-Twelve";76;;"CCDF Provider; On My Way Pre-K";"Francisca Decker";"812-961-0904";;"7:45 AM-5:30 PM";"7:45 AM-5:30 PM";"7:45 AM-5:30 PM";"7:45 AM-5:30 PM";"7:45 AM-5:30 PM";
167240;"Growing Hearts Daycare & Preschool Ministry";"Unlicensed Registered Ministry";;"IN";"MONROE";"Bloomington";47404;"6287 West Ratliff Road";"Open";"4/1/2021";"3/31/2023";"Registration";;;;;"Zion Community Church of the Nazarene";"812-876-2700";;"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";
169303;"CARRIE'S LITTLE ANGELS";"Licensed Home";1;"IN";"MONROE";;47404;;"Open - Enforcement Pending";"10/1/2020";"9/30/2022";"Regular";"Infant-Twelve";10;;"CCDF Provider";"CARRIE WALLS";"812-876-7584";;"6:00 AM-5:00 PM";"6:00 AM-5:00 PM";"6:00 AM-5:00 PM";"6:00 AM-5:00 PM";"6:00 AM-5:00 PM";
166595;"Binford Elementary - Early Learning";"Unlicensed CCDF Certified Center/School";3;"IN";"MONROE";"Bloomington";47401;"2300 E 2nd St (A)";"Open";"11/12/2020";"12/31/2021";"CCDF Certified";;;;"CCDF Provider; On My Way Pre-K";"Monroe County Community School Corporation";"812-330-7741";;"8:45 AM-3:45 PM";"8:45 AM-3:45 PM";"8:45 AM-3:45 PM";"8:45 AM-3:45 PM";"8:45 AM-3:45 PM";
168420;"Binford Elementary School";"Unlicensed CCDF Certified Center/School";;"IN";"MONROE";"Bloomington";47401;"2300 E 2nd Street (B)";"Open";"4/15/2021";"6/30/2022";"CCDF Certified";;;;"CCDF Provider";"Monroe County Community School Corporation";"812-330-7702";;"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";
170309;"Rogers Elementary School";"Unlicensed CCDF Certified Center/School";;"IN";"MONROE";"Bloomington";47401;"2200 E. Second Street";"Open";"4/15/2021";"6/30/2022";"CCDF Certified";;;;"CCDF Provider";"Monroe County Community School Corporation";"812-330-7702";;"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";
168985;"Little Tidbit Daycare and Preschool";"Licensed Home";1;"IN";"MONROE";;47401;;"Open";"7/1/2020";"6/30/2022";"Regular";"Infant-Twelve";16;;"CCDF Provider";"Sally Thompson";"812-333-7706";;"5:00 AM-6:00 PM";"5:00 AM-6:00 PM";"5:00 AM-6:00 PM";"5:00 AM-6:00 PM";"5:00 AM-6:00 PM";
170044;"St. Charles Daycare Ministry";"Unlicensed Registered Ministry";;"IN";"MONROE";"Bloomington";47401;"2224 East Third Street ";"Open";"7/1/2020";"6/30/2022";"Registration";;;;;"St. Charles Borromeo Catholic Church";"812-336-5853";;"7:30 AM-5:30 PM";"7:30 AM-5:30 PM";"7:30 AM-12:00 PM";"7:30 AM-5:30 PM";"7:30 AM-5:30 PM";
609871;"Davis Daycare";"Licensed Home";;"IN";"MONROE";;47404;;"Open";"4/7/2021";"9/30/2021";"Provisional";"Infant-Thirteen";10;;;"Leslie Davis";"812-325-6290";;"7:30 AM-5:30 PM";"7:30 AM-5:30 PM";"7:30 AM-5:30 PM";"7:30 AM-5:30 PM";"7:30 AM-5:30 PM";
168601;"Arlington Heights Elementary";"Unlicensed CCDF Certified Center/School";;"IN";"MONROE";"Bloomington";47404;"700 W Parrish Road (A)";"Open";"4/29/2021";"6/30/2022";"CCDF Certified";;;;"CCDF Provider";"Monroe County Community School Corporation";"812-330-7702";;"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";
170047;"Arlington Heights Elementary - Early Learning";"Unlicensed CCDF Certified Center/School";3;"IN";"MONROE";"Bloomington";47404;"700 West Parrish Rd (B)";"Open";"10/29/2020";"12/31/2021";"CCDF Certified";;;;"CCDF Provider; On My Way Pre-K";"Monroe County Community School Corporation";"812-330-7753";;"8:45 AM-3:45 PM";"8:45 AM-3:45 PM";"8:45 AM-3:45 PM";"8:45 AM-3:45 PM";"8:45 AM-3:45 PM";
414082;"SCCAP Head Start First United";"Licensed Center";3;"IN";"MONROE";"Bloomington";47401;"2420 E 3rd St";"Open";"1/1/2021";"12/31/2022";"Regular";"Three-Five";77;;"CCDF Provider; On My Way Pre-K";"Ashley Hayworth";"812-339-3447";;"8:30 AM-3:30 PM";"8:30 AM-3:30 PM";"8:30 AM-3:30 PM";"8:30 AM-3:30 PM";;
168950;"Sandy's Kid's Child Care";"Licensed Home";3;"IN";"MONROE";;47404;;"Open";"7/1/2020";"12/31/2021";"Regular";"Infant-Thirteen";12;;"CCDF Provider; On My Way Pre-K";"Sandra Chuke";"812-360-4903";;"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";"6:30 AM-5:30 PM";
168719;"Campus View Child Care Center";"Licensed Center";4;"IN";"MONROE";"Bloomington";47408;"800 North Union Street   #009";"Open";"4/1/2021";"3/31/2023";"Regular";"Infant; Toddler; Two-Six";43;;"CCDF Provider";"Linda Fields";"812-855-3286";;"8:00 AM-4:00 PM";"8:00 AM-4:00 PM";"8:00 AM-4:00 PM";"8:00 AM-4:00 PM";"8:00 AM-4:00 PM";
166250;"Hoosier Hills Childcare Center";"Licensed Center";3;"IN";"MONROE";"Bloomington";47404;"3070 Prow Road";"Open";"4/1/2021";"3/31/2023";"Regular";"Infant; Toddler; Two-Five";58;;"CCDF Provider; On My Way Pre-K";"Jillian Hayes";"812-330-7702";;"6:45 AM-5:45 PM";"6:45 AM-5:45 PM";"6:45 AM-5:45 PM";"6:45 AM-5:45 PM";"6:45 AM-5:45 PM";
165976;"Hoosier Courts Nursery School";"Licensed Center";4;"IN";"MONROE";"Bloomington";47408;"1150 North Union Court";"Open";"4/1/2020";"3/31/2022";"Regular";"Three-Twelve";60;"National Association for the Education of Young Children (NAEYC)";"CCDF Provider; On My Way Pre-K";"Joanna Cichocka";"812-855-1091";;"7:30 AM-5:30 PM";"7:30 AM-5:30 PM";"7:30 AM-5:30 PM";"7:30 AM-5:30 PM";"7:30 AM-5:30 PM";
166913;"Indiana University Campus Children's Center";"Licensed Center";4;"IN";"MONROE";"Bloomington";47408;"2613 East 10th Street  ";"Open";"4/1/2020";"3/31/2022";"Regular";"Infant; Toddler; Two-Six";131;"National Association for the Education of Young Children (NAEYC)";"CCDF Provider";"Christin M. Olson";"812-855-0789";;"7:30 AM-5:30 PM";"7:30 AM-5:30 PM";"7:30 AM-5:30 PM";"7:30 AM-5:30 PM";"7:30 AM-5:30 PM";
169927;"Love & Learn Preschool & Daycare";"Licensed Home";3;"IN";"MONROE";;47429;;"Open";"7/1/2020";"6/30/2022";"Regular";"Infant-Thirteen";16;;"CCDF Provider; On My Way Pre-K";"Jeri Selbe";"812-340-3065";;"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";
166800;"Penny Lane East";"Licensed Center";4;"IN";"MONROE";"Bloomington";47408;"107 N Pete Ellis Drive";"Open";"7/1/2020";"6/30/2022";"Regular";"Infant; Toddler; Two-Twelve";103;"National Association for the Education of Young Children (NAEYC)";"CCDF Provider; On My Way Pre-K";"Kelly Sipes";"812-339-3800";;"6:30 AM-6:30 PM";"6:30 AM-6:30 PM";"6:30 AM-6:30 PM";"6:30 AM-6:30 PM";"6:30 AM-6:30 PM";
366449;"Jill's House Intergenerational Preschool";"Licensed Center";3;"IN";"MONROE";"Bloomington";47408;"751 Tamarack Trail";"Open";"4/1/2021";"3/31/2023";"Regular";"Infant; Toddler; Two-Five";63;;"CCDF Provider";"Sienna Kiel-Binder";"812-287-8551";;"8:00 AM-5:30 PM";"8:00 AM-5:30 PM";"8:00 AM-5:30 PM";"8:00 AM-5:30 PM";"8:00 AM-5:30 PM";
167945;"Gan Shalom Preschool";"Unlicensed Registered Ministry";;"IN";"MONROE";"Bloomington";47407;"3750 East Third Street";"Open";"4/1/2021";"3/31/2023";"Registration";;;;;"Congregation Beth Shalom";"812-345-4714";;"8:45 AM-3:00 PM";"8:45 AM-3:00 PM";"8:45 AM-4:00 PM";"8:45 AM-4:00 PM";"8:45 AM-3:00 PM";
529731;"Edgewood Early Childhood Center";"Unlicensed CCDF Certified Center/School";3;"IN";"MONROE";"Bloomington";47404;"7700 W. Reeves Road";"Open";"9/24/2020";"9/30/2021";"CCDF Certified";;;;"CCDF Provider; On My Way Pre-K";"Edgewood Early Childhood Center";"812-876-9600";;"9:00 AM-3:00 PM";"9:00 AM-3:00 PM";"9:00 AM-3:00 PM";"9:00 AM-3:00 PM";"9:00 AM-3:00 PM";
170034;"Little Blessings Daycare and Preschool";"Licensed Home";;"IN";"LAWRENCE";;47451;;"Open";"5/31/2020";"3/31/2022";"Regular";"Infant-Twelve";12;;"CCDF Provider";"Lisa Nolan";"812-391-6493";;"5:30 AM-6:00 PM";"5:30 AM-6:00 PM";"5:30 AM-6:00 PM";"5:30 AM-6:00 PM";"5:30 AM-6:00 PM";
425970;"MONROE CO. JACK AND JILL";"Licensed Home";;"IN";"MONROE";;47429;;"Open";"1/1/2020";"12/31/2021";"Regular";"Infant-Thirteen";16;;"CCDF Provider";"LINDA JACKSON";"812-876-9888";;"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";
169309;"Teeter Totter Child Care";"Licensed Home";1;"IN";"MONROE";;47429;;"Open";"1/1/2021";"12/31/2022";"Regular";"Infant-Thirteen";12;;"CCDF Provider";"Lisa Harden";"812-797-4977";;"5:30 AM-5:30 PM";"5:30 AM-5:30 PM";"5:30 AM-5:30 PM";"5:30 AM-5:30 PM";"5:30 AM-5:30 PM";
425944;"Monroe County Jack and Jill";"Licensed Home";;"IN";"MONROE";;47429;;"Open";"5/31/2020";"3/31/2022";"Regular";"Infant-Thirteen";16;;"CCDF Provider";"Linda Jackson";"812-876-9888";;"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";
169792;"University Elementary - Early Learning";"Unlicensed CCDF Certified Center/School";3;"IN";"MONROE";"Bloomington";47408;"1111 N Russell Rd (B)";"Open";"11/12/2020";"12/31/2021";"CCDF Certified";;;;"CCDF Provider; On My Way Pre-K";"Monroe County Community School Corporation";"812-330-7753";;"8:45 AM-3:45 PM";"8:45 AM-3:45 PM";"8:45 AM-3:45 PM";"8:45 AM-3:45 PM";"8:45 AM-3:45 PM";
168845;"University Elementary School";"Unlicensed CCDF Certified Center/School";;"IN";"MONROE";"Bloomington";47408;"1111 N Russell Rd (A)";"Open";"5/6/2021";"6/30/2022";"CCDF Certified";;;;"CCDF Provider";"Monroe County Community School Corporation";"812-330-7702";;"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";
591112;"SCCAP Head Start RBB";"Licensed Center";;"IN";"MONROE";"Ellettsville";47429;"8045 W State Road 46";"Open";"6/1/2021";"12/31/2021";"Regular";"Three-Five";15;;;"Ashley Hayworth";"812-334-8350";;;"8:00 AM-2:00 PM";"8:00 AM-2:00 PM";"8:00 AM-2:00 PM";"8:00 AM-2:00 PM";
169877;"Marlin Elementary School";"Unlicensed CCDF Certified Center/School";;"IN";"MONROE";"Bloomington";47408;"1655 E Bethel Ln";"Open";"4/30/2021";"6/30/2022";"CCDF Certified";;;;"CCDF Provider";"Monroe County Community School Corporation";"812-330-7702";;"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";
583143;"Big Rock Candy Mountain Childcare and Preschool LLC";"Unlicensed Registered Ministry";;"IN";"LAWRENCE";"Bedford";47421;"4020 16th Street";"Open";"7/1/2021";"6/30/2023";"Registration";;;;;;"812-583-1747";;"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";"6:30 AM-6:00 PM";
166422;"Bedford Head Start Center";"Licensed Center";3;"IN";"LAWRENCE";"Bedford";47421;"710 6th Street";"Open";"1/1/2021";"12/31/2022";"Regular";"Three-Five";96;;;"Debra S Beeler";"812-275-0052";;"8:00 AM-4:30 PM";"8:00 AM-4:30 PM";"8:00 AM-4:30 PM";"8:00 AM-4:30 PM";"8:00 AM-4:30 PM";
534054;"Busy Bee's Childcare LLC";"Licensed Home";;"IN";"LAWRENCE";;47421;;"Open";"7/1/2021";"6/30/2023";"Regular";"Infant-Twelve";12;;"CCDF Provider";"Kyla Terrell";"812-675-9894";;"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";
366671;"JC's Playhouse";"Unlicensed Registered Ministry";;"IN";"LAWRENCE";"Bedford";47421;"541 15th Street";"Open";"7/1/2020";"6/30/2022";"Registration";;;;;"Christ Temple Pentecostal Church/d.b.a Guide Pointe Church";"812-278-7529";;"5:00 AM-6:00 PM";"5:00 AM-6:00 PM";"5:00 AM-6:00 PM";"5:00 AM-6:00 PM";"5:00 AM-6:00 PM";
168321;"Restoration Childcare & Preschool";"Unlicensed Registered Ministry";;"IN";"LAWRENCE";"Bedford";47421;"3203 Washington Avenue";"Open";"7/1/2020";"6/30/2022";"Registration";;;;;"Davis Memorial Church of the Nazarene";"812-329-6019";;"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";"7:00 AM-5:30 PM";
366084;"Calvary Lutheran Preschool";"Unlicensed Registered Ministry";3;"IN";"LAWRENCE";"Bedford";47421;"3705 Austin Drive";"Open";"7/1/2020";"6/30/2022";"Registration";;;;"CCDF Provider; On My Way Pre-K";"Calvary Lutheran Church";"812-275-2519";;"9:00 AM-2:30 PM";"9:00 AM-11:00 AM";"9:00 AM-2:30 PM";"9:00 AM-11:00 AM";"9:00 AM-2:30 PM";
166751;"Grace Child Care Ministry";"Unlicensed Registered Ministry";;"IN";"LAWRENCE";"Bedford";47421;"3802 Kenny Simpson Lane";"Open";"7/1/2020";"6/30/2022";"Registration";;;;;"Grace Full Gospel Church";"812-275-8100";;"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";
168426;"JUST KIDS DAY CARE-BIG TODDLERS";"Licensed Home";2;"IN";"LAWRENCE";;47421;;"Open";"7/1/2020";"6/30/2022";"Regular";"Infant-Twelve";16;;"CCDF Provider";"BELINDA HICKS";"812-583-2080";;"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";
166224;"Where Futures Begin (A)";"Licensed Home";4;"IN";"LAWRENCE";;47421;;"Open";"10/1/2019";"9/30/2021";"Regular";"Infant-Twelve";16;"National Association for Family Child Care (NAFCC)";"CCDF Provider";"Kosharem Jo Scherschel";"812-277-1731";;"6:00 AM-5:15 PM";"6:00 AM-5:15 PM";"6:00 AM-5:15 PM";"6:00 AM-5:15 PM";"6:00 AM-5:15 PM";
168875;"Where Futures Begin (B)";"Licensed Home";3;"IN";"LAWRENCE";;47421;;"Open";"7/1/2021";"6/30/2023";"Regular";"Infant-Twelve";16;;"CCDF Provider";"Kosharem Jo Scherschel";"812-277-1731";;"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";"6:00 AM-5:30 PM";
168039;"Little Lamb Christian Daycare";"Licensed Home";1;"IN";"OWEN";;47460;;"Open";"10/1/2020";"9/30/2022";"Regular";"Infant-Twelve";16;;"CCDF Provider";"Kathryn Stivers";"812-360-3695";;"7:00 AM-5:15 PM";"7:00 AM-5:15 PM";"7:00 AM-5:15 PM";"7:00 AM-5:15 PM";"7:00 AM-5:15 PM";
169544;"LITTLE RASCALS I";"Licensed Home";1;"IN";"OWEN";;47460;;"Open";"10/1/2019";"9/30/2021";"Regular";"Infant-Twelve";12;;"CCDF Provider";"Aleta Sprowl";"812-828-7333";;"6:00 AM-5:00 PM";"6:00 AM-5:00 PM";"6:00 AM-5:00 PM";"6:00 AM-5:00 PM";"6:00 AM-5:00 PM";
167500;"Tiny Town Daycare";"Licensed Home";3;"IN";"OWEN";;47460;;"Open";"10/1/2020";"9/30/2022";"Regular";"Infant-Twelve";16;;"CCDF Provider; On My Way Pre-K";"Stephanie Freeman";"812-652-1002";;"6:00 AM-5:00 PM";"6:00 AM-5:00 PM";"6:00 AM-5:00 PM";"6:00 AM-5:00 PM";"6:00 AM-5:00 PM";
166435;"Tiny Town Daycare";"Licensed Home";3;"IN";"OWEN";;47460;;"Open";"7/1/2020";"6/30/2022";"Regular";"Infant-Twelve";16;;"CCDF Provider";"Stephanie Freeman";"812-652-1002";;"6:00 AM-5:00 PM";"6:00 AM-5:00 PM";"6:00 AM-5:00 PM";"6:00 AM-5:00 PM";"6:00 AM-5:00 PM";
366713;"Tiny Town Daycare";"Licensed Home";3;"IN";"OWEN";;47460;;"Open";"4/1/2021";"3/31/2023";"Regular";"Three-Twelve";12;;"CCDF Provider; On My Way Pre-K";"Stephanie Freeman";"812-652-1002";;"6:00 AM-5:00 PM";"6:00 AM-5:00 PM";"6:00 AM-5:00 PM";"6:00 AM-5:00 PM";"6:00 AM-5:00 PM";
574112;"Mischelle pfeiffer";"Licensed Home";;"IN";"MONROE";;47464;;"Open";"3/1/2021";"6/30/2022";"Regular";"Infant-Thirteen";10;;"CCDF Provider";"Mischelle Pfeiffer";"630-854-6798";;"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";
166754;"Country Mouse City Mouse Daycare";"Licensed Home";1;"IN";"OWEN";;47460;;"Open";"10/1/2019";"9/30/2021";"Regular";"Infant-Twelve";16;;"CCDF Provider";"Gina Sluss";"812-829-5205";;"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"12:00 AM-12:00 AM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";
567178;"Just Kids Daycare #2";"Licensed Home";;"IN";"LAWRENCE";;47421;;"Open";"1/1/2021";"3/31/2022";"Regular";"Infant-Twelve";12;;"CCDF Provider";"Belinda Hicks";"812-583-2080";;"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";
508175;"Owen Resource Center Head Start";"Licensed Center";1;"IN";"OWEN";"Spencer";47460;"911 W Hillside Avenue";"Open";"1/1/2021";"12/31/2022";"Regular";"Three-Five";35;;"CCDF Provider";"Gwen Krie";"812-714-8157";;"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";"6:00 AM-6:00 PM";
463888;"Owen County Family YMCA Kids Campus";"Unlicensed Registered Ministry";;"IN";"OWEN";"Spencer";47460;"1111 W.St. Hwy 46";"Open";"10/1/2019";"9/30/2021";"Registration";;;;;"Owen County Family Young Mens Christian Association Inc.";"812-828-9622";;"7:00 AM-6:00 PM";"7:00 AM-6:00 PM";"7:00 AM-6:00 PM";"7:00 AM-6:00 PM";"7:00 AM-6:00 PM";
