"id";"name";"address";"city";"state";"zip";"county";"phone";"website";"email";"detail";
910406;"Neighborhood Learning Center";"227 W 7th St";"Junction City";"KS";66441;"GEARY";"785-238-2321";"https://www.facebook.com/nlc.jc.ks";"nlckids@outlook.com";"Where fun and learning go hand in hand..";
955622;"Aunt Hopes Child Empowerment Center";"2514 S Kansas Ave";"Topeka";"KS";66611;"SHAWNEE";"785-232-2226";"https://www.facebook.com/pages/Aunt-Hopes-Child-Empowerment-Center/122349037789521";;"Aunt Hope's focus' on empowering children through problem solving, decision making and self-help, while promoting interpersonal communications. These are key elements which contribute to the child’s development, self esteem and confidence.";
1086159;"Aunt Nanells Day Care";"2321 N. Monroe";"Hutchinson";"KS";67502;"RENO";"620-899-2169";"https://www.facebook.com/pages/Aunt-Nanells-Day-Care/133889703369129";;;
1084223;"Busy Bee Learning";"8200 Wea St";"De Soto";"KS";66018;"JOHNSON";"913-585-1352";"https://www.facebook.com/pages/Busy-Bee-Learning/166457353533792?id=166457353533792&sk=info";;"Busy Bee Learning provides daycare/preschool activites for 3,4,and 5 year olds.My name is Sarah VanDusen and I'm a certified teacher, and have taught kindegarten for six years. I would love to prepare your child for kindegarten.";
1084891;"Edyes Family Day Care Home";"112 W Center";"Carbondale";"KS";66414;"OSAGE";"785-836-9087";"https://www.facebook.com/pages/Edyes-Family-Daycare/226272287412920";"edye.freund@yahoo.com";;
1051402;"Footsteps Childcare";"W Ave D";"Attica";"KS";67009;"HARPER";"620-254-7384";"https://www.facebook.com/pages/Footsteps-Daycare/169195606452948";;;
1085835;"Happy Hearts Daycare Home";"5833 E. 37th Street North";"Wichita";"KS";67217;"SEDGWICK";"316-613-3550";"https://www.facebook.com/pages/Happy-Hearts-Child-Development-Center/284138124951297?id=284138124951297&sk=info";"happyheartscdc@yahoo.com";"""Happy Hearts CDC is a Christ-centered, Biblically based oriented early childhood program whose primary mission is to provide high quality care to children in a safe, healthy, nurturing Christian environment";
1051217;"Hugs and Kisses Day Care Home";"106 N. Osage";"Girard";"KS";66743;"CRAWFORD";"620-704-3573";"https://www.facebook.com/pages/Hugs-Kisses-Daycare/129653517048849";;"My name is Diana Alters and I am the owner and provider of Hugs & Kisses Daycare. I love taking care of kids and spending my days with them. I believe it is very important to provide a safe and comforting environment for today's children.";
1085280;"Juliannas Daycare";"219 N Main";"Scammon";"KS";66773;"CHEROKEE";;"https://www.facebook.com/pages/Juliannas-Daycare/436891196397007?id=436891196397007&sk=info";"jhillig@embarqmail.com";"We are a fully licensed facility providing quality child care services. We offer a play-based curriculum focusing on each child's individual needs, a loving/ educational environment and healthy meals & snacks based on the federal food program guidelines. ";
1085482;"Kid Kare";"304 S. Elm";"Goddard";"KS";67052;"SEDGWICK";"316-765-2069";"https://www.facebook.com/pages/Kid-Kare/209582229064012?id=209582229064012&sk=info";"kidkaredaycare@yahoo.com";"Kid Kare keeps low attendance numbers to ensure that each child has the love and attention that they deserve. Miranda Purvis Hayden is the daycare owner and operator, she has more than ten years experience working with children.";
1051529;"Kid Depot";"400 W Main";"Mount Hope";"KS";67108;"SEDGWICK";"316-667-1144";"https://www.facebook.com/pages/Kids-Depot-Daycare-Center/160763747279216";;;
1050820;"Kiki and Me";"4516 Meadow View Dr";"Shawnee";"KS";66226;"Johnson";"913-953-7386";"https://www.facebook.com/pages/Kiki-Me-Daycare/266780346700518";;;
1054843;"Little Footprints Christian Day Care Home";"127 E Howard St";"Olathe";"KS";66062;"JOHNSON";"610-970-9002";"https://www.facebook.com/pages/Little-Footprints-Christian-Daycare/139698372745260";;;
1051384;"Little Hands Growing Minds";"Koob Lane";"Andover";"KS";67002;"BUTLER";"316-640-6155";"https://www.facebook.com/pages/Little-Hands-Growing-Minds-Daycare/439619922719143";;;
1085889;"Little Steps Little Hearts Daycare";;"Wichita";"KS";67220;"SEDGWICK";"316-866-2853";"https://www.facebook.com/pages/Little-Steps-Little-Hearts-Daycare/249285561889373?id=249285561889373&sk=info";;"""Where Kids play, learn and grow together""";
1051029;"Live Laugh Grow Home Day Care";"2011 SW Randolph Ave.";"Topeka";"KS";66604;"SHAWNEE";"785-806-2291";"https://www.facebook.com/pages/Live-Laugh-Learn-Daycare/181174908625850";;;
1086217;"Miss Anns Day Care";"809 Main Street";"Great Bend";"KS";67530;"BARTON";"620-603-6023";"https://www.facebook.com/pages/Miss-Anns-Day-Care/165276010273505";"good_book000@yahoo.com";;
1050294;"Olathe Christian School Preschool";"12030 Hedge Lane Ter";"Olathe";"KS";66061;"JOHNSON";"913-829-1361";"https://www.facebook.com/pages/Olathe-Christian-School/229996393762943?id=229996393762943&sk=info";;"Our mission is to serve the body of Christ by providing a high quality, biblically based educational program that will prepare each student for lifelong service in the Kingdom of God.";
1055237;"Second Baptist Church";"2324 Ruby Ave";"Kansas City";"KS";66101;"WYANDOTTE";"(913) 831-2045";"https://www.facebook.com/pages/Second-Baptist-Church/116211785067378#";;;
1051409;"Sonlight Christian Day Care Home";"2 limerick";"Augusta";"KS";67010;"BUTLER";"316-871-7771";"https://www.facebook.com/pages/Sonlight-Christian/343541649063966";"sonlightchristian@yahoo.com";"Sonlight Christian is a Bible based preschool focusing on strong academic standards in a safe nurturing environment. ";
910451;"Tiny Blessings Daycare";"480 S Garfield Ave";"Colby";"KS";67701;"THOMAS";"(785) 460-0880";"https://www.facebook.com/pages/Tiny-Blessings-Daycare/154696774567205";;;
1086388;"Tiny Fingers Tiny Toes Big Imaginations";;"Hoxie";"KS";67740;"SHERIDAN";;"https://www.facebook.com/pages/Tiny-Fingers-Tiny-Toes-Big-Imaginations/175729882480952";;;
1085684;"Smallworld Daycare Home";"799 N Illinois";"Wichita";"KS";67207;"SEDGWICK";"316-806-3177";"https://www.facebook.com/smallworldhomedaycare";"shauntillyc@yahoo.com";"Loving care for infants, playful, structured days for toddlers, exciting preschool instruction, fun educational activities for all ages. Licensed Daycare provided daily F/T or P/T, before and after school, half days and school closings are also available. Please call anytime for questions or to schedule a meet and greet, I'd love to meet you and your little one! ";
1084624;"Smarshpillows and Yogrit";;"Kansas City";"KS";66106;"WYANDOTTE";"785-341-2774";"https://www.facebook.com/smarshpillowsandyogritdaycare/info";"glthompson13@hotmail.com";"Smarshpillows & Yogrit Daycare is a high quality, in-home daycare ran by a certified teacher.  At Smarshpillows & Yogrit Daycare, we strive to provide outstanding care and enriching educational experiences for your young ones!";
1084202;"Fruit of the Spirit Learning Care";"1220 Miami St. ";"Baldwin City";"KS";66006;"DOUGLAS";"785-312-0604";"https://www.facebook.com/spiritualfruitskids/info";;"Our focus is on learning Christian values and kindergarten readiness skills using a Montessori inspired philosophy. We will focus on social skills and learning care of self and our environment.";
1085560;"Stepping Stones Day Care Home";"SE 13th";"Newton";"KS";67114;"HARVEY";"316-727-1734";"https://www.facebook.com/SteppingStonesPrek/info";"steppingstonesprekfun@hotmail.com";"I will strive to provide a safe, comfortable, stimulating, fun, educational environment in my home with a semi-structured day plan. Activities will include free play, structured playtime, large motor, small motor activities, story time, arts and crafts, music and dance activities, nature, nutrition, and other educational yet fun activities. I will also provide nutritious meals and snacks. Children in my care will have the opportunity to learn about colors, shapes, textures, numbers, letters, animals, seasons, feelings, senses, personal hygiene, manners, basic science and math concept.";
1055045;"Vals Pals Child Care";"704 cottonwood lane";"Newton";"KS";67114;"HARVEY";"316-217-2101";"https://www.facebook.com/ValsPalsChildCare?ref=stream&viewer_id=0";;;
1084757;"Emmanuel Baptist Preschool";"10100 Metcalf";"Overland Park";"KS";66212;"Johnson";"913-649-0900";;;;
1086389;"Bethany L Jessup Day Care Home";;"Oakley";"KS";67748;"LOGAN";;;;;
1086298;"Lucy Mae Boucher Day Care Home (PRECIOUS HANDS DAYCARE)";" 2909 BARCLAY DR.";"Hays";"KS";67601;"ELLIS";"785 - 625-9085";;;;
1086306;"Newmans Nest Daycare Home";"511 E. 14TH ST";"Hays";"KS";67601;"ELLIS";"785-650-0618
785-259-5228";;"LISAN@EAGLECOM.NET";;
1053976;"Samantha Newell Day Care Home";"DOWNING";"Hays";"KS";67601;"ELLIS";"785 - 259-0022";;;;
1054453;"Toddle Time Day Care";"8101 Marty St.";"Overland Park";"KS";66204;"Johnson";"913-895-6350";;;"Blending timeless classics, such as an obstacle course and push-carts, with trendy new toys, Toddle Time is a program that will captivate the imagination and attention of our future generation for hours.

This open play time has an array of toys, including building blocks, balls and puzzles which will also teach your child how to interact with others their age.";
1085919;"Loretta King Day Care Home";" Edgewood Street";"Wichita";"KS";67230;"SEDGWICK";"316-733-8659";;;;
1086001;"Judy A Lawson Day Care Home";"Aurora Avenue";"Salina";"KS";67401;"SALINE";"785-822-8811";;;;
1055022;"Just For Fun Day Care Home";"B 3rd Road";"Linn";"KS";66953;"WASHINGTON";"785-348-5482";;;;
1086071;"Aunt Jans Daycare";"Dexter Street";"Clay Center";"KS";67432;"CLAY";"785-447-2177";;;;
1086360;"Precious Cargo Day Care";"E 21st Terrace";"Lawrence";"KS";66046;"Douglas";"785-979-1239   ";;;;
1086272;"Busy Bees Childcare";"E 26th Street";"Hays";"KS";67601;"ELLIS";"785-639-6269";;;;
1085826;"Yayas Place";"E Tulsa";"Wichita";"KS";67216;"SEDGWICK";"316-821-6676";;;;
1086232;"Little Guppies Day Care";"E. 4th Street";"Hoisington";"KS";67544;"BARTON";"620-617-1461";;;;
1085663;"Footsteps 2 Heaven";"East 18th Street North";"Wichita";"KS";67206;"SEDGWICK";"316-684-1397";;;;
1055121;"Christina M Queen Day Care Home";"East 6th Avenue";"Hutchinson";"KS";67501;"RENO";"665-8105";;;;
1086215;"Lilly Marie Penka Day Care Home";"Forest Avenue";"Great Bend";"KS";67530;"BARTON";"620-792-2254";;;;
1055151;"Kids and Kritters Daycare";"Main Street";"Hays";"KS";67601;"ELLIS";"785-656-2911";;;;
1085623;"All Gods Children DayCare";"Merrily Circle   ";"Wichita";"KS";67203;"SEDGWICK";"785-577-5468";;;;"Friday"
1085696;"God is Love Daycare";"N Belmont Street";"Wichita";"KS";67208;"SEDGWICK";"316-688-1694";;;;
1085635;"Small World Home Daycare";"N Illinois Street";"Wichita";"KS";67203;"SEDGWICK";"316-806-3177";;;;
1086149;"Kimberly Diann Bates Daycare";"N Lorraine Street";"Hutchinson";"KS";67501;"RENO";"669-3715";;;;
1084498;"Patricia L Davis Day Care Home";"N Ohio Street";"Olathe";"KS";66062;"JOHNSON";"620-988-2210";;;;
1085198;"Cradle to Crayons Day Care Home";"N Ohio Street";"Topeka";"KS";66619;"SHAWNEE";"785-577-6412";;;;
1086367;"Happy Hearts Daycare";"N. Hillside Lot 16";"Valley Center";"KS";67147;"THOMAS";"316-519-0637";;;;
1054867;"Rainbow Kidz Day Care Home";"North 54th Street";"Kansas City";"KS";66104;"WYANDOTTE";"913-287-5674";;;;
1085782;"Home Away From Home Day Care Home";"North Cardington Court";"Wichita";"KS";67213;"SEDGWICK";"316-866-2596";;;;
1054976;"Tiny Tots Daycare";"North Dellrose Circle";"Wichita";"KS";67220;"Sedgwick";"316-260-8677  ";;;;
1085241;"The Little Explorers";"North Massachusetts Street";"Erie";"KS";66733;"NEOSHO";"620-305-8912";;;;
1086241;"Melissa Schlegel Child Care";"Post Rock E1";"La Crosse";"KS";67548;"RUSH";"785-224-9091";;;;
1085986;"Christies Daycare";"Ralph Avenue";"Salina";"KS";67401;"SALINE";"785-819-3874";;;;
1084924;"Fun and Loving Home Day Care";"S Clay Street City  Junction City";"Junction City";"KS";66441;"GEARY";"785-307-2687";;;;
1085256;"Kids Playhouse Daycare";"S Kentucky Street";"Iola";"KS";66749;"ALLEN";"620-228-4613";;;;
1086336;"Bear Care Daycare";"S Meridian Street";"Plainville";"KS";67663;"ROOKS";"785-434-6262";;;;
1055007;"Early Bird Childcare Day Care Home";"S State Street";"Emporia";"KS";66801;"LYON";"620-794-3040";;;;
1084883;"Chapman Day Care Home";"SE Berryton Road";"Berryton";"KS";66409;"SHAWNEE";"785-640-6958";;;;
1084961;"New Beginnings Early Learning Home";"Tuttle Creek Blvd # 558";"Manhattan";"KS";66502;"RILEY";"785-258-0086";;;;
1084241;"Misty D Shrum Day Care Home";"W 14th Street";"Eudora";"KS";66025;"DOUGLAS";"785-542-3502";;;;
1085768;"Shawna R Semsroth Day Care Home";"W 20th Circle N";"Wichita";"KS";67212;"SEDGWICK";"316-722-8911";;;;
1084319;"Nancy A Potter Day Care Home";"W 24th Place";"Lawrence";"KS";66047;"DOUGLAS";"785-843-7323";;;;
1085263;"All Stars Daycare";"W 2nd Street";"Pittsburg";"KS";66762;"CRAWFORD";"620-704-8050";;;;
1085837;"Krystis Daycare";"W 44th Street S";"Wichita";"KS";67217;"SEDGWICK";"316-218-3458";;;;
1054852;"Melissas Day Care Home";"W Peoria Street";"Paola";"KS";66071;"MIAMI";"913-406-5542";;;;
1086022;"Poohs Corner Daycare";"W Republic Avenue";"Salina";"KS";67401;"SALINE";"785-820-1154";;;;
1085377;"Little Blessings Daycare";"W Westlawn Circle";"Wichita";"KS";67212;"Sedgwick";"316-204-0742";;;;
1085748;"Bright Beginnings Daycare";"West 157th Terrace   ";"Olathe";"KS";66062;"Johnson";"913-481-8540";;;;
1085026;"Heather A Weers Day Care Home";" 100 Lockett Ln ";"Saint George";"KS";66535;"POTTAWATOMIE";"785-494-2053 ";;;;
1085810;"Michelle Davidsons Home Daycare";" 10010 W Greenfield Cir ";"Wichita";"KS";67215;"SEDGWICK";"316-773-1814 ";;;;
1084324;"Crystal Linn Kennedy Day Care Home";" 1011 Madison St ";"Leavenworth";"KS";66048;"LEAVENWORTH";"913-758-0418 ";;;;
1085479;"Christina Eve Rau Day Care Home";" 1011 S 327Th St W ";"Garden Plain";"KS";67050;"SEDGWICK";"316-540-9809 ";;;;
1085306;"Susan Hale Family Daycare";" 1014 Garfield St ";"Emporia";"KS";66801;"LYON";"620-343-6706
";;;;
1084288;"Barbara Piper Home Daycare";" 102 High St ";"Lancaster";"KS";66041;"ATCHISON";"913-874-2461 ";;;;
1084719;"Zahra Hakimi Day Care Home";" 10212 Roe Ave ";"Overland Park";"KS";66207;"Johnson";"913-383-1108 ";;;;
1085612;"Kristina Lynn Sultz Day Care Home";" 10263 132Nd Rd ";"Winfield";"KS";67156;"COWLEY";"620-229-8153 ";;;;
1084789;"Tonya Proffitt Day Care Home";" 10270 Garnett St ";"Overland Park";"KS";66214;"Johnson";"913-599-6751 ";;;;
1085628;"Kathie A Bazzelle Day Care Home";" 1031 N Porter Ave ";"Wichita";"KS";67203;"SEDGWICK";"316-267-7802 ";;;;
1084793;"Deborah Jeanine Bennink Day Care Home";" 10313 Westgate St ";"Lenexa";"KS";66215;"Johnson";"913-888-1684
";;;;
1085907;"Farishta Behzadpour Day Care Home";" 10314 E Windemere Ct ";"Wichita";"KS";67226;"SEDGWICK";"316-634-0820 ";;;;
1084537;"Michelle A Fennell Day Care Home";" 1038 S Maple St ";"Ottawa";"KS";66067;"FRANKLIN";"785-242-2693 ";;;;
1085275;"Tonya Barnett Day Care Home";" 104 W Carlton St ";"Frontenac";"KS";66763;"CRAWFORD";" 620-231-1555 ";;;;
1084579;"Sandra Johnson Day Care Home";" 104 W King St ";"Spring Hill";"KS";66083;"JOHNSON";"913-592-3111 ";;;;
1085689;"Amanda Beth Anderson Day Care Home";" 1042 Kevin St ";"Wichita";"KS";67208;"SEDGWICK";"316-684-2129 ";;;;
1084895;"Connie Woltje Day Care Home";" 106 Wilson Ave ";"Circleville";"KS";66416;"JACKSON";"785-924-3781 ";;;;
1085774;"Theresa Lynn Barlow Day Care Home";" 10711 W Westport St ";"Wichita";"KS";67212;"SEDGWICK";"316-721-8223 ";;;;
1084745;"Diane M Menzies Day Care Home";" 10722 Walmer St ";"Leawood";"KS";66211;"Johnson";"913-642-3770 ";;;;
1084739;"June Elizabeth Martinson Day Care Home";" 10860 Bradshaw St ";"Overland Park";"KS";66210;"Johnson";" 913-317-8522 ";;;;
1085570;"Debbie R Bell Day Care Home";" 109 N Pine St ";"Pratt";"KS";67124;"PRATT";"620-672-5346 ";;;;
1085065;"Jodi Innes Daycare";" 109 S 1St St ";"Randolph";"KS";66554;"RILEY";"785-293-5181
";;;;
1084737;"Jeanne Smith Day Care Home";" 10904 Reeder St ";"Overland Park";"KS";66210;"Johnson";"913-232-9272 ";;;;
1084670;"Jennifer M Vielhauer Day Care Home";" 10915 W 51St Ter ";"Shawnee";"KS";66203;"Johnson";" 913-248-1568 ";;;;
1085031;"Jackie Marie Moylan Daycare Home";" 110 E Tomahawk Dr ";"Saint Marys";"KS";66536;"POTTAWATOMIE";"785-437-2015 ";;;;
1084524;"Amy Quinn Daycare Home";" 11014 Ryan St ";"Ottawa";"KS";66067;"FRANKLIN";" 316-773-4707 ";;;;
1054916;"Venita A Ruhnke Day Care Home";" 1104 Miami St ";"Hiawatha";"KS";66434;"BROWN";"785-742-7583 ";;;;
1054992;"Dana Vanatta Day Care Home";" 1106 Elm St ";"Humboldt";"KS";66748;"ALLEN";"620-473-2843 ";;;;
1085750;"Diane Lee Trissal Day Care Home";" 1109 N Sandplum Ln ";"Wichita";"KS";67212;"SEDGWICK";"316-942-2445 ";;;;
1085553;"Lisa A Valdez Day Care Home";" 1110 Harrison St ";"Newton";"KS";67114;"HARVEY";"316-283-7642 ";;;;
1084196;"Jeanette I Whitney Daycare Home";" 1111 Highland Ave ";"Atchison";"KS";66002;"ATCHISON";"913-367-3576
";;;;
1084787;"Mary A Blake Day Care Home";" 11118 W 99Th Pl ";"Overland Park";"KS";66214;"Johnson";" 913-492-8248 ";;;;
1084420;"Tonya R Bray Day Care Home";" 1114 N Cooper St ";"Olathe";"KS";66061;"JOHNSON";"913-390-9735 ";;;;
1085939;"Wanda Gettler Day Care Home";" 1117 N 10Th St ";"Independence";"KS";67301;"MONTGOMERY";"620-331-1952 ";;;;
1085709;"Robin Kay Neal Day Care Home";" 1118 N Charlotte St ";"Wichita";"KS";67208;"SEDGWICK";"316-683-9113 ";;;;
1055036;"Suzette J Caldarelli Day Care Home";" 1121 James St ";"Derby";"KS";67037;"SEDGWICK";"316-788-6676 ";;;;
1084570;"Anna Marie French Day Care Home";" 117 E Nichols St ";"Spring Hill";"KS";66083;"JOHNSON";" 913-592-3143 ";;;;
1054990;"Dawn Michele Blythe Day Care Home";" 117 W Prairie Ave ";"Girard";"KS";66743;"CRAWFORD";"620-724-7494 ";;;;
1084671;"Jesse Michaela Curry Day Care Home";" 11715 W 68Th Ter ";"Shawnee";"KS";66203;"Johnson";"913-962-9023";;;;
1084382;"Dora June Davis Day Care Home";" 118 S Montclaire Dr ";"Olathe";"KS";66061;"JOHNSON";"913-782-2189 ";;;;
1055217;"Brenda Sue Ward Day Care Home";" 1200 Sycamore St ";"Liberal";"KS";67901;"SEWARD";"620-626-7146 ";;;;
1055064;"Shayna L Jennings Day Care Home";" 1202 S Eastmoor St ";"Wichita";"KS";67207;"SEDGWICK";"316-685-1196 ";;;;
1054946;"Carolyn Mitchell Day Care Home";" 1212 Se Republican Ave ";"Topeka";"KS";66605;"SHAWNEE";"785-357-8588 ";;;;
1085923;"Sharon R Doss Day Care Home";" 12202 Meribeau St ";"Wichita";"KS";67235;"SEDGWICK";"316-260-1253 ";;;;
1084805;"Bonita R Johnson Day Care Home";" 12219 W 61St St ";"Shawnee";"KS";66216;"Johnson";"913-268-1198
";;;;
1084636;"Pamela E Leiker Day Care Home";" 12307 Mcgurk Rd ";"Kansas City";"KS";66109;"WYANDOTTE";" 913-721-3844 ";;;;
1084507;"Sherry Ruth Arnold Day Care Home";" 12412 S Albervan St ";"Olathe";"KS";66062;"JOHNSON";"913-780-6667 ";;;;
1084432;"Angela M Samuelson Day Care Home";" 12424 S Alcan St ";"Olathe";"KS";66062;"JOHNSON";"913-782-8973 ";;;;
1084853;"Imogene Smith Day Care Home";" 125 Wilson St ";"Liberal ";"KS";"67901
";"Johnson";" 620-624-2950 ";;;;
1085537;"Jessica Lynn Heffron Day Care Home";" 126 Cedar St ";"Mulvane";"KS";67110;"SUMNER";"316-927-3937 ";;;;
1084387;"Gretchen G Dunn Day Care Home";" 128 N Janell Dr ";"Olathe";"KS";66061;"JOHNSON";" 913-768-8718 ";;;;
1054885;"Lynn Marie Sanders Day Care Home";" 12804 Catalina St ";"Leawood ";"KS";66209;"Johnson";"913-387-4800 ";;;;
1086052;"Linda Creach Day Care Home";" 1293 Jackson Rd ";"Abilene";"KS";67410;"DICKINSON";" 785-746-5676 ";;;;
1084910;"Megan Montgomery Childcare";" 12975 222Nd Rd ";"Holton";"KS";66436;"JACKSON";"785-364-4045 ";;;;
1084258;"Jennifer Lynn Elliott Day Care Home";" 130 Manor Pl ";"Gardner";"KS";66030;"JOHNSON";"913-856-7612 ";;;;
1084275;"Shelly Renee Bovitz Day Care Home";" 130 W Warren St ";"Gardner";"KS";66030;"JOHNSON";"913-856-7754 ";;;;
1085710;"Rutha Earl Day Care Home";" 1302 N Terrace Dr ";"Wichita";"KS";67208;"SEDGWICK";"316-685-1599 ";;;;
1085562;"Trudy Morrison Day Care Home";" 1306 Allison St ";"Newton";"KS";67114;"HARVEY";"316-283-6608 ";;;;
1084984;"Leslie Renay Holle Day Care Home";" 1307 Laramie St ";"Marysville";"KS";66508;"MARSHALL";"785-562-5515
";;;;
1085403;"Lea Ann Orman Day Care Home";" 1309 N 11Th St ";"Arkansas City";"KS";67005;"COWLEY";"620-442-4493 ";;;;
1084834;"Patricia Lynette Imel Day Care Home";" 13101 W 138Th St ";"Overland Park";"KS";66221;"Johnson";"913-685-2247 ";;;;
1084809;"Cynthia L Burrows Day Care Home";" 13103 W 75Th Ter ";"Shawnee";"KS";66216;"Johnson";"913-962-0235 ";;;;
1084220;"Stacey L Hurla Day Care Home";" 13401 Riverview St ";"Bonner Springs";"KS";66012;"WYANDOTTE";"913-721-2788 ";;;;
1086056;"Candy L Komp Daycare Home";" 136 S Anderson St ";"Assaria";"KS";67416;"SALINE";"785-667-4010 ";;;;
1085533;"Charla A Lambrecht Day Care Home";" 1364 State Road 15 ";"Mulvane";"KS";67110;"SUMNER";"316-777-0624 ";;;;
1084219;"Patricia Lofton Day Care Home";" 13721 Elmwood St ";"Bonner Springs";"KS";66012;"WYANDOTTE";" 913-441-1019 ";;;;
1084483;"Maggie Bailey Day Care Home";" 13924 S Tomahawk Dr ";"Olathe";"KS";66062;"JOHNSON";"913-764-1559 ";;;;
1084468;"Kimberly J Hendry Day Care Home";" 14081 S Darnell Ct ";"Olathe";"KS";66062;"JOHNSON";"913-780-6303 ";;;;
1055106;"Walleta J Bergsten Day Care Home";" 1409 10Th St ";"Clay Center";"KS";67432;"CLAY";" 785-632-2551 ";;;;
1084674;"Laura Meyer Day Care Home";" 14110 W 72Nd Ter ";"Shawnee";"KS";66203;"Johnson";"913-322-3836 ";;;;
1085547;"Heather C Wolf Day Care Home";" 1417 W 8Th St ";"Newton";"KS";67114;"HARVEY";"316-282-0025 ";;;;
1085498;"Kerry Jones Daycare";" 1422 E 71St St S ";"Haysville";"KS";67060;"SEDGWICK";"316-524-7258
";;;;
1084463;"Karen Louise Reeves Day Care Home";" 14235 W 138Th Ct ";"Olathe";"KS";66062;"JOHNSON";" 913-829-5490 ";;;;
1085319;"Gail Horton Day Care Home";" 1433 W Main St ";"Council Grove";"KS";66846;"MORRIS";"620-767-5022
";;;;
1084487;"Melissa Wood Day Care Home";" 14523 S Darnell St
Olathe, Kansas 66062 ";"Olathe";"KS";66062;"JOHNSON";" 913-780-1128
";;;;
1084482;"Lorraine Bal Day Care Home";" 14527 S Darnell St ";"Olathe";"KS";66062;"JOHNSON";"913-780-1522 ";;;;
1084792;"Carol Alleys Day Care Home";" 14625 W 90Th Ter ";"Lenexa";"KS";66215;"Johnson";"913-492-0631 ";;;;
1084443;"Cozzetta Campbell Day Care Home";" 14645 S Constance Ct ";"Olathe";"KS";66062;"JOHNSON";"913-829-1091 ";;;;
1084464;"Kathryn E Dunn Day Care Home";" 14690 S Darnell St ";"Olathe";"KS";66062;"JOHNSON";"913-768-9514 ";;;;
1084376;"Beth M Daniels Day Care Home";" 1495 W Mulberry St ";"Olathe";"KS";66061;"JOHNSON";"913-768-4277 ";;;;
1085430;"Kimberly Grace McCormick Day Care Home";" 15 S Woodberry Rd ";"Burrton";"KS";67020;"HARVEY";"620-463-2009 ";;;;
1084378;"Danielle K Grant Day Care Home";" 15042 S Violet St ";"Olathe";"KS";66061;"JOHNSON";"913-538-6413 ";;;;
1055165;"Janet R Means Day Care Home";" 153 9Th St ";"Phillipsburg";"KS";67661;"PHILLIPS";"785-543-5876
";;;;
1084539;"Sandra Brister Day Care Home";" 1530 S Orchard Dr ";"Ottawa";"KS";66067;"FRANKLIN";"785-242-8686 ";;;;
1054958;"Jamie Burnett Home Day Care";" 1533 Sw 24Th St ";"Topeka";"KS";66611;"SHAWNEE";"785-783-3404 ";;;;
1084840;"Sheila Jo Moravac Day Care Home";" 15418 Conser St ";"Overland Park";"KS";66223;"Johnson";" 913-681-1025 ";;;;
1084494;"Natalie L Kenkel Day Care Home";" 15502 W 128Th St ";"Olathe";"KS";66062;"JOHNSON";" 913-393-0734 ";;;;
1084384;"Erin Rae Stephenson Day Care Home";" 15575 W 183Rd St ";"Olathe";"KS";66061;"JOHNSON";"913-592-3822 ";;;;
1084480;"Lisa Roehrl Day Care Home";" 15630 W 143Rd Ter ";"Olathe";"KS";66062;"JOHNSON";" 913-768-4003 ";;;;
1084497;"Patricia Ann Bradshaw Day Care Home";" 15723 W 145Th Ter ";"Olathe";"KS";66062;"JOHNSON";"913-829-1841 ";;;;
1084839;"Shawna Maase Day Care Home";" 15838 Maple St ";"Overland Park";"KS";66223;"Johnson";" 913-851-1967 ";;;;
1084428;"Alice Bach Day Care Home";" 15916 W 149Th St ";"Olathe";"KS";66062;"JOHNSON";"913-782-9518 ";;;;
1084439;"Cheryl Ann Finch Day Care Home";" 16002 W 161St Ter ";"Olathe";"KS";66062;"JOHNSON";"913-397-0165 ";;;;
1084476;"Linda Nordeen Day Care Home";" 16004 W 139Th St ";"Olathe";"KS";66062;"JOHNSON";"913-780-0824 ";;;;
1084461;"Julie Heidrick Day Care Home";" 1611 Warner Rd ";"Olathe";"KS";66062;"JOHNSON";"620-792-5635 ";;;;
1084514;"Wendy Telken Childcare Home";" 16117 W 154Th St ";"Olathe";"KS";66062;"JOHNSON";"913-829-4870 ";;;;
1084342;"Susan Neil Moore Daycare Home";" 1626 Limit St ";"Leavenworth";"KS";66048;"LEAVENWORTH";"913-651-3924
";;;;
1085762;"Margaret Ann Koepsel Day Care Home";" 1640 N Chambers St ";"Wichita";"KS";67212;"SEDGWICK";"316-721-4729 ";;;;
1054841;"Joyce Alderman Day Care Home";" 16608 W 145Th Ter ";"Olathe";"KS";66062;"JOHNSON";"913-764-6847 ";;;;
1085357;"Carolyn J Packer Day Care Home";" 1715 19Th St ";"Belleville";"KS";66935;"REPUBLIC";"785-527-5837 ";;;;
1084566;"Hazel W Smith Day Care Home";" 1720 California Rd ";"Pomona";"KS";66076;"FRANKLIN";"785-746-5416 ";;;;
1085832;"Frances Rose Fields Day Care Home";" 1720 W Greenfield St ";"Wichita";"KS";67217;"SEDGWICK";"316-262-8093 ";;;;
1085898;"Tamiko N Jones Daycare Home";" 1721 N Northeast Pkwy ";"Wichita";"KS";67220;"SEDGWICK";"316-682-8002 ";;;;
1085808;"Kelli Bennett Day Care Home";" 17311 W 87Th St S ";"Clearwater";"KS";67026;"SEDGWICK";"620-584-2196 ";;;;
1085625;"Catos Play Land";" 1733 N Meridian Ave";"Wichita";"KS";67203;"SEDGWICK";"(316) 201-1125";;"catoplayland@gmail.com";;
