"Faclity ID";"Visit Type";"Visit Date";"Visit Result";"Document URL"
"CCCB-00843";"Monitoring";"5/1/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=00843_05012018+Visit.pdf&document_id=0902a1e38002ad28"
"CCCB-00843";"Monitoring";"12/19/2017";"NCSOF Issued";
"CCCB-00843";"Renewal";"9/6/2016";"Violations Found-SOF Issued";
"CCCB-04934";"Renewal";"3/3/2020";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=04934_03032020+Visit.pdf&document_id=0902a1e380069545"
"CCCB-04934";"Monitoring";"5/10/2019";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=04934_05102019+Visit.pdf&document_id=0902a1e38003fedb"
"CCCB-04934";"Monitoring";"10/26/2018";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=04934_10262018+Visit.pdf&document_id=0902a1e380032763"
"CCCB-04934";"Renewal";"4/5/2017";"No Violations Found";
"CCCB-04934";"Monitoring";"10/19/2016";"NCSOF Issued";
"CCCB-00680";"Monitoring";"4/30/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=00680_04302019+Visit.pdf&document_id=0902a1e3800422ce"
"CCCB-00680";"Renewal";"11/8/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=00680_11082018+Visit.pdf&document_id=0902a1e380036c76"
"CCCB-00680";"Monitoring";"12/7/2017";"Violations Found-SOF Issued";
"CCCB-00680";"Renewal";"1/4/2016";"NCSOF Issued";
"CCCB-06743";"Monitoring";"2/25/2020";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06743_02252020+Visit.pdf&document_id=0902a1e380067741"
"CCCB-06743";"Renewal";"1/4/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06743_01042019+Visit.pdf&document_id=0902a1e38003bddd"
"CCCB-06743";"Monitoring";"5/18/2018";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06743_05182018+Visit.pdf&document_id=0902a1e380028dc5"
"CCCB-06743";"Monitoring";"1/25/2017";"NCSOF Issued";
"CCCB-06743";"Permit to Full";"8/23/2016";"Violations Found-SOF Issued";
"CCCB-06743";"New";"2/11/2016";"No Violations Found";
"CCFB-05432";"Monitoring";"8/12/2020";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05432_08122020+Visit.pdf&document_id=0902a1e380093c64"
"CCFB-05432";"Monitoring";"10/18/2019";"No Violations Found";
"CCFB-05432";"Renewal";"6/13/2018";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05432_06132018+Visit.pdf&document_id=0902a1e380029f30"
"CCFB-05432";"Monitoring";"2/3/2017";"NCSOF Issued";
"CCFB-05432";"Monitoring";"5/11/2016";"No Violations Found";
"CCFB-05082";"Monitoring";"8/12/2020";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05082_08122020+Visit.pdf&document_id=0902a1e3800a3693"
"CCFB-05082";"Monitoring";"3/27/2019";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05082_03272019+Visit.pdf&document_id=0902a1e38003b3b4"
"CCFB-05082";"Renewal";"8/31/2018";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05082_08312018+Visit.pdf&document_id=0902a1e38002d12d"
"CCFB-05082";"Monitoring";"4/5/2017";"NCSOF Issued";
"CCFB-05082";"Monitoring";"8/4/2016";"NCSOF Issued";
"CCCB-05612";"Monitoring";"11/22/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05612_11222019+Visit.pdf&document_id=0902a1e3800595fe"
"CCCB-05612";"Monitoring";"12/4/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05612_12042018+Visit.pdf&document_id=0902a1e380035321"
"CCCB-05612";"Renewal";"3/22/2017";"Violations Found-SOF Issued";
"CCCB-05612";"Monitoring";"12/22/2016";"NCSOF Issued";
"CCCB-05588";"Renewal";"12/6/2019";"No Violations Found";
"CCCB-05588";"Monitoring";"4/18/2018";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05588_04182018+Visit.pdf&document_id=0902a1e3800278e1"
"CCCB-05588";"Renewal";"2/8/2017";"Violations Found-SOF Issued";
"CCCB-05588";"Monitoring";"10/4/2016";"Violations Found-SOF Issued";
"CCCB-05704";"Monitoring";"5/2/2019";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05704_05022019+Visit.pdf&document_id=0902a1e38003efe8"
"CCCB-05704";"Licensed Complaint";"9/6/2018";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05704_09062018+Visit.pdf&document_id=0902a1e38002ed95"
"CCCB-05704";"Renewal";"1/9/2018";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05704_01092018+Visit.pdf&document_id=0902a1e38002448f"
"CCCB-05704";"Monitoring";"2/16/2017";"Violations Found-SOF Issued";
"CCCB-05704";"Monitoring";"8/17/2016";"Violations Found-SOF Issued";
"CCCB-06787";"Renewal";"3/3/2020";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06787_03032020+Visit.pdf&document_id=0902a1e380081cbd"
"CCCB-06787";"Monitoring";"2/22/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06787_02222019+Visit.pdf&document_id=0902a1e38004524a"
"CCCB-06787";"Monitoring";"10/4/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06787_10042018+Visit.pdf&document_id=0902a1e380030615"
"CCCB-06787";"Permit to Full";"6/16/2017";"NCSOF Issued";
"CCCB-06787";"New";"2/23/2017";"Violations Found-SOF Issued";
"CCFB-06816";"Renewal";"10/2/2020";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06816_10022020+Visit.pdf&document_id=0902a1e38009c7c9"
"CCFB-06816";"Monitoring";"8/1/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06816_08012019+Visit.pdf&document_id=0902a1e38004b0e6"
"CCFB-06816";"Permit to Full";"4/4/2018";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06816_04042018+Visit.pdf&document_id=0902a1e380026473"
"CCFB-06816";"New";"11/28/2017";"No Violations Found";
"CCCB-00966";"Monitoring";"1/9/2020";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=00966_01092020+Visit.pdf&document_id=0902a1e38005dcaa"
"CCCB-00966";"Monitoring";"5/7/2019";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=00966_05072019+Visit.pdf&document_id=0902a1e38003fe44"
"CCCB-00966";"Renewal";"10/24/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=00966_10242018+Visit.pdf&document_id=0902a1e3800324a5"
"CCCB-00966";"Monitoring";"9/26/2017";"Violations Found-SOF Issued";
"CCCB-00966";"Monitoring";"10/12/2016";"NCSOF Issued";
"CCCB-01056";"Renewal";"2/20/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01056_02202019+Visit.pdf&document_id=0902a1e38003e37d"
"CCCB-01056";"Monitoring";"8/29/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01056_08292018+Visit.pdf&document_id=0902a1e38002d11c"
"CCCB-01056";"Monitoring";"5/5/2017";"Violations Found-SOF Issued";
"CCCB-01056";"Renewal";"3/22/2016";"NCSOF Issued";
"CCFB-04632";"Monitoring";"11/12/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=04632_11122019+Visit.pdf&document_id=0902a1e38005a9ab"
"CCFB-04632";"Renewal";"12/21/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=04632_12212018+Visit.pdf&document_id=0902a1e38003612c"
"CCFB-04632";"Monitoring";"3/3/2017";"NCSOF Issued";
"CCFB-04632";"Renewal";"1/27/2016";"NCSOF Issued";
"CCCB-05594";"Monitoring";"11/12/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05594_11122019+Visit.pdf&document_id=0902a1e38005b310"
"CCCB-05594";"Permit to Full";"12/5/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05594_12052018+Visit.pdf&document_id=0902a1e380035317"
"CCCB-05594";"New";"8/23/2018";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05594_08232018+Visit.pdf&document_id=0902a1e38002c4d0"
"CCCB-05594";"Quality Assurance Review";"9/11/2017";"Violations Found-SOF Issued";
"CCCB-05594";"Renewal";"1/17/2017";"Violations Found-SOF Issued";
"CCCB-05594";"Monitoring";"2/11/2016";"Violations Found-SOF Issued";
"CCRB-01069";"Renewal";"10/23/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01069_10232019+Visit.pdf&document_id=0902a1e38005a9a8"
"CCRB-01069";"Monitoring";"11/29/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01069_11292018+Visit.pdf&document_id=0902a1e380039462"
"CCRB-01069";"Licensed Complaint";"3/29/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01069_03292018+Visit.pdf&document_id=0902a1e38002928c"
"CCRB-01069";"Monitoring";"8/15/2017";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01069_08152017+Visit.pdf&document_id=0902a1e38001d3a7"
"CCRB-01069";"Licensed Complaint";"7/24/2017";"Violations Found-SOF Issued";
"CCRB-01069";"Renewal";"10/18/2016";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01069_10182016+Visit.pdf&document_id=0902a1e380016ff4"
"CCRB-01069";"Licensed Complaint";"10/18/2016";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01069_10182016+Visit.pdf&document_id=0902a1e380016ff4"
"CCCB-05592";"Renewal";"1/15/2020";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05592_01152020+Visit.pdf&document_id=0902a1e380067e29"
"CCCB-05592";"Monitoring";"5/15/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05592_05152019+Visit.pdf&document_id=0902a1e380044610"
"CCCB-05592";"Monitoring";"12/4/2018";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05592_12042018+Visit.pdf&document_id=0902a1e3800351d6"
"CCCB-05592";"Quality Assurance Review";"6/11/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05592_06112018+Visit.pdf&document_id=0902a1e38002c7bb"
"CCCB-05592";"Monitoring";"10/18/2017";"Violations Found-SOF Issued";
"CCCB-05592";"Renewal";"12/21/2016";"Violations Found-SOF Issued";
"CCCB-04710";"Monitoring";"11/1/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=04710_11012019+Visit.pdf&document_id=0902a1e38005c5bb"
"CCCB-04710";"Renewal";"6/11/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=04710_06112019+Visit.pdf&document_id=0902a1e38004cc63"
"CCCB-04710";"Monitoring";"12/5/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=04710_12052018+Visit.pdf&document_id=0902a1e380035847"
"CCCB-04710";"Monitoring";"12/8/2017";"Violations Found-SOF Issued";
"CCCB-04710";"Revision";"11/6/2017";"No Violations Found";
"CCCB-04710";"Compliance Monitoring";"11/6/2017";"No Violations Found";
"CCCB-04710";"Unlicensed Complaint";"9/27/2017";"Violations Found-SOF Issued";
"CCCB-04710";"Renewal";"6/14/2016";"Violations Found-SOF Issued";
"CCCB-01183";"Monitoring";"10/22/2020";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01183_10222020+Visit.pdf&document_id=0902a1e38009e9a7"
"CCCB-01183";"Renewal";"9/11/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01183_09112019+Visit.pdf&document_id=0902a1e38004fc91"
"CCCB-01183";"Licensed Complaint";"3/7/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=01183_03072018+Visit.pdf&document_id=0902a1e380027256"
"CCCB-01183";"Monitoring";"12/7/2017";"NCSOF Issued";
"CCCB-01183";"Renewal";"10/27/2016";"NCSOF Issued";
"CCCB-01183";"Revision";"8/11/2016";"No Violations Found";
"CCFB-06039";"Monitoring";"10/22/2020";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06039_10222020+Visit.pdf&document_id=0902a1e38009e9a8"
"CCFB-06039";"Monitoring";"9/25/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06039_09252019+Visit.pdf&document_id=0902a1e38006980c"
"CCFB-06039";"Renewal";"12/19/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06039_12192018+Visit.pdf&document_id=0902a1e3800349ed"
"CCFB-06039";"Monitoring";"11/1/2017";"Violations Found-SOF Issued";
"CCFB-06039";"Renewal";"2/11/2016";"Violations Found-SOF Issued";
"CCFB-06789";"Renewal";"1/2/2020";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06789_01022020+Visit.pdf&document_id=0902a1e38005c3f4"
"CCFB-06789";"Monitoring";"7/30/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06789_07302019+Visit.pdf&document_id=0902a1e38004c57f"
"CCFB-06789";"Permit to Full";"3/7/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06789_03072018+Visit.pdf&document_id=0902a1e380025713"
"CCFB-06789";"New";"3/7/2017";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06789_03072017+Visit.pdf&document_id=0902a1e38001bd19"
"CCFB-06135";"Renewal";"1/8/2020";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06135_01082020+Visit.pdf&document_id=0902a1e380069779"
"CCFB-06135";"Monitoring";"4/4/2019";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06135_04042019+Visit.pdf&document_id=0902a1e38003f7fc"
"CCFB-06135";"Monitoring";"8/22/2018";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06135_08222018+Visit.pdf&document_id=0902a1e38002c8a3"
"CCFB-06135";"Renewal";"1/11/2017";"No Violations Found";
"CCFB-06135";"Monitoring";"9/1/2016";"Violations Found-SOF Issued";
"CCCB-00611";"Monitoring";"4/4/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=00611_04042019+Visit.pdf&document_id=0902a1e38003f79f"
"CCCB-00611";"Renewal";"1/11/2018";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=00611_01112018+Visit.pdf&document_id=0902a1e380022942"
"CCCB-00611";"Monitoring";"3/8/2017";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=00611_03082017+Visit.pdf&document_id=0902a1e380018e47"
"CCCB-00611";"Monitoring";"9/28/2016";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=00611_09282016+Visit.pdf&document_id=0902a1e380015aa9"
"CCCB-05581";"Renewal";"11/8/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05581_11082019+Visit.pdf&document_id=0902a1e38005a76e"
"CCCB-05581";"Monitoring";"7/9/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05581_07092018+Visit.pdf&document_id=0902a1e38002cd20"
"CCCB-05581";"Monitoring";"9/11/2017";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05581_09112017+Visit.pdf&document_id=0902a1e38001efa5"
"CCCB-05581";"Renewal";"12/28/2016";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05581_12282016+Visit.pdf&document_id=0902a1e3800187d7"
"CCCB-06784";"Renewal";"10/28/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06784_10282019+Visit.pdf&document_id=0902a1e380061b15"
"CCCB-06784";"Monitoring";"3/27/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06784_03272018+Visit.pdf&document_id=0902a1e380027d52"
"CCCB-06784";"Permit to Full";"5/4/2017";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06784_05042017+Visit.pdf&document_id=0902a1e38001a005"
"CCCB-06784";"New";"12/23/2016";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06784_12232016+Visit.pdf&document_id=0902a1e3800174a0"
"CCCB-05519";"Renewal";"4/29/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05519_04292019+Visit.pdf&document_id=0902a1e380040f9b"
"CCCB-05519";"Monitoring";"9/25/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05519_09252018+Visit.pdf&document_id=0902a1e38003afa6"
"CCCB-05519";"Monitoring";"9/11/2017";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05519_09112017+Visit.pdf&document_id=0902a1e3800239d8"
"CCCB-05519";"Renewal";"3/21/2016";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05519_03212016+Visit.pdf&document_id=0902a1e380014ba2"
"CCCB-05842";"Monitoring";"1/31/2020";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05842_01312020+Visit.pdf&document_id=0902a1e380067603"
"CCCB-05842";"Renewal";"6/3/2019";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05842_06032019+Visit.pdf&document_id=0902a1e38004555b"
"CCCB-05842";"Monitoring";"5/15/2018";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05842_05152018+Visit.pdf&document_id=0902a1e380028b65"
"CCCB-05842";"Monitoring";"9/25/2017";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05842_09252017+Visit.pdf&document_id=0902a1e38001d9cd"
"CCCB-05842";"Renewal";"6/2/2016";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05842_06022016+Visit.pdf&document_id=0902a1e380014e37"
"CCCB-02821";"Monitoring";"6/6/2019";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=02821_06062019+Visit.pdf&document_id=0902a1e380043475"
"CCCB-02821";"Renewal";"2/5/2019";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=02821_02052019+Visit.pdf&document_id=0902a1e380039399"
"CCCB-02821";"Licensed Complaint";"9/14/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=02821_09142018+Visit.pdf&document_id=0902a1e380032e82"
"CCCB-02821";"Monitoring";"12/19/2017";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=02821_12192017+Visit.pdf&document_id=0902a1e380022b97"
"CCCB-02821";"Renewal";"3/21/2016";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=02821_03212016+Visit.pdf&document_id=0902a1e38000380d"
"CCFB-06611";"Renewal";"8/12/2019";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06611_08122019+Visit.pdf&document_id=0902a1e38004b484"
"CCFB-06611";"Monitoring";"4/2/2018";"Violations Found-SOF Issued";
"CCFB-06611";"Monitoring";"3/28/2017";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06611_03282017+Visit.pdf&document_id=0902a1e380019aa7"
"CCFB-06611";"Renewal";"8/1/2016";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06611_08012016+Visit.pdf&document_id=0902a1e380015645"
"CCCB-06820";"Monitoring";"2/24/2020";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06820_02242020+Visit.pdf&document_id=0902a1e38006f114"
"CCCB-06820";"Monitoring";"8/29/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06820_08292019+Visit.pdf&document_id=0902a1e3800520f7"
"CCCB-06820";"Permit to Full";"12/17/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06820_12172018+Visit.pdf&document_id=0902a1e38003879c"
"CCCB-06820";"Permit to Full";"5/10/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06820_05102018+Visit.pdf&document_id=0902a1e380029324"
"CCCB-06820";"New";"12/19/2017";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06820_12192017+Visit.pdf&document_id=0902a1e380029326"
"CCCB-06338";"Monitoring";"4/5/2019";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06338_04052019+Visit.pdf&document_id=0902a1e38003c172"
"CCCB-06338";"Monitoring";"9/12/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06338_09122018+Visit.pdf&document_id=0902a1e38002d950"
"CCCB-06338";"Renewal";"7/3/2018";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06338_07032018+Visit.pdf&document_id=0902a1e38002c978"
"CCCB-06338";"Monitoring";"3/6/2017";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06338_03062017+Visit.pdf&document_id=0902a1e380018abd"
"CCCB-06338";"Monitoring";"2/4/2016";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06338_02042016+Visit.pdf&document_id=0902a1e380003602"
"CCCB-06701";"Monitoring";"1/23/2020";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06701_01232020+Visit.pdf&document_id=0902a1e38005ce02"
"CCCB-06701";"Monitoring";"1/17/2019";"No Violations Found";
"CCCB-06701";"Renewal";"2/12/2018";"No Violations Found";
"CCCB-06701";"Monitoring";"3/31/2017";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06701_03312017+Visit.pdf&document_id=0902a1e380018d3e"
"CCCB-06701";"Monitoring";"5/20/2016";"No Violations Found";
"CCCB-06875";"Permit to Full";"9/12/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06875_09122019+Visit.pdf&document_id=0902a1e380050470"
"CCCB-06875";"New";"5/13/2019";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06875_05132019+Visit.pdf&document_id=0902a1e380040bbb"
"CCCB-06915";"Permit to Full";"1/24/2020";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06915_01242020+Visit.pdf&document_id=0902a1e38008574d"
"CCCB-06915";"New";"9/5/2019";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06915_09052019+Visit.pdf&document_id=0902a1e38004d782"
"CCCB-05554";"Renewal";"6/25/2019";"No Violations Found";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05554_06252019+Visit.pdf&document_id=0902a1e380046e56"
"CCCB-05554";"Monitoring";"8/31/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05554_08312018+Visit.pdf&document_id=0902a1e38002e1b0"
"CCCB-05554";"Monitoring";"12/5/2017";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05554_12052017+Visit.pdf&document_id=0902a1e38002662e"
"CCCB-05554";"Renewal";"6/23/2016";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05554_06232016+Visit.pdf&document_id=0902a1e380015358"
"CCCB-04392";"Monitoring";"1/18/2019";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=04392_01182019+Visit.pdf&document_id=0902a1e380036e4b"
"CCCB-04392";"Renewal";"3/9/2018";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=04392_03092018+Visit.pdf&document_id=0902a1e3800255b0"
"CCCB-04392";"Monitoring";"8/22/2017";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=04392_08222017+Visit.pdf&document_id=0902a1e38001ce51"
"CCCB-04392";"Monitoring";"11/14/2016";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=04392_11142016+Visit.pdf&document_id=0902a1e3800172d6"
"CCCB-06645";"Monitoring";"11/7/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06645_11072019+Visit.pdf&document_id=0902a1e38005b519"
"CCCB-06645";"Monitoring";"11/27/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06645_11272018+Visit.pdf&document_id=0902a1e380037391"
"CCCB-06645";"Renewal";"6/5/2017";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=06645_06052017+Visit.pdf&document_id=0902a1e38001aed4"
"CCCB-05182";"Renewal";"3/12/2019";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05182_03122019+Visit.pdf&document_id=0902a1e38003a9e9"
"CCCB-05182";"Monitoring";"4/2/2018";"Violations Found-SOF Issued";
"CCCB-05182";"Monitoring";"2/21/2017";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05182_02212017+Visit.pdf&document_id=0902a1e380018777"
"CCCB-05182";"Renewal";"5/23/2016";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05182_05232016+Visit.pdf&document_id=0902a1e380015359"
"CCCB-05073";"Monitoring";"11/18/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05073_11182019+Visit.pdf&document_id=0902a1e38005b515"
"CCCB-05073";"Renewal";"9/7/2018";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05073_09072018+Visit.pdf&document_id=0902a1e38002e36c"
"CCCB-05073";"Monitoring";"12/18/2017";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05073_12182017+Visit.pdf&document_id=0902a1e380022b1c"
"CCCB-05947";"Monitoring";"7/29/2019";"Violations Found-SOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05947_07292019+Visit.pdf&document_id=0902a1e38004d13f"
"CCCB-05947";"Monitoring";"9/24/2018";"NCSOF Issued";"https://forms.nh.gov/licenseverification/Download.aspx?saveas=05947_09242018+Visit.pdf&document_id=0902a1e38002f214"
