"Facility ID";"Name";"Programm Type";"City";"Phone";"County";"Zip";"Addess";"Addess1";"Email";"License Status"
"CCCB-01183";"Chestnut Christian Preschool & Kindergarten";"Center Based Program License";"New Boston";6033255105;"Hillsborough";"'03070";"219 Chestnut Hill Road";;;"Active"
"CCFB-06039";"Hilltop Day Care";"Family Based Program License";"New Boston";6033250361;"Hillsborough";"'03070";"266 Saunders Hill Road";;"downingdeb@gmail.com";"Active"
"CCFB-06789";"Little Hands Daycare";"Family Based Program License";"New Boston";6034872667;"Hillsborough";"'03070";"149 Mont Vernon Road";;;"Active"
"CCCB-06692";"Strong Beginnings";"Center Based Program License";"New Boston";6034973202;"Hillsborough";"'03070";"643 N. Mast Road";;;"Active"
"CCFB-06135";"Ebenezer Farm Child Care";"Family Based Program License";"New Ipswich";6038783715;"Hillsborough";"'03071";"144 Thayer Road";;;"Active"
"CCCB-00611";"Our Redeemer Preschool";"Center Based Program License";"New Ipswich";6038781837;"Hillsborough";"'03071";"200 Ashby Road";;;"Active"
"CCCB-05581";"""Dynamic Foundations"" For Families";"Center Based Program License";"Pelham";6036351710;"Hillsborough";"'03076";"90 Bridge Street";;;"Active"
"CCCB-06784";"""The Perfect Place"" for Children";"Center Based Program License";"Pelham";6036359207;"Hillsborough";"'03076";"125 Main Street, Unit A";;;"Active"
"CCCB-05519";"Kimba's Kids";"Center Based Program License";"Pelham";6036358941;"Hillsborough";"'03076";"43 Bridge Street";;;"Active"
"CCCB-05842";"Kings Kids Child Care Center";"Center Based Program License";"Pelham";6038981675;"Hillsborough";"'03076";"955 Bridge Street";;;"Active"
"CCCB-02821";"Pelham School Age Child Care";"Center Based Program License";"Pelham";6036359733;"Hillsborough";"'03076";"61 Marsh Road";;;"Active"
"CCFB-06611";"Trails to Learning Home Day Care";"Family Based Program License";"Pelham";6035086528;"Hillsborough";"'03076";"44 Nashua Road";;;"Active"
"CCCB-06820";"Little Friends Early Learning Center";"Center Based Program License";"Raymond";6032442132;"Rockingham";"'03077";"77 Main Street";;;"Active"
"CCCB-06338";"Play Laugh N' Grow 102";"Center Based Program License";"Raymond";6032445957;"Rockingham";"'03077";"41 Freetown Road, Building B";;;"Active"
"CCCB-06701";"Southern New Hampshire Services Raymond Head Start";"Center Based Program License";"Raymond";6032442937;"Rockingham";"'03077";"108 Fremont Road";;;"Active"
"CCCB-06875";"""Endless Opportunities""";"Center Based Program License";"Salem";6038937710;"Rockingham";"'03079";"47 Pelham Road";;"skbajaj23@hotmail.com";"Active"
"CCCB-06915";"Bright Village Early Education";"Center Based Program License";"Salem";6034700765;"Rockingham";"'03079";"32 Stiles Road, Suite 101";;;"Active"
"CCCB-05554";"Create and Discover Learning Center";"Center Based Program License";"Salem";6038947251;"Rockingham";"'03079";"196 Main Street";;;"Active"
"CCCB-04392";"Create and Discover Learning Center";"Center Based Program License";"Salem";6038945250;"Rockingham";"'03079";"176 Main Street";;;"Active"
"CCCB-06645";"Discovery Club - Barron Elementary School";"Center Based Program License";"Salem";6038947251;"Rockingham";"'03079";"55 Butler Street";;;"Active"
"CCCB-05182";"Discovery Club - Fiske Elementary";"Center Based Program License";"Salem";6038947251;"Rockingham";"'03079";"14 Main Street";;;"Active"
"CCCB-05073";"Discovery Club - Lancaster Elementary School";"Center Based Program License";"Salem";6038947251;"Rockingham";"'03079";"54 Millville Street";;;"Active"
"CCCB-05947";"Here We Grow Learning Center";"Center Based Program License";"Salem";6038901234;"Rockingham";"'03079";"401 Main Street Units102 & 106";;;"Active"
"CCCB-05431";"Kid's Krossroads";"Center Based Program License";"Salem";6038900085;"Rockingham";"'03079";"15 Ermer Road, Suite 107";;;"Active"
"CCCB-00887";"Little Scholars Daycare";"Center Based Program License";"Salem";6038930898;"Rockingham";"'03079";"1 Sand Hill Road";;;"Active"
"CCFB-05799";"Melissa Todt's Family Day Care";"Family Based Program License";"Salem";6038936685;"Rockingham";"'03079";"3 Shetland Circle";;;"Active"
"CCCB-01300";"Merrimack Valley Montessori School";"Center Based Program License";"Salem";6038937310;"Rockingham";"'03079";"111 Lowell Road";;;"Active"
"CCCB-04983";"Patsy's House Day Care & Learning Center";"Center Based Program License";"Salem";6038985655;"Rockingham";"'03079";"76 Lawrence Road";;;"Active"
"CCCB-02303";"Salem Boys and Girls Club Preschool";"Center Based Program License";"Salem";6038987709;"Rockingham";"'03079";"3 Geremonty Drive";;;"Active"
"CCCB-06642";"Salem Kid Start Kindergarten";"Center Based Program License";"Salem";6038980015;"Rockingham";"'03079";"101 School Street";;;"Active"
"CCCB-05072";"The Discovery Club @ North Salem Elementary";"Center Based Program License";"Salem";6038937062;"Rockingham";"'03079";"140 Zion Hill Road";;;"Active"
"CCCB-06504";"The Learning Cooperative";"Center Based Program License";"Salem";6038985493;"Rockingham";"'03079";"24 School Street";;;"Active"
"CCCB-06481";"The Learning Path of Salem";"Center Based Program License";"Salem";6038905321;"Rockingham";"'03079";"19 Keewaydin Drive";;;"Active"
"CCCB-04946";"Wonder Years Learning Center";"Center Based Program License";"Salem";6038900155;"Rockingham";"'03079";"393 Main Street";;;"Active"
"CCFB-06906";"Hummingbird Hill Play Garden";"Family Based Program License";"Lyndeborough";6036542088;"Hillsborough";"'03082";"378 Pettingill HIll Road";;;"Active"
"CCCB-06930";"Tumbleweeds Child Care";"Center Based Program License";"Wilton";6036545390;"Hillsborough";"'03086";"31 Prince Street";;"alyssalavoie@gmail.com";"Active"
"CCFB-06802";"Busy Bee in Home Day Care";"Family Based Program License";"Windham";9789140050;"Rockingham";"'03087";"18 Depot Road";;;"Active"
"CCCB-06966";"Day Dreamers";"Center Based Program License";"Windham";6038198087;"Rockingham";"'03087";"33 Indian Rock Road, Bldg 3, Suite 1";;;"Permit Issued"
"CCCB-06480";"Green Sprouts";"Center Based Program License";"Windham";6038980771;"Rockingham";"'03087";"5 Industrial Drive, Suite A";;"deb@greensproutsllc.com";"Active"
"CCCB-06861";"Kiddie Academy";"Center Based Program License";"Windham";6038825434;"Rockingham";"'03087";"156 Haverhill Road";;;"Active"
"CCCB-06929";"Little Beginnings of Windham";"Center Based Program License";"Windham";6033288483;"Rockingham";"'03087";"63 Range Road, Unit 203";;;"Active"
"CCCB-06727";"Wee Care Learning Center";"Center Based Program License";"Windham";6035573197;"Rockingham";"'03087";"21 Roulston Road";;;"Active"
"CCFB-06950";"Windham After School Academy";"Center Based Program License";"Windham";6039217333;"Rockingham";"'03087";"64 North Lowell Road";;;"Permit Issued"
"CCCB-00971";"Windham Cooperative Kindergarten And Nursery School";"Center Based Program License";"Windham";6038933069;"Rockingham";"'03087";"12 Industrial Drive";;;"Active"
"CCCB-06563";"Windham Crossing Learning Center";"Center Based Program License";"Windham";6039653137;"Rockingham";"'03087";"125 North Lowell Road";;;"Active"
"CCCB-06330";"Windham Learning Tree Academy";"Center Based Program License";"Windham";6039653484;"Rockingham";"'03087";"4 Cobbetts Pond Road, Suites 9-12";;;"Active"
"CCCB-06900";"YMCA of Greater Londonderry - Center School";"Center Based Program License";"Windham";6034379622;"Rockingham";"'03087";"2 Lowell Road";;;"Active"
"CCCB-06901";"YMCA of Greater Londonderry Golden Brook School";"Center Based Program License";"Windham";6034379622;"Rockingham";"'03087";"112B Lowell Road";;;"Active"
"CCCB-06924";"Youth Enrichment For Student Success-2";"Center Based Program License";"Windham";6039129377;"Rockingham";"'03087";"27 Roulston Road, Unit 1";;;"Permit Issued"
"CCCB-05828";"Kindertree Learning Center";"Center Based Program License";"Manchester";6036237599;"Hillsborough";"'03101";"162 Manchester Street";;;"Active"
"CCCB-06340";"Reach for the Stars Child Development Center";"Center Based Program License";"Manchester";6035689466;"Hillsborough";"'03101";"30 South Elm Street";;;"Active"
"CCCB-01018";"YMCA of Downtown Manchester Child Development Center";"Center Based Program License";"Manchester";6032328651;"Hillsborough";"'03101";"30 Mechanic St";;;"Active"
"CCCB-02369";"Alpha-Bits Learning Center I";"Center Based Program License";"Manchester";6036416642;"Hillsborough";"'03102";"333 Allard Drive";;;"Active"
"CCCB-06531";"Easter Seals NH Child Development & Family Resource Center";"Center Based Program License";"Manchester";6036665982;"Hillsborough";"'03102";"435 South Main Street";;;"Active"
"CCCB-05507";"Girls Incorporated Of New Hampshire, Manchester Division";"Center Based Program License";"Manchester";6036231117;"Hillsborough";"'03102";"340 Varney Street";;;"Active"
"CCCB-06675";"Manchester Head Start West";"Center Based Program License";"Manchester";"6036665982 x23";"Hillsborough";"'03102";"435 South Main Street";;;"Active"
"CCCB-06848";"MCC Child Development Center";"Center Based Program License";"Manchester";6032068098;"Hillsborough";"'03102";"1066 Front Street";;"hnilu@aol.com";"Active"
"CCCB-06471";"New Morning Before and After School Programs @ Northwest";"Center Based Program License";"Manchester";6036693591;"Hillsborough";"'03102";"300 Youville Street";"Northwest Elementary School";;"Active"
"CCCB-06470";"New Morning Before and After School Programs @ Parker Varney";"Center Based Program License";"Manchester";6037148693;"Hillsborough";"'03102";"223 James A. Pollock Drive";;;"Active"
"CCCB-06815";"Northwest Head Start";"Center Based Program License";"Manchester";;"Hillsborough";"'03102";"300 Youville Street";;;"Active"
"CCCB-00824";"St. Peter's Home";"Center Based Program License";"Manchester";6036259313;"Hillsborough";"'03102";"300 Kelley Street";;;"Active"
"CCCB-01004";"Ste. Marie Child Care Center";"Center Based Program License";"Manchester";6036682356;"Hillsborough";"'03102";"133 Wayne Street";;;"Active"
"CCCB-01915";"The Growing Years";"Center Based Program License";"Manchester";6036227072;"Hillsborough";"'03102";"130 Harvell Street";;;"Active"
"CCCB-06903";"A Brighter Future Learning Center";"Center Based Program License";"Manchester";;"Hillsborough";"'03103";"1 Sundial Ave # 117";;;"Active"
"CCCB-06914";"Children's Early Learning Center";"Center Based Program License";"Manchester";6032323870;"Hillsborough";"'03103";"673 Weston Road";;;"Active"
"CCCB-01486";"Easter Seals Child Development Center";"Center Based Program License";"Manchester";6036213524;"Hillsborough";"'03103";"555 Auburn Street";;;"Active"
"CCCB-01161";"Elliot Child Care Center";"Center Based Program License";"Manchester";6036633393;"Hillsborough";"'03103";"450 Massabesic Street";;;"Active"
"CCFB-05027";"Jane's Peanut Gallery";"Family Based Program License";"Manchester";6036416311;"Hillsborough";"'03103";"24 South Gray Court";;;"Active"
"CCCB-05867";"Little Frogs & Polliwogs Learning Center";"Center Based Program License";"Manchester";6036692695;"Hillsborough";"'03103";"3011 Brown Avenue";;;"Active"
"CCCB-05585";"Little Rising Stars Child Care Center";"Center Based Program License";"Manchester";6036445437;"Hillsborough";"'03103";"191 South Jewett Street";;;"Active"
"CCCB-05543";"Manchester Boys & Girls Club -Jewett Street School";"Center Based Program License";"Manchester";6036255031;"Hillsborough";"'03103";"130 South Jewett Street";;;"Active"
"CCCB-06927";"Manchester Child Development Center";"Center Based Program License";"Manchester";6036290037;"Hillsborough";"'03103";"2020 Goffs Falls Road";;;"Active"
"CCRB-02655";"Robert B. Jolicouer Education and Residential Facility - Boys";"Residential Based Program License";"Manchester";6036213599;"Hillsborough";"'03103";"1 and 9 Mammoth Road";;;"Active"
"CCCB-05314";"Southern New Hampshire Services Silver Street Child Development Center";"Center Based Program License";"Manchester";6036688010;"Hillsborough";"'03103";"160 Silver Street";;;"Active"
"CCCB-04344";"Southern NH Services - Rose Byrne Head Start";"Center Based Program License";"Manchester";6036688010;"Hillsborough";"'03103";"40 Pine Street";;;"Active"
"CCCB-00819";"St. Augustin Preschool";"Center Based Program License";"Manchester";6036238800;"Hillsborough";"'03103";"251 Merrimack Street";;;"Active"
"CCCB-06964";"The Learning Lab at Cowabunga's";"Center Based Program License";"Manchester";;"Hillsborough";"'03103";"725 Huse Road";;;"Permit Issued"
"CCCB-06514";"The World of Discovery";"Center Based Program License";"Manchester";6036277577;"Hillsborough";"'03103";"71 Mooresville Road";;;"Active"
"CCCB-04918";"YMCA of Downtown Manchester Start Program @ Beech Street School";"Center Based Program License";"Manchester";6036251777;"Hillsborough";"'03103";"333 Beech Street, Beech Street School";;;"Active"
"CCCB-05066";"YMCA of Downtown Manchester Start Program @ Wilson Street School";"Center Based Program License";"Manchester";6033055362;"Hillsborough";"'03103";"401 Wilson Street";;;"Active"
"CCCB-06854";"YMCA School's Out Program @ Jewett";"Center Based Program License";"Manchester";6032328670;"Hillsborough";"'03103";"130 Jewett Street";;;"Active"
"CCCB-05944";"Alpha-Bits Learning Center II";"Center Based Program License";"Manchester";6036246650;"Hillsborough";"'03104";"227 Londonderry Turnpike";;;"Active"
"CCCB-05421";"Boys & Girls - Highland Goffs Falls Extension";"Center Based Program License";"Manchester";6036255031;"Hillsborough";"'03104";"2021 Goffs Falls Road";;"jpappas@mbgcnh.org";"Active"
"CCCB-06366";"Colorful Apples Learning Center";"Center Based Program License";"Manchester";6036230678;"Hillsborough";"'03104";"91 Penacook Street";;;"Active"
"CCCB-06345";"Head Start at MCC";"Center Based Program License";"Manchester";6036232332;"Hillsborough";"'03104";"1066 Front Street";;;"Active"
"CCCB-06474";"New Morning After School Program @ McDonough";"Center Based Program License";"Manchester";6036693591;"Hillsborough";"'03104";"550 Lowell Street";;;"Active"
"CCCB-06465";"New Morning Before and After School Programs @ Smyth Road School";"Center Based Program License";"Manchester";6036693591;"Hillsborough";"'03104";"245 Bruce Road";;;"Active"
"CCRB-01128";"Webster House";"Residential Based Program License";"Manchester";6036228013;"Hillsborough";"'03104";"135 Webster Street";;;"Active"
"CCCB-05443";"YMCA of Downtown Manchester School's Out Program @ Webster School";"Center Based Program License";"Manchester";6032328670;"Hillsborough";"'03104";"2519 Elm Street";;;"Active"
"CCCB-05330";"YMCA of Downtown Manchester School's Out Program @ Weston";"Center Based Program License";"Manchester";6032328670;"Hillsborough";"'03104";"1066 Hanover Street";;;"Active"
"CCCB-06947";"A Brighter Future Learning Center";"Center Based Program License";"Hooksett";6036474747;"Merrimack";"'03106";"11 Kimball Drive, Suite 103";;"abrighterfuturelearningcenter@gmail.com";"Permit Issued"
"CCCB-05271";"Above And Beyond Child Care";"Center Based Program License";"Hooksett";6036274161;"Merrimack";"'03106";"1461 Hooksett Road";;;"Active"
"CCCB-04545";"Children's Country Learning Center";"Center Based Program License";"Hooksett";6036252912;"Merrimack";"'03106";"4 West Stearns Avenue";;;"Active"
"CCCB-06535";"Colorful Apples Learning Center - Hooksett";"Center Based Program License";"Hooksett";6032065420;"Merrimack";"'03106";"1249 Hookset Road";;;"Active"
"CCCB-02336";"Happy Bear Day Care Learning Center";"Center Based Program License";"Hooksett";6036478788;"Merrimack";"'03106";"16 Johns Drive";;;"Active"
"CCCB-04923";"Little Apples Day Care & Learning Center";"Center Based Program License";"Hooksett";6036252273;"Merrimack";"'03106";"1160 Hooksett Road";;;"Active"
"CCCB-02477";"Mary-Go-Round Childcare Center";"Center Based Program License";"Hooksett";6034853254;"Merrimack";"'03106";"13 Morgan Drive";;;"Active"
"CCFB-05922";"Miss Stephanie's Family Childcare";"Family Based Program License";"Hooksett";6036220028;"Merrimack";"'03106";"147 Whitehall Road";;;"Active"
"CCCB-06472";"New Morning Before and After School Programs @ Fred Underhill";"Center Based Program License";"Hooksett";6037148766;"Merrimack";"'03106";"2 Sherwood Drive";"Fred C. Underhill School";;"Active"
"CCCB-06959";"New Morning Schools-Before & After School Program @ Hooksett Memorial";"Center Based Program License";"Hooksett";6036693591;"Merrimack";"'03106";"5 Memorial Drive";;;"Permit Issued"
"CCCB-06852";"Places You'll Grow Child Development Center";"Center Based Program License";"Hooksett";6037855654;"Merrimack";"'03106";"167 Londonderry Turnpike";;;"Active"
"CCCB-06949";"The Ark Learning Center of Hooksett";"Center Based Program License";"Hooksett";6039358260;"Merrimack";"'03106";"198 Londonderry Turnpike";;;"Permit Issued"
"CCCB-04827";"Tic-Tac-Tots Preschool";"Center Based Program License";"Hooksett";6036418687;"Merrimack";"'03106";"145 Londonderry Turnpike";;;"Active"
"CCCB-06831";"Tumble Bees Preschool and Fitness";"Center Based Program License";"Hooksett";6039359816;"Merrimack";"'03106";"1316 Hooksett Road";;;"Active"
"CCCB-05436";"University Heights Learning Center";"Center Based Program License";"Hooksett";6034856166;"Merrimack";"'03106";"45 Mount Saint Mary's Way";;;"Active"
"CCCB-04560";"Child Guidance Early Learning Center";"Center Based Program License";"Manchester";6036251880;"Hillsborough";"'03109";"75 Talbot Street";;;"Active"
"CCRB-05400";"Easter Seals - Zachary Road";"Residential Based Program License";"Manchester";6032066675;"Hillsborough";"'03109";"200 Zachary Road";;;"Active"
"CCCB-06424";"Elemenope Principles Child Learning Center";"Center Based Program License";"Manchester";6032325225;"Hillsborough";"'03109";"1201 Candia Road";;;"Active"
"CCCB-00567";"Holy Cross Early Childhood Center";"Center Based Program License";"Manchester";6036680510;"Hillsborough";"'03109";"420 Island Pond Road";;;"Active"
"CCFB-06523";"Just Like Home Child Care";"Family Based Program License";"Manchester";6036693736;"Hillsborough";"'03109";"80 Woodbine Avenue";;;"Active"
"CCFB-05121";"Lisa's Family Day Care";"Family Based Program License";"Manchester";6035124484;"Hillsborough";"'03109";"181 Woodbine Avenue";;;"Active"
"CCCB-05384";"Noah's Ark Child Care Center";"Center Based Program License";"Manchester";6036697990;"Hillsborough";"'03109";"491 East Industrial Park Drive";;;"Active"
"CCCB-05792";"YMCA of Downtown Manchester School's Out Program @ Green Acres";"Center Based Program License";"Manchester";6036233558;"Hillsborough";"'03109";"100 Aurore Street";;;"Active"
"CCCB-06573";"Bedford Martial Arts Academy";"Center Based Program License";"Bedford";6036269696;"Hillsborough";"'03110";"292 Route 101";;;"Active"
"CCCB-01314";"Bedford Montessori School";"Center Based Program License";"Bedford";6036279545;"Hillsborough";"'03110";"24 Tirrell Hill Road";;;"Active"
"CCCB-00654";"Bedford Village Morning School";"Center Based Program License";"Bedford";6034725531;"Hillsborough";"'03110";"19 Ministerial Road";;;"Active"
"CCCB-05877";"Bright Horizons at Bedford";"Center Based Program License";"Bedford";6034725451;"Hillsborough";"'03110";"54 Constitution Drive";;;"Active"
"CCCB-05871";"Creative Kids Preschool @ BYPC";"Center Based Program License";"Bedford";6033917985;"Hillsborough";"'03110";"155 Route 101";;;"Active"
"CCCB-05241";"KinderCare Learning Center";"Center Based Program License";"Bedford";6036217485;"Hillsborough";"'03110";"3 Upjohn Street";;;"Active"
"CCCB-06557";"Learning Adventures Early Childhood Center";"Center Based Program License";"Bedford";6036692811;"Hillsborough";"'03110";"51 Old Bedford Road";;"stacey@learningadventures.nh.com";"Active"
"CCCB-06461";"New Morning After School Program @ McKelvie";"Center Based Program License";"Bedford";6036693591;"Hillsborough";"'03110";"108 Liberty Hill Road";;;"Active"
"CCCB-06468";"New Morning After School Program @ Memorial";"Center Based Program License";"Bedford";6036693591;"Hillsborough";"'03110";"55 Old Bedford Road";"Memorial Elementary School";;"Active"
"CCCB-06459";"New Morning After School Program @ Peter Woodbury";"Center Based Program License";"Bedford";6036693591;"Hillsborough";"'03110";"180 County Road";;;"Active"
"CCCB-06460";"New Morning After School Program @ Riddle Brook";"Center Based Program License";"Bedford";6036693591;"Hillsborough";"'03110";"230 New Boston Road";;;"Active"
"CCCB-06452";"New Morning School of Bedford";"Center Based Program License";"Bedford";6036693591;"Hillsborough";"'03110";"23 Back River Road";;;"Active"
"CCCB-06895";"Primrose School at Bedford Hills";"Center Based Program License";"Bedford";6034723800;"Hillsborough";"'03110";"3 Cooper Lane";;"cwilson@primrosebedfordhills.com";"Active"
"CCCB-05341";"Rainbowland Child Development Center";"Center Based Program License";"Bedford";6036226766;"Hillsborough";"'03110";"3 Rundlett Hill Road";;"rainbowlandcdc@comcast.net";"Active"
"CCCB-00796";"The Lamb's Workshop";"Center Based Program License";"Bedford";6034722113;"Hillsborough";"'03110";"1 Covenant Way";;;"Active"
"CCCB-06779";"Trinity Early Learning Center";"Center Based Program License";"Bedford";6036226336;"Hillsborough";"'03110";"12 Station Road";;;"Active"
"CCCB-06908";"Boys & Girls Club of Andover";"Center Based Program License";"Andover";6034105987;"Merrimack";"'03216";"6 School Street";;;"Active"
"CCCB-06494";"Imagination Inn";"Center Based Program License";"Andover";6037355900;"Merrimack";"'03216";"45 North Street";;;"Active"
"CCFB-06102";"King's Kastle Daycare";"Family Based Program License";"Andover";6037354197;"Merrimack";"'03216";"135 Beech Hill Road";;;"Active"
"CCFB-05471";"Hobby Horse Daycare";"Family Based Program License";"Barnstead";6034356377;"Belknap";"'03218";"384 Province Road";;;"Active"
"CCFB-02889";"Windy Hill Day Care";"Family Based Program License";"Barnstead";6034357180;"Belknap";"'03218";"297 Coles Ledge Road";;;"Active"
"CCCB-06893";"Belmont Early Learning Center";"Center Based Program License";"Belmont";6035278048;"Belknap";"'03220";"24 Eastgate Park Drive";;;"Active"
"CCCB-06881";"Belmont Elementary Before and After School Program";"Center Based Program License";"Belmont";6035241235;"Belknap";"'03220";"26 Best Street";;;"Active"
"CCCB-06790";"First Steps Child Care";"Center Based Program License";"Belmont";6172725341;"Belknap";"'03220";"44 Diane Drive";;;"Active"
"CCFB-06738";"Li'l Einstein's Child Care";"Family Based Program License";"Belmont";6038323877;"Belknap";"'03220";"24 Farrarville Road";;;"Active"
"CCCB-06958";"Boys & Girls Clubs of Central New Hampshire - Sutton Unit";"Center Based Program License";"Bradford";6032689563;"Merrimack";"'03221";"28 Newbury Road";;;"Permit Issued"
"CCCB-06204";"Children's Center For Creative Learning";"Center Based Program License";"Bradford";6039382546;"Merrimack";"'03221";"57 West Main Street";;;"Active"
"CCCB-06866";"Creative Learning Program";"Center Based Program License";"Bradford";6039382546;"Merrimack";"'03221";"163 Old Warner Road";;;"Active"
"CCFB-06438";"Marie's Day Care";"Family Based Program License";"Bristol";6033879656;"Grafton";"'03222";"137 Berry Farm Road";;;"Active"
"CCCB-06486";"PB & J's Child Care and Learning Center";"Center Based Program License";"Bristol";6037440048;"Grafton";"'03222";"1420 Peaked Hill Road";;;"Active"
"CCCB-06646";"Piggyback Rides and Slippery Slides";"Center Based Program License";"Bristol";6037449448;"Grafton";"'03222";"12 Bristol Hill Road";;;"Active"
"CCFB-06754";"1-2-3 Follow Me";"Family Based Program License";"Campton";6032387441;"Grafton";"'03223";"47 Mountain View Road";;;"Active"
"CCRB-06689";"MPA at Campton: Depot Street and Owl Street";"Residential Based Program License";"Campton";6035361102;"Grafton";"'03223";"19 Owl Street and 32 Depot Street";;;"Active"
"CCCB-01546";"Te-Lo-Ca Group Day Care Center";"Center Based Program License";"Campton";6035363755;"Grafton";"'03223";"16 Teloca Drive";;;"Active"
"CCFB-06764";"Watch Me Grow";"Family Based Program License";"Campton";6032362704;"Grafton";"'03223";"164 Blair Road";;;"Active"
"CCCB-06303";"Watermelon Seeds Preschool and Learning Center";"Center Based Program License";"Campton";6037264114;"Grafton";"'03223";"24 Southmayd Street";;;"Active"
"CCCB-06920";"The Canterbury Whole Child Center";"Center Based Program License";"Canterbury";6037834370;"Merrimack";"'03224";"6 Hackleboro Road";;;"Active"
"CCCB-06894";"The Dewey School";"Center Based Program License";"Canterbury";6037318091;"Merrimack";"'03224";"288 Shaker Road";;;"Active"
"CCCB-06712";"Buzy Beez Child Care Center";"Center Based Program License";"Center Barnstead";6032693550;"Belknap";"'03225";"27 Depot Road";;;"Active"
"CCCB-05861";"The Village Preschool";"Center Based Program License";"Center Harbor";6034556322;"Belknap";"'03226";"52 Main Street";;;"Active"
"CCCB-01656";"Sandwich Children's Center";"Center Based Program License";"Center Sandwich";6032847014;"Carroll";"'03227";"54 Maple Street";;;"Active"
"CCCB-06851";"Boys & Girls Clubs of Central New Hampshire - Hopkinton Unit";"Center Based Program License";"Contoocook";6034105179;"Merrimack";"'03229";"194 Maple Street";;;"Active"
"CCFB-05215";"Karen Pfeiffer Family Child Care";"Family Based Program License";"Contoocook";6037464068;"Merrimack";"'03229";"140 Spring Street";;;"Active"
"CCFB-06426";"Sheri Jones Child Care";"Family Based Program License";"Contoocook";6037466316;"Merrimack";"'03229";"48 Pine Street";;;"Active"
"CCCB-01176";"'Tween School 'N Home Child Care Program";"Center Based Program License";"Contoocook";6037463622;"Merrimack";"'03229";"271 Main Street";;;"Active"
"CCCB-00739";"East Andover Village Preschool";"Center Based Program License";"East Andover";6037355105;"Merrimack";"'03231";"7 Chase Hill Road";;;"Active"
"CCCB-06898";"Boys and Girls Club of Central NH-Epsom Unit";"Center Based Program License";"Epsom";6032241061;"Merrimack";"'03234";"282 Black Hall Road";;;"Active"
"CCCB-06211";"Circle Child Care";"Center Based Program License";"Epsom";6037363393;"Merrimack";"'03234";"41 Goboro Road";;;"Active"
"CCCB-06879";"Kelly Corner School";"Center Based Program License";"Epsom";6034358893;"Merrimack";"'03234";"940 Suncook Valley Highway";;;"Active"
"CCCB-06794";"The Learning Tree";"Center Based Program License";"Epsom";6037360037;"Merrimack";"'03234";"9 Gauthier Drive";;;"Active"
"CCCB-06683";"Boys & Girls Club of Greater Concord - Franklin Paul Smith School";"Center Based Program License";"Franklin";6032241061;"Merrimack";"'03235";"41 Daniel Webster Drive";;;"Active"
"CCCB-06655";"City of Franklin-Parks & Recreation";"Center Based Program License";"Franklin";6039342118;"Merrimack";"'03235";"12 Rowell Drive";;;"Active"
"CCFB-01232";"Donna L. Mahoney Day Care";"Family Based Program License";"Franklin";6039344041;"Merrimack";"'03235";"119 Sanborn Street";;;"Active"
"CCCB-01824";"Franklin Head Start";"Center Based Program License";"Franklin";6039342161;"Merrimack";"'03235";"12 Rowell Drive";;;"Active"
"CCCB-05193";"Red Oak Montessori School";"Center Based Program License";"Franklin";6039341002;"Merrimack";"'03235";"241 Sanborn Street";;;"Active"
"CCFB-05669";"Silly Goose Day Care";"Family Based Program License";"Franklin";6039347182;"Merrimack";"'03235";"81 Evergreen Avenue";;;"Active"
"CCCB-06050";"Tiny Twisters Child Care Center";"Center Based Program License";"Franklin";6036711109;"Merrimack";"'03235";"12 Rowell Street";;;"Active"
"CCFB-06074";"Brown's Way Family Child Care";"Family Based Program License";"Henniker";6034288125;"Merrimack";"'03242";"55 Brown's Way";;;"Active"
"CCFB-06576";"Creative Kids Child Care";"Family Based Program License";"Henniker";6034288211;"Merrimack";"'03242";"115 Old Mill Pond Road";;;"Active"
"CCCB-06343";"White Birch @ Henniker Community School";"Center Based Program License";"Henniker";6034287860;"Merrimack";"'03242";"51 Western Avenue";;;"Active"
"CCCB-00719";"White Birch Community Center";"Center Based Program License";"Henniker";6034287860;"Merrimack";"'03242";"51 Hall Avenue";;;"Active"
"CCCB-00560";"Hillsboro Child Development Center";"Center Based Program License";"Hillsborough";6034643136;"Hillsborough";"'03244";"21 School Street";;;"Active"
"CCCB-06708";"Stone Bridge Montessori School";"Center Based Program License";"Hillsborough";6034640211;"Hillsborough";"'03244";"29 West Main Street";;;"Active"
"CCRB-06952";"The Wediko School at the Home for Little Wanderers";"Residential Based Program License";"Hillsborough";6034785236;"Hillsborough";"'03244";"11 Bobcat Boulevard";;;"Active"
"CCCB-06393";"Blue Heron Preschool";"Center Based Program License";"Holderness";6039687194;"Grafton";"'03245";"23 Science Center Road";;;"Active"
"CCCB-06937";"Boys & Girls Club at Holderness Central School";"Center Based Program License";"Holderness";6039315491;"Grafton";"'03245";"19 School Road";;;"Active"
"CCCB-06018";"White Mountain Montessori School";"Center Based Program License";"Holderness";6035362555;"Grafton";"'03245";"133 Mt. Prospect Road";;;"Active"
"CCFB-05784";"Acorn Brown's Turtle Town Daycare";"Family Based Program License";"Laconia";6035244558;"Belknap";"'03246";"21 Dartmouth Street";;;"Active"
"CCCB-06858";"Boys & Girls Clubs of Central New Hampshire - Lakes Region Unit";"Center Based Program License";"Laconia";6035280197;"Belknap";"'03246";"876 North Main Street";;;"Active"
"CCFB-05315";"Cotton Hill Day Care";"Family Based Program License";"Laconia";6035284339;"Belknap";"'03246";"179 Cotton Hill Road";;;"Active"
