"FacilityID";"Name";"State";"County";"City";"Zip";"Address";"Phone";"Fax";"Licensee";"License Number";"Facility Type";"FacilityUrl"
"CDC19026";"GREATER PHOENIX URBAN LEAGUE HEAD START - JUSTINE";"AZ";"Maricopa";"PHOENIX";85031;"3201 NORTH 46TH DRIVE";"(602) 276-9305";"(602) 268-1544";"GREATER PHOENIX URBAN LEAGUE, INC.";"CDC-19026";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC17465";"GUARDIAN ANGELS LEARNING CENTER L.L.C.";"AZ";"Maricopa";"PHOENIX";85031;"4105 NORTH 51ST AVENUE";"(623) 772-0528";"(623) 877-1845";"GUARDIAN ANGELS LEARNING CENTER, LLC";"CDC-17465";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC17566";"HAPPY KIDS CHILD CARE CENTER I I";"AZ";"Maricopa";"PHOENIX";85031;"3523 NORTH 43RD AVENUE";"(602) 559-4755";"(602) 559-4079";"HAPPY KIDS CHILD CARE CENTER II, L.L.C.";"CDC-17566";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"SGH16573";"LOPEZ DAY CARE";"AZ";"Maricopa";"PHOENIX";85031;"3008 NORTH 56TH AVENUE";"(623) 873-9595";"( ) -";"ERNESTO AND DIANA LOPEZ";"SGH-16573";"CHILD CARE SMALL GROUP HOME";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"SGH8851";"SANDRA E. WHITE";"AZ";"Maricopa";"PHOENIX";85031;"5827 WEST GLENROSA AVENUE";"(623) 873-2964";"( ) -";"SANDRA E. WHITE";"SGH-8851";"CHILD CARE SMALL GROUP HOME";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC14376";"ST. VINCENT DE PAUL EXTENDED CARE";"AZ";"Maricopa";"PHOENIX";85031;"3130 NORTH 51ST AVENUE";"(623) 873-8060";"(623) 245-0132";"ST. VINCENT DE PAUL ROMAN CATHOLIC PARISH PHOENIX";"CDC-14376";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC14375";"ST. VINCENT DE PAUL PRE - SCHOOL";"AZ";"Maricopa";"PHOENIX";85031;"3130 NORTH 51ST AVENUE";"(623) 873-8060";"(623) 245-0132";"ST. VINCENT DE PAUL ROMAN CATHOLIC PARISH PHOENIX";"CDC-14375";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"SGH9030";"A BUNCH OF HUGS";"AZ";"Maricopa";"PHOENIX";85032;"2913 EAST CHARLESTON AVENUE";"(602) 788-6856";"(602) 485-1873";"ELAINE D. ANDERSON";"SGH-9030";"CHILD CARE SMALL GROUP HOME";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC9859";"ALDEA MONTESSORI SCHOOL";"AZ";"Maricopa";"PHOENIX";85032;"15639 NORTH 40TH STREET";"(602) 485-0276";"(602) 485-0125";"ALDEA MONTESSORI, INC.";"CDC-9859";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC18040";"ARIZONA SUNRAYS";"AZ";"Maricopa";"PHOENIX";85032;"15801 NORTH 32ND STREET";"(602) 992-5790";"(602) 992-2420";"ARIZONA SUNRAYS INC.";"CDC-18040";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC10021";"BENCHMARK SCHOOL";"AZ";"Maricopa";"PHOENIX";85032;"4120 EAST ACOMA DRIVE";"(602) 765-3582";"(602) 765-1932";"BENCHMARK SCHOOL, INC.";"CDC-10021";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC15937";"CALVARY NORTH PRESCHOOL";"AZ";"Maricopa";"PHOENIX";85032;"14201 NORTH 32ND STREET";"(602) 992-6922";"(602) 992-9527";"CALVARY CHAPEL - NORTH PHOENIX, INC.";"CDC-15937";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC10891";"CHAI CHILDHOOD CENTER";"AZ";"Maricopa";"PHOENIX";85032;"4645 EAST MARILYN ROAD";"(602) 923-3619";"(602) 971-5909";"TEMPLE CHAI";"CDC-10891";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC6138";"CREATIVE CENTER";"AZ";"Maricopa";"PHOENIX";85032;"3020 EAST CACTUS ROAD";"(602) 992-3640";"(602) 992-0644";"GRUBENHOFF, INC.";"CDC-6138";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC5444";"DESERT DAWN PRIVATE SCHOOL";"AZ";"Maricopa";"PHOENIX";85032;"15815 NORTH 40TH STREET";"(602) 493-5340";"(602) 971-3571";"DESERT DAWN PRIVATE SCHOOL, INCORPORATED";"CDC-5444";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC2029";"DESERT SPRINGS CHRISTIAN PRESCHOOL";"AZ";"Maricopa";"PHOENIX";85032;"16215 NORTH TATUM BLVD";"(602) 788-5060";"(602) 788-7528";"DESERT SPRINGS BIBLE CHURCH";"CDC-2029";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC8341";"EARLY EXPLORERS LEARNING CENTERS";"AZ";"Maricopa";"PHOENIX";85032;"3131 EAST AIRE LIBRE AVENUE";"(602) 788-8755";"( ) -";"AMERICAN EDUCATIONAL SYSTEMS, INC";"CDC-8341";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC18982";"HOLA HELLO NI HAO LANGUAGE PRESCHOOL";"AZ";"Maricopa";"PHOENIX";85032;"3851 EAST THUNDERBIRD ROAD, SUITE B109";"(602) 334-1201";"( ) -";"HELLO - NI HAO, LLC";"CDC-18982";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC18202";"KIDSPARK";"AZ";"Maricopa";"PHOENIX";85032;"12635 NORTH 48TH STREET";"(602) 788-2445";"( ) -";"C & C PLAYPARK, L.L.C.";"CDC-18202";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC18050";"KIDZ KAMPUS";"AZ";"Maricopa";"PHOENIX";85032;"14801 NORTH CAVE CREEK ROAD";"(602) 237-6284";"( ) -";"SMALL PEOPLE PRESCHOOL, INC.";"CDC-18050";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC10886";"MILESTONES PRESCHOOL & CHARTER SCHOOL";"AZ";"Maricopa";"PHOENIX";85032;"4707 EAST DESERT CACTUS STREET";"(602) 404-1009";"(602) 404-5456";"MILESTONES CHARTER SCHOOL, INC.";"CDC-10886";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC15914";"NATURAL CHOICE ACADEMY";"AZ";"Maricopa";"PHOENIX";85032;"13840 NORTH TATUM BOULEVARD";"(602) 404-7820";"(602) 404-6435";"NCA DEVELOPMENT INC";"CDC-15914";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC19109";"P.V.U.S.D.#69 - CAMPO BELLO ELEMENTARY SCHOOL";"AZ";"Maricopa";"PHOENIX";85032;"2625 EAST GROVERS AVENUE";"(602) 449-5200";"( ) -";"PARADISE VALLEY UNIFIED SCHOOL DISTRICT #69";"CDC-19109";"CHILD CARE PUBLIC SCHOOL";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC7138";"P.V.U.S.D.#69 - CHILD DEVELOPMENT CENTERS AT JAMES";"AZ";"Maricopa";"PHOENIX";85032;"3820 EAST NISBET ROAD";"(602) 493-6050";"(602) 867-5244";"PARADISE VALLEY UNIFIED SCHOOL DISTRICT #69";"CDC-7138";"CHILD CARE PUBLIC SCHOOL";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC7426";"P.V.U.S.D.#69 - INDIAN BEND ELEMENTARY SCHOOL";"AZ";"Maricopa";"PHOENIX";85032;"3633 EAST THUNDERBIRD ROAD";"(602) 449-3200";"(602) 449-3205";"PARADISE VALLEY UNIFIED SCHOOL DISTRICT #69";"CDC-7426";"CHILD CARE PUBLIC SCHOOL";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC18940";"P.V.U.S.D.#69 - LARKSPUR ELEMENTARY SCHOOL";"AZ";"Maricopa";"PHOENIX";85032;"2430 EAST LARKSPUR DRIVE";"(602) 449-3300";"(602) 449-3305";"PARADISE VALLEY UNIFIED SCHOOL DISTRICT #69";"CDC-18940";"CHILD CARE PUBLIC SCHOOL";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC14681";"P.V.U.S.D.#69 - PALOMINO ELEMENTARY";"AZ";"Maricopa";"PHOENIX";85032;"15833 NORTH 29TH STREET";"(602) 449-2800";"( ) -";"PARADISE VALLEY UNIFIED SCHOOL DISTRICT #69";"CDC-14681";"CHILD CARE PUBLIC SCHOOL";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC8269";"P.V.U.S.D.#69 - PARADISE VALLEY HIGH SCHOOL";"AZ";"Maricopa";"PHOENIX";85032;"3950 EAST BELL ROAD";"(602) 449-7000";"( ) -";"PARADISE VALLEY UNIFIED SCHOOL DISTRICT #69";"CDC-8269";"CHILD CARE PUBLIC SCHOOL";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC6883";"P.V.U.S.D.#69 - WHISPERING WIND ELEMENTARY SCHOOL";"AZ";"Maricopa";"PHOENIX";85032;"15844 NORTH 43RD STREET";"(602) 449-7320";"( ) -";"PARADISE VALLEY UNIFIED SCHOOL DISTRICT #69";"CDC-6883";"CHILD CARE PUBLIC SCHOOL";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC9658";"PARADISE FOR TOTS CHRISTIAN SCHOOL";"AZ";"Maricopa";"PHOENIX";85032;"13449 NORTH TATUM BLVD";"(602) 996-9772";"(602) 765-6422";"PARADISE FOR TOTS CHRISTIAN SCHOOL";"CDC-9658";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC3251";"PARADISE VALLEY EVANGELICAL LUTHERAN PRESCHOOL";"AZ";"Maricopa";"PHOENIX";85032;"14845 NORTH 40TH STREET";"(602) 992-4981";"( ) -";"PARADISE VALLEY EVANGELICAL LUTHERAN CHURCH";"CDC-3251";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC15394";"SCOTTSDALE CHRISTIAN ACADEMY / EARLY CHILDHOOD";"AZ";"Maricopa";"PHOENIX";85032;"14400 NORTH TATUM BOULEVARD";"(602) 992-5100";"(602) 992-0575";"SCOTTSDALE CHRISTIAN ACADEMY INC.";"CDC-15394";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC15206";"SCOTTSDALE PRESCHOOL";"AZ";"Maricopa";"PHOENIX";85032;"12630 NORTH 48TH STREET";"(602) 953-2530";"(602) 953-4815";"SCOTTSDALE PRESCHOOL L L C";"CDC-15206";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC11968";"SMALL PEOPLE PRESCHOOL GREENWAY";"AZ";"Maricopa";"PHOENIX";85032;"2601 EAST GREENWAY ROAD";"(602) 482-2230";"(602) 482-2173";"SMALL PEOPLE PRESCHOOL GREENWAY INC";"CDC-11968";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC7346";"SOUTHWEST HEAD START @ CAMPO BELLO";"AZ";"Maricopa";"PHOENIX";85032;"2650 EAST CONTENTION MINE ROAD";"(602) 788-2464";"(602) 234-7938";"SOUTHWEST HUMAN DEVELOPMENT, INCORPORATED";"CDC-7346";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC14805";"ST. JOAN OF ARC PRESCHOOL";"AZ";"Maricopa";"PHOENIX";85032;"3801 EAST GREENWAY ROAD";"(602) 867-9179";"(602) 482-7930";"ST JOAN OF ARC ROMAN CATHOLIC PARISH";"CDC-14805";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC0838";"ST. MARK LUTHERAN PRESCHOOL";"AZ";"Maricopa";"PHOENIX";85032;"3030 EAST THUNDERBIRD ROAD";"(602) 992-1980";"(602) 992-7125";"ST. MARK LUTHERAN CHURCH - MISSOURI SYNOD";"CDC-0838";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC13861";"TUTOR TIME CHILD CARE/ LEARNING CENTERS";"AZ";"Maricopa";"PHOENIX";85032;"4060 EAST BELL ROAD";"(602) 493-6941";"(480) 839-6944";"TUTOR TIME LEARNING CENTERS, LLC";"CDC-13861";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC3574";"WHIZ KIDZ";"AZ";"Maricopa";"PHOENIX";85032;"13424 NORTH 32ND STREET";"(602) 971-7007";"(602) 765-9727";"SAHUARO PRESCHOOL, INCORPORATED";"CDC-3574";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC5307";"AMIGO PRESCHOOLS #2";"AZ";"Maricopa";"PHOENIX";85033;"4035 NORTH 71ST AVENUE";"(623) 848-1295";"( ) -";"AMIGO PRESCHOOLS INC.";"CDC-5307";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC18641";"C.E.S.D.#83 - CARTWRIGHT EMPLOYEE DAYCARE";"AZ";"Maricopa";"PHOENIX";85033;"3818 NORTH 67TH AVENUE";"(623) 691-5900";"( ) -";"CARTWRIGHT ELEMENTARY SCHOOL DISTRICT #83";"CDC-18641";"CHILD CARE PUBLIC SCHOOL";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC16807";"CACTUS KIDS PRESCHOOL";"AZ";"Maricopa";"PHOENIX";85033;"7418 WEST INDIAN SCHOOL ROAD";"(623) 846-6900";"(623) 670-5928";"TWINKLING STAR PRESCHOOL INC.";"CDC-16807";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC17104";"DIVINE CHILDREN PRESCHOOL AND DAYCARE";"AZ";"Maricopa";"PHOENIX";85033;"8215 WEST INDIAN SCHOOL ROAD";"(623) 337-4771";"(623) 249-2826";"ARC ESTATES L.L.C.";"CDC-17104";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"SGH16759";"ELITE CHILD CARE";"AZ";"Maricopa";"PHOENIX";85033;"6901 WEST SHEILA LANE";"(623) 614-5540";"( ) -";"KISHA JEANINE PERRIN";"SGH-16759";"CHILD CARE SMALL GROUP HOME";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC18864";"GREATER PHOENIX URBAN LEAGUE HEAD START - CARTWRIG";"AZ";"Maricopa";"PHOENIX";85033;"2825 NORTH 59TH AVENUE";"(602) 276-9305";"(602) 268-1544";"GREATER PHOENIX URBAN LEAGUE, INC.";"CDC-18864";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC18683";"GREATER PHOENIX URBAN LEAGUE HEAD START - FRANK DA";"AZ";"Maricopa";"PHOENIX";85033;"6935 WEST OSBORN ROAD";"(602) 276-9305";"( ) -";"GREATER PHOENIX URBAN LEAGUE, INC.";"CDC-18683";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC19024";"GREATER PHOENIX URBAN LEAGUE HEAD START - HOLIDAY";"AZ";"Maricopa";"PHOENIX";85033;"4417 NORTH 66TH AVENUE";"(602) 276-9305";"(602) 268-1544";"GREATER PHOENIX URBAN LEAGUE, INC.";"CDC-19024";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC18002";"GREATER PHOENIX URBAN LEAGUE HEAD START - STARLIGH";"AZ";"Maricopa";"PHOENIX";85033;"7960 WEST OSBORN ROAD";"(602) 276-9305";"(602) 268-1544";"GREATER PHOENIX URBAN LEAGUE, INC.";"CDC-18002";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"SGH13725";"LITTLE PIGGIES DAYCARE";"AZ";"Maricopa";"PHOENIX";85033;"7313 WEST SELLS DRIVE";"(623) 249-5684";"( ) -";"RHONDA ROYALTY";"SGH-13725";"CHILD CARE SMALL GROUP HOME";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC18836";"PIONEER PREPARATORY SCHOOL";"AZ";"Maricopa";"PHOENIX";85033;"6510 WEST CLARENDON AVENUE";"(623) 933-3733";"( ) -";"PIONEER PREPARATORY SCHOOL: A CHALLENGE FOUNDATION";"CDC-18836";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC18454";"VICTORY PRESCHOOL CORPORATION";"AZ";"Maricopa";"PHOENIX";85033;"3535 NORTH 63RD AVENUE";"(623) 247-3767";"( ) -";"VICTORY PRESCHOOL CORPORATION";"CDC-18454";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC10139";"BOOKER T WASHINGTON CHILD DEVELOPMENT CENTER";"AZ";"Maricopa";"PHOENIX";85034;"1522 EAST ADAMS STREET";"(602) 252-4743";"(602) 252-4894";"BOOKER T. WASHINGTON CHILD DEVELOPMENT CTR.";"CDC-10139";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC1244";"GATEWAY COMMUNITY COLLEGE CHILDRENS LEARNING CENTE";"AZ";"Maricopa";"PHOENIX";85034;"108 NORTH 40TH STREET";"(602) 286-8130";"(602) 286-8129";"MARICOPA COMMUNITY COLLEGE DISTRICT";"CDC-1244";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC10466";"P.E.S.D.#1 - FAITH NORTH SCHOOL";"AZ";"Maricopa";"PHOENIX";85034;"910 EAST WASHINGTON STREET";"(602) 523-8619";"(602) 416-2013";"PHOENIX ELEMENTARY SCHOOL DISTRICT #1";"CDC-10466";"CHILD CARE PUBLIC SCHOOL";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC6328";"P.E.S.D.#1 - HERRERA ELEMENTARY SCHOOL";"AZ";"Maricopa";"PHOENIX";85034;"1350 SOUTH 11TH STREET";"(602) 452-6942";"(602) 416-2013";"PHOENIX ELEMENTARY SCHOOL DISTRICT #1";"CDC-6328";"CHILD CARE PUBLIC SCHOOL";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC6322";"P.E.S.D.#1 - SHAW MONTESSORI SCHOOL";"AZ";"Maricopa";"PHOENIX";85034;"123 NORTH 13TH STREET";"(602) 257-3909";"(602) 257-2954";"PHOENIX ELEMENTARY SCHOOL DISTRICT #1";"CDC-6322";"CHILD CARE PUBLIC SCHOOL";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC0852";"AMERICAN CHILD CARE, #52";"AZ";"Maricopa";"PHOENIX";85035;"5933 WEST MCDOWELL ROAD";"(623) 247-2684";"(602) 873-0244";"MARY MOPPETS DAY CARE SCHOOLS, INCORPORATED";"CDC-0852";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC18226";"C.E.S.D.#83 - BYRON A. BARRY ECSE";"AZ";"Maricopa";"PHOENIX";85035;"2533 NORTH 60TH AVENUE";"(623) 691-5700";"(623) 691-5720";"CARTWRIGHT ELEMENTARY SCHOOL DISTRICT #83";"CDC-18226";"CHILD CARE PUBLIC SCHOOL";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC18904";"GREATER PHOENIX URBAN LEAGUE HEAD START - HARRIS";"AZ";"Maricopa";"PHOENIX";85035;"2252 NORTH 55TH AVENUE";"(602) 276-9305";"(602) 268-1544";"GREATER PHOENIX URBAN LEAGUE, INC.";"CDC-18904";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC18858";"GREATER PHOENIX URBAN LEAGUE HEAD START - PALM LAN";"AZ";"Maricopa";"PHOENIX";85035;"2043 NORTH 64TH DRIVE";"(602) 276-9305";"(602) 268-1544";"GREATER PHOENIX URBAN LEAGUE, INC.";"CDC-18858";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC17065";"GREATER PHOENIX URBAN LEAGUE HEAD START - PERALTA";"AZ";"Maricopa";"PHOENIX";85035;"7125 WEST ENCANTO BLVD";"(602) 276-9305";"(602) 268-1544";"GREATER PHOENIX URBAN LEAGUE, INC.";"CDC-17065";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"SGH18350";"NEW BEGINNINGS FAMILY CHILD CARE";"AZ";"Maricopa";"PHOENIX";85035;"1824 NORTH 62ND LANE";"(623) 418-7072";"( ) -";"ANDREA SOTO";"SGH-18350";"CHILD CARE SMALL GROUP HOME";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC5239";"SOJOURNER CENTER CHILD DEVELOPMENT CENTER";"AZ";"Maricopa";"PHOENIX";85036;"P O BOX 20156";"(602) 244-0997";"(602) 244-8006";"SOJOURNER CENTER, INC.";"CDC-5239";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC18903";"GREATER PHOENIX URBAN LEAGUE HEAD START - PENDERGA";"AZ";"Maricopa";"PHOENIX";85037;"3841 NORTH 91ST AVENUE";"(602) 276-9305";"( ) -";"GREATER PHOENIX URBAN LEAGUE, INC.";"CDC-18903";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC14028";"GUARDIAN ANGELS PRESCHOOL DAYCARE L L C";"AZ";"Maricopa";"PHOENIX";85037;"10720 WEST INDIAN SCHOOL ROAD - SUITE 45";"(623) 877-1830";"(623) 877-1845";"GUARDIAN ANGELS PRESCHOOL DAYCARE LLC";"CDC-14028";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"SGH16176";"HONEY BEE'S DAY CARE";"AZ";"Maricopa";"PHOENIX";85037;"8543 WEST BERKELEY ROAD";"(623) 478-0431";"( ) -";"MARIA ACEVEDO";"SGH-16176";"CHILD CARE SMALL GROUP HOME";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC18572";"K.C.E. CHAMPIONS LLC AT SHEELY FARMS ELEMENTARY";"AZ";"Maricopa";"PHOENIX";85037;"9450 WEST ENCANTO STREET";"(602) 245-2983";"( ) -";"KUEHG CORP.";"CDC-18572";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC17594";"KIDS LEARNING CENTERS ALGODON, L.L.C.";"AZ";"Maricopa";"PHOENIX";85037;"9150 WEST THOMAS ROAD";"(623) 444-8380";"(623) 455-8603";"KIDS LEARNING CENTERS ALGODON, L.L.C.";"CDC-17594";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"SGH17578";"LITTLE BUNNIES";"AZ";"Maricopa";"PHOENIX";85037;"4601 NORTH 103RD AVENUE";"(623) 399-8660";"( ) -";"JUAN TOLEDO";"SGH-17578";"CHILD CARE SMALL GROUP HOME";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"SGH11766";"NEW BIRTH CHILD CARE";"AZ";"Maricopa";"PHOENIX";85037;"8520 WEST COLLEGE DRIVE";"(623) 845-8006";"( ) -";"CAROL V. KNIGHT";"SGH-11766";"CHILD CARE SMALL GROUP HOME";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC9484";"P.E.S.D.#92 - VILLA DE PAZ SCHOOL";"AZ";"Maricopa";"PHOENIX";85037;"4940 NORTH 103RD AVENUE";"(623) 772-2490";"(623) 877-1028";"PENDERGAST ELEMENTARY SCHOOL DISTRICT #92";"CDC-9484";"CHILD CARE PUBLIC SCHOOL";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC18443";"RAISING ARIZONA";"AZ";"Maricopa";"PHOENIX";85037;"1616 NORTH 89TH AVENUE";"(623) 936-1186";"( ) -";"LITTLE WESTERN ACADEMY CHILDCARE INC";"CDC-18443";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC15521";"T.E.S.D.#17 - DESERT OASIS ELEMENTARY SCHOOL";"AZ";"Maricopa";"PHOENIX";85037;"8802 WEST MCDOWELL ROAD";"(623) 533-8119";"(623) 533-3902";"TOLLESON ELEMENTARY SCHOOL DISTRICT #17";"CDC-15521";"CHILD CARE PUBLIC SCHOOL";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC15520";"T.E.S.D.#17 - SHEELY FARMS ELEMENTARY SCHOOL";"AZ";"Maricopa";"PHOENIX";85037;"9450 WEST ENCANTO BOULEVARD";"(623) 907-5270";"(623) 907-5271";"TOLLESON ELEMENTARY SCHOOL DISTRICT #17";"CDC-15520";"CHILD CARE PUBLIC SCHOOL";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC16616";"ADVANCE U";"AZ";"Maricopa";"PHOENIX";85040;"449 EAST SOUTHERN AVENUE";"(602) 243-8531";"(602) 243-8516";"SOUTH MOUNTAIN PREPARATORY ACADEMY PUBLIC CHARTER";"CDC-16616";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"SGH11327";"AUNTIE ANNS CHILD CARE";"AZ";"Maricopa";"PHOENIX";85040;"2737 EAST CORONA AVENUE";"(602) 276-8453";"(602) 323-2745";"LORI A HENDERSON";"SGH-11327";"CHILD CARE SMALL GROUP HOME";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC17967";"BRIGHT IDEAS CHILDCARE & LEARNING CENTER";"AZ";"Maricopa";"PHOENIX";85040;"4358 EAST BROADWAY ROAD";"(602) 437-1103";"(602) 324-7561";"CWD ENTERPRISE INC";"CDC-17967";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
"CDC16357";"COMPASS EDUCATIONAL PROGRAMS";"AZ";"Maricopa";"PHOENIX";85040;"2435 EAST PECAN ROAD";"(602) 354-4179";"(602) 926-0438";"E.E.I. COMPASS EDUCATIONAL PARTNERS INC.";"CDC-16357";"CHILD CARE CENTER";"https://hsapps.azdhs.gov/ls/sod/Provider.aspx?type=CC"
