"id";"name";"address";"city";"state";"phone";"main website";"location url";"facebook page";"business hours";"career/employment url";"application/registration url";"parent handbook url";"infant (under 12 months)";"toddler (1-2yrs)";"preschools (2-3yrs)";"pre-kindergarden(4yr)";"before/afterschools";"camps";"logo url (only small logo if available)";"pictures url 1";"picture url 2";"picture url 3";"picture url 4"
127679;"BRIGHT IDEAS CHILDCARE AT TEMPE";"2720 SOUTH DORSEY LANE";"TEMPE";"AZ";"(480)777-1658";"http://www.brightideaschildcare.com/directions/";"http://www.brightideaschildcare.com/directions/";"http://www.facebook.com/brightideaschildcare";"Mon - Thu: 6:00 am - 6:30 pm
Fri: 6:00 am - 6:00 pm";;;;"y";"y";"y";"y";"y";"n";"http://www.brightideaschildcare.com/wp-content/uploads/2011/07/bicl9.png";"http://www.brightideaschildcare.com/wp-content/uploads/2010/10/Slideone1.jpg";"http://www.brightideaschildcare.com/zoniesocialmedia/wp-content/uploads/2010/10/Slidetwo.jpg";"http://www.brightideaschildcare.com/zoniesocialmedia/wp-content/uploads/2010/10/Slidethree.jpg";"http://www.brightideaschildcare.com/zoniesocialmedia/wp-content/uploads/2010/10/Slidefour.jpg"
127681;"CACTUS PRESCHOOL I I I";"2121 EAST BROADWAY ROAD";"TEMPE";"AZ";"(480)968-1157";"http://www.tempechildcare.com/";"http://www.tempechildcare.com/";"http://www.facebook.com/pages/Valley-Child-Care-Learning-Centers/447143295303359";;"http://www.tempechildcare.com/employment.html";"http://www.tempechildcare.com/registration.html";;"y";"y";"y";"y";"n";"n";"http://www.tempechildcare.com/images/valley-childcare-learning-center.png";"http://www.tempechildcare.com/images/tempe-child-care-services.jpg";"http://www.tempechildcare.com/images/extra/curriculum.jpg";"http://www.tempechildcare.com/images/extra/curriculum-preschool.jpg";"http://www.tempechildcare.com/images/extra/curriculum-blocks.jpg"
127682;"CAMPUS CHILDREN'S CENTER";"910 SOUTH TERRACE ROAD";"TEMPE";"AZ";"(480)921-2737";"http://www.asu.edu/tour/tempe/child.html";"http://www.asu.edu/tour/tempe/child.html";;;;;;"n";"y";"y";"y";"n";"n";"https://www.asu.edu/asuthemes/3.0/images/asu_logo.png";"http://www.asu.edu/tour/tempe/photos/child.jpg";"http://www.asu.edu/tour/tempe/photos/child-1a.jpg";"http://www.asu.edu/tour/tempe/photos/child-2a.jpg";
127683;"CHILD STUDY LAB - PSYCH DEPT - A S U";"MCALLISTER STREET";"TEMPE";"AZ";"(480)965-5320";"http://psychology.clas.asu.edu/csl";"http://psychology.clas.asu.edu/csl";"http://www.facebook.com/pages/Child-Study-Lab/107400805980546?ref=sgm";"Mon - Fri: 9:00 am - 4:00 pm";;"http://psychology.clas.asu.edu/sites/default/files/csl_2013-14_enrollment_application_0.pdf";;"n";"y";"y";"y";"n";"n";"http://psychology.clas.asu.edu/sites/default/files/csl_logo_in_maroon_and_gold_2.jpg";"http://psychology.clas.asu.edu/sites/default/files/making_playdough.jpg";"http://psychology.clas.asu.edu/sites/default/files/making_the_horse.jpg";"http://psychology.clas.asu.edu/sites/default/files/reading.jpg";
127674;"BEAUTIFUL SAVIOR CHILD DEVELOPMENT CENTER";"1337 WEST 11TH STREET";"TEMPE";"AZ";"(480)446-0687";"http://www.lutheransonline.com/beautifulsavior";"http://www.lutheransonline.com/beautifulsavior";;"Monday through Friday, 7:30 AM - 5:30 PM";"http://www.lutheransonline.com/servlet/lo_ProcServ/dbpage=page&mode=display&gid=20110273861424064601111555&pg=20111234999960258201111555";;;"n";"y";"y";"y";"n";"n";;"http://www.lutheransonline.com/lo/572/FSLO-1315529572-111572.jpg";"http://www.lutheransonline.com/lo/569/FSLO-1315529569-111569.jpg";"http://www.lutheransonline.com/lo/802/FSLO-1315529802-111802.jpg";"http://www.lutheransonline.com/lo/605/FSLO-1312586605-111605.jpg"
127675;"BETHANY CHRISTIAN SCHOOL";"6304 SOUTH PRICE ROAD";"TEMPE";"AZ";"(480)752-8993";"http://www.bethanychristianschool.org/";"http://www.bethanychristianschool.org/";"https://www.facebook.com/bcstempe";;"http://bethanychristianschool.org/employment/";"http://bethanychristianschool.org/apply/";;"n";"n";"n";"y";"y";"n";"http://bethanychristianschool.org/wp-content/uploads/2012/08/2012bcsbannernew2.png";"http://bethanychristianschool.org/wp-content/uploads/2012/05/01Boys-cheering.jpg";"http://bethanychristianschool.org/wp-content/uploads/2012/05/01Boys-cheering.jpg";"http://bethanychristianschool.org/wp-content/uploads/2012/05/01BB-mighty-cats.jpg";"http://bethanychristianschool.org/wp-content/uploads/2012/06/01kids.jpg"
127673;"AVALON CHILDREN'S ACADEMY #2";"1116 SOUTH MCCLINTOCK DRIVE";"TEMPE";"AZ";"(480)966-9643";"http://avalonchildrensacademy.com/avalontempe.htm";;;;;;;;;;;;;;;;;
127670;"A S U M L F COLLEGE OF EDUCATION PRESCHOOL";"FOREST AVENUE & GAMMAGE PARKWAY";"TEMPE";"AZ";"(480)965-2510";"http://education.asu.edu/content/preschool";"http://education.asu.edu/content/preschool";;;;"http://www.public.asu.edu/~cwoodwar/Preschool.pdf";;"y";"y";"y";"y";"y";"y";"http://education.asu.edu/a/img/asu-logo.png";"http://www.public.asu.edu/~cwoodwar/images/preschoolanimation.gif";"http://www.public.asu.edu/~cwoodwar/images/diversity2.jpg";"http://www.public.asu.edu/~cwoodwar/images/outandabout.jpg";"http://www.public.asu.edu/~cwoodwar/images/curriculumindex.jpg"
127671;"A S U CHILD DEVELOPMENT LAB";"851 SOUTH FOREST MALL - BLDG. 17";"TEMPE";"AZ";"(480) 965-4442";"http://community.uui.asu.edu/Detail.asp?s=b&programID=227";;;;;;;;;;;;;;;;;
127667;"WIRTZIE'S CHILD DEVELOPMENT CENTER";"16752 NORTH GREASEWOOD STREET";"SURPRISE";"AZ";"(623)584-4999";"http://www.wirtzies.org";"http://www.wirtzies.org";;;;;;"y";"y";"y";"y";"n";"n";"http://www.wirtzies.org/wp-content/uploads/2012/06/Wirtzies-Header2-copy.jpg";"http://www.wirtzies.org/wp-content/uploads/2012/06/Infant.gif";"http://www.wirtzies.org/wp-content/uploads/2012/06/Wobbler-e1263581347393.jpg";"http://www.wirtzies.org/wp-content/uploads/2012/06/Toddler.gif";"http://www.wirtzies.org/wp-content/uploads/2012/06/Preschool.gif"
127668;"WORD OF LIFE LUTHERAN PRESCHOOL";"17525 WEST BELL ROAD";"SURPRISE";"AZ";"623-544-4608";"http://www.wolschool.org/";;;;;;;;;;;;;;;;;
127659;"KINDERCARE LEARNING CENTER";"15415 WEST BELL ROAD";"SURPRISE";"AZ";"(623)975-1592";"http://www.kindercare.com/our-centers/center-details/301795/";"http://www.kindercare.com/our-centers/center-details/301795/";"http://www.facebook.com/kindercare";"6:00 AM to 6:30 PM, M-F";"http://www.kindercare.com/careers/";;;"y";"y";"y";"y";"y";"y";"http://www.kindercare.com/images/redesign/shell/logo.png";"http://www.kindercare.com/uploadedImages/kindercarecom/Web_Pages/Community_Resources/main-parents.jpg";"http://www.kindercare.com/uploadedImages/Images/Photos/main-programs.jpg";"http://www.kindercare.com/uploadedImages/kindercarecom/Web_Pages/About_Us/main-aboutus.jpg";"http://www.kindercare.com/uploadedImages/Images/Photos/main-programs.jpg"
127660;"MONTESSORI OF SURPRISE L L C";"18540 NORTH PARKVIEW PLACE";"SURPRISE";"AZ";"(623)760-7548";"http://www.montessoriofsurprise.com/";"http://www.montessoriofsurprise.com/";;"6:30 am - 6:00 pm";;;;"n";"y";"y";"y";"y";"y";"http://www.montessoriofsurprise.com/wp-content/uploads/2010/07/logo3.png";;;;
127661;"PARADISE EDUCATION CENTER";"15533 WEST PARADISE LANE";"SURPRISE";"AZ";"(623)546-7276";"http://pecschools.org/location.html";;;;;;;;;;;;;;;;;
127662;"PHOENIX CHILDREN'S ACADEMY PRIVATE SCHOOL # 226";"15562 NORTH REEMS ROAD";"SURPRISE";"AZ";"623-201-2480";"http://www.pcapreschool.com/locations/?from=85296&radius=Search+Distance";"http://www.pcapreschool.com/locations/?from=85296&radius=Search+Distance";;"Monday - Friday, 6:00 am - 6:30 pm";"http://www.pcapreschool.com/about-us/the-pca-family/career/";"http://www.pcapreschool.com/about-us/admissions/";;"y";"y";"y";"y";"y";"n";"http://www.pcapreschool.com/wp-content/themes/phoenix/images/phoenix_logo.gif";"http://www.pcapreschool.com/wp-content/uploads/2010/08/DSC_00371.jpg";"http://www.pcapreschool.com/wp-content/uploads/2010/08/DSC_00291.jpg";"http://www.pcapreschool.com/wp-content/uploads/2010/08/DSC_00271.jpg";"http://www.pcapreschool.com/wp-content/uploads/2010/08/DSC_00171.jpg"
127663;"RADIANT KIDZ ZONE";"15522 WEST PARADISE LANE";"SURPRISE";"AZ";"(623)374-4378";"http://www.rkzpreschool.com/";"http://www.rkzpreschool.com/";;;;"http://www.rkzpreschool.com/enroll.asp";;"y";"y";"y";"y";"n";"n";;"http://www.rkzpreschool.com/images/tour/indoor1.jpg";"http://www.rkzpreschool.com/images/tour/outdoor1.jpg";"http://www.rkzpreschool.com/images/tour/outdoor1.jpg";"http://www.rkzpreschool.com/images/tour/outdoor3.jpg"
127664;"TUTOR TIME CHILD CARE/ LEARNING CENTERS";"15438 WEST BELL ROAD";"SURPRISE";"AZ";"(623)556-8430";"http://www.tutortime.com/our-schools/surprise-az-6087/";"http://www.tutortime.com/our-schools/surprise-az-6087/";"http://www.facebook.com/TutorTime?ref=ts";"05:30 AM - 06:30 PM";"http://www.tutortime.com/about/careers/";"http://www.tutortime.com/enrollment/our-enrollment-process/";;"y";"y";"y";"y";"y";"y";;"http://dkqvlsfy4i18r.cloudfront.net/6087/dn4zee2.jpg";"http://dkqvlsfy4i18r.cloudfront.net/6087/sllb5xk.jpg";"http://dkqvlsfy4i18r.cloudfront.net/6087/ktpq4i5.jpg";"http://dkqvlsfy4i18r.cloudfront.net/6087/xvc8c2g.jpg"
127656;"IMAGINE SCHOOL AT ROSEFIELD";"12050 NORTH BULLARD AVENUE";"SURPRISE";"AZ";"(623)344-4300";"http://imaginerosefield.com/home/?page_id=213#staff1";;;;;;;;;;;;;;;;;
127649;"ABOVE AND BEYOND PRESCHOOL";"17475 WEST BELL ROAD";"SURPRISE";"AZ";"(623)556-2230";"http://www.aboveandbeyondpreschool.com/";"http://www.aboveandbeyondpreschool.com/";;"Monday – Friday from 6:00am to 6:30pm";"http://www.aboveandbeyondpreschool.com/Employment.cfm";;;"n";"n";"y";"y";"y";"y";"http://www.aboveandbeyondpreschool.com/banner1801_4.jpg";"http://www.aboveandbeyondpreschool.com/cms_files/slideshow_jquery/slideshow75965_1.jpg";"http://www.aboveandbeyondpreschool.com/cms_files/slideshow_jquery/slideshow75977_1.jpg";"http://www.aboveandbeyondpreschool.com/cms_files/slideshow_jquery/slideshow75969_1.jpg";"http://www.aboveandbeyondpreschool.com/cms_files/slideshow_jquery/slideshow75979_1.jpg"
127650;"ARIZONA CHARTER ACADEMY";"16011 NORTH DYSART ROAD";"SURPRISE";"AZ";"(623)974-4959";"http://azcharteracademy.com/";"http://azcharteracademy.com/";;;"http://l.b5z.net/i/u/6075081/f/ACA_Employment_Application.pdf";"http://l.b5z.net/i/u/6075081/f/ACA_Eng._Application_13-14.pdf";"http://l.b5z.net/i/u/6075081/f/ACA_Student_Handbook.pdf";"n";"n";"n";"y";"y";"n";;;;;
127651;"CARDEN TRADITIONAL SCHOOL OF SURPRISE";"15688 WEST ACOMA DRIVE";"SURPRISE";"AZ";"(623)556-2179";"http://www.cardenschools.org/";;;;;;;;;;;;;;;;;
127652;"CHICANOS POR LA CAUSA - DYSART MIGRANT & SEASONAL";"15815 NORTH DESERT SAGE";"SURPRISE";"AZ";"(623)972-7801";"http://www.cplc.org/about-us/locations.aspx";"http://www.cplc.org/about-us/locations.aspx";;;"http://www.cplc.org/about-us/employment-opportunities.aspx";;;"n";"n";"y";"y";"n";"n";"http://www.cplc.org/Common/Img/chicanos-por-la-causa.gif";"http://www.cplc.org/Common/Img/Education%20-%20Banner.jpg";;;
127639;"W.A.C.O.G. - ORANGE GROVE HEAD START";"3525 W COUNTY 16 1\2 STR";"SOMERTON";"AZ";"(928)627-2601";"http://www.wacog.com/head_start_centers.html";"http://www.wacog.com/head_start_centers.html";;"7:30am to 4:30pm
Monday - Friday ";"http://www.wacog.com/employment.html";"http://www.wacog.com/enrollment_application.html";;"n";"n";"y";"y";"n";"n";"http://www.wacog.com/art/wacog40.jpg";"http://www.wacog.com/art/orangegrove-headstartcenter.jpg";"http://www.wacog.com/art/headstart.jpg";;
127640;"THREE POINTS CHILD CARE CENTER";"15530 W AJO";"South Tucson";"AZ";"(520)822-1745";"http://www.threepointschildcarecenter.com/";"http://www.threepointschildcarecenter.com/";;"6 a.m. to 6 p.m.
Monday to Friday";;"http://www.threepointschildcarecenter.com/Enrollment_Tuition.html";;"y";"y";"y";"y";"y";"n";;"http://www.threepointschildcarecenter.com/images/three_points_child_care_center_9sdb.jpg";"http://www.threepointschildcarecenter.com/images/purestock_1574r-0561.medium.jpg";"http://www.threepointschildcarecenter.com/images/three_points_child_care_center_front_desk_7vg1_c58q.jpg";"http://www.threepointschildcarecenter.com/images/three_points_child_care_center_playground_311.jpg"
127637;"CHICANOS POR LA CAUSA - SOMERTON MIGRANT & SEASONA";"435 EAST JACOBS";"SOMERTON";"AZ";"(928)627-2002";"http://www.cplc.org/about-us/locations.aspx";"http://www.cplc.org/about-us/locations.aspx";;;"http://www.cplc.org/about-us/employment-opportunities.aspx";;;"n";"n";"y";"y";"n";"n";"http://www.cplc.org/Common/Img/chicanos-por-la-causa.gif";"http://www.cplc.org/Common/Img/Education%20-%20Banner.jpg";;;
127634;"TINY TOTS DAYCARE CENTER";"4431 SOUTH HIGHWAY 92";"SIERRA VISTA";"AZ";"(520)803-9534";"http://sierravista-fthuachuca.kold.com/business-directory/45332/tiny-tots-day-care-center";;;;;;;;;;;;;;;;;
127632;"SHEPHERD'S FOLD CHILD CARE CENTER";"101 NORTH LENZNER AVENUE";"SIERRA VISTA";"AZ";"(520)459-0115";"http://www.sierralutheran.org/ministries/shepherds-fold-day-care.html";"http://www.sierralutheran.org/ministries/shepherds-fold-day-care.html";"http://www.facebook.com/pages/Sierra-Evangelical-Lutheran-Church/246576506631?ref=ts";"Monday through Friday from 6:30 a.m. to 6:00 p.m.";"http://www.sierralutheran.org/job-openings/job-application.html";;;"y";"y";"y";"y";"n";"n";;"http://www.sierralutheran.org/photos.html";"http://www.sierralutheran.org/images/stories/ExampleGallery/Joyous%20Girl.jpg";;
127626;"FIRST BAPTIST CHRISTIAN ACADEMY";"1447 SOUTH 7TH STREET";"SIERRA VISTA";"AZ";"(520)458-2983";"http://www.sierravistafirst.org/293917";;;;;;;;;;;;;;;;;
127627;"IMAGINE CHARTER SCHOOL AT SIERRA VISTA";"1000 WILCOX DRIVE";"SIERRA VISTA";"AZ";"(520)224-2500";"http://imaginesierravista.com/home/";"http://imaginesierravista.com/home/";"http://www.facebook.com/ImagineSierraVista";;;"http://imaginesierravista.com/home/wp-content/uploads/documents/2012-13_EnrollmentPacket-svista.pdf";"http://imaginesierravista.com/home/wp-content/uploads/documents/2012-13_handbook.pdf";"n";"n";"n";"y";"y";"n";;"http://imaginesierravista.com/home/wp-content/uploads/2010/12/imagine_schools_taxcredit12.jpg";;;
127628;"IMAGINE EARLY LEARNING CENTER";"1764 PASEO SAN LUIS";"SIERRA VISTA";"AZ";"(520)458-3965";"http://sierravistaelc.com/";"http://sierravistaelc.com/";;;;"http://sierravistaelc.com/home/wp-content/uploads/2012/04/Enrollment-Forms.pdf";;"y";"y";"y";"y";"n";"n";;"http://sierravistaelc.com/home/wp-content/uploads/2012/03/111b.jpg";"http://sierravistaelc.com/home/wp-content/uploads/2012/03/111a.jpg";"http://sierravistaelc.com/home/wp-content/uploads/2012/03/111c.jpg";
127625;"CHILDTIME CHILD CARE";"1299 NORTH 7TH STREET";"SIERRA VISTA";"AZ";"(520)459-2909";"http://www.childtime.com/our-schools/sierra-vista-az-1433/";"http://www.childtime.com/our-schools/sierra-vista-az-1433/";"http://www.facebook.com/Childtime?ref=ts";"05:30 AM - 05:30 PM";"http://www.childtime.com/about/careers/";"http://www.childtime.com/enrollment/our-enrollment-process/";;"y";"y";"y";"y";"y";"y";;"http://dkqvlsfy4i18r.cloudfront.net/1433/jky7cnb.jpg";"http://dkqvlsfy4i18r.cloudfront.net/1433/nxqraao.jpg";"http://dkqvlsfy4i18r.cloudfront.net/1433/pjgnoud.jpg";"http://dkqvlsfy4i18r.cloudfront.net/1433/rlu16n9.jpg"
127624;"CENTER FOR ACADEMIC SUCCESS PRESCHOOL";"900 CARMELITA AVE";"SIERRA VISTA";"AZ";"(520)439-3526";"http://casschools.com/pre-school/";"http://casschools.com/pre-school/";"https://www.facebook.com/cassierravista";;;;;"n";"n";"y";"y";"n";"n";;"http://casschoolsdotcom.files.wordpress.com/2012/06/trees-in-a-row.jpg?w=168&h=300";"http://casschoolsdotcom.files.wordpress.com/2012/06/preschool-staff.jpg?w=300&h=168";"http://casschoolsdotcom.files.wordpress.com/2012/06/cas-pre-school-halloween-pic-e1351717362588.jpg?w=284&h=300";"http://casschoolsdotcom.files.wordpress.com/2012/06/cas-sierra-vista-el-middle-pre.jpg?w=293&h=206"
127621;"ALL SAINTS CATHOLIC SCHOOL";"1425 EAST YAQUI STREET";"SIERRA VISTA";"AZ";"(520)378-7012";"http://www.ascsaz.org/";"http://www.ascsaz.org/";"http://www.facebook.com/pages/All-Saints-Catholic-School-Sierra-Vista-AZ/154518067969188";;"http://ascsaz.org/employment/";"http://ascsaz.org/registration/";"http://ascsaz.org/handbook/";"n";"n";"n";"y";"y";"n";;;;;
127613;"VILLAGE CHRISTIAN SCHOOL";"55 ROJO DRIVE";"SEDONA";"AZ";"(928)284-0015";"http://www.sedonavillagechristianschool.org/";"http://www.sedonavillagechristianschool.org/";;;;;;"y";"y";"y";"y";"y";"n";;;;;
127612;"SEDONA MONTESSORI SCHOOL";"90 DEER TRAIL";"SEDONA";"AZ";"(928)282-4772";"http://sedonamontessori.com/";"http://sedonamontessori.com/";;;;"http://sedonamontessori.com/enroll.pdf";"http://sedonamontessori.com/smspacket.pdf";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"http://sedonamontessori.com/index_r1_c1.gif";"http://sedonamontessori.com/photos/var/resizes/DSC01792.JPG?m=1312901298";"http://sedonamontessori.com/photos/var/resizes/DSC02021-1789361110.JPG?m=1312901300";"http://sedonamontessori.com/photos/var/resizes/DSC02024-625613755.JPG?m=1312901306";"http://sedonamontessori.com/photos/var/resizes/IM000709.JPG?m=1312901339"
127607;"VALLEY OF THE SUN JEWISH COMMUNITY CENTER";"12701 NORTH SCOTTSDALE ROAD";"SCOTTSDALE";"AZ";"(480)659-7769";"http://www.vosjcc.org/ECC2/EarlyChildhood";"http://www.vosjcc.org/ECC2/EarlyChildhood";;;;;;"n";"n";"y";"y";"n";"y";"https://vosjccorg.worldsecuresystems.com/images/head/vos-jcc-logo.png";;;;
127601;"THE GODDARD SCHOOL";"13940 NORTH FRANK LLOYD WRIGHT BLVD";"SCOTTSDALE";"AZ";"(480)451-5512";"http://www.goddardschool.com/Schools/Scottsdale-AZ/schools.gspx";"http://www.goddardschool.com/Schools/Scottsdale-AZ/schools.gspx";"http://www.facebook.com/goddardschool";;;;;"y";"y";"y";"y";"y";"y";"http://www.goddardschool.com/Image%20Library/Home/Footer/goddard-logo-and-tagline.png?code=19ec646a-69d2-4418-8cdc-9fe7454ea3cd";"http://www.goddardschool.com/Image%20Library/Goddard%20Experience/Classrooms/By%20Age/TheGoddardExperience-ClassroomsByAge-Infants.jpg";"http://www.goddardschool.com/Image%20Library/Goddard%20Experience/Classrooms/By%20Age/TheGoddardExperience-ClassroomsByAge-Toddler.jpg";"http://www.goddardschool.com/Image%20Library/Goddard%20Experience/Classrooms/By%20Age/TheGoddardExperience-ClassroomsByAge-Preschool.jpg";"http://www.goddardschool.com/Image%20Library/Goddard%20Experience/Classrooms/By%20Age/TheGoddardExperience-ClassroomsByAge-PreK.jpg"
127603;"THE SCOTTSDALE SCHOOL";"14684 N FRANK LLOYD WRIGHT BLVD";"SCOTTSDALE";"AZ";"(480)451-9442";"http://www.thescottsdaleschool.com/main/";"http://www.thescottsdaleschool.com/main/";;"6:45 a.m. until 6:00 p.m.";;;;"n";"n";"y";"y";"n";"n";"http://thescottsdaleschool.com/main/wp-content/themes/paper_made/images/logo.png";"http://thescottsdaleschool.com/main/wp-content/gallery/complete-photo-tour/001-entrance.jpg";"http://thescottsdaleschool.com/main/wp-content/gallery/complete-photo-tour/009-classrooms.jpg";"http://thescottsdaleschool.com/main/wp-content/gallery/complete-photo-tour/013-classrooms.jpg";"http://thescottsdaleschool.com/main/wp-content/gallery/complete-photo-tour/012-classrooms.jpg"
127604;"TOTALLY KIDZ";"7214 EAST GRANADA ROAD";"SCOTTSDALE";"AZ";"(480)947-4755";"http://totallykidz.org/";"http://totallykidz.org/";;"Mon - Fri:    6:00 a.m. - 6:00 p.m. 

Saturday (upon availability):    6:00 a.m. - 5:00 p.m.  ";"http://totallykidz.org/Job-Openings.php";;;"n";"y";"y";"y";"y";"y";"http://totallykidz.org/LOGO.PNG?e5c6c671b716c68447b066da8ed7cb45";"http://totallykidz.org/images/Image2.jpg";"http://totallykidz.org/images/kids4.jpg";"http://totallykidz.org/images/Image.jpg";"http://totallykidz.org/images/center2.jpg"
127605;"TUTOR TIME CHILD CARE/ LEARNING CENTERS";"11350 EAST VIA LINDA DRIVE";"SCOTTSDALE";"AZ";"(480)657-8586";"http://www.tutortime.com/our-schools/scottsdale-az-6063/";"http://www.tutortime.com/our-schools/scottsdale-az-6063/";"http://www.facebook.com/TutorTime?ref=ts";"06:00 AM - 06:30 PM ";"http://www.tutortime.com/about/careers/";"http://www.tutortime.com/enrollment/our-enrollment-process/";;"y";"y";"y";"y";"n";"y";;"http://dkqvlsfy4i18r.cloudfront.net/6063/m8ypz5j.jpg";"http://dkqvlsfy4i18r.cloudfront.net/6063/c2k90ni.jpg";"http://dkqvlsfy4i18r.cloudfront.net/6063/gwch8xt.jpg";"http://dkqvlsfy4i18r.cloudfront.net/6063/k918e25.jpg"
127606;"TUTOR TIME CHILD CARE/ LEARNING CENTERS";"20645 NORTH SCOTTSDALE ROAD";"SCOTTSDALE";"AZ";"(480)585-4194";"http://www.tutortime.com/our-schools/scottsdale-az-6071/";"http://www.tutortime.com/our-schools/scottsdale-az-6071/";"http://www.facebook.com/TutorTime?ref=ts";"06:30 AM - 06:30 PM";"http://www.tutortime.com/about/careers/";"http://www.tutortime.com/enrollment/our-enrollment-process/";;"y";"y";"y";"y";"y";"y";;"http://dkqvlsfy4i18r.cloudfront.net/6071/ghu6nvr.jpg";"http://dkqvlsfy4i18r.cloudfront.net/6071/4jk1j52.jpg";"http://dkqvlsfy4i18r.cloudfront.net/6071/pdk6qrh.jpg";"http://dkqvlsfy4i18r.cloudfront.net/6071/aycsgsr.jpg"
127598;"SUNRISE PRESCHOOL #130";"11090 N FRANK LLOYD WRIGHT BLVD";"SCOTTSDALE";"AZ";"(480)314-1071";"http://www.sunrisepreschools.com/locations/scottsdale_frank_lloyd_wright.html";"http://www.sunrisepreschools.com/locations/scottsdale_frank_lloyd_wright.html";;"6:00 AM - 6:30 PM";"http://www.sunrisepreschools.com/employment.html";;;"y";"y";"y";"y";"y";"n";;"http://www.sunrisepreschools.com/locations/data/images/1301.jpg";"http://www.sunrisepreschools.com/locations/data/images/1302.jpg";"http://www.sunrisepreschools.com/locations/data/images/1303.jpg";"http://www.sunrisepreschools.com/locations/data/images/1304.jpg"
127599;"SUNSHINE MONTESSORI ACADEMY";"9390 EAST CACTUS ROAD";"SCOTTSDALE";"AZ";"(480)860-4100";"http://sunshinemontessoriacademy.com/";;;;;;;;;;;;;;;;;
127600;"TEMPLE KOL AMI EARLY CHILDHOOD CENTER";"15030 NORTH 64TH STREET";"SCOTTSDALE";"AZ";"(480)951-5825";"http://www.templekolami.org/study/childhood/";;;;;;;;;;;;;;;;;
127597;"ST. MARIA GORETTI PRESCHOOL";"6261 NORTH GRANITE REEF ROAD";"SCOTTSDALE";"AZ";"(480)948-3606";"http://www.smgaz.org/school-about.php";"http://www.smgaz.org/school-about.php";;"9:00 am - 2:30 pm";;;"http://www.smgaz.org/docs/2012%20Policy%20Book.pdf";"n";"n";"y";"y";"n";"n";;;;;
127596;"SHEPHERD OF THE DESERT PRESCHOOL";"9590 EAST SHEA BOULEVARD";"SCOTTSDALE";"AZ";"(480)860-1188";"http://school.sotdaz.org/606817.ihtml";"http://school.sotdaz.org/606817.ihtml";;;;"http://school.sotdaz.org/577477.ihtml";;"n";"y";"y";"y";"n";"n";;"http://school.sotdaz.org/files/slideshow/Admissions/Steps%20for%20Enrolling/_subpage/Thanksgiving%20feast%2008-09.jpg";"http://school.sotdaz.org/files/slideshow/Admissions/Steps%20for%20Enrolling/_subpage/1st%20grade%20hard%20working-TJ.jpg";"http://school.sotdaz.org/files/slideshow/Programs%20Offered/Preschool/_subpage/08-09%20-%20cut%20picture.JPG";"http://school.sotdaz.org/files/slideshow/Programs%20Offered/Preschool/_subpage/08-09.JPG"
127594;"SCOTTSDALE UNITED METHODIST DAYCARE";"4140 NORTH MILLER ROAD";"SCOTTSDALE";"AZ";"(480)941-3497";"http://www.scottsdaleumc.org/daycarenew.htm";;;;;;;;;;;;;;;;;
127595;"SCOTTSDALE/ PARADISE VALLEY Y.M.C.A.";"6869 EAST SHEA BOULEVARD";"SCOTTSDALE";"AZ";"480-951-9622";"http://scottsdaleymca.org/";;;;;;;;;;;;;;;;;
127593;"SCOTTSDALE UNITED METHODIST COOPERATIVE PRESCHOOL";"4140 NORTH MILLER ROAD";"SCOTTSDALE";"AZ";"(480)946-0570";"http://www.scottsdaleumc.org/Preschool/preschoolnew.htm";;;;;;;;;;;;;;;;;
127592;"SCOTTSDALE CHILD CARE AND LEARNING CENTER";"13831 NORTH 94TH STREET";"SCOTTSDALE";"AZ";"(480)860-9500";"http://www.scottsdaledaycare.com/locations.htm";"http://www.scottsdaledaycare.com/locations.htm";;;"http://www.scottsdaledaycare.com/joinourteam.htm";;;"y";"y";"y";"y";"n";"y";"http://www.scottsdaledaycare.com/wp-content/themes/scottsdaledaycare/images/scottsdale-child-care-and-learning-centers.jpg";"http://www.scottsdaledaycare.com/wp-content/uploads/2010/11/scottsdale-child-care-3.jpg";"http://www.scottsdaledaycare.com/wp-content/gallery/web-page-images/ricole-with-kids-in-room-10.jpg";"http://www.scottsdaledaycare.com/wp-content/gallery/infants/dsc_0221.jpg";"http://www.scottsdaledaycare.com/wp-content/gallery/pre-k/dsc_0131.jpg"
127590;"SCOTTSDALE ACADEMY PRIVATE SCHOOL OF THE ARTS";"6315 EAST THUNDERBIRD ROAD";"SCOTTSDALE";"AZ";"(480)368-2787";"http://scottsdaleacademy.org/contact.html";"http://scottsdaleacademy.org/contact.html";;;"http://scottsdaleacademy.org/pdf_docs/Employment%20Application%20fillable.pdf";"http://scottsdaleacademy.org/pdf_docs/2012-2013%20Admissions%20Packet.pdf";;"n";"y";"y";"y";"n";"n";"http://scottsdaleacademy.org/top2a.gif";"http://scottsdaleacademy.org/images/stills/19.jpg";"http://scottsdaleacademy.org/images/stills/07.jpg";"http://scottsdaleacademy.org/images/stills/05.jpg";"http://scottsdaleacademy.org/images/stills/01.jpg"
