"License No";"Exam Type";"Begin Date";"End Date";"Exam Status";"Text";"Report"
"24CEPFA-7700";"Renewal";"7/17/2023";"7/17/2023";"Fail";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=vF4SmYa8sgTyYT9QwF2I2qI2TMicQme4JS2ECJkdaUg%3d"
"24CEPFA-7700";"Mid-Year";"1/26/2023";"1/26/2023";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=gVlcyYvYlraKKxsXNqfJcVqsdAaXpfeNVMfC79Y9RKU%3d"
"24CEPFA-7700";"Follow Up";"10/6/2022";"10/6/2022";"Pass";"Inspection - Follow up";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=5apxeBsl9OUFGEPiE73tEPHhcFl8X2Rx9A549IQO%2fS0%3d"
"24CEPFA-7700";"Renewal";"7/13/2022";"7/27/2022";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=fpYkG%2fJFE%2bRUnid0CZthuFMvqL5SrbgtEVnM2WGTPNw%3d"
"24CEPFA-7700";"Mid-Year";"3/4/2022";"3/4/2022";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=33xlD0mejhiS9JUgheA6O0VXAWqcL4DZyt3TJw5OpIk%3d"
"24CCPFA-1817";"Mid-Year";"4/12/2023";"4/12/2023";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=otnh%2fGCPc7sU%2fmmvUD2bzMITpwuWORo7Atqa%2biFpfS0%3d"
"24CCPFA-1817";"Follow Up";"12/15/2022";"12/15/2022";"Pass";"Inspection - Follow up";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=XoB8VBShfSuOAS6J7FLZcw%3d%3d"
"24CCPFA-1817";"Renewal";"10/19/2022";"10/20/2022";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=na4tI%2fUwDP4OaIMn%2fqw5Dg%3d%3d"
"24CCPFA-1817";"Mid-Year";"4/22/2022";"4/22/2022";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=%2fdSg4Lq41g%2fovmp8hVfZZ13qJemhHNbg52Ak7%2fOz%2fto%3d"
"24CCPFA-1817";"Follow Up";"2/4/2022";"2/4/2022";"Pass";"Inspection - Follow up";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=sZZejo4clcLqRfHE67VR%2fipFVvd3lull9RZ%2bJ3lJMg8%3d"
"24CCPFA-1817";"Renewal";"10/25/2021";"10/25/2021";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=Y6bad2VjLGfuj2hX5ZxwfQ%3d%3d"
"24CCPFA-1817";"Mid-Year";"4/28/2021";"4/28/2021";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=K0GVz%2fI%2ftYgJVWJw7Bm1%2bg%3d%3d"
"24CCPFA-1817";"Renewal";"10/22/2020";"10/22/2020";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=%2fXhtwqdcNUuNbhTXHxmb8Q%3d%3d"
"24CCPFA-1817";"Mid-Year";"4/22/2020";"4/22/2020";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=2706PToolTlsxTpz3mBXAw%3d%3d"
"24CDPF-7160";"Mid-Year";"4/12/2023";"4/12/2023";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=J3cu27fs2dg%2b1Zhxp8FxrQEc1aQ%2fKvarVZuTqoqUSQA%3d"
"24CDPF-7160";"Follow Up";"11/8/2022";"11/8/2022";"Pass";"Inspection - Follow up";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=nsWLJy8BTmBApcN6UV70574kma3NknfvPn5PDVJRo2g%3d"
"24CDPF-7160";"Renewal";"10/18/2022";"10/18/2022";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=lr0s1knD5ncleVbYH42BOL5LRQxwcNufFXAVJiRzWBc%3d"
"24CDPF-7160";"Mid-Year";"4/21/2022";"4/21/2022";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=OaSp892EisxThwqBtyNY10kEN8TxRN38orMqA1tZR6E%3d"
"24CDPF-7160";"Renewal";"10/15/2021";"10/21/2021";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=6Fke%2fHTjEWynU8sfqKdarcLqhpVbyMp8jrDWBquGc8U%3d"
"24CDPF-7160";"Mid-Year";"5/11/2021";"5/11/2021";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=30vkG9Ml8tRxZyOxLwlooA%3d%3d"
"24CDPF-7160";"Renewal";"10/22/2020";"10/22/2020";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=ILYjytnd14J8%2brlI4%2fqFvEBUR2Wx0Pgm4P5VBqJAErQ%3d"
"24CDPF-7160";"Mid-Year";"4/2/2020";"4/2/2020";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=A1Ahf1vU%2fbOFq7J1VVSF9Q%3d%3d"
"24CFPFOA-7382";"Renewal";"8/16/2023";"8/16/2023";"Pass Pending";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=V7gGzcbfekiN1VcHAxWue4rdyBoyZ1v5n4Pdd73Fy%2bY%3d"
"24CFPFOA-7382";"Mid-Year";"3/8/2023";"3/8/2023";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=zCnn%2fX%2bb7tfKcufLyZNP3GszHUHv0HAnb%2foexTgUU8c%3d"
"24CFPFOA-7382";"Renewal";"8/26/2022";"8/26/2022";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=sJ3qyY%2b4QTrRgERdYAtL5iQKjkhNiwAE1RP%2bx3c4HVE%3d"
"24CFPFOA-7382";"Mid-Year";"6/8/2022";"6/9/2022";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=kyovsLl8kOsefyVnb7E6WlHg%2fSjPE8Ry9lylcCwgWqU%3d"
"24CFPFOA-7382";"Renewal";"8/6/2021";"8/6/2021";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=M3onZNlziD2doGsr0JRNMg%3d%3d"
"24CFPFOA-7382";"Mid-Year";"2/24/2021";"2/24/2021";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=othn%2b50jRK%2fmjMXDV5FbMxH6NZcm64ZWfHMwQL9VZVg%3d"
"24CFPFOA-7382";"Renewal";"8/27/2020";"8/27/2020";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=kSIn0tJ8dYhYeKBhVH8bNCH%2fMbvuQbR6gtDpbi%2bj8ro%3d"
"24CFPFOA-7382";"Mid-Year";"3/6/2020";"3/7/2020";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=UBW9Z9fOM3CPf4fAMNFGHA%3d%3d"
"24CFPFOA-7382";"Renewal";"8/30/2019";"9/30/2019";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=IrF1WexZUpUhjdRq5o8OzbHXIxNqTK3IfYB7VZgMiU0%3d"
"24CFPFOA-7382";"Mid-Year";"2/22/2019";"2/22/2019";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=twJX8hdTdfyHVHTuCx6WBEhbK1%2fKdrks5bRlOin%2bVxk%3d"
"24CFPFOA-7382";"Initial";"11/2/2018";"11/2/2018";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=mzW13hE2%2bH64FB6FK5xiMg%3d%3d"
"24CEPFA-6905";"Renewal";"4/4/2023";"4/4/2023";"Pass Pending";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=bEN9kRPb6bG5dyPkEmhTTg%3d%3d"
"24CEPFA-6905";"Follow Up";"10/25/2022";"10/25/2022";"Fail";"Inspection - Follow up";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=kDorIa6cBwJ6dOVdbjrbPYjYmq1ZAy676LIoruUqKGo%3d"
"24CEPFA-6905";"Mid-Year";"10/12/2022";"10/12/2022";"Fail";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=UIlsutlfXiOtquNCvdyd75jMXFP6aGiuHQFSOklBCpA%3d"
"24CEPFA-6905";"Follow Up";"6/7/2022";"6/7/2022";"Pass";"Inspection - Follow up";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=hTNz5InC72u3q0Y%2ba3IDJMOW5S2WAu%2fK6kxGgBeK4e8%3d"
"24CEPFA-6905";"Follow Up";"5/3/2022";"5/3/2022";"Fail";"Inspection - Follow up";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=oGZn3taR0X59KifGarZMcE6IM15c8GFfo6sUsdpqYU8%3d"
"24CEPFA-6905";"Renewal";"4/5/2022";"4/5/2022";"Fail";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=8LQwgsAbB6T8C8Na7uxkcQlmfeJCBFLE2bIDITOW%2bQY%3d"
"24CEPFA-6905";"Follow Up";"3/2/2022";"3/2/2022";"Pass";"Inspection - Follow up";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=PzpX%2btYuy3fr0roHJ1s86fzjvt6CZJV85BxWb7jzqGc%3d"
"24CEPFA-6905";"Follow Up";"12/2/2021";"12/2/2021";"Fail";"Inspection - Follow up";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=ziVqPOfMLfGGyOceDD%2fHOa5Qq%2bgbQ7d0L330HVdH21c%3d"
"24CEPFA-6905";"Mid-Year";"10/13/2021";"10/13/2021";"Fail";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=91f51BadKQqwr%2fOHPqgtVw%3d%3d"
"24CEPFA-6905";"Follow Up";"6/29/2021";"6/29/2021";"Pass";"Inspection - Follow up";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=PpzW2R55%2bhgYBO28rt6DLRXjKCV273yr%2fZC5LSs%2bcdI%3d"
"24CEPFA-6905";"Follow Up";"5/3/2021";"5/3/2021";"Fail";"Inspection - Follow up";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=I9RKDHuPoR11TBF3D3iq2%2fC6GxX2py%2bMjX5Pe5c1FNQ%3d"
"24CEPFA-6905";"Renewal";"4/8/2021";"4/8/2021";"Fail";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=o24SXgD2FLPnLoSECSsWOw%3d%3d"
"24CEPFA-6905";"Mid-Year";"1/15/2021";"1/15/2021";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=BCgbVUOSapdQvDLxuQNABvgCI3HKYedjp4kMaM8lSss%3d"
"24CEPFA-6905";"Renewal";"7/8/2020";"7/8/2020";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=f33Ybr94WPcQ7MjHR3r7Ww%3d%3d"
"24CEPFA-6905";"Mid-Year";"10/4/2019";"10/4/2019";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=ICFJoiDXYBmj9%2fG8idegyg%3d%3d"
"24CEPFA-6905";"Follow Up";"4/30/2019";"4/30/2019";"Pass";"Inspection - Follow up";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=5ar0IwRz2SunvkcuJPNrMpLdPvM6WTlOgoMSXZfMJKY%3d"
"24CEPFA-6905";"Renewal";"4/11/2019";"4/11/2019";"Fail";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=GE7NMWm0NznxdP%2bkYItcOzG2bCeICISGAp0lqi0cLp0%3d"
"24CEPFA-6905";"Mid-Year";"10/30/2018";"10/30/2018";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=2kgvazaHQVxIiB%2bEjeJrKrz2XP3uFQc5iKv8LvrQwRk%3d"
"24CEPFA-6905";"Renewal";"4/4/2018";"4/4/2018";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=ZPEa%2fcBcd72v2Agq75LkZQ%3d%3d"
"24CEPFA-6905";"Recurring";"1/26/2018";"1/26/2018";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=v%2bH6MTnNFdKXqE0dh1TIqC4kj3XTD2RuhasDwFrsp1U%3d"
"24CDPFA-6740";"Renewal";"3/23/2023";"3/23/2023";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=1FxDIk%2fWV5Vo34TQr7bRoEewaCg6duIlbU90aiE%2fAwc%3d"
"24CDPFA-6740";"Mid-Year";"9/21/2022";"9/21/2022";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=V6p0yVFxbNfygIdr2DxE4Q%3d%3d"
"24CDPFA-6740";"Renewal";"3/21/2022";"3/23/2022";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=5yVCM9HwDn1X5VD3ldmg3A%3d%3d"
"24CDPFA-6740";"Mid-Year";"9/27/2021";"9/27/2021";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=NNji6NSl%2bRKDLNXzCAhQo9eFsDVoQtVFlzTruSN8YKU%3d"
"24CDPFA-6740";"Renewal";"3/22/2021";"3/22/2021";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=o7jtQdbNmHGdjI8BbfRgpQ%3d%3d"
"24CDPFA-6740";"Mid-Year";"10/13/2020";"10/13/2020";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=QraoTjjt26FqztCbrn%2brpwdG6%2fs%2bIIx94DxaZvz8EFs%3d"
"24CDPFA-6740";"Renewal";"7/7/2020";"7/7/2020";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=2MalYUvB%2bCJsmjr5jVdI5kjMGwlPi8BglJjjZ7c5zUY%3d"
"24CDPFA-6740";"Mid-Year";"9/12/2019";"9/12/2019";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=sXwPAySCCsgr%2fAdwWSQK9w%3d%3d"
"24CDPFA-6740";"Renewal";"3/12/2019";"3/12/2019";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=w9CBRtpwy5xTBsY1UPb10OKlncGP10p7jVcc%2bp3kSy0%3d"
"24CDPFA-6740";"Mid-Year";"9/17/2018";"9/17/2018";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=3IBl%2f7AMOBRKRUeMdvtF0mygQN4A%2fFWPAgKLHtUnaEA%3d"
"24CDPFA-6740";"Renewal";"3/8/2018";"3/8/2018";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=hBgrvSOFMkGHAMPW7ZSJnkWmJN5PISy7%2fkSE%2bXAHNPI%3d"
"24CDPFA-6740";"Recurring";"11/29/2017";"11/29/2017";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=50hTcooRgo2oNU%2fySnmQks%2bNKyiyL1HGNcqFcBupaiY%3d"
"24CDGF-4466";"Renewal";"9/13/2023";"9/14/2023";"Pass Pending";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=mRC1zbAnHYppOyMEa0JQH198KgLzr2%2fXGSngexQ5xw8%3d"
"24CDGF-4466";"Mid-Year";"2/27/2023";"2/28/2023";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=9ZdCzKaf0F%2bvPZddmr1sKrQryH8sTo2jZ3BK%2fN9DaRQ%3d"
"24CDGF-4466";"Renewal";"10/4/2022";"10/4/2022";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=pMQqDAKhNq3PGLZOBVPZxwu6k9Dhom0ZCZEXVLveDDM%3d"
"24CDGF-4466";"Mid-Year";"3/11/2022";"3/14/2022";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=yfrC%2byRnGYtWmPCxmr3ik2SBkc95DORyavSz4O5NnWY%3d"
"24CDGF-4466";"Renewal";"8/12/2021";"8/12/2021";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=7qQDa1NGYKtIK2AoCLa092tDM5S%2f90vbIaQrr5M3gxg%3d"
"24CDGF-4466";"Mid-Year";"2/22/2021";"2/22/2021";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=6fEbl%2fY7rxH%2bAlvRFySLfqAchTu0UQOMMiipPhuBUyU%3d"
"24CDGF-4466";"Renewal";"8/27/2020";"8/27/2020";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=h7wH4pZXjxIH3zdyJzpIDxSZHGZRtiqinAvxKJyaRqk%3d"
"24CDGF-4466";"Mid-Year";"2/7/2020";"2/7/2020";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=hUO9quFoyz%2bo9ccomxjWMw%3d%3d"
"24CDGF-4466";"Follow Up";"8/27/2019";"8/27/2019";"Pass";"Inspection - Follow up";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=%2fLt%2fyAhwzIVUNMQ1gxyWvA%3d%3d"
"24CDGF-4466";;;;;"Inspection - Follow up";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=j6Ge1N2%2f88DPnu3qTcZRJ3sH9gmMwpXkzTmNH%2b7iQpk%3d"
"24CDGF-4466";"Renewal";"8/15/2019";"8/15/2019";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=ukglHwU8zk9jvdUtwFe91Q%3d%3d"
"24CDGF-4466";"Mid-Year";"2/11/2019";"2/11/2019";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=YEW2MqcTgyL%2fWV%2f%2fhmpC%2b1IgjZHQDSUYwc5QaeY6CFA%3d"
"24CDGF-4466";"Renewal";"9/7/2018";"9/7/2018";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=VyERH2DthPfxCbZilomVbxPhsR2enzlqHjS5HCSfHhE%3d"
"24CDGF-4466";"Recurring";"2/26/2018";"2/26/2018";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=9az6eqrFL7yxIC7hgUSv5w%3d%3d"
"24CDGF-4466";"Renewal";"8/24/2017";"8/24/2017";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=CirLe1WHAt5NJ8Qyyr0hJz6Mp%2f1IuPRQmqWiUocivyk%3d"
"24CCPF-7868";"Mid-Year";"8/22/2023";"8/22/2023";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=kUCMPB457gEuTluZHAr%2fPynmp3eD3aQWEIXEzIznrc0%3d"
"24CDPF-4312";"Renewal";"3/7/2023";"3/7/2023";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=7zou0MGpm4ucKmslc5kcPHh1R3j802ChjAGfv3gjiTs%3d"
"24CDPF-4312";"Mid-Year";"9/21/2022";"9/21/2022";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=as0NO%2fsMDViw6B995ZNWh2dgwuTxt70RMLEzsKoq4m0%3d"
"24CDPF-4312";"Renewal";"3/21/2022";"3/23/2022";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=%2fT2kIz2TrZ6Xnl7GsWE1PvuWdsXx6Fq%2fwYF1M61ve%2bI%3d"
"24CDPF-4312";"Mid-Year";"9/16/2021";"9/16/2021";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=V2sQ8K3pbaVt4OEPooCe9G8DBnHhhPymzZZz2gj%2fhpA%3d"
"24CDPF-4312";"Renewal";"3/1/2021";"3/1/2021";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=702eS3KN8B7ttBDIEw0pxg%3d%3d"
"24CDPF-4312";"Mid-Year";"10/15/2020";"10/15/2020";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=qYuHyvXZI8UJePmB5jwGqWL3tmoNHcuMg3bxvgTepE4%3d"
"24CDPF-4312";"Renewal";"3/4/2020";"3/4/2020";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=Y8ML5A%2fvX60Yw8u99pq5v2VmD4f78pG%2bDEVN2NxrJSc%3d"
"24CDPF-4312";"Mid-Year";"9/19/2019";"9/19/2019";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=K1MudnTWhVp%2fka%2b5IlbrCeS%2bCdSnSzjhhQzVc%2fYcRrE%3d"
"24CDPF-4312";"Renewal";"3/6/2019";"3/6/2019";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=ai7m%2bACafYI8OPax%2foKTq%2bJPcIfNdQSbcDnqptGFnL4%3d"
"24CDPF-4312";"Mid-Year";"9/19/2018";"9/19/2018";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=qNjXaBiRiGD1Mqy9TcQbqDHoxG%2bcv1v3dxGiYW%2bYrz8%3d"
"24CDPF-4312";"Renewal";"3/13/2018";"3/13/2018";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=PXs4ak0bKnih9%2bFDF4ZWuQ%3d%3d"
"24CDPF-4312";"Recurring";"12/1/2017";"12/1/2017";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=HnEUkQ1hKUQ1EehK%2fR4oMQ%3d%3d"
"24CDGF-4895";"Mid-Year";"8/10/2023";"8/10/2023";"Pass";;
"24CDGF-4895";"Renewal";"2/23/2023";"2/23/2023";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=gw6tBLFE%2bqxxQsu2%2f8ca3OUclj%2feNjO0YICiNKeZsuk%3d"
"24CDGF-4895";"Mid-Year";"9/7/2022";"9/8/2022";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=jYpANQKltaS5Q44hkJV3Yx15LYUVsxaXB3R0W0vXyqo%3d"
"24CDGF-4895";"Renewal";"2/11/2022";"2/16/2022";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=h2I7pwmgGu3V34m%2feq8zz%2bl55P3KuxR8SxjCwK1egUA%3d"
"24CDGF-4895";"Mid-Year";"9/8/2021";"9/8/2021";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=D%2fCr9JI%2fYAAk7%2fgjGNUV3hc%2bdBd6Mn5M8BcdATpt3uc%3d"
"24CDGF-4895";"Renewal";"2/24/2021";"2/24/2021";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=1D8xgn74M%2bJrkKoUwl2eY6QSrxl69HDb5aJdkuy%2fdLQ%3d"
"24CDGF-4895";"Mid-Year";"10/13/2020";"10/13/2020";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=BabWYgrBKC5c8RMCj2pH1BdNVvvnMQ4HFNuli3MsDhU%3d"
"24CDGF-4895";"Renewal";"2/7/2020";"2/7/2020";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=J1sTP2ikYM%2f6Wpf0LwDqCEVeQnKQIhzdl2%2bs5ghmF08%3d"
"24CDGF-4895";"Mid-Year";"9/4/2019";"9/4/2019";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=wbtQP04u19RkeICC%2fhMnWA%3d%3d"
"24CDGF-4895";"Renewal";"2/20/2019";"2/20/2019";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=%2fmnEftUmeBgsT3AxlaXTCajrpfEAS0RMZTIxdCiXyjc%3d"
"24CDGF-4895";"Mid-Year";"10/4/2018";"10/4/2018";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=Ynyeqe21UQWI%2bKKelifo7rkpZDXIAu0HAZdc1MeOn1Y%3d"
"24CDGF-4895";"Follow Up";"4/2/2018";"4/2/2018";"Pass";"Inspection - Follow up";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=4D8Z%2fvaZURXg76gZcJ%2blCQ%3d%3d"
"24CDGF-4895";"Renewal";"2/8/2018";"2/8/2018";"Pass";"Inspection";"https://www.msdh.provider.webapps.ms.gov/PublicViewInspectionDocument.aspx?pdf=LuN19C3p91YXhE4OTPbvTw%3d%3d"
