"ID";"Severity";"Inspection Type";"Date";"Deficiency Type";"Resolved";"Inspection URL"
9307;"Low";"Annual Review";"12/14/2022";"Procedures for Registration Renewal";"Pending";"https://www.scchildcare.org/InspectionReports/12986/r9956_annual_12142022.pdf"
9307;"Low";"Annual Review";"11/15/2021";"Procedures for Registration Renewal";"Yes";
9307;"High";"Annual Review";"11/15/2021";"63-13-840 Inspection of Family Childcare Homes";"Yes";
23722;"High";"Annual Review";"7/12/2022";"Fire Safety";"Yes";"https://www.scchildcare.org/InspectionReports/10093/l22112_annual_07122022.pdf"
23722;"Medium";"Annual Review";"7/12/2022";"Indoor Space & Conditions - Lighting";"Yes";"https://www.scchildcare.org/InspectionReports/10093/l22112_annual_07122022.pdf"
23722;"Medium";"Annual Review";"7/12/2022";"Indoor Space and Conditions - Environmental Hazards";"Yes";"https://www.scchildcare.org/InspectionReports/10093/l22112_annual_07122022.pdf"
23722;"Medium";"Annual Review";"7/12/2022";"Sanitation";"Yes";"https://www.scchildcare.org/InspectionReports/10093/l22112_annual_07122022.pdf"
23722;"Medium";"Annual Review";"7/12/2022";"Outdoor Space";"Yes";"https://www.scchildcare.org/InspectionReports/10093/l22112_annual_07122022.pdf"
23722;"Medium";"Annual Review";"7/12/2022";"Outdoor Space";"Yes";"https://www.scchildcare.org/InspectionReports/10093/l22112_annual_07122022.pdf"
23722;"Medium";"Annual Review";"7/12/2022";"Furniture, Toys, and Recreational Equipment";"Yes";"https://www.scchildcare.org/InspectionReports/10093/l22112_annual_07122022.pdf"
23722;"Medium";"Annual Review";"7/12/2022";"Food Storage";"Yes";"https://www.scchildcare.org/InspectionReports/10093/l22112_annual_07122022.pdf"
23722;"High";"Complaint";"11/2/2021";"Staff Records";"On Site";
23722;"Medium";"Complaint";"11/2/2021";"Staff Records";"On Site";
23722;"High";"Complaint";"11/2/2021";"Staff Requirements";"On Site";
23722;"High";"Complaint";"11/2/2021";"Direct Supervision";"On Site";
23722;"High";"Complaint";"11/2/2021";"Direct Supervision";"On Site";
23722;"High";"Complaint";"11/2/2021";"Ratios";"On Site";
23722;"High";"Complaint";"11/2/2021";"Staff Health";"On Site";
23722;"Medium";"Complaint";"11/2/2021";"Staff Health";"On Site";
23722;"Medium";"Annual Review";"10/19/2021";"Indoor Space & Conditions - Lighting";"Yes";
23722;"Medium";"Annual Review";"10/19/2021";"Indoor Space and Conditions - Environmental Hazards";"Yes";
23722;"Medium";"Annual Review";"10/19/2021";"Indoor Space and Conditions - Environmental Hazards";"Yes";
23722;"Medium";"Annual Review";"10/19/2021";"Sanitation";"Yes";
23722;"Medium";"Annual Review";"10/19/2021";"Cleaning, Storage, and Handling of Food Utensils and Equipment";"Yes";
23722;"High";"Complaint";"1/7/2021";"Staff Requirements";"On Site";"https://www.scchildcare.org/InspectionReports/5590/l22112_complaint_01072021.pdf"
23722;"Medium";"Complaint";"1/7/2021";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/5590/l22112_complaint_01072021.pdf"
23722;"High";"Complaint";"1/7/2021";"Staff Health";"On Site";"https://www.scchildcare.org/InspectionReports/5590/l22112_complaint_01072021.pdf"
42574;"High";"Annual Review";"3/23/2023";"Rest Equipment";"Pending";
42574;"High";"Annual Review";"3/22/2023";"Diapering";"Pending";"https://www.scchildcare.org/InspectionReports/13542/p24777_av_03-22-23.pdf"
42574;"Medium";"Annual Review";"3/22/2023";"Diapering";"Pending";"https://www.scchildcare.org/InspectionReports/13542/p24777_av_03-22-23.pdf"
42574;"High";"Renewal Application";"10/13/2022";"Staff Requirements";"Yes";
42574;"Medium";"Renewal Application";"8/24/2022";"Child Records";"Yes";"https://www.scchildcare.org/InspectionReports/10326/24777_ren_08-24-22.pdf"
42574;"Medium";"Renewal Application";"8/24/2022";"Child Records";"Yes";"https://www.scchildcare.org/InspectionReports/10326/24777_ren_08-24-22.pdf"
42574;"Medium";"Annual Review";"4/11/2022";"Outdoor Space";"Yes";
42574;"High";"Annual Review";"11/8/2021";"Staff Requirements";"Yes";
229;"High";"Annual Review Follow Up";"5/25/2023";"Center Definitions";"Pending";"https://www.scchildcare.org/InspectionReports/14510/p13557_fu_05-25-23.pdf"
229;"High";"Annual Review Follow Up";"2/3/2023";"Center Definitions";"Pending";
229;"High";"Annual Review Follow Up";"2/3/2023";"Direct Supervision";"On Site";
229;"High";"Annual Review Follow Up";"2/3/2023";"Ratios";"On Site";
229;"High";"Annual Review Follow Up";"2/3/2023";"Indoor Space and Conditions - Environmental Hazards";"Pending";
229;"Medium";"Annual Review Follow Up";"2/3/2023";"Furniture, Toys, and Recreational Equipment";"Pending";
229;"High";"Annual Review";"10/10/2022";"Direct Supervision";"Yes";"https://www.scchildcare.org/InspectionReports/12696/p13557_av_10-10-22.pdf"
229;"High";"Annual Review";"10/10/2022";"Ratios";"Yes";"https://www.scchildcare.org/InspectionReports/12696/p13557_av_10-10-22.pdf"
229;"High";"Complaint";"4/7/2022";"Policies and Procedures";"Yes";
229;"High";"Annual Review";"12/7/2021";"Staff Records";"On Site";"https://www.scchildcare.org/InspectionReports/7999/13557_sv_12-7-21.pdf"
229;"Medium";"Annual Review";"12/7/2021";"Staff Records";"On Site";"https://www.scchildcare.org/InspectionReports/7999/13557_sv_12-7-21.pdf"
229;"High";"Annual Review";"12/7/2021";"Staff Health";"On Site";"https://www.scchildcare.org/InspectionReports/7999/13557_sv_12-7-21.pdf"
229;"Medium";"Annual Review";"12/7/2021";"Staff Health";"On Site";"https://www.scchildcare.org/InspectionReports/7999/13557_sv_12-7-21.pdf"
229;"Low";"Annual Review";"12/7/2021";"Bathrooms";"On Site";"https://www.scchildcare.org/InspectionReports/7999/13557_sv_12-7-21.pdf"
2297;"Medium";"Annual Review";"11/16/2022";"Indoor Space & Conditions - Lighting";"Yes";"https://www.scchildcare.org/InspectionReports/11728/l15720_annual_11162022.pdf"
2297;"Medium";"Renewal Application";"7/28/2022";"Child Records";"Yes";"https://www.scchildcare.org/InspectionReports/10103/l15720_renewal_07282022.pdf"
2297;"Medium";"Renewal Application";"7/28/2022";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/10103/l15720_renewal_07282022.pdf"
2297;"Medium";"Renewal Application";"7/28/2022";"Indoor Space & Conditions - Lighting";"Yes";"https://www.scchildcare.org/InspectionReports/10103/l15720_renewal_07282022.pdf"
2297;"Medium";"Renewal Application";"7/28/2022";"Outdoor Space";"Yes";"https://www.scchildcare.org/InspectionReports/10103/l15720_renewal_07282022.pdf"
2297;"High";"Complaint";"5/3/2022";"Confidentiality";"On Site";"https://www.scchildcare.org/InspectionReports/9283/l15720_complaint_05032022.pdf"
2297;"High";"Complaint";"5/3/2022";"Child Health";"On Site";"https://www.scchildcare.org/InspectionReports/9283/l15720_complaint_05032022.pdf"
2297;"Medium";"Annual Review";"10/11/2021";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/7060/l15720_annual_10112021.pdf"
29400;"High";"Annual Review";"3/10/2023";"Diapering";"Yes";"https://www.scchildcare.org/InspectionReports/13428/l22767_annual_03102023.pdf"
29400;"High";"Annual Review";"3/10/2023";"Fire Safety";"Yes";"https://www.scchildcare.org/InspectionReports/13428/l22767_annual_03102023.pdf"
29400;"Medium";"Annual Review";"3/10/2023";"Indoor Space and Conditions - Environmental Hazards";"Yes";"https://www.scchildcare.org/InspectionReports/13428/l22767_annual_03102023.pdf"
29400;"High";"Annual Review";"3/4/2022";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/8755/l22767_annual_03042022.pdf"
29400;"Medium";"Annual Review";"3/4/2022";"Sanitation";"On Site";"https://www.scchildcare.org/InspectionReports/8755/l22767_annual_03042022.pdf"
29400;"Medium";"Annual Review";"9/30/2021";"Child Records";"On Site";
29400;"Medium";"Annual Review";"9/30/2021";"Outdoor Space";"Yes";
29400;"Medium";"Annual Review";"9/30/2021";"Outdoor Space";"Yes";
29400;"High";"Annual Review";"9/30/2021";"Outdoor Space";"Yes";
41034;"High";"Annual Review";"3/31/2023";"Outdoor Space";"Yes";"https://www.scchildcare.org/InspectionReports/13337/24762-sv-march-31-2023.pdf"
45685;"Medium";"Renewal Application";"12/12/2022";"Child Records";"Yes";"https://www.scchildcare.org/InspectionReports/12527/cc045685_ren_12-12-22.pdf"
45685;"High";"Initial Application Follow Up";"9/7/2021";"Staff Requirements";"Yes";
45685;"Medium";"Initial Application Follow Up";"9/7/2021";"Staff Requirements";"Yes";
45685;"High";"Initial Application Follow Up";"9/7/2021";"Direct Supervision";"Yes";
45685;"High";"Initial Application Follow Up";"9/7/2021";"Ratios";"Yes";
45685;"Medium";"Initial Application Follow Up";"9/7/2021";"Staff Health";"Yes";
45685;"High";"Initial Application Follow Up";"9/7/2021";"63-13-40 Background checks for employment";"Yes";
8804;"High";"Annual Review";"4/12/2023";"Parent Access and Communication";"Yes";"https://www.scchildcare.org/InspectionReports/13946/p17522_av_04-12-23.pdf"
8804;"Medium";"Annual Review";"4/12/2023";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/13946/p17522_av_04-12-23.pdf"
8804;"Medium";"Annual Review";"4/12/2023";"Indoor Space and Conditions - Environmental Hazards";"Yes";"https://www.scchildcare.org/InspectionReports/13946/p17522_av_04-12-23.pdf"
8804;"High";"Annual Review";"4/12/2023";"63-13-40 Background checks for employment";"Yes";"https://www.scchildcare.org/InspectionReports/13946/p17522_av_04-12-23.pdf"
8804;"High";"Annual Review";"3/2/2022";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/8213/17522_sv_3-2-22.pdf"
8804;"Medium";"Annual Review";"3/2/2022";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/8213/17522_sv_3-2-22.pdf"
8804;"High";"Complaint Follow Up";"10/28/2020";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/4643/17522_comp_10282020.pdf"
8804;"High";"Complaint Follow Up";"10/28/2020";"Staff Health";"On Site";"https://www.scchildcare.org/InspectionReports/4643/17522_comp_10282020.pdf"
8804;"Medium";"Complaint Follow Up";"10/28/2020";"Staff Health";"On Site";"https://www.scchildcare.org/InspectionReports/4643/17522_comp_10282020.pdf"
8804;"High";"Complaint Follow Up";"10/28/2020";"Electrical Sources";"On Site";"https://www.scchildcare.org/InspectionReports/4643/17522_comp_10282020.pdf"
17825;"High";"Complaint";"6/24/2021";"Staff Records";"On Site";
17825;"High";"Complaint";"6/24/2021";"Staff Requirements";"On Site";
17825;"N/A";"Complaint";"6/24/2021";"Staff Requirements";"On Site";
17825;"High";"Complaint";"6/24/2021";"Direct Supervision";"On Site";
17825;"High";"Complaint";"6/24/2021";"Indoor Space and Conditions - Environmental Hazards";"On Site";
17825;"Medium";"Complaint";"6/24/2021";"Indoor Space and Conditions - Environmental Hazards";"On Site";
40477;"Medium";"Renewal Application";"4/18/2023";"Child Records";"Yes";"https://www.scchildcare.org/InspectionReports/13463/l24500_renewal_04182023.pdf"
40477;"High";"Renewal Application";"4/18/2023";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/13463/l24500_renewal_04182023.pdf"
40477;"Medium";"Renewal Application";"4/18/2023";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/13463/l24500_renewal_04182023.pdf"
40477;"Medium";"Annual Review";"11/28/2022";"Indoor Space and Conditions - Environmental Hazards";"On Site";"https://www.scchildcare.org/InspectionReports/11715/l24500_annual_11282022.pdf"
40477;"Medium";"Annual Review";"11/28/2022";"Sanitation";"On Site";"https://www.scchildcare.org/InspectionReports/11715/l24500_annual_11282022.pdf"
40477;"Low";"Annual Review";"11/28/2022";"Sanitation";"On Site";"https://www.scchildcare.org/InspectionReports/11715/l24500_annual_11282022.pdf"
40477;"Medium";"Annual Review";"11/28/2022";"Outdoor Space";"On Site";"https://www.scchildcare.org/InspectionReports/11715/l24500_annual_11282022.pdf"
40477;"Medium";"Annual Review";"11/28/2022";"Food Preperation";"On Site";"https://www.scchildcare.org/InspectionReports/11715/l24500_annual_11282022.pdf"
2284;"Medium";"Complaint";"4/5/2022";"Outdoor Space";"Yes";
20357;"Medium";"Renewal Application";"5/9/2023";"Child Records";"Yes";"https://www.scchildcare.org/InspectionReports/14843/21180_ren_05-09-23.pdf"
20357;"Medium";"Renewal Application";"5/9/2023";"Furniture, Toys, and Recreational Equipment";"Yes";"https://www.scchildcare.org/InspectionReports/14843/21180_ren_05-09-23.pdf"
20357;"High";"Renewal Application";"5/9/2023";"Environmental Hazards";"Yes";"https://www.scchildcare.org/InspectionReports/14843/21180_ren_05-09-23.pdf"
20357;"High";"Annual Review";"1/26/2023";"Meal Requirements";"On Site";"https://www.scchildcare.org/InspectionReports/12747/21180_av_01-26-23.pdf"
20357;"High";"Annual Review";"1/26/2023";"Food Storage";"On Site";"https://www.scchildcare.org/InspectionReports/12747/21180_av_01-26-23.pdf"
20357;"High";"Annual Review";"1/26/2023";"Feeding, Eating, and Drinking";"On Site";"https://www.scchildcare.org/InspectionReports/12747/21180_av_01-26-23.pdf"
20357;"High";"Annual Review";"8/9/2022";"Staff Records";"Yes";"https://www.scchildcare.org/InspectionReports/10270/21180_sv_08092022.pdf"
20357;"Medium";"Annual Review";"8/9/2022";"Staff Records";"Yes";"https://www.scchildcare.org/InspectionReports/10270/21180_sv_08092022.pdf"
20357;"High";"Annual Review";"8/9/2022";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/10270/21180_sv_08092022.pdf"
20357;"High";"Annual Review";"8/9/2022";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/10270/21180_sv_08092022.pdf"
22148;"Medium";"Renewal Application";"2/28/2023";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/14522/cc022148_ren_02-28-23.pdf"
22148;"Medium";"Renewal Application";"2/28/2023";"Furniture, Toys, and Recreational Equipment";"Yes";"https://www.scchildcare.org/InspectionReports/14522/cc022148_ren_02-28-23.pdf"
22148;"High";"Renewal Application";"1/12/2022";"Staff Requirements";"Yes";
36842;"Medium";"Renewal Application";"5/4/2023";"Child Records";"Pending";
36842;"Medium";"Renewal Application";"5/4/2023";"Staff Records";"Pending";
36842;"High";"Renewal Application";"5/4/2023";"Staff Requirements";"Pending";
36842;"High";"Renewal Application";"5/4/2023";"Staff Health";"Pending";
36842;"Medium";"Renewal Application";"5/4/2023";"Staff Health";"Pending";
36842;"High";"Annual Review";"12/16/2021";"Parent Access and Communication";"On Site";
36842;"Medium";"Annual Review";"12/16/2021";"Staff Requirements";"On Site";
36842;"High";"Annual Review";"12/16/2021";"Staff Health";"On Site";
36842;"Medium";"Annual Review";"12/16/2021";"Staff Health";"On Site";
36842;"Medium";"Annual Review";"12/16/2021";"Indoor Space and Conditions - Environmental Hazards";"On Site";
36842;"Medium";"Annual Review";"12/16/2021";"Furniture, Toys, and Recreational Equipment";"Yes";
36842;"High";"Renewal Application";"6/14/2021";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/6903/l24935renewal_06142021.pdf"
36842;"High";"Renewal Application";"6/14/2021";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/6903/l24935renewal_06142021.pdf"
36842;"High";"Renewal Application";"6/14/2021";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/6903/l24935renewal_06142021.pdf"
36842;"Medium";"Renewal Application";"6/14/2021";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/6903/l24935renewal_06142021.pdf"
36842;"High";"Renewal Application";"6/14/2021";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/6903/l24935renewal_06142021.pdf"
40259;"High";"Annual Review";"10/12/2021";"Outdoor Space";"Yes";"https://www.scchildcare.org/InspectionReports/5942/24541-sv-october-12-2021.pdf"
40259;"High";"Annual Review";"10/12/2021";"Sleeping";"On Site";"https://www.scchildcare.org/InspectionReports/5942/24541-sv-october-12-2021.pdf"
45683;"High";"Annual Review";"4/18/2023";"Staff Requirements";"Yes";
45683;"High";"Annual Review";"4/18/2023";"Direct Supervision";"Yes";
45683;"High";"Annual Review";"4/18/2023";"Ratios";"Yes";
45683;"High";"Annual Review";"4/18/2023";"Staff Health";"On Site";
45683;"High";"Annual Review";"4/18/2023";"Indoor Space and Conditions - Environmental Hazards";"On Site";
45683;"Medium";"Annual Review";"4/18/2023";"Outdoor Space";"On Site";
45683;"High";"Annual Review";"4/18/2023";"Feeding, Eating, and Drinking";"On Site";
45683;"High";"Renewal Application";"1/5/2023";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/11786/l25190_renewal_01052023.pdf"
45683;"Medium";"Renewal Application";"1/5/2023";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/11786/l25190_renewal_01052023.pdf"
45683;"High";"Complaint";"10/25/2022";"Discipline and Behavior Management";"Yes";"https://www.scchildcare.org/InspectionReports/11713/l25190_complaint_10252022.pdf"
45683;"Medium";"Complaint";"10/25/2022";"Indoor Space and Conditions - Environmental Hazards";"On Site";"https://www.scchildcare.org/InspectionReports/11713/l25190_complaint_10252022.pdf"
45683;"Medium";"Complaint";"10/25/2022";"Indoor Space and Conditions - Environmental Hazards";"Yes";"https://www.scchildcare.org/InspectionReports/11713/l25190_complaint_10252022.pdf"
45683;"High";"Complaint";"10/25/2022";"Environmental Hazards";"On Site";"https://www.scchildcare.org/InspectionReports/11713/l25190_complaint_10252022.pdf"
45683;"High";"Initial Application";"7/29/2021";"Indoor Space and Conditions - Environmental Hazards";"On Site";"https://www.scchildcare.org/InspectionReports/10234/l25190_renewal_07292021.pdf"
45683;"High";"Initial Application";"7/29/2021";"Feeding, Eating, and Drinking";"On Site";"https://www.scchildcare.org/InspectionReports/10234/l25190_renewal_07292021.pdf"
45683;"High";"Complaint";"7/13/2021";"Inspection";"Yes";
45683;"High";"Complaint";"7/13/2021";"Staff Records";"Yes";
45683;"High";"Complaint";"7/13/2021";"Staff Requirements";"Yes";
45683;"High";"Complaint";"7/13/2021";"Staff Requirements";"Yes";
45683;"High";"Complaint";"7/13/2021";"Direct Supervision";"Yes";
45683;"High";"Complaint";"7/13/2021";"Ratios";"Yes";
45683;"High";"Complaint";"7/13/2021";"Staff Health";"Yes";
45683;"High";"Complaint";"7/13/2021";"Fire Safety";"Yes";
45683;"High";"Complaint";"7/13/2021";"Discipline and Behavior Management";"Yes";
45683;"Medium";"Complaint";"7/13/2021";"Indoor Space and Conditions - Environmental Hazards";"Yes";
45683;"Medium";"Complaint";"7/13/2021";"Feeding Chairs";"Yes";
45683;"High";"Complaint";"5/13/2021";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/6904/l25190complaint_05132021.pdf"
45683;"High";"Complaint";"5/13/2021";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/6904/l25190complaint_05132021.pdf"
45683;"High";"Complaint";"5/13/2021";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/6904/l25190complaint_05132021.pdf"
45683;"High";"Complaint";"5/13/2021";"Direct Supervision";"Yes";"https://www.scchildcare.org/InspectionReports/6904/l25190complaint_05132021.pdf"
45683;"High";"Complaint";"5/13/2021";"Direct Supervision";"Yes";"https://www.scchildcare.org/InspectionReports/6904/l25190complaint_05132021.pdf"
45683;"High";"Complaint";"5/13/2021";"Ratios";"Yes";"https://www.scchildcare.org/InspectionReports/6904/l25190complaint_05132021.pdf"
45683;"Medium";"Complaint";"5/13/2021";"Diapering";"Yes";"https://www.scchildcare.org/InspectionReports/6904/l25190complaint_05132021.pdf"
45683;"Medium";"Complaint";"5/13/2021";"Diapering";"Yes";"https://www.scchildcare.org/InspectionReports/6904/l25190complaint_05132021.pdf"
45683;"Medium";"Complaint";"5/13/2021";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/6904/l25190complaint_05132021.pdf"
45683;"High";"Complaint";"5/13/2021";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/6904/l25190complaint_05132021.pdf"
45683;"High";"Complaint";"5/13/2021";"Discipline and Behavior Management";"On Site";"https://www.scchildcare.org/InspectionReports/6904/l25190complaint_05132021.pdf"
45683;"High";"Complaint";"5/13/2021";"Indoor Space and Conditions - Environmental Hazards";"On Site";"https://www.scchildcare.org/InspectionReports/6904/l25190complaint_05132021.pdf"
45683;"Medium";"Complaint";"5/13/2021";"Outdoor Space";"Yes";"https://www.scchildcare.org/InspectionReports/6904/l25190complaint_05132021.pdf"
45683;"Medium";"Complaint";"5/13/2021";"Furniture, Toys, and Recreational Equipment";"Yes";"https://www.scchildcare.org/InspectionReports/6904/l25190complaint_05132021.pdf"
45683;"Medium";"Complaint";"5/13/2021";"Furniture, Toys, and Recreational Equipment";"Yes";"https://www.scchildcare.org/InspectionReports/6904/l25190complaint_05132021.pdf"
45683;"High";"Complaint";"5/13/2021";"Feeding, Eating, and Drinking";"Yes";"https://www.scchildcare.org/InspectionReports/6904/l25190complaint_05132021.pdf"
45683;"Medium";"Complaint";"5/13/2021";"Feeding, Eating, and Drinking";"Yes";"https://www.scchildcare.org/InspectionReports/6904/l25190complaint_05132021.pdf"
511;"Medium";"Annual Review";"7/13/2022";"Diapering";"Yes";"https://www.scchildcare.org/InspectionReports/10930/15382-sv-july-13-2022.pdf"
511;"Medium";"Annual Review";"7/13/2022";"Sanitation";"Yes";"https://www.scchildcare.org/InspectionReports/10930/15382-sv-july-13-2022.pdf"
46497;"Medium";"Initial Application Follow Up";"7/27/2023";"Child Records";"Pending";
3855;"High";"Annual Review";"7/12/2023";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/15455/16154_av_07-12-23.pdf"
3855;"Medium";"Annual Review";"7/12/2023";"Sanitation";"Pending";"https://www.scchildcare.org/InspectionReports/15455/16154_av_07-12-23.pdf"
3855;"Medium";"Annual Review";"7/12/2023";"Bathrooms";"Yes";"https://www.scchildcare.org/InspectionReports/15455/16154_av_07-12-23.pdf"
3855;"Low";"Annual Review";"7/12/2023";"Bathrooms";"Yes";"https://www.scchildcare.org/InspectionReports/15455/16154_av_07-12-23.pdf"
3855;"Medium";"Annual Review";"7/12/2023";"Indoor Space and Conditions - Environmental Hazards";"Pending";"https://www.scchildcare.org/InspectionReports/15455/16154_av_07-12-23.pdf"
3855;"High";"Annual Review";"7/12/2023";"Outdoor Space";"Pending";"https://www.scchildcare.org/InspectionReports/15455/16154_av_07-12-23.pdf"
3855;"High";"Annual Review";"7/12/2023";"Rest Equipment";"On Site";"https://www.scchildcare.org/InspectionReports/15455/16154_av_07-12-23.pdf"
3855;"High";"Complaint";"4/24/2023";"Discipline and Behavior Management";"On Site";"https://www.scchildcare.org/InspectionReports/14720/16154_cv_04-24-23.pdf"
3855;"Medium";"Annual Review";"11/14/2022";"Sanitation";"Yes";"https://www.scchildcare.org/InspectionReports/12250/16154_av_11-14-22.pdf"
3855;"High";"Annual Review";"11/14/2022";"Outdoor Space";"Yes";"https://www.scchildcare.org/InspectionReports/12250/16154_av_11-14-22.pdf"
3855;"High";"Annual Review";"11/14/2022";"Feeding, Eating, and Drinking";"On Site";"https://www.scchildcare.org/InspectionReports/12250/16154_av_11-14-22.pdf"
3855;"High";"Complaint";"7/18/2022";"Confidentiality";"On Site";"https://www.scchildcare.org/InspectionReports/9746/16154_cv_07182022.pdf"
3855;"High";"Renewal Application";"2/3/2022";"Parent Access and Communication";"Yes";"https://www.scchildcare.org/InspectionReports/8842/16154_vren_02032022.pdf"
3855;"High";"Renewal Application";"2/3/2022";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/8842/16154_vren_02032022.pdf"
3855;"High";"Renewal Application";"2/3/2022";"Staff Requirements";"Yes";"https://www.scchildcare.org/InspectionReports/8842/16154_vren_02032022.pdf"
3855;"High";"Renewal Application";"2/3/2022";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/8842/16154_vren_02032022.pdf"
3855;"Medium";"Renewal Application";"2/3/2022";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/8842/16154_vren_02032022.pdf"
3855;"Medium";"Renewal Application";"2/3/2022";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/8842/16154_vren_02032022.pdf"
3855;"High";"Complaint";"11/22/2021";"Reporting of Incidents";"Yes";"https://www.scchildcare.org/InspectionReports/7230/16154_com_11222021.pdf"
3855;"High";"Complaint";"11/22/2021";"Direct Supervision";"On Site";"https://www.scchildcare.org/InspectionReports/7230/16154_com_11222021.pdf"
3855;"High";"Annual Review";"6/2/2021";"Center Definitions";"On Site";"https://www.scchildcare.org/InspectionReports/6649/16154_sv_06022021.pdf"
3855;"High";"Annual Review";"6/2/2021";"Staff Requirements";"On Site";"https://www.scchildcare.org/InspectionReports/6649/16154_sv_06022021.pdf"
3855;"High";"Annual Review";"6/2/2021";"Ratios";"On Site";"https://www.scchildcare.org/InspectionReports/6649/16154_sv_06022021.pdf"
3855;"High";"Annual Review";"6/2/2021";"Ratios";"On Site";"https://www.scchildcare.org/InspectionReports/6649/16154_sv_06022021.pdf"
3855;"Medium";"Annual Review";"6/2/2021";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/6649/16154_sv_06022021.pdf"
3855;"High";"Annual Review";"6/2/2021";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/6649/16154_sv_06022021.pdf"
3855;"Low";"Annual Review";"6/2/2021";"Bathrooms";"On Site";"https://www.scchildcare.org/InspectionReports/6649/16154_sv_06022021.pdf"
3855;"Medium";"Annual Review";"6/2/2021";"Outdoor Space";"Yes";"https://www.scchildcare.org/InspectionReports/6649/16154_sv_06022021.pdf"
3855;"Medium";"Annual Review";"6/2/2021";"Furniture, Toys, and Recreational Equipment";"Yes";"https://www.scchildcare.org/InspectionReports/6649/16154_sv_06022021.pdf"
3855;"Low";"Annual Review";"6/2/2021";"Meal Requirements";"On Site";"https://www.scchildcare.org/InspectionReports/6649/16154_sv_06022021.pdf"
17872;"High";"Complaint";"3/13/2023";"Reporting of Incidents";"Pending";"https://www.scchildcare.org/InspectionReports/13120/l18302_complaint_03132023.pdf"
2562;"High";"Complaint";"7/19/2023";"Discipline and Behavior Management";"On Site";
2562;"High";"Annual Review";"6/14/2023";"Staff Health";"Yes";"https://www.scchildcare.org/InspectionReports/14463/15935-sv-june-14-2023.pdf"
2562;"High";"Annual Review";"6/14/2023";"Indoor Space and Conditions - Environmental Hazards";"On Site";"https://www.scchildcare.org/InspectionReports/14463/15935-sv-june-14-2023.pdf"
2562;"High";"Annual Review";"6/14/2023";"Environmental Hazards";"On Site";"https://www.scchildcare.org/InspectionReports/14463/15935-sv-june-14-2023.pdf"
2562;"High";"Complaint";"8/8/2022";"Reporting of Incidents";"Yes";
2562;"High";"Complaint";"3/17/2022";"Indoor Space and Conditions - Environmental Hazards";"Yes";"https://www.scchildcare.org/InspectionReports/8119/15935-complaint-march-17-2022.pdf"
2562;"High";"Annual Review Follow Up";"10/20/2021";"Rest Equipment";"On Site";"https://www.scchildcare.org/InspectionReports/6696/15935-follow-up-october-20-2021.pdf"
2562;"Medium";"Annual Review";"9/24/2021";"Indoor Space and Conditions - Environmental Hazards";"Yes";
2562;"High";"Annual Review";"9/22/2021";"Staff Records";"On Site";
2562;"Medium";"Annual Review";"9/22/2021";"Staff Records";"On Site";
2562;"High";"Annual Review";"9/22/2021";"Staff Requirements";"Yes";
2562;"High";"Annual Review";"9/22/2021";"Direct Supervision";"On Site";
2562;"High";"Annual Review";"9/22/2021";"Ratios";"On Site";
2562;"High";"Annual Review";"9/22/2021";"Ratios";"On Site";
2562;"High";"Annual Review";"9/22/2021";"Rest Equipment";"On Site";
2562;"Medium";"Complaint";"9/16/2020";"Diapering";"Yes";
2562;"High";"Complaint";"9/16/2020";"Rest Equipment";"Yes";
