"ID";"Inspection Type";"Date";"Inspection URL"
"CC045446";"ABC";"9/22/2022";"https://www.scchildcare.org/ABCInspectionReports/271/compassion-church-3.pdf"
"CC045446";"ABC";"7/14/2021";"https://www.scchildcare.org/ABCInspectionReports/111/christian-assembly-dba-compassion-health-and-safety-inspection_.pdf"
20377;"Complaint";"5/24/2023";"https://www.scchildcare.org/InspectionReports/14324/21218-complaint-may-24-2023.pdf"
20377;"Annual Review";"7/13/2022";"https://www.scchildcare.org/InspectionReports/9642/21218-sv-july-13-2022.pdf"
20377;"Annual Review";"10/18/2021";"https://www.scchildcare.org/InspectionReports/5990/21218-sv-october-18-2021.pdf"
2007;"Renewal Application";"2/22/2023";"https://www.scchildcare.org/InspectionReports/13814/l13901_renewal_02222023.pdf"
2007;"Annual Review";"6/9/2022";"https://www.scchildcare.org/InspectionReports/10090/l13901_annual_06092022.pdf"
40789;"Renewal Application";"4/19/2023";"https://www.scchildcare.org/InspectionReports/14206/cc040789_ren_04-19-23.pdf"
40789;"Annual Review";"2/27/2023";"https://www.scchildcare.org/InspectionReports/14585/p24601_av_02-27-23.pdf"
40789;"Annual Review";"2/27/2023";"https://www.scchildcare.org/InspectionReports/14586/p24601_av_02-27-23.pdf"
40789;"Annual Review";"7/27/2022";"https://www.scchildcare.org/InspectionReports/10116/24601_sv_7-27-22.pdf"
40789;"Annual Review";"10/15/2021";"https://www.scchildcare.org/InspectionReports/6261/24601_sv_10152021.pdf"
40789;"Initial Application";"7/21/2021";"https://www.scchildcare.org/InspectionReports/6514/24601_ren_07212021.pdf"
6427;"Annual Review";"11/17/2022";"https://www.scchildcare.org/InspectionReports/11729/l17059_annual_11172022.pdf"
6427;"Complaint";"11/23/2021";"https://www.scchildcare.org/InspectionReports/9318/l17059_complaint_11232021.pdf"
37101;"Renewal Application";"5/19/2023";"https://www.scchildcare.org/InspectionReports/14890/24129_ren_05-19-23.pdf"
37101;"Annual Review";"12/21/2022";"https://www.scchildcare.org/InspectionReports/12304/24129_fu_12-21-22.pdf"
37101;"Annual Review";"10/17/2022";"https://www.scchildcare.org/InspectionReports/12015/24129_sv_10-17-22.pdf"
37101;"Annual Review";"7/12/2022";"https://www.scchildcare.org/InspectionReports/9689/24129_fu_07122022.pdf"
37101;"Complaint";"1/12/2022";"https://www.scchildcare.org/InspectionReports/7508/24129_com_01122022.pdf"
37101;"Annual Review";"11/12/2021";"https://www.scchildcare.org/InspectionReports/7257/24129_sv_11122021.pdf"
37101;"Initial Application";"6/17/2021";"https://www.scchildcare.org/InspectionReports/7319/24129_ren_06172021.pdf"
32790;"Annual Review";"8/16/2022";"https://www.scchildcare.org/InspectionReports/10521/23269_fu_08-16-22.pdf"
32790;"Initial Application";"8/3/2022";"https://www.scchildcare.org/InspectionReports/10505/23269_ren_08-03-22.pdf"
32790;"Annual Review";"6/2/2021";"https://www.scchildcare.org/InspectionReports/12421/p23269_av_06-02-21.pdf"
42816;"Renewal Application";"5/30/2023";"https://www.scchildcare.org/InspectionReports/14744/24955_ren_05-30-23.pdf"
42816;"Review";"2/14/2023";"https://www.scchildcare.org/InspectionReports/13419/24955_av_02-14-23.pdf"
42816;"Annual Review";"10/28/2022";"https://www.scchildcare.org/InspectionReports/11576/24955_fu_10-28-22.pdf"
42816;"Complaint";"8/16/2022";"https://www.scchildcare.org/InspectionReports/9986/24955_cv_08162022.pdf"
42816;"Complaint";"6/8/2022";"https://www.scchildcare.org/InspectionReports/9380/24955_cv_06082022.pdf"
42816;"Annual Review";"5/31/2022";"https://www.scchildcare.org/InspectionReports/9156/24955_sv_05312022.pdf"
42816;"Annual Review";"12/7/2021";"https://www.scchildcare.org/InspectionReports/7265/24955_sv_12072021.pdf"
42816;"Complaint";"11/10/2021";"https://www.scchildcare.org/InspectionReports/7264/24955_com_11102021.pdf"
42816;"Complaint";"7/14/2021";"https://www.scchildcare.org/InspectionReports/6192/24955_com_07142021.pdf"
42816;"Initial Application";"5/26/2021";"https://www.scchildcare.org/InspectionReports/5252/24955l_vren_05262021.pdf"
42816;"Annual Review";"12/4/2020";"https://www.scchildcare.org/InspectionReports/5033/24955_fu_12042020.pdf"
45298;"Renewal Application";"2/9/2023";"https://www.scchildcare.org/InspectionReports/14597/p25478_ren_02-09-23.pdf"
45298;"Annual Review";"7/19/2022";"https://www.scchildcare.org/InspectionReports/12712/p25478_av_07-19-22.pdf"
30729;"Renewal Application";"5/4/2023";"https://www.scchildcare.org/InspectionReports/14252/23199_ren_05-04-23.pdf"
30729;"Annual Review";"1/30/2023";"https://www.scchildcare.org/InspectionReports/11524/23199_av_01-30-23.pdf"
30729;"Initial Application";"6/8/2022";"https://www.scchildcare.org/InspectionReports/9500/23199_ren_06082022.pdf"
30729;"Annual Review";"4/14/2022";"https://www.scchildcare.org/InspectionReports/8797/23199_sv_04142022.pdf"
30729;"Annual Review";"10/26/2021";"https://www.scchildcare.org/InspectionReports/7023/23199_sv_10262021.pdf"
30729;"Initial Application";"8/10/2021";"https://www.scchildcare.org/InspectionReports/7514/23199_ren_08102021.pdf"
46251;"Annual Review";"6/29/2022";"https://www.scchildcare.org/InspectionReports/9630/25410-sv-june-29-2022.pdf"
44497;"Complaint";"7/28/2023";"https://www.scchildcare.org/InspectionReports/15445/25040_cv_07-28-23.pdf"
44497;"Annual Review";"5/24/2023";"https://www.scchildcare.org/InspectionReports/14746/25040_av_05-24-23.pdf"
44497;"Review";"3/8/2023";"https://www.scchildcare.org/InspectionReports/13171/25040_fu_injury_03-08-23.pdf"
44497;"Review";"2/22/2023";"https://www.scchildcare.org/InspectionReports/13054/25040_fu_02-22-23.pdf"
44497;"Complaint";"2/1/2023";"https://www.scchildcare.org/InspectionReports/13189/25040_cv_02-01-23.pdf"
44497;"Complaint";"12/2/2022";"https://www.scchildcare.org/InspectionReports/11489/25040_cv_12-02-22.pdf"
44497;"Annual Review";"11/8/2022";"https://www.scchildcare.org/InspectionReports/12231/25040_av_11-08-22.pdf"
44497;"Complaint";"10/7/2022";"https://www.scchildcare.org/InspectionReports/11973/25040_cv_10-7-22.pdf"
44497;"Complaint";"4/25/2022";"https://www.scchildcare.org/InspectionReports/8803/25040_cv_04252022.pdf"
44497;"Initial Application";"1/5/2022";"https://www.scchildcare.org/InspectionReports/7626/25040_ren_01052022.pdf"
44497;"Annual Review";"8/25/2021";"https://www.scchildcare.org/InspectionReports/7335/25040_sv_08252021.pdf"
44497;"Complaint";"6/17/2021";"https://www.scchildcare.org/InspectionReports/6610/25040l_com_06172021.pdf"
29216;"Annual Review";"6/27/2023";"https://www.scchildcare.org/InspectionReports/15201/22821_av_06-27-23.pdf"
29216;"Annual Review";"12/20/2022";"https://www.scchildcare.org/InspectionReports/12296/22821_fu_12-20-22.pdf"
29216;"Annual Review";"6/27/2022";"https://www.scchildcare.org/InspectionReports/9532/22821_sv_06272022.pdf"
29216;"Complaint";"4/22/2022";"https://www.scchildcare.org/InspectionReports/8794/22821_cv_04222022.pdf"
29216;"Complaint";"12/10/2021";"https://www.scchildcare.org/InspectionReports/7299/22821_com_12102021.pdf"
29216;"Annual Review";"10/6/2021";"https://www.scchildcare.org/InspectionReports/7004/22821_sv_10062021.pdf"
29216;"Complaint";"7/21/2021";"https://www.scchildcare.org/InspectionReports/6997/22821l_com_07212021.pdf"
29216;"Initial Application";"3/3/2021";"https://www.scchildcare.org/InspectionReports/4961/22821l_vren_03032021.pdf"
29216;"Complaint";"2/25/2021";"https://www.scchildcare.org/InspectionReports/4960/22821l_com_02252021.pdf"
29216;"Complaint";"11/13/2020";"https://www.scchildcare.org/InspectionReports/4416/22821_comp_11132020.pdf"
35636;"Annual Review";"6/7/2023";"https://www.scchildcare.org/InspectionReports/14514/p24649_av_06-07-23.pdf"
35636;"Complaint";"3/1/2023";"https://www.scchildcare.org/InspectionReports/13243/p24649_cv_03-01-23.pdf"
35636;"Annual Review";"8/25/2022";"https://www.scchildcare.org/InspectionReports/10330/24649_sv_08-25-22.pdf"
35636;"Initial Application";"12/15/2021";"https://www.scchildcare.org/InspectionReports/8546/24649_ren_12-15-21.pdf"
35636;"Complaint";"10/28/2021";"https://www.scchildcare.org/InspectionReports/7075/24649_comp_10282021.pdf"
35636;"Annual Review";"10/13/2021";"https://www.scchildcare.org/InspectionReports/6037/24649_sv_10132021.pdf"
35324;"Annual Review";"7/12/2023";"https://www.scchildcare.org/InspectionReports/15090/23712_av_07-12-23.pdf"
35324;"Complaint";"4/21/2023";"https://www.scchildcare.org/InspectionReports/14730/23712_cv_04-21-23.pdf"
35324;"Annual Review";"8/24/2022";"https://www.scchildcare.org/InspectionReports/10259/23712_sv_08242022.pdf"
35324;"Annual Review";"6/3/2022";"https://www.scchildcare.org/InspectionReports/9188/23712_fu_06032022.pdf"
35324;"Complaint";"4/1/2022";"https://www.scchildcare.org/InspectionReports/8237/23712_cv_04012022.pdf"
35324;"Complaint";"3/2/2022";"https://www.scchildcare.org/InspectionReports/7686/23712_com_03022022.pdf"
35324;"Initial Application";"2/9/2022";"https://www.scchildcare.org/InspectionReports/7285/23712_ren_02092022.pdf"
35324;"Annual Review";"11/23/2021";"https://www.scchildcare.org/InspectionReports/7255/23712_sv_11232021.pdf"
35324;"Complaint";"4/5/2021";"https://www.scchildcare.org/InspectionReports/4972/23712_com_04052021.pdf"
35324;"Complaint";"3/23/2021";"https://www.scchildcare.org/InspectionReports/4973/23712_com_03232021.pdf"
24349;"Complaint";"4/5/2023";"https://www.scchildcare.org/InspectionReports/13648/22258_cv_04-05-23.pdf"
24349;"Review";"3/22/2023";"https://www.scchildcare.org/InspectionReports/13201/22258_av_03-22-23.pdf"
24349;"Complaint";"12/7/2022";"https://www.scchildcare.org/InspectionReports/11445/22258_cv_12-07-22.pdf"
24349;"Annual Review";"7/27/2022";"https://www.scchildcare.org/InspectionReports/9885/22258_sv_07272022.pdf"
24349;"Complaint";"10/27/2021";"https://www.scchildcare.org/InspectionReports/7024/22258_com_10272021.pdf"
24349;"Initial Application";"9/14/2021";"https://www.scchildcare.org/InspectionReports/6128/22258_vren_09142021.pdf"
24349;"Complaint";"1/4/2021";"https://www.scchildcare.org/InspectionReports/4951/22258_comp_01042021.pdf"
18541;"Annual Review";"6/21/2023";"https://www.scchildcare.org/InspectionReports/15108/18661_av_06-21-23.pdf"
18541;"Annual Review";"2/15/2023";"https://www.scchildcare.org/InspectionReports/12329/18661_fu_02-15-23.pdf"
18541;"Complaint";"2/3/2023";"https://www.scchildcare.org/InspectionReports/12305/18661_cv_02-03-23.pdf"
18541;"Annual Review";"6/22/2022";"https://www.scchildcare.org/InspectionReports/9404/18661_sv_06222022.pdf"
18541;"Annual Review";"10/6/2021";"https://www.scchildcare.org/InspectionReports/7002/18661_sv_10062021.pdf"
18541;"Complaint";"5/5/2021";"https://www.scchildcare.org/InspectionReports/6631/18661_com_05052021.pdf"
18541;"Complaint";"4/5/2021";"https://www.scchildcare.org/InspectionReports/5111/18661l_com_04052021.pdf"
18541;"Initial Application";"2/9/2021";"https://www.scchildcare.org/InspectionReports/4627/18661_vren_02092021.pdf"
40570;"Renewal Application";"6/21/2023";"https://www.scchildcare.org/InspectionReports/14966/l24540_virtual-renewal_06212023.pdf"
40570;"Annual Review";"12/29/2022";"https://www.scchildcare.org/InspectionReports/11753/l24540_annual_12292022.pdf"
40570;"Annual Review";"6/16/2021";"https://www.scchildcare.org/InspectionReports/5663/l24540_virtual-renewal_06162021.pdf"
45677;"Annual Review";"4/26/2023";"https://www.scchildcare.org/InspectionReports/13739/25179_av_04-26-23.pdf"
45677;"Initial Application";"12/14/2022";"https://www.scchildcare.org/InspectionReports/12227/25179_ren_12-14-22.pdf"
45677;"Annual Review";"4/7/2022";"https://www.scchildcare.org/InspectionReports/10847/25179_sv_04072022.pdf"
45677;"Initial Application";"1/20/2022";"https://www.scchildcare.org/InspectionReports/7627/25179_ren_01202022.pdf"
45677;"Annual Review";"7/22/2021";"https://www.scchildcare.org/InspectionReports/6551/25179r_sv_07222021.pdf"
3846;"Renewal Application";"4/5/2023";"https://www.scchildcare.org/InspectionReports/14199/r8107_renewal_04052023.pdf"
3846;"Annual Review";"9/16/2020";"https://www.scchildcare.org/InspectionReports/4331/r8107_renewal_09162020.pdf"
6656;"Review";"3/16/2023";"https://www.scchildcare.org/InspectionReports/13221/17135-sv-february-16-2023.pdf"
6656;"Annual Review";"9/27/2022";"https://www.scchildcare.org/InspectionReports/11105/17135-sv-september-27-2022.pdf"
6656;"Annual Review";"8/13/2021";"https://www.scchildcare.org/InspectionReports/5924/17135-sv-august-13-2021.pdf"
6656;"Initial Application";"2/9/2021";"https://www.scchildcare.org/InspectionReports/5467/17135-renewal-february-9-2021.pdf"
"CC044040";"ABC";"6/27/2023";"https://www.scchildcare.org/ABCInspectionReports/361/health-and-safety-inspection-checklist-potential-afterschool-final.pdf"
"CC044040";"ABC";"2/9/2023";"https://www.scchildcare.org/ABCInspectionReports/317/heath-and-safety-checklist-signed-potential-afterschool.pdf"
"CC044040";"ABC";"4/28/2022";"https://www.scchildcare.org/ABCInspectionReports/287/2021-2022-04-28-exempt-healthsafety-inspection-danny-tollison-signed-003.pdf"
"CC044040";"ABC";"3/24/2022";"https://www.scchildcare.org/ABCInspectionReports/193/danny-tollison-potential-afterschool-updated-002.pdf"
"CC044040";"ABC";"11/30/2020";"https://www.scchildcare.org/ABCInspectionReports/73/potential-health-and-safety-inspection-follow-up-signed.pdf"
"CC044040";"ABC";"11/19/2020";"https://www.scchildcare.org/ABCInspectionReports/32/danny-tollison-health-and-safety-inspection-checklist.pdf"
42721;"Renewal Application";"6/13/2023";"https://www.scchildcare.org/InspectionReports/14491/e25284_renewal_06132023.pdf"
42721;"Annual Review";"5/4/2022";"https://www.scchildcare.org/InspectionReports/8770/r25284_renewal_05042022.pdf"
42721;"Annual Review";"4/27/2022";"https://www.scchildcare.org/InspectionReports/8769/r25284_annual_04272022.pdf"
"CC044164";"ABC";"9/8/2023";"https://www.scchildcare.org/ABCInspectionReports/385/darlington-ymca-11.pdf"
"CC044164";"ABC";"4/26/2023";"https://www.scchildcare.org/ABCInspectionReports/319/darlington-family-ymca-hs-inspection-002.pdf"
"CC044164";"ABC";"9/21/2022";"https://www.scchildcare.org/ABCInspectionReports/242/darlington-family-ymca-9.pdf"
"CC044164";"ABC";"2/1/2021";"https://www.scchildcare.org/ABCInspectionReports/69/darlington-family-ymca.pdf"
46345;"Annual Review";"5/2/2023";"https://www.scchildcare.org/InspectionReports/14234/p25465_av_05-02-23.pdf"
46345;"Annual Review";"9/13/2022";"https://www.scchildcare.org/InspectionReports/10517/25465_fu_09-13-22.pdf"
46851;"Annual Review";"3/21/2023";"https://www.scchildcare.org/InspectionReports/13829/p25631_av_03-21-23.pdf"
46445;"Annual Review";"10/18/2022";"https://www.scchildcare.org/InspectionReports/11997/25454_sv_10-18-22.pdf"
37227;"Renewal Application";"6/29/2023";"https://www.scchildcare.org/InspectionReports/15328/p24108_ren_6-29-23.pdf"
37227;"Annual Review";"3/9/2023";"https://www.scchildcare.org/InspectionReports/13577/p24108_av_03-09-23.pdf"
37227;"Annual Review";"10/12/2022";"https://www.scchildcare.org/InspectionReports/12687/24108_sv_10-12-22.pdf"
37227;"Initial Application";"5/25/2022";"https://www.scchildcare.org/InspectionReports/9205/24108_ren_05-25-22.pdf"
37227;"Annual Review";"10/28/2021";"https://www.scchildcare.org/InspectionReports/6664/24108_sv_10282021.pdf"
37227;"Initial Application";"8/3/2021";"https://www.scchildcare.org/InspectionReports/6310/24108_ren_08032021.pdf"
46696;"Annual Review";"5/18/2023";"https://www.scchildcare.org/InspectionReports/14952/p25583_av_05-18-23.pdf"
32405;"Initial Application";"8/23/2022";"https://www.scchildcare.org/InspectionReports/10506/23293_ren_08-23-22.pdf"
32405;"Annual Review";"5/17/2022";"https://www.scchildcare.org/InspectionReports/9108/23293_sv_05-17-22.pdf"
32405;"Initial Application";"10/7/2021";"https://www.scchildcare.org/InspectionReports/7043/23293_ren_10072021.pdf"
33511;"Review";"1/18/2023";"https://www.scchildcare.org/InspectionReports/13091/p24319_av_01-18-23.pdf"
33511;"Annual Review";"9/28/2022";"https://www.scchildcare.org/InspectionReports/12706/p24319_av_09-28-22.pdf"
33511;"Complaint";"8/10/2022";"https://www.scchildcare.org/InspectionReports/10340/24319_com_08-10-22.pdf"
33511;"Complaint";"4/26/2022";"https://www.scchildcare.org/InspectionReports/8872/24319_comp_4-26-22.pdf"
33511;"Complaint";"12/20/2021";"https://www.scchildcare.org/InspectionReports/8666/24319_comp_12-20-21.pdf"
33511;"Complaint";"8/17/2021";"https://www.scchildcare.org/InspectionReports/6443/24319_comp_08172021.pdf"
33511;"Annual Review";"5/21/2021";"https://www.scchildcare.org/InspectionReports/5085/24319_sv_05212021.pdf"
1489;"Renewal Application";"3/21/2023";"https://www.scchildcare.org/InspectionReports/13540/p6937_ren_03-21-23.pdf"
1489;"Initial Application";"3/28/2022";"https://www.scchildcare.org/InspectionReports/8569/6937_ren_3-28-22.pdf"
1489;"Annual Review";"7/21/2021";"https://www.scchildcare.org/InspectionReports/5508/6937_sv_07212021.pdf"
1489;"Initial Application";"4/22/2021";"https://www.scchildcare.org/InspectionReports/4797/6937_ren_04222021.pdf"
46146;"Annual Review";"8/23/2023";"https://www.scchildcare.org/InspectionReports/15449/25328_av_08-23-23.pdf"
46146;"Renewal Application";"5/1/2023";"https://www.scchildcare.org/InspectionReports/14023/25328_ren_05-01-23.pdf"
46146;"Initial Application";"5/11/2022";"https://www.scchildcare.org/InspectionReports/9183/25328_ren_05112022.pdf"
46146;"Annual Review";"4/27/2022";"https://www.scchildcare.org/InspectionReports/8807/25328_sv_04272022.pdf"
46146;"Annual Review";"10/26/2021";"https://www.scchildcare.org/InspectionReports/7440/25328_sv_10262021.pdf"
"CC044243";"ABC";"10/11/2022";"https://www.scchildcare.org/ABCInspectionReports/270/discovery-art-exempt-health-and-safety-inspection-version-4-11-3-2021.pdf"
"CC044243";"ABC";"10/8/2020";"https://www.scchildcare.org/ABCInspectionReports/17/claralesesne,discoveryartworld.pdf"
33470;"Review";"3/13/2023";"https://www.scchildcare.org/InspectionReports/13161/23664_av_03-13-23.pdf"
33470;"Annual Review";"9/21/2022";"https://www.scchildcare.org/InspectionReports/10881/23664_sv_09212022.pdf"
33470;"Initial Application";"3/15/2022";"https://www.scchildcare.org/InspectionReports/8088/23664_vren_03152022.pdf"
33470;"Annual Review";"8/17/2021";"https://www.scchildcare.org/InspectionReports/7482/23664_sv_08172021.pdf"
33470;"Complaint";"5/27/2021";"https://www.scchildcare.org/InspectionReports/6647/23664_com_05272021.pdf"
33470;"Annual Review";"1/14/2021";"https://www.scchildcare.org/InspectionReports/4969/23664l_fu_01142021.pdf"
33470;"Complaint";"11/9/2020";"https://www.scchildcare.org/InspectionReports/4501/23664_com_11092020.pdf"
46446;"Annual Review";"7/18/2023";"https://www.scchildcare.org/InspectionReports/15450/25468_av_07-18-23.pdf"
46446;"Renewal Application";"2/16/2023";"https://www.scchildcare.org/InspectionReports/14037/25468_ren_02-16-23.pdf"
46446;"Annual Review";"12/6/2022";"https://www.scchildcare.org/InspectionReports/12224/25468_av_12-06-22.pdf"
9033;"Annual Review";"4/26/2023";"https://www.scchildcare.org/InspectionReports/13734/9863_av_04-26-23.pdf"
9033;"Annual Review";"10/18/2022";"https://www.scchildcare.org/InspectionReports/12017/9863_sv_10-18-22.pdf"
9033;"Annual Review";"9/6/2022";"https://www.scchildcare.org/InspectionReports/10606/9863_sv_09_06_2022.pdf"
9033;"Annual Review";"7/26/2021";"https://www.scchildcare.org/InspectionReports/7480/9863_sv_07262021.pdf"
9033;"Initial Application";"2/9/2021";"https://www.scchildcare.org/InspectionReports/4758/9863r_vren_02092021.pdf"
35171;"Annual Review";"8/10/2022";"https://www.scchildcare.org/InspectionReports/10053/l24042_annual_08102022.pdf"
35171;"Annual Review";"4/16/2021";"https://www.scchildcare.org/InspectionReports/6928/l24042_renewal_04162021.pdf"
35171;"Complaint";"3/31/2021";"https://www.scchildcare.org/InspectionReports/5655/l24042_complaint_03312021.pdf"
5664;"Annual Review";"1/26/2023";"https://www.scchildcare.org/InspectionReports/11519/733_av_01-26-23.pdf"
5664;"Annual Review";"9/14/2022";"https://www.scchildcare.org/InspectionReports/10872/733_sv_09142022.pdf"
5664;"Initial Application";"2/1/2022";"https://www.scchildcare.org/InspectionReports/7287/733_ren_02012022.pdf"
5664;"Annual Review";"9/14/2021";"https://www.scchildcare.org/InspectionReports/7548/733_sv_09142021.pdf"
46141;"Annual Review";"10/10/2022";"https://www.scchildcare.org/InspectionReports/12619/p25361_av_10-10-22.pdf"
29948;"Renewal Application";"8/24/2023";"https://www.scchildcare.org/InspectionReports/15438/22950_ren_08-24-23.pdf"
29948;"Review";"3/30/2023";"https://www.scchildcare.org/InspectionReports/13359/22950_av_03-30-23.pdf"
29948;"Initial Application";"9/22/2022";"https://www.scchildcare.org/InspectionReports/10890/22950_ren_09222022.pdf"
29948;"Annual Review";"6/16/2022";"https://www.scchildcare.org/InspectionReports/9674/22950_sv_06162022.pdf"
29948;"Initial Application";"9/29/2021";"https://www.scchildcare.org/InspectionReports/7521/22950_ren_09292021.pdf"
29948;"Annual Review";"8/11/2021";"https://www.scchildcare.org/InspectionReports/7324/22950_sv_08112021.pdf"
29948;"Initial Application";"10/30/2020";"https://www.scchildcare.org/InspectionReports/4492/22950r_vren_10302020.pdf"
46235;"Review";"3/22/2023";"https://www.scchildcare.org/InspectionReports/13362/25395_av_03-22-23.pdf"
46235;"Initial Application";"10/26/2022";"https://www.scchildcare.org/InspectionReports/12157/25395_rv_10-26-22.pdf"
46235;"Annual Review";"9/7/2022";"https://www.scchildcare.org/InspectionReports/10140/25395_sv_09072022.pdf"
34292;"Annual Review";"12/9/2022";"https://www.scchildcare.org/InspectionReports/12301/23742_av_12-09-22.pdf"
34292;"Annual Review";"7/22/2022";"https://www.scchildcare.org/InspectionReports/9901/23742_fu_07222022.pdf"
34292;"Initial Application";"4/27/2022";"https://www.scchildcare.org/InspectionReports/9902/23742_ren_04272022.pdf"
34292;"Annual Review";"4/5/2021";"https://www.scchildcare.org/InspectionReports/7256/23742l_fu_04052021.pdf"
34292;"Initial Application";"11/13/2020";"https://www.scchildcare.org/InspectionReports/4975/23742l_vren_11132020.pdf"
4339;"Annual Review";"5/31/2022";"https://www.scchildcare.org/InspectionReports/9827/l16982_renewal_05312022.pdf"
4339;"Annual Review";"3/10/2022";"https://www.scchildcare.org/InspectionReports/9317/l16982_annual_03102022.pdf"
4339;"Annual Review";"5/19/2021";"https://www.scchildcare.org/InspectionReports/6273/l16982_annual_05192021.pdf"
46219;"Annual Review";"6/15/2023";"https://www.scchildcare.org/InspectionReports/15553/p25400_av_06-15-23.pdf"
46219;"Initial Application";"10/5/2022";"https://www.scchildcare.org/InspectionReports/12682/25400_ren_10-05-22.pdf"
46407;"Annual Review";"10/11/2022";"https://www.scchildcare.org/InspectionReports/11176/25435-sv-october-11-2022.pdf"
45759;"Initial Application";"1/19/2023";"https://www.scchildcare.org/InspectionReports/11482/25520_fe_01-19-23.pdf"
46239;"Annual Review";"12/9/2022";"https://www.scchildcare.org/InspectionReports/12406/l25462_annual_12092022.pdf"
46239;"Initial Application";"8/9/2022";"https://www.scchildcare.org/InspectionReports/12407/l25462_follow-up_08092022.pdf"
44278;"Annual Review";"5/11/2023";"https://www.scchildcare.org/InspectionReports/13922/24980-sv-may-11-2023.pdf"
44278;"Annual Review";"3/15/2022";"https://www.scchildcare.org/InspectionReports/8131/24980-sv-march-15-2022.pdf"
44278;"Annual Review";"5/11/2021";"https://www.scchildcare.org/InspectionReports/5375/24980-sv-may-11-2021.pdf"
23456;"Annual Review";"4/28/2023";"https://www.scchildcare.org/InspectionReports/13786/21979-sv-april-28-2023.pdf"
23456;"Application";"1/19/2023";"https://www.scchildcare.org/InspectionReports/13014/21979-renewal-january-19-2023.pdf"
23456;"Annual Review";"3/2/2022";"https://www.scchildcare.org/InspectionReports/7919/21979-sv-march-2-2022.pdf"
23456;"Annual Review";"7/30/2021";"https://www.scchildcare.org/InspectionReports/5573/21979-sv-july-30-2021.pdf"
23456;"Complaint";"6/2/2021";"https://www.scchildcare.org/InspectionReports/5483/21979-complaint-june-2-2021.pdf"
23456;"Initial Application";"1/20/2021";"https://www.scchildcare.org/InspectionReports/4598/21979-renewal-january-20-2021.pdf"
23456;"Complaint";"11/9/2020";"https://www.scchildcare.org/InspectionReports/4426/21979-complaint-november-9-2020.pdf"
35187;"Complaint";"5/22/2023";"https://www.scchildcare.org/InspectionReports/14472/l23724_complaint_05222023.pdf"
35187;"Annual Review";"7/27/2022";"https://www.scchildcare.org/InspectionReports/10086/l23724_annual_07272022.pdf"
35187;"Annual Review";"1/14/2022";"https://www.scchildcare.org/InspectionReports/8756/l23724_renewal_01142022.pdf"
35187;"Complaint";"7/28/2021";"https://www.scchildcare.org/InspectionReports/6912/l23724_complaint_07282021.pdf"
43411;"Annual Review";"6/15/2022";"https://www.scchildcare.org/InspectionReports/11022/24981-sv-june-15-2022.pdf"
43411;"Initial Application";"9/7/2021";"https://www.scchildcare.org/InspectionReports/5890/24981-renewal-september-7-2021.pdf"
43411;"Annual Review";"5/18/2021";"https://www.scchildcare.org/InspectionReports/5376/24981-sv-may-18-2021.pdf"
25202;"Application";"1/26/2023";"https://www.scchildcare.org/InspectionReports/13085/p22425_ren_01-26-23.pdf"
25202;"Initial Application";"3/22/2022";"https://www.scchildcare.org/InspectionReports/9865/22425_ren_3-22-22.pdf"
25202;"Annual Review";"9/23/2021";"https://www.scchildcare.org/InspectionReports/6041/22425_sv_09232021.pdf"
37494;"Annual Review";"8/11/2023";"https://www.scchildcare.org/InspectionReports/15185/24036_av_08-11-23.pdf"
37494;"Initial Application";"2/17/2023";"https://www.scchildcare.org/InspectionReports/12312/24036_ren_02-17-23.pdf"
37494;"Annual Review";"9/19/2022";"https://www.scchildcare.org/InspectionReports/10876/24036_sv_09192022.pdf"
37494;"Initial Application";"1/18/2022";"https://www.scchildcare.org/InspectionReports/7507/24036_ren_01182022.pdf"
37494;"Annual Review";"12/9/2021";"https://www.scchildcare.org/InspectionReports/7475/24036_sb_12092021.pdf"
37494;"Initial Application";"3/29/2021";"https://www.scchildcare.org/InspectionReports/4995/24036r_vren_03292021.pdf"
35304;"Application";"3/29/2023";"https://www.scchildcare.org/InspectionReports/13296/r23762_renewal_03292023.pdf"
35304;"Review";"2/9/2023";"https://www.scchildcare.org/InspectionReports/13071/r23762_annual_02092023.pdf"
35304;"Annual Review";"3/21/2022";"https://www.scchildcare.org/InspectionReports/8161/r23762_annual_03212021.pdf"
35304;"Annual Review";"3/8/2022";"https://www.scchildcare.org/InspectionReports/7886/r23762_renewal_03082022.pdf"
35304;"Annual Review";"6/29/2021";"https://www.scchildcare.org/InspectionReports/6172/r23762_annual_06292021.pdf"
200;"Annual Review";"2/28/2023";"https://www.scchildcare.org/InspectionReports/13426/l13053_annual_02282023.pdf"
200;"Annual Review";"2/28/2023";"https://www.scchildcare.org/InspectionReports/13757/l13053_annual_02282023.pdf"
200;"Annual Review";"10/14/2022";"https://www.scchildcare.org/InspectionReports/11606/l13053_annual_10142022.pdf"
200;"Initial Application";"5/27/2022";"https://www.scchildcare.org/InspectionReports/11067/l13053_renewal_05272022.pdf"
200;"Annual Review";"6/24/2021";"https://www.scchildcare.org/InspectionReports/6235/l13053_annual_06242021.pdf"
35218;"Annual Review";"3/30/2023";"https://www.scchildcare.org/InspectionReports/14006/25038_av_03-30-23.pdf"
35218;"Annual Review";"6/23/2022";"https://www.scchildcare.org/InspectionReports/9371/25038_sv_06232022.pdf"
