"Provider ID";"Type";"Regulation/Restriction";"Create Date";"Due Date";"Corrected Date";"Status"
4762;"Violation";"5.10.4.5.2: All interior and exterior walls, roofs, chimneys, floors, doors, ceilings, windows, skylights, stairways, ramps, and porches shall be maintained in good repair.";"12/17/2021";"01/19/2022";"12/18/2021";"Final"
4762;"Violation";"5.10.1.8: Childhood Lead Poisoning Prevention The licensee shall comply with the requirements of 18 V.S.A. Chapter 38 Vermont Lead Law and shall ensure that Essential Maintenance Practices (EMP) is performed. This includes but is not limited to protecting children from peeling or chipping paint, and dust build up from the friction of moving doors or windows.";"12/17/2021";"01/19/2022";"01/17/2022";"Final"
4762;"Violation";"5.10.4.5.5: Hard surfaces accessible to children shall be smooth, non-porous, and easy to clean. See the rules in section 5.2.6 of these regulations for a schedule for cleaning, disinfecting, and sanitizing of specific surfaces and items.";"12/17/2021";"01/19/2022";"01/17/2022";"Final"
4762;"Violation";"6.1.4.1.4: Furniture and equipment children use for play and daily routines shall be durable and appropriate for the size, abilities, and activities of the children.";"06/25/2021";"07/27/2021";"07/27/2021";"Final"
4762;"Violation";"6.2.7.2: Staff's expectations of children's behavior and responses to children's behavior shall be appropriate to each child's level of development and understanding. Guidance shall be designed to meet the individual needs of each child.";"11/12/2020";"02/18/2021";"02/24/2021";"Final"
4762;"Violation";"3.4.4.1: The program director shall maintain a complete and up-to-date enrollment file on-site for each child enrolled in the CBCCPP. A complete file shall contain, at minimum, the following information: * A completed child's admission form signed and dated by the parent that includes the first date the child attended the CBCCPP and the days and hours the child is regularly scheduled to attend the CBCCPP; * The child's name, current home address and current home telephone number; * The child's date of birth; * Name, address and all applicable current telephone numbers for parents; * Name, address and all applicable current telephone numbers for at least two (2) other people designated by the parents as emergency contacts; * Names for all persons authorized to pick the child up from the CBCCPP; * Record of an annual physical and health history as required in the rule 5.1.2 of these regulations that includes the name and telephone number of the child's primary health care and dental care providers (if the child has a dental care provider); * A description of any special medical, developmental, emotional or educational needs of the child including allergies, existing illnesses or injuries, previous serious illnesses or injuries and any prescribed medication including those for emergency situations; * Written authorization from the parent for the CBCCPP to be able to obtain emergency medical care and transportation; * Child's immunization record or Vermont Department of Health approved exemption document as required in the rules in section 5.1.3 of these regulations; * Written permission from parents for the CBCCPP to transport the child, if transportation is provided, as required in the rule 5.10.6.6.1 of the regulations; * Written permission from parents for the child to participate in swimming activities, if swimming activities are a part of the program, as required in the rule 5.10.5.1 of these regulations; * If applicable, a copy of court orders on custody and visitation arrangements as required in the rule 3.6.4 of these regulations; and * If applicable, any obvious injuries discovered and documented on daily health check as required in the rule 5.3.2 of these regulations.";"12/18/2019";"01/13/2020";"01/27/2020";"Final"
4762;"Violation";"3.4.6.1: The licensee shall maintain a record of the date of each evacuation drill as required in the rules in section 3.7.2 of these regulations that includes the number of children and staff evacuated, time taken to evacuate, and notation of the drill conducted while children were sleeping or resting. Evacuation records shall be kept for two (2) years.";"12/18/2019";"01/13/2020";"01/27/2020";"Final"
4762;"Violation";"5.2.1.4: When hand washing is not practical due to outside activities or being off-site, and hands are not visibly soiled, hand sanitizer may be used by staff, other adults, and children in lieu of washing with soap and warm water. Staff shall ensure that children using a hand sanitizer rub their hands until the sanitizer has dried. Only non-alcohol hand sanitizer shall be used for children under twenty-four (24) months of age.";"06/22/2017";"08/26/2017";;"Final"
4077;"Violation";"3.3.3: The FCCP shall establish a system for taking attendance, including documentation of the time when each child arrives and departs each day he/she attends the FCCH. The FCCP shall save all daily attendance records identifying the hours of children s attendance for at least twelve (12) months from the date that care is provided.";"12/14/2022";"12/29/2022";"01/05/2023";"Final"
4077;"Violation";"5.4.1.1: The FCCP shall ensure that each child, except school age children, has an individual crib, port-a-crib, cot, mat, or bed that is safe for the child's age and development, in good repair, and used by only one child each day. No child shall nap directly on the floor or on furniture not designed for sleeping. Cribs or port-a-cribs shall be used for children under the age of twelve (12) months. Children shall not nap in cribs or port-a-cribs if they are physically able to climb out unassisted.";"12/14/2022";"12/29/2022";"01/05/2023";"Final"
4077;"Violation";"3.3.6.1: The FCCP shall maintain a record of the date of each evacuation drill as required in the rules in section 3.6.2 of these regulations that includes the number of children, staff evacuated, time taken to evacuate, and notation of the drill conducted while children were sleeping or resting. Evacuation records shall be kept for two (2) years.";"01/24/2022";"02/09/2022";"02/09/2022";"Final"
4077;"Violation";"7.3.1: A Registered FCCP that operates a registered FCCH shall ensure and maintain documentation that he/she is at least eighteen (18) years of age, is a high school graduate or has completed a GED, and meets or exceeds one (1) of the following qualifications prior to licensure or within twelve (12) months of initial licensure: * At least a Vermont Early Childhood Career Ladder Level One (1) Certificate or higher; or * At least successful completion of the Fundamentals for Early Childhood Professionals' course; or * At least a current CDA (Child Development Association Credential) from the National Council for Professional Recognition); or * At least a Child Care Certificate from Community College of Vermont; or * At least successful completion of twelve (12) college credits in content consistent with the core knowledge areas identified by NLCDC.";"01/24/2022";"02/14/2022";;"Final"
4077;"Violation";"3.3.7.3: Within six (6) months of initial date of employment, the FCCP and all staff shall maintain an up-to-date BFIS Quality and Credential Account. Documentation, verification of qualifications, and all annual professional development activities as specified in the rules sections 7.3 and 7.4 of these regulations shall be submitted to NLCDC to be verified and maintained in BFIS.";"01/24/2022";"02/14/2022";"02/14/2022";"Final"
4077;"Violation";"7.4.1: The FCCP shall ensure that within six (6) months of starting work in the FCCH, the FCCP and/or staff have an Individual Professional Development Plan (IPDP). This shall be documented in the individual's BFIS Quality and Credential Account or in the staff file on site. IPDPs shall be updated at least once every 365 days.";"01/24/2022";"02/14/2022";"04/06/2022";"Final"
4077;"Violation";"5.10.1.2.5: There shall be at least one (1) easily accessible dry chemical fire extinguisher which has at least a 2-A: 10BC classification. This fire extinguisher shall be maintained in operating condition. It shall bear an official tag, properly signed, attesting to current operating condition.";"10/04/2019";"10/21/2019";"10/18/2019";"Final"
4077;"Violation";"5.10.3.3: Safe Use Zones For all play equipment that is thirty (30) inches or higher from the ground, including climbing equipment, slides, swings and other similar equipment, the FCCP shall ensure that the surface under and around the equipment, included recommended use zones, is of approved resilient material that protects children if they fall. * Materials in the use zone shall consist of wood chips, pea stone, mulch, engineered wood fibers, sand, safety-tested shredded or rubber like material or rubber mats designed for protective cushioning; * Materials used in the use zone shall follow the recommendations listed in the most recent publication of U.S. Consumer Product Safety Commission's Public Playground Safety Handbook regarding critical depth of tested materials determined by the height of the highest climbing surface of the equipment; * Materials used in the use zone shall be installed and maintained according to the manufacturer's instructions; * If the loose material such as sand, mulch, or shredded rubber is used in use zones, the FCCP shall ensure that the material is raked regularly and replenished to maintain depth and resilience; and * If the resilient material in use zones freezes, the FCCP shall ensure that the children will not play on the equipment until the resilient material has thawed and is once again resilient.";"10/04/2019";"10/21/2019";"10/09/2019";"Final"
203512;"Violation";"5.10.1.2.5: There shall be at least one (1) easily accessible dry chemical fire extinguisher which has at least a 2-A: 10BC classification. This fire extinguisher shall be maintained in operating condition. It shall bear an official tag, properly signed, attesting to current operating condition.";"06/05/2023";"06/21/2023";"06/15/2023";"Final"
203512;"Violation";"5.2.3.4: The FCCP shall ensure that there is a sturdy diaper changing area with a clean, washable and non-absorbent surface. The diapering changing area shall not be located in the kitchen or any area where food is stored, prepared or served.";"06/05/2023";"06/21/2023";"06/13/2023";"Final"
2386;"Violation";"7.1.3: The licensee, in consultation with the program director, shall establish written program policies and procedures and provide these to staff and to auxiliary staff left alone with children and/or counted in staff/child ratio as specified in the rule 6.2.1.8 of these regulations during an orientation training session approved by the Division prior to being left alone with children. Trainees under eighteen (18) years of age and other staff not left alone with children shall complete the orientation training within at least one (1) month of their first date of working with children. Complete written information and the orientation training session shall include: Basic knowledge of child growth and development; Routine and emergency health protection of children including health related exclusions; Safety and sanitation requirements including handling and storage of hazardous materials and disposal of bio contaminants; Positive behavior management; Supervision of children; Child accident and injury procedures including building and physical premises safety; Safe sleep practices; Administration of medication requirements; Emergency and evacuation requirements; Nutrition and food safety including prevention of and response to emergencies due to food and allergic reactions; Recordkeeping; Transportation and child passenger safety; Release of children; Respectful engagement of families; Preventing, recognizing, and reporting child abuse and neglect; including information about the signs and symptoms of sexual abuse, sexual violence, grooming processes, recognizing the dangers of child sexual abuse, and other predatory behaviors of sex offenders; Recognition of and response to the symptoms of common childhood illnesses; Preventing the spread of infectious disease; Providing developmentally appropriate activities and experiences for children; Inclusion of children with special needs; Guidelines for volunteers, partner staff, auxiliary staff, and business managers; Responsibility to comply with current applicable licensing regulations; Staffing requirements to include opening and closing; and Ensuring children have extra clothes and diapers available.";"10/14/2021";"12/15/2021";;"Final"
2386;"Violation";"7.1.2.2: Staff who are counted in the staff/child ratios and auxiliary staff left alone with children and/or counted in staff/child ratio as specified in the rule 6.2.1.8 of these regulations shall obtain training in pediatric first aid and in infant and child CPR within three (3) months of beginning work in the CBCCPP and remain currently certified.";"10/14/2021";"12/15/2021";;"Final"
2386;"Violation";"3.4.7.3: Within six (6) months of the initial date of employment; staff and auxiliary staff left alone with children and/or counted in staff/child ratio as specified in the rule 6.2.1.8 of these regulations, and the program director shall maintain an up-to-date BFIS Quality and Credential Account. Documentation, verification of qualifications, and all annual professional development activities as specified in the rules in sections 7.3 and 7.4 of these regulations shall be submitted to Northern Lights at CCV to be verified and maintained in BFIS.";"10/14/2021";"12/15/2021";;"Final"
2386;"Violation";"3.4.6.5: Staffing Schedule: A licensee shall maintain a written record of the daily schedule for at least 365 days of all staff including exact days and hours worked and the group of children to whom they are assigned.";"10/12/2021";"12/15/2021";;"Final"
2386;"Violation";"7.2.2: The licensee shall ensure that all new staff and auxiliary staff, prior to working with children in the CBCCPP; and any new individual designated as the representative of the licensee shall submit a Records Check Authorization form to the Division and shall submit to fingerprinting at a location designated by the Division after having received the Fingerprinting Authorization Certificate by the Division.";"09/10/2019";"09/26/2019";"09/24/2019";"Final"
2386;"Violation";"5.1.4: The licensee shall submit a Vermont Child Care Immunization Report at least once every 365 days to the Vermont Department of Health, Immunization Office as required by 18 V.S.A. SS 1120 - 1129.";"09/10/2019";"09/26/2019";"09/24/2019";"Final"
2458;"Violation";"5.6.5: All prescription medication administered by staff shall be in its original container, properly labeled for the child, and administered prior to the expiration date on the container.";"03/01/2023";"03/20/2023";"03/03/2023";"Final"
2458;"Violation";"7.1.3: The licensee, in consultation with the program director, shall establish written program policies and procedures and provide these to staff and to auxiliary staff left alone with children and/or counted in staff/child ratio as specified in the rule 6.2.1.8 of these regulations during an orientation training session approved by the Division prior to being left alone with children. Trainees under eighteen (18) years of age and other staff not left alone with children shall complete the orientation training within at least one (1) month of their first date of working with children. Complete written information and the orientation training session shall include: Basic knowledge of child growth and development; Routine and emergency health protection of children including health related exclusions; Safety and sanitation requirements including handling and storage of hazardous materials and disposal of bio contaminants; Positive behavior management; Supervision of children; Child accident and injury procedures including building and physical premises safety; Safe sleep practices; Administration of medication requirements; Emergency and evacuation requirements; Nutrition and food safety including prevention of and response to emergencies due to food and allergic reactions; Recordkeeping; Transportation and child passenger safety; Release of children; Respectful engagement of families; Preventing, recognizing, and reporting child abuse and neglect; including information about the signs and symptoms of sexual abuse, sexual violence, grooming processes, recognizing the dangers of child sexual abuse, and other predatory behaviors of sex offenders; Recognition of and response to the symptoms of common childhood illnesses; Preventing the spread of infectious disease; Providing developmentally appropriate activities and experiences for children; Inclusion of children with special needs; Guidelines for volunteers, partner staff, auxiliary staff, and business managers; Responsibility to comply with current applicable licensing regulations; Staffing requirements to include opening and closing; and Ensuring children have extra clothes and diapers available.";"03/01/2023";"03/20/2023";;"Final"
2458;"Violation";"5.10.3.2.1: All outdoor play equipment shall be sturdy, safe, clean and free from rough edges, sharp corners, pinch and crush points, splinters, and exposed bolts. To prevent entrapment, no openings in equipment shall be between 3.5 and nine (9) inches. Chains on swings shall have protective coverings and swing seats shall be made of soft materials with no sharp edges.";"04/11/2022";"04/25/2022";"05/21/2022";"Final"
2458;"Violation";"3.4.7.3: Within six (6) months of the initial date of employment; staff and auxiliary staff left alone with children and/or counted in staff/child ratio as specified in the rule 6.2.1.8 of these regulations, and the program director shall maintain an up-to-date BFIS Quality and Credential Account. Documentation, verification of qualifications, and all annual professional development activities as specified in the rules in sections 7.3 and 7.4 of these regulations shall be submitted to Northern Lights at CCV to be verified and maintained in BFIS.";"04/11/2022";"04/22/2022";"05/21/2022";"Final"
2458;"Violation";"5.1.2: General Health Examinations: Within forty-five (45) days of enrollment, the licensee shall obtain documentation of the child's age appropriate well care exam from the parent. Documentation shall include information regarding any health conditions and medications that may impact the care of the child.";"04/11/2022";"04/22/2022";"05/21/2022";"Final"
2458;"Violation";"3.4.7.3: Within six (6) months of the initial date of employment, staff working with children and the program director shall maintain an up- to-date BFIS Quality and Credential Account. Documentation, verification of qualifications and all annual professional development activities as specified in the rules in sections 7.3 and 7.4 of these regulations shall be submitted to NLCDC to be verified and maintained in BFIS.";"12/20/2019";"01/15/2019";"04/29/2020";"Final"
2458;"Violation";"3.4.7.5: The licensee shall maintain a current list of the licensee or designee, staff, auxiliary staff, and volunteers as in the rules in section 7.7.5 of these regulations, as applicable in BFIS. Any changes shall be reported through BFIS within five (5) working days of the change.";"12/20/2019";"01/15/2019";"04/29/2020";"Final"
2985;"Violation";"3.4.7.5: The licensee shall maintain a current list of the licensee or designee, staff, auxiliary staff, and volunteers as in the rules in section 7.7.5 of these regulations, as applicable in BFIS. Any changes shall be reported through BFIS within five (5) working days of the change.";"01/19/2022";"02/25/2022";"02/22/2022";"Final"
2985;"Violation";"3.4.7.3: Within six (6) months of the initial date of employment; staff and auxiliary staff left alone with children and/or counted in staff/child ratio as specified in the rule 6.2.1.8 of these regulations, and the program director shall maintain an up-to-date BFIS Quality and Credential Account. Documentation, verification of qualifications, and all annual professional development activities as specified in the rules in sections 7.3 and 7.4 of these regulations shall be submitted to Northern Lights at CCV to be verified and maintained in BFIS.";"01/19/2022";"02/25/2022";"02/22/2022";"Final"
2985;"Violation";"3.4.6.1: The licensee shall maintain a record of the date of each evacuation drill as required in the rules in section 3.7.2 of these regulations that includes the number of children and staff evacuated, time taken to evacuate, and notation of the drill conducted while children were sleeping or resting. Evacuation records shall be kept for two (2) years.";"11/05/2019";"11/20/2019";"11/18/2019";"Final"
2985;"Violation";"5.8.3: Staff shall create and file an incident report for each accident, injury or medical emergency that leaves a visible mark or first aid has been administered, even when medical treatment is not required. An incident report shall include the name of the child, date, description of the injury or medical emergency, how it occurred, adult witnesses, first aid provided and medical care required. The child's parent shall be provided a copy of the report at pick up that day. Serious injuries, animal bites and death must be reported to the Division as specified in the rules in section 3.2 of these regulations.";"10/14/2019";"10/26/2019";"10/30/2019";"Final"
3306;"Violation";"5.12: The licensee shall ensure that all new staff prior to working with children in the Afterschool Child Care Program; and any new individual designated as the representative of the licensee shall submit a Records Check Authorization form to the Division and shall submit to fingerprinting at a location designated by the Division after having received the Fingerprinting Authorization Certificate by the Division.";"01/27/2022";"02/28/2022";"03/23/2022";"Final"
3306;"Violation";"15.5: Monthly snack menus shall be posted or sent home. Monthly snack menus shall be kept on file for the preceding three months.";"10/03/2019";"10/25/2019";"10/22/2019";"Final"
3306;"Violation";"18.77: Within six months of the initial date of employment, Staff working with children and the Site Director and/or Program Administrator shall maintain an up-to-date BFIS Quality and Credential Account. Documentation, verification of qualifications and all annual professional development activities as specified in the rules in Section 5 of these regulations shall be submitted to NLCDC to be verified and maintained in BFIS.";"10/03/2019";"10/25/2019";"10/24/2019";"Final"
3306;"Violation";"10.8: The licensee shall develop and maintain a written Emergency Response Plan to respond to a full range of emergencies both natural and man-made. A complete plan shall include how the licensee will address and manage the following situations and responsibilities: * Evacuations of the building for fire or other emergencies such as lockdown situations and sheltering-in-place; * Specific concerns related to the location of the program, such as proximity to a nuclear reactor, an area prone to flooding or power loss; * Notifying the local authorities of the emergency; * A system for notifying the parents of the emergency; * Notifying the local emergency planning committee regarding the location of the Afterschool Child Care Program and using the committee as a resource in emergency planning for the program; * A system of identifying the children and staff present at the time of the emergency and maintaining knowledge of their whereabouts; * A plan for handling children with special needs; * An established evacuation meeting location within walking distance of the Afterschool Child Care Program; * Responsibility to account for all children and staff at the evacuation meeting place; * An established plan for relocation if necessary including safe transportation; and * Staff chain of command and individual staff roles and responsibilities, (if applicable) during emergencies.";"10/03/2019";"10/25/2019";"10/22/2019";"Final"
3306;"Violation";"18.79: The Licensee shall maintain a current list of the Licensee or Designee, Staff, and Volunteers, as applicable in BFIS. Any changes shall be reported through BFIS within five working days of the change.";"10/03/2019";"10/25/2019";"10/22/2019";"Final"
3306;"Violation";"5.11: The licensee shall ensure that any new individuals regularly present at the Afterschool Child Care Program submit a Records Check Authorization form to the Division prior to working with children in the Afterschool Child Care Program.";"10/03/2019";"10/25/2019";"10/22/2019";"Final"
3308;"Violation";"5.12: The licensee shall ensure that all new staff prior to working with children in the Afterschool Child Care Program; and any new individual designated as the representative of the licensee shall submit a Records Check Authorization form to the Division and shall submit to fingerprinting at a location designated by the Division after having received the Fingerprinting Authorization Certificate by the Division.";"03/31/2023";"05/01/2023";"05/02/2023";"Final"
3308;"Violation";"5.24: A Program Administrator or a designated Site Director shall be present at the program more than 50% of the time children are present.";"03/31/2023";"05/01/2023";;"Final"
3308;"Violation";"18.77: Within six months of the initial date of employment, Staff working with children and the Site Director and/or Program Administrator shall maintain an up-to-date BFIS Quality and Credential Account. Documentation, verification of qualifications and all annual professional development activities as specified in the rules in Section 5 of these regulations shall be submitted to NLCDC to be verified and maintained in BFIS.";"10/10/2019";"10/25/2019";"10/22/2019";"Final"
3308;"Violation";"10.8: The licensee shall develop and maintain a written Emergency Response Plan to respond to a full range of emergencies both natural and man-made. A complete plan shall include how the licensee will address and manage the following situations and responsibilities: * Evacuations of the building for fire or other emergencies such as lockdown situations and sheltering-in-place; * Specific concerns related to the location of the program, such as proximity to a nuclear reactor, an area prone to flooding or power loss; * Notifying the local authorities of the emergency; * A system for notifying the parents of the emergency; * Notifying the local emergency planning committee regarding the location of the Afterschool Child Care Program and using the committee as a resource in emergency planning for the program; * A system of identifying the children and staff present at the time of the emergency and maintaining knowledge of their whereabouts; * A plan for handling children with special needs; * An established evacuation meeting location within walking distance of the Afterschool Child Care Program; * Responsibility to account for all children and staff at the evacuation meeting place; * An established plan for relocation if necessary including safe transportation; and * Staff chain of command and individual staff roles and responsibilities, (if applicable) during emergencies.";"10/10/2019";"10/25/2019";"10/22/2019";"Final"
3308;"Violation";"10.9: Emergency evacuations shall be practiced with the children each month. A record of practice drills for the previous and current year shall be maintained and available onsite. Practice drills may be pre-announced. There shall be: * a system in place to assure that all children are accounted for at a predetermined safe place; * a safety plan that may include additional lock down practices and procedures.";"10/10/2019";"10/25/2019";"10/22/2019";"Final"
3308;"Violation";"18.79: The Licensee shall maintain a current list of the Licensee or Designee, Staff, and Volunteers, as applicable in BFIS. Any changes shall be reported through BFIS within five working days of the change.";"10/10/2019";"10/25/2019";"10/22/2019";"Final"
3308;"Violation";"12.10: Each day the program is operating and prior to use by children a designated person shall: * inspect the playground equipment and fencing to ensure it is in good repair. Equipment found in disrepair shall be either repaired or not used by children until appropriate repairs are made; and * inspect the playground for hazardous materials (for example, broken glass, syringes, condoms, etc.). Hazardous materials shall be removed prior to the playground being used by children.";"11/04/2016";"11/25/2016";"12/01/2016";"Final"
3308;"Violation";"12.14: Cushioning material which is absorbent shall be in place under climbers, slides, swings, or other structures which allow children to achieve a height of more than thirty inches. The depth of surfacing materials shall be appropriate to the height and use of the equipment as outlined by the Consumer Product Safety Commission's National Playground Safety Standards (see Appendix B). Surfacing material shall be maintained in good condition. Grass, bare ground, asphalt and concrete are prohibited under these structures. If weather conditions make the use of equipment unsafe, Staff shall keep children off of the equipment.";"11/04/2016";"11/25/2016";"12/01/2016";"Final"
3308;"Violation";"9.1: Staff shall use positive methods of guidance that meet the individual needs of each child and encourage self-control, self-direction, self-esteem and cooperation including: * redirection * planning ahead to prevent problems * reinforcing and praising appropriate behavior * encouraging children to express their feelings and ideas instead of solving problems with force.";"11/04/2016";"11/25/2016";"12/01/2016";"Final"
3418;"Violation";"13.7: Staff and children shall all wash their hands with soap under warm, running water: * before they eat or prepare food * after they use the toilet * after handling animals * after playing outside.";"12/15/2021";"12/16/2021";"12/16/2021";"Final"
3418;"Violation";"5.27: At least one Staff person who holds a current CPR card in rescue breathing, and airway obstruction shall be present at all times.";"12/15/2021";"12/15/2021";"12/29/2021";"Final"
3418;"Violation";"10.9: Emergency evacuations shall be practiced with the children each month. A record of practice drills for the previous and current year shall be maintained and available onsite. Practice drills may be pre-announced. There shall be: * a system in place to assure that all children are accounted for at a predetermined safe place; * a safety plan that may include additional lock down practices and procedures.";"12/15/2021";"01/15/2021";"12/29/2021";"Final"
3418;"Violation";"5.23: The licensee shall maintain a legally notarized affidavit onsite, signed by the licensee or designee, testifying that each staff file contains these records as required in the rule 5.22 of these regulations. The licensee shall permit representatives of the Division to have full access to off-site records to verify documentation.";"12/15/2021";"01/15/2021";"12/29/2021";"Final"
3418;"Violation";"13.14: The tops of tables used for eating snacks or meals or other surfaces coming into contact with food shall be washed and sanitized prior to eating.";"10/04/2017";"10/30/2017";"10/30/2017";"Final"
4022;"Violation";"7.1.3: The licensee, in consultation with the program director, shall establish written program policies and procedures and provide these to staff and to auxiliary staff left alone with children and/or counted in staff/child ratio as specified in the rule 6.2.1.8 of these regulations during an orientation training session approved by the Division prior to being left alone with children. Trainees under eighteen (18) years of age and other staff not left alone with children shall complete the orientation training within at least one (1) month of their first date of working with children. Complete written information and the orientation training session shall include: Basic knowledge of child growth and development; Routine and emergency health protection of children including health related exclusions; Safety and sanitation requirements including handling and storage of hazardous materials and disposal of bio contaminants; Positive behavior management; Supervision of children; Child accident and injury procedures including building and physical premises safety; Safe sleep practices; Administration of medication requirements; Emergency and evacuation requirements; Nutrition and food safety including prevention of and response to emergencies due to food and allergic reactions; Recordkeeping; Transportation and child passenger safety; Release of children; Respectful engagement of families; Preventing, recognizing, and reporting child abuse and neglect; including information about the signs and symptoms of sexual abuse, sexual violence, grooming processes, recognizing the dangers of child sexual abuse, and other predatory behaviors of sex offenders; Recognition of and response to the symptoms of common childhood illnesses; Preventing the spread of infectious disease; Providing developmentally appropriate activities and experiences for children; Inclusion of children with special needs; Guidelines for volunteers, partner staff, auxiliary staff, and business managers; Responsibility to comply with current applicable licensing regulations; Staffing requirements to include opening and closing; and Ensuring children have extra clothes and diapers available.";"03/31/2023";"04/25/2023";"04/25/2023";"Final"
4022;"Violation";"7.1.2.2: Staff who are counted in the staff/child ratios and auxiliary staff left alone with children and/or counted in staff/child ratio as specified in the rule 6.2.1.8 of these regulations shall obtain training in pediatric first aid and in infant and child CPR within three (3) months of beginning work in the CBCCPP and remain currently certified.";"03/31/2023";"04/15/2023";"04/07/2023";"Final"
4022;"Violation";"3.4.7.3: Within six (6) months of the initial date of employment; staff and auxiliary staff left alone with children and/or counted in staff/child ratio as specified in the rule 6.2.1.8 of these regulations, and the program director shall maintain an up-to-date BFIS Quality and Credential Account. Documentation, verification of qualifications, and all annual professional development activities as specified in the rules in sections 7.3 and 7.4 of these regulations shall be submitted to Northern Lights at CCV to be verified and maintained in BFIS.";"04/27/2022";"05/30/2022";"05/02/2022";"Final"
4022;"Violation";"5.1.2: General Health Examinations: Within forty-five (45) days of enrollment, the licensee shall obtain documentation of the child's age appropriate well care exam from the parent. Documentation shall include information regarding any health conditions and medications that may impact the care of the child.";"04/27/2022";"05/30/2022";"05/06/2022";"Final"
4022;"Violation";"2.3.9.3: The licensee shall ensure that all staff have met ongoing background check requirements by submitting at least once every five (5) years a Records Check Authorization form to the Division and as required shall submit to fingerprinting.";"04/27/2022";"05/30/2022";"06/01/2022";"Final"
4022;"Violation";"3.7.1.1: The licensee shall develop and maintain a written Emergency Response Plan to respond to a full range of emergencies both natural and man-made. A complete plan shall include how the licensee will address and manage the following situations and responsibilities: Evacuations or other emergencies such as leaving the premise and lockdown situations; Specific concerns related to the location of the program, such as proximity to a nuclear reactor, an area prone to flooding or power loss; Notifying the local authorities of the emergency; A system for notifying the parents of the emergency; Notifying the local emergency planning committee regarding the location of the CBCCPP and using the committee as a resource in emergency planning for the program; A system of identifying the children and staff present at the time of the emergency and maintaining knowledge of their whereabouts; A system for handling infants, toddlers, and children with special needs; An established evacuation meeting location within walking distance of the CBCCPP; A system to account for all children and staff at the evacuation meeting place; A process for relocation if necessary, including safe transportation; A system for shelter in place if the staff and children present need to remain in the CBCCPP for an extended period; and Staff chain of command and individual staff roles and responsibilities, (if applicable) during emergencies.";"10/07/2020";"10/20/2020";"10/19/2020";"Final"
4022;"Violation";"3.7.3: Emergency Preparedness Training: Within 365 days of opening a CBCCPP, the licensee shall attend emergency preparedness training which shall include content specifically related to sheltering in place in the event of an emergency in which the licensee and children present need to remain in the CBCCPP for an extended period.";"10/07/2020";"10/20/2020";"11/03/2020";"Final"
4022;"Violation";"3.4.7.3: Within six (6) months of the initial date of employment; staff and auxiliary staff left alone with children and/or counted in staff/child ratio as specified in the rule 6.2.1.8 of these regulations, and the program director shall maintain an up-to-date BFIS Quality and Credential Account. Documentation, verification of qualifications, and all annual professional development activities as specified in the rules in sections 7.3 and 7.4 of these regulations shall be submitted to Northern Lights at CCV to be verified and maintained in BFIS.";"10/07/2020";"10/20/2020";"10/19/2020";"Final"
4022;"Violation";"3.4.7.5: The licensee shall maintain a current list of the licensee or designee, staff, auxiliary staff, and volunteers as in the rules in section 7.7.5 of these regulations, as applicable in BFIS. Any changes shall be reported through BFIS within five (5) working days of the change.";"10/07/2020";"10/20/2020";"10/19/2020";"Final"
4022;"Violation";"6.2.5.2: Staff shall appropriately hold, touch, smile and talk to children.";"02/24/2020";"05/18/2020";;"Final"
4325;"Violation";"7.2.1: The licensee shall ensure that any new individuals regularly present at the CBCCPP submit a Records Check Authorization form to the Division prior to working with children in the CBCCPP.";"02/01/2022";"02/28/2022";"02/16/2022";"Final"
4325;"Violation";"3.3.5: The licensee, staff, and auxiliary staff shall be trained in prevention, identification and mandatory reporting of child abuse and neglect.";"02/01/2022";"02/28/2022";"02/16/2022";"Final"
4325;"Violation";"5.8.3: Staff shall create and file an incident report for each accident, injury or medical emergency that leaves a visible mark, or first aid has been administered, even when medical treatment is not required. An incident report shall include the name of the child, date, description of the injury or medical emergency, how it occurred, adult witnesses, first aid provided, and medical care required. The child's parent shall be provided a copy of the report at pick up that day. Serious injuries, animal bites and death must be reported to the Division as specified in the rules in section 3.2 of these regulations.";"02/01/2022";"02/28/2022";"02/16/2022";"Final"
4325;"Violation";"3.4.6.1: The licensee shall maintain a record of the date of each evacuation drill as required in the rules in section 3.7.2 of these regulations that includes the number of children and staff evacuated, time taken to evacuate, and notation of the drill conducted while children were sleeping or resting. Evacuation records shall be kept for two (2) years. When the CBCCPP counts lock-down drills as allowed in the rules in section 3.7.2 of these regulations, the licensee shall maintain a record of the date of each lock-down drill, the number of CBCCPP children and staff who participated, and note that the drill performed was a lock-down drill.";"02/01/2022";"02/28/2022";"02/16/2022";"Final"
4325;"Violation";"5.3.2: Daily Health Check Upon arrival into the CBCCPP staff shall observe each child for symptoms of communicable disease and signs of injuries. Any obvious injuries shall be documented along with any comments from the parent pertaining to the child's condition. This documentation shall be maintained in the child's file for a minimum of 365 days.";"02/01/2022";"02/28/2022";"02/16/2022";"Final"
