"InspectionId";"ProviderId";"InspectionType";"InspectionStartDate";"InspectionStartTime";"InspectionEndDate";"InspectionEndTime";"ReportFilename"
139327;103010;"Investigation";"2015-02-26";"15:00:00";"2015-02-26";"15:40:00";"103010_139327.pdf"
203096;103010;"Renewal Application";"2015-11-05";"09:05:00";"2015-11-05";"13:10:00";"103010_203096.pdf"
213992;103010;"Investigation";"2016-02-22";"15:04:00";"2016-02-22";"15:23:00";"103010_213992.pdf"
218172;103010;"Renewal Application";"2017-01-12";"09:28:00";"2017-01-12";"13:00:00";"103010_218172.pdf"
219399;103010;"Investigation";"2017-04-06";"09:55:00";"2017-04-06";"10:00:00";"103010_219399.pdf"
219407;103010;"Investigation";"2017-03-22";"11:30:00";"2017-03-22";"13:15:00";"103010_219407.pdf"
242580;103010;"Renewal Application";"2017-11-16";"09:10:00";"2017-11-16";"13:28:00";"103010_242580.pdf"
242866;103010;"Investigation";"2018-01-08";"13:13:00";"2018-01-08";"14:20:00";"103010_242866.pdf"
247155;103010;"Renewal Application";"2018-10-10";"09:00:00";"2018-10-10";"12:00:00";"103010_247155.pdf"
290180;103010;"Investigation";"2019-06-13";"12:55:00";"2019-06-13";"13:05:00";"103010_290180.pdf"
291611;103010;"Renewal Application";"2019-11-13";"09:10:00";"2019-11-13";"11:40:00";"103010_291611.pdf"
305409;103010;"Investigation";"2020-11-06";"09:00:00";"2020-11-06";"11:30:00";"103010_305409.pdf"
305729;103010;"Renewal Application";"2021-01-08";"11:27:00";"2021-01-08";"14:50:00";"103010_305729.pdf"
320032;103010;"Renewal Application";"2022-02-21";"08:40:00";"2022-02-21";"12:00:00";"103010_320032.pdf"
321380;103010;"Investigation";"2022-05-12";"08:55:00";"2022-05-12";"22:45:00";"103010_321380.pdf"
321480;103010;"Investigation";"2022-05-20";"09:36:00";"2022-05-20";"09:36:00";"103010_321480.pdf"
307836;202746;"Initial Application";"2021-06-22";"10:00:00";"2021-06-22";"12:30:00";"202746_307836.pdf"
319578;202746;"Investigation";"2021-11-30";"09:28:00";"2021-11-30";"13:12:00";"202746_319578.pdf"
322028;202746;"Investigation";"2022-07-22";"01:44:00";"2022-07-22";"03:26:00";"202746_322028.pdf"
322133;202964;"Initial Application";"2022-08-08";"08:52:00";"2022-08-08";"13:07:00";"202964_322133.pdf"
9090;97900;"Initial Application";"2012-04-19";"08:42:00";"2012-04-19";"11:00:00";"97900_9090.pdf"
15360;97900;"Annual Inspection";"2012-12-04";"11:00:00";"2012-12-04";"13:00:00";"97900_15360.pdf"
53223;97900;"Renewal Application";"2013-12-26";"09:40:00";"2013-12-26";"11:30:00";"97900_53223.pdf"
138489;97900;"Annual Inspection";"2014-12-11";"10:45:00";"2014-12-11";"12:15:00";"97900_138489.pdf"
213423;97900;"Renewal Application";"2015-12-09";"09:25:00";"2015-12-09";"11:35:00";"97900_213423.pdf"
218340;97900;"Annual Inspection";"2017-01-11";"10:20:00";"2017-01-11";"11:35:00";"97900_218340.pdf"
242902;97900;"Renewal Application";"2017-12-11";"11:00:00";"2017-12-11";"12:45:00";"97900_242902.pdf"
247470;97900;"Annual Inspection";"2018-11-08";"10:00:00";"2018-11-08";"10:45:00";"97900_247470.pdf"
292101;97900;"Renewal Application";"2020-01-10";"10:15:00";"2020-01-10";"11:20:00";"97900_292101.pdf"
306018;97900;"Annual Inspection";"2021-02-22";"09:00:00";"2021-02-22";"10:00:00";"97900_306018.pdf"
320734;97900;"Renewal Application";"2022-04-19";"12:00:00";"2022-04-19";"12:50:00";"97900_320734.pdf"
18906;104599;"Initial Application";"2013-04-26";"09:00:00";"2013-04-26";"11:45:00";"104599_18906.pdf"
41381;104599;"Renewal Application";"2013-07-31";"08:10:00";"2013-07-31";"11:45:00";"104599_41381.pdf"
52376;104599;"Investigation";"2013-10-01";"15:45:00";"2013-10-09";"15:30:00";"104599_52376.pdf"
53578;104599;"Renewal Application";"2014-01-29";"08:00:00";"2014-01-29";"12:30:00";"104599_53578.pdf"
106233;104599;"Renewal Application";"2014-06-30";"09:00:00";"2014-06-30";"12:45:00";"104599_106233.pdf"
127434;104599;"Investigation";"2014-09-11";"14:30:00";"2014-09-11";"17:45:00";"104599_127434.pdf"
127750;104599;"Investigation";"2014-09-26";"14:00:00";"2014-10-14";"21:00:00";"104599_127750.pdf"
191266;104599;"Renewal Application";"2015-07-22";"09:05:00";"2015-07-22";"13:00:00";"104599_191266.pdf"
216084;104599;"Renewal Application";"2016-07-20";"12:23:00";"2016-07-20";"17:30:00";"104599_216084.pdf"
216607;104599;"Investigation";"2016-08-12";"09:46:00";"2016-08-12";"13:15:00";"104599_216607.pdf"
217831;104599;"Investigation";"2017-01-24";"14:15:00";"2017-01-24";"16:35:00";"104599_217831.pdf"
220841;104599;"Renewal Application";"2017-07-03";"10:00:00";"2017-07-03";"13:30:00";"104599_220841.pdf"
242080;104599;"Investigation";"2017-10-26";"21:30:00";"2017-10-26";"22:26:00";"104599_242080.pdf"
245241;104599;"Renewal Application";"2018-07-16";"09:02:00";"2018-07-16";"12:46:00";"104599_245241.pdf"
245452;104599;"Investigation";"2018-06-26";"14:00:00";"2018-06-26";"15:12:00";"104599_245452.pdf"
245938;104599;"Change of Location";"2018-07-31";"09:30:00";"2018-07-31";"11:20:00";"104599_245938.pdf"
290010;104599;"Renewal Application";"2019-07-23";"10:02:00";"2019-07-23";"13:00:00";"104599_290010.pdf"
304296;104599;"Renewal Application";"2020-08-13";"08:40:00";"2020-08-13";"11:50:00";"104599_304296.pdf"
304824;104599;"Investigation";"2020-10-02";"10:40:00";"2020-10-02";"11:35:00";"104599_304824.pdf"
319356;104599;"Renewal Application";"2021-11-16";"08:45:00";"2021-11-16";"13:15:00";"104599_319356.pdf"
18649;104533;"Initial Application";"2013-04-30";"08:50:00";"2013-04-30";"11:45:00";"104533_18649.pdf"
41383;104533;"Renewal Application";"2013-07-31";"11:30:00";"2013-07-31";"16:00:00";"104533_41383.pdf"
52839;104533;"Investigation";"2013-10-28";"10:30:00";"2013-10-28";"12:15:00";"104533_52839.pdf"
53616;104533;"Renewal Application";"2014-01-03";"09:00:00";"2014-01-03";"13:23:00";"104533_53616.pdf"
106216;104533;"Renewal Application";"2014-07-07";"08:00:00";"2014-07-07";"12:50:00";"104533_106216.pdf"
106287;104533;"Investigation";"2014-07-07";"12:00:00";"2014-07-07";"12:30:00";"104533_106287.pdf"
128144;104533;"Investigation";"2014-11-14";"15:00:00";"2014-11-14";"16:00:00";"104533_128144.pdf"
191264;104533;"Renewal Application";"2015-07-22";"08:50:00";"2015-07-22";"11:45:00";"104533_191264.pdf"
214184;104533;"Investigation";"2016-02-03";"10:45:00";"2016-02-03";"12:50:00";"104533_214184.pdf"
215120;104533;"Investigation";"2016-04-14";"07:38:00";"2016-04-18";"15:45:00";"104533_215120.pdf"
216082;104533;"Renewal Application";"2016-07-25";"09:55:00";"2016-07-25";"14:30:00";"104533_216082.pdf"
216491;104533;"Investigation";"2016-08-03";"09:00:00";"2016-08-03";"11:30:00";"104533_216491.pdf"
220635;104533;"Renewal Application";"2017-06-22";"08:35:00";"2017-06-22";"11:55:00";"104533_220635.pdf"
231575;104533;"Investigation";"2017-08-31";"14:47:00";"2017-08-31";"15:00:00";"104533_231575.pdf"
243674;104533;"Investigation";"2018-02-13";"15:00:00";"2018-02-13";"16:27:00";"104533_243674.pdf"
245268;104533;"Renewal Application";"2018-06-22";"09:45:00";"2018-06-22";"12:00:00";"104533_245268.pdf"
290038;104533;"Renewal Application";"2019-06-18";"08:57:00";"2019-06-18";"11:55:00";"104533_290038.pdf"
304673;104533;"Renewal Application";"2020-09-28";"08:40:00";"2020-09-28";"23:15:00";"104533_304673.pdf"
307720;104533;"Renewal Application";"2021-09-29";"09:52:00";"2021-09-29";"12:52:00";"104533_307720.pdf"
322726;203004;"Initial Application";"2022-09-14";"09:30:00";"2022-09-14";"10:36:00";"203004_322726.pdf"
2201;91301;"Initial Application";"2011-11-18";"07:55:00";"2011-11-18";"10:20:00";"91301_2201.pdf"
11127;91301;"Renewal Application";"2012-08-24";"07:55:00";"2012-08-24";"14:00:00";"91301_11127.pdf"
40558;91301;"Renewal Application";"2013-08-12";"11:46:00";"2013-08-12";"14:53:00";"91301_40558.pdf"
106229;91301;"Renewal Application";"2014-07-10";"09:30:00";"2014-07-10";"15:45:00";"91301_106229.pdf"
191087;91301;"Investigation";"2015-07-07";"08:30:00";"2015-07-07";"14:20:00";"91301_191087.pdf"
191257;91301;"Renewal Application";"2015-07-07";"08:30:00";"2015-07-07";"14:20:00";"91301_191257.pdf"
216079;91301;"Renewal Application";"2016-07-12";"12:45:00";"2016-07-12";"14:30:00";"91301_216079.pdf"
220852;91301;"Renewal Application";"2017-07-13";"08:50:00";"2017-07-13";"12:05:00";"91301_220852.pdf"
245192;91301;"Investigation";"2018-05-23";"16:05:00";"2018-05-23";"18:30:00";"91301_245192.pdf"
245255;91301;"Renewal Application";"2018-07-17";"09:05:00";"2018-07-17";"12:00:00";"91301_245255.pdf"
290024;91301;"Renewal Application";"2019-06-05";"09:50:00";"2019-06-05";"11:50:00";"91301_290024.pdf"
304382;91301;"Renewal Application";"2020-08-28";"08:45:00";"2020-08-28";"11:05:00";"91301_304382.pdf"
307839;91301;"Change of Location";"2021-08-25";"08:40:00";"2021-08-25";"10:00:00";"91301_307839.pdf"
319327;91301;"Renewal Application";"2021-10-18";"09:25:00";"2021-10-18";"14:10:00";"91301_319327.pdf"
527;34;"Renewal Application";"2012-01-30";"10:00:00";"2012-01-30";"13:30:00";"34_527.pdf"
14917;34;"Renewal Application";"2012-11-20";"08:45:00";"2012-11-20";"12:20:00";"34_14917.pdf"
52966;34;"Renewal Application";"2013-11-21";"10:15:00";"2013-11-21";"12:30:00";"34_52966.pdf"
54689;34;"Investigation";"2014-03-25";"14:00:00";"2014-03-25";"16:30:00";"34_54689.pdf"
95215;34;"Investigation";"2014-04-21";"11:00:00";"2014-04-21";"12:30:00";"34_95215.pdf"
105960;34;"Investigation";"2014-06-02";"11:10:00";"2014-06-02";"12:20:00";"34_105960.pdf"
128073;34;"Renewal Application";"2014-11-17";"11:45:00";"2014-11-17";"14:45:00";"34_128073.pdf"
128390;34;"Investigation";"2014-12-03";"08:30:00";"2014-12-03";"09:30:00";"34_128390.pdf"
138639;34;"Investigation";"2014-12-29";"09:45:00";"2014-12-29";"11:00:00";"34_138639.pdf"
203077;34;"Renewal Application";"2015-11-30";"08:25:00";"2015-11-30";"11:25:00";"34_203077.pdf"
215262;34;"Investigation";"2016-05-09";"13:00:00";"2016-05-09";"13:00:00";"34_215262.pdf"
218178;34;"Renewal Application";"2017-01-09";"09:56:00";"2017-01-09";"13:30:00";"34_218178.pdf"
220936;34;"Investigation";"2017-07-25";"15:30:00";"2017-07-25";"15:35:00";"34_220936.pdf"
242573;34;"Renewal Application";"2017-11-14";"08:50:00";"2017-11-14";"12:30:00";"34_242573.pdf"
247149;34;"Renewal Application";"2018-10-10";"09:30:00";"2018-10-10";"13:00:00";"34_247149.pdf"
278846;34;"Investigation";"2019-03-06";"09:25:00";"2019-03-06";"10:35:00";"34_278846.pdf"
290282;34;"Investigation";"2019-06-27";"11:00:00";"2019-06-27";"13:23:00";"34_290282.pdf"
291545;34;"Investigation";"2019-10-17";"09:00:00";"2019-10-17";"09:35:00";"34_291545.pdf"
291604;34;"Renewal Application";"2019-11-25";"09:30:00";"2019-11-25";"14:20:00";"34_291604.pdf"
293033;34;"Investigation";"2020-02-19";"15:52:00";"2020-02-19";"16:11:00";"34_293033.pdf"
305763;34;"Renewal Application";"2021-01-06";"09:00:00";"2021-01-06";"14:00:00";"34_305763.pdf"
306613;34;"Investigation";"2021-03-19";"09:00:00";"2021-03-19";"11:30:00";"34_306613.pdf"
320033;34;"Renewal Application";"2022-01-11";"09:50:00";"2022-01-11";"14:00:00";"34_320033.pdf"
7315;87806;"Renewal Application";"2012-04-13";"09:25:00";"2012-04-13";"15:12:00";"87806_7315.pdf"
17456;87806;"Renewal Application";"2013-03-07";"08:00:00";"2013-03-07";"11:30:00";"87806_17456.pdf"
53087;87806;"Investigation";"2013-11-25";"14:48:00";"2013-11-25";"16:00:00";"87806_53087.pdf"
53526;87806;"Investigation";"2014-01-07";"08:45:00";"2014-01-07";"09:45:00";"87806_53526.pdf"
54354;87806;"Renewal Application";"2014-03-17";"08:33:00";"2014-03-17";"12:30:00";"87806_54354.pdf"
106586;87806;"Investigation";"2014-08-01";"13:30:00";"2014-08-01";"14:45:00";"87806_106586.pdf"
127912;87806;"Investigation";"2014-10-02";"10:24:00";"2014-10-02";"11:06:00";"87806_127912.pdf"
149461;87806;"Renewal Application";"2015-03-20";"09:50:00";"2015-03-20";"13:54:00";"87806_149461.pdf"
214330;87806;"Renewal Application";"2016-03-14";"09:25:00";"2016-03-14";"15:25:00";"87806_214330.pdf"
219369;87806;"Renewal Application";"2017-03-16";"09:00:00";"2017-03-16";"12:30:00";"87806_219369.pdf"
243627;87806;"Renewal Application";"2018-03-01";"09:45:00";"2018-03-01";"13:15:00";"87806_243627.pdf"
243834;87806;"Investigation";"2018-02-23";"09:10:00";"2018-02-23";"10:25:00";"87806_243834.pdf"
278402;87806;"Renewal Application";"2019-02-07";"09:55:00";"2019-02-08";"12:55:00";"87806_278402.pdf"
292239;87806;"Investigation";"2019-12-03";"14:05:00";"2019-12-03";"15:00:00";"87806_292239.pdf"
292832;87806;"Investigation";"2020-02-05";"12:40:00";"2020-02-05";"15:00:00";"87806_292832.pdf"
292993;87806;"Renewal Application";"2020-02-13";"09:11:00";"2020-02-13";"12:13:00";"87806_292993.pdf"
306892;87806;"Renewal Application";"2021-04-19";"08:15:00";"2021-04-19";"11:45:00";"87806_306892.pdf"
321618;87806;"Renewal Application";"2022-09-20";"11:00:00";"2022-09-20";"14:00:00";"87806_321618.pdf"
305374;202593;"Initial Application";"2020-11-17";"10:00:00";"2020-11-17";"12:00:00";"202593_305374.pdf"
321069;202593;"Renewal Application";"2022-07-15";"14:57:00";"2022-07-15";"15:30:00";"202593_321069.pdf"
321108;202913;"Initial Application";"2022-05-26";"08:47:00";"2022-05-26";"15:05:00";"202913_321108.pdf"
7581;1975;"Investigation";"2012-02-14";"13:00:00";"2012-02-14";"14:00:00";"1975_7581.pdf"
9393;1975;"Renewal Application";"2012-05-01";"09:23:00";"2012-05-01";"12:45:00";"1975_9393.pdf"
9601;1975;"Investigation";"2012-05-01";"09:23:00";"2012-05-01";"12:45:00";"1975_9601.pdf"
18009;1975;"Renewal Application";"2013-03-13";"14:00:00";"2013-03-13";"18:00:00";"1975_18009.pdf"
74874;1975;"Renewal Application";"2014-04-09";"14:15:00";"2014-04-09";"17:15:00";"1975_74874.pdf"
106949;1975;"Investigation";"2014-08-26";"12:30:00";"2014-08-26";"14:30:00";"1975_106949.pdf"
149862;1975;"Renewal Application";"2015-04-24";"14:45:00";"2015-04-24";"18:10:00";"1975_149862.pdf"
214921;1975;"Renewal Application";"2016-04-13";"14:55:00";"2016-04-13";"17:58:00";"1975_214921.pdf"
219646;1975;"Renewal Application";"2017-04-25";"09:20:00";"2017-04-25";"12:15:00";"1975_219646.pdf"
244124;1975;"Renewal Application";"2018-05-02";"09:10:00";"2018-05-02";"15:40:00";"1975_244124.pdf"
278753;1975;"Renewal Application";"2019-03-25";"10:15:00";"2019-03-25";"13:45:00";"1975_278753.pdf"
290094;1975;"Investigation";"2019-06-04";"11:00:00";"2019-06-04";"11:45:00";"1975_290094.pdf"
293359;1975;"Renewal Application";"2020-08-06";"08:35:00";"2020-08-06";"11:30:00";"1975_293359.pdf"
293613;1975;"Investigation";"2020-09-22";"12:45:00";"2020-09-22";"15:15:00";"1975_293613.pdf"
307708;1975;"Renewal Application";"2021-08-03";"09:30:00";"2021-08-03";"14:00:00";"1975_307708.pdf"
321821;1975;"Renewal Application";"2022-09-12";"10:25:00";"2022-09-12";"16:12:00";"1975_321821.pdf"
10978;89315;"Renewal Application";"2012-08-30";"09:05:00";"2012-08-30";"11:30:00";"89315_10978.pdf"
16625;89315;"Investigation";"2013-01-29";"12:30:00";"2013-01-29";"13:30:00";"89315_16625.pdf"
40430;89315;"Renewal Application";"2013-07-23";"08:40:00";"2013-07-23";"13:00:00";"89315_40430.pdf"
53440;89315;"Investigation";"2013-12-11";"08:30:00";"2013-12-11";"11:45:00";"89315_53440.pdf"
95920;89315;"Renewal Application";"2014-06-27";"08:00:00";"2014-06-27";"10:30:00";"89315_95920.pdf"
190789;89315;"Investigation";"2015-06-05";"13:35:00";"2015-06-05";"14:10:00";"89315_190789.pdf"
190848;89315;"Renewal Application";"2015-06-03";"08:55:00";"2015-06-03";"12:05:00";"89315_190848.pdf"
215729;89315;"Renewal Application";"2016-06-24";"09:50:00";"2016-06-24";"14:11:00";"89315_215729.pdf"
220358;89315;"Renewal Application";"2017-06-02";"09:00:00";"2017-06-02";"14:45:00";"89315_220358.pdf"
242551;89315;"Investigation";"2017-10-30";"15:25:00";"2017-10-30";"16:45:00";"89315_242551.pdf"
244992;89315;"Renewal Application";"2018-05-11";"09:47:00";"2018-05-11";"13:49:00";"89315_244992.pdf"
245124;89315;"Investigation";"2018-05-17";"06:45:00";"2018-05-17";"07:30:00";"89315_245124.pdf"
289639;89315;"Renewal Application";"2019-05-01";"09:40:00";"2019-05-01";"13:40:00";"89315_289639.pdf"
294156;89315;"Renewal Application";"2020-08-06";"09:15:00";"2020-08-06";"11:54:00";"89315_294156.pdf"
318600;89315;"Renewal Application";"2021-08-30";"09:36:00";"2021-08-30";"13:50:00";"89315_318600.pdf"
322357;89315;"Renewal Application";"2022-08-23";"11:15:00";"2022-08-23";"13:00:00";"89315_322357.pdf"
319697;202853;"Initial Application";"2021-12-09";"10:50:00";"2021-12-09";"13:35:00";"202853_319697.pdf"
320894;202853;"Investigation";"2022-04-20";"14:30:00";"2022-04-20";"15:04:00";"202853_320894.pdf"
7510;77028;"Investigation";"2012-02-23";"13:46:00";"2012-02-23";"13:46:00";"77028_7510.pdf"
8236;77028;"Investigation";"2012-03-14";"14:15:00";"2012-03-14";"14:45:00";"77028_8236.pdf"
11167;77028;"Renewal Application";"2012-08-28";"15:50:00";"2012-08-28";"17:30:00";"77028_11167.pdf"
40400;77028;"Renewal Application";"2013-06-26";"09:00:00";"2013-06-26";"11:00:00";"77028_40400.pdf"
95912;77028;"Renewal Application";"2014-06-19";"07:50:00";"2014-06-19";"12:35:00";"77028_95912.pdf"
190844;77028;"Renewal Application";"2015-06-03";"07:02:00";"2015-06-03";"09:40:00";"77028_190844.pdf"
215726;77028;"Renewal Application";"2016-08-12";"16:20:00";"2016-08-12";"18:20:00";"77028_215726.pdf"
220188;77028;"Renewal Application";"2017-05-22";"14:45:00";"2017-05-22";"16:55:00";"77028_220188.pdf"
244999;77028;"Renewal Application";"2018-05-07";"14:30:00";"2018-05-07";"16:45:00";"77028_244999.pdf"
289649;77028;"Renewal Application";"2019-06-03";"14:45:00";"2019-06-03";"16:30:00";"77028_289649.pdf"
304551;77028;"Renewal Application";"2020-10-09";"09:00:00";"2020-10-09";"11:00:00";"77028_304551.pdf"
318867;77028;"Renewal Application";"2021-10-12";"07:38:00";"2021-10-12";"09:30:00";"77028_318867.pdf"
322363;77028;"Renewal Application";"2022-09-08";"14:30:00";"2022-09-08";"16:00:00";"77028_322363.pdf"
5313;1040;"Renewal Application";"2012-01-30";"15:00:00";"2012-01-30";"16:30:00";"1040_5313.pdf"
15347;1040;"Renewal Application";"2012-12-12";"14:30:00";"2012-12-12";"16:00:00";"1040_15347.pdf"
53275;1040;"Renewal Application";"2013-12-17";"14:45:00";"2013-12-17";"16:45:00";"1040_53275.pdf"
138495;1040;"Renewal Application";"2015-01-05";"15:00:00";"2015-01-05";"17:00:00";"1040_138495.pdf"
213429;1040;"Renewal Application";"2015-12-17";"14:45:00";"2015-12-17";"16:35:00";"1040_213429.pdf"
218346;1040;"Renewal Application";"2017-02-13";"15:30:00";"2017-02-13";"18:15:00";"1040_218346.pdf"
242926;1040;"Renewal Application";"2017-12-18";"15:25:00";"2017-12-18";"18:15:00";"1040_242926.pdf"
247498;1040;"Renewal Application";"2018-11-28";"15:00:00";"2018-11-28";"17:30:00";"1040_247498.pdf"
292130;1040;"Renewal Application";"2020-01-21";"15:00:00";"2020-01-21";"17:50:00";"1040_292130.pdf"
306179;1040;"Renewal Application";"2021-02-23";"03:54:00";"2021-02-23";"18:25:00";"1040_306179.pdf"
307112;1040;"Investigation";"2021-04-29";"15:25:00";"2021-04-29";"15:45:00";"1040_307112.pdf"
320757;1040;"Renewal Application";"2022-05-04";"14:20:00";"2022-05-04";"16:00:00";"1040_320757.pdf"
5747;68056;"Renewal Application";"2012-01-19";"10:00:00";"2012-01-19";"12:00:00";"68056_5747.pdf"
16042;68056;"Renewal Application";"2013-02-05";"09:30:00";"2013-02-05";"13:20:00";"68056_16042.pdf"
40338;68056;"Investigation";"2013-06-06";"08:35:00";"2013-06-06";"09:30:00";"68056_40338.pdf"
53469;68056;"Renewal Application";"2014-01-10";"09:45:00";"2014-01-10";"14:00:00";"68056_53469.pdf"
106654;68056;"Investigation";"2014-08-07";"11:30:00";"2014-08-07";"13:30:00";"68056_106654.pdf"
138831;68056;"Renewal Application";"2015-01-22";"09:15:00";"2015-01-22";"13:00:00";"68056_138831.pdf"
213760;68056;"Renewal Application";"2016-03-01";"09:45:00";"2016-03-01";"15:40:00";"68056_213760.pdf"
214230;68056;"Investigation";"2016-02-10";"12:00:00";"2016-02-10";"13:45:00";"68056_214230.pdf"
218669;68056;"Renewal Application";"2017-02-07";"10:40:00";"2017-02-08";"12:45:00";"68056_218669.pdf"
243185;68056;"Renewal Application";"2018-02-22";"10:40:00";"2018-02-22";"11:05:00";"68056_243185.pdf"
247806;68056;"Renewal Application";"2018-12-04";"10:45:00";"2018-12-04";"13:15:00";"68056_247806.pdf"
292396;68056;"Renewal Application";"2019-12-09";"08:40:00";"2019-12-09";"11:45:00";"68056_292396.pdf"
306361;68056;"Renewal Application";"2021-03-24";"09:15:00";"2021-03-24";"11:40:00";"68056_306361.pdf"
321263;68056;"Renewal Application";"2022-07-25";"08:25:00";"2022-07-25";"10:15:00";"68056_321263.pdf"
321899;202949;"Initial Application";"2022-08-10";"09:20:00";"2022-08-10";"11:47:00";"202949_321899.pdf"
1583;61463;"Investigation";"2011-11-09";"10:03:00";"2011-11-09";"10:36:00";"61463_1583.pdf"
8401;61463;"Renewal Application";"2012-03-28";"10:00:00";"2012-03-28";"12:30:00";"61463_8401.pdf"
14861;61463;"Investigation";"2012-11-16";"12:10:00";"2012-11-26";"08:55:00";"61463_14861.pdf"
18364;61463;"Renewal Application";"2013-04-04";"10:00:00";"2013-04-04";"14:00:00";"61463_18364.pdf"
74918;61463;"Renewal Application";"2014-04-04";"08:30:00";"2014-04-04";"12:45:00";"61463_74918.pdf"
149878;61463;"Renewal Application";"2015-04-02";"09:10:00";"2015-04-02";"23:45:00";"61463_149878.pdf"
215391;61463;"Renewal Application";"2016-05-18";"09:00:00";"2016-05-18";"11:15:00";"61463_215391.pdf"
217519;61463;"Investigation";"2016-10-28";"13:00:00";"2016-11-10";"09:05:00";"61463_217519.pdf"
220023;61463;"Renewal Application";"2017-05-18";"09:47:00";"2017-05-18";"13:05:00";"61463_220023.pdf"
244041;61463;"Renewal Application";"2018-03-21";"10:25:00";"2018-03-21";"12:42:00";"61463_244041.pdf"
245466;61463;"Investigation";"2018-07-31";"08:35:00";"2018-07-31";"10:35:00";"61463_245466.pdf"
278716;61463;"Renewal Application";"2019-03-08";"10:12:00";"2019-03-08";"13:30:00";"61463_278716.pdf"
292799;61463;"Investigation";"2020-01-29";"14:00:00";"2020-01-29";"15:00:00";"61463_292799.pdf"
293277;61463;"Renewal Application";"2020-03-05";"09:30:00";"2020-03-05";"12:15:00";"61463_293277.pdf"
307428;61463;"Renewal Application";"2021-07-29";"10:00:00";"2021-07-29";"12:20:00";"61463_307428.pdf"
318712;61463;"Investigation";"2022-05-18";"16:10:00";"2022-05-19";"09:16:00";"61463_318712.pdf"
319925;61463;"Investigation";"2022-01-20";"10:15:00";"2022-01-20";"10:45:00";"61463_319925.pdf"
321563;61463;"Renewal Application";"2022-09-21";"07:56:00";"2022-09-21";"21:45:00";"61463_321563.pdf"
10731;99098;"Initial Application";"2012-06-25";"14:00:00";"2012-06-25";"17:10:00";"99098_10731.pdf"
13263;99098;"Investigation";"2012-09-14";"10:00:00";"2012-09-14";"23:00:00";"99098_13263.pdf"
15011;99098;"Investigation";"2012-12-06";"10:30:00";"2012-12-06";"12:04:00";"99098_15011.pdf"
16606;99098;"Change of Location";"2013-02-08";"08:15:00";"2013-02-08";"10:30:00";"99098_16606.pdf"
18388;99098;"Renewal Application";"2013-04-12";"11:50:00";"2013-04-12";"15:45:00";"99098_18388.pdf"
19332;99098;"Investigation";"2013-05-14";"08:51:00";"2013-05-14";"10:00:00";"99098_19332.pdf"
52561;99098;"Investigation";"2013-10-18";"12:42:00";"2013-10-21";"14:00:00";"99098_52561.pdf"
54142;99098;"Investigation";"2014-02-04";"09:00:00";"2014-02-04";"10:30:00";"99098_54142.pdf"
74950;99098;"Renewal Application";"2014-04-11";"08:30:00";"2014-04-11";"14:00:00";"99098_74950.pdf"
106354;99098;"Investigation";"2014-07-03";"09:00:00";"2014-07-03";"09:45:00";"99098_106354.pdf"
106815;99098;"Investigation";"2014-08-20";"13:00:00";"2014-08-20";"15:30:00";"99098_106815.pdf"
127492;99098;"Investigation";"2014-09-24";"12:30:00";"2014-09-24";"14:00:00";"99098_127492.pdf"
127910;99098;"Investigation";"2014-10-07";"04:30:00";"2014-10-08";"23:45:00";"99098_127910.pdf"
127969;99098;"Investigation";"2014-10-29";"09:30:00";"2014-10-29";"14:15:00";"99098_127969.pdf"
128117;99098;"Investigation";"2014-10-22";"12:41:00";"2014-10-22";"13:04:00";"99098_128117.pdf"
138448;99098;"Investigation";"2014-12-10";"10:00:00";"2014-12-10";"11:30:00";"99098_138448.pdf"
138575;99098;"Investigation";"2014-12-10";"10:00:00";"2014-12-10";"12:00:00";"99098_138575.pdf"
149899;99098;"Renewal Application";"2015-04-01";"09:15:00";"2015-04-01";"15:09:00";"99098_149899.pdf"
191056;99098;"Investigation";"2015-06-17";"13:51:00";"2015-06-17";"14:35:00";"99098_191056.pdf"
191069;99098;"Investigation";"2015-06-30";"10:05:00";"2015-06-30";"11:20:00";"99098_191069.pdf"
191544;99098;"Investigation";"2015-07-21";"13:15:00";"2015-07-21";"14:45:00";"99098_191544.pdf"
191840;99098;"Investigation";"2015-08-19";"13:06:00";"2015-08-19";"14:00:00";"99098_191840.pdf"
213245;99098;"Investigation";"2015-11-10";"22:23:00";"2015-11-10";"23:30:00";"99098_213245.pdf"
213402;99098;"Investigation";"2015-12-07";"13:00:00";"2015-12-07";"13:15:00";"99098_213402.pdf"
215405;99098;"Renewal Application";"2016-05-09";"09:08:00";"2016-05-09";"14:40:00";"99098_215405.pdf"
215771;99098;"Investigation";"2016-06-06";"16:00:00";"2016-06-06";"16:50:00";"99098_215771.pdf"
216211;99098;"Investigation";"2016-07-28";"10:40:00";"2016-07-28";"11:28:00";"99098_216211.pdf"
216590;99098;"Investigation";"2016-08-01";"13:15:00";"2016-08-01";"13:30:00";"99098_216590.pdf"
217254;99098;"Investigation";"2016-09-29";"09:20:00";"2016-09-29";"09:28:00";"99098_217254.pdf"
217715;99098;"Investigation";"2016-10-26";"14:25:00";"2016-10-26";"14:30:00";"99098_217715.pdf"
218388;99098;"Investigation";"2016-12-20";"11:23:00";"2016-12-20";"11:45:00";"99098_218388.pdf"
220032;99098;"Renewal Application";"2017-06-08";"08:03:00";"2017-06-08";"11:45:00";"99098_220032.pdf"
