"Provider ID";"Date";"Ref"
191;"2021-12-09";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=191&FilePath=ProviderReport&FromType=Public&FileName=Twice%20as%20Nice%20YMCA_Unannounced%20Monitoring%20Visit_12-9-2021.pdf"
191;"2022-06-30";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=191&FilePath=ProviderReport&FromType=Public&FileName=Newport%20Y%20Twice%20as%20Nice_Unannounced%20Monitoring%20Visit_6-30-2022.pdf"
1062;;"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=1062&FilePath=ProviderReport&FromType=Public&FileName=TheArtCenter.pdf"
701;"2021-12-09";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=701&FilePath=ProviderReport&FromType=Public&FileName=Pawtucket%20Y%20Heritage%20Park%20ELC_Unannounced%20Monitoring%20Visit_12-9-2021.pdf"
701;"2022-05-19";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=701&FilePath=ProviderReport&FromType=Public&FileName=Pawtucket%20Y%20at%20Heritage%20Park_Unannounced%20Monitoring%20Visit_5-19-2022.pdf"
695;"2021-12-20";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=695&FilePath=ProviderReport&FromType=Public&FileName=Westwood%20Y%20at%20Metcalf_Unannounced%20Monitoring%20Visit_12-20-21.pdf"
695;"2022-06-09";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=695&FilePath=ProviderReport&FromType=Public&FileName=Westwood%20Y%20at%20Metcalf_Unannounced%20Monitoring%20Visit_6-9-2022.pdf"
697;"2022-01-06";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=697&FilePath=ProviderReport&FromType=Public&FileName=Westwood%20Y%20at%20Washington%20Oak_Unannounced%20Monitoring%20Visit_1-6-22.pdf"
697;"2022-06-02";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=697&FilePath=ProviderReport&FromType=Public&FileName=Westwood%20YMCA%20@%20Washington%20Oak-Unannounced%20Monitoring%20Report_6-2-2022.pdf"
698;"2022-01-13";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=698&FilePath=ProviderReport&FromType=Public&FileName=WestwoodYWesternCoventry_UnannouncedMoniteringVisit_011322.pdf"
698;"2022-06-02";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=698&FilePath=ProviderReport&FromType=Public&FileName=Westwood%20YMCA%20@%20Western%20Coventry_Unannounced%20Monitoring%20Visit_6-2-2022.pdf"
811;"2022-02-16";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=811&FilePath=ProviderReport&FromType=Public&FileName=DianaRestrepo_UnannouncedMonitoringVisit_021622.pdf"
1033;"2021-11-02";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=1033&FilePath=ProviderReport&FromType=Public&FileName=AlphaBEST-Community_Unannounced%20Monitoring%20Visit_11-2-21.pdf"
1035;"2022-06-02";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=1035&FilePath=ProviderReport&FromType=Public&FileName=AlphaBest%20-Cumberland%20Hill_Unanounced%20Monitoring%20Visit_6-2-2022.pdf"
1040;"2021-12-23";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=1040&FilePath=ProviderReport&FromType=Public&FileName=BusyBs_UnannouncedMonitoringVisit_122321.pdf"
1040;"2022-06-03";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=1040&FilePath=ProviderReport&FromType=Public&FileName=Busy%20B's%20Academy-Unannounced%20Monitoring%20Visit_6-3-2022.pdf"
108;"2022-03-04";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=108&FilePath=ProviderReport&FromType=Public&FileName=PreciousYears_UnannouncedMonoitoringVisit_030422.pdf"
117;"2022-02-17";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=117&FilePath=ProviderReport&FromType=Public&FileName=SweetPeasVillage_UnannouncedMonitoringvisit_021722.pdf"
148;"2021-12-13";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=148&FilePath=ProviderReport&FromType=Public&FileName=Federal%20Hill%20House%20School%20Age_Unannounced%20Monitoring%20Visit_12-13-21.pdf"
148;"2022-02-11";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=148&FilePath=ProviderReport&FromType=Public&FileName=FederalHillHouse_UnannouncedMonitoringVisit_021122.pdf"
153;"2022-01-20";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=153&FilePath=ProviderReport&FromType=Public&FileName=ButtonwoodsSchoolForYoungChildren_UnannouncedMonitoringVisit_012022.pdf"
153;"2022-06-07";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=153&FilePath=ProviderReport&FromType=Public&FileName=Buttonwoods%20School%20for%20Young%20Children_Unannounced%20Monitoring%20Visit_6-7-2022.pdf"
177;"2022-01-06";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=177&FilePath=ProviderReport&FromType=Public&FileName=EastProvidenceBoysandGirlsClub_UnannouncedMonitoringVisit_010622.pdf"
96;"2022-06-10";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=96&FilePath=ProviderReport&FromType=Public&FileName=Joyful%20Noise_Unannounced%20Monitoring%20Visit_6-10-2022.pdf"
102;"2021-12-29";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=102&FilePath=ProviderReport&FromType=Public&FileName=Silver%20Lake_Unannounced%20Monitoring%20Report_12-29-21.pdf"
102;"2022-09-07";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=102&FilePath=ProviderReport&FromType=Public&FileName=Silver%20Lake_Unannounced%20Monitoring%20Visit_9-7-2022.pdf"
112;"2021-12-10";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=112&FilePath=ProviderReport&FromType=Public&FileName=David%20Isenberg%20Family%20ECC_Unannounced%20Monitoring%20Visit_12-10-2021.pdf"
137;"2022-03-02";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=137&FilePath=ProviderReport&FromType=Public&FileName=RogerWilliamsDaycare_UnannouncedMonitoringVisit_030222.pdf"
138;"2021-12-02";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=138&FilePath=ProviderReport&FromType=Public&FileName=Sakonnet%20Early%20Learning%20Center_Uannounced%20Monitoring%20Visit_12-2-2021.pdf"
145;"2021-10-23";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=145&FilePath=ProviderReport&FromType=Public&FileName=Breezy%20Knoll_Unannounced%20Monitoring%20Visit_10-23-2021.pdf"
1072;"2022-04-25";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=1072&FilePath=ProviderReport&FromType=Public&FileName=Munchkin%20Land%20Learning%20Academy%20LLC_Unannounced%20Monitoring%20Visit_4-25-2022.pdf"
1076;;"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=1076&FilePath=ProviderReport&FromType=Public&FileName=CandyCane122.pdf"
1076;"2022-09-15";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=1076&FilePath=ProviderReport&FromType=Public&FileName=Candy%20Cane_Unannounced%20Monitoring%20Visit_9-15-2022.pdf"
1130;"2022-02-17";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=1130&FilePath=ProviderReport&FromType=Public&FileName=DrDaycareProvidence_UnannouncedMonitoringVisit_021722.pdf"
1130;"2022-09-12";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=1130&FilePath=ProviderReport&FromType=Public&FileName=Dr.%20Day%20Care-Providence_Unannounced%20Monitoring%20Visit_9-12-2022.pdf"
1141;"2022-08-03";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=1141&FilePath=ProviderReport&FromType=Public&FileName=Lissette%20Nunez_Unannounced%20Monitoring%20Report_8-3-2022.pdf"
1143;"2021-10-07";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=1143&FilePath=ProviderReport&FromType=Public&FileName=Little%20Acorn_Unannounced%20Monitoring%20System_10-7-2021.pdf"
1143;"2022-02-14";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=1143&FilePath=ProviderReport&FromType=Public&FileName=LittleAcornAcademy_UnannouncedMonitoringVisit_021422.pdf"
630;"2022-02-17";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=630&FilePath=ProviderReport&FromType=Public&FileName=AnaRamirez_UnannouncedMonitoringVisit_021722.pdf"
640;;"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=640&FilePath=ProviderReport&FromType=Public&FileName=Nailett%20Barrow_UnannouncedMonitoringVisit_%20032622.pdf"
248;"2021-10-07";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=248&FilePath=ProviderReport&FromType=Public&FileName=Greenwich%20Village%20School_Unannounced%20Monitoring%20Visit_10-7-2021.pdf"
263;"2021-11-12";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=263&FilePath=ProviderReport&FromType=Public&FileName=Hilda%20de%20los%20Santos_Unannounced%20Monitoring%20Visit_11-12-2021.pdf"
305;"2022-05-12";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=305&FilePath=ProviderReport&FromType=Public&FileName=YMCA%20School's%20Out%20@%20Fortes%20LIma_Unannounced%20Monitoring%20Visit_5-12-2022.pdf"
2874;"2022-02-21";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=2874&FilePath=ProviderReport&FromType=Public&FileName=MariaGarcia_UnannouncedMonitoringVisit_022122.pdf"
3733;"2022-06-06";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=3733&FilePath=ProviderReport&FromType=Public&FileName=Oliver%20Day%20School_Unannounced%20Probationary%20Visit_6-6-2022.pdf"
3733;"2022-07-18";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=3733&FilePath=ProviderReport&FromType=Public&FileName=Oliver%20Day%20School_Probationary%20Visit_7-18-2022.pdf"
3733;"2022-05-02";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=3733&FilePath=ProviderReport&FromType=Public&FileName=Oliver%20Day%20School_Unannounced%20Monitoring%20Visit_5-2-2022.pdf"
3733;"2022-09-09";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=3733&FilePath=ProviderReport&FromType=Public&FileName=Oliver%20Day%20School_Probationary%20Visit_9-9-2022.pdf"
404;"2022-06-17";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=404&FilePath=ProviderReport&FromType=Public&FileName=Flor%20Vargas_Unannounced%20Monitoring%20Visit_6-17-2022.pdf"
419;"2022-09-08";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=419&FilePath=ProviderReport&FromType=Public&FileName=Delcy%20Hilario_Unannounced%20Monitoring%20Visit_9-8-2022.pdf"
419;"2022-09-08";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=419&FilePath=ProviderReport&FromType=Public&FileName=Delcy%20Hilario_Visita%20de%20seguimiento%20no%20anunciada%20de%20Espa&#241;a_9-8-2022.pdf"
431;"2022-06-15";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=431&FilePath=ProviderReport&FromType=Public&FileName=Western%20Cranston%20Learning%20Center_Unannounced%20Monitoring%20Visit_6-15-2022.pdf"
1019;"2022-01-20";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=1019&FilePath=ProviderReport&FromType=Public&FileName=TheLearningGarden_UnannouncedMonitoringVisit_012022.pdf"
1051;"2022-02-03";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=1051&FilePath=ProviderReport&FromType=Public&FileName=TheLighthousePreschool_UnannouncedMonitoringVisit_020322.pdf"
1059;"2022-02-18";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=1059&FilePath=ProviderReport&FromType=Public&FileName=TheCuriousChild_UnannouncedMonitoringVisit_021822.pdf"
1059;"2022-08-26";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=1059&FilePath=ProviderReport&FromType=Public&FileName=The%20Curious%20Child_Unannounced%20Monitoring%20Visit_8-26-2022.pdf"
1061;"2022-02-28";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=1061&FilePath=ProviderReport&FromType=Public&FileName=SaraOlivo_UnannouncedMonitoringvisit_022822.pdf"
1061;"2022-02-28";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=1061&FilePath=ProviderReport&FromType=Public&FileName=Sara%20Olivo_Unannounced%20Monitoring%20Visit_2-28-2022.pdf"
1063;"2022-01-19";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=1063&FilePath=ProviderReport&FromType=Public&FileName=NewEraEnrichment_UnannouncedMonitoringVisit_011922.pdf"
1069;"2022-02-17";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=1069&FilePath=ProviderReport&FromType=Public&FileName=TenderHearts_UnannouncedMonitoringVisit_021722.pdf"
1071;"2021-12-02";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=1071&FilePath=ProviderReport&FromType=Public&FileName=Irene%20Salazar_Unannounced%20Monitoring%20Visit_12-2-2021.pdf"
857;"2021-09-21";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=857&FilePath=ProviderReport&FromType=Public&FileName=Carmen%20Carrasco_Unannounced%20Monitoring%20Visit_9-21-2021.pdf"
878;;"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=878&FilePath=ProviderReport&FromType=Public&FileName=A%20Family%20Tree%20School%20Age%20Dec%202021.pdf"
888;"2021-11-18";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=888&FilePath=ProviderReport&FromType=Public&FileName=Marcelina%20Martinez_Unannounced%20Monitoring%20Visit_11-18-2021.pdf"
901;"2022-01-05";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=901&FilePath=ProviderReport&FromType=Public&FileName=ClarkStreetDaycare_UnannouncedMonitoringVisit_010522.pdf"
907;"2021-10-04";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=907&FilePath=ProviderReport&FromType=Public&FileName=The%20Early%20Learning%20Center%20of%20RI%20Barrington_Unannuounced%20Monitoring%20Visit_10-4-2021.pdf"
907;"2022-04-21";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=907&FilePath=ProviderReport&FromType=Public&FileName=The%20Early%20Learning%20Center%20of%20RI%20LLC_Unannounced%20Monitoring%20Visit_4-21-2022.pdf"
919;"2021-11-18";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=919&FilePath=ProviderReport&FromType=Public&FileName=Imagination%20Station_Uannounnounced%20Monitoring%20Visit_11-18-2021.pdf"
919;"2022-05-02";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=919&FilePath=ProviderReport&FromType=Public&FileName=Imagination%20Station%20ELC_Unannounced%20Monitoring%20Visit_5-2-2022.pdf"
936;"2022-02-17";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=936&FilePath=ProviderReport&FromType=Public&FileName=AmazingKidsAcademy_UnannouncedMonitoringVisit_021722.pdf"
618;"2021-10-26";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=618&FilePath=ProviderReport&FromType=Public&FileName=Ana%20Guitierrez_Uannounced%20Monitoring%20Visit_10-26-2021.pdf"
606;"2022-04-21";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=606&FilePath=ProviderReport&FromType=Public&FileName=Nancy%20Martino_Unannounced%20Monitoring%20Visit_4-21-2022%20Spanish.pdf"
606;"2022-04-21";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=606&FilePath=ProviderReport&FromType=Public&FileName=Nancy%20Martino_Unannounced%20Monitoring%20Visit_4-21-2022.pdf"
608;"2022-04-29";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=608&FilePath=ProviderReport&FromType=Public&FileName=Disnalda%20Melendez_Unannounced%20Monitoring%20Visit_4-29-2022.pdf"
703;"2021-12-06";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=703&FilePath=ProviderReport&FromType=Public&FileName=MacColl%20Field%20YMCA%20at%20Saylesville_Unannounced%20Monitoring%20Visit_12-6-2021.pdf"
706;"2021-12-06";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=706&FilePath=ProviderReport&FromType=Public&FileName=MacColl%20Y%20at%20Lonsdale%20Elementary_Unannounced%20Monitoring%20Visit_12-6-2021.pdf"
707;"2022-06-08";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=707&FilePath=ProviderReport&FromType=Public&FileName=The%20Y%20at%20Blackstone%20Valley%20Prep_Unannounced%20Monitoring%20Visit_6-8-2022.pdf"
718;"2021-12-13";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=718&FilePath=ProviderReport&FromType=Public&FileName=Children's%20Learning%20Express_Unannounced%20Monitoring%20Visit_12-13-2021.pdf"
718;"2022-05-23";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=718&FilePath=ProviderReport&FromType=Public&FileName=Children's%20Learning%20Express_Unannounced%20Monitoring%20Visit_5-23-2022.pdf"
782;"2022-09-12";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=782&FilePath=ProviderReport&FromType=Public&FileName=El%20Baby%20Day%20Care%20Center_Unannounced%20Monitoring%20Visit_9-12-2022.pdf"
783;"2021-12-01";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=783&FilePath=ProviderReport&FromType=Public&FileName=El%20Bebe%20Childcare%20II_Unannounced%20Monitoring%20Visit_12-1-2021.pdf"
783;"2022-08-29";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=783&FilePath=ProviderReport&FromType=Public&FileName=El%20Bebe%20Day%20Care%20II_Unannounced%20Monitoring%20Visit_8-29-2022.pdf"
785;"2022-02-18";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=785&FilePath=ProviderReport&FromType=Public&FileName=LittleAngelsDaycare_UnannouncedMonitoringVisit_021822.pdf"
785;"2022-09-08";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=785&FilePath=ProviderReport&FromType=Public&FileName=Little%20Angel's%20Day%20Care_Unannounced%20Monitoring%20Visit_9-8-2022.pdf"
553;"2022-02-23";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=553&FilePath=ProviderReport&FromType=Public&FileName=YsabelcanelaDeRosado_UnannouncedMonitoringVisit_022322.pdf"
557;"2022-04-01";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=557&FilePath=ProviderReport&FromType=Public&FileName=Lizzie%20Rodriguez_Unannounced%20Monitoring%20Visit_4-1-2022.pdf"
69;"2021-12-03";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=69&FilePath=ProviderReport&FromType=Public&FileName=Angela%20Normandin_Unannounced%20Monitoring%20Visit_12-3-2021.pdf"
87;"2022-01-26";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=87&FilePath=ProviderReport&FromType=Public&FileName=TotsTownChildCare_UnannouncedMonitoringVisit_012622.pdf"
146;"2022-02-07";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=146&FilePath=ProviderReport&FromType=Public&FileName=BuildingBlocks_UnannouncedMonitoringVisit_020722.pdf"
146;"2022-09-09";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=146&FilePath=ProviderReport&FromType=Public&FileName=Building%20Blocks%20Child%20Care%20Center_Unannounced%20Monitoring%20Visit_9-9-2022.pdf"
332;"2022-03-16";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=332&FilePath=ProviderReport&FromType=Public&FileName=SomalisUrena_UnannouncedMonitoringVisit_031622.pdf"
653;"2022-03-25";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=653&FilePath=ProviderReport&FromType=Public&FileName=The%20Children's%20Workshop%20Pawtucket_Unannounced%20Monitoring%20Visit_3-25-2022.pdf"
657;"2022-03-28";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=657&FilePath=ProviderReport&FromType=Public&FileName=The%20Children's%20Workshop%20Central%20Falls_Unannounced%20Monitoring%20Visit_3-28-2022.pdf"
667;"2022-07-08";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=667&FilePath=ProviderReport&FromType=Public&FileName=Boys%20&amp;%20Girls%20Club%20of%20Providence-Hartford_Unannounced%20Monitoring%20Visit_7-8-2022.pdf"
688;"2022-03-07";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=688&FilePath=ProviderReport&FromType=Public&FileName=FabiolaBurns_UnannouncedMonitoringReport_030722.pdf"
696;"2021-11-24";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=696&FilePath=ProviderReport&FromType=Public&FileName=MacColl%20Field%20School's%20Out%20Barn_Unannounced%20Monitoring%20Visit_11-24-2021.pdf"
696;"2022-06-30";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=696&FilePath=ProviderReport&FromType=Public&FileName=MacColl%20YMCA_Unannounced%20Monitoring%20Visit_6-30-2022.pdf"
852;"2021-11-08";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=852&FilePath=ProviderReport&FromType=Public&FileName=Gingerbread%20House%20Infant_Toddler_Uannaounce%20Monitoring%20Visit_11-8_2021.pdf"
853;"2021-11-08";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=853&FilePath=ProviderReport&FromType=Public&FileName=Gingerbread%20House%20Preschool_Uannaounce%20Monitoring%20Visit_11-8_2021.pdf"
853;"2022-08-05";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=853&FilePath=ProviderReport&FromType=Public&FileName=The%20Gingerbread%20House%20Preschool_Unannounced%20Monitoring%20Visit_8-5-2022.pdf"
854;"2022-08-05";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=854&FilePath=ProviderReport&FromType=Public&FileName=The%20Gingerbread%20House%20Clubhouse_Unannounced%20Monitoring%20Visit_8-5-2022.pdf"
997;"2021-10-27";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=997&FilePath=ProviderReport&FromType=Public&FileName=Dreamland%20Learning%20Center_Unannounced%20Monitoring%20Visit_10-27-2021.pdf"
1148;"2022-05-11";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=1148&FilePath=ProviderReport&FromType=Public&FileName=Elizabeth%20Montan_Unannounced%20Monitoring%20Visit_5-11-2022.pdf"
1196;"2021-12-02";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=1196&FilePath=ProviderReport&FromType=Public&FileName=MacColl%20YMCA%20at%20BVP%20Broad%20Street_Unannounced%20Monitoring%20Visit_12-2-2021.pdf"
1196;"2022-06-08";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=1196&FilePath=ProviderReport&FromType=Public&FileName=MacColl%20YMCA%20at%20BVP%20Broad%20Street_Unannounced%20Monitoring%20Visit_6-8-2022.pdf"
1267;"2021-12-30";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=1267&FilePath=ProviderReport&FromType=Public&FileName=Yenersi%20Hernandez_Unannounced%20Monitoring%20Visit_12-30-21.pdf"
2820;"2021-12-08";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=2820&FilePath=ProviderReport&FromType=Public&FileName=Blessed%20Sacarament%20Preschool%20of%20Blessed%20Sacarament_Unannounced%20Monitoring%20Visit_12-8-21.pdf"
2820;"2022-06-08";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=2820&FilePath=ProviderReport&FromType=Public&FileName=Blessed%20Sacrament%20Preschool_Unannounced%20Monitoring%20Visit_6-8-2022.pdf"
2820;"2022-06-08";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=2820&FilePath=ProviderReport&FromType=Public&FileName=Blessed%20Sacrament%20Preschool_Unannounced%20Monitoring%20Visit_6-8-2022.pdf"
952;"2021-10-25";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=952&FilePath=ProviderReport&FromType=Public&FileName=St.%20Peter's%20School_Unannounced%20Monitoring%20Visit_10-25-2021.pdf"
952;"2022-05-09";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=952&FilePath=ProviderReport&FromType=Public&FileName=St%20Peters%20Preschool_Unannounced%20Monitoring%20Visit_5-9-2022.pdf"
958;"2021-10-05";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=958&FilePath=ProviderReport&FromType=Public&FileName=Barbara%20M%20Tufts%20Coop%20Preschool_Unannounced%20Monitoring%20Visit_10-5-2021.pdf"
958;"2022-09-22";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=958&FilePath=ProviderReport&FromType=Public&FileName=Barbara%20M%20Tufts%20Coop%20Preschool_Unannounced%20Monitoring%20Visit_9-22-2022.pdf"
348;"2022-03-23";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=348&FilePath=ProviderReport&FromType=Public&FileName=Luisa%20Castillo_UnannouncedMonitoringvisit_032322.pdf"
365;"2022-02-04";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=365&FilePath=ProviderReport&FromType=Public&FileName=JuanaAbreau_UnannouncedMonitoringVisit_020422.pdf"
151;"2021-10-15";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=151&FilePath=ProviderReport&FromType=Public&FileName=Martin%20Luther%20King%20Center%20Day%20Care_Unannounced%20Monitoring%20Visit_10-15-2021.pdf"
151;"2022-03-31";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=151&FilePath=ProviderReport&FromType=Public&FileName=Martin%20Luther%20King%20Center%20Day%20Care_Unannounced%20Monitoring%20Visit_3-31-2022.pdf"
223;"2021-11-01";"https://earlylearningprograms.dhs.ri.gov/Provider/DownloadFile?ProviderId=223&FilePath=ProviderReport&FromType=Public&FileName=Kids%20Klub%20at%20Globe%20Park_Unannounced%20Monitoring%20Visit_11-1-2021.pdf"
