"ID";"Provider Name";"Facility Type";"Street Address";"City";"County";"State";"Zip Code";"Phone";"Contact Name";"Star Quality Rating";"Capacity";"Min Age";"Max Age";"Open Time";"Close Time";"Child Care Assistance";"Discounts";"Wheelchair Access";"Transportation";"Licensing Program Evaluator";"Evaluator Phone"
"96b66eef5466889e3585de59714c1bb5";"Kenton Head Start";"Centers Care for 13 or more children";"101 B Tommy Wade Drive";"KENTON";"Gibson";"TN";38233;"'7317496435";"Sidney Sherrod";"3 star";36;"3 YR";"5 YR";"7:45 AM";"2:30 PM";"NO";"NO";"YES";"NO";"Amy Richardson";"'7312250038"
"06fa58bb10e105a9407072e8558b3386";"Kid's Land Child Care Center";"Centers Care for 13 or more children";"612 N. Central Avenue.";"Humboldt";"Gibson";"TN";38343;"'7317845733";"Tracie Claybrook";"3 star";24;"6 WK";"12 YR";"6:30 AM";"5:00 PM";"YES";"NO";"YES";"NO";"Kierra Tipler";"'7314206102"
"7a80fb586cc7ea68bbf14d0597cd8240";"Kinder Academy Learning Center LLC";"Centers Care for 13 or more children";"9059 E Van Hook Street";"Milan";"Gibson";"TN";38358;"'7312382132";"Santrisa Spates";"3 star";44;"6 WK";"12 YR";"6:30 AM";"5:30 PM";"YES";"NO";"YES";"NO";"LISA COUCH";"'7312253936"
"ce0b0a92ae14e177d87f42fceba2157d";"Little People's Day Care";"Centers Care for 13 or more children";"413 E. Fourth St.";"Trenton";"Gibson";"TN";38382;"'7318554777";"Carla Barnes";"3 star";22;"6 WK";"14 YR";"6:30 AM";"11:00 PM";"YES";"YES";"NO";"NO";"Amy Richardson";"'7312250038"
"5be583f50087dfa2c75af28402748745";"Little People's Jump Start";"Centers Care for 13 or more children";"409 East 4th Street";"Trenton";"Gibson";"TN";38382;"'7318554777";"Carla Barnes";"New";24;"3 YR";"13 YR";"7:00 AM";"5:00 PM";"YES";"NO";"NO";"NO";"Amy Richardson";"'7312250038"
"0258c8aa191bca3428b799f3a02ad45d";"MCLC Kids LLC";"Centers Care for 13 or more children";"230 Hwy 45E N";"Medina";"Gibson";"TN";38355;"'7317831988";"Amber Teague";"3 star";75;"6 WK";"12 YR";"6:30 AM";"5:30 PM";"YES";"YES";"YES";"NO";"Kierra Tipler";"'7314206102"
"c09b2cf78050aad8e2b462b93e5f5e29";"Milan Christian Care Center Inc.";"Centers Care for 13 or more children";"5061 N. First";"Milan";"Gibson";"TN";38358;"'7316868875";"Debbie Lunn";"3 star";85;"6 WK";"10 YR";"6:15 AM";"5:30 PM";"YES";"NO";"NO";"YES";"ALLIE PURDUM";"'7314141006"
"ce6e09dc2c0409817f26aaf99898fd07";"Milan Early Childhood Program (-E-)";"Centers Care for 13 or more children";"1100 MIDDLE ROAD";"MILAN";"Gibson";"TN";38358;"'7316860840";"Tammy Mccurley";;122;"3 YR";"5 YR";"7:45 AM";"2:05 PM";"NO";"NO";"YES";"NO";"MEG HALL";"'7313077808"
"166d37e4e7420c5697ed82109534358b";"Noah's Ark Learning Center";"Centers Care for 13 or more children";"5060 N. First Street";"Milan";"Gibson";"TN";38358;"'7316860006";"Celeste Sapp";"3 star";54;"1 YR";"12 YR";"6:45 AM";"5:30 PM";"YES";"NO";"NO";"NO";"ALLIE PURDUM";"'7314141006"
"d59d52adf5288654949604f7375030f2";"Presbyterian Day School";"Centers Care for 13 or more children";"1528 Presbyterian Drive";"Humboldt";"Gibson";"TN";38343;"'7317844130";"Tammy Turner";"3 star";62;"1 YR";"7 YR";"7:00 AM";"5:30 PM";"YES";"YES";"YES";"NO";"Kierra Tipler";"'7314206102"
"060ac0a36642f9a526500868e77da695";"Professional Child Care II";"Centers Care for 13 or more children";"1740 Industrial Drive";"Trenton";"Gibson";"TN";38382;"'7318554907";"Tina Richmond";"2 star";86;"6 WK";"12 YR";"5:45 AM";"6:00 PM";"YES";"YES";"YES";"NO";"Amy Richardson";"'7312250038"
"c568ec539c6cdbd71b9f1e4adacd2d8c";"South Gibson County Elementary ESP (-E-)";"Centers Care for 13 or more children";"100 Mt. Zion Rd.";"MEDINA";"Gibson";"TN";38355;"'7317833660";"Kim Wilson";;300;"5 YR";"12 YR";"6:10 AM";"5:30 PM";"NO";"YES";"YES";"NO";"Donna Teague";"'7313581496"
"1fec090a4f6603c427dda9adec2fc7b3";"South Gibson County Elementary Pre-K (-E-)";"Centers Care for 13 or more children";"100 Mt. Zion Rd.";"MEDINA";"Gibson";"TN";38355;"'7317833660";"Deloris Wilson";;60;"3 YR";"5 YR";"7:25 AM";"2:25 PM";"NO";"NO";"YES";"YES";"MEG HALL";"'7313077808"
"0cb35f1a02785de2ea83aaad3b1177b2";"Stigall Montessori School (-E-)";"Centers Care for 13 or more children";"301 Westside Dr.";"Humboldt";"Gibson";"TN";38343;"'7317842825";"Adrian Doaks";;22;"3 YR";"6 YR";"7:40 AM";"3:00 PM";"NO";"NO";"YES";"NO";"MEG HALL";"'7313077808"
"030288c82f0b312d5764239d6ddb8f3c";"T L C Day Care";"Centers Care for 13 or more children";"77 Dyersburg Hwy.";"Trenton";"Gibson";"TN";38382;"'7314870062";"Brittany Kimmons";"No Participate";22;"1 YR";"5 YR";"7:00 AM";"5:00 PM";"YES";"YES";"NO";"NO";"LISA COUCH";"'7312253936"
"42d32b456f16988f6ea44d9ba5403564";"T&G Miracle Day Care II";"Centers Care for 13 or more children";"400 South 17th Avenue";"Humboldt";"Gibson";"TN";38343;"'7319950040";"Gloria Gray";"No Participate";24;"6 WK";"12 YR";"6:30 AM";"9:00 PM";"YES";"NO";"YES";"NO";"Kierra Tipler";"'7314206102"
"d8920673944a43619f49d1ffa0433c30";"Tennessee State University TN CAREs";"Centers Care for 13 or more children";"421 E. 2nd Street";"Trenton";"Gibson";"TN";38382;"'7318551899";"Melissa Ashmore";"3 star";32;"6 WK";"35 MO";"7:45 AM";"3:15 PM";"NO";"NO";"YES";"NO";"LISA COUCH";"'7312253936"
"b55a3022362d37359a4096f917bd2a6c";"Trenton Pre-K Early Childhood Program (-E-)";"Centers Care for 13 or more children";"811 South College St.";"TRENTON";"Gibson";"TN";38382;"'7318550971";"Amy Allen";;80;"4 YR";"5 YR";"8:00 AM";"2:00 PM";"NO";"NO";"YES";"NO";"MEG HALL";"'7313077808"
"6bd3aa22dd22bfb76592e5f7bb7ce57b";"Trenton SSD/Head Start Pre-K (-E-)";"Centers Care for 13 or more children";"811 South College";"TRENTON";"Gibson";"TN";38382;"'7318551162";"Kim Holt";;20;"4 YR";"5 YR";"7:30 AM";"2:00 PM";"NO";"NO";"YES";"NO";"MEG HALL";"'7313077808"
"238be061e5baebf83a828138c352822d";"TSU/TN Cares Early Head Start";"Centers Care for 13 or more children";"21 Hadley Drive";"Humboldt";"Gibson";"TN";38343;"'7318240092";"Crystal Wedley";"3 star";24;"6 WK";"4 YR";"7:30 AM";"4:00 PM";"NO";"NO";"YES";"NO";"ALLIE PURDUM";"'7314141006"
"6ac1d3392764fcf76a7cdca633567a29";"YMCA @ Trenton Elementary School";"Centers Care for 13 or more children";"811 S. College Street";"Trenton";"Gibson";"TN";38382;"'7313774348";"Pamela Hipp";"3 star";150;"4 YR";"12 YR";"6:30 AM";"6:00 PM";"NO";"YES";"NO";"NO";"LISA COUCH";"'7312253936"
"51a98dfbeef8390b226c8d4af0f15be7";"Yorkville Elementary Pre-K (-E-)";"Centers Care for 13 or more children";"56 NEBO-YORKVILLE ROAD";"YORKVILLE";"Gibson";"TN";38389;"'7316436598";"Deloris Wilson";;20;"4 YR";"5 YR";"8:00 AM";"3:00 PM";"NO";"NO";"YES";"YES";"MEG HALL";"'7313077808"
"fef174609284879dd877228fce2915d6";"BEC-BEC'S";"Family Homes Care for 7 or fewer children";"241 Haywood Creek Road";"Pulaski";"Giles";"TN";38478;"'9314240706";"Becky Boaz";"3 star";7;"6 WK";"12 YR";"6:30 AM";"5:00 PM";"NO";"NO";"NO";"NO";"Lindsey Mays";"'9314903941"
"6ac73e704a218e91718b8c1449658e47";"Campbellsville Kids";"Group Homes Care for 8-12 children";"2100 Campbellsville Pike";"Lynnville";"Giles";"TN";38472;"'9315273672";"Patty Rose";"New";12;"6 WK";"12 YR";"6:00 AM";"5:00 PM";"YES";"NO";"YES";"NO";"Lindsey Mays";"'9314903941"
"bb1898982a84266ae11d9c024b1caddd";"Campbellsville Kids II";"Group Homes Care for 8-12 children";"2100 Campbellsville Pike";"Lynnville";"Giles";"TN";38472;"'9315273672";"Terry Turner";"New";12;"6 WK";"12 YR";"6:00 AM";"5:00 PM";"YES";"NO";"YES";"NO";"Lindsey Mays";"'9314903941"
"eff05918144dea224107e51169937394";"KAY KAY'S GROUP DAY CARE";"Group Homes Care for 8-12 children";"4420 MINOR HILL HIGHWAY";"PULASKI";"Giles";"TN";38478;"'9313634903";"Cathy Thornton";"3 star";12;"6 WK";"12 YR";"6:30 AM";"5:00 PM";"NO";"NO";"YES";"NO";"Lindsey Mays";"'9314903941"
"35f4298cfdaf0dc7bc7592c2aa8cfe37";"KIDZ KORNER DAY CARE";"Group Homes Care for 8-12 children";"613 MARIETTA STREET";"PULASKI";"Giles";"TN";38478;"'9314249569";"Barbara Threat";"3 star";12;"6 WK";"12 YR";"6:00 AM";"5:00 PM";"YES";"YES";"NO";"NO";"Lindsey Mays";"'9314903941"
"67095b21633d8f6ebc6bc1645fec232d";"KIDZ KORNER DAY CARE PHASE 2";"Group Homes Care for 8-12 children";"611 MARIETTA STREET";"PULASKI";"Giles";"TN";38478;"'9314249569";"Carmela Hutton";"3 star";12;"3 YR";"12 YR";"6:00 AM";"5:00 PM";"YES";"NO";"NO";"NO";"Lindsey Mays";"'9314903941"
"3b0c9b8101a90a3b9bfaf12163e77133";"LIBERTY HILL DAYCARE";"Group Homes Care for 8-12 children";"4521 RHEA BRANCH RD.";"ETHRIDGE";"Giles";"TN";38456;"'9313638889";"Wanda Risner";"3 star";12;"6 WK";"12 YR";"6:00 AM";"5:00 PM";"YES";"NO";"YES";"NO";"Lindsey Mays";"'9314903941"
"0fdcbd299ce857cc5f2daa2434052dcf";"Little People & Company";"Group Homes Care for 8-12 children";"990 Mountain View Drive";"Pulaski";"Giles";"TN";38478;"'9313634797";"Tami Greene";"0 - minimal requrements";12;"6 WK";"12 YR";"6:30 AM";"5:15 PM";"NO";"NO";"NO";"NO";"Lindsey Mays";"'9314903941"
"63f45fc81edbc31cd5786f6f3f6c85f3";"MISS JUDY'S ACADEMY";"Group Homes Care for 8-12 children";"1648 MAIN STREET";"LYNNVILLE";"Giles";"TN";38472;"'9315270032";"Judy Roberts";"0 - minimal requrements";12;"1 YR";"12 YR";"6:00 AM";"6:00 PM";"YES";"NO";"YES";"NO";"Lindsey Mays";"'9314903941"
"ad60efac0df2a17808ac27e0d4b99482";"Nanny's Bluehouse Daycare";"Group Homes Care for 8-12 children";"573 Oak Grove Road";"Goodsprings";"Giles";"TN";38460;"'9313630786";"Linda Thompson";"0 - minimal requrements";12;"6 WK";"12 YR";"6:00 AM";"5:30 PM";"NO";"NO";"YES";"NO";"Lindsey Mays";"'9314903941"
"ea83c8076947c690ec157f7657204a56";"Precious Moments";"Group Homes Care for 8-12 children";"637 West Woodring St.";"Pulaski";"Giles";"TN";38478;"'9314249221";"Tijuania Brooks";"New";12;"6 WK";"12 YR";"6:00 AM";"5:00 PM";"YES";"NO";"NO";"NO";"Lindsey Mays";"'9314903941"
"c2fbf9ccd376f4377d6f07775dea5b8c";"BODENHAM HEAD START CENTER";"Centers Care for 13 or more children";"21142 HIGHWAY 64 WEST";"PULASKI";"Giles";"TN";38478;"'9313630448";"Jackie Gilbert";"3 star";80;"3 YR";"5 YR";"8:00 AM";"2:30 PM";"NO";"NO";"YES";"NO";"Lindsey Mays";"'9314903941"
"87d82f5b591e3e6cb3bf504d8f7eb870";"Boys and Girls Clubs of Maury County, (-E-)";"Centers Care for 13 or more children";"540 Massey Drive";"PULASKI";"Giles";"TN";38478;"'9314245815";;;50;"6 YR";"14 YR";"2:00 PM";"6:00 PM";"YES";"YES";"NO";"NO";"BILLY BENTON";"'6152108686"
"c751abfb30f88c5a7c6e25dda5e14206";"BRIGHT BEGINNINGS CHRISTIAN PRESCHOOL (-E-)";"Centers Care for 13 or more children";"1827 MILL STREET";"PULASKI";"Giles";"TN";38478;"'9313634144";"Tina Jett";;125;"6 WK";"5 YR";"6:30 AM";"5:30 PM";"YES";"NO";"YES";"NO";"JERRI TUTEN";"'7315496381"
"4afedb55267114865dffe3d18e710b60";"ELKTON SCHOOL LEAPS (-E-)";"Centers Care for 13 or more children";"176 College Street";"Elkton";"Giles";"TN";38455;"'9314622285";;;80;"7 YR";"12 YR";"3:00 PM";"6:00 PM";"NO";"NO";"YES";"NO";"BILLY BENTON";"'6152108686"
"571bfb5fad99883dc9e90bb4a3d7c6fd";"ELKTON SCHOOL PRE-K (-E-)";"Centers Care for 13 or more children";"176 COLLEGE STREET";"ELKTON";"Giles";"TN";38455;"'9314682285";"Barbara Jennings";;20;"4 YR";"5 YR";"7:45 AM";"1:30 PM";"YES";"NO";"YES";"NO";"JERRI TUTEN";"'7315496381"
"ee57f91c269e44c16da3f71dcb545a23";"GILES COUNTY Head Start/Early Head Start";"Centers Care for 13 or more children";"111 VICTORIA AVE";"PULASKI";"Giles";"TN";38478;"'9313635535";"Elizabeth Garrett";"3 star";56;"6 WK";"5 YR";"8:00 AM";"2:30 PM";"NO";"NO";"YES";"NO";"Lindsey Mays";"'9314903941"
"a366c399c8835db125ef125594642018";"Minor Hill School LEAPs (-E-)";"Centers Care for 13 or more children";"13099 MINOR HILL HWY";"MINOR HILL";"Giles";"TN";38473;"'9315653117";;;75;;;;;"YES";"NO";"NO";"NO";"BILLY BENTON";"'6152108686"
"4814a093cc5efc0d568956aa190185a7";"MINOR HILL SCHOOL PRE-K (-E-)";"Centers Care for 13 or more children";"13099 MINOR HILL HWY";"MINOR HILL";"Giles";"TN";38473;"'9315653117";"Barbara Jennings";;20;"4 YR";"5 YR";"7:45 AM";"1:15 PM";"YES";"NO";"NO";"NO";"JERRI TUTEN";"'7315496381"
"7900f7192eb740b679de7e0cddfe3cc7";"PULASKI ELEMENTARY PRE-K AND (-E-)";"Centers Care for 13 or more children";"606 SOUTH CEDAR LANE";"PULASKI";"Giles";"TN";38478;"'9313635233";"Barbara Jennings";;60;"3 YR";"5 YR";"8:15 AM";"1:45 PM";"YES";"NO";"YES";"NO";"JERRI TUTEN";"'7315496381"
"c75232fd87ea54d5dfcee916d717973c";"RICHLAND ELEMENTARY PRE-K (-E-)";"Centers Care for 13 or more children";"10333 COLUMBIA HWY";"LYNNVILLE";"Giles";"TN";38472;"'9315270663";"Barbara Jennings";;20;"4 YR";"5 YR";"7:30 AM";"1:00 PM";"YES";"NO";"YES";"NO";"JERRI TUTEN";"'7315496381"
"00bcb3916f6ff80395ac95335f260b9f";"RICHLAND SCHOOL LEAPS (-E-)";"Centers Care for 13 or more children";"10333 Columbia Hwy";"Lynnville";"Giles";"TN";38472;"'9315270663";;;80;"6 YR";"12 YR";"3:00 PM";"6:00 PM";"NO";"NO";"YES";"NO";"BILLY BENTON";"'6152108686"
"57d32cad6405a127b13880bd14a2a82b";"SOUTHSIDE ELEMENTARY LEAPs (-E-)";"Centers Care for 13 or more children";"707 S. CEDAR LANE";"PULASKI";"Giles";"TN";38478;"'9314247005";"Sherry Polly";;150;"5 YR";"12 YR";"3:00 PM";"6:00 PM";"NO";"NO";"YES";"NO";"BILLY BENTON";"'6152108686"
"dd8919e52500349593cf8ae8978aacfc";"THE GROWING TREE NURSERY SCHOOL";"Centers Care for 13 or more children";"200 WEST JEFFERSON STREET";"PULASKI";"Giles";"TN";38478;"'9313637465";"Laura Thorn";"3 star";90;"18 MO";"6 YR";"6:30 AM";"5:30 PM";"NO";"YES";"YES";"NO";"Lindsey Mays";"'9314903941"
"de8712e73e5d8f57a2ef8a46ee077280";"BEAN STATION ELEMENTARY PRESCHOOL (-E-)";"Centers Care for 13 or more children";"200 BEAN STATION SCHOOL RD";"BEAN STATION";"Grainger";"TN";37708;"'8657672131";"Linda Hodges";;20;"4 YR";"5 YR";"8:00 AM";"1:30 PM";"NO";"NO";"YES";"NO";"Summer Cleek";"'8659655235"
"213ec3a09e0e66305860b093a0caf823";"Bean Station Head Start";"Centers Care for 13 or more children";"450 Ella Circle";"Bean Station";"Grainger";"TN";37708;"'8659937734";"Janet Seal";"3 star";20;"3 YR";"5 YR";"9:00 AM";"2:00 PM";"NO";"NO";"YES";"NO";"MARGO MATHIS";"'8655949178"
"b4229aeef9738d63d97213440732f50c";"Central Point Head Start";"Centers Care for 13 or more children";"151 Sam Roberts Lane";"Rutledge";"Grainger";"TN";37861;"'8658288585";"Curt Amos";"3 star";20;"3 YR";"5 YR";"9:00 AM";"2:00 PM";"NO";"NO";"YES";"YES";"MARGO MATHIS";"'8655949178"
"fdbefa1704b17eee629b15b4beaa0176";"Joppa Elementary Afterschool (-E-)";"Centers Care for 13 or more children";"4745 Rutledge Pike";"Rutledge";"Grainger";"TN";37861;"'4235815420";;;45;"5 YR";"14 YR";"3:00 PM";"6:00 PM";"YES";"NO";"YES";"NO";;
"63c90a314ccd636b2ec5e77038bd440a";"JOPPA ELEMENTARY PRESCHOOL (-E-)";"Centers Care for 13 or more children";"4745 RUTLEDGE PIKE";"RUTLEDGE";"Grainger";"TN";37861;"'8658285721";"Linda Hodges";;20;"4 YR";"5 YR";"8:00 AM";"1:30 PM";"NO";"NO";"YES";"NO";"Summer Cleek";"'8659655235"
"45f01ba6099463be5adc533ca8f3183d";"Rutledge Elementary After School (-E-)";"Centers Care for 13 or more children";"7480 Rutledge Pike";"Rutledge";"Grainger";"TN";37861;"'4235815420";;;45;"5 YR";"14 YR";"3:00 PM";"6:00 PM";"YES";"NO";"NO";"NO";;
"6771341038d884884e06f563387981b6";"Rutledge Head Start";"Centers Care for 13 or more children";"272 Bryan Road";"Rutledge";"Grainger";"TN";37861;"'8658283002";;"3 star";20;"3 YR";"5 YR";"9:00 AM";"2:00 PM";"NO";"NO";"YES";"NO";"MARGO MATHIS";"'8655949178"
"ec6dd827e27036cde1a8d09252a83b38";"RUTLEDGE PRIMARY PRE-K (-E-)";"Centers Care for 13 or more children";"470 WATER STREET";"RUTLEDGE";"Grainger";"TN";37861;"'8658285614";"Linda Hodges";;60;"4 YR";"5 YR";"8:00 AM";"1:30 PM";"NO";"NO";"YES";"NO";"Summer Cleek";"'8659655235"
"9d68dd419ea8498f4662911bf01b2433";"Washburn Afterschool Program (-E-)";"Centers Care for 13 or more children";"7925 TN HWY 131";"Washburn";"Grainger";"TN";37888;"'4235815420";;;60;"5 YR";"14 YR";"3:00 PM";"6:00 PM";"YES";"NO";"YES";"NO";;
"dc4404f257f831649b74a63d811b99cd";"WASHBURN SCHOOL PREK (-E-)";"Centers Care for 13 or more children";"7925 HIGHWAY 131";"WASHBURN";"Grainger";"TN";37888;"'8654972556";"Linda Hodges";;20;"4 YR";"5 YR";"8:00 AM";"1:30 PM";"NO";"NO";"YES";"NO";"Summer Cleek";"'8659655235"
"74baacb8bb59163f629614f0546208ba";"Eagle Heights Preschool";"Group Homes Care for 8-12 children";"2 Mt. Pleasant Circle";"Greeneville";"Greene";"TN";37743;"'4238238451";"Shirley Leftwich";"3 star";12;"6 WK";"12 YR";"4:30 AM";"6:30 PM";"YES";"YES";"NO";"NO";"RITA WILLIAMS";"'4234344666"
"ce68da647e9abd1e661ead5eb4938d82";"LITTLE BLESSINGS";"Group Homes Care for 8-12 children";"100 Emerald Road";"Mosheim";"Greene";"TN";37818;"'4234221674";"Stephanie Strange";"3 star";12;"6 WK";"12 YR";"6:00 AM";"4:30 PM";"YES";"NO";"NO";"NO";"Jennifer Phillips";"'4237873070"
"a27c37ca024ce1d4b001765da7ffc03c";"Middle Creek Montessori Preschool";"Group Homes Care for 8-12 children";"1016 John Bird Road Suite A";"Afton";"Greene";"TN";37616;"'4237871999";"Beatriz See";"No Participate";12;"3 YR";"12 YR";"7:00 AM";"5:30 PM";"YES";"NO";"NO";"NO";"Jennifer Phillips";"'4237873070"
"374551dd7fff47b987e9ca93d14d617b";"THE ACADEMY LEARNING CENTER";"Group Homes Care for 8-12 children";"408 N Hardin Street";"Greeneville";"Greene";"TN";37745;"'4236202619";"Tammy Wright";"New";12;"6 WK";"12 YR";"7:30 AM";"5:30 PM";"YES";"NO";"YES";"NO";"Jennifer Phillips";"'4237873070"
"7b889a4bdf8748aa37f8d8c6b4a08b0c";"All About Kids Childcare, LLC";"Centers Care for 13 or more children";"1421 Tusculum Blvd.";"Greeneville";"Greene";"TN";37745;"'4235254951";"Caitlin Westmorland";"3 star";50;"6 WK";"12 YR";"6:45 AM";"5:45 PM";"YES";"NO";"NO";"NO";"Jennifer Phillips";"'4237873070"
"0a4c11230196f298dc8acee4402505a4";"ASBURY CHILD ENRICHMENT CENTER";"Centers Care for 13 or more children";"205 SOUTH MAIN ST.";"GREENEVILLE";"Greene";"TN";37743;"'4237981060";"Chassidy Inscore";"3 star";82;"6 WK";"5 YR";"6:30 AM";"5:30 PM";"YES";"NO";"YES";"NO";"Jennifer Phillips";"'4237873070"
"12eb16aa61b3d810a8971c34220a6a7f";"BAILEYTON ELEMENTARY PREK (-E-)";"Centers Care for 13 or more children";"6535 HORTON HIGHWAY";"GREENEVILLE";"Greene";"TN";37743;"'4232346511";;;20;"4 YR";"5 YR";"7:50 AM";"2:00 PM";"NO";"NO";"YES";"YES";"Summer Johnson";"'4234405175"
"d05934e767304dc24e0d3086ea93bf2e";"BOYS & GIRLS CLUB OF GREENEVILLE (-E-)";"Centers Care for 13 or more children";"740 West Church Street";"Greeneville";"Greene";"TN";37745;"'4237879322";"Scott Bullington";;150;"5 YR";"18 YR";"2:45 PM";"6:30 PM";"NO";"YES";"YES";"YES";;
"97b44179b7cf2384d1feb4897ed7177f";"CAMP CREEK PREK (-E-)";"Centers Care for 13 or more children";"2994 CAMP CREEK ROAD";"GREENEVILLE";"Greene";"TN";37743;"'4236384034";;;20;"4 YR";"5 YR";"8:00 AM";"2:00 PM";"NO";"NO";"YES";"YES";"Summer Johnson";"'4234405175"
"ba9e26a2bc8d00810c3376de170d543e";"CHILDREN'S CENTER OF HOLSTON HOME";"Centers Care for 13 or more children";"119 FAIRGROUNDS CIRCLE";"GREENEVILLE";"Greene";"TN";37745;"'4236385589";"Kathy Meredith";"3 star";90;"6 WK";"6 YR";"6:30 AM";"5:30 PM";"YES";"YES";"YES";"NO";"Jennifer Phillips";"'4237873070"
"5771d9b1dbfd86512828b0ff1356b7e9";"CHUCKEY HEAD START AND PREK (-E-)";"Centers Care for 13 or more children";"1605 CHUCKEY HIGHWAY";"CHUCKEY";"Greene";"TN";37641;"'4232573406";"Chris Malone";;40;"4 YR";"5 YR";"8:00 AM";"2:00 PM";"NO";"NO";"YES";"YES";"Summer Johnson";"'4234405175"
"56db4fdfe4873895c5b894cbee977fc6";"DEBUSK PRE-K (-E-)";"Centers Care for 13 or more children";"740 DEBUSK ROAD";"GREENEVILLE";"Greene";"TN";37743;"'4236383108";"Chris Malone";;20;"4 YR";"5 YR";"8:00 AM";"2:00 PM";"YES";"NO";"YES";"YES";"Summer Johnson";"'4234405175"
"e45552204a3e87c5b70d4248864d6a89";"DOAK ELEMENTARY ESP (-E-)";"Centers Care for 13 or more children";"70 WEST STREET";"GREENEVILLE";"Greene";"TN";37743;"'4237982650";;;60;"5 YR";"14 YR";"6:00 AM";"6:00 PM";"YES";"YES";"YES";"NO";;
"a337e53e712383ded82fb566b82f4eba";"DOAK PRE-K (-E-)";"Centers Care for 13 or more children";"70 WEST STREET";"GREENEVILLE";"Greene";"TN";37745;"'4236394793";;;40;"4 YR";"5 YR";"7:50 AM";"2:00 PM";"YES";"NO";"YES";"YES";"Summer Johnson";"'4234405175"
"25ae5252193162d75d8302c092d35ad1";"EASTVIEW ELEMENTARY PREK (-E-)";"Centers Care for 13 or more children";"454 EAST BERNARD AVE.";"GREENEVILLE";"Greene";"TN";37745;"'4235252694";"Lauren Edwards";;20;"4 YR";"5 YR";"8:30 AM";"3:30 PM";"NO";"NO";"YES";"YES";"Summer Johnson";"'4234405175"
"47f75d212f3dcab58fdddbad98c0a995";"EASTVIEW ELEMENTARY SCHOOL- ESP (-E-)";"Centers Care for 13 or more children";"454 E. BERNARD AVENUE";"GREENEVILLE";"Greene";"TN";37743;"'4238230136";;;100;"4 YR";"12 YR";"3:00 PM";"6:00 PM";"YES";"YES";"YES";"NO";"Summer Johnson";"'4234405175"
"693b8475200a2629cc36489303749689";"Family Ties Daycare LLC";"Centers Care for 13 or more children";"208 Majestic Circle";"Greeneville";"Greene";"TN";37743;"'4236382223";"Amanda Hixson";"No Participate";43;"6 WK";"5 YR";"6:00 AM";"5:30 PM";"NO";"NO";"YES";"NO";"Jennifer Phillips";"'4237873070"
"50cf95a5d4daba2e2724d4bd73cd4409";"GEORGE CLEM HEAD START";"Centers Care for 13 or more children";"312 FLORAL ST.";"GREENEVILLE";"Greene";"TN";37743;"'4236393031";"Matthew Underwood";"3 star";75;"3 YR";"5 YR";"9:30 AM";"1:30 PM";"NO";"NO";"YES";"YES";"Jennifer Phillips";"'4237873070"
"52ac44e104cb3f034cde962d670a321f";"Glenwood Early Learning Program (-E-)";"Centers Care for 13 or more children";"3860 Warrensburg Road";"Greeneville";"Greene";"TN";37743;"'4236394194";;;40;"3 YR";"5 YR";"7:30 AM";"3:00 PM";"YES";"NO";"YES";"NO";"Summer Johnson";"'4234405175"
"456ad06022998ff0a38621f6d2d579c7";"GREENEVILLE TECHNOLOGY CENTER PREK (-E-)";"Centers Care for 13 or more children";"1121 Hal Henard Rd.";"Greeneville";"Greene";"TN";37743;"'4236389340";"Latasha Keller";;20;"3 YR";"5 YR";"8:30 AM";"3:30 PM";"NO";"NO";"YES";"YES";"Summer Johnson";"'4234405175"
"220ce8f20bc9865ad39eb6439eca95ef";"HAL HENARD ELEMENTARY - ESP (-E-)";"Centers Care for 13 or more children";"425 EAST VANN RD.";"GREENEVILLE";"Greene";"TN";37743;"'4238230043";"Lori Comstock";;35;"5 YR";"12 YR";"3:00 PM";"6:00 PM";"YES";"YES";"YES";"NO";;
"f16bfa7e46c033664080412966cd4c56";"HAL HENARD ELEMENTARY PREK (-E-)";"Centers Care for 13 or more children";"425 EAST VANN ROAD";"GREENEVILLE";"Greene";"TN";37743;"'4236383511";"Heather Jones";;40;"4 YR";"5 YR";"8:00 AM";"3:00 PM";"NO";"NO";"YES";"YES";"Summer Johnson";"'4234405175"
"63a437a302eb212599405acb78df1c55";"HIGHLAND ELEMENTARY PREK (-E-)";"Centers Care for 13 or more children";"208 N. HIGHLAND AVE.";"GREENEVILLE";"Greene";"TN";37743;"'4236383341";"Susan Metcalfe";;20;"3 YR";"5 YR";"7:40 AM";"2:40 PM";"NO";"NO";"YES";"YES";"Summer Johnson";"'4234405175"
"dfde5820c7d82cb66b09d94d1ac6a823";"MCDONALD ELEMENTARY LEAPs (-E-)";"Centers Care for 13 or more children";"8120 MCDONALD ROAD";"MOHAWK";"Greene";"TN";37810;"'4232355406";"Sharon Dawson";;234;"5 YR";"13 YR";"3:00 PM";"5:30 PM";"YES";"NO";"YES";"YES";;
"ed42dc6030e4fb9078e2c2464a97996c";"MCDONALD ELEMENTARY PRE-K (-E-)";"Centers Care for 13 or more children";"8120 MCDONALD ROAD";"MOHAWK";"Greene";"TN";37810;"'4232359077";"Jodi Wright";;20;"4 YR";"5 YR";"8:00 AM";"2:00 PM";"NO";"NO";"YES";"YES";"Summer Johnson";"'4234405175"
