"ID";"Facility_Name";"Address_Street";"Address_City";"Address_County";"Address_State";"Address_zip";"Phone";"Facility_Type";"Capacity";"Status";"Expiration";"License_Number";"Monday";"Tuesday";"Wednesday";"Thursday";"Friday";"Saturday";"Sunday";"Additional_Services";"Gold_Seal_Last_Accreditation_Agency";"Gold_Seal_Last_Accreditation_Effective_Date";"Gold_Seal_Last_Accreditation_Expiration_Date";"VPK_Program";"Faith_Based";"Head_Start";"School_Readiness"
267105;"ECSD C.A. Weis Elementary";"2701 Q St";"Pensacola";"Escambia";"FL";32505;8505956888;"Public School";;"Active";;"E01ES0003";;;;;;;;"Open Year-Round";;;;"Yes";"No";"Yes";"No"
32020;"CAP  Head Start - Oakcrest Elementary";"1820 Hollywood Ave";"Pensacola";"Escambia";"FL";32505;8504342616;"Child Care Facility";40;"Regular/Annual";"11/30/2019";"C01ES0045";"7:00AM - 5:00PM";"7:00AM - 5:00PM";"7:00AM - 5:00PM";"7:00AM - 5:00PM";"7:00AM - 5:00PM";;;"Food Served;Full Day;School Year Only";;;;;"No";"Yes";"No"
38935;"A Top Notch Christian Academy";"1818 T St";"Pensacola";"Escambia";"FL";32505;8504694383;"Child Care Facility";81;"Regular/Annual";"07/31/2019";"C01ES0317";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";;;"After School;Before School;Food Served;Full Day;Open Year-Round;Transportation";;;;;"No";"No";"Yes"
33500;"Calvary Christian Education Programs";"939 Massachusetts Ave";"Pensacola";"Escambia";"FL";32505;8504325877;"Religious Exempt Facility";24;"Active";"02/01/2020";"X01ES0016";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";;;"After School;Before School;Full Day;Open Year-Round";;;;;"Yes";"No";"No"
32972;"Faith Christian Academy";"3755 Pace Blvd";"Pensacola";"Escambia";"FL";32505;8504449499;"Child Care Facility";87;"Regular/Annual";"01/31/2020";"C01ES0002";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";;;"After School;Before School;Drop In;Food Served;Full Day;Half Day;Infant Care;Open Year-Round;Transportation";;;;;"No";"No";"No"
18412;"ECSD Montclair Elementary School";"820 Massachusetts Ave";"Pensacola";"Escambia";"FL";32505;8505956969;"Public School";18;"Active";;"E01ES0016";"7:30AM - 3:00PM";"7:30AM - 3:00PM";"7:30AM - 3:00PM";"7:30AM - 3:00PM";"7:30AM - 3:00PM";;;"After School;Half Day;Open Year-Round";;;;"Yes";"No";"Yes";"No"
269557;"Ivy League Early Learning Center";"3407 North ""L"" Street";"Pensacola";"Escambia";"FL";32505;8502628190;"Child Care Facility";35;"Regular/Annual";"03/31/2020";"C01ES0298";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";;;"After School;Before School;Drop In;Food Served;Full Day;Half Day;Infant Care;Open Year-Round;Transportation";;;;;"No";"No";"Yes"
34926;"Ford Large Family Child Care Home";"3303 Gonzalez St";"Pensacola";"Escambia";"FL";32505;8504341227;"Large Family Child Care Home";12;"Regular/Annual";"04/30/2020";"L01ES0017";"5:00AM - 6:00PM";"5:00AM - 6:00PM";"5:00AM - 6:00PM";"5:00AM - 6:00PM";"5:00AM - 6:00PM";;;"After School;Before School;Drop In;Food Served;Full Day;Half Day;Infant Care;Open Year-Round";;;;;"No";"No";"Yes"
35873;"Robinson Family Day Care Home";"817 Montclair Rd";"Pensacola";"Escambia";"FL";32505;8505429579;"Family Day Care Home";10;"Regular/Annual";"05/31/2019";"F01ES0113";"6:00AM - 6:30PM";"6:00AM - 6:30PM";"6:00AM - 6:30PM";"6:00AM - 6:30PM";"6:00AM - 6:30PM";;;"After School;Before School;Food Served;Full Day;Half Day;Infant Care;Open Year-Round";;;;;"No";"No";"Yes"
33350;"Kim's ""Mini Blessings"" Child Development Center, Inc";"1119 Pace Blvd";"Pensacola";"Escambia";"FL";32505;8505424423;"Religious Exempt Facility";59;"Active";"02/03/2020";"X01ES0216";"5:00AM - 6:00PM";"5:00AM - 6:00PM";"5:00AM - 6:00PM";"5:00AM - 6:00PM";"5:00AM - 6:00PM";"5:00PM - 6:00PM";;"After School;Before School;Food Served;Full Day;Infant Care;Open Year-Round;Weekend Care";;;;;"Yes";"No";"Yes"
33651;"Mary's Little Lambs Early Learning Child Development Center Inc";"Strong St";"Pensacola";"Escambia";"FL";32505;8504391080;"Child Care Facility";86;"Regular/Annual";"01/31/2020";"C01ES0306";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";;;"After School;Before School;Food Served;Full Day;Half Day;Infant Care;Open Year-Round;Transportation";;;;"Yes";"No";"No";"Yes"
315046;"Abundance of Life Temple of Praise Child Care Center";"615 N W Street";"Pensacola";"Escambia";"FL";32505;8503788425;"Child Care Facility";60;"Regular/Annual";"09/30/2019";"C01ES0335";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";;;"After School;Before School;Drop In;Food Served;Full Day;Half Day;Infant Care;Open Year-Round;Transportation";;;;"Yes";"No";"No";"Yes"
37128;"Family Ties Child Development Center Inc #2";"805 Beverly Pkwy";"Pensacola";"Escambia";"FL";32505;8506077004;"Religious Exempt Facility";30;"Active";"06/28/2019";"X01ES0206";"6:30AM - 7:00PM";"6:30AM - 7:00PM";"6:30AM - 7:00PM";"6:30AM - 7:00PM";"6:30AM - 7:00PM";;;"After School;Before School;Drop In;Full Day;Half Day;Infant Care;Open Year-Round;Transportation";;;;;"Yes";"No";"Yes"
36687;"McNeil Family Day Care Home";"913 Lucerne Ave";"Pensacola";"Escambia";"FL";32505;8503466954;"Family Day Care Home";10;"Active";"06/15/2019";"R01ES0033";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";;;"After School;Food Served;Full Day;Half Day;Open Year-Round";;;;;"No";"No";"No"
36019;"Loving Hearts Child Care Center 2";"31 Mason Ln";"Pensacola";"Escambia";"FL";32505;8504343937;"Child Care Facility";67;"Regular/Annual";"05/31/2019";"C01ES0233";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";;;"After School;Drop In;Food Served;Full Day;Half Day;Infant Care;Open Year-Round;Transportation";;;;"Yes";"No";"No";"Yes"
37751;"Stabler Family Day Care Home";"411 Green St";"Pensacola";"Escambia";"FL";32505;8502068029;"Family Day Care Home";10;"Regular/Annual";"07/31/2019";"F01ES0155";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";;;"After School;Before School;Drop In;Food Served;Full Day;Half Day;Infant Care;Open Year-Round";;;;;"No";"No";"Yes"
312479;"Paradise Academy LLC";"1090 Michigan Ave";"Pensacola";"Escambia";"FL";32505;8506371135;"Child Care Facility";73;"Regular/Annual";"09/30/2019";"C01ES0334";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";;;"After School;Before School;Drop In;Food Served;Full Day;Half Day;Infant Care;Open Year-Round";;;;;"No";"No";"Yes"
38924;"Jubilee Christian Academy VPK";"5910 North W Street";"Pensacola";"Escambia";"FL";32505;8504942477;"Child Care Facility";36;"Regular/Annual";"04/30/2020";"C01ES0240";"8:00AM - 11:15AM";"8:00AM - 11:15AM";"8:00AM - 11:15AM";"8:00AM - 11:15AM";"8:00AM - 11:15AM";;;"Food Served;Full Day;Half Day;School Year Only";;;;;"Yes";"No";"No"
31329;"Jubilee Christian Academy";"5910 North W Street";"Pensacola";"Escambia";"FL";32505;8504942477;"Religious Exempt Facility";72;"Active";"09/30/2019";"X01ES0001";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";;;"After School;Before School;Food Served;Full Day;Infant Care;School Year Only";;;;;"Yes";"No";"Yes"
287302;"Marcus Pointe Christian Preschool";"6205 W St";"Pensacola";"Escambia";"FL";32505;8504791605;"Religious Exempt Facility";25;"Active";"11/09/2019";"X01ES0055";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";;;"After School;Before School;Food Served;Full Day;Infant Care;Open Year-Round;Transportation";;;;;"Yes";"No";"No"
367453;"All About Kids Children's Center";"6025 Enterprise Dr";"Pensacola";"Escambia";"FL";32505;8504665156;"Child Care Facility";121;"Regular/Annual";"03/31/2020";"C01ES0345";"5:30AM - 10:00PM";"5:30AM - 10:00PM";"5:30AM - 10:00PM";"5:30AM - 10:00PM";"5:30AM - 10:00PM";"5:30AM - 6:30PM";;"After School;Before School;Drop In;Food Served;Full Day;Half Day;Infant Care;Night Care;Open Year-Round;Weekend Care";;;;;"No";"No";"No"
34405;"Gaines Family Day Care Home";"6806 Gulley Ln";"Pensacola";"Escambia";"FL";32505;8504777871;"Family Day Care Home";10;"Active";"03/30/2020";"R01ES0114";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";;;"After School;Before School;Drop In;Food Served;Full Day;Half Day;Infant Care;Night Care;Open 24 Hours;Open Year-Round";;;;;"No";"No";"No"
35486;"Whiz Kidz Christian Academy";"1294 Wingfoot Way";"Pensacola";"Escambia";"FL";32505;8504780107;"Religious Exempt Facility";78;"Active";"05/07/2020";"X01ES0217";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";;;"After School;Before School;Drop In;Food Served;Full Day;Half Day;Open Year-Round;Transportation;Weekend Care";;;;;"Yes";"No";"Yes"
38728;"Evil Family Day Care Home";"1168 Capitol Blvd";"Pensacola";"Escambia";"FL";32505;8505168553;"Family Day Care Home";10;"Active";"06/20/2019";"R01ES2029";"5:00AM - 11:45PM";"5:00AM - 11:45PM";"5:00AM - 11:45PM";"5:00AM - 11:45PM";"5:00AM - 11:45PM";;;"After School;Before School;Drop In;Food Served;Full Day;Half Day;Infant Care;Open Year-Round";;;;;"No";"No";"Yes"
35854;"Stallworth Family Day Care Home";"1018 Trenton Dr";"Pensacola";"Escambia";"FL";32505;8504562782;"Family Day Care Home";10;"Regular/Annual";"05/31/2019";"F01ES0112";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"After School;Before School;Drop In;Food Served;Full Day;Half Day;Infant Care;Night Care;Open Year-Round;Weekend Care";;;;;"No";"No";"Yes"
283150;"Angel's In The Wind";"1019 New Mexico Dr";"Pensacola";"Escambia";"FL";32505;8502885498;"Family Day Care Home";10;"Active";"10/09/2019";"R01ES2212";"6:00AM - 11:59PM";"6:00AM - 11:59PM";"6:00AM - 11:59PM";"6:00AM - 11:59PM";"6:00AM - 11:59PM";"6:00AM - 11:59PM";;"After School;Before School;Food Served;Full Day;Half Day;Night Care;Open 24 Hours;Open Year-Round";;;;;"No";"No";"Yes"
267106;"ECSD Global Learning Academy";"100 North P Street";"Pensacola";"Escambia";"FL";32505;8505950421;"Public School";;"Active";;"E01ES0004";;;;;;;;"Open Year-Round";;;;"Yes";"No";"No";"No"
328985;"Henderson Family Day Care Home";"2010 Hesperia Way";"Pensacola";"Escambia";"FL";32505;8502077813;"Family Day Care Home";10;"Active";"02/08/2020";"R01ES0021";"7:00AM - 5:00PM";"7:00AM - 5:00PM";"7:00AM - 5:00PM";"7:00AM - 5:00PM";"7:00AM - 5:00PM";;;"Full Day;Half Day;Open Year-Round";;;;;"No";"No";"No"
349677;"Matthews Family Day Care Home";"2406 Hernandez St";"Pensacola";"Escambia";"FL";32505;8504342994;"Family Day Care Home";10;"Active";"07/10/2019";"R01ES0026";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";;;"Drop In;Full Day;Half Day;Open Year-Round";;;;;"No";"No";"No"
34769;"Williams Family Day Care Home";"1003 Alexandria Dr";"Pensacola";"Escambia";"FL";32505;8507257578;"Family Day Care Home";10;"Active";"05/02/2020";"R01ES0352";"6:00AM - 5:00PM";"6:00AM - 5:00PM";"6:00AM - 5:00PM";"6:00AM - 5:00PM";"6:00AM - 5:00PM";;;"After School;Before School;Drop In;Food Served;Full Day;Half Day;Infant Care;Open Year-Round";;;;;"No";"No";"Yes"
38114;"Chandler Family Day Care Home";"548 Tampico Cir";"Pensacola";"Escambia";"FL";32506;8504582974;"Family Day Care Home";10;"Regular/Annual";"09/30/2019";"F01ES0046";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";;;"After School;Before School;Drop In;Food Served;Full Day;Half Day;Infant Care;Open Year-Round";;;;;"No";"No";"No"
37693;"Rothaar Family Day Care Home";"2025 Coral Reef Rd";"Pensacola";"Escambia";"FL";32506;8504573832;"Family Day Care Home";10;"Regular/Annual";"01/31/2020";"F01ES0028";"5:00AM - 10:00PM";"5:00AM - 10:00PM";"5:00AM - 10:00PM";"5:00AM - 10:00PM";"5:00AM - 10:00PM";;;"Food Served;Full Day;Half Day;Infant Care;Night Care;Open Year-Round";;;;;"No";"No";"No"
36854;"Espinosa-Copeland Family Day Care Home";"2118 Antillies Dr";"Pensacola";"Escambia";"FL";32506;8504582486;"Family Day Care Home";10;"Regular/Annual";"04/30/2020";"F01ES0004";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"Food Served;Full Day;Infant Care;Night Care;Open Year-Round;Weekend Care";;;;;"No";"No";"No"
37634;"Carden Christian Academy";"3290 Bauer Rd";"Pensacola";"Escambia";"FL";32506;8504924873;"Child Care Facility";33;"Regular/Annual";"07/31/2019";"C01ES0302";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 5:30PM";;;"After School;Before School;Full Day;Half Day;Open Year-Round";;;;"Yes";"No";"No";"Yes"
36731;"Knowledge and Fun Learning Center LLC";"596 Fairfield Dr";"Pensacola";"Escambia";"FL";32506;8504564133;"Child Care Facility";103;"Regular/Annual";"06/30/2019";"C01ES0195";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";;;"After School;Before School;Food Served;Full Day;Infant Care;Open Year-Round;Transportation";;;;"Yes";"No";"No";"Yes"
38092;"Boone Family Day Care Home";"7432 Sandy Creek Dr";"Pensacola";"Escambia";"FL";32506;8503465040;"Family Day Care Home";10;"Active";"07/31/2019";"R01ES0451";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"After School;Before School;Drop In;Food Served;Full Day;Half Day;Infant Care;Night Care;Open 24 Hours;Open Year-Round;Weekend Care";;;;;"No";"No";"Yes"
35405;"Henderson Family Day Care Home";"1322 El Dorado Dr";"Pensacola";"Escambia";"FL";32506;8504538779;"Family Day Care Home";10;"Active";"05/07/2020";"R01ES2048";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"After School;Before School;Drop In;Food Served;Full Day;Half Day;Infant Care;Night Care;Open 24 Hours;Open Year-Round;Weekend Care";;;;;"No";"No";"Yes"
30911;"Travis Family Day Care Home";"829 Lavon Dr";"Pensacola";"Escambia";"FL";32506;8504576783;"Family Day Care Home";10;"Regular/Annual";"09/30/2019";"F01ES0095";"6:00AM - 5:30PM";"6:00AM - 5:30PM";"6:00AM - 5:30PM";"6:00AM - 5:30PM";"6:00AM - 5:30PM";;;"After School;Before School;Drop In;Food Served;Full Day;Half Day;Infant Care;School Year Only";;;;;"No";"No";"Yes"
31430;"Childcare Network 113 - Fairfield";"7525 Fairfield Dr";"Pensacola";"Escambia";"FL";32506;8504554864;"Child Care Facility";120;"Regular/Annual";"10/31/2019";"C01ES0056";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";;;"After School;Before School;Drop In;Food Served;Full Day;Infant Care;Open Year-Round;Transportation";;;;"Yes";"No";"Yes";"No"
267113;"Little Flower Catholic School";"6495 Lillian Hwy";"Pensacola";"Escambia";"FL";32506;8504554851;"Public School";;"Active";;"E01ES0010";;;;;;;;"Open Year-Round";;;;"Yes";"Yes";"No";"No"
34927;"Precious Lil'  Angels Learning Center Inc";"6119 Jackson St";"Pensacola";"Escambia";"FL";32506;8504531710;"Child Care Facility";124;"Regular/Annual";"04/30/2020";"C01ES0136";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";"6:30AM - 5:30PM";;;"After School;Before School;Drop In;Food Served;Full Day;Half Day;Infant Care;Open Year-Round;Transportation";;;;;"No";"No";"Yes"
22384;"Myrtle Grove Elementary";"6115 Lillian Hwy";"Pensacola";"Escambia";"FL";32506;8505956915;"Public School";;"Active";;"E01ES0054";;;;;;;;"Open Year-Round";;;;"Yes";"No";"No";"No"
37062;"Davis Family Day Care Home";"8 Western Dr";"Pensacola";"Escambia";"FL";32506;8504553896;"Family Day Care Home";10;"Regular/Annual";"06/30/2019";"F01ES0148";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"After School;Before School;Drop In;Food Served;Full Day;Infant Care;Night Care;Open Year-Round;Weekend Care";;;;;"No";"No";"Yes"
37498;"Myrtle Grove Baptist Church Preschool Learning Center";"5920 Lillian Hwy";"Pensacola";"Escambia";"FL";32506;8504553352;"Religious Exempt Facility";108;"Active";"09/30/2019";"X01ES0034";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";;;"Full Day;Half Day;Infant Care;Open Year-Round";"National Accreditation Commission";"04/23/2019";"04/23/2023";"Yes";"Yes";"No";"Yes"
33042;"Myrtle Grove United Methodist Church Mother's Morning Out";"1030 57th Ave";"Pensacola";"Escambia";"FL";32506;8504567463;"Religious Exempt Facility";;"Active";"01/25/2020";"X01ES0031";;"9:00AM - 1:00PM";"9:00AM - 1:00PM";"9:00AM - 1:00PM";;;;"Half Day;School Year Only";;;;;"Yes";"No";"No"
35850;"CAP Head Start - Myrtle Grove Center";"5400 Lillian Hwy";"Pensacola";"Escambia";"FL";32506;8504554888;"Child Care Facility";79;"Regular/Annual";"05/31/2019";"C01ES0258";"7:00AM - 5:00PM";"7:00AM - 5:00PM";"7:00AM - 5:00PM";"7:00AM - 5:00PM";"7:00AM - 5:00PM";;;"Food Served;Full Day;Open Year-Round;Transportation";;;;"Yes";"No";"Yes";"No"
348957;"Little Dreamers Family Home Daycare";"4945 Catalina Cir";"Pensacola";"Escambia";"FL";32506;8502882331;"Family Day Care Home";10;"Active";"07/02/2019";"R01ES0025";"6:00AM - 5:00PM";"6:00AM - 5:00PM";"6:00AM - 5:00PM";"6:00AM - 5:00PM";"6:00AM - 5:00PM";;;"Food Served;Full Day;Infant Care;Open Year-Round";;;;;"No";"No";"No"
35124;"CAP Head Start - Sherwood Head Start Center";"501 Cherokee Trl";"Pensacola";"Escambia";"FL";32506;8507916226;"Child Care Facility";74;"Regular/Annual";"04/30/2020";"C01ES0252";"7:00AM - 5:00PM";"7:00AM - 5:00PM";"7:00AM - 5:00PM";"7:00AM - 5:00PM";"7:00AM - 5:00PM";;;"Food Served;Full Day;Open Year-Round";;;;"Yes";"No";"Yes";"No"
22391;"Sherwood Elementary School";"501 Cherokee Trl";"Pensacola";"Escambia";"FL";32506;8504537420;"Public School";;"Active";;"E01ES0061";;;;;;;;"Open Year-Round";;;;;"No";"Yes";"No"
35154;"Our Time At Capstone Academy";"4901 Fairfield Dr";"Pensacola";"Escambia";"FL";32506;8504587735;"Child Care Facility";25;"Regular/Annual";"04/30/2020";"C01ES0265";"12:45PM - 6:00PM";"12:45PM - 6:00PM";"12:45PM - 6:00PM";"12:45PM - 6:00PM";"12:45PM - 6:00PM";;;"After School;Food Served;Full Day;Half Day;Open Year-Round";;;;"Yes";"No";"No";"Yes"
38696;"Thames Family Day Care Home";"4830 Lillian Hwy";"Pensacola";"Escambia";"FL";32506;8504536511;"Family Day Care Home";10;"Regular/Annual";"09/30/2019";"F01ES0122";"5:00AM - 6:00PM";"5:00AM - 6:00PM";"5:00AM - 6:00PM";"5:00AM - 6:00PM";"5:00AM - 6:00PM";;;"After School;Before School;Drop In;Full Day;Half Day;Infant Care;Open Year-Round";;;;;"No";"No";"No"
324509;"Innovations Child Development Center";"204 New Warrington Rd";"Pensacola";"Escambia";"FL";32506;8502910204;"Child Care Facility";100;"Regular/Annual";"12/31/2019";"C01ES0338";"6:00AM - 7:00PM";"6:00AM - 7:00PM";"6:00AM - 7:00PM";"6:00AM - 7:00PM";"6:00AM - 7:00PM";;;"After School;Before School;Drop In;Food Served;Full Day;Half Day;Infant Care;Open Year-Round;Transportation";;;;;"No";"No";"No"
33604;"KidSmart Learning Center LLC";"313 New Warrington Rd";"Pensacola";"Escambia";"FL";32506;8504555580;"Child Care Facility";74;"Regular/Annual";"02/29/2020";"C01ES0244";"6:00AM - 5:30PM";"6:00AM - 5:30PM";"6:00AM - 5:30PM";"6:00AM - 5:30PM";"6:00AM - 5:30PM";;;"After School;Before School;Drop In;Food Served;Full Day;Half Day;Open Year-Round;Transportation";;;;;"No";"No";"Yes"
37063;"Loving Hearts Child Care Center";"227 Old Corry Field Rd";"Pensacola";"Escambia";"FL";32506;8504532342;"Child Care Facility";50;"Regular/Annual";"06/30/2019";"C01ES0235";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";;;"After School;Before School;Drop In;Food Served;Full Day;Half Day;Infant Care;Open Year-Round;Transportation";;;;;"No";"No";"Yes"
33410;"Brite Start Learning and Child Care Center LLC";"5000 Mobile Hwy";"Pensacola";"Escambia";"FL";32506;8504570096;"Child Care Facility";35;"Regular/Annual";"02/29/2020";"C01ES0245";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";"6:30AM - 6:00PM";;;"After School;Before School;Drop In;Food Served;Full Day;Half Day;Infant Care;Open Year-Round;Transportation";;;;;"No";"No";"Yes"
32618;"Grace Family Day Care Home";"42 Pen Haven Dr";"Pensacola";"Escambia";"FL";32506;8504565530;"Family Day Care Home";10;"Regular/Annual";"12/31/2019";"F01ES0140";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"12:00AM - 11:59PM";"After School;Before School;Food Served;Full Day;Half Day;Infant Care;Night Care;Open 24 Hours;Open Year-Round;Weekend Care";;;;;"No";"No";"Yes"
35060;"Kidz Academy Inc";"1000 New Warrington Rd";"Pensacola";"Escambia";"FL";32506;8504535911;"Child Care Facility";120;"Regular/Annual";"09/30/2019";"C01ES0274";"6:00AM - 6:30PM";"6:00AM - 6:30PM";"6:00AM - 6:30PM";"6:00AM - 6:30PM";"6:00AM - 6:30PM";;;"After School;Before School;Drop In;Food Served;Full Day;Infant Care;Open Year-Round;Transportation";;;;;"No";"No";"Yes"
32017;"Hirst Family Day Care Home";"2126 Coral Creek Dr";"Pensacola";"Escambia";"FL";32506;8504589449;"Family Day Care Home";10;"Regular/Annual";"11/30/2019";"F01ES0172";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";;;"Food Served;Full Day;Infant Care;Open Year-Round";;;;;"No";"No";"No"
36737;"Crawford Family Day Care Home";"10392 Wailuku Dr";"Pensacola";"Escambia";"FL";32506;8504571250;"Family Day Care Home";10;"Regular/Annual";"06/30/2019";"F01ES0149";"8:00AM - 5:00PM";"8:00AM - 5:00PM";"8:00AM - 5:00PM";"8:00AM - 5:00PM";"8:00AM - 5:00PM";;;"Food Served;Full Day;Half Day;Infant Care;Open Year-Round";;;;;"No";"No";"No"
32018;"Grace Large Family Child Care Home";"8146 Imperial Dr";"Pensacola";"Escambia";"FL";32506;8504536652;"Large Family Child Care Home";12;"Regular/Annual";"11/30/2019";"L01ES0010";"5:00AM - 6:00PM";"5:00AM - 6:00PM";"5:00AM - 6:00PM";"5:00AM - 6:00PM";"5:00AM - 6:00PM";;;"After School;Before School;Drop In;Food Served;Full Day;Half Day;Open Year-Round";"National Association for Family Child Care";"01/11/2017";"11/01/2019";;"No";"No";"Yes"
267112;"ECSD West Pensacola Elementary";"801 N. 49th Avenue";"Pensacola";"Escambia";"FL";32506;8504537470;"Public School";;"Active";;"E01ES0009";;;;;;;;"Open Year-Round";;;;"Yes";"No";"No";"No"
267111;"ECSD Sherwood Elementary";"501 Cherokee Trail";"Pensacola";"Escambia";"FL";32506;8504537420;"Public School";;"Active";;"E01ES0008";;;;;;;;"Open Year-Round";;;;"Yes";"No";"No";"No"
37417;"Rogers Family Day Care Home";"7204 Esther St";"Pensacola";"Escambia";"FL";32506;8504572626;"Family Day Care Home";10;"Active";"07/31/2019";"R01ES0172";"6:00AM - 5:30PM";"6:00AM - 5:30PM";"6:00AM - 5:30PM";"6:00AM - 5:30PM";"6:00AM - 5:30PM";;;"Food Served;Full Day;Infant Care;Open Year-Round";;;;;"No";"No";"No"
30912;"Big Lagoon Learning Center";"5655 Bauer Rd";"Pensacola";"Escambia";"FL";32507;8506962352;"Child Care Facility";79;"Regular/Annual";"09/30/2019";"C01ES0250";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";"6:00AM - 6:00PM";;;"After School;Before School;Drop In;Food Served;Full Day;Half Day;School Year Only";;;;"Yes";"No";"No";"Yes"
354588;"Holy Spirit Child Development Academy";"10650 Gulf Beach Hwy";"Pensacola";"Escambia";"FL";32507;8504924968;"Religious Exempt Facility";54;"Active";"09/09/2019";"X01ES0063";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";"7:00AM - 6:00PM";;;"Full Day;Infant Care;Open Year-Round";;;;;"Yes";"No";"No"
30403;"Perdido Bay United Methodist Preschool";"13660 Innerarity Point Rd";"Pensacola";"Escambia";"FL";32507;8504920647;"Religious Exempt Facility";48;"Active";"09/30/2019";"X01ES0018";"8:30AM - 1:30PM";"8:30AM - 1:30PM";"8:30AM - 1:30PM";"8:30AM - 1:30PM";"8:30AM - 1:30PM";;;"Half Day;Open Year-Round";;;;;"Yes";"No";"No"
