"ID";"Facility_Name";"Address_Street";"Address_City";"Address_County";"Address_State";"Address_zip";"Phone";"Facility_Type";"Capacity";"Status";"Expiration";"License_Number";"Monday";"Tuesday";"Wednesday";"Thursday";"Friday";"Saturday";"Sunday";"Additional_Services";"Gold_Seal_Last_Accreditation_Agency";"Gold_Seal_Last_Accreditation_Effective_Date";"Gold_Seal_Last_Accreditation_Expiration_Date";"VPK_Program";"Faith_Based";"Head_Start";"School_Readiness"
314112;"Woodland Early Childhood Center";"9607 SR 70 E ";"Bradenton";"Manatee";"FL";34202;9417538588;"Child Care Facility";250;"Operational";"09/18/2022";"X12MA0001 ";" 6:30AM - 6:00PM";" 6:30AM - 6:00PM";" 6:30AM - 6:00PM";" 6:30AM - 6:00PM";" 6:30AM - 6:00PM";;;"After School;Before School;Full Day;Infant Care";;;;"Yes";"Yes";"No";"No"
33288;"A Readiness Learning Academy Inc";"9045 59th Avenue Cir";"Bradenton";"Manatee";"FL";34202;9417279354;"Child Care Facility";129;"Operational";"11/07/2022";"C12MA0097 ";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";;;"After School;Food Served;Full Day;Half Day;Infant Care;Transportation";"Accredited Professional Preschool Learning Environment";"10/26/2019";"10/26/2024";"Yes";"No";"No";"Yes"
350160;"Head Start at Hope Place";"1340 Wright St";"Daytona Beach";"Volusia";"FL";32117;3862813314;"Child Care Facility";152;"Operational";"07/23/2023";"C07VO0470 ";" 7:30AM - 6:00PM";" 7:30AM - 6:00PM";" 7:30AM - 6:00PM";" 7:30AM - 6:00PM";" 7:30AM - 6:00PM";;;"After School;Before School;Food Served;Full Day;Infant Care";;;;"Yes";"No";"Yes";"Yes"
475826;"ABC Learning Academy LLC";"1421 Jackson Ave";"Holly Hill";"Volusia";"FL";32117;3862651004;"Child Care Facility";34;"Operational";"10/31/2022";"C07VO0523 ";" 6:45AM - 5:30PM";" 6:45AM - 5:30PM";" 6:45AM - 5:30PM";" 6:45AM - 5:30PM";" 6:45AM - 5:30PM";;;"Food Served;Full Day;Infant Care";;;;;"No";"No";"No"
38020;"Living Faith Academy";"950 Derbyshire Rd";"Daytona Beach";"Volusia";"FL";32117;3862581258;"Child Care Facility";243;"Operational";"08/25/2022";"C07VO0298 ";" 7:00AM - 6:00PM";" 7:00AM - 6:00PM";" 7:00AM - 6:00PM";" 7:00AM - 6:00PM";" 7:00AM - 6:00PM";;;"After School;Before School;Food Served;Full Day;Half Day";"Association of Christian Teachers and Schools";"05/28/2018";"06/30/2024";"Yes";"Yes";"No";"Yes"
483530;"Kid City Usa - Holly Hill";"1501 Nova Rd";"Daytona Beach";"Volusia";"FL";32117;3862654016;"Child Care Facility";135;"Operational";"12/08/2022";"C07VO0526 ";" 7:00AM - 5:30PM";" 7:00AM - 5:30PM";" 7:00AM - 5:30PM";" 7:00AM - 5:30PM";" 7:00AM - 5:30PM";;;"After School;Before School;Food Served;Full Day;Half Day;Infant Care;Transportation";;;;;"No";"No";"Yes"
34985;"Holly Hill Head Start and Early Head Start";"719 Walker St";"Holly Hill";"Volusia";"FL";32117;3862385333;"Child Care Facility";95;"Operational";"05/31/2023";"C07VO0083 ";" 7:30AM - 4:15PM";" 7:30AM - 4:15PM";" 7:30AM - 4:15PM";" 7:30AM - 4:15PM";" 7:30AM - 4:15PM";;;"Food Served;Full Day;Infant Care";;;;"Yes";"No";"Yes";"No"
267753;"Kandy Kane Daycare";"14 Starling Dr";"Daytona Beach";"Volusia";"FL";32117;3864512658;"Family Day Care Home";10;"Operational";"04/17/2023";"F07VO0126 ";" 12:00AM - 11:59PM";" 12:00AM - 11:59PM";" 12:00AM - 11:59PM";" 12:00AM - 11:59PM";" 12:00AM - 11:59PM";;;"After School;Before School;Drop In;Food Served;Full Day;Half Day;Infant Care;Night Care";;;;;"No";"No";"Yes"
36804;"Heart and Mind Home Learning Center";"1308 Sunset Blvd";"Daytona Beach";"Volusia";"FL";32117;3862905388;"Large Family Child Care Home";12;"Operational";"07/17/2022";"L07VO0036 ";" 6:30AM - 5:00PM";" 6:30AM - 5:00PM";" 6:30AM - 5:00PM";" 6:30AM - 5:00PM";" 6:30AM - 5:00PM";;;"Food Served;Full Day";;;;"Yes";"No";"No";"Yes"
33068;"Annette's Tender Loving Day Care";"1223 Center Ave";"Holly Hill";"Volusia";"FL";32117;3864925984;"Child Care Facility";32;"Operational";"02/01/2023";"C07VO0313 ";" 7:00AM - 5:30PM";" 7:00AM - 5:30PM";" 7:00AM - 5:30PM";" 7:00AM - 5:30PM";" 7:00AM - 5:30PM";;;"Drop In;Food Served;Full Day;Half Day;Infant Care";;;;;"No";"No";"Yes"
290688;"Next Generation Academy";"601 8th St";"Holly Hill";"Volusia";"FL";32117;3866710980;"Child Care Facility";34;"Operational";"12/29/2022";"X07VO0042 ";" 7:00AM - 5:30PM";" 7:00AM - 5:30PM";" 7:00AM - 5:30PM";" 7:00AM - 5:30PM";" 7:00AM - 5:30PM";;;"Food Served;Full Day";;;;"Yes";"Yes";"No";"Yes"
333832;"Kids Cabana Learning Center of Volusia County LLC";"999 3rd St";"Holly Hill";"Volusia";"FL";32117;3863339318;"Child Care Facility";82;"Operational";"03/14/2023";"C07VO0468 ";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";;;"Drop In;Food Served;Full Day;Half Day";;;;"Yes";"No";"No";"Yes"
305365;"Inspirations Learning Center";"1205 Ridgewood Ave";"Holly Hill";"Volusia";"FL";32117;3864927635;"Child Care Facility";117;"Operational";"07/09/2023";"C07VO0449 ";" 7:00AM - 5:30PM";" 7:00AM - 5:30PM";" 7:00AM - 5:30PM";" 7:00AM - 5:30PM";" 7:00AM - 5:30PM";;;"Full Day";;;;"Yes";"No";"No";"Yes"
443938;"Boys and Girls Club of Volusia/Flagler - Rossmeyer Family/HolIy Hill Club";"1044 Daytona Avenue";"Daytona Beach";"Volusia";"FL";32117;3867340555;"Child Care Facility";;"Operational";"07/25/2023";"E07VO0071 ";;;;;;;;;;;;;"No";"No";"No"
37781;"Lil' Angels Childcare LLC";"1087 Mason Ave";"Daytona Beach";"Volusia";"FL";32117;3862522273;"Child Care Facility";53;"Operational";"04/16/2023";"C07VO0258 ";" 6:30AM - 5:30PM";" 6:30AM - 5:30PM";" 6:30AM - 5:30PM";" 6:30AM - 5:30PM";" 6:30AM - 5:30PM";;;"Food Served;Full Day;Half Day;Infant Care";;;;"Yes";"No";"No";"Yes"
492562;"OKC Learning Academy and Childcare LLC";"628 Mason Ave";"Daytona Beach";"Volusia";"FL";32117;3862813440;"Child Care Facility";34;"Operational";"06/08/2023";"C07VO0528 ";" 12:00AM - 11:59PM";" 12:00AM - 11:59PM";" 12:00AM - 11:59PM";" 12:00AM - 11:59PM";" 12:00AM - 11:59PM";" 12:00AM - 11:59PM";;"After School;Food Served;Full Day;Half Day;Infant Care;Night Care;Weekend Care";;;;;"No";"No";"No"
366623;"Kids Just Want To Be Kids LLC";"152 Ridgewood Ave";"Daytona Beach";"Volusia";"FL";32117;3868727638;"Child Care Facility";65;"Operational";"02/26/2023";"C07VO0488 ";" 6:00AM - 11:30PM";" 6:00AM - 11:30PM";" 6:00AM - 11:30PM";" 6:00AM - 11:30PM";" 6:00AM - 11:30PM";" 6:00AM - 11:30PM";" 6:00AM - 11:30PM";"After School;Before School;Drop In;Food Served;Full Day;Half Day;Infant Care;Night Care;Weekend Care";;;;"Yes";"No";"No";"Yes"
379998;"Highland Early Head Start";"124 Highland Ave";"Holly Hill";"Volusia";"FL";32117;3862813600;"Child Care Facility";38;"Operational";"09/15/2022";"C07VO0497 ";" 7:30AM - 4:15PM";" 7:30AM - 4:15PM";" 7:30AM - 4:15PM";" 7:30AM - 4:15PM";" 7:30AM - 4:15PM";;;"Food Served;Full Day;Infant Care";;;;;"No";"Yes";"No"
320324;"Oak Ridge Head Start and Early Head Start";"233 Oakridge St";"Holly Hill";"Volusia";"FL";32117;3863668242;"Child Care Facility";80;"Operational";"11/27/2022";"C07VO0458 ";" 7:30AM - 4:15PM";" 7:30AM - 4:15PM";" 7:30AM - 4:15PM";" 7:30AM - 4:15PM";" 7:30AM - 4:15PM";;;"Food Served;Full Day;Infant Care";;;;"Yes";"No";"Yes";"Yes"
285434;"Trinity Academy & Preschool";"228 Mason Ave";"Daytona Beach";"Volusia";"FL";32117;3862480048;"Child Care Facility";76;"Operational";"11/03/2022";"C07VO0431 ";" 7:00AM - 5:30PM";" 7:00AM - 5:30PM";" 7:00AM - 5:30PM";" 7:00AM - 5:30PM";" 7:00AM - 5:30PM";;;"After School;Food Served;Full Day;Infant Care";;;;"Yes";"No";"No";"Yes"
408410;"Williams Family Day Care Home";"1384 Powers Ave";"Holly Hill";"Volusia";"FL";32117;3862574490;"Family Day Care Home";10;"Operational";"07/23/2023";"F07VO0381 ";" 7:30AM - 4:30PM";" 7:30AM - 4:30PM";" 7:30AM - 4:30PM";" 7:30AM - 4:30PM";" 7:30AM - 4:30PM";;;"Food Served;Full Day;Infant Care;Night Care";;;;;"No";"No";"Yes"
36210;"Ms. Lilly's Playschool Llc";"327 Dubs Dr";"Daytona Beach";"Volusia";"FL";32117;3862571469;"Family Day Care Home";10;"Operational";"06/27/2023";"F07VO0125 ";" 7:30AM - 5:00PM";" 7:30AM - 5:00PM";" 7:30AM - 5:00PM";" 7:30AM - 5:00PM";" 7:30AM - 5:00PM";;;"Food Served;Full Day;Half Day";;;;;"No";"No";"No"
476775;"Cub Connections LLC";"1737 Montgomery Dr";"Daytona Beach";"Volusia";"FL";32117;3862156574;"Family Day Care Home";10;"Operational";"10/03/2022";"R07VO0061 ";" 12:00AM - 11:59PM";" 12:00AM - 11:59PM";" 12:00AM - 11:59PM";" 12:00AM - 11:59PM";" 12:00AM - 11:59PM";" 12:00AM - 11:59PM";" 12:00AM - 11:59PM";"After School;Before School;Drop In;Food Served;Full Day;Half Day;Infant Care;Night Care;Weekend Care";;;;;"No";"No";"Yes"
31881;"Lovely Daycare & Learning Center Inc";"1009 Alta Dr";"Holly Hill";"Volusia";"FL";32117;3862589594;"Family Day Care Home";10;"Operational";"11/15/2022";"F07VO0341 ";" 6:30AM - 5:30PM";" 6:30AM - 5:30PM";" 6:30AM - 5:30PM";" 6:30AM - 5:30PM";" 6:30AM - 5:30PM";;;"After School;Before School;Food Served;Full Day;Half Day;Infant Care";;;;;"No";"No";"Yes"
31222;"St James Children's Center";"   ";"Islamorada";"Monroe";"FL";33036;3058522161;"Child Care Facility";50;"Operational";"09/30/2022";"C16MO0033 ";" 7:45AM - 4:00PM";" 7:45AM - 4:00PM";" 7:45AM - 4:00PM";" 7:45AM - 4:00PM";" 7:45AM - 4:00PM";;;"Drop In;Food Served;Full Day;Half Day";"National Association for the Education of Young Children";"10/01/2020";"10/01/2025";"Yes";"Yes";"No";"Yes"
354618;"Islamorada Child Care LLC";"82681 Overseas Hwy";"Islamorada";"Monroe";"FL";33036;3059107228;"Child Care Facility";45;"Operational";"10/30/2022";"C16MO0057 ";" 7:30AM - 5:30PM";" 7:30AM - 5:30PM";" 7:30AM - 5:30PM";" 7:30AM - 5:30PM";" 7:30AM - 5:30PM";;;"After School;Before School;Drop In;Full Day;Half Day;Infant Care";;;;"Yes";"No";"No";"Yes"
37257;"La Petite Academy #4";"6190 7th St";"Miami";"Miami-Dade";"FL";33126;3052659707;"Child Care Facility";150;"Operational";"04/18/2023";"C11MD0257 ";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";;;"Before School;Drop In;Food Served;Full Day;Half Day;Infant Care";"National Early Childhood Program Accreditation";"03/31/2020";"03/31/2023";"Yes";"No";"No";"Yes"
35478;"Del Carmen Paredes Large Family Child Care Home";"110 56th Ave";"Miami";"Miami-Dade";"FL";33126;3052670405;"Large Family Child Care Home";12;"Operational";"05/09/2023";"L11MD0161 ";" 7:00AM - 6:00PM";" 7:00AM - 6:00PM";" 7:00AM - 6:00PM";" 7:00AM - 6:00PM";" 7:00AM - 6:00PM";;;"After School;Before School;Drop In;Food Served;Full Day;Half Day;Infant Care";;;;"Yes";"No";"No";"Yes"
291246;"Henry M. Flagler Elementary";"5222 1st St";"Miami";"Miami-Dade";"FL";33126;3054432529;"Child Care Facility";0;"Operational";;"E11MD0135 ";;;;;;;;"After School";;;;"Yes";"No";"No";"Yes"
36106;"New Wave Learning Centers Inc";"4884 7th St";"Miami";"Miami-Dade";"FL";33126;3054769333;"Child Care Facility";57;"Operational";"05/31/2023";"C11MD1531 ";" 6:30AM - 7:00PM";" 6:30AM - 7:00PM";" 6:30AM - 7:00PM";" 6:30AM - 7:00PM";" 6:30AM - 7:00PM";;;"After School;Before School;Food Served;Full Day;Half Day;Infant Care";;;;"Yes";"No";"No";"Yes"
38993;"Valdes Family Day Care Home";"241 46th Ave";"Miami";"Miami-Dade";"FL";33126;3054457251;"Family Day Care Home";10;"Operational";"09/13/2022";"F11MD0247 ";" 7:00AM - 6:00PM";" 7:00AM - 6:00PM";" 7:00AM - 6:00PM";" 7:00AM - 6:00PM";" 7:00AM - 6:00PM";;;"Drop In;Food Served;Full Day;Infant Care";;;;;"No";"No";"No"
38179;"Happy Garden Day Care and Preschool";"4440 7th St";"Miami";"Miami-Dade";"FL";33126;3054430365;"Child Care Facility";26;"Operational";"07/29/2022";"C11MD0042 ";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";;;"After School;Before School;Drop In;Food Served;Full Day;Half Day;Infant Care";;;;"Yes";"No";"No";"Yes"
415481;"Alvarez Large Family Day Care home";"310 44th Ave";"Miami";"Miami-Dade";"FL";33126;7864457640;"Large Family Child Care Home";12;"Operational";"11/17/2022";"L11MD0297 ";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";;;"After School;Full Day";;;;;"No";"No";"Yes"
34720;"Bamby's Day Care Center and Nursery School Inc";"860 44th Ave";"Miami";"Miami-Dade";"FL";33126;3054482458;"Child Care Facility";75;"Operational";"04/13/2023";"C11MD0255 ";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";;;"After School;Before School;Food Served;Full Day;Infant Care";;;;"Yes";"No";"No";"Yes"
35740;"Discovery Years Child Care";"4300 7th St";"Miami";"Miami-Dade";"FL";33126;3057741595;"Child Care Facility";90;"Operational";"12/08/2022";"C11MD0616 ";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";;;"After School;Food Served;Full Day;Half Day;Infant Care";"National Association for the Education of Young Children";"02/01/2021";"02/01/2026";"Yes";"No";"No";"Yes"
37607;"First Discovery Links Learning Center";"271 Park Blvd";"Miami";"Miami-Dade";"FL";33126;3052620201;"Child Care Facility";46;"Operational";"11/09/2022";"C11MD1335 ";" 6:30AM - 7:00PM";" 6:30AM - 7:00PM";" 6:30AM - 7:00PM";" 6:30AM - 7:00PM";" 6:30AM - 7:00PM";;;"After School;Before School;Drop In;Food Served;Full Day;Half Day;Infant Care";;;;"Yes";"No";"No";"Yes"
291430;"Kinloch Park Middle";"4340 3rd St";"Miami";"Miami-Dade";"FL";33126;3054455467;"Child Care Facility";0;"Operational";;"E11MD0213 ";" 6:30AM - 3:30PM";;;;;;;"After School";;;;;"No";"No";"No"
291296;"Kinloch Park Elementary";"4275 1st St";"Miami";"Miami-Dade";"FL";33126;3054451351;"Child Care Facility";37;"Operational";;"E11MD0155 ";" 7:30AM - 6:00PM";" 7:30AM - 6:00PM";" 7:30AM - 6:00PM";" 7:30AM - 6:00PM";" 7:30AM - 6:00PM";;;"After School";;;;"Yes";"No";"No";"Yes"
416055;"Above and Beyond Learning, Inc.";"4211 2nd Ter";"Miami";"Miami-Dade";"FL";33126;7867037738;"Child Care Facility";44;"Operational";"11/02/2022";"C11MD3015 ";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";;;"After School;Before School;Drop In;Food Served;Full Day;Half Day;Infant Care";"Green Apple Accreditation of Children's Services";"07/15/2021";"07/15/2026";;"No";"No";"Yes"
34212;"Kids Rainbow Learning Center II Inc";"285 82nd Ave";"Miami";"Miami-Dade";"FL";33126;3052651095;"Child Care Facility";110;"Operational";"03/17/2023";"C11MD1602 ";" 6:30AM - 7:00PM";" 6:30AM - 7:00PM";" 6:30AM - 7:00PM";" 6:30AM - 7:00PM";" 6:30AM - 7:00PM";;;"After School;Before School;Food Served;Full Day;Infant Care";"Accredited Professional Preschool Learning Environment";"10/15/2021";"10/15/2026";"Yes";"No";"No";"Yes"
33032;"Learn & Play Inc.";"8380 8th St";"Miami";"Miami-Dade";"FL";33126;3053239498;"Child Care Facility";132;"Operational";"01/23/2023";"C11MD0238 ";" 6:00AM - 1:00AM";" 6:00AM - 1:00AM";" 6:00AM - 1:00AM";" 6:00AM - 1:00AM";" 6:00AM - 1:00AM";" 6:00AM - 1:00AM";" 6:00AM - 1:00AM";"After School;Before School;Drop In;Food Served;Full Day;Night Care;Weekend Care";"Accredited Professional Preschool Learning Environment";"10/14/2018";"10/14/2023";"Yes";"No";"No";"Yes"
33798;"Learn & Play Inc.";"8391 8th St";"Miami";"Miami-Dade";"FL";33126;3053239498;"Child Care Facility";101;"Operational";"03/11/2023";"C11MD0246 ";" 7:00AM - 6:00PM";" 7:00AM - 6:00PM";" 7:00AM - 6:00PM";" 7:00AM - 6:00PM";" 7:00AM - 6:00PM";;;"After School;Before School;Drop In;Food Served;Full Day;Half Day;Infant Care";"Accredited Professional Preschool Learning Environment";"09/19/2017";"09/19/2022";"Yes";"No";"No";"Yes"
291384;"Charles R Hadley Elementary";"8400 7th St";"Miami";"Miami-Dade";"FL";33126;3052613719;"Child Care Facility";108;"Operational";;"E11MD0192 ";" 2:00PM - 6:00PM";" 2:00PM - 6:00PM";" 2:00PM - 6:00PM";" 2:00PM - 6:00PM";" 2:00PM - 6:00PM";;;"After School";;;;"Yes";"No";"No";"Yes"
37858;"FIU-ENLACE";"8400 7th St";"Miami";"Miami-Dade";"FL";33126;3052652714;"Child Care Facility";45;"Operational";"05/31/2023";"C11MD2761 ";" 3:30PM - 5:30PM";" 3:30PM - 5:30PM";" 3:30PM - 5:30PM";" 3:30PM - 5:30PM";" 3:30PM - 5:30PM";;;"After School";;;;;"No";"No";"No"
414340;"Francis Family Day Care Home";"230 45th Ave";"Miami";"Miami-Dade";"FL";33126;7863956345;"Family Day Care Home";10;"Operational";"10/28/2022";"F11MD1134 ";" 7:00AM - 10:59PM";" 7:00AM - 10:59PM";" 7:00AM - 10:59PM";" 7:00AM - 10:59PM";" 7:00AM - 10:59PM";" 7:00AM - 5:00PM";;"After School;Food Served;Full Day;Half Day;Infant Care;Night Care;Weekend Care";;;;;"No";"No";"Yes"
31093;"Martinez Family Day Care Home";"405 43rd Pl";"Miami";"Miami-Dade";"FL";33126;3054453292;"Family Day Care Home";10;"Operational";"09/24/2022";"F11MD0747 ";" 12:00AM - 11:59PM";" 12:00AM - 11:59PM";" 12:00AM - 11:59PM";" 12:00AM - 11:59PM";" 12:00AM - 11:59PM";" 12:00AM - 11:59PM";;"After School;Before School;Food Served;Full Day;Half Day;Night Care;Weekend Care";;;;;"No";"No";"No"
288223;"Seminole County Public Schools - Keeth Elementary School";"425 Tuskawilla Rd";"Winter Springs";"Seminole";"FL";32708;4073205350;"Child Care Facility";0;"Operational";;"E18SE0054 ";;;;;;;;;;;;"Yes";"No";"No";"No"
31936;"New Covenant Preschool";"800 Tuskawilla Rd";"Winter Springs";"Seminole";"FL";32708;4076990040;"Child Care Facility";56;"Operational";"11/20/2022";"C18SE0113 ";" 9:00AM - 2:30PM";" 9:00AM - 2:30PM";" 9:00AM - 2:30PM";" 9:00AM - 2:30PM";" 9:00AM - 2:30PM";;;"After School;Half Day";;;;"Yes";"Yes";"No";"Yes"
33695;"Leaders of Tomorrow";"422 Flatwood Dr";"Winter Springs";"Seminole";"FL";32708;4076205326;"Family Day Care Home";10;"Operational";"02/23/2023";"R18SE2048 ";" 7:30AM - 5:30PM";" 7:30AM - 5:30PM";" 7:30AM - 5:30PM";" 7:30AM - 5:30PM";" 7:30AM - 5:30PM";;;"Drop In;Food Served;Full Day;Half Day;Infant Care";;;;;"No";"No";"No"
346078;"Morales Family Day Care Home";"142 Woodleaf Dr";"Winter Springs";"Seminole";"FL";32708;4077184435;"Family Day Care Home";10;"Operational";"06/30/2023";"R18SE0021 ";" 7:00AM - 5:30PM";" 7:00AM - 5:30PM";" 7:00AM - 5:30PM";" 7:00AM - 5:30PM";" 7:00AM - 5:30PM";;;"Drop In;Food Served;Full Day;Half Day;Infant Care";;;;;"No";"No";"No"
409810;"Green Day Early Learning Center Winter Springs";"894 Gary Hillery Dr";"Winter Springs";"Seminole";"FL";32708;4076043000;"Child Care Facility";118;"Operational";"11/30/2022";"C18SE0366 ";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";;;"After School;Before School;Drop In;Food Served;Full Day;Half Day;Infant Care";;;;;"No";"No";"Yes"
35446;"Primrose School of Winter Springs";"90 Heritage Park St";"Winter Springs";"Seminole";"FL";32708;4073273331;"Child Care Facility";241;"Operational";"02/10/2023";"C18SE0289 ";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";;;"After School;Before School;Drop In;Food Served;Full Day;Half Day;Infant Care;Transportation";"Cognia (FKA AdvanceED)";"06/30/2022";"06/30/2027";"Yes";"No";"No";"No"
32746;"Community Alliance Preschool";"4815 Lake Dr";"Winter Springs";"Seminole";"FL";32708;4076952498;"Child Care Facility";41;"Operational";"01/03/2023";"C18SE0157 ";" 7:30AM - 5:00PM";" 7:30AM - 5:00PM";" 7:30AM - 5:00PM";" 7:30AM - 5:00PM";" 7:30AM - 5:00PM";;;"Full Day;Half Day;Infant Care";;;;"Yes";"Yes";"No";"No"
37598;"Willow Creek Preschool";"4725 Lake Dr";"Winter Springs";"Seminole";"FL";32708;4076990033;"Child Care Facility";167;"Operational";"07/23/2023";"C18SE0158 ";" 8:30AM - 2:30PM";" 8:30AM - 2:30PM";" 8:30AM - 2:30PM";" 8:30AM - 2:30PM";" 8:30AM - 2:30PM";;;"Half Day";;;;"Yes";"Yes";"No";"No"
365814;"Barbarossa Family Day Care Home";"1765 Owasco St";"Winter Springs";"Seminole";"FL";32708;4073593416;"Family Day Care Home";10;"Operational";"02/12/2023";"R18SE0027 ";" 7:00AM - 6:00PM";" 7:00AM - 6:00PM";" 7:00AM - 6:00PM";" 7:00AM - 6:00PM";" 7:00AM - 6:00PM";;;"Full Day;Infant Care";;;;;"No";"No";"No"
288220;"Seminole County Public Schools - Rainbow Elementary";"1412 Rainbow Trl";"Winter Springs";"Seminole";"FL";32708;4073208450;"Child Care Facility";0;"Operational";;"E18SE0053 ";;;;;;;;;;;;"Yes";"No";"No";"No"
348688;"Amazing Explorers Academy of Winter Springs";"780 State Road 434";"Winter Springs";"Seminole";"FL";32708;4073274000;"Child Care Facility";231;"Operational";"08/02/2023";"C18SE0310 ";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";;;"After School;Before School;Food Served;Full Day;Half Day;Infant Care;Transportation";;;;"Yes";"No";"No";"No"
267562;"Mom's Day Out at The Foundry";"1491 State Road 434";"Winter Springs";"Seminole";"FL";32708;4073667714;"Child Care Facility";88;"Operational";"03/21/2023";"X18SE0003 ";" 9:00AM - 1:30PM";" 9:00AM - 1:30PM";" 9:00AM - 1:30PM";" 9:00AM - 1:30PM";;;;"Half Day;Infant Care";;;;;"Yes";"No";"No"
22178;"Seminole County Public Schools - Layer Elementary";"4201 State Road 419";"Winter Springs";"Seminole";"FL";32708;4073200463;"Child Care Facility";36;"Operational";;"E18SE0035 ";" 7:30AM - 6:00PM";" 7:30AM - 6:00PM";" 7:30AM - 6:00PM";" 7:30AM - 6:00PM";" 7:30AM - 6:00PM";;;"After School;Before School;Food Served;Full Day;Half Day";;;;"Yes";"No";"No";"No"
38902;"Kid City USA Winter Springs";"1015 Willa Springs Dr";"Winter Springs";"Seminole";"FL";32708;4076957737;"Child Care Facility";148;"Operational";"06/28/2023";"C18SE0269 ";" 6:00AM - 6:00PM";" 6:00AM - 6:00PM";" 6:00AM - 6:00PM";" 6:00AM - 6:00PM";" 6:00AM - 6:00PM";;;"After School;Before School;Drop In;Food Served;Full Day;Half Day;Infant Care;Transportation";"National Early Childhood Program Accreditation";"11/05/2021";"10/31/2024";"Yes";"No";"No";"Yes"
39239;"KinderCare Learning Center #1132";"1024 Spring Villas Pt";"Winter Springs";"Seminole";"FL";32708;4076998614;"Child Care Facility";136;"Operational";"10/06/2022";"C18SE0107 ";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";" 6:30AM - 6:30PM";;;"After School;Before School;Drop In;Food Served;Full Day;Half Day;Infant Care;Transportation";"National Accreditation Commission";"06/25/2019";"06/25/2023";"Yes";"No";"No";"Yes"
446138;"Wright Little Stars Child Care";"409 Hawthorn Cir";"Winter Springs";"Seminole";"FL";32708;4077792029;"Family Day Care Home";10;"Operational";"04/18/2023";"R18SE0068 ";" 6:30AM - 5:30PM";" 6:30AM - 5:30PM";" 6:30AM - 5:30PM";" 6:30AM - 5:30PM";" 6:30AM - 5:30PM";;;"Drop In;Food Served;Full Day;Half Day;Infant Care;Transportation";;;;;"No";"No";"No"
357938;"Fowler Family Day Care Home";"867 Elmwood Ct";"Winter Springs";"Seminole";"FL";32708;4072189481;"Family Day Care Home";10;"Operational";"10/18/2022";"R18SE0024 ";" 6:30AM - 5:00PM";" 6:30AM - 5:00PM";" 6:30AM - 5:00PM";" 6:30AM - 5:00PM";" 6:30AM - 5:00PM";;;"Food Served;Full Day;Infant Care";;;;;"No";"No";"No"
32189;"Ryder Family Day Care Home";"427 Hawthorn Cir";"Winter Springs";"Seminole";"FL";32708;4079207601;"Family Day Care Home";10;"Operational";"11/30/2022";"R18SE0252 ";" 12:00AM - 11:59PM";" 12:00AM - 11:59PM";" 12:00AM - 11:59PM";" 12:00AM - 11:59PM";" 12:00AM - 11:59PM";" 12:00AM - 11:59PM";" 12:00AM - 11:59PM";"After School;Before School;Food Served;Full Day;Half Day;Infant Care;Night Care;Weekend Care";;;;;"No";"No";"No"
481012;"Kiddie Korner";"480 State Road 434";"Winter Springs";"Seminole";"FL";32708;4073273287;"Child Care Facility";101;"Operational";"02/10/2023";"C18SE0385 ";" 6:30AM - 6:00PM";" 6:30AM - 6:00PM";" 6:30AM - 6:00PM";" 6:30AM - 6:00PM";" 6:30AM - 6:00PM";;;"After School;Before School;Food Served;Full Day;Infant Care;Transportation";;;;;"No";"No";"Yes"
