"title";"street_address";"city";"state";"zip";"QRIS_step";"phone";"category";"ages_served";"id";"DBA";"RR";"C_O";"licensing_specialist";"licensing_specialist_email";"status";"status_date";"capacity";"approval_date";"license_type";"licensed_from";"licensed_to";"accepts_ccps"
"WILSONDALE COUNTRY CARE";"105 MERRILL RD";"GRAY";"ME";4039;1;"(207) 657-2273";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";210303;"VICKY WILSON";;;"MELLISSA A RUSSELL";"Melissa.Russell@maine.gov";"Active";"9/06/22";65;"7/06/2022";"Full";"9/14/2022";"9/14/2024";"Yes"
"CIRCLE OF LEARNING-GRAY";"322 WEST GRAY ROAD";"GRAY";"ME";4039;1;"(207) 699-6253";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";759219;"Lori Whittemore & Heather Henderson";;;"Catherine Paglio";"Catherine.A.Paglio@maine.gov";"Active";"8/22/22";50;"6/23/2022";"Full";"8/27/2022";"8/27/2024";"No"
"AUDET, JULIE A.";"12 LIBERTY AVE";"GRAY";"ME";4039;1;"(207) 657-2049";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";214087;"Miss Julie's Tot Nurturing";;;"MELLISSA A RUSSELL";"Melissa.Russell@maine.gov";"Active";"5/11/22";8;"2/28/2022";"Full";"4/25/2022";"4/25/2024";"No"
"SLANEY, JESSICA";"13 GRAYSTONE ROAD";"GRAY";"ME";4039;1;"(207) 329-7290";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";729847;"LITTLE STEPS FAMILY CHILDCARE";;;"MELLISSA A RUSSELL";"Melissa.Russell@maine.gov";"Active";"3/24/22";11;"8/24/2021";"Full";"10/06/2021";"10/06/2023";"No"
"GALLANT, WENDY";"303 NAPLES RD.";"HARRISON";"ME";4040;2;"(207) 615-9398";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 2<br />Open School Age Slots, 5 years or older: 3<br />";391746;"Miss Maple's Nature House";;;"Alice Engelhardt";"Alice.Engelhardt@maine.gov";"Renewal in process";"9/09/22";12;"4/17/2020";"Full";"9/08/2020";"9/08/2022";"Yes"
"MCLAREN, DIANNE";"273 MAPLE RIDGE RD";"HARRISON";"ME";4040;1;"(207) 807-6734";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";686311;"Playful Learning";;;"Alice Engelhardt";"Alice.Engelhardt@maine.gov";"Active";"8/29/22";6;"6/23/2022";"Full";"7/28/2022";"7/28/2024";"Yes"
"HARRISON SCHOOL AGE CHILD CARE (1)";"309  NAPLES ROAD";"HARRISON";"ME";4040;1;"(207) 504-6464";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";380561;"DEBORA WARD";;;"Alice Engelhardt";"Alice.Engelhardt@maine.gov";"Active";"12/10/21";49;"8/05/2021";"Full";"11/25/2021";"11/25/2023";"Yes"
"LORFANO, DEIDRE";"1084 NAPLES ROAD";"HARRISON";"ME";4040;1;"(207) 583-4512";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";494923;;;;"Alice Engelhardt";"Alice.Engelhardt@maine.gov";"Active";"11/24/21";12;"10/15/2021";"Full";"11/25/2021";"11/25/2023";"Yes"
"BACHELDER, KAREN";"575 TRIPPTOWN ROAD";"HIRAM";"ME";4041;2;"(207) 256-7245";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 1<br />Open Toddler Slots, 1-2 years old: 2<br />Open Preschool Slots, 3-5 years old: 2<br />Open School Age Slots, 5 years or older: 0<br />";751312;"COUNTRY SIDE KIDS CHILDCARE";;;"Alice Engelhardt";"Alice.Engelhardt@maine.gov";"Active";"5/06/22";12;"12/28/2021";"Full";"3/21/2022";"3/21/2024";"Yes"
"GROVES, LAURA";"200 CAPE ROAD";"HOLLIS";"ME";4042;2;"(207) 632-2729";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 1<br />Open School Age Slots, 5 years or older: 0<br />";684525;"MS LAURA'S DAYCARE";;;"JENNIFER L MARTEL-PETTIT";"jennifer.martel-pettit@maine.gov";"Active";"3/03/21";12;"1/22/2021";"Full";"2/16/2021";"2/16/2023";"Yes"
"WILLIAMSON, BARBARA ANN";"247 BAR MILLS RD";"HOLLIS CENTER";"ME";4042;1;"(207) 929-3674";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";212905;"BABES IN TOYLAND DAYCARE";;;"JENNIFER L MARTEL-PETTIT";"jennifer.martel-pettit@maine.gov";"Active";"3/11/21";10;"3/11/2021";"Full";"3/12/2021";"3/12/2023";"No"
"FOUNDATIONS EARLY LEARNING CENTER";"75 WATERBORO ROAD";"HOLLIS CENTER";"ME";4042;1;"(207) 590-5675";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 3<br />Open School Age Slots, 5 years or older: 0<br />";683463;"Stacy Ryan";;;"JENNIFER L MARTEL-PETTIT";"jennifer.martel-pettit@maine.gov";"Active";"4/26/22";64;"7/29/2021";"Full";"9/26/2021";"9/26/2023";"Yes"
"STILLWATER SCHOOL";"28 MANSION ROAD";"HOLLIS CENTER";"ME";4042;1;"(207) 929-3209";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";592275;"AMIE JONES";;;"JENNIFER L MARTEL-PETTIT";"jennifer.martel-pettit@maine.gov";"Active";"3/28/22";20;"8/25/2021";"Full";"11/02/2021";"11/02/2023";"No"
"NINNY\'S HOUSE CHILD CARE--HOLLIS";"366 HOLLIS ROAD";"HOLLIS";"ME";4042;1;"(207) 939-1742";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 2<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 1<br />Open School Age Slots, 5 years or older: 0<br />";655067;"CINDY LAPOINTE & CRAIG GEAUMONT";;;"JENNIFER L MARTEL-PETTIT";"jennifer.martel-pettit@maine.gov";"Active";"5/17/22";40;"3/31/2022";"Full";"5/06/2022";"5/06/2024";"Yes"
"JACKSON, KORTNEY";"310 LITTLE FALLS RD.";"HOLLIS CENTER";"ME";4042;;"(207) 400-1884";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";762053;"Hollis House Childcare";;;"Pattie Collins";"Pattie.Collins@maine.gov";"Active";"10/18/22";12;"10/18/2022";"Provisional";"10/17/2022";"10/17/2023";"No"
"BAKER, MARGARET";"107 SUMMER ST";"KENNEBUNK";"ME";4043;3;"(207) 590-7122";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";269001;"GIGGLING GOOSE CHILD CARE";;;"MARLA D CRAFT";"Marla.D.Craft@Maine.gov";"Active";"6/23/22";12;"3/22/2022";"Full";"5/22/2022";"5/22/2024";"Yes"
"KENNEBUNK GYMNASTICS & SPORT, INC. DBA GYMNATION DBA TINY STARS FIT & LEARN";"63 PORTLAND STREET SUITE 1";"KENNEBUNK";"ME";4043;3;"(207) 985-6621";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";543340;"Brenda Plante";;;"ELIZABETH BURNHAM";"Elizabeth.Burnham@maine.gov";"Active";"10/15/21";75;"1/22/2021";"Full";"1/31/2021";"1/31/2023";"No"
"POWERS, KIM";"3 TANGLEWOOD DR";"KENNEBUNK";"ME";4043;3;"(207) 985-2037";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 1<br />Open Toddler Slots, 1-2 years old: 3<br />Open Preschool Slots, 3-5 years old: 7<br />Open School Age Slots, 5 years or older: 5<br />";214389;"CHILDREN FIRST";;;"Pattie Collins";"Pattie.Collins@maine.gov";"Active";"10/17/22";12;"7/29/2022";"Full";"9/18/2022";"9/18/2024";"Yes"
"COCOONS DAY SCHOOL, LLC";"35 HEATH ROAD";"KENNEBUNK";"ME";4043;3;"(207) 985-6022";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";401250;"SANDRA NADEAU";;;"MARLA D CRAFT";"Marla.D.Craft@Maine.gov";"Active";"11/09/21";49;"10/29/2021";"Full";"10/29/2021";"10/27/2023";"No"
"KENNEBUNK CHILDREN\'S ACADEMY";"8 INDEPENDENCE DRIVE";"KENNEBUNK";"ME";4043;2;"(207) 467-9000";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 7<br />Open Preschool Slots, 3-5 years old: 9<br />Open School Age Slots, 5 years or older: 0<br />";543319;"KATHIE MURPHY";;;"MARLA D CRAFT";"Marla.D.Craft@Maine.gov";"Active";"7/08/22";197;"4/14/2022";"Full";"6/19/2022";"6/19/2024";"Yes"
"A JOYFUL NOISE PRESCHOOL & CHILD CARE CENTER";"169 PORT ROAD";"UNITS 13 & 14, KENNEBUNK";"ME";4043;1;"(207) 641-7022";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";755898;"RACHEL CHAISSON";;;"MARLA D CRAFT";"Marla.D.Craft@Maine.gov";"Active";"12/29/21";40;"12/09/2021";"Full";"1/01/2022";"1/01/2024";"No"
"HOWARD, MELISSA";"22 CLEAR BROOK CROSSING";"KENNEBUNK";"ME";4043;1;"(207) 420-1809";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";758493;"GROWING ROOTS";;;"MARLA D CRAFT";"Marla.D.Craft@Maine.gov";"Renewal in process";"8/25/22";8;"6/14/2021";"Provisional";"8/24/2021";"8/24/2022";"No"
"A JOYFUL NOISE PRESCHOOL AND CHILDCARE CENTER";"34 YORK STREET";"KENNENBUNK";"ME";4043;1;"(207) 985-4257";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 1<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";429280;"RACHEL CHAISSON";;;"MARLA D CRAFT";"Marla.D.Craft@Maine.gov";"Active";"5/03/21";54;"9/18/2020";"Full";"12/31/2020";"12/31/2022";"Yes"
"LORI\'S LITTLE ONES";"24 INTERVALE ROAD";"KENNEBUNK";"ME";4043;1;"(207) 766-1826";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";505504;"LORI LESSARD";;;"MARLA D CRAFT";"Marla.D.Craft@Maine.gov";"Active";"7/23/21";8;"4/14/2021";"Full";"7/21/2021";"7/21/2023";"No"
"JELLISON, KIMBERLY A.";"44 RIVERWYNDE DRIVE";"ARUNDEL";"ME";4046;2;"(207) 985-0132";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";466337;"KIMBEE'S DAYCARE";;;"Catherine Paglio";"Catherine.A.Paglio@maine.gov";"Active";"2/09/22";12;"10/29/2021";"Full";"1/15/2022";"1/15/2024";"Yes"
"JO-ANN\'S CHILDREN\'S CENTER";"39 LIMERICK RD";"SUITE 9, ARUNDEL";"ME";4046;1;"(207) 205-4377";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";404974;"KENDRA GELARDI";;;"Catherine Paglio";"Catherine.A.Paglio@maine.gov";"Active";"2/16/22";20;"9/16/2021";"Full";"10/03/2021";"10/03/2023";"Yes"
"CAMPBELL, HEIDI";"223 MOUNTAIN ROAD";"ARUNDEL";"ME";4046;1;"(207) 283-2903";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 3<br />Open School Age Slots, 5 years or older: 0<br />";421319;"KIDS R SPECIAL";;;"Catherine Paglio";"Catherine.A.Paglio@maine.gov";"Active";"6/24/22";12;"4/11/2022";"Full";"6/22/2022";"6/22/2024";"Yes"
"CHILDREN\'S JOURNEY";"39 LIMERICK ROAD";"ARUNDEL";"ME";4046;1;"(207) 985-7861";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";758575;"Heather Henderson";;;"Catherine Paglio";"Catherine.A.Paglio@maine.gov";"Active";"8/25/22";20;"6/23/2022";"Full";"8/26/2022";"8/26/2024";"No"
"WYMAN, DIANE L.";"104 LOG CABIN RD";"ARUNDEL";"ME";4046;1;"(207) 468-2701";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 1<br />Open School Age Slots, 5 years or older: 0<br />";390300;"Ditsy Di's";;;"Catherine Paglio";"Catherine.A.Paglio@maine.gov";"Sanctioned";"7/25/22";10;"7/25/2022";"Conditional";"5/09/2022";"5/09/2023";"Yes"
"GROWING TREE LEARNING ACADEMY";"1437 PORTLAND RD";"ARUNDEL";"ME";4046;1;"(207) 985-6300";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";502699;"CINDY STACKPOLE";;;"Catherine Paglio";"Catherine.A.Paglio@maine.gov";"Active";"1/06/22";46;"9/01/2021";"Full";"11/04/2021";"11/04/2023";"Yes"
"SUE\'S PLACE CHILD CARE CENTER";"611 LIMERICK ROAD";"ARUNDEL";"ME";4046;1;"(207) 284-4200";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";554148;"SUSAN DESROBERTS";;;"Catherine Paglio";"Catherine.A.Paglio@maine.gov";"Active";"12/22/20";35;"8/26/2020";"Full";"12/06/2020";"12/06/2022";"Yes"
"ARUNDEL CHILDREN\'S GARDEN";"34 ARUNDEL ROAD";"ARUNDEL";"ME";4046;1;"(207) 423-2333";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";753187;"BETH GACHOWSKI";;;"Catherine Paglio";"Catherine.A.Paglio@maine.gov";"Active";"9/09/21";43;"3/22/2022";"Full";"3/30/2022";"9/05/2023";"Yes"
"HARRISON, CRYSTAL";"159 TROUT BROOK ROAD";"ARUNDEL";"ME";4046;;"(207) 229-3848";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";747139;"HARRISON FARM DAYCARE";;;"Catherine Paglio";"Catherine.A.Paglio@maine.gov";"Active";"11/03/21";12;"10/01/2021";"Full";"10/05/2021";"10/05/2023";"Yes"
"JOYFUL BEGINNINGS DBA JOYFUL LEARNERS";"24 FEDERAL ROAD";"PARSONSFIELD";"ME";4047;2;"(207) 831-2372";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 3<br />Open Toddler Slots, 1-2 years old: 3<br />Open Preschool Slots, 3-5 years old: 6<br />Open School Age Slots, 5 years or older: 0<br />";755896;"DAWN BARRETT";;;"JENNIFER L MARTEL-PETTIT";"jennifer.martel-pettit@maine.gov";"Active";"3/29/22";40;"11/17/2021";"Full";"2/12/2022";"2/12/2024";"Yes"
"HANSEN, TAMMIE";"728 NORTH ROAD";"PARSONSFIELD";"ME";4047;1;"(207) 625-9357";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";759827;"LITTLE HENS CHILDCARE";;;"JENNIFER L MARTEL-PETTIT";"jennifer.martel-pettit@maine.gov";"Active";"11/10/21";12;"10/01/2021";"Provisional";"11/09/2021";"11/09/2022";"Yes"
"LOGAN, SARA";"685 NORTH RD";"PARSONSFIELD";"ME";4047;1;"(207) 281-2982";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";725127;"MOUNTAIN VIEW CHILDCARE";;;"JENNIFER L MARTEL-PETTIT";"jennifer.martel-pettit@maine.gov";"Renewal in process";"10/09/22";12;"8/31/2020";"Full";"10/08/2020";"10/08/2022";"Yes"
"GERRISH, JENNIFER";"27 PENDEXTER WY";"LIMERICK";"ME";4048;1;"(207) 229-8318";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";725714;"FIDDLEHEAD SCHOOL HOUSE";;;"JENNIFER L MARTEL-PETTIT";"jennifer.martel-pettit@maine.gov";"Renewal in process";"8/23/22";12;"9/24/2020";"Full";"9/24/2020";"8/22/2022";"No"
"SMITH, JESSICA";"432 SOKOKIS TRAIL NORTH";"LIMERICK";"ME";4048;1;"(802) 779-8722";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";737722;"PLAY 2 LEARN CHILDCARE";;;"JENNIFER L MARTEL-PETTIT";"jennifer.martel-pettit@maine.gov";"Active";"3/11/22";12;"1/07/2022";"Full";"2/03/2022";"2/03/2024";"Yes"
"LITTLE FARM SCHOOL";"224 SOKOKIS TRAIL SOUTH";"LIMERICK";"ME";4048;1;"(207) 600-2244";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";758159;"MARY VERMETTE-GRAHAM";;;"JENNIFER L MARTEL-PETTIT";"jennifer.martel-pettit@maine.gov";"Renewal in process";"7/29/22";40;"5/21/2021";"Provisional";"7/28/2021";"7/28/2022";"Yes"
"WEISE, JENNIFER";"22 PROSPECT STREET";"LIMERICK";"ME";4048;1;"(207) 907-8702";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";678863;"Chickadee Childcare";;;"JENNIFER L MARTEL-PETTIT";"jennifer.martel-pettit@maine.gov";"Active";"5/04/21";12;"2/10/2021";"Full";"3/23/2021";"3/23/2023";"Yes"
"LEAHAN, ALICIA";"572 PARSONSFIELD ROAD";"LIMERICK";"ME";4048;1;"(207) 608-5469";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";509399;"10 ACRE WOOD DAY CARE";;;"JENNIFER L MARTEL-PETTIT";"jennifer.martel-pettit@maine.gov";"Renewal in process";"9/09/22";12;"8/11/2020";"Full";"9/08/2020";"9/08/2022";"Yes"
"GRAHAM, MARY";"31 ENTERPRISE ROAD";"LIMERICK";"ME";4048;1;"(207) 423-1656";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";628551;"THE LITTLE FARM SCHOOL";;;"JENNIFER L MARTEL-PETTIT";"jennifer.martel-pettit@maine.gov";"Active-On Hold";"3/29/22";12;"2/04/2021";"Full";"4/03/2021";"4/03/2023";"No"
"BRAWN, JAMIE";"1 CUTLER RIDGE ROAD";"LIMINGTON";"ME";4049;2;"(207) 809-9840";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 1<br />Open School Age Slots, 5 years or older: 0<br />";739494;"MILES OF SMILES FAMILY DAYCARE";;;"JENNIFER L MARTEL-PETTIT";"jennifer.martel-pettit@maine.gov";"Renewal in process";"6/23/22";12;"4/08/2020";"Full";"6/22/2020";"6/22/2022";"Yes"
"AXELSEN, MARY";"403 SOKOKIS AVE";"LIMINGTON";"ME";4049;1;"(207) 650-3221";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";724638;"MONKEY'S N' MORE CHILDCARE";;;"JENNIFER L MARTEL-PETTIT";"jennifer.martel-pettit@maine.gov";"Expired";"9/18/22";12;"7/22/2020";"Full";"9/17/2020";"9/17/2022";"Yes"
"MONKEY\'S N\' MORE CHILDCARE CENTER";"407 SOKOKIS AVENUE";"LIMINGTON";"ME";4049;1;"(207) 650-3221";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";744565;"MARY AXELSEN";;;"JENNIFER L MARTEL-PETTIT";"jennifer.martel-pettit@maine.gov";"Renewal in process";"2/08/22";12;"10/23/2020";"Provisional";"1/05/2021";"1/05/2022";"No"
"GROVO, ROBIN M.";"12 COVENTRY DR";"LIMINGTON";"ME";4049;1;"(207) 637-2047";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";217337;"ROBIN'S NEST";;;"JENNIFER L MARTEL-PETTIT";"jennifer.martel-pettit@maine.gov";"Expired";"10/01/22";12;"1/27/2021";"Full";"9/30/2020";"9/30/2022";"No"
"MICHAUD, TAMMY";"571 CAPE ROAD";"LIMINGTON";"ME";4049;;"(207) 793-8821";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";512080;"GREATER FOUNDATIONS";;;"JENNIFER L MARTEL-PETTIT";"jennifer.martel-pettit@maine.gov";"Active";"4/21/22";12;"9/07/2021";"Full";"9/24/2021";"9/24/2023";"Yes"
"COMMUNITY CONCEPTS NEW SUNCOOK EARLY LEARNING CENTER";"95 MAIN STREET";"LOVELL";"ME";4051;3;"(207) 739-6534";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";753611;"DIANNE NELDER";;;"Alice Engelhardt";"Alice.Engelhardt@maine.gov";"Active";"9/20/21";20;"4/30/2021";"Full";"9/24/2021";"9/24/2023";"No"
"KIDS COUNT LEARNING CENTER - NAPLES";"58 LAMBS MILL RD.";"NAPLES";"ME";4055;1;"(207) 693-3981";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";208155;"ERICA GAILEY-LONG";;;"Sheila Single";"Sheila.Single@maine.gov";"Active";"10/29/21";49;"4/29/2021";"Full";"7/31/2021";"7/31/2023";"No"
"SMARTIES EARLY LEARNING CENTER";"711 ROOSEVELT TRAIL";"NAPLES";"ME";4055;1;"(207) 693-9636";"Child Care Facility";"Open Infant Slots, 6 weeks to 1 year old: 2<br />Open Toddler Slots, 1-2 years old: 2<br />Open Preschool Slots, 3-5 years old: 2<br />Open School Age Slots, 5 years or older: 18<br />";735031;"MARTHA CROCKETT";;;"Sheila Single";"Sheila.Single@maine.gov";"Renewal in process";"8/10/22";56;"1/05/2021";"Full";"2/03/2021";"8/09/2022";"Yes"
"VIGUE, MAGEN";"11 CESSINA WAY";"NAPLES";"ME";4055;1;"(207) 432-5066";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 0<br />Open Toddler Slots, 1-2 years old: 0<br />Open Preschool Slots, 3-5 years old: 0<br />Open School Age Slots, 5 years or older: 0<br />";760509;"SEEDLINGS TO SPROUTS DAYCARE";;;"Sheila Single";"Sheila.Single@maine.gov";"Active";"12/17/21";5;"10/20/2021";"Provisional";"12/15/2021";"12/15/2022";"No"
"BROWN, MELISSA F.";"1 PINE ROCK ROAD";"NAPLES";"ME";4055;1;"(207) 693-1018";"Family Child Care Provider";"Open Infant Slots, 6 weeks to 1 year old: 2<br />Open Toddler Slots, 1-2 years old: 2<br />Open Preschool Slots, 3-5 years old: 2<br />Open School Age Slots, 5 years or older: 2<br />";605583;"PINE ROCK CHILD CARE";;;"Sheila Single";"Sheila.Single@maine.gov";"Active";"10/15/21";12;"4/27/2021";"Full";"5/02/2021";"5/02/2023";"Yes"
