"Id";"Date";"Violations";"Link to Notices";"violations";"ViolationsDescription"
2496;"12/04/2019";"Facility Visit";;"No";
2496;"05/02/2019";"Renewal / Validation Visit";;"No";
1684;"09/26/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1684/signed300PDF.20220927.110628.pdf";"No";
1684;"02/09/2022";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1684/signed209PDF.20220209.134821.pdf";"No";
1684;"09/16/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1684/signed300PDF.20210916.110747.pdf";"No";
1684;"01/14/2021";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1684/signed209PDF.20210114.134017.pdf";"No";
1684;"10/07/2020";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1684/signed300PDF.20201007.104955.pdf";"No";
1684;"01/21/2020";"Renewal / Validation Visit";;"No";
1684;"10/01/2019";"Facility Visit";;"No";
1684;"02/12/2019";"Renewal / Validation Visit";;"No";
17308;"08/17/2022";"Initial Inspection";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/17308/signed200PDF.20220817.141010.pdf";"No";
14329;"06/14/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/14329/signed300PDF.20220614.113552.pdf";"No";
14329;"11/30/2021";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/14329/signed209PDF.20211130.140938.pdf";"No";
14329;"05/14/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/14329/signed300PDF.20210514.145510.pdf";"No";
14329;"11/19/2020";"Renewal / Validation Visit";;"No";
14329;"06/19/2020";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/14329/signed300PDF.20200625.154123.pdf";"No";
14329;"11/26/2019";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/14329/signed209PDF.20191126.145535.pdf";"No";
14329;"08/07/2019";"Facility Visit";;"No";
14329;"05/20/2019";"Renewal / Validation Visit";;"No";
17048;"04/06/2022";"1 Non-Compliant Violations";"https://findchildcarewy.orghttps://www.wylicensing.org//SignedForms/Programs/17048/Visits/48831/CCL305/305PDF.CPL48831.20220406.111801.pdf";"Yes";"Regulation: Chapter 5. Rules for Certification Of A Family Child Care Home (FCCH) Compliance Action Plan Due Date: 04/16/2022 Compliance Action Plan Completed Date: 04/11/2022 Compliance Due Date: 04/06/2022 Compliance Achieved Date: 04/11/2022"
17048;"08/10/2020";"1 Non-Compliant Violations";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/17048/Reported Violations and Complaints.Signed 305.20200810.000000.pdf";"Yes";"Regulation: Chapter 4. General Requirements Compliance Action Plan Due Date: 08/24/2020 Compliance Action Plan Completed Date: 09/08/2020 Compliance Due Date: 08/10/2020 Compliance Achieved Date: 08/10/2020"
17048;"07/08/2020";"1 Non-Compliant Violations";"https://findchildcarewy.orghttps://www.wylicensing.org//SignedForms/Programs/17048/Visits/45712/CCL305/305PDF.20200709.082012.pdf";"Yes";"Regulation: Chapter 4. General Requirements Compliance Action Plan Due Date: 07/22/2020 Compliance Action Plan Completed Date: 07/08/2020 Compliance Due Date: 07/08/2020 Compliance Achieved Date: 07/08/2020"
17048;"08/12/2022";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/17048/signed209PDF.20220812.102249.pdf";"No";
17048;"04/29/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/17048/signed300PDF.20220429.110959.pdf";"No";
17048;"04/06/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/17048/signed300PDF.20220406.111732.pdf";"No";
17048;"08/12/2021";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/17048/signed209PDF.20210812.110205.pdf";"No";
17048;"05/05/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/17048/signed300PDF.20210505.132146.pdf";"No";
17048;"03/05/2021";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/17048/signed209PDF.20210305.141749.pdf";"No";
17048;"08/10/2020";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/17048/signed209PDF.20200810.110836.pdf";"No";
17048;"07/08/2020";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/17048/signed300PDF.20200708.092534.pdf";"No";
17048;"09/03/2019";"Initial Inspection";;"No";
1674;"08/10/2022";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1674/signed209PDF.20220810.100122.pdf";"No";
1674;"03/04/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1674/signed300PDF.20220304.123541.pdf";"No";
1674;"07/14/2021";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1674/signed209PDF.20210714.103428.pdf";"No";
1674;"11/02/2020";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1674/signed300PDF.20201102.101054.pdf";"No";
1674;"07/21/2020";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1674/signed209PDF.20200721.103008.pdf";"No";
1674;"02/18/2020";"Facility Visit";;"No";
1674;"07/16/2019";"Renewal / Validation Visit";;"No";
1674;"02/19/2019";"Facility Visit";;"No";
17297;"06/26/2022";"Initial Inspection";;"No";
17208;"08/17/2022";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/17208/signed209PDF.20220817.111454.pdf";"No";
17208;"03/03/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/17208/signed300PDF.20220303.124438.pdf";"No";
16996;"07/27/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/16996/signed300PDF.20220727.115844.pdf";"No";
16996;"12/21/2021";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/16996/signed209PDF.20211221.124706.pdf";"No";
16996;"05/18/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/16996/signed300PDF.20210518.103714.pdf";"No";
16996;"12/02/2020";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/16996/signed209PDF.20201202.161142.pdf";"No";
16996;"06/23/2020";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/16996/signed300PDF.20200624.163534.pdf";"No";
16996;"12/05/2019";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/16996/signed209PDF.20191205.145940.pdf";"No";
16996;"05/14/2019";"Facility Visit";;"No";
16996;"01/31/2019";"Facility Visit";;"No";
16996;"01/16/2019";"Initial Inspection";;"No";
2221;"09/09/2021";"1 Non-Compliant Violations";"https://findchildcarewy.orghttps://www.wylicensing.org//SignedForms/Programs/2221/Visits/47872/CCL305/305PDF.CPL47872.20210909.100908.pdf";"Yes";"Regulation: Chapter 4. General Requirements Compliance Action Plan Due Date: 09/20/2021 Compliance Action Plan Completed Date: 09/28/2021 Compliance Due Date: 09/09/2021 Compliance Achieved Date: 09/28/2021"
2221;"09/10/2020";"2 Non-Compliant Violations";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2221/Reported Violations and Complaints.Signed 305.20200910.000000.pdf";"Yes";"Regulation: Chapter 9. Fire Standards for Family Child Care Home - Residential Classification Compliance Action Plan Due Date: 09/21/2020 Compliance Action Plan Completed Date: 09/11/2020 Compliance Due Date: 09/21/2020 Compliance Achieved Date:Regulation: Chapter 4. General Requirements Compliance Action Plan Due Date: 09/21/2020 Compliance Action Plan Completed Date: 09/11/2020 Compliance Due Date: 09/11/2020 Compliance Achieved Date:"
2221;"09/08/2022";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2221/signed209PDF.20220908.103421.pdf";"No";
2221;"04/21/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2221/signed300PDF.20220421.102216.pdf";"No";
2221;"09/09/2021";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2221/signed209PDF.20210909.100815.pdf";"No";
2221;"08/12/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2221/signed300PDF.20210812.104033.pdf";"No";
2221;"04/26/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2221/signed300PDF.20210426.105034.pdf";"No";
2221;"09/10/2020";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2221/signed209PDF.20200910.090850.pdf";"No";
2221;"07/29/2020";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2221/signed300PDF.20200729.095654.pdf";"No";
2221;"09/10/2019";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2221/unsigned209PDF.pdf";"No";
2221;"04/09/2019";"Facility Visit";;"No";
2479;"10/03/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2479/signed300PDF.20221003.110432.pdf";"No";
2479;"04/26/2022";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2479/signed209PDF.20220426.125410.pdf";"No";
2479;"10/06/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2479/signed300PDF.20211006.105100.pdf";"No";
2479;"04/22/2021";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2479/signed209PDF.20210422.143622.pdf";"No";
2479;"10/29/2020";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2479/signed300PDF.20201029.110807.pdf";"No";
2479;"10/06/2020";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2479/signed300PDF.20201006.152851.pdf";"No";
2479;"04/30/2020";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2479/signed209PDF.20200430.095425.pdf";"No";
2479;"09/11/2019";"Facility Visit";;"No";
2479;"03/27/2019";"Renewal / Validation Visit";;"No";
16971;"10/13/2020";"1 Non-Compliant Violations";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/16971/Reported Violations and Complaints.Signed 305.20201013.000000.pdf";"Yes";"Regulation: Chapter 4. General Requirements Compliance Action Plan Due Date: 10/15/2020 Compliance Action Plan Completed Date: 10/20/2020 Compliance Due Date: 10/13/2020 Compliance Achieved Date: 10/15/2020"
16971;"09/25/2019";"1 Non-Compliant Violations";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/16971/Reported Violations and Complaints.Signed 305.20190925.000000.pdf";"Yes";"Regulation: Chapter 4. General Requirements Compliance Action Plan Due Date: 09/23/2019 Compliance Action Plan Completed Date: 10/30/2019 Compliance Due Date:Compliance Achieved Date:"
16971;"07/12/2019";"1 Non-Compliant Violations";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/16971/Reported Violations and Complaints.Signed 305.20190712.000000.pdf";"Yes";"Regulation: Chapter 6. Rules for Certification Of A Family Child Care Center (FCCC) Compliance Action Plan Due Date:Compliance Action Plan Completed Date:Compliance Due Date: 08/12/2019 Compliance Achieved Date: 08/05/2019"
16971;"10/25/2022";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/16971/signed209PDF.20221025.094140.pdf";"No";
16971;"02/15/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/16971/signed300PDF.20220215.124228.pdf";"No";
16971;"10/26/2021";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/16971/signed209PDF.20211026.141908.pdf";"No";
16971;"05/20/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/16971/signed300PDF.20210520.111740.pdf";"No";
16971;"10/13/2020";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/16971/signed209PDF.20201013.100533.pdf";"No";
16971;"06/04/2020";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/16971/signed300PDF.20200604.122449.pdf";"No";
16971;"11/01/2019";"Facility Visit";;"No";
16971;"09/25/2019";"Renewal / Validation Visit";;"No";
16971;"07/26/2019";"Facility Visit";;"No";
16971;"05/16/2019";"Facility Visit";;"No";
1576;"10/25/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1576/signed300PDF.20221025.113613.pdf";"No";
1576;"10/11/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1576/signed300PDF.20221011.111330.pdf";"No";
1576;"07/26/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1576/signed300PDF.20220726.142737.pdf";"No";
1576;"02/15/2022";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1576/signed209PDF.20220215.144324.pdf";"No";
1576;"08/17/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1576/signed300PDF.20210817.102653.pdf";"No";
1576;"05/24/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1576/signed300PDF.20210524.113059.pdf";"No";
1576;"02/01/2021";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1576/signed209PDF.20210201.135520.pdf";"No";
1576;"07/15/2020";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1576/signed300PDF.20200715.155400.pdf";"No";
1576;"01/21/2020";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1576/signed209PDF.20200121.145419.pdf";"No";
1576;"09/18/2019";"Facility Visit";;"No";
1576;"01/29/2019";"Renewal / Validation Visit";;"No";
1576;"01/08/2019";"Facility Visit";;"No";
1622;"08/17/2021";"1 Non-Compliant Violations";"https://findchildcarewy.orghttps://www.wylicensing.org//SignedForms/Programs/1622/Visits/47748/CCL305/305PDF.CPL47748.20210817.110053.pdf";"Yes";"Regulation: Chapter 4. General Requirements Compliance Action Plan Due Date: 08/31/2021 Compliance Action Plan Completed Date: 08/30/2021 Compliance Due Date: 08/17/2021 Compliance Achieved Date:"
1622;"11/02/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1622/signed300PDF.20221102.095041.pdf";"No";
1622;"10/25/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1622/signed300PDF.20221025.100749.pdf";"No";
1622;"07/26/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1622/signed300PDF.20220726.134942.pdf";"No";
1622;"02/23/2022";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1622/signed209PDF.20220223.111733.pdf";"No";
1622;"09/15/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1622/signed300PDF.20210915.143319.pdf";"No";
1622;"08/17/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1622/signed300PDF.20210817.110941.pdf";"No";
1622;"05/24/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1622/signed300PDF.20210524.150505.pdf";"No";
1622;"02/04/2021";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1622/signed209PDF.20210204.142404.pdf";"No";
1622;"07/15/2020";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1622/signed300PDF.20200715.152108.pdf";"No";
1622;"01/23/2020";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1622/signed209PDF.20200123.144457.pdf";"No";
1622;"08/01/2019";"Facility Visit";;"No";
1622;"01/30/2019";"Renewal / Validation Visit";;"No";
1622;"01/08/2019";"Facility Visit";;"No";
1897;"05/10/2022";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1897/signed209PDF.20220510.163528.pdf";"No";
1897;"12/01/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1897/signed300PDF.20211201.105802.pdf";"No";
1897;"04/27/2021";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1897/signed209PDF.20210427.103021.pdf";"No";
1897;"10/09/2020";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1897/signed300PDF.20201009.100905.pdf";"No";
1897;"05/26/2020";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1897/unsigned209PDF.20200526.103454.pdf";"No";
1897;"12/12/2019";"Facility Visit";;"No";
1897;"04/23/2019";"Renewal / Validation Visit";;"No";
1974;"09/27/2022";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1974/signed209PDF.20220927.111503.pdf";"No";
1974;"08/18/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1974/signed300PDF.20220818.143302.pdf";"No";
1974;"03/30/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1974/signed300PDF.20220330.115515.pdf";"No";
1974;"09/22/2021";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1974/signed209PDF.20210922.110101.pdf";"No";
1974;"02/24/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1974/signed300PDF.20210224.120029.pdf";"No";
1974;"08/10/2020";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1974/signed209PDF.20200810.105115.pdf";"No";
1974;"05/21/2020";"Facility Visit";;"No";
1974;"09/06/2019";"Renewal / Validation Visit";;"No";
1974;"04/18/2019";"Facility Visit";;"No";
1692;"08/31/2022";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1692/signed209PDF.20220831.114639.pdf";"No";
1692;"04/29/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1692/signed300PDF.20220429.105317.pdf";"No";
1692;"08/10/2021";"Renewal / Validation Visit";;"No";
1692;"02/26/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1692/signed300PDF.20210226.145326.pdf";"No";
1692;"08/07/2020";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/1692/signed209PDF.20200807.102251.pdf";"No";
1692;"05/04/2020";"Facility Visit";;"No";
1692;"03/18/2020";"Facility Visit";;"No";
1692;"07/17/2019";"Renewal / Validation Visit";;"No";
1692;"03/26/2019";"Facility Visit";;"No";
16992;"06/11/2020";"1 Non-Compliant Violations";"https://findchildcarewy.orghttps://www.wylicensing.org//SignedForms/Programs/16992/Visits/45565/CCL305/305PDF.20200612.151827.pdf";"Yes";"Regulation: Chapter 4. General Requirements Compliance Action Plan Due Date: 06/25/2020 Compliance Action Plan Completed Date: 06/29/2020 Compliance Due Date: 06/11/2020 Compliance Achieved Date: 06/11/2020"
16992;"08/31/2022";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/16992/signed209PDF.20220831.123943.pdf";"No";
16992;"07/20/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/16992/signed300PDF.20220720.093213.pdf";"No";
16992;"12/14/2021";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/16992/signed209PDF.20211214.144717.pdf";"No";
16992;"11/16/2021";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/16992/signed209PDF.20211116.150557.pdf";"No";
16992;"05/26/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/16992/signed300PDF.20210526.115353.pdf";"No";
16992;"10/20/2020";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/16992/signed209PDF.20201020.102736.pdf";"No";
16992;"06/11/2020";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/16992/signed300PDF.20200612.151729.pdf";"No";
16992;"11/04/2019";"Renewal / Validation Visit";;"No";
16992;"07/17/2019";"Facility Visit";;"No";
17124;"09/07/2022";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/17124/signed209PDF.20220907.114811.pdf";"No";
17124;"03/29/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/17124/signed300PDF.20220329.100043.pdf";"No";
17124;"08/17/2021";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/17124/signed209PDF.20210817.113044.pdf";"No";
17124;"11/17/2020";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/17124/signed300PDF.20201117.093727.pdf";"No";
17124;"08/20/2020";"Initial Inspection";;"No";
2415;"09/01/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2415/signed300PDF.20220901.120312.pdf";"No";
2415;"03/08/2022";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2415/signed209PDF.20220308.111813.pdf";"No";
2415;"01/25/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2415/signed300PDF.20220125.100923.pdf";"No";
2415;"01/22/2021";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2415/signed209PDF.20210122.153714.pdf";"No";
2415;"01/23/2020";"Renewal / Validation Visit";;"No";
2415;"09/16/2019";"Facility Visit";;"No";
2415;"02/12/2019";"Renewal / Validation Visit";;"No";
2541;"01/06/2022";"1 Non-Compliant Violations";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2541/305RPVPDF.CPL5207.20220128.095842.pdf";"Yes";"Regulation: Chapter 4. General Requirements Compliance Action Plan Due Date: 02/11/2022 Compliance Action Plan Completed Date: 03/31/2022 Compliance Due Date: 02/11/2022 Compliance Achieved Date: 03/31/2022"
2541;"10/05/2020";"1 Non-Compliant Violations";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2541/305RPVPDF.20201014.171910.pdf";"Yes";"Regulation: Chapter 4. General Requirements Compliance Action Plan Due Date: 10/28/2020 Compliance Action Plan Completed Date: 10/27/2020 Compliance Due Date: 11/11/2020 Compliance Achieved Date: 12/11/2020"
2541;"08/03/2020";"2 Non-Compliant Violations";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2541/Reported Violations and Complaints.Signed 305.20200803.000000.pdf";"Yes";"Regulation: Chapter 4. General Requirements Compliance Action Plan Due Date: 08/17/2020 Compliance Action Plan Completed Date: 10/13/2020 Compliance Due Date: 08/17/2020 Compliance Achieved Date: 10/13/2020 Regulation: Chapter 4. General Requirements Compliance Action Plan Due Date: 08/17/2020 Compliance Action Plan Completed Date: 10/13/2020 Compliance Due Date: 08/31/2020 Compliance Achieved Date: 10/13/2020"
2541;"09/04/2019";"1 Non-Compliant Violations";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2541/Reported Violations and Complaints.Signed 305.20190904.000000.pdf";"Yes";"Regulation: Chapter 4. General Requirements Compliance Action Plan Due Date: 09/30/2019 Compliance Action Plan Completed Date: 09/24/2019 Compliance Due Date:Compliance Achieved Date:"
2541;"08/25/2022";"Renewal / Validation Visit";;"No";
2541;"05/13/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2541/signed300PDF.20220513.104538.pdf";"No";
2541;"05/06/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2541/signed300PDF.20220506.111141.pdf";"No";
2541;"04/13/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2541/signed300PDF.20220413.144153.pdf";"No";
2541;"03/31/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2541/signed300PDF.20220331.104732.pdf";"No";
2541;"01/13/2022";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2541/signed300PDF.20220113.145626.pdf";"No";
2541;"08/17/2021";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2541/signed209PDF.20210817.112131.pdf";"No";
2541;"03/01/2021";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2541/signed300PDF.20210301.112252.pdf";"No";
2541;"10/06/2020";"Facility Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2541/signed300PDF.20201006.102359.pdf";"No";
2541;"08/03/2020";"Renewal / Validation Visit";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/2541/signed209PDF.20200803.111351.pdf";"No";
2541;"05/29/2020";"Facility Visit";;"No";
2541;"09/04/2019";"Renewal / Validation Visit";;"No";
2541;"07/10/2019";"Facility Visit";;"No";
2541;"07/10/2019";"Facility Visit";;"No";
2541;"04/23/2019";"Facility Visit";;"No";
16979;"10/20/2021";"2 Non-Compliant Violations";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/16979/305RPVPDF.CPL5167.20211115.133207.pdf";"Yes";"Regulation: Chapter 4. General Requirements Compliance Action Plan Due Date: 11/26/2021 Compliance Action Plan Completed Date: 11/26/2021 Compliance Due Date: 11/26/2021 Compliance Achieved Date: 11/26/2021 Regulation: Chapter 4. General Requirements Compliance Action Plan Due Date: 11/26/2021 Compliance Action Plan Completed Date: 11/26/2021 Compliance Due Date: 11/26/2021 Compliance Achieved Date: 11/26/2021"
16979;"10/28/2020";"2 Non-Compliant Violations";"https://findchildcarewy.orghttps://www.wylicensing.org/documents/Programs/16979/Reported Violations and Complaints.Signed 305.20201028.000000.pdf";"Yes";"Regulation: Chapter 4. General Requirements Compliance Action Plan Due Date: 11/11/2020 Compliance Action Plan Completed Date: 11/12/2020 Compliance Due Date: 10/28/2020 Compliance Achieved Date: 12/03/2020 Regulation: Chapter 4. General Requirements Compliance Action Plan Due Date: 11/11/2020 Compliance Action Plan Completed Date: 11/12/2020 Compliance Due Date: 10/28/2020 Compliance Achieved Date: 12/03/2020"
16979;"06/09/2020";"2 Non-Compliant Violations";"https://findchildcarewy.orghttps://www.wylicensing.org//SignedForms/Programs/16979/Visits/45542/CCL305/305PDF.20200609.151436.pdf";"Yes";"Regulation: Chapter 4. General Requirements Compliance Action Plan Due Date: 06/23/2020 Compliance Action Plan Completed Date: 07/07/2020 Compliance Due Date: 06/09/2020 Compliance Achieved Date: 07/07/2020 Regulation: Chapter 4. General Requirements Compliance Action Plan Due Date: 06/23/2020 Compliance Action Plan Completed Date: 07/07/2020 Compliance Due Date: 06/23/2020 Compliance Achieved Date: 07/07/2020"
