"id";"name";"address";"city";"state";"zip";"phone";"tollfree";"fax";"email";"website";"contact_name";"Details";"Services offer";"County/Area served";"Logo url";"operation hours";"Notes"
11063;"Mexican American Opportunities Foundation - Los Angeles County Resource & Referral Program";"5657 E. Washington Blvd.";"Commerce";"CA";90040;"(323) 890-1555";;"(323) 313-1686";;"http://www.maof.org";"Martin Castro";"The Mexican American Opportunity Foundation (MAOF) is a non-profit, community-based organization that was established in 1963 in order to serve disadvantaged individuals and families in the Los Angeles area. MAOF is the largest Latino-oriented, family services organization in the United States, and has achieved this status by providing high quality social services and programs to those communities where the need is the greatest.";"Referrals to licensed and exempt child care centers and family day care homes near your home or place of employment; Technical assistance for persons interested in becoming licensed to provide child care; Toy Lending Library; Quarterly newsletter and monthly bulletin with information on child care issues; Referrals to child and family-related services; Information about child care options for children with special needs; Free workshops on child care-related topics; Technical assistance in completing applications for community services relating to child care; Community Resource Information Service Referrals to public and private social and community resources in our service area; Licensing meetings conducted in Spanish and English by the Department of Social Services Community Care Licensing Division for persons wishing to become Family Day Care Home Providers";"Los Angeles County";"http://www.maof.org/beta/wp-content/uploads/2013/01/maof-logo.jpg";"Mon, Tues, Thurs, Fri: 8:00am - 5:00pm; Wed: 8:00am - 7:00pm";
11076;"Options For Learning - Child Care Services (Main Office)";"13100 Brooks Dr., Ste. 100";"Baldwin Park";"CA";91706;"(626) 856-5900";;"(626) 960-6083";;"http://www.optionsforlearning.org/";"Kelly O’Connell";"Options for Learning is a leader in preparing children and supporting families for life success through innovative, quality child development programs. The mission of the Child Care Services Division is to provide subsidized child care, objective referral information and promote high quality child care.";"Resource & Referral, Subsidized & Family Child Care Food Program";"Cities Served: Alhambra, Altadena, Arcadia, Azusa, Baldwin Park, Duarte, El Monte, La Canada, La Habra Heights, La Mirada, Monrovia, Pasadena, Rosemead, San Gabriel, San Marino, Sierra Madre, South El Monte, South Pasadena, Temple City, Whittier";;"Mon, Wed, Thurs, Fri: 8:00am - 5:00pm; Tues: 8:00am - 7:00pm";
11089;"Pathways";"3325 Wilshire Blvd., Ste 1100";"Los Angeles";"CA";90010;"(213) 427-2700";;"(213) 427-2701";"slovi@pathwaysla.org";"http://www.pathwaysla.org";;"Pathways is a community-based non-profit agency dedicated to ensuring that all families, regardless of income or special needs, have access to high quality early childhood education and child care.";"Child Care Referrals and Assistance; Training and Technical Assistance for Providers; Child Care Subsidy; Child Care Provider Professional Development; State and Federal Advocacy; Consumer Education and Referrals; Parent Workshops; Provider Recruitment; Spanish Language Services";"Atwater Village, Beverly Hills, Chinatown, Cypress Park, Downtown L.A., Eagle Rock, Echo Park, Glassell Park, Hancock Park, Highland Park, Hollywood, Koreatown, Little Tokyo, Los Feliz, Mid-City, Mid-Wilshire, Pico Heights, Silver Lake, West Hollywood, and Westlake Communities";"http://www.pathwaysla.org/inv/images/pathways_logo.gif";"Mon, Tues, Thurs, Fri: 8:00am - 5:00pm; Wed: 8:00am - 7:00pm";
11102;"Community Action Partnership of Madera County";"1225 Gill Ave.";"Madera";"CA";93637;"(559) 675-8469";"(800) 505-0404 (For In-State Use Only)";;;"https://www.maderacap.org/";"Leticia Murillo";"Community Action Partnership of Madera County (CAPMC) houses Madera County’s Child Care Resource & Referral (CCR&R), a service funded by the California Department of Education to provide information and resources to families and child care providers who live and work in Madera County. We serve as the community child care link between parents and families, and the quality child care they are looking for.";"Helping parents find child care; Maintaining the only database of  licensed child care in Madera County; Working with providers to improve the quality of care; Hosting a resource room for family child care providers and centers; Recruiting potential licensed child care providers and assisting them through the licensing process";"Madera County";"https://www.maderacap.org/masterimages/CAPMC-z-Logo-50-Years.png";"Mon - Fri: 8:00am - 5:00pm";
11115;"Marin Child Care Council";"555 Northgate Dr., Ste 105";"San Rafael";"CA";94903;"(415) 479-2273";;"(415) 472-2805";"ruth@mc3.org";"http://www.mc3web.org/";"Ruth Pineda";"Founded in 1979, Marin Child Care Council is a 501(C)(3) non-profit agency that offers a variety of services for parents, child care providers and the community that are essential to the delivery of quality child care in Marin County.";"For Parents: Child Care Resource & Referral, Subsidized Child Care Programs; For Providers: Workshops & Professional Development, Resource & Referral Services";"Marin County";"https://static.wixstatic.com/media/7c9030_ffb82489be2c4a718f239f5f0d73ac3f.png/v1/fill/w_107,h_121,al_c,usm_0.66_1.00_0.01/7c9030_ffb82489be2c4a718f239f5f0d73ac3f.png";"Mon - Thurs: 8:00am - 4:00pm; Fri: 8:00am - 3:00pm ";
11128;"Infant/Child Enrichment Services, Inc. (ICES) - Mariposa County";"5067 Jones Street";"Mariposa";"CA";95338;"(209) 966-4474";;"(209) 742-7028";"ices@sti.net";"http://www.icesagency.org/";;"Infant/Child Enrichment Services, Inc. is a public benefit non-profit corporation created in 1983 to provide a variety of child care and parenting support services to families in Tuolumne and Mariposa counties. The ICES vision is that all parents in the community have access to quality child care and parenting education. Services include child care resource and referral, child care subsidies, recruitment and training of child care professionals and parent education and support.";"Child Care Resource and Referral; Child Care Subsidies; Recruitment and Training of Child Care Professionals; Parent Education and Support";"Mariposa County";;"Mon - Fri: 8:30am - 5:00pm";
11141;"Infant/Child Enrichment Services, Inc. (ICES) - Tuolumne County";"20993 Niagra River Drive";"Sonora";"CA";95370;"(209) 533-0377";;"(209) 533-4017";"info@icesagency.org";"http://www.icesagency.org/";;"Infant/Child Enrichment Services, Inc. is a public benefit non-profit corporation created in 1983 to provide a variety of child care and parenting support services to families in Tuolumne and Mariposa counties. The ICES vision is that all parents in the community have access to quality child care and parenting education. Services include child care resource and referral, child care subsidies, recruitment and training of child care professionals and parent education and support.";"Child Care Resource and Referral; Child Care Subsidies; Recruitment and Training of Child Care Professionals; Parent Education and Support";"Tuolumne County";;"Mon - Fri: 8:30am - 5:00pm";
11154;"North Coast Opportunities - Rural Communities Child Care (Willits)";"221-D S. Lenore Avenue";"Willits";"CA";95490;"(707) 459-2019";;"(707) 459-6767";"tsedrick@ncoinc.org";"https://www.ncoinc.org/";"Teri Sedrick";"The role of RCCC is multifaceted with parents receiving case management services, children being enrolled in programs that support their growth and development, and the infrastructure of the child care community being strengthened. RCCC provides a variety of direct services including individual conferences with families, determination of family eligibility, family needs assessment, assisting families with accessing services, referring families to other community resources, educating parents, maintaining eligibility lists, doing business with child care providers as independent contractors and providing technical assistance to parents and child care providers. RCCC supports the family, the child, and the child care community through resources, subsidy and technical assistance. RCCC staff takes pride in our work and our commitment to and responsibility for the children and families we serve. We strive to maintain a non-judgmental attitude in supportive relationships with each other and clients.  We believe in fostering an atmosphere of mutual respect, open communication and cooperation. We strive to practice healthy boundaries, separating work values, and balance these qualities with compassion, mutual support and flexibility.  We recognize initiative, self-discipline and positive attitudes as leadership qualities and strive to foster these qualities among all staff. ";"Resource and Referral Program; Alternative Payment Program; Child Care Food Program; Family Child Care Network";"Mendocino County";"https://www.ncoinc.org/new-images/ncologo.png";;
11167;"Merced County Office of Education - A.C.C.E.S.S. Child Care Resource and Referral";"1850 Wardrobe Avenue";"Merced";"CA";95341;"(209) 381-6793";;"(209) 381-6758";"rbarragan@mcoe.org";"http://www.mcoe.org";"Rosa Barragan";"Child care choice is one of most important decisions any family will make. It is most important that parents select child care that meets the special physical, social, emotional, cognitive, behavioral and creative needs of their children. ";"Training and Technical Assistance for Providers; Child Care Subsidy; Head Start/Early Head Start; Child Care Provider Professional Development; Consumer Education and Referrals; Parent Workshops; Spanish Language Services";"Merced County";"http://www.mcoe.org/style%20library/MCOE/images/Logo.png";"Mon - Fri: 8:00am - 4:30pm";
11180;"MODOC Child Care Resource and Referral";"112 East 2nd St.";"Alturas";"CA";96101;"(530) 233-5437";"(855) 593-5978";;"info@teachinc.org";"http://teachinc.org/modoc-child-care-resource-and-referral/";;"Modoc Resource and Referral has the help for your childcare needs. If you are looking for a childcare provider or would like to become a care provide we can help. We can provide you with a list of licensed providers, or assist you with the steps needed to use an exempt provider, you may even qualify for assistance to help pay for your childcare. If you are interested in becoming a child care provider we will help you with the licensing process. We also provide an opportunity for licensed providers to attend free trainings to obtain information about how children grow and develop, along with insight on the important role you play in the child’s life. Modoc Child Care Resource and Referral also has a Lending Library available for parents, grandparents and Child Care Providers to borrow toys and other learning materials. Most individuals can borrow 4 items at a time for a period of 2 weeks. We offer information and education on the law and the proper use of car seats for all ages of children. Car seats are available to purchase through our office at a discounted rate if qualified by income.";"Child Care Resource and Referral; Training and Technical Assistance for Providers; Child Care Subsidy; Consumer Education and Referrals; Parent Workshops; Lending Library";"Modoc County";"http://teachinc.org/wp-content/uploads/2014/05/xlogo2.png.pagespeed.ic.nvNMWoptDq.png";"Mon - Fri: 8:00am - 5:00pm";
11193;"IMACA Community Connection for Children";"625 Old Mammoth Rd";"Mammoth Lakes";"CA";93546;"(760) 934-3343";;"(760) 934-2075";"ccc@imaca.net";"http://imaca.net/";;"As the Resource & Referral agency for Mono County, IMACA Community Connection for Children (IMACA CCC) makes referrals to licensed family child care homes and centers throughout Mono County. IMACA CCC gives referrals, NOT recommendations, as choosing an appropriate child care setting which meets the needs of a family is the responsibility of the parents or guardians. IMACA CCC serves the community by providing accurate information on available child care services in Mono County. ";"Child Care Resource and Referral; Child Care Subsidy; Spanish Language Services";"Mono County";;"Mon - Fri: 8:00am - 5:00pm";
11206;"Mexican American Opportunity Foundation - Monterey County Resource & Referral Program";"11 Quail Run Circle, Suite 101";"Salinas";"CA";93907;"(831) 757-0775";;;;"http://www.maof.org";"Martin Castro";"The Mexican American Opportunity Foundation (MAOF) is a non-profit, community-based organization that was established in 1963 in order to serve disadvantaged individuals and families in the Los Angeles area. MAOF is the largest Latino-oriented, family services organization in the United States, and has achieved this status by providing high quality social services and programs to those communities where the need is the greatest.";"Referrals to licensed and exempt child care centers and family day care homes near your home or place of employment; Technical assistance for persons interested in becoming licensed to provide child care; Toy Lending Library; Quarterly newsletter and monthly bulletin with information on child care issues; Referrals to child and family-related services; Information about child care options for children with special needs; Free workshops on child care-related topics; Technical assistance in completing applications for community services relating to child care; Community Resource Information Service Referrals to public and private social and community resources in our service area; Licensing meetings conducted in Spanish and English by the Department of Social Services Community Care Licensing Division for persons wishing to become Family Day Care Home Providers";"Monterey County";"http://www.maof.org/beta/wp-content/uploads/2013/01/maof-logo.jpg";"Mon - Fri: 8:00am - 5:00pm";
11219;"Community Resources for Children";"3299 Claremont Way, Ste 1";"Napa";"CA";94558;"(707) 253-0376 ext.101";"(800) 696-4CRC";"(707) 253-2735";"maribelm@crcnapa.org";"http://www.crcnapa.org";"Maribel Miranda";"Community Resources for Children was founded in 1978 as Rainbow Child Care Council. In 1989, our name was changed to Community Resources for Children. The Community Child Care Council (4 C's) of Sonoma County received expansion funding from the State Department of Education under AB 3059 to develop a directory of children's services and establish Resource and Referral Services in Napa County. The guide to services and programs for young children in Napa County was compiled by 4 C's in cooperation with the Napa County Commission on the Status of Women and other local agencies. Printed on a variety of colored papers and entitled ""Rainbow"", the 102-page book listed day care programs, private elementary schools, and services for children with developmental and special needs. Printed in both English and Spanish, about 600 copies were distributed to local agencies in August 1977. Project coordinators were Nancy Kael and Judi Egbert.To assist in compiling the directory, a Napa County Advisory Committee consisting of interested individuals representing agencies, child care providers and parents was established. This group not only assisted with the development of the directory but was dedicated to the future development of an information and referral service.";"Alternative Payment Program; Assistance; California Health and Safety Training; Child Care Initiative Project; Pathways to Quality; Quality Counts; Resource & Referral Program; Toy Library & Early Learning Center";"Napa County";"http://cdn.firespring.com/images/dac850c9-5a2f-441b-80cb-8dd319198e4e.png";"Mon - Thurs: 9:00am - 5:00pm; Fri: 10:00am - 4:00pm";
11232;"Sierra Nevada Children's Services";"420 Sierra College Drive, Suite 100";"Grass Valley";"CA";95945;"(530) 272-8866";;"(530) 272-1354";"info@sncs.org";"http://www.sncs.org";"Angel Flores";"SNCS is a private, nonprofit child care resource and referral agency that has served families, early childhood professionals and the community since 1978. SNCS has utilized state funding resources and community partnerships to actively support whole family growth and individualized personal development. As an agency dedicated to working with children and families, we thrive on our ability to provide quality assistance, compassion and respect to everyone we assist. Are you a parent looking for child care, a child care provider seeking to start a business or improve your program quality, or a family looking for child development information? If so, our website has the information you need and much more.";"Training and Technical Assistance for Providers; Child Care Subsidy; Child Care Provider Professional Development; Child Care Program Licensing and Registration; Consumer Education and Referrals; Parent Workshops; Spanish Language Services";"Nevada County";"http://www.sncs.org/images/main/logoleft.jpg";"Mon - Thurs: 8:00am - 5:00pm;  Fri: 8:00am - 2:00pm ";
11245;"California Child Care Resource & Referral Network";"1182 Market Street, Suite 300";"San Francisco";"CA";94102;"(415) 882-0234";;"(415) 882-6233";"lasato@rrnetwork.org";"http://www.rrnetwork.org";"Linda Asato";"Since 1980, the California Child Care Resource & Referral Network has supported its member resource and referral (R&R) programs across the state, while playing a lead role in helping create awareness about child care issues locally and statewide. ";"Collecting, analyzing, and disseminating data on child care, including publishing the biennial California Child Care Portfolio, a county-by-county and statewide report on child care supply, demand, and costs related to local and statewide demographics; Educating policymakers, community leaders, and other decisionmakers about child care issues; Conceiving and implementing innovative programs such as the California Child Care Initiative Project (CCIP) that increase the supply and capacity of child care providers to deliver quality care; Supporting parents through programs such as Parent Voices, to advocate for their children; Producing informative materials and curricula for parents and diverse child care providers, such as Growing, Learning, Caring and Quatros Pasos; Managing Trustline, California's criminal and child abuse background check system, for in-home and license-exempt child care providers";;"http://d3n8a8pro7vhmx.cloudfront.net/rrnetwork/sites/1/header_images/sixty/orange-logo-960x74.png?1388968998";;
11258;"Children's Home Society of California - Orange County";"333 South Anita Drive, Suite 350";"Orange";"CA";92868;"(714) 543-2273";;"(714) 456-9825";"OCcel@chs-ca.org";"https://www.chs-ca.org/";"Beverly Tidwell";"The Resource and Referral (R&R) Program is a central coordinating link for child care and development services within a geographic area; usually a county, city, or community. Through the R&R program, CHS offers a wide range of services to parents, licensed child care providers, people interested in becoming licensed child care providers, and community groups who focus on child care and development issues. All R&R services are free of charge.";"Resource and Referral; Education and Resource Lending Library; CHS Parent and Provider Newsletters; Workshops and Professional Development; Child Care Payment Program";"Orange County";;"Mon - Fri: 9:00am - 3:30pm";
11271;"Placer County Office of Education - Early Childhood Education";"5280 Stirling Street, Room 104";"Granite Bay";"CA";95746;"(530) 745-1368";"(800) 464-3322 (For In-State Use Only)";;"cschmidt@placercoe.k12.ca.us";"http://www.placercoe.k12.ca.us";"Cindy Schmidt";"The Early Childhood Education Department enhances children's readiness for school by: Administering high quality child development and subsidized child care programs; Providing parent education, family support services and assistance with accessing child care; Offering professional development & educational resources for early childhood educators.";"Child Care Subsidy Programs; State Preschool; Resource and Referral; IMPACT (Improve and Maximize Programs So All Children Thrive); Improving Reading Through Early Literacy; QRIS (Quality Rating and Improvement System); Behavioral Support; AB212; Placer County Local Child Care and Development Planning Council; Family Child Care Home Education Network; First 5 Placer Children and Families Commission; Pre-Kindergarten and Family Literacy Programs in Kings Beach;  Licensing Orientation/Recruitment & Training; Head Start/Early Head Start; Early Learning Lab Schools; Resource Lending Library; Business Start-up Workshops; Family Child Care Mentor Project; Annual Children’s Health and Safety Faire; Bi-Lingual Resource Specialists; Child Care Food Program; Child Development Permit Orientation; Newsletter";"Placer County";;"Mon - Fri: 9:00am - 4:00pm";
11284;"Plumas Rural Services CCR&R";"586 Jackson St.";"Quincy";"CA";95971;"(530) 283-4453";"(800) 284-3340";"(530) 283-3647";"ccrr@plumasruralservices.org";"http://www.plumasruralservices.org/";"Debbie Guy";"Child Care Resource & Referral, is a county-wide child care information and referral program. Services are funded with state and federal grants through the California Department of Education, with additional funds from local resources.";"Free Child Care Referrals; Recruitment of New Child Care Providers; Child Care Licensing Assistance; Child Care Payment Program; Child Care Provider Mentor Program; Child Care for CalWORKS Participants; Trustline Registration; Family Child Care Home Education Network; Plumas Rural Services Toy and Resource Lending Library; Child Care Provider Accreditation Program; Newsletter for Parents & Providers; Workshops; Training Programs; Special Events";"Plumas County";"http://www.plumasruralservices.org/home/img/prs_header3.png";"Mon - Fri: 8:00am - 4:30pm";
11297;"Riverside County Office of Education - Children's Services Unit";"3939 Thirteenth Street";"Riverside";"CA";92501;"(951) 826-6626";"(800) 442-4927";;"sbaskett@rcoe.us";"http://www.rcoe.us/";"Sharon Baskett";"The Children’s Services Unit (CSU) provides child care and development services for Riverside County families.";"Child Care Resource and Referral; Administer the Eligibility List for CSU’s state-funded child care and development programs; Alternative Payment Program; CalWORKs Child Care (Stages 2 and 3); General Child Care and Development: Center-Based Program; California State Preschool Program; Provider Resource Lending Library; Participation as a provider on Riverside County’s Resource and Referral list which assists parents in locating licensed child care in the county; Support for child development centers and licensed family child care homes through: Health and Safety programs and training, Technical Assistance, Four Seasons publication, Child Care Job Bank";"Riverside County";"http://www.rcoe.us/content/uploads/2017/01/RCOE2016_Colorlogo_HorizontalNoName_trans.png";"Mon - Fri: 8:00am - 5:00pm";
11310;"Child Action, Inc";"9800 Old Winery Place";"Sacramento";"CA";95827;"(916) 369-0191";;"(916) 369-0314";"info@childaction.org";"http://www.childaction.org";;"Child Action, Inc. is a private, nonprofit corporation created in 1976 to provide for the education and social welfare of children and families by organizing, sponsoring and administering services to children. We seek to augment and enhance the delivery of services for children rather than duplicate existing resources. Child Action, Inc. is primarily funded by the California Department of Education, Child Development Division, to provide subsidies and child care and development services to low income families. Child Action, Inc. adheres to all California Department of Education regulations governing child development programs, and operates in accordance with all State of California laws governing non-profit agencies. Our major goal is to promote the healthy growth and development of children and families living in Sacramento County. The services we provide include child care resource and referral, child care subsidies, recruitment and training of child care professionals, and parent education and support. We believe that parents are best able to choose the child care that meets their particular family situation. It is our goal to provide parents with information on a broad range of child care services, as well as ways to assess these services. We can provide information about child care and child development services as it is available, but we do not make recommendations. The choice of care remains with the parent. We are not responsible for arrangements between parents and providers. Child Action, Inc. operates on a non-discriminatory basis, giving equal access to services without regard to race, sex, color, national origin, age, religion, disability, marital status, sexual preference, gender identity, veteran's status or any other bias prohibited by law.";"Child Care Resource and Referral; Child Care Subsidies; Recruitment and Training of Child Care Professionals; Parent Education and Support";"Sacramento County";"http://www.childaction.org/images/caiheader40.jpg";"Mon - Fri: 7:30am - 5:00pm ";
11323;"Go Kids, Inc.";"1101 San Felipe Rd., Suite D";"Hollister";"CA";95023;"(831) 637-9205";"(888) 447-3440";"(831) 637-3247";;"http://www.gokids.org";;"The agency was established in 1975 when it was awarded a grant from the city of Morgan Hill to provide early childhood education training services to unemployed women from low-income backgrounds. Since its incorporation as a nonprofit agency in 1978, the agency budget and service area has continued to grow. Go Kids now provides services in Santa Clara, San Benito, Monterey, and Santa Cruz counties. We have a long history of a diverse funding base that has included financial support from the California Department of Education, San Benito County United Way, Santa Clara County, San Jose City, Santa Clara County First 5, San Benito County First 5, Monterey County First 5, Santa Cruz County First 5, the John S. and James L. Knight Foundation and the Packard Foundation. In 2015, Go Kids acquired Estrella Family Services creating a most welcome opportunity to add 4 long established child care centers and 33 professional early education staff to the high quality services of Go Kids. The addition of Estrella Family Services also gave Go Kids a prominent presence in San Jose.";"Training and Technical Assistance for Providers; Child Care Subsidy; Child Care Provider Professional Development; Consumer Education and Referrals; Provider Recruitment; Spanish Language Services";"San Benito County";"http://nebula.wsimg.com/1b3ac1e7cd69281dfab6dcbf1088209e?AccessKeyId=D96B39033DCE86AEA8A3&disposition=0&alloworigin=1";"Mon - Fri: 9:00am - 5:00pm";
11336;"Child Care Resource Center - San Bernardino Office";"1111 East Mill Street, Suite 100";"San Bernardino";"CA";92408;"(909) 890-0018";;;;"http://www.ccrcla.org/";"Nancy Boyd";"The Child Care Resource Center (CCRC) has been serving children, families, and child care providers since 1976. CCRC manages programs to assist with issues such as finding and selecting child care and child care financial assistance to families. Children and families benefit from these programs, allowing parents to go to work and attend school, contribute to the economy and strengthen their families and the community.";"For Parents: Personalized Referrals to Licensed Child Care Providers, Book, Toy & Resource Library, Head Start, Home Visiting, Early Head Start, Family Literacy, Family Child Care Home Education Network, Family Resource Directory; For Providers: Book, Toy & Resource Library, Gateways for Early Educators, Training Academy, CPR and Health & Safety, Online Trainings, Child Health & Wellness, Emergency Preparedness, Family Child Care Home Education Network";"Los Angeles and San Bernardino Counties";"http://www.ccrcla.org/images/logo.png";"Mon - Fri: 8:00am - 5:00pm";
11349;"Children's Council of San Francisco";"445 Church St.";"San Francisco";"CA";94114;"(415) 343-3300";;"(415) 392-2399";"rr@childrenscouncil.org";"http://www.childrenscouncil.org";"Andrea DeBell";"At Children’s Council, we believe that all families deserve access to quality child care. So every day we help parents understand and navigate their options and pay for child care that meets their family's needs. Because our city is stronger when children are well cared for, parents can work, and families can succeed. Our history of connecting San Francisco families to child care began in 1973. Co-founders Patty Siegel and Martha Roditti began by organizing neighborhood playgroups in response to the growing community need for full-time child care. In 1975 and 1976, with significant support from both the Rosenberg Foundation and the Ford Foundation, Children's Council was able to expand its services and begin building its comprehensive list of licensed child care throughout San Francisco. After the federal welfare-to-work child care program was introduced in 1996 (CalWorks in California), Children's Council expanded to meet the needs of working families, quadrupling in size in a few years. Under the leadership of Executive Director Dr. Linnea Klee, Children's Council added many innovative programs serving the needs of San Francisco's children, families and child care community. Children's Council continues these hallmark programs today. And we have launched new initiatives in parenting support and professional development for child care providers, supported by both private and public funds. Today we are led by Executive Director Sandee Blechman in working toward our vision that all families in San Francisco will have access to quality early care and education.";"For Families: Individual counseling in-person, by phone or via email; Free referrals to licensed child care programs in San Francisco; Information on various Types of Child Care and how they differ; Placement services for children with special needs; Choosing Child Care and Choosing a Preschool; Afterschool and summer guides for school-age children; For Child Care Providers: Workshops, Technical Assistance, Coaching, Consultation and Financial Support for Quality Improvement";"San Francisco City; San Francisco County";"http://www.childrenscouncil.org/wp-content/uploads/2014/08/ccsf_logo_web.png";"Mon - Thurs: 8:30am - 4:00pm; Fri: 8:30am - 12:00pm";
11362;"WU YEE Children's Services";"888 Clay St., Lower Level";"San Francisco";"CA";94108;"(415) 391-4956";"(844) 644-4300";;"randr@wuyee.org";"http://www.wuyee.org";;"Wu Yee's Resource and Referral (R&R) Department helps parents and child care providers find (and provide) affordable, quality child care.";"Help parents and/or caregivers find the child care that best meets their family’s needs;  Maintain a comprehensive database of San Francisco child care providers, including child care centers and licensed family child care (FCC) homes; Help families determine their eligibility for child care payment assistance, scholarships and subsidies; Work with child care providers to improve the quality of their child care through training and other services; Provide child care and health resources for families and offer workshops in a variety of child development and parenting topics like health and safety";"San Francisco County";"http://static1.squarespace.com/static/536019d3e4b04c365eb41a98/t/54415f23e4b04f34e6f81efc/1485911384222/?format=1500w";"Mon, Wed, Thurs, Fri: 9:00am - 5:00pm";
11375;"Family Resource & Referral Center";"509 W. Weber Ave., Ste. 104";"Stockton";"CA";95203;"(209) 461-2908";"(800) 526-1555";;"childcare@frrcsj.org";"http://www.frrcsj.org/";;"Family Resource & Referral Center is a critical link to quality child care services for all parents, child care providers, and children in San Joaquin County and the surrounding area. ";"Training and Technical Assistance for Providers; Child Care Subsidy; Child Care Provider Professional Development; Consumer Education and Referrals; Parent Workshops; Spanish Language Services";"San Joaquin County";;"Mon - Fri: 8:30am - 5:00pm";
11388;"Community Action Partnership of San Luis Obispo County Inc. CCRC";"805A Fiero Ln.";"San Luis Obispo";"CA";93401;"(805) 541-2272";"(888) 727-2272 (For In-State Use Only)";"(805) 541-0141";"mruelas@capslo.org";"http://www.capslo.org/";;"The Community Action Partnership of San Luis Obispo County Inc. Child Care Resource Connection (CCRC) assists in service coordination and as an activist in generating child care services in the county of San Luis Obispo and in neighboring counties. There are three major divisions within CCRC. These are: Resource and Referral, Alternative Payment Program and the Child Care Food Program. The Child Care Food Program is the only program that expands services beyond the geographic area of San Luis Obispo County. All programs provide services in English and Spanish.";"Assistance Paying for Child Care; Find Child Care Programs; Child Care Provider Training and Support; Child Care Food Program; Toy and Resource Lending Library ";"San Luis Obispo County";;"Mon - Fri: 8:00am - 5:00pm";
11401;"Child Care Coordinating Council of San Mateo County, Inc. (4Cs) ";"330 Twin Dolphin Drive, Suite 119";"Redwood City";"CA";94065;"(650) 517-1400";;"(650) 596-5103";"info@sanmateo4cs.org";"http://www.sanmateo4cs.org";"David Fleishman";"For over 40 years, 4Cs has been the trusted resource for child care and preschool needs for parents living and working in San Mateo County. 4Cs supports the county’s 1,000 licensed child care providers and preschool programs, investing in professional development and improving program quality. ";"Child Care Referrals; Training and Technical Assistance for Providers; Child Care Subsidy; Child Care Provider Professional Development; Quality Ratings; Consumer Education and Referrals; Parent Workshops; Provider Recruitment; Spanish Language Services";"San Mateo County";"http://www.sanmateo4cs.org/wp-content/themes/4c/images/logo.png";"Mon - Fri: 9:00am - 4:00pm";
11414;"Children's Resource & Referral of Santa Barbara County - Santa Barbara Office";"4141 State Street, #D 1.4";"Santa Barbara";"CA";93110;"(805) 963-6631";;"(805) 963-8292";"referral@sbfcc.org";"http://www.sbfcc.org/";;"The mission of Children’s Resource & Referral of Santa Barbara County is to develop strong and healthy families by providing education, care, and resource systems to children, their parents, and caregivers, with a special emphasis on low income and under-represented children and families.";"Resource & Referral; Alternative Payment; CalWORKs; CEL";"Santa Barbara County";"http://sbfcc.org/images/crr_site/logo_crr.png";"Mon - Fri: 8:00am - 5:00pm";
11427;"4C's of Santa Clara County";"150 River Oaks Parkway, Suite F-1";"San Jose";"CA";95134;"(408) 487-0749";;"(408) 487-0762";"colettek@4c.org";"http://www.4c.org/";"Colette Kudumu";"The Community Child Care Council (4Cs) of Santa Clara County is proud to serve the community of the greater Silicon Valley and has been doing so for more than 40 years. 4Cs is a 501(©) non-profit, community-based agency that provides a variety of comprehensive services and serves as the community child care link for families and child care professionals who live and work in Santa Clara County, California.";"Child Care Resource and Referral; Subsidized Child Care Programs; Child Care Food Program; Family Child Care Network; Child Care Initiative Program; Growing, Learning and Caring Program; Health and Safety Program; Child Development Centers; TrustLine; Senior Nutrition Program";"Santa Clara County";"http://cdn.firespring.com/images/66c4b194-4991-4a35-8e5d-50fb2bee7373.png";"Mon - Thurs: 8:30am - 11:45am, 1:00pm - 4:45pm; Fri: 8:30am - 11:45am";
11440;"Child Development Resource Center";"400 Encinal St.";"Santa Cruz";"CA";95060;"(831) 466-5820";;"(831) 466-5846";"cdrc@santacruzcoe.org";"http://www.cdrc4info.org/";;"The CDRC enriches the overall health and vitality of our community by sharing expertise and resources with a child's first teachers - families and the providers who care for and educate children outside the home.";"Training and Technical Assistance for Providers; Child Care Provider Professional Development; Child Care Program Licensing and Registration; State and Federal Advocacy; Consumer Education and Referrals; Provider Recruitment; Spanish Language Services";"Santa Cruz County";"http://www.cdrc4info.org/images/cdrc_logo_trans.png";"Mon - Fri: 8:00am - 5:00pm";
11453;"Shasta County Office of Education, Resource and Referral";"43 Hilltop Drive";"Redding";"CA";96003;"(530) 225-2999";;"(530) 225-2977";;"http://www.shastacoe.org";;"Searching for child care can be stressful. Believe in yourself and understand that as a parent, you are best able to evaluate and choose care for your child. Shasta County Resource and Referral is here to assist in your evaluation.";"Training and Technical Assistance for Providers; Child Care Subsidy; Child Care Provider Professional Development; Quality Ratings; Consumer Education and Referrals; Provider Recruitment";"Shasta County";;"Mon - Fri: 8:00am - 5:00pm";
