"id";"name";"address";"city";"state";"zip";"phone";"tollfree";"fax";"email";"website";"contact_name";"Details";"Services offer";"County/Area served";"Logo url";"operation hours";
13676;"Child Care Connection";"100 Grove St., Ste. 102";"Worcester";"MA";"01605";"(508) 757-1503";"(800) 278-1503";"(508) 849-2089";"parent@cccfscm.org";"http://www.cccfscm.org";;;;;;;"Closed"
13689;"Apples for Children, Inc.";"1825 Howell Road, Suite 3";"Hagerstown";"MD";21740;"(301) 733-0000";"(800) 924-9188";;"apples@applesforchildren.org";"http://www.applesforchildren.org";"Heather Glass";"APPLES for Children, Inc. (the Alliance for Parent, Provider, and Local Employer Solutions) began as the Western Maryland Child Care Resource Center (WMCCRC) in 1991, serving Garrett, Allegany, and Washington Counties. Managed by Head Start of Washington County, WMCCRC was one of three pilot child care resource centers across Maryland. In 2002, APPLES for Children became an independent, not-for-profit organization, when Head Start of Washington County began offering full day, full year services for children (recognized as a conflict of interest). Today, we continue to serve the three western counties helping childcare places to provide safe, nurturing and educational environments.";"Training and Technical Assistance for Providers; Child Care Provider Professional Development; Free, One-On-One Telephone Counseling Support for Parents and Guardians Seeking Licensed Child Care";"Allegany, Garrett and Washington Counties";"http://applesforchildren.org/sites/applesforchildren.org/themes/LBv5/img/logo-header.png";"Mon - Fri: 8:30am - 4:00pm ";
13702;"Arundel Child Care Connections";"44 Calvert Street, Suite 140A";"Annapolis";"MD";21401;"(410) 222-1712";;"(410) 222-1723";"welcome@arundelccc.org";"http://www.arundelccc.org/";"Debbie Langer";"We are a community service organization that works with parents, child care providers, businesses, and community organizations to help promote the availability of quality child care services in Anne Arundel County. We provide parents with information on evaluating quality child care, plus resources on various parenting issues. We offer child care providers access to valuable training and support services for new or established programs.";"Training and Technical Assistance for Providers; Child Care Provider Professional Development; Child Care Program Licensing and Registration";"Anne Arundel County";;"Mon - Thurs: 8:30am - 4:30pm";
13715;"Baltimore City Child Care Resource Center";"1001 Eastern Avenue, 2nd Floor ";"Baltimore";"MD";21202;"(410) 685-5150";;"(410) 685-2100";"childcare@bcccrc.org";"http://www.bcccrc.org";;"Baltimore City Child Care Resource Center (BCCCRC) is a private, non-profit organization that is a member agency of the Maryland Child Care Resource Network, a project cooperatively funded by Maryland's public and private sectors to strengthen child care and offer needed services on the local level. BCCCRC helps parents who are looking for child care, provides training and technical assistance for child care professionals, and assists employers interested in helping their employees to balance work and family life.";"Help Parents Finding Child Care,  Training and Technical Assistance for Child Care Professionals";"Baltimore City County";;"Mon - Fri: 9:00am - 5:00pm";
13728;"Child Care Links";"1101 N. Point Blvd., Ste. 112";"Baltimore";"MD";21224;"(410) 288-4900 ";;"(410) 288-3943 ";"customerservice@childcarelinksinc.org";"http://www.childcarelinks.net/";;"Child Care Links addresses available, affordable, quality child care issues in Baltimore, Cecil, and Harford County. Child Care Links is committed to expanding and enhancing the quality of child care in Baltimore County by helping parents, child care providers, and the community understand and implement the indicators of quality enabling all children to receive optimum early care and education experiences. ";"Training and Technical Assistance; Infant and Toddler Assistance; Resources";"Baltimore, Cecil, and Harford Counties";"http://www.childcarelinks.net/images/logo.png";"Mon - Thurs: 8:30am - 4:30pm; Fri: 8:30am - 4:00pm ";
13741;"The Promise Resource Center";"29958 Killpeck Creek Ct.";"Charlotte Hall";"MD";20622;"(301) 290-0040";"(866) 290-0040";"(301) 290-0050";"info@promiseresourcecenter.org";"http://thepromisecenter.org/";"Kelly Hutter";"With 30 years of service to southern Maryland, we have long been the leading provider of training, resources and certification for those who care for children in the tri-county area (Calvert, Charles and St. Mary’s).  Specifically, we provide an array of resources to support parents, grandparents, foster parents, and licensed family and center child care providers.  Our core purpose is to help provide a brighter future for children by educating and supporting their parents and caregivers.";"Training and Technical Assistance for Providers; Child Care Provider Professional Development; Parent Workshops";"Calvert, Charles and St. Mary’s Counties";"http://promisecenteronline.org.s106007.gridserver.com/wp-content/uploads/2015/06/Copy-of-the-Promise-colour-NO-BOX-NO-TAGLINEedited-300x108.jpg";"Mon - Fri: 8:30am - 5:00pm";
13754;"Chesapeake Child Care Resource Center";"Chesapeake College";"Wye Mills";"MD";21679;"(410) 822-5400 ext.346 ";;"(410) 827-7121";"manawalt@chesapeake.edu";"http://www.cccrc.org/";"Peg Anawalt";"We are a community service organization that works with parents, child care providers, businesses, and community organizations to help promote the availability of quality child care services in the area. ";"Training and Technical Assistance for Providers; Child Care Provider Professional Development";"Caroline, Dorchester, Kent, Queen Anne's and Talbot Counties";;"Mon - Fri: 8:30am - 5:00pm";
13767;"MHA - Child Care Choices (Frederick Office)";"226 South Jefferson Street";"Frederick";"MD";21701;"(301) 662-4549  ";;"(301) 695-4826";"childcarechoices@fcmha.org";"https://fcmha.org/";;"Child Care Choices works to ensure that children have developmentally appropriate learning environments and that early childhood educators have the resources and support they need to ensure each child’s success. We work with parents and educators when children display behavioral issues in preschool or child care and provide resources, events and workshops and activities to educate and engage families, early childhood educators and children.";"Training and Professional Development; Technical Assistance and Business Solutions; Resource Room and Library; Partnerships for Emotionally Resilient Kids (PERKS); LOCATE: Child Care";"Frederick County";"https://scontent-frt3-1.xx.fbcdn.net/v/t1.0-1/c14.14.172.172/p200x200/525581_280792131997958_919270227_n.jpg?oh=2295dbc212f326d35955458fcb51d210&oe=5940EE52";;
13780;"Child Care Links of Harford and Cecil Counties";"2105 Laurel Bush Road, Suite 105";"Bel Air";"MD";21015;"(443) 512-0461";"(888) 244-5383 (For In-State Use Only)";"(443) 512-0185";"lsnyder@hcchildcarelinksinc.org";"http://www.hcchildcarelinksinc.org";;;;;;;"Closed. Merged with Child Care Links of Baltimore County."
13793;"Lower Shore Child Care Resource Center";"Suite 500, East Campus Complex";"Salisbury";"MD";21801;"(410) 543-6650";;"(410) 543-6655";"lsccrc@salisbury.edu";"http://www.lowershoreccrc.org/";"Leslie Sinclair";"The Lower Shore Child Care Resource Center (LSCCRC) is a non-profit agency that works with child care providers and other early educators, community organizations and families on the Lower Shore to help promote the availability of quality child care services in Somerset, Worcester and Wicomico counties. LSCCRC helps early childhood professionals caring for infants, toddlers, preschoolers and school age children by providing high quality training, program resources, technical assistance and coaching. The Lower Shore Child Care Resource Center works with all families and providers in the lower shore regardless of income.";"Infant and Toddler program; Training; Technical Assistance; Lending Library and Resource Room";"Somerset, Worcester and Wicomico Counties";"http://www.lowershoreccrc.org/_files/images/Moto_LSCCRC.png";;
13806;"Howard County Child Care Resource Center";"3300 N. Ridge Rd., Ste. 380";"Ellicott City";"MD";21043;"(410) 313-1940";;"(410) 313-1430";"children@howardcountymd.gov";"http://www.howardcountymd.gov/children";;"As a member of the Maryland Statewide Child Care Resource Network, the Howard County Child Care Resource Center assists parents, child care professionals and the community in the following ways: Assists parents in locating licensed child care; Provides technical assistance (information and expert advice) and resources for current and prospective child care providers in both family child care homes and child care centers; Provides training for child care professionals and parents to expand their knowledge of early childhood and best child care practices; Collects data that documents the child care needs of families and employers as well as the child care delivery system.";"Assists parents in locating licensed child care; Provides technical assistance (information and expert advice) and resources for current and prospective child care providers; Provides training for child care professionals and parents to expand their knowledge of early childhood and best child care practices; Collects data that documents the child care needs of families and employers as well as the child care delivery system";"Howard County";"https://www.howardcountymd.gov/LinkClick.aspx?fileticket=f2IyFcvVVe0%253d&portalid=0";"Mon - Fri: 8:00am - 4:45pm";
13819;"Montgomery County Child Care Resource & Referral Center";"1401 Rockville Pike, 2nd floor";"Rockville";"MD";20852;"(240) 777-3110";;;"earlychildhoodservices@montgomerycountymd.gov";"http://www.montgomerycountymd.gov/";;"Montgomery County wants all children to have equal access to high-quality early care and education and after-school programming. The Montgomery County Child Care Resource & Referral Center’s mission is to build a successful and knowledgeable child care workforce through professional development and individualized support. Our diverse and multi-lingual team is here to help you achieve success!  We will be with you each step of the way as you grow, learn, meet licensing requirements and pursue state and national standards.";"Assists parents in locating licensed child care; Provide technical assistance (information and expert advice) and resources for current and prospective child care providers in both family child care homes and child care centers; Provides training for child care professionals to expand their knowledge of early childhood and best practices; Collects data that documents the child care needs of families and employers as well as the child care delivery system";"Montgomery County";;"Mon - Fri: 8:30am - 5:00pm";
13832;"Prince George's Child Resource Center";"9475 Lottsford Rd., Ste. 202";"Largo";"MD";20774;"(301) 772-8420";;"(301) 772-8410";"pgcrc@childresource.org";"https://www.childresource.org/";"Jennifer Hoffman";"Prince George’s Child Resource Center helps create healthy and nurturing environments for children by supporting their families and educating their caregivers. Each year the Resource Center provides family support services to over 1,500 families and training to over 2,000 child care providers, parents and human services workers potentially touching the lives of nearly half a million children since 1990. We do this through home visits, child development education, links to community services, and adult education.";"Training and Technical Assistance for Providers; Child Care Provider Professional Development; State and Federal Advocacy; Parent Workshops; LOCATE: Childcare";"Prince George's County";;"Mon - Fri: 8:30am - 5:00pm";
13845;"Child Care Options";"337 Main Ave";"Farmingdale";"ME";"04344";"(207) 582-3110";"(800) 525-2229 (For In-State Use Only)";"(207) 582-3112";"info@skcdc.org ";"http://www.skcdc.org";;;;;;;"This is not childcare referral agency"
13858;"Community Concepts, Inc.";"79 Main St.";"Auburn";"ME";"04210";"(207) 777-1387";"(800) 543-7008";"(207) 784-6882";"finderseekers@community-concepts.org";"http://www.community-concepts.org";;;;;;;"Community Concepts, Inc. does not provide childcare referral services. The address is for WIC provided by WMCA."
13871;"Aroostook County Action Program, Inc";"Resource Development Center";"Presque Isle";"ME";"04769";"(207) 768-3045";"(888) 435-7881 (For In-State Use Only)";"(207) 768-3022";"vbrown@acap-me.org";"http://www.acap-me.org";;;;;;;"This is not childcare referral agency"
13884;"Cumberland Co. Child Care Resource Dev. Center, Child Care Connections";"136 US Rt. 1";"Scarborough";"ME";"04074";"(207) 396-6566";;"(207) 396-6581";;;;;;;;;"This is not childcare referral agency"
13897;"Child Care Opportunities, Inc";"P.O. Box 648";"Ellsworth";"ME";"04605";"(207) 667-2467";"(800) 834-4378";"(207) 667-2212";;;;;;;;;"This is not childcare referral agency"
13910;"Mid-Coast Regional Resource Development Center";"34 Wing Farm Pkwy";"Bath";"ME";"04530";"(207) 442-7963";;"(207) 443-7447";;;;;;;;;"This is not childcare referral agency"
13923;"Penquis Community Action Program Resource Development Center";"262 Harlow St";"Bangor";"ME";"04401";"(207) 973-3500";;"(207) 973-3699";;;;;;;;;"This is not childcare referral agency"
13936;"Carelink Resource Development Center";"906 Main St.";"Sanford";"ME";"04073";"(207) 324-0735";"(888) 917-1100";"(207) 324-1787";;;;;;;;;"Closed"
13949;"Child & Family Services 4C";"1044 US 23 North";"Alpena";"MI";49707;"(866) 424-4532";;"(989) 354-6100";"bensonr@i2k.com";;;;;;;;"Closed"
13962;"Michigan 4C Association";"839 Centennial Way";"Lansing";"MI";48917;"(517) 351-4171";;"(517) 351-0157";;;;;;;;;"Closed"
13975;"Great Start to Quality Upper Peninsula Resource Center";"104 Coles Dr., Ste. F";"Marquette";"MI";49855;"(906) 228-3362";"(877) 614-7328";"(906) 228-8742";"ddupras@4c-up.com";"http://www.greatstarttoquality.org/";"Deb Dupras";"Great Start to Quality UP Resource Center offers support to providers and educators to improve the quality of their programs by providing individualized consultation, coaching and access to training and resources. Our Resource Center also supports families in their search for high-quality child care and preschool. We offer a Lending Library which is a free educational resource for you and your children! The Lending Library is designed to encourage and enhance the learning experience at home, school, child care and preschool. ";"Training and Technical Assistance for Providers; Child Care Provider Professional Development; Quality Ratings; Consumer Education and Referrals; Lending Library";"Alger, Baraga, Chippewa, Delta, Dickinson, Gogebic, Iron, Keweenaw, Luce, Mackinac, Marquette, Menominee, Ontonagon, Houghton and Schoolcraft Counties";"http://www.greatstarttoquality.org/sites/all/themes/ecic/logo.png";"Mon - Fri: 8:00am - 4:30pm";
14001;"Great Start to Quality Western Resource Center";"412 Century Lane";"Holland";"MI";49423;"(616) 396-2301";"(877) 614-7328";;"stoman@arborcircle.org";"http://www.greatstarttoquality.org/";;"The Great Start to Quality Western Resource Center serves Lake, Mason, Mecosta, Montcalm, Muskegon, Newaygo, Oceana, Osceola and Ottawa counties. ";"Training and Technical Assistance for Providers; Child Care Provider Professional Development; Quality Ratings; Consumer Education and Referrals; Parent Workshops; Spanish Language Services";"Lake, Mason, Mecosta, Montcalm, Muskegon, Newaygo, Oceana, Osceola and Ottawa Counties";"http://www.greatstarttoquality.org/sites/all/themes/ecic/logo.png";"Mon - Fri: 8:30am - 5:00pm";
14014;"Northwest Michigan 4C Council";"720 S. Elmwood, Ste. 4";"Traverse City";"MI";49684;"(231) 941-7767";"(800) 968-4228";"(231) 941-9412";;;;;;;;;"Closed"
14027;"Saginaw Valley Regional 4C";"5560 Gratiot, Ste. B";"Saginaw";"MI";48603;"(989) 497-0680";"(866) 424-4532 (For In-State Use Only)";"(989) 497-0685";;;;;;;;;"Closed"
14040;"Child Care Resources (Great Start to Quality Southwest Resource Center)";"268 E. Kilgore Rd., Suite D";"Portage";"MI";49002;"(269) 349-3296";"(877) 614-7328 ";"(269) 349-6822";"Ella@ccr4kids.org";"http://www.ccr4kids.org/";"Ella Fabel-Ryder";"Child Care Resource works with parents, child care providers, businesses and the community to improve access to quality child care and early education so that every child enjoys safe, nurturing and inspiring care.";"Services for Parents: Help in Finding Child Care, Help for Paying for Child Care, Referrals to other community programs for services, Information on Early Childhood; Services for Child Care Providers: Trainings are held on a monthly basis in each of the counties that we serve, Quality Improvement Specialists are available to assist child care providers and programs who want to participate in the Great Start to Quality system, Quality Improvement Consultants are available to provide support in improving and maintaining quality for those providers and programs participating in the Great Start to Quality system, Resources are available for unlicensed and licensed and registered child care programs in our Lending Library, Technical Assistance is available for all providers via email or phone, Monthly Child Care Connections meetings for home based providers and Center Directors meetings are also available";"Allegan, Barry, Berrien, Branch, Calhoun, Cass, Kalamazoo, St. Joseph and Van Buren Counties";"http://www.ccr4kids.org/portals/0/pdfs/CCR%20Logo.png";"Mon - Fri: 8:00am - 5:00pm";
14053;"Child Advocacy";"525 N. State St., Suite 4";"Alma";"MI";48801;"(989) 463-1422";"(800) 552-4489 (For In-State Use Only)";"(989) 466-2140";"info@linkforfamilies.org";"http://www.linkforfamilies.org/";;;;;;;"This is not childcare referral agency"
14066;"Office for Young Children (Great Start to Quality Central Resource Center)";"5303 S. Cedar Street";"Lansing";"MI";48911;"(517) 887-4319";"(800) 234-6996";;"bjmonroe@ingham.org";"http://hd.ingham.org/ForParents/OfficeforYoungChildren.aspx";"Barb Monroe";"The Office for Young Children (OYC) is the Regional Hub office serving Clinton, Eaton, Ingham, Ionia and Shiawassee Counties as the Great Start To Quality Central Resource Center. ";"Training and Technical Assistance for Providers; Child Care Subsidy; Child Care Provider Professional Development; Quality Ratings; State and Federal Advocacy; Consumer Education and Referrals; Provider Recruitment";"Clinton, Eaton, Ingham, Ionia and Shiawassee Counties";"http://hd.ingham.org/portals/hd/2012GSTQlogolarge.JPG";"Mon - Fri: 8:00am - 5:00pm";
14079;"4Child Care Unlimited";"1509 1/2 East Court Street";"Flint";"MI";48503;"(810) 232-0145";"(800) 527-2182";"(810) 232-6261";;;;;;;;;"Closed"
14092;"Child Care Network - Hillsdale County";"3471 Beck Rd. ";"Hillsdale";"MI";49242;"(517) 437-0990 ext.239";"(888) 338-7656";"(734) 975-1868";;"http://www.childcarenetwork.org/";;"Child Care Network is a non-profit organization whose mission has served the Michigan community since 1971 by helping families find care, helping families pay for care, and helping early learning professionals provide quality child care. Since our beginning, more than 10,000 children have had access to quality early learning experiences in the Southeastern Michigan counties of Genesee, Hillsdale, Jackson, Lenawee, Livingston, Monroe and Washtenaw.";"For Parents:  Finding Quality Child Care, Family Support Scholarships; For Child Care Professionals: Training, Great Start To Quality, CACFP Food Program";"Hillsdale County";"http://www.childcarenetwork.org/wp-content/themes/childcare/library/images/ccn-logo.png";;
14105;"Child Care Network - Washtenaw County";"3941 Research Park Dr., Suite C";"Ann Arbor";"MI";48108;"(734) 975-1840";"(888) 338-7656";"(734) 975-1868";;"http://www.childcarenetwork.org/";"Kathleen Burchi";"Child Care Network is a non-profit organization whose mission has served the Michigan community since 1971 by helping families find care, helping families pay for care, and helping early learning professionals provide quality child care. Since our beginning, more than 10,000 children have had access to quality early learning experiences in the Southeastern Michigan counties of Genesee, Hillsdale, Jackson, Lenawee, Livingston, Monroe and Washtenaw.";"For Parents:  Finding Quality Child Care, Family Support Scholarships; For Child Care Professionals: Training, Great Start To Quality, CACFP Food Program";"Washtenaw County";"http://www.childcarenetwork.org/wp-content/themes/childcare/library/images/ccn-logo.png";;
14118;"Kent Regional 4C";"233 E. Fulton, Ste.107";"Grand Rapids";"MI";49503;"(616) 451-8281";"(800) 448-6995";"(616) 451-3629";"info@4cchildcare.org";"http://www.4cchildcare.org";;;;;;;"This is not childcare referral agency"
14131;"Child Care Network - Jackson County";"536 N. Jackson St.";"Jackson";"MI";49201;"(517) 817-0820";"(888) 338-7656";"(517) 817-0810";"dr@childcarenetwork.org";"http://www.childcarenetwork.org/";;"Child Care Network is a non-profit organization whose mission has served the Michigan community since 1971 by helping families find care, helping families pay for care, and helping early learning professionals provide quality child care. Since our beginning, more than 10,000 children have had access to quality early learning experiences in the Southeastern Michigan counties of Genesee, Hillsdale, Jackson, Lenawee, Livingston, Monroe and Washtenaw.";"For Parents:  Finding Quality Child Care, Family Support Scholarships; For Child Care Professionals: Training, Great Start To Quality, CACFP Food Program";"Jackson County";"http://www.childcarenetwork.org/wp-content/themes/childcare/library/images/ccn-logo.png";;
14144;"Child Care Network - Lenawee County";"1040 S. Winter St., Ste. 2020";"Adrian";"MI";49221;"(517) 264-5324";"(888) 338-7656";"(517) 264-5317";;"http://www.childcarenetwork.org/";;"Child Care Network is a non-profit organization whose mission has served the Michigan community since 1971 by helping families find care, helping families pay for care, and helping early learning professionals provide quality child care. Since our beginning, more than 10,000 children have had access to quality early learning experiences in the Southeastern Michigan counties of Genesee, Hillsdale, Jackson, Lenawee, Livingston, Monroe and Washtenaw.";"For Parents:  Finding Quality Child Care, Family Support Scholarships; For Child Care Professionals: Training, Great Start To Quality, CACFP Food Program";"Lenawee County";"http://www.childcarenetwork.org/wp-content/themes/childcare/library/images/ccn-logo.png";;
14157;"Child Connect for Family Success";"2710 E. Grand River, Suite 6";"Howell";"MI";48843;"(571) 548-9112";"(800) 260-0202";;"peggymhall@gmail.com";"http://www.childconnectmi.org/";"Peggy Hall";"Child Connect links families and child care providers with needed services and empowering resources designed to maximize the early childhood experience: Sensitive support; Reliable early childhood resources; Financial assistance for qualifying families; Child care referrals; Research-based education and training. Child Connect for Family Success!";"For Parents: Child Care Resource and Referral Services with Internet Access, Information on Financial Assistance for Parents using Child Care, Child Care Expulsion Prevention Services, Early Childhood Lending Library and Laminating Services, Parent Resources Including Training, American Heart Association CPR and First Aid Certification; For Providers: Early Childhood Care and Education Training and Professional Development, Early Childhood Care and Education Recruitment and Retention, Child Care Quality Enhancement and Accreditation Support, Technical Assistance & Support Groups, Early Childhood Lending Library and Laminating Services, American Heart Association CPR and First Aid Certification, CDA Certification";"Livingston and Genesee Counties ";"http://www.childconnectmi.org/wp-content/themes/childconnect/assets/images/site/child-connect.jpg";"Mon - Fri: 8:00am - 4:00pm";
14170;"Macomb County 4C";"21885 Dunham Rd, Ste 12";"Clinton Township";"MI";48036;"(586) 469-6993";"(800) 621-8661 (For In-State Use Only)";"(586) 469-6948";;;;;;;;;"Closed"
14183;"Child Care Concepts 4C";"1714 Eastman Ave.";"Midland";"MI";48640;"(989) 631-5390";;;;;;;;;;;"Closed"
14196;"Child Care Network - Monroe County";"77 N. Roessler";"Monroe";"MI";48162;"(734) 243-7451";"(888) 338-7656";"(734) 975-1868";;"http://www.childcarenetwork.org/";;"Child Care Network is a non-profit organization whose mission has served the Michigan community since 1971 by helping families find care, helping families pay for care, and helping early learning professionals provide quality child care. Since our beginning, more than 10,000 children have had access to quality early learning experiences in the Southeastern Michigan counties of Genesee, Hillsdale, Jackson, Lenawee, Livingston, Monroe and Washtenaw.";"For Parents:  Finding Quality Child Care, Family Support Scholarships; For Child Care Professionals: Training, Great Start To Quality, CACFP Food Program";"Monroe County";"http://www.childcarenetwork.org/wp-content/themes/childcare/library/images/ccn-logo.png";;
14209;"Oakland County Child Care Council";"29201 Telegraph Rd., Suite 515";"Southfield";"MI";48034;"(248) 333-9545";;"(248) 281-3015";"sallen@oaklandchildcare.org";"http://www.oaklandchildcare.org";"Susan Allen";"Quality child care can make a big difference in the future of our children, our county, our state and our country. A good place to begin your search for answers to your child care questions is a trusted local resource. The Oakland County Child Care Council provides resources and referral information for families. We conduct skill-building workshops for parents, hold low-cost professional development classes for child care providers and work with businesses to find child care solutions for their employees. We are advocates on child care issues for the community. We are dedicated to promoting the well-being of Oakland County's children. The Oakland County Child Care Council has been advocating and promoting quality child care since 1973. The Council is funded by public and private sources. It is a membership agency that is governed by a board of directors and managed by a professional staff.";"Child Care Provider Training; Resource and Referral";"Oakland County";"http://www.oaklandchildcare.org/sites/all/themes/childcare/images/header_left_new.png";"Mon - Thurs: 8:30am - 4:30pm; Fri: By Appointment";
14222;"Child Care Coordinating Council / Wayne County";"2151 E. Jefferson Ave., Ste. 250";"Detroit";"MI";48207;"(313) 259-4411 ext.0";;"(313) 259-4415";"detroitwayne4c@aol.com";;;;;;;;"Closed"
14235;"Child Care Aware of Minnesota Northeast";"900 4th St. SE";"Pine City";"MN";55063;"(320) 629-5164";"(800) 890-5399";"(320) 629-5107";"cca@pinetech.edu";"http://www.pine.edu/cca";"Wendy Walburg";"Child Care Aware of Minnesota is a network of organizations from across the state dedicated to assisting families, early childhood professionals and the community with child care information, grants, services, and training. The mission of Child Care Aware of Minnesota is to promote high-quality, affordable, and accessible child care for all Minnesota families.";"Child Care Provider Professional Development; Quality Ratings; Consumer Education and Referrals; Parent Workshops";"Pine, Mille Lacs, Kanabec, Isanti, Chisago, Aitkin, Carlton, Cook, Itasca, Koochiching, Lake, Saint Louis, Cass, Crow Wing, Morrison, Todd, and Wadena Counties ";"http://www.pine.edu/media/images/CCA%20Images/1.jpg";"Mon - Fri: 8:00am - 4:30pm ";
14248;"Think Small";"10 Yorkton Ct.";"Saint Paul";"MN";55117;"(651) 641-0305";"(888) 291-9811";"(651) 645-0990";"info@thinksmall.org";"https://www.thinksmall.org/";"Barbara Yates";"We think much can and must be done to improve the quality of early childhood experiences so children will thrive. We think learning experiences should adhere to best practices. That teachers should be skilled, knowledgeable, and engaged. That children need a safe, healthy, and child-friendly environment. And that stimulating activities should be balanced with appropriately structured routines. We think every child is unique, and each child's situation is different. We think their success depends on the adults in their lives-parents, early childhood professionals, policymakers and other influential people-making the best choices for children. That's why we Think Small.";"Training and Technical Assistance for Providers; Child Care Subsidy; Child Care Provider Professional Development; Literacy Programs; State and Federal Advocacy; Consumer Education and Referrals; Provider Recruitment; Spanish Language Services";"Ramsey, Anoka, Washington, Carver, Dakota, Hennepin and Scott Counties";"https://www.thinksmall.org/files/images/ThinkSmall_ChildCareAwareMetro_co-brand.jpg";"Mon - Fri: 8:30am - 5:00pm";
14261;"Lakes & Prairies Child Care Aware of MN";"715 11th St. North, Ste. 402";"Moorhead";"MN";56560;"(888) 291-9811";"(800) 452-3646";"(218) 299-7547";"deanao@lakesandprairies.net";"http://www.lakesandprairies.net";"Deana Overmoe";"Advocating for the well-being of children in childcare...To assist families in their search for quality child care; To support individuals and programs that care for children; To build connections in communities to generate understanding and activism for child care issues.";"Training and Technical Assistance for Providers; Child Care Subsidy; Child Care Provider Professional Development; Quality Ratings; Consumer Education and Referrals; Parent Workshops; Provider Recruitment";"Wilkin, Polk, Lake of the Woods, Clearwater, Traverse, Pennington, Kittson, Clay, Stevens, Otter Tail, Hubbard, Beltrami, Douglas, Roseau, Norman, Grant, Red Lake, Marshall, Becker, Pope and Mahnomen Counties";"http://www.lakesandprairies.net/assets/images/CCAlogoNoStates.jpg";"Mon - Fri: 8:00am - 4:30pm ";
14274;"Child Care Aware of Minnesota West/Central District";"719 N 7th St., Suite 302";"Montevideo";"MN";56265;"(320) 269-8727";"(800) 292-5437";"(320) 269-6570";"marge.knudson@prairiefive.org";"http://www.childcareawarewc.org/";"Marge Knudson";"Child Care Aware of Minnesota West/Central District provides families, child care programs, and the community with information and support for quality child care that is affordable and accessible. We work both with families and child care providers in west central and southwest Minnesota to guide families and build relationships.";"Help families find child care that best meets their needs; Provide individualized referrals to family child care homes, centers, preschool programs, and school-age programs; Maintain a comprehensive updated database of all licensed child care providers and early learning programs; Inform families about licensing regulations, services for children with special health and developmental needs, financial, social, and community services; Increase family choice by building the supply of child care; Enhance the quality of child care through provider training, site visits, grants, and general support; Support providers/programs through the licensing process; Promote the professional growth and development of child care program staff and providers through grants, resources, training, consultation, and mentoring; Supply information on loans and scholarships and administer state grants to child care providers, programs, and staff; Market programs through parent referrals; Increase the business community's awareness of and investment in early care and education; Link businesses with child care solutions, such as child care resource and referral, the dependent care assistance plan, and community partnerships";"Benton, Big Stone, Chippewa, Cottonwood, Jackson, Kandiyohi, Lac qui Parle, Lincoln, Lyon, McLeod, Meeker, Murray, Nobles, Pipestone, Redwood, Renville, Rock, Sherburne, Stearns, Swift, Wright, and Yellow Medicine Counties";"http://static1.squarespace.com/static/55d4c9fee4b0c8c4522b2f74/t/55d4cf12e4b061018c82b43e/1488399904549/?format=1500w";"Mon - Fri: 8:00am - 4:30pm ";
14287;"Families First of Minnesota";"126 Woodlake Dr. SE";"Rochester";"MN";55904;"(507) 287-2020";"(800) 462-1660";;"jonl@familiesfirstmn.org";"http://www.familiesfirstmn.org/";"Jon Losness";"For over 40 years, Families First of Minnesota (formerly Child Care Resource & Referral) has been a non-profit organization in our community working as a resource for parents, child care programs, and community members in all areas of early childhood.";"Training and Technical Assistance for Providers; Child Care Subsidy; Head Start/Early Head Start; Child Care Provider Professional Development; Quality Ratings; Consumer Education and Referrals; Provider Recruitment";"Winona, Watonwan, Wabasha, Steele, Sibley, Rice, Olmsted, Nicollet, Mower, Martin, Waseca, Le Sueur, Houston, Goodhue, Freeborn, Fillmore, Faribault, Dodge, Brown, Blue Earth and Prairie Island Counties";"http://www.familiesfirstmn.org/templates/ffmain/img/header_logo.png";"Mon - Fri: 8:00am - 4:30pm ";
14300;"MOCCRRN - Northeast";"1119 S. Missouri Street, Suite C";"Macon";"MO";63552;"(660) 385-1378";"(800) 201-7745";"(660) 385-1387";;;;;;;;;"Closed"
14313;"YWCA/ Child Care Resource & Referral";"304 N. 8th";"Saint Joseph";"MO";64501;"(816) 232-4481";"(800) 404-9922 (For In-State Use Only)";"(816) 232-4494";"gstanley@ywcasj.org";;;;;;;;"This organization does not provide child care resource & referral services already"
14326;"Child Care Aware of Southern Missouri ";"1710 E Chestnut Expressway";"Springfield";"MO";65802;"(417) 887-3545";"(800) 743-8497";"(417) 823-9459";;"http://ccozarks.org/the-need/ccasouthernmo/";"Nicole Piper";"Child Care Aware® of Southern Missouri is an operating agency of the Council of Churches of the Ozarks and a member of Child Care Aware® of Missouri & Child Care Aware® of America and has been in operation since 1992.";"Training and Technical Assistance for Providers; Child Care Provider Professional Development; State and Federal Advocacy; Consumer Education and Referrals";"Vernon, Barton, Jasper, Newton, McDonald, Cedar, Dade, Lawrence, Barry, Polk, Greene, Christian, Stone, Webster, Wright, Douglas, Taney, Ozark, Texas, Howell, Shannon, Oregon, Iron, Reynolds, Carter, Ripley, Madison, Wayne, Butler, Perry, Bollinger, Stoddard, Dunklin, Cape Girardeau, Scott, Mississippi, New Madrid, Pemiscot";"https://scontent-frt3-1.xx.fbcdn.net/v/t1.0-1/p200x200/536937_466371140101809_1769362289_n.png?oh=24ce76109c5a8025c0de42b79718f5d2&oe=59344026";"Mon - Fri: 8:00am - 4:30pm";
