"id";"name";"address";"city";"state";"zip";"county";"phone";"main website";"email";"detail";"location url";"facebook page";"business hours";"career/employment url";"application/registration url";"parent handbook url";"infant (under 12 months)";"toddler (1-2yrs)";"preschools (2-3yrs)";"pre-kindergarden(4yr)";"before/afterschools";"camps";"logo url (only small logo if available)";"pictures url 1";"picture url 2";"picture url 3";"picture url 4";"bad url?";
712992;"TRUE LIGHT FELLOWSHIP CHURCH";"6400 ARDLEIGH ST";"PHILADELPHIA";"PA";19119;"PHILADELPHIA";2155485053;;;;;;;;;;;;;;;;;;;;;"Y";
712996;"GERMANTOWN WOMEN' Y @ HENRY H.HOUSTON SCHOOL";"135 W ALLENS LN";"PHILADELPHIA";"PA";19119;"PHILADELPHIA";2152486608;"http://gtownwomensy.tripod.com/";"info@gwy.cjb.net";"We are:
A membership organization dedicated to the social, economic and spiritual empowerment of women and girls. We are committed to the creation of racial and cultural harmony, freedom, justice and dignity for all people.

Our Mission
The empowerment of women and the elimination of racism.";"http://gtownwomensy.tripod.com/";;;;;;"n";"n";"n";"n";"y";"y";"http://gtownwomensy.tripod.com/imagelib/sitebuilder/layout/003_group_huggingtop.gif";;;;;;
713003;"MORRISON ELEMENTARY SCHOOL";"300 W DUNCANNON AVE";"PHILADELPHIA";"PA";19120;"PHILADELPHIA";2154525170;;;;;;;;;;;;;;;;;;;;;"Y";
713005;"YOUNG aCHIEVERS LEARNING CENTER-LOWELL ELEM. SCHL.";"5801 W 5TH ST";"PHILADELPHIA";"PA";19120;"PHILADELPHIA";2156982347;"http://yalcpa.org/";"yalc@yalcpa.org";"Our mission is to provide a nurturing and safe environment through a quality educational program that will promote children’s physical, emotional, cognitive, and social skills.

We strongly believe that in order to maintain quality care for our children, the key to a successful education program is to promote professional development for staff that are dedicated and reliable. Young Achievers has recruited a diverse group of staff that are dedicated and reliable. They have taken an oath to ensure that the best interest of each child is always met. YALC is an Equal Employment Opportunity organization. Employment opportunities shall be provided for all applicants.

Young Achievers collaborates with the Department of Human Services (DHS) and is an Out of School Time (OST) Project that has developed into a high-performing youth serving organization, successfully operating developmentally appropriate Before/After School & Summer Programming for youth grades K-8, in the City of Philadelphia for the past 13 years. YALC’s organizational capacity is robust due to our extensive years of experience in serving as an OST provider. YALC currently operates Before/After School programming from Carnell, Universal Creighton, Lowell & Ellwood Elementary. Summer Camp is located at Carnell Elementary and may vary upon year.

Currently all 4 sites are Department of Public Welfare (DPW) licensed, Keystone Star 1 Certified, Implementing PBL & PAX -the Good Behavior Game. Uniformity of goals & objectives across all 4 sites speaks volume and has proven to be successful to our organization over time. Young Achievers assures the highest quality of OST programming by successful compliance of quality assurance guidelines, daily attention to policies & protocols required by our DPW licensor & DHS/ Public Health Management Corporation (PHMC) funder at all funded & non-funded sites. Young Achievers promotes use of “Best
Practices”, by implementing its goals & objectives through utilization of the Core Standards & Core Elements. YALC will continue to work alongside DHS & PHMC with the focus to build healthier communities supporting the Improving Outcomes for Children Initiative (IOC).

Young Achievers successful model concentrates on 4 main principles:
     student-family/staff retention
     academic enrichment
     experiences designed to contribute to the overall well-being of youth
     great school-community relations

";"http://yalcpa.org/";"https://www.facebook.com/yalcpa";"7:15 am to 5:45 pm";;;;"n";"n";"n";"n";"y";"y";"http://yalcpa.org/wp-content/uploads/2013/09/logo.png";"https://fbcdn-sphotos-c-a.akamaihd.net/hphotos-ak-xpa1/v/t1.0-9/p480x480/10492064_750692361654290_6537138861237384396_n.jpg?oh=ca35cafd5e9958b296437ea6971aba7b&oe=54967243&__gda__=1418637989_876d650999bcb913f65fbed782f843d2";"https://scontent-b-lax.xx.fbcdn.net/hphotos-xpf1/v/t1.0-9/p480x480/10419019_750692368320956_5785156337589991296_n.jpg?oh=deb11f2c058caa7133ab8f1a95da898b&oe=54CC0E6E";"https://scontent-a-lax.xx.fbcdn.net/hphotos-xfa1/v/t1.0-9/p480x480/10544355_750336178356575_6639790741061226253_n.jpg?oh=d36120ffcf2c75f4e08a8e37c80884f0&oe=5489313D";"https://fbcdn-sphotos-a-a.akamaihd.net/hphotos-ak-xpa1/v/t1.0-9/p480x480/10174877_750335335023326_1601001972996701374_n.jpg?oh=b761ffe3a35a540cc2aa65fd7c00aa2b&oe=54CDA627&__gda__=1417891777_b5ebe8eab3ee52aff9b947e07be17656";;
713012;"HIGHTOWER BUZY KIDZ CHILD DEVLOP. PLACE";"5807 RISING SUN AVE";"PHILADELPHIA";"PA";19120;"PHILADELPHIA";2679734696;;;;;;;;;;;;;;;;;;;;;"Y";
713014;"GREAT BEGINNING CHILD DEVELOPMENT CENTER";"5830 RISING SUN AVE";"PHILADELPHIA";"PA";19120;"PHILADELPHIA";2157225447;;;;;;;;;;;;;;;;;;;;;"Y";
713027;"King's Kid'z Inc.";"5901 N 3RD ST";"PHILADELPHIA";"PA";19120;"PHILADELPHIA";2159245880;;;;;;;;;;;;;;;;;;;;;"Y";
713034;"PEAS IN A POD LEARNING CENTER";"N 4TH ST";"PHILADELPHIA";"PA";19120;"PHILADELPHIA";2157257637;;;;;;;;;;;;;;;;;;;;;"Y";
713041;"YOUNG ACHIEVERS LEARNING CENTER-CREIGHTEN ELEM.SCH";"5401 TABOR AVE";"PHILADELPHIA";"PA";19120;"PHILADELPHIA";2156982347;"http://yalcpa.org/";"yalc@yalcpa.org";"Our mission is to provide a nurturing and safe environment through a quality educational program that will promote children’s physical, emotional, cognitive, and social skills.

We strongly believe that in order to maintain quality care for our children, the key to a successful education program is to promote professional development for staff that are dedicated and reliable. Young Achievers has recruited a diverse group of staff that are dedicated and reliable. They have taken an oath to ensure that the best interest of each child is always met. YALC is an Equal Employment Opportunity organization. Employment opportunities shall be provided for all applicants.

Young Achievers collaborates with the Department of Human Services (DHS) and is an Out of School Time (OST) Project that has developed into a high-performing youth serving organization, successfully operating developmentally appropriate Before/After School & Summer Programming for youth grades K-8, in the City of Philadelphia for the past 13 years. YALC’s organizational capacity is robust due to our extensive years of experience in serving as an OST provider. YALC currently operates Before/After School programming from Carnell, Universal Creighton, Lowell & Ellwood Elementary. Summer Camp is located at Carnell Elementary and may vary upon year.

Currently all 4 sites are Department of Public Welfare (DPW) licensed, Keystone Star 1 Certified, Implementing PBL & PAX -the Good Behavior Game. Uniformity of goals & objectives across all 4 sites speaks volume and has proven to be successful to our organization over time. Young Achievers assures the highest quality of OST programming by successful compliance of quality assurance guidelines, daily attention to policies & protocols required by our DPW licensor & DHS/ Public Health Management Corporation (PHMC) funder at all funded & non-funded sites. Young Achievers promotes use of “Best
Practices”, by implementing its goals & objectives through utilization of the Core Standards & Core Elements. YALC will continue to work alongside DHS & PHMC with the focus to build healthier communities supporting the Improving Outcomes for Children Initiative (IOC).

Young Achievers successful model concentrates on 4 main principles:
     student-family/staff retention
     academic enrichment
     experiences designed to contribute to the overall well-being of youth
     great school-community relations

";"http://yalcpa.org/";"https://www.facebook.com/yalcpa";"7:15 am to 5:45 pm";;;;"n";"n";"n";"n";"y";"y";"http://yalcpa.org/wp-content/uploads/2013/09/logo.png";"https://fbcdn-sphotos-c-a.akamaihd.net/hphotos-ak-xpa1/v/t1.0-9/p480x480/10492064_750692361654290_6537138861237384396_n.jpg?oh=ca35cafd5e9958b296437ea6971aba7b&oe=54967243&__gda__=1418637989_876d650999bcb913f65fbed782f843d2";"https://scontent-b-lax.xx.fbcdn.net/hphotos-xpf1/v/t1.0-9/p480x480/10419019_750692368320956_5785156337589991296_n.jpg?oh=deb11f2c058caa7133ab8f1a95da898b&oe=54CC0E6E";"https://scontent-a-lax.xx.fbcdn.net/hphotos-xfa1/v/t1.0-9/p480x480/10544355_750336178356575_6639790741061226253_n.jpg?oh=d36120ffcf2c75f4e08a8e37c80884f0&oe=5489313D";"https://fbcdn-sphotos-a-a.akamaihd.net/hphotos-ak-xpa1/v/t1.0-9/p480x480/10174877_750335335023326_1601001972996701374_n.jpg?oh=b761ffe3a35a540cc2aa65fd7c00aa2b&oe=54CDA627&__gda__=1417891777_b5ebe8eab3ee52aff9b947e07be17656";;
713057;"THE FIRST MISSION DAY CARE CTR.";"770 W TABOR RD # 800";"PHILADELPHIA";"PA";19120;"PHILADELPHIA";2155495930;;;;;;;;;;;;;;;;;;;;;"Y";
713060;"MULTICULTURAL VILLAGE CC & PRESCL TECH CENTR";"5517 N 5TH ST";"PHILADELPHIA";"PA";19120;"PHILADELPHIA";2159274248;;;;;;;;;;;;;;;;;;;;;"Y";
713063;"AROUND THE CLOCK DAYCARE II";"425 W TABOR RD";"PHILADELPHIA";"PA";19120;"PHILADELPHIA";2156815708;;;;;;;;;;;;;;;;;;;;;"Y";
713067;"MI FAMILIA CHILD CARE CENTER";"131 W TABOR RD # 33";"PHILADELPHIA";"PA";19120;"PHILADELPHIA";2154570463;;;;;;;;;;;;;;;;;;;;;"Y";
713070;"MIND'S MATTER LEARNING DAY CARE CENTER";"5510 RISING SUN AVE";"PHILADELPHIA";"PA";19120;"PHILADELPHIA";2153243217;;;;;;;;;;;;;;;;;;;;;"Y";
713078;"MY SHADES OF GREEN LEARNING TREE";"5244 N 5TH ST";"PHILADELPHIA";"PA";19120;"PHILADELPHIA";2154551161;;;;;;;;;;;;;;;;;;;;;"Y";
713081;"HEAVENLY DAY CARE";"251 W DUNCANNON AVE";"PHILADELPHIA";"PA";19120;"PHILADELPHIA";2154552244;;;;;;;;;;;;;;;;;;;;;"Y";
713083;"RISING SUN CHILDREN'S CENTER";"5224 RISING SUN AVE";"PHILADELPHIA";"PA";19120;"PHILADELPHIA";2154577730;"http://www.koreancenter.org/rising-sun-childrens-center/";"bslindsay2013@gmail.com";"The Korean Community Development Services Center (KCDSC) was established as a non-profit organization in 1985 with the goal of providing a comprehensive array of services for low to moderate income individuals and families. Serving a highly diverse community that is 47% African-American, 21% white, 18% Asian-American, 15% Hispanic, 8% other races, and 5% two or more races, we understand that the challenges will not only be difficult, but also abundant and unique.

Since the early 80’s, we have helped thousand of individuals, families, and businesses in our community overcome a countless number of obstacles, whether it be purchasing a first home, facing foreclosure, becoming a certified technician, finding a quality childcare center, or assisting struggling businesses in obtaining more funding. A major factor behind our success is that we value the diversity not only found in our community but also found in our staff.

Currently we are able to provide services in Korean, Spanish, Vietnamese, Laotian, Thai, and Cambodian. The age of staff members range from 23 to 80 years and come from all walks of life. Our team is composed of community members, immigrants, college graduates, PhDs, reverends, veterans, and artists. We find strength in diversity.";"http://www.koreancenter.org/rising-sun-childrens-center/";"https://www.facebook.com/RisingSunChildrensCenter/info";"Mon - Fri: 7:00 am - 6:00 pm";;;;"n";"n";"y";"y";"n";"n";"http://www.koreancenter.org/wp-content/uploads/2013/08/kcdsc.logo_.png";"https://fbcdn-sphotos-d-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-9/s720x720/999396_449339925164049_1246906225_n.jpg?oh=9675156505bc7e681a7b4fa2fed2f9e7&oe=54927016&__gda__=1418181795_d9f03e5a4c8dd36f4b709b4f6aa4f3b2";"https://fbcdn-sphotos-h-a.akamaihd.net/hphotos-ak-frc3/v/t1.0-9/p180x540/526836_449338651830843_1187421281_n.jpg?oh=91314d5ae60d1480d886dea67542d551&oe=54C2D5BF&__gda__=1422167764_a7d7e768dcec5d2c9eb940a5b36c4b30";"https://fbcdn-sphotos-e-a.akamaihd.net/hphotos-ak-frc3/v/t1.0-9/p180x540/249022_449338698497505_376510942_n.jpg?oh=b019700e1c175d2753e6bcea3b1e8140&oe=549A519C&__gda__=1422913591_37f0cc8ad4fa237d74590b2032c4baed";"https://fbcdn-sphotos-b-a.akamaihd.net/hphotos-ak-xpa1/v/t1.0-9/p180x540/1069208_449340448497330_750677317_n.jpg?oh=1bb7520024b69ae4fbbc5c1e9e6e5096&oe=5487CCDA&__gda__=1422459480_8170528bf998cd41803bb0a7335c14ad";;
713104;"KIDZ R PEOPLE TOO LEARNING ACADEMY";"4839 RISING SUN AVE";"PHILADELPHIA";"PA";19120;"PHILADELPHIA";2154550500;;;;;;;;;;;;;;;;;;;;;"Y";
713110;"TOO-CAN AFTER SCHOOL PROGRAM/CLARA BARTON SCHOOL";"4600 ROSEHILL ST";"PHILADELPHIA";"PA";19120;"PHILADELPHIA";2154565700;;;;;;;;;;;;;;;;;;;;;"Y";
713118;"WILLIAM DICK ELEMENTARY SCHOOL";"2400 W DIAMOND ST";"PHILADELPHIA";"PA";19121;"PHILADELPHIA";2156845081;;;;;;;;;;;;;;;;;;;;;"Y";
713134;"WHITE DOVE PERFORMING ARTS ENRICHMENT CENTER";"2510 RIDGE AVE";"PHILADELPHIA";"PA";19121;"PHILADELPHIA";2152367195;;;;;;;;;;;;;;;;;;;;;"Y";
713141;"COMMUNITY CONCERN 13 - MARSTON STREET SITE";"2721 CECIL B MOORE AVE";"PHILADELPHIA";"PA";19121;"PHILADELPHIA";2152365024;;;;;;;;;;;;;;;;;;;;;"Y";
713142;"PIECES OF THE PUZZLE LEARNING CNTR INC";"2316 CECIL B MOORE AVE";"PHILADELPHIA";"PA";19121;"PHILADELPHIA";2152321005;;;;;;;;;;;;;;;;;;;;;"Y";
713143;"Kids First Daycare and Learning Center";"2200 RIDGE AVE";"PHILADELPHIA";"PA";19121;"PHILADELPHIA";2158681499;;;;;;;;;;;;;;;;;;;;;"Y";
713145;"VICTORY PRESCHOOL AND INFANT DAYCARE CENTER";"2341 RIDGE AVE";"PHILADELPHIA";"PA";19121;"PHILADELPHIA";2152358829;"http://www.victorychristianpreschoolpa.com/";"victorypreschool@verizon.net";"Victory Christian Pre-School in Philadelphia, Pennsylvania, offers a range of educational activities, including before and after-school programs, afternoon classes, and tutoring. We hold summer camps and take kids on field trips. Outdoor play areas allow students to get the exercise every growing child needs. Child care and child counseling are also available.";"http://www.victorychristianpreschoolpa.com/";;"Monday–Friday, 6:30 a.m.–6:00 p.m.";;;;"n";"y";"y";"y";"n";"n";"http://www.victorychristianpreschoolpa.com/image/86063568.png";"http://www.victorychristianpreschoolpa.com/image/88129362.jpg";"http://www.victorychristianpreschoolpa.com/image/88129364.jpg";"http://www.victorychristianpreschoolpa.com/image/88129361.jpg";"http://www.victorychristianpreschoolpa.com/image/88129367.jpg";;
713161;"SHAKE RATTLE AND ROLL LEARNING CENTER";"1214 N BROAD ST";"PHILADELPHIA";"PA";19121;"PHILADELPHIA";2152327655;;;;;;;;;;;;;;;;;;;;;"Y";
713171;"R. W. BROWN COMMUNITY CENTER";"1701 N 8TH ST";"PHILADELPHIA";"PA";19122;"PHILADELPHIA";2157630900;;;;;;;;;;;;;;;;;;;;;"Y";
713175;"UMMIE'S KIDDIE KOTTAGE DAYCARE & LRNG CTR";"1441 GERMANTOWN AVE";"PHILADELPHIA";"PA";19122;"PHILADELPHIA";2673352173;"https://www.facebook.com/UmmiesKiddieKottageDayCare/info";;"We are a nurturing child care facility located in the heart of Germantown and North Philly whose goal is to ""Cultivate the Minds of Future Generations""";"https://www.facebook.com/UmmiesKiddieKottageDayCare/info";"https://www.facebook.com/UmmiesKiddieKottageDayCare/info";;;;;"y";"y";"y";"y";"n";"n";;"https://scontent-a-lax.xx.fbcdn.net/hphotos-xap1/v/t1.0-9/s720x720/75933_273242932778932_713594221_n.jpg?oh=eafd257f34c9c057f5d095b84a3c07d1&oe=54CB348F";"https://fbcdn-sphotos-c-a.akamaihd.net/hphotos-ak-xaf1/v/t1.0-9/p180x540/255368_249902248446334_1329295063_n.jpg?oh=a96eff26382dd212cee0739ec7817a99&oe=548B7A3C&__gda__=1419121179_3e0f42056687bb3b501b641d19839f64";"https://fbcdn-sphotos-b-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-9/p180x540/575207_223461624423730_862304013_n.jpg?oh=8653165be700d0444691259c82d2e59c&oe=54CBEB94&__gda__=1418544947_1922abe76b8a8583810ab7bcce499cf6";"https://fbcdn-sphotos-e-a.akamaihd.net/hphotos-ak-prn2/v/t1.0-9/s720x720/563540_243142895788936_1141837839_n.jpg?oh=4a271d2c573e5771b52e1ad95baae6e2&oe=5490460E&__gda__=1422575605_b366d041b4adc16e0e43a871f2619bea";;
713179;"READING RAINBOW LEARNING CENTER";"836-50 N. 3RD ST";"PHILADELPHIA";"PA";19123;"PHILADELPHIA";2155920111;"http://www.readingrainbowlearningcenter.net/contactus/";"readingrainbowlearningctr@gmail.com";"Reading Rainbow is a diverse Child Care provider, Licensed to provide Day Care, Evening Care and Over Night Care to children of all backgrounds. Our goal is to provide an atmosphere that promotes growth and understanding, while making learning fun for all.

We at Reading Rainbow Learning Center understand that children come from diverse back grounds, yet their common goal is being understood and loved. That's why we cater to families with diverse circumstances, with goals to service them all with custom solutions to their child care needs. We also recognize that when children are confronted with the illness of a sibling it's particularly stressing and often overwhelming to the child; because of having to spend many hours in a hospital seeing

their sibling in pain and having to deal with, what seems to be their parents showing more attention to their sibling than to them. When children attend Reading Rainbow Learning Center with such circumstances we help them to deal with their concerns. While allowing the parents to care for their ailing child without the concerns of entertaining the other child, or assisting them with things such as home work, and other activities children need for developmental growth.";"http://www.readingrainbowlearningcenter.net/contactus/";;"Monday thru Friday

7:00am - 6:00pm";"http://www.pureleverageamazing.com//careeropportunities";"http://www.readingrainbowlearningcenter.net/enrollment/";;"y";"y";"y";"y";"y";"y";"http://www.readingrainbowlearningcenter.net/contactus/rrlc1000x900simplecontactusmedia/newlogo%20topper.jpg";;;;;;
713188;"FRANKIE'S WORLD";"1011 POPLAR ST";"PHILADELPHIA";"PA";19123;"PHILADELPHIA";2157630151;"http://www.frankiesworlddaycare.com/contact.cfm";"ureese@marscare.com";"Frankie’s World Foundation is a nonprofit 501(c)3 charitable organization created to support young children with special medical needs. The Foundation provides for the health and well-being of children ages birth through 12 who are medically-fragile, technology-dependent, or have been diagnosed with life-threatening illnesses. We encourage and inspire this special population of children to reach for the highest possible goals – intellectually, socially and physically.

The Foundation operates Frankie’s World, a Prescribed Pediatric Extended Care Center or PPECC, licensed by the State of Pennsylvania. It opened on July 19, 2006, and is centrally located in Northern Liberties to be accessible to children from all parts of Philadelphia. When my daughter Frankie was a toddler on a ventilator in 2000, she was isolated at home with a nurse, and there was no medically-safe place for her to go to make friends and learn about the world. We made Frankie’s World into the kind of place she would have loved.

Our state-of-the-art facility is staffed by experienced pediatric nurses and special needs educators. The interior is a large open playroom, equipped with toys, books, games, computers, adapted seating, therapy equipment, tricycles, indoor swing set, and much more – every item carefully selected to maximize a child's opportunity for physical, physiological, and intellectual growth and development. Nursing services include tracheotomy/ventilator care, g-tube feedings, medication administration, and seizure monitoring. There is no cost to parents – we will work with your child's doctor and insurance company.

Frankie's World is a safe and loving environment where children can play, learn and thrive while their parents are away at work or school. The Foundation's Staff and Board of Directors are dedicated to making Frankie's World a welcome solution for Philadelphia familes.";"http://www.frankiesworlddaycare.com/contact.cfm";;;"http://www.frankiesworlddaycare.com/jobs.cfm";;;"y";"y";"y";"y";"y";"y";;"http://www.frankiesworlddaycare.com/images/section_2.jpg";"http://www.frankiesworlddaycare.com/gallery/frankie%27s%20world%20106.jpg";"http://www.frankiesworlddaycare.com/gallery/Jayden.JPG";"http://www.frankiesworlddaycare.com/images/section_8.jpg";;
713193;"ABO Haven Day Care Center";"1010 SPRING GARDEN ST";"PHILADELPHIA";"PA";19123;"PHILADELPHIA";2157632890;;;;;;;;;;;;;;;;;;;;;"Y";
713203;"All My Children Academy";"5357 OXFORD AVE";"PHILADELPHIA";"PA";19124;"PHILADELPHIA";2158734855;;;;;;;;;;;;;;;;;;;;;"Y";
713204;"LITTLE CHARLIE'S DAYCARE";"5401 RUTLAND ST";"PHILADELPHIA";"PA";19124;"PHILADELPHIA";2155334626;"http://www.littlecharliesdaycare.com/contact-us/";" info@littlecharliesacademy.com";"At Little Charlie's Academy, we have a deep understanding of what makes children tick. Our focus is on helping them develop their potential through a healthy mix of educational and recreational activities.

 

It's up to all of us - including the parents - to encourage our kids to bolster their own personal development, independence and creativity. Because this cannot be done without the support of family and friends, we support the parents in educating their children in a manner that is consistent with their own values and beliefs.";"http://www.littlecharliesdaycare.com/contact-us/";;"6:00AM to 6:00PM";;;;"y";"y";"y";"y";"y";"y";;"http://www.littlecharliesdaycare.com/s/cc_images/cache_2973599704.jpg?t=1337007413";"http://www.littlecharliesdaycare.com/s/cc_images/cache_2973599804.jpg?t=1337007413";"http://www.littlecharliesdaycare.com/s/cc_images/cache_2973599904.jpg?t=1337007414";"http://www.littlecharliesdaycare.com/s/cc_images/cache_2973600104.jpg?t=1337007414";;
713211;"PRATT STREET LEARNING CENTER";"899 PRATT ST";"PHILADELPHIA";"PA";19124;"PHILADELPHIA";2152891940;"https://www.facebook.com/PrattStreetLearningCenter/info";"prattstlearningcenter@yahoo.com";"Pratt Street Learning Center’s mission is to provide high quality, developmentally appropriate care and early education for young children while partnering with and supporting their families and the surrounding community. We strive to provide a creative, safe, learning environment that nurtures, respects, and supports each individual’s unique qualities and potential. ";"https://www.facebook.com/PrattStreetLearningCenter/info";"https://www.facebook.com/PrattStreetLearningCenter/info";;;;;"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"not mentioned in the website";"https://fbcdn-sphotos-a-a.akamaihd.net/hphotos-ak-xaf1/v/t1.0-9/s720x720/200702_471321559595075_1637817614_n.jpg?oh=df9175a0c609dcbb7e94ca2749097c78&oe=54CAB53D&__gda__=1418416666_bce3001822f42f9630270085a02fa721";"https://fbcdn-sphotos-f-a.akamaihd.net/hphotos-ak-xpa1/v/t1.0-9/p180x540/10268514_696840827043146_3973301343966758121_n.jpg?oh=17427a5d8e6054d11c85a775ceee5a13&oe=54939341&__gda__=1418744743_aeec10c82e004973f7e4cfc306e8f143";"https://fbcdn-sphotos-g-a.akamaihd.net/hphotos-ak-xpf1/v/t1.0-9/p180x540/10277476_696840863709809_1203853217073044091_n.jpg?oh=c34e575261715a2a69b9c09f896634c2&oe=54924470&__gda__=1419223501_8ddf701664a24b6045a436896acebbc5";"https://scontent-b-lax.xx.fbcdn.net/hphotos-xfp1/v/t1.0-9/p180x540/10003912_661968697197026_534771535_n.jpg?oh=513a3204604481d495de3fdee9237e14&oe=5499F50D";"https://fbcdn-sphotos-d-a.akamaihd.net/hphotos-ak-xpf1/v/t1.0-9/p180x540/1496612_696840807043148_5019283217293799251_n.jpg?oh=e492ea69bf7190e9dd46d1490ce60a40&oe=54C429D2&__gda__=1419300949_0372a487ab445f0a9c232f8cc6b7a49d";;
713214;"Cares Land Day Care Center";"5239 OXFORD AVE";"PHILADELPHIA";"PA";19124;"PHILADELPHIA";2152895362;;;;;;;;;;;;;;;;;;;;;"Y";
713216;"Grace Trinity Day Care Center";"5200 OXFORD AVE";"PHILADELPHIA";"PA";19124;"PHILADELPHIA";2155353885;"http://www.gracetrinity.org/index.php?option=com_content&view=article&id=51:sunday-school&catid=37:sunday-school&Itemid=55";"sundayschool@gracetrinity.org";"Grace Trinity Sunday school caters to the spiritual learning of children from ages 3-14. We meet every Sunday except the first from 10:30am-11:30am. We first meet for a combined session where the children learn songs and thereafter meet in classes based on their age groups. We also have object-based lessons in church on the 1st and 3rd Sundays. The children also perform and participate during various events in church. Our teachers are all volunteers who share their talents in nurturing the children. The youth are also actively involved in the classrooms. The Sunday before Christmas is designated as Children’s Sunday with various performances such as skits and musical presentations. During the summer we have Vacation Bible School along with the Grace Daycare and children from the surrounding communities. ";"http://www.gracetrinity.org/index.php?option=com_content&view=article&id=51:sunday-school&catid=37:sunday-school&Itemid=55";;;;;;"y";"y";"y";"y";"n";"n";;;;;;;
713220;"SCRIBBLES & GIGGLES LEARNING CTR LLC";"5042 TULIP ST";"PHILADELPHIA";"PA";19124;"PHILADELPHIA";2152884440;;;;;;;;;;;;;;;;;;;;;"Y";
713229;"East Frankford Child Care and Learning C";"1923 HARRISON ST";"PHILADELPHIA";"PA";19124;"PHILADELPHIA";2157434777;;;;;;;;;;;;;;;;;;;;;"Y";
713246;"Children's Play Care Center";"4527 FRANKFORD AVE";"PHILADELPHIA";"PA";19124;"PHILADELPHIA";2676721222;;;;;;;;;;;;;;;;;;;;;"Y";
713250;"Northeast Frankford Boys & Girls";"1709 KINSEY ST";"PHILADELPHIA";"PA";19124;"PHILADELPHIA";2157437515;;;;;;;;;;;;;;;;;;;;;"Y";
713254;"Jeannette's Little Hands and Feet Child Care Cente";"4310 FRANKFORD AVE";"PHILADELPHIA";"PA";19124;"PHILADELPHIA";2152895907;;;;;;;;;;;;;;;;;;;;;"Y";
713258;"WEE KIDS DAY CARE";"4282 FRANKFORD AVE";"PHILADELPHIA";"PA";19124;"PHILADELPHIA";2155331360;;;;;;;;;;;;;;;;;;;;;"Y";
713260;"Frankford Valley Early Learning Center";"4300 TACONY ST";"PHILADELPHIA";"PA";19124;"PHILADELPHIA";2157433100;;;;;;;;;;;;;;;;;;;;;"Y";
713262;"NANA'S DAYCARE";"3959 FRANKFORD AVE";"PHILADELPHIA";"PA";19124;"PHILADELPHIA";2159418401;"http://www.nanasdaycarephiladelphiapa.com/";"hedgemon26@yahoo.com";"Open year-round, including weekends, our child care services are available to infants and children 12 years old or younger. Your babies will love learning with our professional staff and playing in our fun play areas. You will enjoy our before-school and afterschool care and exciting summer camps.";"http://www.nanasdaycarephiladelphiapa.com/";"https://www.facebook.com/pages/Nanas-Daycare/318317661608625?sk=info&ref=page_internal";"Monday – Sunday 6:30 a.m. to 12 Midnight";;;;"y";"y";"y";"y";"y";"y";"http://www.nanasdaycarephiladelphiapa.com/image/60201767.jpg";"http://www.nanasdaycarephiladelphiapa.com/image/59930971.jpg";"http://www.nanasdaycarephiladelphiapa.com/files/59929548.jpg";"http://www.nanasdaycarephiladelphiapa.com/image/59930972.jpg";"http://www.nanasdaycarephiladelphiapa.com/files/59929151.jpg";;
713275;"Knights of Armor Child Care & Learning Center";"4724 OXFORD AVE";"PHILADELPHIA";"PA";19124;"PHILADELPHIA";2152885435;;;;;;;;;;;;;;;;;;;;;"Y";
713279;"KEN CREST-LEHIGH";"2600 “B” Street";"Philadelphia";"PA";19125;"PHILADELPHIA";2154271570;"http://www.kencrest.org/about-us/Locations.htm";"efalchetta@kencrest.org";"KenCrest's administrative headquarters is situated within the Plymouth Meeting Mall complex, on the second floor of a nine-story office building. There are two entrances to the mall complex, one from West Germantown Pike, and another from the junction of Hickory Road and Fountain Road. ";"http://www.kencrest.org/about-us/Locations.htm";"https://www.facebook.com/KenCrest";;"http://www.kencrest.org/jobs.htm";;;"y";"y";"y";"y";"n";"n";;"http://cp.iqnection.com/cms/displayimage.php?image_id=353701_x250_y999&path=/home/kencrest/public_html&file=/cms/images/image_ID353701_x250_y999.jpg";"http://cp.iqnection.com/cms/displayimage.php?image_id=355476_x250_y999&path=/home/kencrest/public_html&file=/cms/images/image_ID355476_x250_y999.jpg";"http://cp.iqnection.com/cms/displayimage.php?image_id=432426_x250_y999&path=/home/kencrest/public_html&file=/cms/images/image_ID432426_x250_y999.jpg";"http://cp.iqnection.com/cms/displayimage.php?image_id=374517_x250_y999&path=/home/kencrest/public_html&file=/cms/images/image_ID374517_x250_y999.jpg";;
713283;"PHILA OIC OST PROGRAM";"1900 E SERGEANT ST";"PHILADELPHIA";"PA";19125;"PHILADELPHIA";2152367700;;;;;;;;;;;;;;;;;;;;;"Y";
713293;"Leaps and Bounds Learning Center";"7206 N BROAD ST";"PHILADELPHIA";"PA";19126;"PHILADELPHIA";2159245327;;;;;;;;;;;;;;;;;;;;;"Y";
713296;"Holy Temple of God Day Care Center";"6709 OGONTZ AVE # 11";"PHILADELPHIA";"PA";19126;"PHILADELPHIA";2159240539;;;;;;;;;;;;;;;;;;;;;"Y";
