"Id";"Name";"Address";"City";"State";"Zip";"County";"Phone";"Main url";"Email";"Details";"location website";"Facebook page";"Career employment";"Application/registration url";"Parent handbook url";"Infant (under 12 months)";"Toddler (1-2yrs)";"Preschools (2-3yrs)";"pre-kindergarden(4yr)";"before/afterschools";"camps";"logo url";"monday hour";"tuesday hour";"wednesday hour";"thursday hour";"friday hours";"saturday hour";"sunday hour";"notes"
1179359;"SOUTHERN LOCAL SCHOOL";"38095E STATE ROUTE 39";"SALINEVILLE";"OH";43945;"COLUMBIANA";7402833347;"http://www.southern.k12.oh.us/";;"Southern Local School District has undergone significant changes since 1990 building assessment. In 1990 the District operated five schools. Number Sixteen Elementary School was a 8,998 s.f. 1938 building which they used for grades K-4. Franklin Elementary School was a 7,500 s.f. 1923/1938/1950 building which they used for grades K-4. Highlandtown Elementary School was a 7,980 s.f. 1940 building which they used for grades 1-4. Southern Middle School was a 31,917 s.f. 1938 building which they used for grades 5-8. Southern Local High School was a 49,952 s.f. 1962 building which they used for grades 9-12.

In 1991, the District closed/sold Number Sixteen Elementary School and Franklin Elementary School. Highlandtown Elementary School had temporary modular classrooms placed on site, was renamed Southern Primary School and used for grades K-2. Southern Middle School was renamed Southern Intermediate School and used for grades 3-6. Southern Local High School had temporary modular classrooms placed on-site and is now used for grades 7-12.

In January of 2002 the Board of Education and Administrators braved the cold for a groundbreaking ceremony for the new K-12 complex. Construction for this new campus began in March of 2002.

December of 2002 saw students and staff of the Jr/Sr High packing and moving into the elementary wing so that construction renovation could be completed on the high school wing.

November of 2003 the Jr/Sr High students and staff began occupation of the current K-12 complex. By January of 2004 all students and staff claimed ownership of the new Southern Local K-12 complex.";"http://www.southern.k12.oh.us/";"https://web.facebook.com/pages/Southern-Local-Elementary-School/1554371868114900?_rdc=1&_rdr";"http://www.southern.k12.oh.us/?DivisionID=20939&ToggleSideNav=ShowAll";"http://www.sles.southern.k12.oh.us/?PageName=%27ParentInfo%27&Page=%27RegistrationDates%27";"http://www.southern.k12.oh.us/?DivisionID=21526&ToggleSideNav=ShowAll";;;"x";"x";;;;;;;;;;;
1179360;"SOUTHINGTON ELEMENTARY SCHOOL";"2482 STATE ROUTE 534";"SOUTHINGTON";"OH";44470;"TRUMBULL";3308987480;"http://www.southington.k12.oh.us/";"marilyn.dadisman@southingtonlocal.org";"Southington Local Schools is located in Southington Township in the west central section of Trumbull County. Southington is primarily rural in character. The population for Southington at the time of the 2000 census was 3,817.

Southington Local Schools is a K-12 facility- Chalker High School, Southington Middle School and Southington Elementary School. Chalker High School is named for Newton Chalker who was born in Southington and later became an attorney. Mr. Chalker built and donated the Chalker Building which sits at 4432 St. Rt. 305 in Southington. The original campus at 4432 St. Rt. 305 is where the Chalker Building, 1907 Building and the sports complex currently sit.

Southington Local Schools new K-12 campus was completed in 2011. The 43 acres of land where the new campus sits was generously donated by Mr. & Mrs. Donald Donaldson in 2007 and is next door to the Donaldson Rolling “D” Farms. Students first day at the new campus was Tuesday, September 6, 2011 and the first graduating class from the new campus graduated Sunday, June 3, 2012.

Today, Southington Schools average daily membership is approximately 600 students. Southington Local offers a variety of academics, sports and extra-curricular activities. ";"http://www.southington.k12.oh.us/";"https://web.facebook.com/search/top/?q=Southington%20Elementary%20School";;"http://www.southington.k12.oh.us/Forms.aspx";"http://www.southington.k12.oh.us/protected/ArticleView.aspx?iid=5IG0BI&dasi=30P0";;;;"x";;;"http://www.southington.k12.oh.us/sysimages/logoint.png";"8:25 a.m 3:10 p.m";"8:25 a.m 3:10 p.m";"8:25 a.m 3:10 p.m";"8:25 a.m 3:10 p.m";"8:25 a.m 3:10 p.m";"Closed";"Closed";
1179361;"SOUTHWESTERN ELEMENTARY SCHOOL";"4834 STATE ROUTE 325";"PATRIOT";"OH";45658;"GALLIA";7403792532;"http://www.gcls.k12.oh.us/";"gl_jmeyers@seovec.org";"The Gallia County Local School District was formed by the consolidation of four smaller school districts in 1974.They were Kyger Creek, North Gallia, Southwestern, and Hannan Trace Local School Districts. In 1983, the taxpayers of the school district approved a bond issue that paid for the construction of four new elementary schools: Bidwell-Porter, Hannan Trace, Southwestern and Vinton. It also provided for renovations at Addaville and Cheshire-Kyger. In 1991, the school district consolidated the four high schools that had represented the former local districts into one school at the former Kyger Creek High School near Cheshire. The high school was renamed River Valley High School. The old Hannan Trace High School, located north of Crown City, was reopened and renamed South Gallia High School in 1996. ";"http://www.gcls.k12.oh.us/6/Home";"https://web.facebook.com/Southwestern-Elementary-220697477992543/";"http://www.gcls.k12.oh.us/Employment";"http://www.gcls.k12.oh.us/District/Links-Forms";;;;;"x";;;"http://www.gcls.k12.oh.us/Customers/OH/GalliaCntyLclSchs/sysimages/District-Cuts/Dist-Footer-Logo.png";;;;;;;;
1179362;"SOUTHWOOD ELEMENTARY SCHOOL";"1500 S 4TH ST";"COLUMBUS";"OH";43207;"FRANKLIN";6143655553;"https://www.ccsoh.us/";"talktous@columbus.k12.oh.us";"Each student is highly educated, prepared for leadership and service, and empowered for success as a citizen of a global community. Learn. Dream. Succeed.";"https://www.ccsoh.us/SouthwoodES";"https://web.facebook.com/ColumbusCitySchools?_rdc=1&_rdr";"https://www.ccsoh.us/jobs";"https://www.ccsoh.us/enroll";;;;;;;;"https://www.ccsoh.us/cms/lib/OH01913306/Centricity/Template/GlobalAssets/images///logos/Southwood%20ES-01.png";;;;;;;;
1179363;"SPECTRUM RESOURCE CENTER AND SCHOOL";"300 BROADWAY";"LORAIN";"OH";44052;"LORAIN";4406544174;"https://spectrumlorain.com";"spectrum.christyreed@gmail.com";"Spectrum Resource Center & School is a day treatment program specifically designed to meet the needs of students in grades PK-12+ that as a result of their educational diagnosis have a difficult time meeting their full potential in the traditional school environment. Students considered appropriate for placement at Spectrum are those that require a multimodal approach to academics combined with an intensive behavior management system to function successfully across settings. To meet the demands of this special population, Spectrum provides highly structured self contained units where students remain with their assigned teaching team to access direct instruction in all core subjects. This model establishes a daily routine with minimal distractions and transitions thereby increasing attentive skills and academic performance.

Each classroom unit follows a specially designed curriculum map that aligns instruction with the common core state standards using state of the art methodologies and materials. A school wide positive behavior support system is a vital component of the Spectrum Program and has been designed to teach students coping strategies, responsibility, and resiliency to persevere. In the classroom, staff collect data on individualized target behaviors and use both visual aids and behavioral cues to assist students in making progress towards goal attainment. In addition to the innovative academic and behavioral programming, students receive social skills instruction based on research studies that indicates there is a high correlation between social skills development and the ability to succeed in school and beyond. By providing a structured framework for learning along with remedial and enriched academic curriculum, Spectrum offers each student placed in our program an optimal opportunity to achieve their full potential.";"https://spectrumlorain.com";"https://web.facebook.com/spectrumlorain/?_rdc=1&_rdr";"https://spectrumlorain.com/careers/";"https://spectrumlorain.com/spectrum-resource-center-school/download-forms/";;;;;;;;"https://spectrumlorain.com/wp-content/themes/spectrum-lorain/img/logo.png";"7:30 am – 4:00 pm";"7:30 am – 4:00pm";"7:30 am – 4:00pm";"7:30 am – 4:00pm";"7:30 am – 4:00pm";"Closed";"Closed";
1179364;"SPINNING HILLS MIDDLE SCHOOL (5-6)";"5001 EASTMAN AVE";"DAYTON";"OH";45432;"MONTGOMERY";9372596635;"https://www.madriverschools.org/";"mike.combs@madriverschools.org";"Spinning Hills students are treated as individuals and are encouraged to balance their curricular learning through participation in a wide range of co-curricular activities. The middle school provides a variety of co-curricular activities that allow students to participate at levels of their abilities, skills, and interests,such as student council, art club, music programs and after school intramurals. Spinning Hills uses positive behavior intervention supports to promote self-discipline.

The faculty is an exciting mix of experienced and newer teachers who are innovative and strive to meet the needs of all students and all state mandates on curriculum and instruction. Class sizes allow for excellent pupil/teacher ratios. The support staff is devoted to prompt, courteous, and efficient service. 

Our PTO is a strong working force and continually provides generous financial support and volunteers to benefit students, staff, and departments. The assistance from the PTO helps provide vital links in building a strong bond within the school community.";"https://www.madriverschools.org/Domain/13";"https://web.facebook.com/pages/Spinning-Hills-Middle-School-5-6/1493980454214883?ref=br_rs";"https://www.madriverschools.org/domain/38";"https://www.madriverschools.org/domain/32";"https://www.madriverschools.org/cms/lib/OH01914812/Centricity/Domain/298/Agenda%20Handbook%2017-18.pdf";;;;;;;"https://www.madriverschools.org/cms/lib/OH01914812/Centricity/Template/GlobalAssets/images///Logos/mrls%20logo%20png.png";"9:10 am-3:40 pm";"9:10 am-3:40 pm";"9:10 am-3:40 pm";"9:10 am-3:40 pm";"9:10 am-3:40 pm";"Closed";"Closed";
1179365;"SPRING GARDEN";"1791 JACOBY RD";"COPLEY";"OH";44321;"Summit";3306660574;"http://sgws.org/";"admissions@sgws.org";"Spring Garden is part of the long-standing Waldorf tradition, a worldwide movement putting Rudolf Steiner’s educational philosophy into practice.

We at Spring Garden Waldorf are committed to educating each child so that he or she will contribute to the future of the world with clear and creative thinking, compassion, moral strength, and courage.

The Waldorf method works because it addresses the whole child—cognitive, social, and creative—and meets the needs of each individual through a challenging and multi-sensory environment.

We welcome you to our school and look forward to assisting you with any and all questions. You have come to the right place, whether you’re looking to learn about our popular Early Childhood education, delving into Waldorf education philosophy, or researching details about Curriculum for Spring Garden’s Primary, Elementary and Middle school.

When you’re ready for more in-depth information, please call our Admissions Director at 330-666-0574 or email her at admissions@sgws.org for a private meeting and tour. Also visit us during our Open Houses throughout the year.";"http://sgws.org/";"https://web.facebook.com/pg/SpringGardenWaldorf/";"http://sgws.org/employment-opportunities/";"http://sgws.org/admission/process/";"sgws.org/s/wp-content/uploads/2013/02/2016-17-Parent-Handbook.pdf";;"x";"x";"x";"x";;"http://sgws.org/s/wp-content/uploads/2016/07/Spring-Garden-Logo300.jpg";"8:30 AM - 3:30 PM";"8:30 AM - 3:30 PM";"8:30 AM - 3:30 PM";"8:30 AM - 3:30 PM";"8:30 AM - 3:30 PM";"Closed";"Closed";
1179366;"SPRING HILL ELEMENTARY";"660 LESSIG AVE";"AKRON";"OH";44312;"SUMMIT";3307981006;"https://www.springfieldspartans.org/";"sp_djurmanovich@springfieldspartans.org";;"https://www.springfieldspartans.org/res";"https://web.facebook.com/pages/Spring-Hill-Middle-School/105707476152175?_rdc=1&_rdr";"https://www.springfieldspartans.org/Page/121";"https://www.springfieldspartans.org/Page/180";;;;;"x";;;"https://www.springfieldspartans.org/cms/lib/OH01001714/Centricity/Template/8/logos/_logo.png";"8:50 am - 3:10 pm";"8:50 am - 3:10 pm";"8:50 am - 3:10 pm";"8:50 am - 3:10 pm";"8:50 am - 3:10 pm";"Closed";"Closed";
1179367;"SPRINGBOARD EDUCATION @ PARMA PEARL";"6125 PEARL RD";"PARMA HTS";"OH";44130;"CUYAHOGA";2166265606;"http://www.springboardkids.com/";"ispain@springboardkids.com";"At Springboard, we recognize that flexibility in scheduling is a significant benefit for the families we serve. We offer a number of scheduling options because there is no “one size fits all” when it comes to individual family needs. Our plans are generally discounted for consistent, scheduled attendance, in other words, the more often a child is scheduled, the lower the daily cost. There are additional discounts available for siblings and active military families. State-funded vouchers accepted for families who qualify.";"http://www.springboardkids.com/locations/constellation-schools-parma-community-pearl-rd/";"https://web.facebook.com/SpringboardKids/";"https://www.paycomonline.net/v4/ats/web.php/jobs?clientkey=4A00E976BFBB87EEB6BF426FD4F1FC01&jpt=";"https://www.ezchildtrack.com/ParentSpringBoard/ParentLogin.aspx?c=springboard";;;;;;;;"https://scontent.flhe2-1.fna.fbcdn.net/v/t1.0-1/p320x320/36236646_2084486361829276_627441283962503168_n.jpg?_nc_cat=107&_nc_eui2=AeEugwhQpejNJL2vDnXfqiuQkM8lFphfKLt1mvsUdqPghz0EtK2AuMPB5h-3yxWI_9Lw96637LQyDoocsmvpKXXDVQIiCzSIIb-vRCq9MXf5X5N5upO-B_fPMVmRr1GJLu0&_nc_ht=scontent.flhe2-1.fna&oh=b0d6cd63f850c33c9d2845f451ad164b&oe=5C60D2BE";"8:00 AM - 7:00 PM";"8:00 AM - 7:00 PM";"8:00 AM - 7:00 PM";"8:00 AM - 7:00 PM";"8:00 AM - 7:00 PM";"Closed";"Closed";
1179368;"SPRINGCREEK PRIMARY SCHOOL";"145 E US ROUTE 36";"PIQUA";"OH";45356;"MIAMI";9373395100;"http://www.piqua.org/";"klenkj@piqua.org";"The students, parents, staff and community of the Piqua City School District accept the responsibility to provide our students with the best possible opportunities for the intellectual, moral and physical development necessary to become responsible citizens. ";"http://www.piqua.org/springcreekprimary_home.aspx";"https://web.facebook.com/pg/PiquaCitySchools/";"http://www.piqua.org/Employment.aspx";"http://www.piqua.org/sForms.aspx";"www.piqua.org/Downloads/2018-2019%20Student%20Handbook4.pdf";;;;;;;"http://www.piqua.org/sysimages/LOGO.png?v=2";"8:30 A.M - 3:35 pm";"8:30 A.M - 3:35 pm";"8:30 A.M - 3:35 pm";"8:30 A.M - 3:35 pm";"8:30 A.M - 3:35 pm";"Closed";"Closed";
1179369;"SPRINGDALE ELEMENTARY SCHOOL";"350 W KEMPER RD";"CINCINNATI";"OH";45246;"HAMILTON";5138642700;"https://www.princetonschools.net/";"ltenbarge@vikingmail.org";;"https://www.princetonschools.net/Springdale";"https://web.facebook.com/pg/pcsdvikings/";"https://www.princetonschools.net/Page/112";"https://www.princetonschools.net/Page/391";;;;;;;;"https://www.princetonschools.net/cms/lib/OH02215824/Centricity/Template/GlobalAssets/images///logos/high%20school_17.png";"9:00 a.m. - 3:50 p.m.";"9:00 a.m. - 3:50 p.m.";"9:00 a.m. - 3:50 p.m.";"9:00 a.m. - 3:50 p.m.";"9:00 a.m. - 3:50 p.m.";"Closed";"Closed";
1179370;"SPRINGFIELD CHRISTIAN";"311 W HIGH ST";"SPRINGFIELD";"OH";45506;"CLARK";9373253113;"https://springfieldchristian.com/";"scs@springfieldchristian.com";"Springfield Christian School began in the fall of 1976 and was founded for families who wanted a Christ-centered, Bible-based, quality education for their children. It exists for families who believe that parents hold ultimate responsibility for the education and development of their children (Deut. 6:6-9, Eph. 6:4). In the fall of 1977, Springfield Christian School was chartered by the Ohio Department of Education as a K-8 program. Springfield Christian School meets or exceeds the minimum academic standards of the State of Ohio. Students have consistently placed higher on standardized tests than the national norms. Springfield Christian Schools is an interdenominational campus.";"https://springfieldchristian.com/";"https://web.facebook.com/pages/category/School/Springfield-Christian-Schools-168621939899791/?_rdc=1&_rdr";;"https://springfieldchristian.com/apply-now/";"springfieldchristianpreschool.org/files/2018/07/SCP-Parent-Handbook.pdf";;;"x";;;;"https://scontent.flhe2-1.fna.fbcdn.net/v/t1.0-1/p200x200/27655081_1565502606878377_6675773973163250176_n.jpg?_nc_cat=104&_nc_eui2=AeHm895JhqtlDhWxlQGa08JbUraK6vWml3NsdGJ4olyrpTSFreMi4pGjokbfIpULxmHvC8dKPFH0CGwsOu8CeUI1VvD2lu-gxbTsNn5YoqhFUIs6h_t17Er7a8P32eDoheg&_nc_ht=scontent.flhe2-1.fna&oh=34c7acdc1f7af5750b74090f8f5d7280&oe=5C61B272";"7:30am – 2:45pm";"7:30am – 2:45pm";"7:30am – 2:45pm";"7:30am – 2:45pm";"7:30am – 2:45pm";"Closed";"Closed";
1179371;"SPRINGS EAST SCHOOL-BUILDING 1";"9429 LOVELAND MADEIRA RD";"CINCINNATI";"OH";45242;"HAMILTON";5137937877;"http://www.springseast.com/Welcome.html";"springseastschool@cini.rr.com";"Since its inception in 1967, Cincinnati's Springs East Montessori School has maintained an educational philosophy that centers on developing each child's greatest potential through a combination of innovative educational approaches that accommodates individual learning styles and rates of development.


The diverse students of Springs East Montessori School,
from pre-school through third grade, are motivated, energetic, dedicated, curious, bright, and are encouraged to become independent thinkers and problem solvers.


At Springs East, the individual child is the center and focus of the curriculum. Learning is a process that engages the child's total self: physical, emotional, social and intellectual. Mastery of skills and knowledge is as important as a love of learning, self-discipline, self-esteem and creative expression.";"http://www.springseast.com/Welcome.html";;;"http://www.springseast.com/parentscorner.html";;;;"x";;;;"http://www.springseast.com/staff_files/droppedImage.jpg";;;;;;;;
1179372;"SPRINGMYER ELEMENTARY";"4179 EBENEZER ROAD";"CINCINNATI";"OH";45248;"HAMILTON";7402083988;"https://www.ohlsd.us/";"winters_m@ohld.org";"Springmyer Elementary, is a public school in the Oak Hills Local School District of Cincinnati, Ohio. We serve families and students in grades K-5.";"https://www.ohlsd.us/springmyer-elementary-school/";"https://web.facebook.com/SpringmyerElementary/?_rdc=1&_rdr";"https://www.ohlsd.us/departments/hr---employment-9/employment-26/";"https://www.ohlsd.us/departments/enrollment-5/";"www.ohlsd.us/media/resources/Springmyer%20Handbook%202017-2018.pdf";;;;"x";"x";;"https://scontent.flhe2-1.fna.fbcdn.net/v/t1.0-1/p320x320/20526098_1572683006107036_6114260354933937220_n.png?_nc_cat=107&_nc_eui2=AeG61MyHa12oqbN2rqRyZtrUxOx-NraBLi1gqqeC-oBlL8EfBza9-q9RXUYC79Oz7MyTy0zMz6bo4876bWntZAZX_qDTS4Jkh5BlnzGj_WK4ONNRZOU8nSi3JGcRNcrL46k&_nc_ht=scontent.flhe2-1.fna&oh=00645698035f29accaf065ffd370d570&oe=5C526835";"8:30 a.m. – 3:00 p.m";"8:30 a.m. – 3:00 p.m";"8:30 a.m. – 3:00 p.m";"8:30 a.m. – 3:00 p.m";"8:30 a.m. – 3:00 p.m";"Closed";"Closed";
1179374;"SPRUCE ELEMENTARY SCHOOL";"28590 WINDSOR DR";"NORTH OLMSTED";"OH";44070;"CUYAHOGA";4407793540;"http://www.northolmstedschools.org/";"spruce@nocseagles.org";"Spruce Elementary School is a public school located in North Olmsted, OH. It's an Elementary school in the North Olmsted City School District. It serves 216 students from grades K to 3. North Olmsted";"http://www.northolmstedschools.org/spruceprimaryschool_home.aspx";"https://web.facebook.com/pg/nohscheer";"http://www.northolmstedschools.org/employment.aspx";"http://www.northolmstedschools.org/DownloadsLinks.aspx";;;;"x";"x";"x";;"http://www.northolmstedschools.org/sysimages/logo.png";"9:05 a.m. to 3:50 p.m";"9:05 a.m. to 3:50 p.m";"9:05 a.m. to 3:50 p.m";"9:05 a.m. to 3:50 p.m";"9:05 a.m. to 3:50 p.m";"Closed";"Closed";
1179375;"ST ADALBERT";"2345 E 83RD ST";"CLEVELAND";"OH";44104;"CUYAHOGA";2168816250;"https://stadalbertschool.net/";"jdsmith@stadalbertschool.net";"Welcome! Please take a moment to explore our website, and see why you should choose St. Adalbert Catholic School for your child. We are a growing Catholic elementary school, and we look forward to working with you and your children for years to come! Please contact Mr. Smith with any questions you might have about our great school. ";"https://stadalbertschool.net/";"https://web.facebook.com/pg/StAdalbertCatholicSchool/";;"https://stadalbertschool.net/parish-information-and-registration";"https://stadalbertschool.net/2018-19-student-handbook-1";;;;"x";"x";;"https://scontent.flhe2-1.fna.fbcdn.net/v/t1.0-1/c0.0.320.320/p320x320/36645574_2224451944233019_2022492759587291136_n.png?_nc_cat=102&_nc_eui2=AeH1pGA_9l98Pk-ni_lmCnmhNSZVn3bDEmBXvZzRaJ2NGw7KFZtz8ulsGJgt-iDXrg9zyCJ960iZosdgyaorthzN1YsfAg6vPg73KzlKuA0Hsmm4AJHggm3t_juB5MSAvME&_nc_ht=scontent.flhe2-1.fna&oh=cedf3784148e58ea444bdf014a8e4bcd&oe=5C181137";"7:50am -2:50 PM";"7:50am -2:50 PM";"7:50am -2:50 PM";"7:50am -2:50 PM";"7:50am -2:50 PM";"Closed";"Closed";
1179376;"SS ROBERT AND WILLIAM SCHOOL";"351 E 260TH ST";"EUCLID";"OH";44132;"CUYAHOGA";2167313060;"http://www.srwschool.cc/";"mcosgriff@srweuclid.cc";"Ss. Robert and William Catholic School is a Catholic institution located in Euclid, Ohio. The school provides an educational experience focused on academic, social, and spiritual growth to students in preschool through grade eight. Dedicated teachers, involved parents, and a diverse student body create a nurturing environment for learning and personal development.";"http://www.srwschool.cc/";"https://web.facebook.com/Ss-Robert-and-William-Catholic-School-105863876110885/?_rdc=1&_rdr";;"http://www.srwschool.cc/admissions/onlineapp.cfm";"www.srwschool.cc/editoruploads/files/SRW_Parent_Handbook_2017-2018.pdf";;;"x";;"x";;"http://www.srwschool.cc/custom/images/logo.png";"7:45 AM – 2:50 PM";"7:45 AM – 2:50 PM";"7:45 AM – 2:50 PM";"7:45 AM – 2:50 PM";"7:45 AM – 2:50 PM";"Closed";"Closed";
1179377;"ST AGATHA";"1880 NORTHAM RD";"COLUMBUS";"OH";43221;"FRANKLIN";6144889000;"http://www.saintagathaschool.org/";"pmcclint@cdeduation.org";"Saint Agatha Catholic School promotes academic excellence and fosters spiritual growth and social responsibility.

In partnership with parents, Church, and community, we nurture enthusiasm for learning and love of God.

You’ll feel it the moment you walk through the front door: Saint Agatha is more than a school. It’s a community where relationships are at the center of everything.

Saint Agatha is a special place; an amazing environment where children not only learn, but thrive; becoming thoughtful, well-rounded, and well-educated students who are comfortable with themselves and exceedingly well prepared for everything the world has to offer. The Saint Agatha difference: Learning, Living, Thriving has earned us the U.S. Department of Education National Blue Ribbon School of Excellence Award three times.

We offer full-day Kindergarten, Elementary grades one through five and Middle School grades six through eight. Our Childcare Program provides a structured Before & After School Program.

Our door is always open for a personal tour! Simply call the school office at 614-488-9000 or contact us via email to schedule an appointment.";"http://www.saintagathaschool.org/Home.aspx?Community=43221001";"https://web.facebook.com/SaintAgathaSchoolColumbus/?_rdc=1&_rdr";;"http://www.saintagathaschool.org/Pages.aspx?Community=43221001&Page=5&Id=8";;;;;;"x";;"https://scontent.flhe2-1.fna.fbcdn.net/v/t1.0-1/22528408_1492101617540410_2374028212674627266_n.png?_nc_cat=104&_nc_eui2=AeFyJ3jvoxTqtFokPjYPppbAtKXjUB7Xk-BNlaViUQOXWNhmpEn5kL9uqzMpBxsM9hHmqacpAzMK2c8gLAwZVPJNcP7nOc29dXw7wneU7WAVKXEZHedaQI4Jdw5r4orE5-I&_nc_ht=scontent.flhe2-1.fna&oh=85928745d1c43562b32767da5d08923c&oe=5C541F92";"7:30 AM to 8:30 AM and from 3:00 PM to 6:00 PM";"7:30 AM to 8:30 AM and from 3:00 PM to 6:00 PM";"7:30 AM to 8:30 AM and from 3:00 PM to 6:00 PM";"7:30 AM to 8:30 AM and from 3:00 PM to 6:00 PM";"7:30 AM to 8:30 AM and from 3:00 PM to 6:00 PM";"Closed";"Closed";
1179378;"ST ALBERT THE GREAT";"104 W DOROTHY LN";"DAYTON";"OH";45429;"MONTGOMERY";9372939452;"http://www.stalbertthegreat.net/";"sgabert@stag-school.org";"Our school, pre-school through eighth grade, provides a quality academic program and educational experience within a Catholic environment.  

Our goal is to fulfill the academic needs of every student.  We will continually strengthen the environment in which the students learn to ensure quality education. Our students will continue to achieve academic success in this changing academic environment while our school evolves to meet new standards, use new technology, and employ the best available practices. Life-skills such as subject studying, note-taking and organization, responsibility, communication, accountability, and team-building are integrated into a comprehensive curriculum.  We also offer an After School Program from 3 to 5:45.";"http://www.stalbertthegreat.net/";"https://web.facebook.com/pg/St-Albert-the-Great-School-101545413269377/about/?ref=page_internal";;"http://www.stalbertthegreat.net/pf";"http://www.stalbertthegreat.net/handbooks";;;;"x";;;"https://scontent.flhe2-1.fna.fbcdn.net/v/t1.0-1/p320x320/27654857_1550759615014609_3873110229318884263_n.jpg?_nc_cat=100&_nc_eui2=AeEewfIR5tlRsFdxRPNjACQl2rlHWLC8cggw6cXvU4Iy8xPbpoJFUhHSaC8bg-eMg45pVunCJJVfULWyCW2SrH35R5u_mh4aHw-mNJOXUUKFWl3XKw44MNQ5-dXhpT1zWU4&_nc_ht=scontent.flhe2-1.fna&oh=9009ca4e9a8bf3cec550b39c7e04838f&oe=5C53C365";"7:50 AM - 3:00 PM";"7:50 AM - 3:00 PM";"7:50 AM - 3:00 PM";"7:50 AM - 3:00 PM";"7:50 AM - 3:00 PM";"Closed";"Closed";
1179379;"ST ALBERT THE GREAT";"6667 WALLINGS RD";"NORTH ROYALTON";"OH";44133;"CUYAHOGA";4402371032;"https://saint-albert.org/";"gfarinelli@saint-albert.org";"Saint Albert the Great School in North Royalton, OH is twice recognized as a national Blue Ribbon School";"https://school.saint-albert.org/";"https://web.facebook.com/Saint-Albert-the-Great-School-North-Royalton-OH-470641109697964/";"https://www.applitrack.com/dcs/onlineapp/default.aspx?choosedistrict=true&applitrackclient=37950";"https://school.saint-albert.org/admissions";"https://school.saint-albert.org/documents/2016/3/RG_Handbook.pdf";;;"x";"x";"x";;"https://saint-albert.org/pictures/2014/9/STAG_HP_MOCK_HEADER_7-4-1.jpg";"7:30 AM - 4:30 PM";"7:30 AM - 4:30 PM";"7:30 AM - 4:30 PM";"7:30 AM - 4:30 PM";"7:30 AM - 4:30 PM";"Closed";"Closed";
1179380;"ST ALOYSIUS CHILD CARE CLEVELAND";"653 E 109TH ST";"CLEVELAND";"OH";44108;"CUYAHOGA";;;;;;;;;;;;;;;;;;;;;;;;
1179381;"ST ALOYSIUS ON-THE-OHIO";"6207 PORTAGE ST";"CINCINNATI";"OH";45233;"HAMILTON";5139417831;"http://www.saoto.org/";;"St. Aloysius on the Ohio School, located in the Sayler Park area of Cincinnati. A Catholic elementary school for students in grades Pre-K through 8th.";;"https://web.facebook.com/saotobolts/";;;;;;;;;;;;;;;;;;
1179382;"ST ALOYSIUS PRESCHOOL";"312 CLOUGH ST";"BOWLING";"OH";43402;"WOOD";4193526888;"http://www.staloysius.tld.pvt.k12.oh.us/";"preschool@stalschoolbg.org";"Give your child a strong foundation of faith and academics. St. Aloysius Catholic Preschool is now registering for our 4 year old program.";"http://www.staloysius.tld.pvt.k12.oh.us/preschool/";"https://web.facebook.com/pg/stalpreschoolbg/";;"www.staloysius.tld.pvt.k12.oh.us/wp-content/uploads/2018/03/2018-2019-Preschool-Registration-Commitment-Form.pdf";"http://www.staloysius.tld.pvt.k12.oh.us/parents/student-handbook/";;;;"x";;;"http://www.staloysius.tld.pvt.k12.oh.us/wp-content/uploads/2009/11/preschool-logo-300x300.jpg";"9:00am-3:00pm";"9:00am-3:00pm";"9:00am-3:00pm";"9:00am-3:00pm";"9:00am-3:00pm";"Closed";"Closed";
1179383;"ST AMBROSE";"923 PEARL RD";"BRUNSWICK";"OH";44212;"MEDINA";3302252116;"https://saintambroseschool.us/";"admissions@staschool.us";"This worship proclaims our beliefs and provides the energy for our mission to know, love and serve Christ and to transmit the Person and Message of Jesus.

The staff at St. Ambrose School is dedicated and committed to assist and cooperate with you in accomplishing the tremendous task of educating your child, while providing parents with the means to assist them in their role as primary faith educators of their children. The Catholic environment at St. Ambrose School is focused on educating the whole child. We aim to foster each student’s moral purpose; their social, emotional, spiritual, intellectual and physical growth; their artistic and cultural sense; their humility and sense of service to others; and their ability to respect others and to be personally accountable. Since we are a Catholic school, we model and teach values that are based on the Gospel of Jesus Christ. We do more than merely teach academics; we teach the Catholic way of life.";"https://saintambroseschool.us/";"https://web.facebook.com/SaintAmbroseSchoolBrunswick/";"https://stambrose.us/employment/";"https://saintambroseschool.us/admission-forms/";"https://saintambroseschool.us/handbooks/";;;"x";"x";;;"https://scontent.flhe2-1.fna.fbcdn.net/v/t1.0-1/p200x200/1471092_1443833179171477_619927534_n.jpg?_nc_cat=111&_nc_eui2=AeHgWjfjOKQ9ZQXP2SxurwtVkBwokeY1qtas9fEylWXP4m9HHxJUQ2dCnPUx5Pgs1OS565V6W62DlOr7a3KIcf6A-p_xkC-VtCTs2UL1h-66rn3v8oUFPeLABYuH4L0bV_k&_nc_ht=scontent.flhe2-1.fna&oh=4335a65eaf09e2be84ad64e2d8b1bb20&oe=5C16A3E0";"8:00am – 2:00 pm";"8:00am – 2:00 pm";"8:00am – 2:00 pm";"8:00am – 2:00 pm";"8:00am – 2:00 pm";"Closed";"Closed";
