"Id";"Name";"Address";"City";"State";"Zip";"County";"Phone";"Main url";"Email";"Details";"location website";"Facebook page";"Career employment";"Application/registration url";"handbook";"Infant (under 12 months)";"Toddler (1-2yrs)";"Preschools (2-3yrs)";"pre-kindergarden(4yr)";"before/afterschools";"camps";"logo url";"monday hour";"tuesday hour";"wednesday hour";"thursday hour";"friday hours";"saturday hour";"sunday hour";"notes"
1179730;"WARREN COUNTY JVSD SCHOOL";"3525 N STATE ROUTE 48";"LEBANON";"OH";45036;"WARREN";5139325677;"http://www.mywccc.org/";"Lauren.Allen@mywccc.org";"

Do you want to have a great career that you enjoy? We can help you get certified and find employment that leads into a meaningful career. Join the thousands of high school and adult WCCC students each year who benefit through earning industry certifications that are in demand in the job market and earning college credit toward a degree.

Most high school programs are designed for the junior and senior years. Adult programs usually last about one year or less, and many of our students qualify for financial aid. Compare our program costs to other area training programs and you will see the advantages of a Warren County Career Center education. Talk to our instructors and you will find a depth of knowledge and expertise that comes from years of experience working in their industry.

Once you complete your program, our Job Placement Center and your instructors can help you in your job search. Our placement rates for Adult Education vary by program and range from 75 to 100 percent. Approximately 93 percent of our high school students each year are either employed, in college or further training, or serving in the military one year after graduation. But don’t just take our word for it; listen to what our students and alumni have to say!
";"http://www.mywccc.org/";"https://www.facebook.com/WarrenCountyCareerCenter";"http://www.mywccc.org/protected/jobpostingsearch.aspx";"https://www.mywccc.org/alumniregistration.aspx";"http://www.mywccc.org/Downloads/Student%20Handbook%202018-2019.pdf";;;;;;;"https://scontent-mrs1-1.xx.fbcdn.net/v/t1.0-1/c91.0.200.200/p200x200/10400727_51397416491_5548_n.jpg?_nc_cat=106&_nc_eui2=AeG2SUV1loPSdkCHYXrzU70y3EvUCldaHt-2R83-98nbTGbAv2M5jNVjZv1V_BzeW2jw2pUyoT0ezR6Kg1tCa2wn_U0vkEhbwhfQbBm03e34_w&_nc_ht=scontent-mrs1-1.xx&oh=dbe48864b0e7c43b949e89b4e15e3f0a&oe=5C7D91DE";"7:40 a.m - 2:33.p.m";"7:40 a.m - 2:33.p.m";"7:40 a.m - 2:33.p.m";"7:40 a.m - 2:33.p.m";"7:40 a.m - 2:33.p.m";"Closed";"Closed";
1179731;"WARREN SCHOOL";"16885 STATE ROUTE 550";"MARIETTA";"OH";45750;"WASHINGTON";7404393558;"http://www.warrenlocal.org/";"wl_rcarter@warrenlocal.org";"

Marietta schools - Warren Elementary School is located at 16885 State Route 550, Marietta OH 45750. Warren Elementary School is in the Warren Local School District. Warren Elementary School is a Public school that serves grade levels PK-8.
";"http://www.warrenlocal.org/4/Home";"https://www.facebook.com/pages/Warren-Elementary-School/784463448285995";"http://www.warrenlocal.org/employment";"http://www.warrenlocal.org/Content2/enrollment-forms";"http://www.warrenlocal.org/docs/building/4/welh_handbook1617finalcopy.pdf";;;;;;;"https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSPzydElToyYrerq3YiLVC156egkw0FTMjAqOfhHRwUxRZn-_Cw";" 9:00am -3:30pm";" 9:00am -3:30pm";" 9:00am -3:30pm";" 9:00am -3:30pm";" 9:00am -3:30pm";"Closed";"Closed";
1179728;"WARNER GIRLS LEADERSHIP ACADEMY";"8315 JEFFRIES AVE";"CLEVELAND";"OH";44105;"CUYAHOGA";2162064620;"http://www.clevelandmetroschools.org/";"audrey.staton-thompson@clevelandmetroschools.org";"At Warner Girls’ Leadership Academy, girls become confident, competent and compassionate leaders who will make a global impact. Teachers help girls grow in a safe environment and encourage them to achieve academic mastery every day and lead to make a global impact for others.

At Warner:

    Each girl is assigned a mentor to guide and help them her grow socially, emotionally and academically.
    Extracurriculars including basketball, track and field, volleyball, walking club, jump rope club, gardening club, America Scores soccer and poetry program, Girls' Scout, and Disney in Schools and Reader's Theater are offered. 
    Affiliations with the National Coalition of Girl's Schools, the National Coalition of Jewish Women, and multiple community partners enrich girls' academic experience.
    Girls in every grade are given resources that set them on the path to college.
    The school helps foster strong, positive relationships between girls and their parents with frequent activities throughout the month.
    Girls experience Cleveland's rich culture with field trips to museums and other local attractions.
";"http://www.clevelandmetroschools.org/wgla";"https://www.facebook.com/pages/Warner-Girls-Leadership-Academy/733220276768421";"https://clevelandmetroschools.wd1.myworkdayjobs.com/jobs";"http://www.clevelandmetroschools.org/domain/4109";;;;;"x";;;"http://www.clevelandmetroschools.org/cms/lib05/OH01915844/Centricity/Template/GlobalAssets/images//logos/WGLA18.jpg";" 8:10 a.m. - 3:50 p.m.";" 8:10 a.m. - 3:50 p.m.";" 8:10 a.m. - 3:50 p.m.";" 8:10 a.m. - 3:50 p.m.";" 8:10 a.m. - 3:50 p.m.";"Closed";"Closed";
1179734;"WARSAW ELEMENTARY SCHOOL";"501 BLISSFIELD ROAD";"WARSAW";"OH";43844;"COSHOCTON";7408243727;"http://www.river-view.k12.oh.us";"tracey.herron@rvbears.org";"Warsaw ES is a proud part of the River View Local School District located in Warsaw, Ohio.";"http://www.river-view.k12.oh.us/6/home";"https://www.facebook.com/Warsaw-Elementary-816053845133537/";;"http://www.riverviewlclschs.oh.schools.bz/docs/district/Forms/Interdistrict%20Application%202017%20-%202018.pdf";"http://www.river-view.k12.oh.us/docs/district/copyofelementaryhandbook2016-2017.pdf";;;;;;;"https://scontent-mrs1-1.xx.fbcdn.net/v/t1.0-1/p200x200/13906649_1175002389238679_7778325216512414049_n.jpg?_nc_cat=100&_nc_eui2=AeHLAW_e-j5B3pC0gt_H2cV2bm4wGpFd3yHzxH9kl5FLZ7oigjUh9KE7HQ0pg6HHc_a0YLGbZBwLo5DkSCriw9mXzmDYCZU1XhBWTt2pb2O9-g&_nc_ht=scontent-mrs1-1.xx&oh=2995270956d40f7f9730fef589d3be48&oe=5C4FDBDE";"8:50 am - 3:20 pm";"8:50 am - 3:20 pm";"8:50 am - 3:20 pm";"8:50 am - 3:20 pm";"8:50 am - 3:20 pm";"Closed";"Closed";
1179735;"WASHINGTON ELEMENTARY SCHOOL";"5675 EITERMAN RD";"DUBLIN";"OH";43016;"FRANKLIN";6149216200;"https://www.hilliardschools.org/";"Samantha_Althouse@hoe.org";"Washington Elementary School is located at 5875 Eiterman Rd, Dublin OH 43016. Washington Elementary School is in the Hilliard City School District. Washington Elementary School is a Public school that serves grade levels K-5.

";"https://www.hilliardschools.org/wsh/";"https://www.facebook.com/pg/HilliardWolves/";"https://www.hilliardschools.org/district/employment/";"http://www.hilliardschools.org/welcomecenter/";"https://www.hilliardschools.org/pdf/Pre_Elem_Handbook.pdf";;;;;;;"http://www.hilliardschools.org/wsh/wp-content/uploads/sites/40/2014/12/washington-logo.png";"8:50 am - 3:30 pm";"8:50 am - 3:30 pm";"8:50 am - 3:30 pm";"8:50 am - 3:30 pm";"8:50 am - 3:30 pm";"Closed";"Closed";
1179736;"WASHINGTON ELEMENTARY SCHOOL";"450 4TH AVE";"GALLIPOLIS";"OH";45631;"GALLIA";7404463213;"http://www.gallipoliscityschools.k12.oh.us/";"helenlu.morgan@gc-k12.org";"Washington Elementary School serves 461 students in grades Prekindergarten-5.Washington Elementary School operates within the Gallipolis City School District.";"http://www.gallipoliscityschools.k12.oh.us/25/Home";"https://www.facebook.com/pages/Washington-Elementary-School/750424121673441";"http://www.gallipoliscityschools.k12.oh.us/Employment";"http://www.gallipoliscityschools.k12.oh.us/District/Links-Forms";;;;;;;;"http://www.gallipoliscityschools.k12.oh.us/Customers/OH/GallipolisCitySD/sysimages/custom/Logo.png";;;;;;;;
1179737;"WASHINGTON PRESCHOOL";"1100 BROAD AVE";"FINDLAY";"OH";45840;"HANCOCK";4194258245;"http://www.findlaycityschools.org/";"kathyyoung@findlaycityschools.org";"Preschool children (ages 3-5) identified through the multifactored evaluation process with significant developmental delays in the areas of communication, motor, adaptive behavior, social-emotional, vision, hearing, or cognitive skills. ";"http://preschool.findlaycityschools.org/";"https://www.facebook.com/pg/WashingtonPreschool/";"https://www.applitrack.com/findlaycityschools/onlineapp/";"http://www.fcs.org/forms/PreschoolPacket.pdf";"http://www.findlaycityschools.org/StudentHandbooks/WA-Student.pdf";;;"x";"x";;;"https://scontent-mrs1-1.xx.fbcdn.net/v/t1.0-9/1186800_169403663244043_1589378009_n.png?_nc_cat=100&_nc_ht=scontent-mrs1-1.xx&oh=2b9d157baa58dff0f4063f1e52f71bb3&oe=5C4F5C01";"9:15 a.m - 3:40 pm";"9:15 a.m - 3:40 pm";"9:15 a.m - 3:40 pm";"9:15 a.m - 3:40 pm";"9:15 a.m - 3:40 pm";"Closed";"Closed";
1179738;"WASHINGTON SCHOOL";"5786 BEECHWOOD AVE";"ALLIANCE";"OH";44601;"STARK";3304928136;"http://www.marlingtonlocal.org/";"m_groholy@marlingtonlocal.org";"Washington Elementary is one of three elementary schools in the Marlington Local School District.";"http://www.marlingtonlocal.org/washingtonelementary_home.aspx";"https://www.facebook.com/WashingtonMarlington/";"http://www.marlingtonlocal.org/EmploymentOpportunities.aspx";"http://www.marlingtonlocal.org/NewStudentRegistration.aspx";"http://www.marlingtonlocal.org/Downloads/Elementary%20Student%20Handbook%20Final%202018-2019%203.pdf";;;;;;;"http://www.marlingtonlocal.org/sysimages/logo_footer.png";"8:25 a.m -3:05 pm";"8:25 a.m -3:05 pm";"8:25 a.m -3:05 pm";"8:25 a.m -3:05 pm";"8:25 a.m -3:05 pm";"Closed";"Closed";
1179739;"WASHINGTON PRIMARY ELEMENTARY SCHOOL";"800 N SUNSET DR";"PIQUA";"OH";45356;"MIAMI";9373395100;"http://www.piqua.org/";"pences@piqua.org";"It is 
our 
pleasure to welcome you to another school year at 
Washington Primary School
.  
The 
entire 
staff has worked hard to prepare for another great year of lear
ning!  We look 
forward to working with you and your child and trust that you will find
Washington 
Primary School
an excellent place to learn and grow";"http://www.piqua.org/washingtonprimary_home.aspx";"https://www.facebook.com/pg/PiquaCitySchools/";"http://www.piqua.org/protected/ArticleView.aspx?iid=6GII2AB&dasi=33PY";"http://www.piqua.org/oneview.aspx";"http://www.piqua.org/Downloads/WA%20Student%20Handbook%20for%202018-2019.pdf";;;;;;;"https://scontent-mrs1-1.xx.fbcdn.net/v/t1.0-1/p200x200/22528444_1565180200234883_5363999045138917444_n.jpg?_nc_cat=107&_nc_eui2=AeHygip-pcg5nvnnQPpzjo2FvVP-DnTnPlkcfyIeV9QFA2Op6OSzrgryLAeZjLcDQHetJSIZgrMA8CQf9LlUkrnIRCq7ihizIF0APvzbBQI_2Q&_nc_ht=scontent-mrs1-1.xx&oh=1599fad54ab52f2c533138ce31469f3d&oe=5C4A6660";"8:30 A.M -3:35 PM";"8:30 A.M -3:35 PM";"8:30 A.M -3:35 PM";"8:30 A.M -3:35 PM";"8:30 A.M -3:35 PM";"Closed";"Closed";
1179740;"WATERFORD SCHOOL";"19700 STATE ROUTE 339";"WATERFORD";"OH";45786;"WASHINGTON";7404393558;"http://www.wolfcreek.k12.oh.us/";"jana.thomas@wolfcreeklocal.org";" Waterford Elementary School is an educational institution that is governed by the Wolf Creek Local School District. The school serves more than 450 students in kindergarten through grade eight. Located in Waterford, Ohio, it provides general academic and Title I programs. The school offers special education and speech therapy programs for students with special needs. Waterford Elementary School also provides instruction in fine arts, vocal music and physical education. The school operates a parent-teacher organization that supports academic and enrichment programs. It also offers sports activities, such as football and basketball. In addition, Waterford Elementary School organizes food drives, spelling bee competitions and Halloween parties. ";"http://www.wolfcreek.k12.oh.us/o/elementary";"https://www.facebook.com/pg/wolfcreeklocal/";"http://www.wolfcreek.k12.oh.us/job-postings--9";"http://www.wolfcreek.k12.oh.us/o/district/browse/16841";"http://www.wolfcreek.k12.oh.us/o/elementary/browse/17798";;;;;;;"http://www.wolfcreek.k12.oh.us/assets/apptegy_cms/themes/wolfcreekoh/logo-d33e01aa575025aea7b1e86c3cbc12ba.png";"8:00 a.m -3:05 pm";"8:00 a.m -3:05 pm";"8:00 a.m -3:05 pm";"8:00 a.m -3:05 pm";"8:00 a.m -3:05 pm";"Closed";"Closed";
1179741;"WATERVILLE PRIMARY SCHOOL";"457 SYCAMORE LN";"WATERVILLE";"OH";43566;"LUCAS";4192454150;"http://www.anthonywayneschools.org/";"jhollinger@anthonywayneschools.org";"The
Mission
of
Waterville
Primary
School,
as
part
of
Anthony
Wayne
Local
Schools,
is
to
work
to
provide
a
stimulating
and
nurturing
environment,
which
will
allow
each
student
to
acquire
a
solid
academic
base,
a
love
of
learning,
and
to
experience
positive
emotional
growth.
We
strive
to
maximize
student
potential
for:
learning,
health
and
physical
development,
positive
social
relationships,
high
self-esteem
and
efficient,
effective problem solving";"http://www.anthonywayneschools.org/waterville";"https://www.facebook.com/pages/Waterville-Primary-School/1539852219594854";"http://www.anthonywayneschools.org/human-resources";"http://www.anthonywayneschools.org/enrollment-registration";"http://www.anthonywayneschools.org/files/WTV_Handbook_2018_05_14-1.pdf";;;"x";"x";;;"http://www.anthonywayneschools.org/themes/awgeneralstheme/images/waterville.png";"8:30 A.M -3:30 PM";"8:30 A.M -3:30 PM";"8:30 A.M -3:30 PM";"8:30 A.M -3:30 PM";"8:30 A.M -3:30 PM";"Closed";"Closed";
1179742;"WATKINS ELEMENTARY SCHOOL";"1520 WATKINS RD";"COLUMBUS";"OH";43207;"FRANKLIN";6143656411;"https://www.ccsoh.us/";"talktous@columbus.k12.oh.us";"Pre-K through 5th Grade Elementary School. Watkins staff will provide a challenging, student – centered curriculum with effective instructional strategies in a safe and stimulating learning environment.";"https://www.ccsoh.us/Domain/106";"https://www.facebook.com/pg/watkinsschool/";"https://www.ccsoh.us/jobs";"https://www.ccsoh.us/enroll";;;;;;;;"https://scontent-mrs1-1.xx.fbcdn.net/v/t1.0-1/p200x200/13508889_639949879490153_5091695791448669397_n.jpg?_nc_cat=104&_nc_eui2=AeFIMAMYP7sWCBVPshYbcdSe83koiySP6d0ZcDLJSAeHzAAUz59El6On5zh7uswcw2Xo5f32jwhcYzOMa8-WWzToR5LkeCpit9RoyMTGkTBfqw&_nc_ht=scontent-mrs1-1.xx&oh=37539feb934247e624f25bc12c568b08&oe=5C464B2B";" 9:00am -3:30pm";" 9:00am -3:30pm";" 9:00am -3:30pm";" 9:00am -3:30pm";" 9:00am -3:30pm";"Closed";"Closed";
1179744;"WATTERSON-LAKE SCHOOL";"1422 W 74TH ST";"CLEVELAND";"OH";44102;"CUYAHOGA";2169610154;"http://www.clevelandmetroschools.org";"sommer.edwards@clevelandmetroschools.org";"The Mission of Waverly School is we will inspire and empower our students to be leaders in their school, the community, and their life. We will nurture our students and provide them with opportunities to engage in meaningful leadership experiences to achieve academic and social success.

Our Vision is we will inspire and empower our students to be life-long learners and leaders.
The staff of Waverly School strives to create and maintain a safe, positive, rigorous learning environment that empowers our scholars to achieve their fullest academic, social, and emotional learning potential and succeed in society. Waverly School teachers comprise a professional learning community where they routinely collaborate in teams to plan, teach, and assess learning for the purpose of individualizing instruction to meet the diverse needs of all scholars.
 
Our staff recognizes that scholars learn best when they feel physically, socially and emotionally safe. We are committed to promoting a school climate that optimizes safe conditions for learning and high expectations for all.";"http://www.clevelandmetroschools.org/Waverly";"https://www.facebook.com/pg/WattersonLake/";"https://clevelandmetroschools.wd1.myworkdayjobs.com/jobs";"http://clevelandmetroschools.org/Page/395";;;;;"x";;;"https://scontent-mrs1-1.xx.fbcdn.net/v/t1.0-1/c54.0.192.192/11903896_1116804268349389_2744679594466868910_n.png?_nc_cat=102&_nc_eui2=AeFwoaKUfJ3D_uDX_MscM8HCt9b6hlbjgw98QW1H0JyfCT8WkniG3ihPJ7P9jnf7vA4M_j2wCXAoJJGnOZPEEPu_lKOasvt7a29Ubp5tMhSgDg&_nc_ht=scontent-mrs1-1.xx&oh=1572e27f432f776dd7e5c9bcd92785d0&oe=5C407545";"9:10 a.m. - 3:40 p.m.";"9:10 a.m. - 3:40 p.m.";"9:10 a.m. - 3:40 p.m.";"9:10 a.m. - 3:40 p.m.";"9:10 a.m. - 3:40 p.m.";"Closed";"Closed";
1179745;"WAUSEON PRIMARY SCHOOL";"940 E LEGGETT ST";"WAUSEON";"OH";43567;"FULTON";4193354000;"https://sites.google.com/a/wauseonindians.org/wevs2/";"byoung@WauseonIndians.org";"Welcome to Wauseon Primary! At the primary we...
1. Better our world
2. Better ourselves
3. Are Leaders!";"https://sites.google.com/a/wauseonindians.org/wauseon-primary-school/";"https://www.facebook.com/pages/Wauseon-Primary-School/378010222375439?ref=br_rs";"https://sites.google.com/a/wauseonindians.org/wevs2/departments/job-opportunities";"https://secure.infosnap.com/family/login.aspx?ReturnUrl=%2ffamily%2fdirectaction.aspx";;;;;;;;"https://sites.google.com/a/wauseonindians.org/wauseon-primary-school/_/rsrc/1468760613749/weblinks/Indian-Head-Red-Little.gif";"8:20 a.m.-3:15 p.m";"8:20 a.m.-3:15 p.m";"8:20 a.m.-3:15 p.m";"8:20 a.m.-3:15 p.m";"8:20 a.m.-3:15 p.m";"Closed";"Closed";
1179746;"WAUSEON MIDDLE SCHOOL";"940 E OAK ST";"WAUSEON";"OH";43567;"FULTON";5674444800;"https://sites.google.com/a/wauseonindians.org/wevs2/";"JFriess@WauseonIndians.org";"

Wauseon schools - Wauseon Middle School is located at 940 East Oak St, Wauseon OH 43567. Wauseon Middle School is in the Wauseon Exempted Village School District. Wauseon Middle School is a Public school that serves grade levels 6-8.
";"https://sites.google.com/a/wauseonindians.org/wauseon-middle-school/";"https://www.facebook.com/pages/Wauseon-ElementaryMiddle-School/400782403271333";"https://sites.google.com/a/wauseonindians.org/wevs2/departments/job-opportunities";"https://secure.infosnap.com/family/login.aspx?ReturnUrl=%2ffamily%2fdirectaction.aspx";"https://docs.google.com/a/wauseonindians.org/viewer?a=v&pid=sites&srcid=d2F1c2VvbmluZGlhbnMub3JnfHdhdXNlb24tbWlkZGxlLXNjaG9vbHxneDo1N2ZlNDY4N2EyYjRkOTIw";;;;;;;;"7:55am  2:45pm";"7:55am  2:45pm";"7:55am  2:45pm";"7:55am  2:45pm";"7:55am  2:45pm";"Closed";"Closed";
1179747;"WAVERLY PRIMARY SCHOOL";"7 TIGER DRIVE";"WAVERLY";"OH";45690;"PIKE";7409472813;"http://www.waverly.k12.oh.us/";"sara.turner@waverlytigers.net";"

Waverly schools - Waverly Primary School is located at 7 Tiger Dr, Waverly OH 45690. Waverly Primary School is in the Waverly City School District. Waverly Primary School is a Public school that serves grade levels PK-2.
";"http://www.waverly.k12.oh.us/waverlyprimaryschool_home.aspx";"https://www.facebook.com/pages/Waverly-Primary-School/107893075933386";;"http://www.waverly.k12.oh.us/Downloads/Registration%20Form.pdf";;;;"x";"x";;;"https://scontent-mrs1-1.xx.fbcdn.net/v/t1.0-1/p200x200/947346_590175467812644_7770640195023310474_n.jpg?_nc_cat=101&_nc_eui2=AeFurSwS7H36DQ_ad-r2J5hrx8Qli9nkgkq_mX5GVTbC09x-rC5UhnrURE00-X_rb1KsKvOSRy49pixStpgs4uzs-MINLVDY0P8ApgENZb4Ygw&_nc_ht=scontent-mrs1-1.xx&oh=ab96213cd7dda84fc00835e54c63c6ec&oe=5C451518";"7:30am – 3:00pm";"7:30am – 3:00pm";"7:30am – 3:00pm";"7:30am – 3:00pm";"7:30am – 3:00pm";"Closed";"Closed";
1179748;"WAVERLY PRIMARY SCHOOL";"7 TIGER DR";"WAVERLY";"OH";45690;"PIKE";7407023120;"http://www.waverly.k12.oh.us/";"sara.turner@waverlytigers.net";"

Waverly schools - Waverly Primary School is located at 7 Tiger Dr, Waverly OH 45690. Waverly Primary School is in the Waverly City School District. Waverly Primary School is a Public school that serves grade levels PK-2.
";"http://www.waverly.k12.oh.us/waverlyprimaryschool_home.aspx";"https://www.facebook.com/pages/Waverly-Primary-School/107893075933386";;"http://www.waverly.k12.oh.us/Downloads/Registration%20Form.pdf";;;;"x";"x";;;"https://scontent-mrs1-1.xx.fbcdn.net/v/t1.0-1/p200x200/947346_590175467812644_7770640195023310474_n.jpg?_nc_cat=101&_nc_eui2=AeFurSwS7H36DQ_ad-r2J5hrx8Qli9nkgkq_mX5GVTbC09x-rC5UhnrURE00-X_rb1KsKvOSRy49pixStpgs4uzs-MINLVDY0P8ApgENZb4Ygw&_nc_ht=scontent-mrs1-1.xx&oh=ab96213cd7dda84fc00835e54c63c6ec&oe=5C451518";"7:30am – 3:00pm";"7:30am – 3:00pm";"7:30am – 3:00pm";"7:30am – 3:00pm";"7:30am – 3:00pm";"Closed";"Closed";
1179749;"WAYNE COUNTY SCHOOLS CAREER CENTER";"518 W PROSPECT ST";"SMITHVILLE";"OH";44677;"WAYNE";3306697000;"www.wayne-jvs.k12.oh.us/";"hsinfo@wcscc.org";"We are a career technical school serving the needs of Wayne County, Ohio students and preparing them for a successful college and/or career path. This page serves an an opportunity to showcase the talents and many successes of our students, and alumni as they make a positive impact in our local workforce and community.";"www.wayne-jvs.k12.oh.us/";"https://www.facebook.com/wcscc/";"http://www.wayne-jvs.k12.oh.us/district/employment-opportunities";"http://www.wayne-jvs.k12.oh.us/sites/wayne-jvs.k12.oh.us/files/files/HS/Student%20Parent%20Information/18-19studenthandbook.pdf";;;;;;;;"https://scontent-mrs1-1.xx.fbcdn.net/v/t1.0-1/c14.14.172.172/546448_379606865405196_2113008767_n.jpg?_nc_cat=101&_nc_eui2=AeEqu5luJ7oXR7D024H44gMifcrH9y8aX37o8RnMYSQv0EXbBFPF4NpwgTD_5NziSIpxcSDG8LG2klZzZjAHkUiKbnCK2EnQoOVZiDXIT0L5Bg&_nc_ht=scontent-mrs1-1.xx&oh=a346118b36a1d028539b517b5a5dd42b&oe=5C49FF50";"8:05am  2:31pm";"8:05am  2:31pm";"8:05am  2:31pm";"8:05am  2:31pm";"8:05am  2:31pm";"Closed";"Closed";
1179750;"WAYNE HILLS HEAD START";"1908 WAYNE AVENUE";"PORTSMOUTH";"OH";45662;"SCIOTO";7403543333;;;;;;;;;;;;;;;;;;;;;;;
1179752;"WAYNESFIELD-GOSHEN LOCAL ELEMENTARY SCHOOL";"500 N WESTMINSTER ST";"WAYNESFIELD";"OH";45896;"AUGLAIZE";4195689100;"http://www.wgschools.org";"brett.purcell@wgschools.org";"To provide opportunities for all children to learn core academics and to express them themselves in creative arts, technology, career-technical, and extra-curricular activities. Utimately to prepare students for college and career in a climate of respect and achievement.";"http://www.wgschools.org";"https://www.facebook.com/pg/WGSCHOOLS/";"http://www.wgschools.org/Employment";"http://www.wgschools.org/content/finalforms";"https://drive.google.com/file/d/0B2XsP8eCYJqvSVZQV2cyQzdDSEk/view?usp=drive_open";;;;;;;"https://dw3jhbqsbya58.cloudfront.net/school-mascot/a/6/0/a603f45e-63fe-4c47-9062-c3c26300f4f2.gif?version=636633572400000000";"8:00 AM - 3:00 PM";"8:00 AM - 3:00 PM";"8:00 AM - 3:00 PM";"8:00 AM - 3:00 PM";"8:00 AM - 3:00 PM";"Closed";"Closed";
1179753;"WAYNESVILLE SCHOOL";"659 DAYTON RD";"WAYNESVILLE";"OH";45068;"WARREN";5136952900;"https://www.wayne-local.com/";"tburchfield@wayne-local.com";"All students will be provided the highest possible quality education in a safe, nurturing, and caring environment, where staff will demonstrate a deep and abiding respect for everyone. We will display a passion for excellence in all we do. ";"https://www.wayne-local.com/waynesville-elementary-school/";"https://www.facebook.com/waynelocalschools/";"https://www.wayne-local.com/employment/";"https://www.wayne-local.com/departments/enrollment-5/";"https://www.wayne-local.com/media/elementaryschool/2018-19%20WES%20Student%20Handbook.pdf";;;"x";"x";;;"https://scontent-mrs1-1.xx.fbcdn.net/v/t1.0-1/12745584_1301622513187878_1914231658188462010_n.jpg?_nc_cat=111&_nc_ht=scontent-mrs1-1.xx&oh=1cbf35b1677a9a1c04b4bb3c57deec54&oe=5C801DC1";"8:30 A.M -3:30 PM";"8:30 A.M -3:30 PM";"8:30 A.M -3:30 PM";"8:30 A.M -3:30 PM";"8:30 A.M -3:30 PM";"Closed";"Closed";
1179754;"WEAVER CHILD DEVELOPMENT CENTER, INC";"1350 EASTHILL ST SE";"NORTH CANTON";"OH";44720;"Stark";3309661617;"https://www.weavercdc.org/";"smaioriello@weavercdc.org";"The Weaver Child Development Center is located on the serene 50 acre Fieldcrest estate in North Canton.";"https://www.weavercdc.org/";"https://www.facebook.com/SaveTheWeaverChildDevelopmentCentercdc/";;"https://www.weavercdc.org/enrollment/";"https://www.weavercdc.org/wp-content/uploads/2018/04/Weaver-CDC-Family-Handbook-Revised-April-2018.pdf";;"x";"x";"x";"x";;"https://scontent-mrs1-1.xx.fbcdn.net/v/t1.0-1/c5.0.200.200/p200x200/11923195_896895477061068_8411750876142815891_n.jpg?_nc_cat=110&_nc_ht=scontent-mrs1-1.xx&oh=0400a8c76e918dc9a66c94bc7b50fe14&oe=5C4B9EDF";"8:45 AM – 2:30 PM";"8:45 AM – 2:30 PM";"8:45 AM – 2:30 PM";"8:45 AM – 2:30 PM";"8:45 AM – 2:30 PM";"Closed";"Closed";
1179758;"WEINLAND PARK ELEMENTARY SCHOOL";"211 E 7TH AVE";"COLUMBUS";"OH";43201;"FRANKLIN";6143655321;"https://www.ccsoh.us/";"talktous@columbus.k12.oh.us";"Weinland Park Elementary School is located at 211 East 7th Ave, Columbus OH 43201. Weinland Park Elementary School is in the Columbus City School District. Weinland Park Elementary School is a Public school that serves grade levels PK-5.
";"https://www.ccsoh.us/Domain/108";"https://www.facebook.com/pages/Weinland-Park-Elementary-School/1501490850127368";"https://www.ccsoh.us/jobs";"https://www.ccsoh.us/enroll";;;;;;;;"https://www.ccsoh.us/cms/lib/OH01913306/Centricity/Template/GlobalAssets/images///logos/Weinland%20Park%20ES-01.png";;;;;;;;
1179760;"WELLINGTON SCHOOL SCH";"3650 REED RD";"COLUMBUS";"OH";43220;"FRANKLIN";6144577883;"https://www.wellington.org/";"communications@wellington.org";"We are an independent, coeducational, preschool-through-grade 12, college-preparatory day school. Our students benefit from small classes as they dive deep into their knowledge of the world and themselves. All of our graduates go on to attend college, with many matriculating to the nation’s top universities. Students carry with them the ideals of The Wellington School and an insatiable desire for lifelong learning.";"https://www.wellington.org/";"https://www.facebook.com/TheWellingtonSchool";"https://www.wellington.org/about-us/employment/";"https://www.wellington.org/admissions/admissions-process/";;;;"x";"x";;;"https://scontent-mrs1-1.xx.fbcdn.net/v/t1.0-1/p200x200/557150_392994224091701_1262226086_n.jpg?_nc_cat=105&_nc_ht=scontent-mrs1-1.xx&oh=c8e435f7226d2f45f52630c14089e56a&oe=5C7BC1FB";"8:30 A.M -3:30 PM";"8:30 A.M -3:30 PM";"8:30 A.M -3:30 PM";"8:30 A.M -3:30 PM";"8:30 A.M -3:30 PM";"Closed";"Closed";
