"id";"name";"address";"city";"state";"zip";"county";"phone";"main url";"email";"details";"location website";"facebook page";"career/employment url";"application/registration url";"parent handbook url";"infant (under 12 months)";"toddler (1-2yrs)";"preschools (2-3yrs)";"pre-kindergarden(4yr)";"before/afterschools";"camps";"logo url";"monday hour";"tuesday hour";"wednesday hour";"thursday hour";"friday hours";"saturday hour";"sunday hour";"notes"
1176219;"Bright Start Preschool #3";"102 Kelly Drive";"Valdosta";"GA";31601;"LOWNDES";"(229) 242-0232";"http://www.brightstartvaldosta.com/";"bspvaldosta3@yahoo.com";"We are professionals in educating and caring for children.  Throughout the year our teachers attend training and educational seminars, bringing new and exciting ideas back to the classroom to further engage and educate children.";"http://www.brightstartvaldosta.com/bsp-3---lowndes";"https://www.facebook.com/brightstartvaldosta";;"http://www.brightstartvaldosta.com/turner-county";;"x";"x";"x";"x";"x";"x";"https://static.wixstatic.com/media/1c11df_0341777f54a842d3b62471372612eb50.jpg/v1/fill/w_423,h_157,al_c,q_80,usm_0.66_1.00_0.01/1c11df_0341777f54a842d3b62471372612eb50.webp";;;;;;;;
1176217;"Blue Ridge Preschool & Daycare";"592 Blue Ridge Dr.";"Evans";"GA";30809;"COLUMBIA";"(706) 860-7799";;;;;"https://www.facebook.com/pages/Blue-Ridge-Preschool-Daycare/155120097856827";;;;;;;;;;;;;;;;;;
1176228;"Busy Bees Learning Academy";"4252 Windsor Spring Rd.";"Hephzibah";"GA";30815;"RICHMOND";"(706) 869-4363";;;;;;;;;;;;;;;;;;;;;;"License Not Renewed";
1176226;"Bumblebee Kids Learning Center";"10920 Covington Bypass  Building 800";"Covington";"GA";30014;"NEWTON";"(770) 786-0022";"http://www.bumblebeekidslearningcenter.com/";"bumblebeekids45@gmail.com.";"Bumblebee Kids Learning Center strives to provide quality education and care using a personalized approach that guarantees maximum benefits for each individual child.";"http://www.bumblebeekidslearningcenter.com/";;"http://www.bumblebeekidslearningcenter.com/school-career-opportunities";"http://www.bumblebeekidslearningcenter.com/school-enrollment";;"x";"x";"x";"x";"x";"x";"http://www.bumblebeekidslearningcenter.com/wp-content/themes/bumblebeekids/images/comp-logo.png";;;;;;;;
1176223;"Building Blocks Learning Academy for KIDS INC";"2773 Jefferson Street";"Austell";"GA";30168;"COBB";"(770) 745-9253";;;;;;;;;;;;;;;;;;;;;;;
1176224;"Building Blocks Learning Center";"802 Fort Howard Road";"Rincon";"GA";31326;"EFFINGHAM";"(912) 295-2511";"http://www.buildingblockslcs.com/";;"Building Blocks Learning Center promises to provide safe, secure, and quality childcare at a competitive price for children four weeks through age twelve";"http://www.buildingblockslcs.com/";"https://www.facebook.com/Building-Blocks-Learning-Center-1549206212055684/";;"http://www.buildingblockslcs.com/about-us.html";"http://nebula.wsimg.com/ee30e664746350027b5580366d282418?AccessKeyId=BC895B6449BD17F86300&disposition=0&alloworigin=1";;;;;;;"http://nebula.wsimg.com/bb3fb1fa759b3dde771842e8e821f23c?AccessKeyId=BC895B6449BD17F86300&disposition=0&alloworigin=1";"6AM - 6:30PM";"6AM - 6:30PM";"6AM - 6:30PM";"6AM - 6:30PM";"6AM - 6:30PM";"Closed";"Closed";
1176225;"Bullfrogs & Butterflies Child Care Learning Center";"209 South Railroad Street";"Broxton";"GA";31519;"COFFEE";"(912) 359-2590";;;;;;;;;;;;;;;;;;;;;;;
1176237;"Chapman's Learning Center  LLC";"29 West Poplar Street";"McRae Helena";"GA";31055;"Telfair";"(229) 868-6514";;"miachapman1@yahoo.com";"Our Mission is to Encourage Families to Prosper in School,Service, and Society. Through Teaching and Caring about the Well being of EACH child that is in Our Care!";;"https://www.facebook.com/Chapmans-Learning-CenterLLC-EHS-CCP-249816498396361/";;;;;"x";"x";"x";;;"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-1/c33.0.200.200/p200x200/299075_249832275061450_674062169_n.jpg?_nc_cat=0&oh=ae70c17a61d87b734753db1f36c9d064&oe=5BB51782";"5:30AM - 5PM";"5:30AM - 5PM";"5:30AM - 5PM";"5:30AM - 5PM";"5:30AM - 5PM";"Closed";"Closed";
1176232;"Candler County Head Start";"151 South Register Street";"Metter";"GA";30439;"CANDLER";"(912) 685-3383";;;;;"https://www.facebook.com/pages/Head-Start-Programs/105313829615555";;;;;;"x";"x";;;;;;;;;;;
1176233;"Candy Cane's Learning Center";"404 S. Martin Luther King Jr. Dr.";"Adel";"GA";31620;"COOK";"(229) 375-0020";"https://www.candycane-learning.com/";"cclc2017@yahoo.com";"Candy Cane's Learning Center is a full day preschool program providing a loving and nurturing environment for the children of the neighboring communities since 2006. We are a community of learners: children, families, and educators from a variety of backgrounds. We incorporate that rich ethnic, cultural, and religious diversity and we draw upon that resource to provide a foundation for lifelong learning in a diverse and interdependent world.";"https://www.candycane-learning.com/";"https://www.facebook.com/CandyCanesLearningCenter/";"https://www.candycane-learning.com/employment";"https://www.candycane-learning.com/admissions";;"x";"x";"x";;;"x";"https://static.wixstatic.com/media/7c50b3_e0bf3ad648ce4e0bb1abb9c753092edc~mv2.png/v1/fill/w_295,h_280,al_c,usm_0.66_1.00_0.01/7c50b3_e0bf3ad648ce4e0bb1abb9c753092edc~mv2.png";"6AM - 6PM";"6AM - 6PM";"6AM - 6PM";"6AM - 6PM";"6AM - 6PM";"Closed";"Closed";
1176235;"Carrington Academy at Suwanee";"3180 Peachtree Parkway";"Suwanee";"GA";30024;"GWINNETT";"(844) 826-3425";"https://www.carringtonacademy.com/";"janeen.carrano@nlcinc.com";"Carrington Academy preschool in Suwanee, GA provides a safe, nurturing environment where children learn, grow and thrive. Our Links to Learning curriculum prepares children for elementary school and beyond by developing important academic, social and emotional skills. Our teachers help each child discover a fascinating world of learning and play.";"https://www.carringtonacademy.com/preschools/atlanta/suwanee/";"https://www.facebook.com/CarringtonAcademySuwanee/";;;;"x";"x";"x";"x";"x";"x";"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-1/p200x200/13506998_1300032263359899_3174205468927619466_n.png?_nc_cat=0&oh=2a8decbccea69f10efb12d414e897867&oe=5B8488BA";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"Closed";"Closed";
1176236;"Caterpillar Clubhouse Learning Center";"1206 Whispering Pines Road";"Albany";"GA";31707;"DOUGHERTY";"(229) 376-4054";;;;;;;;;;;;;;;;;;;;;;;
1176230;"Calvary's Harvest Christian Academy";"3621 Jodeco Road";"Jonesboro";"GA";30236;"CLAYTON";"(678) 249-5930";;"pastor@calvarysharvest.org";"Organized on June 26th, 2006, we are an independent baptist church located in south Atlanta, Georgia. We have one ministry – the ministry GOD has given us";;"https://www.facebook.com/calvarysharvest.org/";;;;;;;;;;"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-1/c78.0.200.200/p200x200/14346_558923614240502_7438037071238864249_n.jpg?_nc_cat=0&oh=31567b1258f61cf54888ef00287fc5b3&oe=5B84DAAD";;;;;;;;
1176241;"Childcare Network of Ga #508";"2204 Moreland Street";"Greenville";"GA";30222;"MERIWETHER";"(706) 755-8068";"https://www.cniheadstart.com/";;"The program is designed to provide support to families and communities, get children ready to attend school, and build children’s academic and social-emotional skills. In our Head Start program, your child will build literacy, math and social skills with the support of well-trained teachers and a rich, engaging curriculum.";"https://www.cniheadstart.com/counties/Meriwether";"https://www.facebook.com/headstartCNI";;"https://www.cniheadstart.com/headstart/How-To-Apply";;;;"x";"x";;;"https://www.cniheadstart.com/images/headstartlogo.png";"8AM - 2PM";"8AM - 2PM";"8AM - 2PM";"8AM - 2PM";"8AM - 2PM";"Closed";"Closed";
1176242;"Childcare Network of Ga #511";"106 W. Washington Street";"Newnan";"GA";30263;"COWETA";"(678) 552-2155";"https://www.cniheadstart.com/";;"The program is designed to provide support to families and communities, get children ready to attend school, and build children’s academic and social-emotional skills. In our Head Start program, your child will build literacy, math and social skills with the support of well-trained teachers and a rich, engaging curriculum.";"https://www.cniheadstart.com/counties/Coweta";"https://www.facebook.com/headstartCNI";;"https://www.cniheadstart.com/headstart/How-To-Apply";;;;"x";"x";;;"https://www.cniheadstart.com/images/headstartlogo.png";"8AM - 2PM";"8AM - 2PM";"8AM - 2PM";"8AM - 2PM";"8AM - 2PM";"Closed";"Closed";
1176240;"Childcare Network of Ga #506";"757 Carver Circle";"Hamilton";"GA";31811;"HARRIS";"(706) 780-5892";"https://www.cniheadstart.com/";;"The program is designed to provide support to families and communities, get children ready to attend school, and build children’s academic and social-emotional skills. In our Head Start program, your child will build literacy, math and social skills with the support of well-trained teachers and a rich, engaging curriculum.";"https://www.cniheadstart.com/counties/Harris";"https://www.facebook.com/headstartCNI";;"https://www.cniheadstart.com/headstart/How-To-Apply";;;;"x";"x";;;"https://www.cniheadstart.com/images/headstartlogo.png";"8AM - 2PM";"8AM - 2PM";"8AM - 2PM";"8AM - 2PM";"8AM - 2PM";"Closed";"Closed";
1176239;"Childcare Network of Ga #505";"112 McGregor Street";"LaGrange";"GA";30240;"TROUP";"(706) 407-0534";"https://www.cniheadstart.com/";;"The program is designed to provide support to families and communities, get children ready to attend school, and build children’s academic and social-emotional skills. In our Head Start program, your child will build literacy, math and social skills with the support of well-trained teachers and a rich, engaging curriculum.";"https://www.cniheadstart.com/counties/Troup";"https://www.facebook.com/headstartCNI";;"https://www.cniheadstart.com/headstart/How-To-Apply";;;;"x";"x";;;"https://www.cniheadstart.com/images/headstartlogo.png";"8AM - 2PM";"8AM - 2PM";"8AM - 2PM";"8AM - 2PM";"8AM - 2PM";"Closed";"Closed";
1176238;"Childcare Network #270";"3510 Austell Rd. SW";"Marietta";"GA";30008;"COBB";"(770) 333-5551";"https://www.cniheadstart.com/";;"The program is designed to provide support to families and communities, get children ready to attend school, and build children’s academic and social-emotional skills. In our Head Start program, your child will build literacy, math and social skills with the support of well-trained teachers and a rich, engaging curriculum.";"https://www.childcarenetwork.com/georgia-marietta-ga-270";"https://www.facebook.com/headstartCNI";;"https://www.cniheadstart.com/headstart/How-To-Apply";;"x";"x";"x";"x";;;"https://www.cniheadstart.com/images/headstartlogo.png";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"Closed";"Closed";
1176248;"Cornerstone Academy of Lithonia";"1645 Redan East";"Lithonia";"GA";30058;"DEKALB";"(678) 526-7357";;"cornerstoneacademy0@gmail.com";"To love your child(ren) and your family.To provide a nurturing, caring environment. To prepare your child for school. To provide a wonderful early childhood educational experience. To always affirm youor child.";;"https://www.facebook.com/Cornerstone-Academy-178544032164054/";;;;"x";"x";"x";"x";;;"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-1/c158.15.189.189/165443_178544192164038_3120361_n.jpg?_nc_cat=0&oh=dbc94b69fc41f1017d7aa0f9f0eea309&oe=5BBE1711";"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"Closed";"Closed";
1176247;"Congregation B'nai Torah Preschool";"700 Mount Vernon Highway  NE";"Sandy Springs";"GA";30328;"Fulton";"(404) 257-1733";"https://www.bnaitorah.org/";"hmiller@bnaitorah.org";"Congregation B'nai Torah Preschool is an accredited 'Georgia Bright from the Start'  Preschool. Inspired by the Reggio Emilia approach,we encourage our students to form their own personality during their early years of development.";"https://www.bnaitorah.org/b-nai-torah-preschool";;;;;;;"x";"x";;;"https://static.wixstatic.com/media/713942_fdc587a28a90402fbbf90a640db3e2b4~mv2.png/v1/fill/w_192,h_237,al_c,usm_0.66_1.00_0.01/713942_fdc587a28a90402fbbf90a640db3e2b4~mv2.png";"9:15AM - 1:15PM";"9:15AM - 1:15PM";"9:15AM - 1:15PM";"9:15AM - 1:15PM";"9:15AM - 1:15PM";"Closed";"Closed";
1176243;"Child's World Learning Center";"1422 City Circle Road";"Baxley";"GA";31513;"APPLING";"(912) 367-4513";;"childsworld2017@gmail.com";"Located in Baxley GA, We are Bright from the Start licensed and strive for the best care for your family, caring for children 6 weeks to 12 years!";;"https://www.facebook.com/ChildsWorldLearningCenter/";;;;"x";"x";"x";"x";;;;"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"Closed";"Closed";
1176245;"Cleveland Academy";"50 Woodlawn Drive";"Cleveland";"GA";30528;"WHITE";"(706) 219-1322";"http://www.clevelandacademyga.com/";"clevelandacademyga@gmail.com";"Cleveland Academy, LLC is the ideal childcare center for parents who want their children to develop socially, emotionally, and physically while remaining safe and happy. Cleveland Academy, LLC is run by licensed and experienced educator Shanda Ginn, Ed.S., and her carefully selected staff members. We serve children from 6 weeks of age to preschool age, and we have an afterschool program for school-aged children, so call us today about enrolling your child!";"http://www.clevelandacademyga.com/";"https://www.facebook.com/ClevelandAcademyGA/";;;;"x";"x";"x";"x";"x";"x";"https://irp-cdn.multiscreensite.com/1d399434/dms3rep/multi/tablet/logo1-153x150.jpg";"6AM - 6PM";"6AM - 6PM";"6AM - 6PM";"6AM - 6PM";"6AM - 6PM";"Closed";"Closed";
1176256;"Dahjia's Learning Academy and Daycare";"2471 Fairburn Road";"Atlanta";"GA";30331;"FULTON";"(470) 240-4554";;;;;;;;;;;;;;;;;;;;;;;
1176257;"Dahlonega Country Day Academy";"619 Buckhorn Tavern Road";"Dahlonega";"GA";30533;"LUMPKIN";"(706) 867-6290";"http://www.dahlonegacountryday.com/";"dcd8676290@windstream.net";"We are a full service preschool tucked away in the beautiful mountains of Dahlonega Georgia! Locally owned and operated for almost 20 years, Dahlonega Country Day offers programs for kids ages six weeks to eleven years old, including our elite Georgia Pre-K program. Dahlonega Country Day remains a place where children are provided the opportunity to grow intellectually, emotionally, socially and physically in a nurturing environment. ";"http://www.dahlonegacountryday.com/";"https://www.facebook.com/dahlonegacountrydayacademy/";;"http://dahlonegacountryday.com/new-site/forms/";;"x";"x";"x";"x";"x";"x";;"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"6:30AM - 6PM";"Closed";"Closed";
1176255;"Da Vinci International School";"4055 Roswell Road";"Atlanta";"GA";30342;"FULTON";"(678) 510-1214";;"administration@littledavincischool.org";"Da Vinci International School is a community of thoughtful leaders striving to make a contribution to the world by innovating, creating a groundbreaking bilingual curriculum, and integrating Science, Technology, Engineering, Arts, and Mathematics (S.T.E.A.M.) to every aspect of the children’s learning process as early as in the 2 years old class. ";;"https://www.facebook.com/littledavinciinternationalschool/";;"http://dvischool.com/admission-inquiry/";"http://dvischool.com/application/";;;"x";"x";"x";"x";"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-1/p200x200/14572266_1153917851324106_5085526532713572069_n.jpg?_nc_cat=0&oh=f6689f828cd2b98aafcae155468bca75&oe=5BB53228";"7:30AM - 5PM";"7:30AM - 5PM";"7:30AM - 5PM";"7:30AM - 5PM";"7:30AM - 5PM";"Closed";"Closed";
1176253;"Creative Image Learning Center";"3718 Covington Highway";"Decatur";"GA";30032;"DEKALB";"(404) 289-2065";;;;;"https://www.facebook.com/pages/Creative-Image-Learning-Center/163339400351874";;;;;;;;;;;;;;;;;;
1176254;"Crestwood Child Care Academy";"7721 Mount Zion Boulevard";"Jonesboro";"GA";30236;"CLAYTON";"(770) 477-6997";"http://www.crestwoodchildcareacademy.com/";"crestwoodchildcareacademy@gmail.com";"Crestwood Child Care Academy, we thrive on smiles! Our trained and dedicated staff take great pride & joy in helping children learn and grow in a positive";"http://www.crestwoodchildcareacademy.com/";"https://www.facebook.com/CrestwoodChildCareAcademy";;"http://www.crestwoodchildcareacademy.com/contact-us.html#";"http://www.crestwoodchildcareacademy.com/forparents.html";"x";"x";"x";"x";"x";"x";"http://www.crestwoodchildcareacademy.com/pic/revslider/general/logo%20crestwood.png";"8AM - 5PM";"8AM - 5PM";"8AM - 5PM";"8AM - 5PM";"8AM - 5PM";"Closed";"Closed";
1176250;"Country Crossings";"4010 Centerhill Church Rd.";"Loganville";"GA";30052;"GWINNETT";"(770) 466-1550";"http://www.countrycrossings.net/";;"Country Crossings is a childcare center where the teachers and staff listen and genuinely care. Our ultimate goal is to provide a high quality, developmentally appropriate program, where kids can be kids.";"http://www.countrycrossings.net/";"https://www.facebook.com/countrycrossingsloganville/";;;;;"x";"x";"x";"x";"x";"http://www.countrycrossings.net/image/116644495_scaled_630x189.png";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"Closed";"Closed";
1176252;"Crawford Head Start";"1011 US Hwy 341 North";"Roberta";"GA";31078;"CRAWFORD";"(478) 836-3997";;"crawfordhs@mgcaa.org";"Head Start promotes the school readiness of children ages 3 to 5 by encouraging their cognitive, social, and emotional development";"http://mgcaa.org/head-start-centers/";;;;;;;"x";"x";;;;"7AM - 4PM";"7AM - 4PM";"7AM - 4PM";"7AM - 4PM";"7AM - 4PM";"Closed";"Closed";
1176263;"Doctor Daycare Inc.";"2264 Childress Dr. SW";"Atlanta";"GA";30311;"FULTON";"(404) 344-4777";"http://thedoctordaycare.com/";" info@thedoctordaycare.com";"Our program is built around the concept that children are born ready to learn. As caregivers, we strive to create a learning environment that is safe, stimulating and encouraging";"http://thedoctordaycare.com/";;"http://thedoctordaycare.com/employment/";"http://thedoctordaycare.com/daycare-enrollment/";"http://thedoctordaycare.com/parent-handbook/";"x";"x";"x";"x";;"x";"http://thedoctordaycare.com/wp-content/uploads/2016/11/about-us-1.png";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"Closed";"Closed";
1176261;"DBA Cambridge International School";"5197 Roswell Road NE";"Sandy Springs";"GA";30342;"Fulton";"(678) 705-9091";"https://www.cambridgeintlschool.com/";"info@cambridgeintlpreschool.com";"Cambridge International School is an award-winning private preschool educating infants through Kindergarten. We are offer full-day (and limited partial-day options) in a year-round setting. ";"https://www.cambridgeintlschool.com/";"https://www.facebook.com/CambridgeIntlSchool/";;"https://www.cambridgeintlschool.com/enrollment-forms.html";;;;"x";"x";;;"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-1/p200x200/34443_119199621458428_5321541_n.jpg?_nc_cat=0&oh=cbb0add158da9cf62fc65a1015a2607a&oe=5BAFF717";"7AM - 6:30PM";"7AM - 6:30PM";"7AM - 6:30PM";"7AM - 6:30PM";"7AM - 6:30PM";"Closed";"Closed";
1176262;"Destiny Starr Creative Learning Academy";"1850 Timothy Road";"Athens";"GA";30606;"CLARKE";"(404) 483-8892";;;;;;;;;;;;;;;;;;;;;;"Closed";
1176268;"EduCare Center";"2501 Elberta Road";"Centerville";"GA";31028;"HOUSTON";"(478) 335-6424";;;;;;;;;;;;;;;;;;;;;;;
1176269;"Educate-Enrich-Enable @ Humphries Elementary School";"3029 Humphries Drive  SE";"Atlanta";"GA";30354;"FULTON";"(404) 802-8750";"https://www.atlantapublicschools.us/";;"Humphries Elementary School is located in Southeast Atlanta and borders on the Clayton County line.  The population is comprised of 365 students in grades Pre-K - 5 with a racial composition of 85% African American and 15% Hispanic.  Many of our students reside in single-parent homes. Approximately 96% of the students qualify for free and reduced meals.";"https://www.atlantapublicschools.us/humphries";;;;;;;;"x";;;"https://www.atlantapublicschools.us/cms/lib/GA01000924/Centricity/Template/GlobalAssets/images//School%20Logos/StemlogowithoutwordsFinal.png";;;;;;;;
1176270;"Edumont";"1152 Rockbridge Road";"Norcross";"GA";30093;"GWINNETT";"(678) 314-7374";"https://edumont.edu20.com/";;;;;;;;;;;;;;;;;;;;;;
1176267;"Easter Seals Child Development Center";"4335 Steve Reynolds Boulevard";"Norcross";"GA";30093;"GWINNETT";"(404) 943-1070";"http://www.easterseals.com/our-programs/childrens-services/development-centers.html";"info@esng.org";"We strengthen children and families at the most critical times in a child's development. Our vision is: A world where children can acheive their dreams.";"http://www.easterseals.com/northgeorgia/who-we-are/locations/";"https://www.facebook.com/EasterSealsNorthGeorgia/?ref=page_internal";"http://www.easterseals.com/who-we-are/careers/";;;"x";"x";"x";"x";"x";"x";"http://www.easterseals.com/shared-library/affiliate-logos/easterseals-north-georgia-logo.png";;;;;;;;
1176266;"Early Learners Advanced Learning Center";"112 Morgan Street";"Pooler";"GA";31322;"CHATHAM";"(912) 412-0927";;"info@earlylearnersala.com";"We provide children with an advance learning experience that will encourage every child to achieve their optimum potential.";;"https://www.facebook.com/earlylearnersga/";;;;;;;;;;;"7AM - 5:30PM";"7AM - 5:30PM";"7AM - 5:30PM";"7AM - 5:30PM";"7AM - 5:30PM";"Closed";"Closed";
1176276;"First Steps Child Care & Pre-K Academy";"1606 McFarland Avenue";"Rossville";"GA";30741;"WALKER";"(706) 866-2929";;;;;;;;;;;;;;;;;;;;;;;
1176273;"Faith Academy Early Childcare & Learning";"2329 Lawrenceville Highway";"Lawrenceville";"GA";30044;"GWINNETT";"(470) 255-2608";"http://thefaithacademy.net/";;"We offer age-appropriate curriculum for children ages infant, toddler, preschool, Pre-K  and school-age";"http://thefaithacademy.net/";;;"http://thefaithacademy.net/application";;"x";"x";"x";"x";;;;"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"Closed";"Closed";
1176272;"Elite Preparatory School";"273 Arrowhead Boulevard";"Jonesboro";"GA";30236;"CLAYTON";"(770) 471-1050";;;;;"https://www.facebook.com/elitepreparatoryschool/";;;;;;;;;;"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-1/p200x200/20376107_109070996423912_7832564217889742130_n.png?_nc_cat=0&oh=21fc6077eebf6555ed4d81200ec7597f&oe=5B8524C9";"5AM - 10PM";"5AM - 10PM";"5AM - 10PM";"5AM - 10PM";"5AM - 10PM";"Closed";"Closed";
1176280;"Gems Learning Academy";"8850 High Point Road";"Union City";"GA";30291;"FULTON";"(404) 625-5842";"http://gemslearningacademy.com/";"info@gemslearningacademy.com";"Gems Learning Academy is committed to providing fun and educational childcare programs that promote your child’s social, emotional, physical, and cognitive development!";"http://gemslearningacademy.com/";"https://www.facebook.com/Gems-Learning-Academy-240778473029410/";;"http://gemslearningacademy.com/enroll-GLA.pdf";;"x";"x";"x";"x";"x";"x";"http://gemslearningacademy.com/img/logo-gla2.png";"5:30AM - 8PM";"5:30AM - 8PM";"5:30AM - 8PM";"5:30AM - 8PM";"5:30AM - 8PM";"Closed";"Closed";
1176281;"Georgia Learning and Tutoring Center";"1520 Warsaw Rd.";"Roswell";"GA";30076;"FULTON";"(678) 461-1869";"http://www.roswelldaycare.com/";"info@georgialearningdaycare.com";"Our Roswell Childcare Center programs are designed to help children develop intellectual growth and confidence in learning strategies to solve real-world problems, communicating solutions and phonemic awareness. We feel by immersing children in a language and problem solving environment they will form habits that will last a lifetime.";"http://www.roswelldaycare.com/";"https://www.facebook.com/Georgia-Learning-Tutoring-Center-1720051518034355/";;"http://www.roswelldaycare.com/roswell-daycare-center-download-documents/";;"x";"x";"x";"x";"x";"x";"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-1/p200x200/28058367_1899261990113306_1569768625691910258_n.jpg?_nc_cat=0&oh=67ef10b1f918c62f1642e9ac07e26baf&oe=5B853960";"6AM - 7PM";"6AM - 7PM";"6AM - 7PM";"6AM - 7PM";"6AM - 7PM";"Closed";"Closed";
1176277;"Friendship Learning Center of Tucker";"6000 Mimosa Circle";"Tucker";"GA";30084;"DEKALB";"(770) 279-7800";"http://www.friendshiplearning.com/";"friendshiplearningtucker@gmail.com";"We are thrilled to be a part of your child’s education and eager to see the adventures they will have while at Friendship Learning Center.  Our campus was specially designed to maximize your child’s educational experience";"http://www.friendshiplearning.com/flc-tucker/";"https://www.facebook.com/flctucker/";;;"http://www.friendshiplearning.com/parent-corner/";"x";"x";"x";"x";;"x";"http://www.friendshiplearning.com/wp-content/uploads/2012/08/lgo4.png";"6AM - 6:30PM";"6AM - 6:30PM";"6AM - 6:30PM";"6AM - 6:30PM";"6AM - 6:30PM";"Closed";"Closed";
1176278;"Funday Academy";"157 Mcconnell Drive";"Lawrenceville";"GA";30046;"GWINNETT";"(678) 878-2222";;"fundayacademy@hotmail.com";"Our mission is to complement education, providing care and nurturing for our children.";;"https://www.facebook.com/fundayacademy/";;;;"x";"x";"x";"x";;;"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-1/c0.1.199.199/p200x200/13139156_229339577444596_5421221495687800097_n.jpg?_nc_cat=0&oh=538320623165fcab2d5825f72110e9ef&oe=5B76D05B";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"Closed";"Closed";
1176279;"G. R. Lighthouse Learning Center";"18360 Hwy 80";"Jeffersonville";"GA";31044;"TWIGGS";"(478) 945-2020";;;"Assisting children in developing new skills at their own ability levels, while preparing them to succeed in kindergarten and giving parents peace of mind.";;"https://www.facebook.com/grlighthouselearningcenter/";;;;"x";"x";"x";"x";;;;"6AM - 6PM";"6AM - 6PM";"6AM - 6PM";"6AM - 6PM";"6AM - 6PM";"Closed";"Closed";
1176288;"Greater St. Peter Childcare Center";"9540 Fayetteville Road";"Jonesboro";"GA";30238;"CLAYTON";"(770) 472-4454";;;;;"https://www.facebook.com/Greater-Saint-Peter-AME-Church-248747815540239/";;;;;;;;;;;;;;;;;;
1176286;"God's Way Learning Academy";"115 Martin Luther King Drive";"Dublin";"GA";31021;"LAURENS";"(478) 595-0807";;;"A Christian learning Center";;"https://www.facebook.com/godswayacademy/";;;;"x";"x";"x";"x";;;;;;;;;;;
1176287;"Good Foundation Academy";"4703 Redan Road";"Stone Mountain";"GA";30083;"DEKALB";"(404) 299-9113";;"cjfound2@gmail.com";"Our company is based on the belief that our customers' needs are of the utmost importance. Our entire team is committed to meeting those needs.";;"https://www.facebook.com/GoodFoundationAcademy/";;;;;;;;;;"https://scontent.fskp2-1.fna.fbcdn.net/v/t1.0-9/208872_439716982772916_194858609_n.jpg?_nc_cat=0&oh=bb4340467d86003b6e7601c5c3f08600&oe=5BC12A5A";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"Closed";"Closed";
1176285;"Glory Buds Child Care";"939 Banks Street  NE";"Conyers";"GA";30012;"ROCKDALE";"(678) 607-0151";;"contact@glorybudschildcare.com";"To facilitate a safe childcare experience at an affordable rate for working and loving families that meet educational standards and advocates family wholeness.";;"https://www.facebook.com/GloryBudsChildCareInc/";;;;"x";"x";"x";"x";"x";;"https://scontent.fskp2-1.fna.fbcdn.net/v/t31.0-8/12885976_1591544137832622_6124702323653612313_o.png?_nc_cat=0&oh=fff6c18d31dd41a4deab4ceea3a71e87&oe=5B852018";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"6:30AM - 6:30PM";"Closed";"Closed";
