"Facility ID";"Survey Number";"Date of Survey";"Survey Reason";"Findings"
96259;"15-005086";"07/24/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=159808&noid=32633"
96259;"16-009227";"08/18/2016";"To investigate a complaint";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=178298&noid=44118"
96259;"16-009227";"08/18/2016";"To investigate a complaint";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=178298&noid=44020"
127295;"17-006074";"08/08/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=189134&noid=55111"
127295;"16-006347";"09/09/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=175418&noid=45161"
127295;"16-006347";"09/09/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=175418&noid=44776"
127295;"15-010101";"09/17/2015";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=164823&noid=34106"
37105;"17-012911";"02/06/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=195971&noid=61426"
37105;"17-012911";"02/06/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=195971&noid=61058"
37105;"16-013317";"02/08/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=182388&noid=49864"
37105;"15-013800";"01/29/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=168522&noid=38248"
37105;"15-013800";"01/29/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=168522&noid=37983"
99817;"17-013396";"01/30/2018";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=196456&noid=61047"
99817;"17-013396";"01/30/2018";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=196456&noid=60833"
99817;"17-013192";"12/28/2017";"Compliance Check";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=196252&noid=59768"
99817;"17-010185";"10/23/2017";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=193245&noid=58527"
99817;"17-010185";"10/23/2017";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=193245&noid=57641"
16565;"17-010689";"12/04/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=193749&noid=59315"
16565;"17-010689";"12/04/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=193749&noid=58951"
16565;"16-011172";"01/11/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=180243&noid=49516"
16565;"16-011172";"01/11/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=180243&noid=48890"
16565;"15-011682";"12/02/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=166404&noid=36611"
16565;"15-011682";"12/02/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=166404&noid=36378"
115107;"17-012026";"03/19/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=195086&noid=62641"
115107;"16-012722";"02/24/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=181793&noid=50410"
115107;"15-012871";"02/23/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=167593&noid=38839"
115107;"15-012871";"02/23/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=167593&noid=38678"
811;"17-006971";"10/04/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=190031&noid=57009"
811;"17-001232";"02/15/2017";"Amendment Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=184292&noid=50049"
811;"17-000971";"01/31/2017";"Consultation";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=184031&noid=49606"
811;"16-007209";"10/13/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=176280&noid=46025"
811;"15-007411";"10/07/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=162133&noid=35293"
811;"15-007411";"10/07/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=162133&noid=34767"
121099;"17-012050";"01/10/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=195110&noid=60057"
121099;"16-012748";"01/18/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=181819&noid=49623"
121099;"16-012748";"01/18/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=181819&noid=49100"
121099;"15-012897";"01/27/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=167619&noid=38476"
121099;"15-012897";"01/27/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=167619&noid=37862"
5E+018;"17-009999";"11/14/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=193059&noid=58961"
5E+018;"17-009999";"11/14/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=193059&noid=58327"
5E+018;"16-010450";"11/29/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=179521&noid=48174"
5E+018;"16-010450";"11/29/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=179521&noid=47661"
5E+018;"15-013530";"12/30/2015";"Compliance Check";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=168252&noid=37041"
5E+018;"15-011574";"11/16/2015";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=166296&noid=36642"
5E+018;"15-011574";"11/16/2015";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=166296&noid=35901"
5E+018;"16-008239";"07/27/2016";"To investigate a complaint";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=177310&noid=43296"
5E+018;"16-008239";"07/27/2016";"To investigate a complaint";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=177310&noid=43264"
107565;"17-008507";"10/18/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=191567&noid=57478"
107565;"16-008835";"10/27/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=177906&noid=46598"
107565;"15-009123";"09/28/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=163845&noid=34454"
5E+018;"17-006186";"09/18/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=189246&noid=56406"
5E+018;"16-006468";"11/08/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=175539&noid=46955"
5E+018;"15-006632";"09/23/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=161354&noid=35622"
5E+018;"15-006632";"09/23/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=161354&noid=34326"
35207;"17-009689";"11/09/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=192749&noid=58194"
35207;"16-010101";"12/08/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=179172&noid=48147"
35207;"16-010101";"12/08/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=179172&noid=47964"
35207;"15-010392";"10/22/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=165114&noid=35213"
5E+018;"18-003022";"04/16/2018";"Compliance Check";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=199483&noid=63687"
5E+018;"17-008753";"10/30/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=191813&noid=57844"
5E+018;"16-009099";"11/01/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=178170&noid=46719"
5E+018;"15-009388";"09/30/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=164110&noid=35031"
5E+018;"15-009388";"09/30/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=164110&noid=34524"
5E+018;"18-001247";"02/02/2018";"To investigate a complaint";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=197708&noid=61004"
5E+018;"18-001247";"02/02/2018";"To investigate a complaint";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=197708&noid=60997"
55939;"17-005867";"08/24/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=188927&noid=55652"
55939;"17-002172";"03/13/2017";"Amendment Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=185232&noid=50812"
55939;"16-010644";"09/30/2016";"Consultation";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=179715&noid=45584"
55939;"16-006141";"07/21/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=175212&noid=43983"
55939;"16-006141";"07/21/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=175212&noid=43947"
55939;"15-006289";"08/04/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=161011&noid=32901"
5E+018;"17-011171";"10/25/2017";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=194231&noid=58288"
5E+018;"17-011171";"10/25/2017";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=194231&noid=57741"
49513;"18-001639";"04/12/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=198100&noid=64377"
49513;"18-001639";"04/12/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=198100&noid=63591"
49513;"17-001353";"03/31/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=184413&noid=51658"
49513;"17-001353";"03/31/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=184413&noid=51399"
49513;"16-001436";"04/05/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=170507&noid=39835"
148115;"17-008827";"08/30/2017";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=191887&noid=56027"
148115;"17-008827";"08/30/2017";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=191887&noid=55843"
134887;"18-001246";"03/02/2018";"Compliance Check";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=197707&noid=62044"
134887;"17-012764";"01/23/2018";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=195824&noid=60958"
134887;"17-012764";"01/23/2018";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=195824&noid=60481"
12227;"17-003505";"06/27/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=186565&noid=54030"
12227;"16-003577";"07/07/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=172648&noid=42596"
12227;"18-000009";"01/02/2018";"To investigate a complaint";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=196470&noid=61385"
12227;"18-000009";"01/02/2018";"To investigate a complaint";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=196470&noid=59821"
12227;"17-005446";"05/25/2017";"To investigate a complaint";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=188506&noid=54655"
12227;"17-005446";"05/25/2017";"To investigate a complaint";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=188506&noid=52974"
131027;"17-008629";"11/21/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=191689&noid=58897"
131027;"17-008629";"11/21/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=191689&noid=58618"
131027;"16-008969";"11/03/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=178040&noid=46807"
131027;"15-009263";"11/13/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=163985&noid=36164"
131027;"15-009263";"11/13/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=163985&noid=35888"
28283;"17-008337";"10/18/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=191397&noid=57468"
28283;"16-008651";"11/03/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=177722&noid=46795"
28283;"15-008935";"11/12/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=163657&noid=36065"
28283;"15-008935";"11/12/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=163657&noid=35842"
112329;"17-008535";"10/17/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=191595&noid=57461"
112329;"16-008863";"11/07/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=177934&noid=46900"
112329;"15-009150";"09/24/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=163872&noid=34381"
112333;"17-008537";"11/14/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=191597&noid=58453"
112333;"16-008865";"11/09/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=177936&noid=47038"
112333;"15-009152";"11/19/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=163874&noid=36101"
127305;"17-008604";"10/12/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=191664&noid=57319"
127305;"16-008940";"11/09/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=178011&noid=47030"
127305;"15-009231";"11/11/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=163953&noid=35798"
87955;"16-006205";"09/20/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=175276&noid=45124"
87955;"15-006358";"08/13/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=161080&noid=33139"
79767;"17-011965";"02/15/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=195025&noid=61408"
79767;"16-012653";"01/27/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=181724&noid=49449"
79767;"15-012796";"02/16/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=167518&noid=38444"
15677;"17-008315";"11/01/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=191375&noid=57928"
15677;"16-008628";"11/07/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=177699&noid=46885"
15677;"15-008911";"11/11/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=163633&noid=35797"
118591;"17-008564";"10/11/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=191624&noid=57224"
118591;"16-008894";"11/16/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=177965&noid=47230"
118591;"15-009180";"10/14/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=163902&noid=34938"
5E+018;"17-010099";"10/27/2017";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=193159&noid=58098"
5E+018;"17-010099";"10/27/2017";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=193159&noid=57824"
5E+018;"16-009088";"11/10/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=178159&noid=47071"
5E+018;"15-009370";"10/15/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=164092&noid=34996"
5E+018;"18-001886";"05/18/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=198347&noid=64994"
5E+018;"17-001623";"05/17/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=184683&noid=52693"
5E+018;"16-001721";"05/05/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=170792&noid=40695"
9393;"17-012841";"03/08/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=195901&noid=62236"
9393;"16-013244";"03/09/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=182315&noid=50761"
9393;"15-013727";"02/17/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=168449&noid=38993"
9393;"15-013727";"02/17/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=168449&noid=38480"
39447;"17-009697";"12/14/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=192757&noid=59381"
39447;"16-010108";"11/29/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=179179&noid=47600"
39447;"15-010399";"11/12/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=165121&noid=35805"
121845;"17-003694";"06/02/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=186754&noid=53577"
121845;"17-003694";"06/02/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=186754&noid=53164"
121845;"16-003779";"06/29/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=172850&noid=42456"
121845;"15-004143";"06/24/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=158865&noid=31832"
123183;"17-004823";"08/04/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=187883&noid=55005"
123183;"16-004999";"08/16/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=174070&noid=43880"
123183;"15-005232";"08/05/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=159954&noid=32927"
136839;"17-004890";"08/07/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=187950&noid=55058"
136839;"16-005076";"08/03/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=174147&noid=43503"
136839;"15-005368";"07/15/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=160090&noid=32312"
78851;"17-010784";"01/18/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=193844&noid=60287"
78851;"16-011271";"01/11/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=180342&noid=48865"
78851;"15-011785";"01/11/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=166507&noid=37312"
121075;"17-009880";"12/20/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=192940&noid=59607"
121075;"16-010302";"12/15/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=179373&noid=48229"
121075;"15-013605";"01/07/2016";"Compliance Check";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=168327&noid=37218"
121075;"15-010612";"11/13/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=165334&noid=36604"
121075;"15-010612";"11/13/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=165334&noid=35877"
110289;"17-010841";"01/25/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=193901&noid=61727"
110289;"17-010841";"01/25/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=193901&noid=60721"
110289;"16-011331";"01/11/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=180402&noid=48888"
110289;"15-011850";"01/06/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=166572&noid=37156"
68097;"18-003799";"05/16/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=200260&noid=64898"
68097;"17-003592";"05/26/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=186652&noid=52979"
68097;"16-003666";"06/02/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=172737&noid=41527"
68097;"15-003969";"06/11/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=158691&noid=31491"
107319;"17-005560";"06/22/2017";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=188620&noid=54049"
107319;"17-005560";"06/22/2017";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=188620&noid=53724"
107319;"16-001558";"04/07/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=170629&noid=39929"
107319;"15-005733";"06/25/2015";"Compliance Check";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=160455&noid=31859"
42717;"17-007060";"10/27/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=190120&noid=57806"
42717;"16-007306";"10/25/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=176377&noid=46434"
42717;"15-007507";"10/15/2015";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=162229&noid=34993"
127157;"17-010902";"02/01/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=193962&noid=60945"
127157;"16-011396";"01/17/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=180467&noid=49031"
127157;"15-011920";"01/19/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=166642&noid=37585"
117505;"17-012035";"02/28/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=195095&noid=61917"
117505;"16-012734";"02/06/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=181805&noid=49747"
117505;"15-014116";"01/21/2016";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=168838&noid=38056"
117505;"15-014116";"01/21/2016";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=168838&noid=37658"
36791;"17-002387";"04/18/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=185447&noid=52432"
36791;"17-002387";"04/18/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=185447&noid=51824"
36791;"16-002338";"06/09/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=171409&noid=41718"
122115;"18-001783";"05/16/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=198244&noid=64877"
122115;"17-001516";"04/17/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=184576&noid=51785"
122115;"16-001610";"04/26/2016";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=170681&noid=40419"
5E+018;"17-011563";"11/17/2017";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=194623&noid=60102"
5E+018;"17-011563";"11/17/2017";"Initial Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=194623&noid=58469"
130657;"18-002020";"02/27/2018";"Amendment Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=198481&noid=61883"
130657;"17-012073";"02/27/2018";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=195133&noid=61879"
130657;"16-012777";"02/10/2017";"Annual Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=181848&noid=49964"
130657;"16-002034";"04/06/2016";"Compliance Check";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=171105&noid=39894"
130657;"16-001815";"02/19/2016";"Amendment Survey";"https://kscapportalp.dcf.ks.gov/OIDS/Comp_Findings.aspx?soid=170886&noid=38603"
