"id";"name";"address";"city";"state";"zip";"county";"phone";"main website";"email";"details";"location url";"facebook page";"business hours";"career/employment url";"application/registration url";"parent handbook url";"infant (under 12 months)";"toddler (1-2yrs)";"preschools (2-3yrs)";"pre-kindergarden(4yr)";"before/afterschools";"camps";"logo url (only small logo if available)";"pictures url 1";"picture url 2";"picture url 3";"picture url 4";"bad url?";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"s"
869153;"DOLPHIN DAYS LEARNING CENTER";"9 OZICK DRIVE";"DURHAM";"CT";6422;"MIDDLESEX";"860-349-2335";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
869159;"BELLTOWN LEARNING CENTER & DAY CARE";"3 SMITH STREET";"EAST HAMPTON";"CT";6424;"MIDDLESEX";"860-267-0303";"http://belltowndaycare.comcastbiz.net/contact-us.shtml";"belltown.daycare@yahoo.com";"Belltown Learning Center & Daycare has been in business since 1999 providing quality childcare to East Hampton and surrounding communities. Belltown works as a team with each child's parent. We encourage day to day interaction with the staff.

Our programs are selected to stimulate each child to reach their full potential and to approach their developmental milestones with enthusiasm, persistence and excitement. We offer care for infants and toddlers, pre-school, kindergarten readiness and before and after school care. We are a great value providing quality care at very reasonable rates. Please contact us for our pricing.

Our quality and professional staff is selected for their caring, mature, nuturing, supportive and responsible qualities. With at least 20 hours of continuing education in Early Childhood Development each year, our staff anticipates the developmental needs of our center children and can create environments and activities that encourage skills without the fear of failure and frustration.";"http://belltowndaycare.comcastbiz.net/contact-us.shtml";;;;;;"y";"y";"y";"y";"y";"y";"http://belltowndaycare.comcastbiz.net/var/m_6/6f/6fa/33418/344992-LogoforWeb.w180.h100.jpg";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1103611;"BAMBINI DAY CARE AND LEARNING CENTER";"516 FOXON RD";"GUILFORD";"CT";6437;"NEW HAVEN";"203-457-9818";"http://www.bambinicare.com/";"Bambinicare@yahoo.com";"There is nothing more important and comforting for parents then to know that their child is safe, happy and is well cared for. This is what Bambini Day Care and Learning Center is all about. We work very hard to create a ""home away from home"" atmosphere for all the children. A warm environment where learning is fun and exciting! Where children are respected and each child's individuality is celebrated!";"http://www.bambinicare.com/";;"Monday through Friday

7:30 am to 6:00 pm";;;;"y";"y";"y";"y";"n";"n";"http://www.bambinicare.com/bambini%20logo.png";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
869161;"ESSEX PRE-SCHOOL LTD";"33 PROSPECT STREET- FIRST CONG CHURCH";"ESSEX";"CT";6426;"MIDDLESEX";"860-767-2442";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
869188;"YOUNG HORIZONS DAY CARE";"120 SAYBROOK ROAD- RTE 9A";"HIGGANUM";"CT";6441;"MIDDLESEX";"860-345-4347";"http://younghorizonsdaycare.com/";"younghorizonsdaycare
@gmail.com";"Welcome to Young Horizons Day Care Center and Nursery School. Young Horizons has been in operation since January 4, 1982 and is owned and operated by Susan DeRing and Dianna Peterson. We are at our center every day and feel we make a great team because Dianna is a teacher and Sue is a Registered Nurse.

Young Horizons is conveniently located 1 mile off Route 9 in Higganum and is also 1 mile from Pratt and Whitney Aircraft in Middletown. We are open year round, Monday through Friday, from 6 a.m. to 6 p.m.

We have an enthusiastic and very competent staff, many of whom have been with us over 20 years! Our main goal is to provide your children with a safe, nurturing, and warm environment where play and learning are fun. We collaborate with the local kindergarten teachers and feel that our readiness program prepares our children for the new challenges of going to ""big school"". When they leave Young Horizons they are ready to learn, make new friends and have a successful transition.

Most of us have been working parents and we understand the stresses and demands that you face. We will work together to provide your children with a special, happy environment where your children will expand their horizons and grow intellectually, socially, and physically outside of their home.

The end of our ""school year"" is always celebrated with our annual Achievement Night. Teachers and children, families and friends all gather to watch the children perform and to view their imaginative and artisitic creations around a central theme. It is always an exciting and fun evening for all. This past Spring we celebrated our 30th annual Achievement Night!";"http://younghorizonsdaycare.com/";;" 6:00 a.m. to 6:00 p.m.";;"http://younghorizonsdaycare.com/app.pdf";;"y";"y";"y";"y";"y";"y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
869190;"HADDAM/KILLINGWORTH AFT/SCH CHILD CARE";"HADDAM ELEMENTARY SCHOOL- RTE 154";"HIGGANUM";"CT";6441;"MIDDLESEX";"860-301-0146";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
869196;"MADISON CHILD CARE CENTER";"34 WILDWOOD AVE";"MADISON";"CT";6443;"NEW HAVEN";"203-245-8008";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
869197;"1,2,3 GROW WITH ME";"227 HORSEPOND ROAD";"MADISON";"CT";6443;"NEW HAVEN";"203-245-9757";"https://www.facebook.com/pages/1-2-3-Grow-With-Me/153298421374611";;;"https://www.facebook.com/pages/1-2-3-Grow-With-Me/153298421374611";"https://www.facebook.com/pages/1-2-3-Grow-With-Me/153298421374611";;;;;"y";"y";"y";"y";"y";"y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
869202;"MECCA MARLBOROUGH ELEM CHILD CARE";"25 SCHOOL DRIVE- ELMER THIENES EL SCHOOL";"MARLBOROUGH";"CT";6447;"HARTFORD";"860-295-9400";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
869206;"THE KIDS CLUB";"8 SARAH LANE";"MARLBOROUGH";"CT";6447;"HARTFORD";"860-295-0498";"http://marlboroughchildcare.com";"kerry@marlboroughchildcare.com";"We are family owned and operated Kids Club Child Care center (TKC) since 1998. TKC is licensed for 32 children ages 6 weeks to 10 years old. ";"http://marlboroughchildcare.com";"https://www.facebook.com/TheKidsClubChildCareAndNurserySchoolCenter";"7am-6pm";;;;"y";"y";"y";"y";"y";"y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
869212;"STORK CLUB INC";"186 POMEROY AVENUE";"MERIDEN";"CT";6450;"NEW HAVEN";"203-235-8461";"http://www.storkclubs.com/";;"Our quality staff will create positive interactions between children, parents and administration. 
Serving Your Childcare and Educational Development Needs Since 1982
Family Owned and Operated Since 1982
Transportation to and from Local Schools
Open 6:30 AM – 6:00 PM Monday through Friday
CPR/1st Aid Certified Staff on Premises
Educational, Nurse and Dental Consultants Available
Curriculum based on CT Early Learning Development Standards
Easy On/Off Highway Access for All Locations
We Accept Care 4 Kids at All Locations
Veteran Administrators";"http://www.storkclubs.com/";"https://www.facebook.com/storkclubs";"6:30AM – 6:00PM";;;;"y";"y";"y";"y";"y";"y";"http://www.storkclubs.com/img/logo.png";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
869213;"WFC DOOLEY CHILD DEVELOPMENT CENTER";"169 COLONY STREET";"MERIDEN";"CT";6450;"NEW HAVEN";"203-235-9297";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
869215;"BUTTONS 'N BOWS, INC.";"196-1/2 GRAVEL STREET";"MERIDEN";"CT";6450;"NEW HAVEN";"203-630-0609";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
869218;"CENTER PRESCHOOL";"474 BROAD STREET";"MERIDEN";"CT";6450;"NEW HAVEN";"203-238-2579";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
869221;"ST. STANISLAUS SCHOOL READINESS";"81 AKRON STREET";"MERIDEN";"CT";6450;"NEW HAVEN";"203-238-0845";"http://www.ststansedu.org/web/";"info@ststanedu.org";"Saint Stanislaus School was founded in 1897 by a group of Polish immigrants who wanted to create a God-centered learning environment where prayer, advanced study, and service were emphasized.  Our school curriculum exceeds the national Common Core standards and enhances the knowledge and skills of our students so that they can think critically and become productive moral citizens within a multicultural and technological society.";"http://www.ststansedu.org/web/";;;;"http://www.ststansedu.org/web/about-us/";;"n";"n";"y";"y";"y";"y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
869222;"EASTER SEALS ALL KIDS CHILD CARE";"125 BROAD ST";"MERIDEN";"CT";6450;"NEW HAVEN";"203-686-1438";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
869223;"CDI HEAD START SERVING CITY OF MERIDEN, CT";"398 LIBERTY STREET";"MERIDEN";"CT";6450;"NEW HAVEN";"203-238-9166";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
869225;"HANOVER BEFORE/AFTER SCHOOL PROGRAM";"208 MAIN STREET";"MERIDEN";"CT";6451;"NEW HAVEN";"203-235-6359";"http://hanover.meriden.k12.ct.us/default.asp";"joanne.conte@meridenk12.org";"Hanover School is committed to facilitating the development of the whole child by creating an environment in which all students will achieve success and become productive individuals.

Success will be fostered through meeting the academic needs of students with regard to individual learning styles and instructional levels. The staff, recognizing the changing nature of society, education, and the profession, will utilize current knowledge and ongoing assessment to enhance the learning process. All Hanover students will receive equal educational opportunities every day.

Providing an environment that promotes self-esteem and respect for the home and school community, we will strive to recognize, accept, and respect the diversity of students with regard to cultural and family backgrounds.";"http://hanover.meriden.k12.ct.us/default.asp";;"8:55 A.M. -  3:20 P.M.";;;;"n";"n";"y";"y";"y";"y";"http://hanover.meriden.k12.ct.us/images/hanover_elementary.jpg";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
869235;"GIANELLI'S EARLY LEARNING CENTER";"67 ROUND HILL ROAD";"MIDDLETOWN";"CT";6457;"MIDDLESEX";"860-346-5765";"http://www.gianelliselc.org/";"gianelliselc@gmail.com";"Gianelli's Early Learning Center is founded by the Daughters of Our Lady of the Garden in the educational spirit of St. Anthony Gianelli. We believe that respect for God, others and self contributes to a family-like atmosphere. We are committed to creating ""lifelong learners"" and to nurturing spiritual, emotional, intellectual, and physical growth in a caring and safe environment.
";"http://www.gianelliselc.org/";;"7:45am-5pm";;"http://www.gianelliselc.org/child-care-registration";;"n";"y";"y";"y";"n";"n";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
869243;"CREATIVE CHILD CARE CENTER";"222 COUNTRY CLUB RD";"MIDDLETOWN";"CT";6457;"MIDDLESEX";"860-347-6124";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
869253;"PHELPS INGERSOLL CENTER FOR CHILDREN";"99 UNION STREET";"MIDDLETOWN";"CT";6457;"MIDDLESEX";"860-343-6227";"http://www.midymca.org/programs/for-youth-development/child-care/preschool";"jgilbert@midymca.org";"The Phelps Ingersoll Center for Children’s purpose is to provide high quality, professional childcare and early childhood education to children age 3 – 5 years. The center provides a safe and nurturing environment that promotes the physical, social, emotional and cognitive development of young children.  In addition, the center acts as an education resource for parents and provides assistance in meeting the needs of the families served. The preschool is licensed by the state of Connecticut, and uses the Middletown Preschool Curriculum, developed from the CT Preschool Curriculum and Assessment Frameworks.";"http://www.midymca.org/programs/for-youth-development/child-care/preschool";;"Monday - Friday: 5:15am - 9:30pm
Saturday: 7:00am - 6:00pm
Sunday: 7:00am - 5:00pm";;"http://www.midymca.org/images/Preschool_Enrollment_Form.pdf";;"n";"n";"y";"y";"n";"n";"http://www.midymca.org/images/ymcalogo.fw.png";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
869254;"SOUTH FARMS NURSERY SCHOOL LLC";"261 RIDGE ROAD";"MIDDLETOWN";"CT";6457;"MIDDLESEX";"860-344-1179";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
869255;"MXCC PRESCHOOL @ MACDONOUGH SCHOOL";"66 SPRING ST";"MIDDLETOWN";"CT";6457;"MIDDLESEX";"860-347-8553";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
869263;"WOODRUFF FAMILY YMCA ORANGE AVENUE";"260 ORANGE AVENUE";"MILFORD";"CT";6460;"NEW HAVEN";"203-877-0572";"http://www.cccymca.org/locations/woodruff/child-care/";"cclifford@cccymca.org";"The Woodruff Family YMCA is a branch of the Central Connecticut Coast YMCA. We are a membership organization, which values personal responsibiltiy, honesty, mutual respect and non violence.

Facilites and programs include a 25 yard glass enclosed z-shaped pool, wellness center, youth programs and sports, Preschool, Before and Afterschool programs for Elementary students and an Afterschool program for Middle school students attending the Milford school system, Camp Wepawaug day camp serving children from Kindergarten through 15 years old and Discovery Camp serving children 3 to 7 years old. ";"http://www.cccymca.org/locations/woodruff/child-care/";"https://www.facebook.com/pages/Woodruff-Family-YMCA/300727736295";"Mon - Thu: 
5:30 am - 9:30 pm
Fri: 
5:30 am - 8:00 pm
Sat: 
7:00 am - 6:00 pm
Sun: 
9:00 am - 5:00 pm";"http://www.cccymca.org/jobs/";"https://ops1.operations.daxko.com/Online/2048/Programs/Search.mvc";;"n";"n";"y";"y";"y";"y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
869264;"WOODRUFF FAMILY YMCA CHILDREN CENTER";"631 ORANGE AVENUE";"MILFORD";"CT";6460;"NEW HAVEN";"203-878-8236";"http://www.cccymca.org/locations/woodruff/child-care/";"cclifford@cccymca.org";"The Woodruff Family YMCA is a branch of the Central Connecticut Coast YMCA. We are a membership organization, which values personal responsibiltiy, honesty, mutual respect and non violence.

Facilites and programs include a 25 yard glass enclosed z-shaped pool, wellness center, youth programs and sports, Preschool, Before and Afterschool programs for Elementary students and an Afterschool program for Middle school students attending the Milford school system, Camp Wepawaug day camp serving children from Kindergarten through 15 years old and Discovery Camp serving children 3 to 7 years old. ";"http://www.cccymca.org/locations/woodruff/child-care/";"https://www.facebook.com/pages/Woodruff-Family-YMCA/300727736295";"Mon - Thu: 
5:30 am - 9:30 pm
Fri: 
5:30 am - 8:00 pm
Sat: 
7:00 am - 6:00 pm
Sun: 
9:00 am - 5:00 pm";"http://www.cccymca.org/jobs/";"https://ops1.operations.daxko.com/Online/2048/Programs/Search.mvc";;"n";"n";"y";"y";"y";"y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
869265;"KIDDIE KORNER NURSERY SCHOOL";"26 JOANNE DRIVE";"MILFORD";"CT";6460;"NEW HAVEN";"203-874-7703";"http://www.kiddiekornerns.com/contact.html";"pegbruno@optonline.net";"Welcome to Kiddie Korner Nursery school! We look forward to getting to know your child.

Our program provides a broad range of learning experiences for your child.  The development of new skills will help your child gain independence, social competence and self fulfillment.

Our longtime teachers and staff are dedicated to helping each child discover their unique potential – academically, socially, and interpersonally.

We invite you to visit our classroom so you can see us in action.

We have fun at Kiddie Korner in all seasons.  Here's our ""mascot"" for the winter months - the kids voted on calling him Frosty!  Maybe if you come visit during the winter, you can meet him on our playground!";"http://www.kiddiekornerns.com/contact.html";;" Monday, Wednesday, Friday 9:15 to 11:45, or 9:15 to 2:15 or 12:15 to 2:45
Tuesday, Thursday               9:15  to 11:45  or  9:15 to 1:15 ";;"http://www.kiddiekornerns.com/enrollment.html";;"y";"y";"y";"y";"n";"n";"http://www.kiddiekornerns.com/publishImages/logo_LogoA.jpg";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
869268;"DUCK POND DAY CARE, INC.";"132 NEW HAVEN AVENUE";"MILFORD";"CT";6460;"NEW HAVEN";"203-882-9132";"http://www.duckponddaycare.com/Contact_Milford.html";"milford@duckponddaycare.com";;"http://www.duckponddaycare.com/Contact_Milford.html";;"7:00am - 6:00pm";;;;"y";"y";"y";"y";"n";"n";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
869269;"WOODRUFF FAMILY YMCA ORCHARD HILLS";"185 MARINO DRIVE";"MILFORD";"CT";6460;"NEW HAVEN";"203-874-8465";"http://www.cccymca.org/locations/woodruff/child-care/";"cclifford@cccymca.org";"The Woodruff Family YMCA is a branch of the Central Connecticut Coast YMCA. We are a membership organization, which values personal responsibiltiy, honesty, mutual respect and non violence.

Facilites and programs include a 25 yard glass enclosed z-shaped pool, wellness center, youth programs and sports, Preschool, Before and Afterschool programs for Elementary students and an Afterschool program for Middle school students attending the Milford school system, Camp Wepawaug day camp serving children from Kindergarten through 15 years old and Discovery Camp serving children 3 to 7 years old. ";"http://www.cccymca.org/locations/woodruff/child-care/";"https://www.facebook.com/pages/Woodruff-Family-YMCA/300727736295";"Mon - Thu: 
5:30 am - 9:30 pm
Fri: 
5:30 am - 8:00 pm
Sat: 
7:00 am - 6:00 pm
Sun: 
9:00 am - 5:00 pm";"http://www.cccymca.org/jobs/";"https://ops1.operations.daxko.com/Online/2048/Programs/Search.mvc";;"n";"n";"y";"y";"y";"y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
869280;"GOOD SHEPHERD DAY CARE CENTER";"170 OLD POINT ROAD";"MILFORD";"CT";6460;"NEW HAVEN";"203-874-8232";"http://www.goodshepherdchilddevelopment.org/";;"Good Shepherd Child Development Center, Inc. est, 1969, located at 170 Old Point Road, Milford, CT; provides early childhood care and education services on a full-day, full-year basis for infants, toddlers and preschool children from working families.  Good Shepherd has been successfully operating for 30 plus years and Nationally Accredited (NAEYC).

Good Shepherd is State Licensed to accommodate 56 Infant & Toddlers and 40 Preschoolers. We are open Monday through Friday, 52 weeks per year, from 6:45am to 5:30pm. This center is run by the Executive Director under the advisement of a Board of Directors comprised of community leaders, parents and early childhood education experts.  The teachers of Good Shepherd are experienced and educated in Early Childhood Education; many have worked for the Center for several years. Parent involvement is an important component of our program, one of which we take high regard to.";"http://www.goodshepherdchilddevelopment.org/";;;;;;"y";"y";"y";"y";"n";"n";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
869281;"SAND CASTLE LEARNING CENTER";"301A BREWSTER ROAD";"MILFORD";"CT";6460;"NEW HAVEN";"203-283-9362";"http://www.sandcastlemilford.com/";;"Where are you going to find a center that loves your child and treats them like family? We believe that your child’s care and education is a partnership between us and your family. At Sand Castle Learning Center, our children come to feel that they are at their second home. Our Teachers’ care and respect for each child makes for a wonderfully comfortable learning environment that is fun and safe. Frequent one on one attention assures that your child will be learning to their fullest potential. And with flexible scheduling, we are sure to fit your childcare needs. So when your child is ready for more, stop in for a visit and meet with our staff.";"http://www.sandcastlemilford.com/";;;;;;"n";"y";"y";"y";"n";"n";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
869285;"WOODRUFF FAMILY YMCA - LIVE OAKS";"575 MERWIN AVENUE";"MILFORD";"CT";6460;"NEW HAVEN";"203-878-5677";"http://www.cccymca.org/locations/woodruff/child-care/";"cclifford@cccymca.org";"The Woodruff Family YMCA is a branch of the Central Connecticut Coast YMCA. We are a membership organization, which values personal responsibiltiy, honesty, mutual respect and non violence.

Facilites and programs include a 25 yard glass enclosed z-shaped pool, wellness center, youth programs and sports, Preschool, Before and Afterschool programs for Elementary students and an Afterschool program for Middle school students attending the Milford school system, Camp Wepawaug day camp serving children from Kindergarten through 15 years old and Discovery Camp serving children 3 to 7 years old. ";"http://www.cccymca.org/locations/woodruff/child-care/";"https://www.facebook.com/pages/Woodruff-Family-YMCA/300727736295";"Mon - Thu: 
5:30 am - 9:30 pm
Fri: 
5:30 am - 8:00 pm
Sat: 
7:00 am - 6:00 pm
Sun: 
9:00 am - 5:00 pm";"http://www.cccymca.org/jobs/";"https://ops1.operations.daxko.com/Online/2048/Programs/Search.mvc";;"n";"n";"y";"y";"y";"y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
869286;"WOODRUFF FAMILY YMCA - MATTHEWSON";"466 WEST RIVER STREET";"MILFORD";"CT";6460;"NEW HAVEN";"203-878-7782";"http://www.cccymca.org/locations/woodruff/child-care/";"cclifford@cccymca.org";"The Woodruff Family YMCA is a branch of the Central Connecticut Coast YMCA. We are a membership organization, which values personal responsibiltiy, honesty, mutual respect and non violence.

Facilites and programs include a 25 yard glass enclosed z-shaped pool, wellness center, youth programs and sports, Preschool, Before and Afterschool programs for Elementary students and an Afterschool program for Middle school students attending the Milford school system, Camp Wepawaug day camp serving children from Kindergarten through 15 years old and Discovery Camp serving children 3 to 7 years old. ";"http://www.cccymca.org/locations/woodruff/child-care/";"https://www.facebook.com/pages/Woodruff-Family-YMCA/300727736295";"Mon - Thu: 
5:30 am - 9:30 pm
Fri: 
5:30 am - 8:00 pm
Sat: 
7:00 am - 6:00 pm
Sun: 
9:00 am - 5:00 pm";"http://www.cccymca.org/jobs/";"https://ops1.operations.daxko.com/Online/2048/Programs/Search.mvc";;"n";"n";"y";"y";"y";"y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
869287;"WOODRUFF FAMILY YMCA - MEADOWSIDE";"80 SEEMANS LANE";"MILFORD";"CT";6460;"NEW HAVEN";"203-876-8474";"http://www.cccymca.org/locations/woodruff/child-care/";"cclifford@cccymca.org";"The Woodruff Family YMCA is a branch of the Central Connecticut Coast YMCA. We are a membership organization, which values personal responsibiltiy, honesty, mutual respect and non violence.

Facilites and programs include a 25 yard glass enclosed z-shaped pool, wellness center, youth programs and sports, Preschool, Before and Afterschool programs for Elementary students and an Afterschool program for Middle school students attending the Milford school system, Camp Wepawaug day camp serving children from Kindergarten through 15 years old and Discovery Camp serving children 3 to 7 years old. ";"http://www.cccymca.org/locations/woodruff/child-care/";"https://www.facebook.com/pages/Woodruff-Family-YMCA/300727736295";"Mon - Thu: 
5:30 am - 9:30 pm
Fri: 
5:30 am - 8:00 pm
Sat: 
7:00 am - 6:00 pm
Sun: 
9:00 am - 5:00 pm";"http://www.cccymca.org/jobs/";"https://ops1.operations.daxko.com/Online/2048/Programs/Search.mvc";;"n";"n";"y";"y";"y";"y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
869292;"STEP-A-WAY NURSERY SCHOOL";"423 MAIN STREET";"MONROE";"CT";6468;"FAIRFIELD";"203-261-4717";"http://stepneybaptist.com/contact-us.php";"cscc.drcc@snet.net";"The philosophy of Church Street Child Care is to provide a safe and loving environment with a nursery school format for young children to explore, learn and discover and to offer a welcoming place for older elementary school-age children to play, rest and study in a before and after school structured program.

Current Openings for 2014-2015 School Year:

    PreSchool (Full Day): Available
    PreSchool (1/2 Day): Available
    Before and After School: Available
    Before School: Available
    After School: Available
";"http://stepneybaptist.com/contact-us.php";;"Monday - Friday 7:00 am until 6:00 pm";;;;"y";"y";"y";"y";"y";"y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
869295;"LEISURE EDUCATION AFTERSCHOOL PROGRAM";"180 OLD NEWTOWN ROAD";"MONROE";"CT";6468;"FAIRFIELD";"203-445-9358";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1103670;"LITTLE IVY NURSERY SCHOOL";"175 OLD TANNERY ROAD";"MONROE";"CT";6468;"FAIRFIELD";"203-268-4265";;;;;;;;;;;;;;;;;;;;;"Y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
869301;"TINY TREASURES DEVELOPMENTAL LEARNING";"51 SHELTON ROAD";"MONROE";"CT";6468;"FAIRFIELD";"203-459-1444";"http://www.tinytreasuresct.com/Contact.html";;"Tiny Treasures Developmental Learning Center provides a safe, loving environment for children. We accept children from four weeks to six years of age. We play developmentally appropriate games, teach ABCs and 123s, and supply nutritious snacks. We are open from 7:30am to 5:45pm. Each child receives loving care and attention at Tiny Treasures. Your child will love our large collection of toys and games. We even have 3 outdoor playgrounds with all kinds of slides and toys. Mommies and Daddies feel secure leaving their children at Tiny Treasures. We love each child as if he or she were our own.";"http://www.tinytreasuresct.com/Contact.html";;"7:30am to 5:45pm";;;;"y";"y";"y";"y";"n";"n";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
869309;"NEWTOWN SACC PROGRAM-HEAD O'MEADOW";"94 BOGGS HILL ROAD";"NEWTOWN";"CT";6470;"FAIRFIELD";"203-426-1289";"http://newtown.head.schooldesk.net/";"gasparineb@newtown.k12.ct.us";"The mission of Head O’Meadow School is to provide a safe, supportive environment in which students are inspired to achieve their academic potential and develop the skills and knowledge necessary to become caring, responsible, and successful citizens.
";"http://newtown.head.schooldesk.net/";;"9:05 - 3:37";;;;"n";"n";"y";"y";"y";"y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
869312;"NEWTOWN SCHOOL AGE CHILD CARE-HAWLEY";"29 CHURCH HILL ROAD";"NEWTOWN";"CT";6470;"FAIRFIELD";"203-426-7666";"http://newtown.hawley.schooldesk.net/";"morettic@newtown.k12.ct.us";"In the early twentieth century, the old academy building served as a high school for Newtown.  In 1920 the old academy building, mysteriously caught fire and was burned to uselessness.

In the aftermath, Arthur T. Nettleton, president of Newtown Savings Bank and financial advisor to Mary E. Hawley, convinced her to donate a new High School building to the town.  This became the first of several benefactions to the town from that exceedingly generous woman.

The school, which was to be named for her parents, was completed in 1921 and was considered to be one of the most advanced school buildings in the state at that time.  In addition to having central heating, it was completely fireproof and contained a state of the art chemistry lab and full auditorium for community meetings.

The building continued to be used as a High School until 1953 when a new High School was constructed on Queen Street.  The Hawley School subsequently became a K-8th grade elementary school and after the conversion of the Queen Street building into a Middle School in 1974, it became a K-5th grade elementary school.

The building is situated on a level 1.2 acre plot that adjoins Taylor Field which it uses for playground facilities.   Taylor Field was the former Newtown Fairgrounds and it was donated to the town by Cornelius B. Taylor in the 1920's.  The remains of the old fair race track can still be seen in the woods to the north of this field.

It is a long standing tradition that Mary E. Hawley's generosity is commemorated each year around Memorial Day when  4th graders are selected at random and being joined by the Hawley School principal, they place potted flowers on Miss Hawley's grave in the village cemetery.  After this brief ceremony, they visit the Town Hall and the Soldier's and Sailor's Monument, two of Miss Hawley's other gifts to the town.";"http://newtown.hawley.schooldesk.net/";;;;;;"n";"n";"y";"y";"y";"y";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
869313;"MISTY MORNING CHILDREN'S CENTER";"10 COMMERCE ROAD";"NEWTOWN";"CT";6470;"FAIRFIELD";"203-270-6771";"http://www.mistymorningcc.com/";"tracylefebvre@mistymorningcc.com";"When it comes to your child and choosing a child care center, nothing less than the highest standards will do. Our infant, toddler, preschool and elementary (before- and after-school) programs provide a safe and clean learning environment for your child to explore to his or her full potential. Our caring, professional staff plan activities that are fun, age appropriate, and lay the foudation for future success. We exchange information with families members and provide coordination with important community resources to support the whole child, as well as other family members.  Misty Morning Children's Center, with its tree-lined playgrounds is located less than a 1/2 mile from Exit 10 on I-84, providing a convenient location for those families working or living in Newtown, Southbury, Bethel and Danbury.  If you are looking for quality child care that meets your high standards look no further. We would love to have an opportunity to show you our facilities and give you and your child a chance to look around and ask questions. Please call or email today to schedule your personal tour.  We hope to hear from you soon!";"http://www.mistymorningcc.com/";;"Monday - Friday
7:00 am - 6:00 pm﻿";;;;"y";"y";"y";"y";"y";"y";"http://www.mistymorningcc.com/s/misc/logo.jpg?t=1436245485";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
