"FacilityID";"InspectionID";"Inspection Date";"Inspection Result"
"BrooklynDC19944";"870dee72316e507e87e710964f86567f";" 12/29/21";" Compliance Inspection of Open Violations - Passed inspection; Violations corrected at time of inspection"
"BrooklynDC17795";"08040c4dee0427ae4cfca054c772dbfc";" 9/23/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC39406";"f7120965a947cdf0ce32781301994c8d";" 11/30/21";" Initial Annual Inspection - Reinspection Required"
"BrooklynDC21845";"c8f25a55bb5eee5fae9cdcae26918363";" 10/8/21";
"BrooklynDC22544";"0686618a98a052ac5d07d30d8b013dc8";" 9/15/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC757";"25a529b89c828e560d3d0b07388fc477";" 9/15/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC26096";"15a002e251a0b8d2cdc47219e966a684";" 10/6/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC26097";"5b3a6d07a74373b79295aea23ca5a73f";" 10/6/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC19732";"08ac841051614212b067416ad8d568ef";" 10/6/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC19733";"0a94c331d33bb593ee06c28857c81c69";" 11/19/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC38197";"78c8f03afc2d83e7155d1dd260968d9a";" 1/26/22";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC22704";"03ac193acbf880473064873e477b0323";" 1/6/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC22705";"55d406de1e154db968b158681900a48e";" 9/17/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC33872";"5eac7a69caf384c4104490d52525bd44";" 9/27/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC22669";"fee2d9cd2351f7e300cb00e51f6194ce";" 9/20/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC14165";"0f74dbc39cbe365479eff324d3ccd1c1";" 5/28/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC2015";"3c0c79b3ab7eedf67da5f223ca304e5a";" 5/28/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC24039";"8c680b9006be01fb6715e6ab99271741";" 6/30/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC36764";"9c12a21b020e5cd83290b2bdb5e03b2f";" 3/3/21";" Initial Annual Inspection - Passed inspection; Violations corrected at time of inspection"
"BrooklynDC24695";"5b683b7e22a6cb8a1f76feb6ad229959";" 9/15/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC36102";"91c30882d9b87f03ac59ebd3d9b89281";" 10/23/19";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC38916";"e80aeff85fa60362624c43ae2a6933b3";" 10/27/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC37981";"77265d171c1293cd7f439fe4647f2bce";" 8/17/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC38917";"c0d172453d836a19f7389472bd6809f7";" 12/9/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC24620";"9287bd51ca9ca173751cf19eda1cd053";" 12/28/21";" Compliance Inspection of Open Violations - Passed inspection; Violations corrected at time of inspection"
"BrooklynDC25977";"8760866321ea2e0ac46bfaf5b5476c6d";" 1/11/22";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC25976";"9e5dd6acaa11b4cacf819ea7209ea638";" 1/11/22";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC34891";"c6356378d4d5f0635e627040feac0abf";" 11/30/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC32710";"51c6092c8634c2f06b67522b967dda3c";" 1/13/22";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC14266";"10c5826a0564dbf998214d3c429a38ff";" 1/14/22";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC15609";"67d4a9b3c150ccb6e5848b862915f8c3";" 7/7/21";" Initial Annual Inspection - Reinspection Required; Fines pending"
"BrooklynDC14481";"ef87bc2bcdc542cc051ae04539d8815d";" 7/7/21";" Initial Annual Inspection - Reinspection Required; Fines pending"
"BrooklynDC37523";"12c89f17ff6ec88cac237b09514f6162";" 10/21/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC31701";"1e99d02aed70c3b53be7081ce8a83e03";" 1/26/22";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC34857";"7888598f9c56d68e46200b218972c3be";" 12/9/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC33010";"084222f6bec35297b126fe496d22d391";" 12/9/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC39354";"5920c145347e05cd04dddd89c39f13de";" 1/25/22";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC308";"7eeb58f4ecb09e6d7c1cf8b1967d9ae2";" 10/13/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC229";"931bd5c8a3b80c3d1fd93b1a4c3e3ad4";" 12/9/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC36734";"bd9a41d59d1855b7778da088a15cc047";" 6/15/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC36731";"b176b0bc7bafd02f67e382d3bdd24afc";" 12/7/21";" Compliance Inspection of Open Violations - Reinspection Required"
"BrooklynDC39604";"a2a1a0cb3de17be07e43773e26524dbc";" 10/13/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC39144";"76f50b43d1afb5cfdad393d71cc6c32d";" 12/21/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC39606";"ddbd451be9e8350e0cd3f2eee6031ab8";" 9/29/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC22952";"0f1064f75bec50a4ce45981cf98b49e6";" 10/14/21";" Initial Annual Inspection - Reinspection Required"
"BrooklynDC25982";"ab46782e64545e179843ef0793a6bb79";" 12/16/21";" Initial Annual Inspection - Passed inspection; Violations corrected at time of inspection"
"BrooklynDC2684";"d3fd846a9a47358f3a0a39ebd458c064";" 10/13/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC33982";"eb099e0a20976185f4e1d21e9be6070b";" 10/20/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC23443";"1530d423ed60934bcc6137b7fe440e21";" 7/21/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC35930";"ecef98086777806ec3a8985406664237";" 1/21/22";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC35907";"0a7c8fbdbccb0c2126c70ac7cdf20a4d";" 1/21/22";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC32884";"fa52f9fe9fd3d82a10cc9d02f7c89bbf";" 10/20/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC25239";"351d3484147bc3602d20f99f606f35fe";" 9/10/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC33880";"affedacc30cad8792c49402ef8440b75";" 7/16/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC11780";"cc2112d7d04f2cfc4225833cb5cc1a16";" 7/14/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC22648";"6deb41c007ccaf8e2a16aed27b9b4fdf";" 11/5/21";" Initial Annual Inspection - Reinspection Required"
"BrooklynDC22824";"ba3ce6b4c1a982db05ec13aff2447049";" 1/10/22";" Compliance Inspection of Open Violations - Reinspection Required; Violations corrected at time of inspection"
"BrooklynDC14141";"a63eb481f278ba4a688d49495ec15b7c";" 9/23/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC18357";"d3fe53c5d58e30a0a607fb733ae544d7";" 1/25/22";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC38419";"3ffe43aaf133445bb7610ed76b0dffed";" 10/27/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC33581";"f2dd31635e34c547ec0bdd16b1c0625b";" 8/13/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC33582";"caced3df4aaf069df78d787dd61cdc04";" 8/13/21";" Initial Annual Inspection - Reinspection Required; Violations corrected at time of inspection"
"BrooklynDC25981";"96917e47c68c87228980943183c052d5";" 11/9/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC33915";"f20c16fc64991c0e2f1f2fdb7d010089";" 8/12/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC24750";"08ebad4c72c3a305b78e2b4f2d207281";" 11/18/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC39343";"73cee63116872cb73cddcc79cd3764c6";" 12/14/21";" Initial Annual Inspection - Reinspection Required"
"BrooklynDC25990";"274879f64e4219cccf7808cc28cbfe54";" 9/24/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC37978";"ccf7881b89f0fa452bbfe2d9992cc6ef";" 11/19/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC33605";"aef804f5069ee01c28b107092f9e8cc5";" 7/30/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC31794";"cdf874e0ff7bec588addb2f319c7a79c";" 7/30/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC36590";"cdd5c9d7fe17063ca647f33060771804";" 8/18/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC37652";"b8bcdcddd3b57b291c58ffdd5419ae8a";" 8/18/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC36885";"f96bf6a26063959b64c489edc7532418";" 12/15/21";" Compliance Inspection of Open Violations - Reinspection Not Required"
"BrooklynDC37227";"676b7ef81599721112a48c26572c825f";" 12/15/21";" Compliance Inspection of Open Violations - Passed inspection; Violations corrected at time of inspection"
"BrooklynDC14250";"9a0beb329080785a499d45c34db70676";" 9/15/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC32177";"3156cde32d8feaaf7a71423381adc38d";" 5/27/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC26141";"1898fce46e743544fadd2c90dabb2045";" 6/2/21";" Compliance Inspection of Open Violations - Previously cited violations corrected"
"BrooklynDC10735";"6c10150fd08fea3e27358f56512203d1";" 11/10/21";
"BrooklynDC24691";"67a66e5881ccc5e192f2f1cdc6dca9ff";" 8/11/21";" Initial Annual Inspection - Reinspection Required; Violations corrected at time of inspection"
"BrooklynDC36425";"b26b9cea6d9b549dcb118aa64437f104";" 10/15/21";" Initial Annual Inspection - Reinspection Required"
"BrooklynDC37289";"b631cecb0937ae2bca3df8b8ff0e21fd";" 9/23/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC36016";"a34cc91cfaa3bfc99e8698475f617bfe";" 10/15/21";" Initial Annual Inspection - Reinspection Required; Fines pending"
"BrooklynDC12236";"0a7435fa87a57049f61e50d667435790";" 2/9/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC17699";"6d7ce44df6cb6dd6b00a24389c57d438";" 7/22/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC24545";"532ccc365f369d2805f8b0db56d3b196";" 11/10/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC37250";"e2e0dea84e498383f2d69f85e55675e8";" 1/27/22";" Initial Annual Inspection - Reinspection Required; Violations corrected at time of inspection"
"BrooklynDC21573";"a64cd78bc4dd2d5ca077fac7b3806f72";" 12/1/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC19178";"5c4323f2ad6273cfe949399d433149a1";" 11/12/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC17585";"6789c2951fabdfe16e29303168e1ea9c";" 10/7/21";
"BrooklynDC23147";"fad8610493770574f8533b49e77fc2f5";" 11/10/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC32573";"2a84900c9e93cb4376819fa500838574";" 9/23/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC21769";"15759bacc3af67fd64cc6b2798adf0fb";" 1/3/22";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC21038";"1f100701dc71d5af11905e0edc679dc0";" 1/3/22";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC36640";"d3f28871d63630ca248c96984cbf0fc3";" 6/16/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC36626";"39d1f1f103b5be5333136714e211752c";" 6/16/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC32726";"3140d37f8bf4c852a01d7fe5b8e44eb6";" 6/29/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC25653";"c95b545412873348e6facb70d0162b73";" 1/6/22";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC1796";"dd76e9e45a4c6b29ad06c829730e4e30";" 11/24/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC22109";"7a12eb32d0dba6b72ba4f95b84fd02d0";" 1/6/22";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC34727";"e6ec89816eac205e7a89bb541e69b122";" 10/20/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC22224";"32cfd69a079f089de710668490dcde8d";" 1/6/22";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC22180";"922c5f05a790aa69438baae3b2491d2c";" 11/17/21";" Initial Annual Inspection - Reinspection Not Required"
"BrooklynDC19468";"a5cfae77eb44dcb6c8ed78879c15f4bc";" 11/17/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC25556";"fd5a9585970459056a4c7a14e1c48f07";" 6/8/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC25557";"16b4e60e4ba1068b784b4dea6ae32890";" 11/17/21";
"BrooklynDC32202";"3d7c079047760c7a535a8821267b8e85";" 11/18/21";" Monitoring Inspection Non-Routine - Passed inspection with no violations"
"BrooklynDC34689";"297b7b11ecf924a985df0abcfba3122f";" 10/6/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC33254";"551c9803b67804da86a807b6fd3acf04";" 10/6/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC33812";"66669a6f3f4dc998195f0c6bc6e3e1f6";" 10/22/21";
"BrooklynDC33811";"a48dfededcda411723182848bf5e0524";" 10/25/21";
"BrooklynDC33552";"1c2fb0fa7542c60a69d867880503d187";" 10/13/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC950";"43b3e7a46942766018c6b71f99470ba4";" 1/5/22";" Compliance Inspection of Open Violations - Passed inspection; Violations corrected at time of inspection"
"BrooklynDC34659";"b008968dc9c22afc33290b65461ec229";" 5/7/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC22441";"f6cbb7a3f75053900331683c109c9868";" 1/25/22";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC18281";"6da0aa53c847608c38e2022d088fe258";" 11/9/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC2022";"b817d7ff036f917a2f3349424c578849";" 9/8/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC39899";"ed0f97e22b4631d575f2fa9abc1d028d";" 6/4/21";" Initial Annual Inspection - Reinspection Required"
"BrooklynDC21061";"c2afb27a73f861c263c61c4429d747b5";" 11/19/21";" Initial Annual Inspection - Reinspection Required; Fines pending"
"BrooklynDC496";"17d3166e20e35b125ec4623a465e0c61";" 12/14/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC1998";"e96bdce8db57bd793e800709fb3d73d0";" 12/15/21";
"BrooklynDC20414";"5c158e285f986c1e4033afbdbfa479b5";" 6/17/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC1550";"7b98b15a3e5d29952fa30cd8e795bc59";" 10/21/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC21243";"7dde532a390fdf571f34eff838def6ed";" 10/21/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC36185";"51f090e2edecd50f102ba64108f16c1b";" 10/5/21";" Initial Annual Inspection - Reinspection Required; Fines pending"
"BrooklynDC21220";"0ffe7f5710c6225be719fd4a503ba4d6";" 12/15/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC22420";"1b36dc9658569a4774572ae77b6aeae0";" 12/9/21";
"BrooklynDC14921";"8535c270a8e778157d07f0f4a85a4daf";" 7/14/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC34832";"af427a75727124735e54a3828caad7ca";" 4/7/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC26223";"8eb83443872797676c34af3bc1bd0833";" 11/23/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC33698";"575512772f0be4001013aba070fdef12";" 12/10/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC11744";"c0edcc9cb33b50f5fe4bd17d3de587f7";" 9/21/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC1075";"46db97296123558b8d2d6725d38bb8e1";" 10/28/21";" Initial Annual Inspection - Reinspection Required"
"BrooklynDC10549";"c24d351fd4834b789c3b9b8fd0749cb8";" 7/13/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC21075";"df8abfb7145a41af044c2b302c960eec";" 2/1/22";" Compliance Inspection of Open Violations - Passed inspection; Violations corrected at time of inspection"
"BrooklynDC38006";"5a4576c9ade4b31ecb633057b0bac6d6";" 7/2/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC37056";"c2d6b3ad24e90946d3fd47e9e9691734";" 8/10/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC38011";"165470434acff203e84f66fba05ca27d";" 7/2/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC37051";"5984aedc405875ff47b490b4b5ed34db";" 8/10/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC26029";"379d82e3a1c90ccd8e1427257ddc9606";" 9/24/20";" Monitoring Inspection Non-Routine - Reinspection Required; Fines pending"
"BrooklynDC36389";"c96ff12dc60faca1932e8f4cb3969e6b";" 10/19/21";" Initial Annual Inspection - Reinspection Required"
"BrooklynDC22569";"8c904215405a97a88416c3693ca82a96";" 1/22/20";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC1715";"7034354e8399fb27ab8b6a58b212fac1";" 7/15/21";" Initial Annual Inspection - Passed inspection; Violations corrected at time of inspection"
"BrooklynDC26068";"30f78d7101e78cc085fa2c6abb9c31a4";" 12/14/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC35125";"fcc1e6094d311c2a0091e7c2e9f4d202";" 11/23/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC22829";"e73c3f80d5f9e0deb128252496a3f4b6";" 12/14/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC34090";"cd54a69205b31eac475205fb309e78fa";" 12/7/21";" Compliance Inspection of Open Violations - Reinspection Required"
"BrooklynDC32896";"7c83dc26effb31ce0fd8692133080cec";" 5/20/21";" Initial Annual Inspection - Reinspection Required"
"BrooklynDC32454";"fc93f51a68544e00db8a6561fc3d2ef9";" 8/17/21";" Monitoring Inspection Non-Routine - Passed inspection with no violations"
"BrooklynDC16048";"bbbf41ac5cb03101a0531e1637f0cfd8";" 8/31/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC20603";"d13956fac203ef3e1684358561817709";" 1/11/22";" Initial Annual Inspection - Reinspection Required"
"BrooklynDC1078";"b78b59f43c575ffa981407ff4516c4e9";" 12/15/21";" Initial Annual Inspection - Reinspection Required; Fines pending"
"BrooklynDC1080";"47f391c1f930bff1bf780117f5884c8d";" 1/29/20";" Initial Annual Inspection - Reinspection Required; Fines pending"
"BrooklynDC32527";"6f89a35197ac7e3591d5cedba7ca1381";" 11/13/19";" Compliance Inspection of Open Violations - Reinspection Required; Violations corrected at time of inspection"
"BrooklynDC38527";"bc6db2272c341d682f4d31b775138168";" 1/15/20";" Compliance Inspection of Open Violations - Reinspection Required; Fines pending"
"BrooklynDC25293";"6fd5c5d496c878355746bc125e9573b8";" 10/14/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC705";"a7cbe6abc9c116a4387989f7c51fe9e0";" 11/10/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC39809";"1ba3f20d8a6c26ab065d63167964e5ec";" 12/3/21";" Initial Annual Inspection - Reinspection Required; Fines pending"
"BrooklynDC38447";"4a773e76b0e577c32747928d9279c0ec";" 5/31/19";
"BrooklynDC32549";"a3b7b2c7e61874530d8f4830ba1391a1";" 6/2/21";" Initial Annual Inspection - Reinspection Required"
"BrooklynDC12150";"620067b1a3414822e45377cdda288aca";" 12/1/21";" Initial Annual Inspection - Reinspection Required; Fines pending"
"BrooklynDC38279";"c3db728876b30c86c87c6ac5fa5f4574";" 12/1/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC347";"92001fbdfd56868de187ec9c0b4e5d17";" 11/17/21";
"BrooklynDC10755";"41d046067d0b82019e69160c30329451";" 8/4/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC398";"a04b26c5277b70cfc3ad31806d9a0a47";" 5/19/21";" Compliance Inspection of Open Violations - Reinspection Required; Violations corrected at time of inspection"
"BrooklynDC34115";"8eeac5268feb9cfc403aa1d8a0cf801e";" 11/19/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC31751";"98ad21cd72560b074dca812c96f6cf94";" 10/18/21";" Compliance Inspection of Open Violations - Reinspection Required; Violations corrected at time of inspection"
"BrooklynDC38964";"2dacfb98b722f15362c6979b0e72f7d5";" 10/21/21";" Initial Annual Inspection - Reinspection Required; Fines pending"
"BrooklynDC14900";"6a29e7736c319a3d775857d4884e5ee3";" 8/24/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC14369";"6ce30ba7bf5a6d2f58c641adcdea308e";" 1/25/22";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC34469";"069bf101120cb0a41b43feaa7d38a634";" 11/22/19";" Compliance Inspection of Open Violations - Reinspection Required; Violations corrected at time of inspection"
"BrooklynDC1789";"f5431e17b94bad868a9cd2fe89d9d6b8";" 12/8/21";
"BrooklynDC349";"b1855d816025ea2a2c07d92dc45fe401";" 10/5/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC1846";"bc3102410533be458975d5e7cf231d7f";" 6/24/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC911";"8201e94c5ae569f4a35e5d45bf7e24bd";" 6/23/21";" Initial Annual Inspection - Reinspection Required"
"BrooklynDC2035";"0df1f7c0fead5e93c33e68ce3a609452";" 6/24/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC33862";"f9ffe7bb44211665c54564c0b8b2b3fb";" 10/4/21";" Initial Annual Inspection - Reinspection Required; Fines pending"
"BrooklynDC24884";"f6bd3e16df803e026207d96d05081c48";" 9/22/21";" Initial Annual Inspection - Passed inspection; Violations corrected at time of inspection"
"BrooklynDC37427";"3c7a5858967ef14d3319c73c0eb56d1e";" 1/26/22";" Compliance Inspection of Open Violations - Passed inspection; Violations corrected at time of inspection"
"BrooklynDC37525";"7d3a646466e704653296620ce6f4da56";" 6/4/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC1021";"5dff1a64371608bf2762bc6f45924181";" 1/18/22";" Monitoring Inspection Non-Routine - Reinspection Required"
"BrooklynDC10514";"cd6d52455e7a1a12cd15ddca4d7021f7";" 1/12/22";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC14598";"ec04f0795dfdd115d17309102a9b958f";" 1/27/22";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC22784";"1bf58addb8c3cf0e18f0ffcc4124ec36";" 6/8/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC39919";"f6eadccab0654849b4a41de8c8e3ba62";" 11/5/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC36901";"9af4f335bb6896ddd362a596280a4ffb";" 11/15/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC19305";"60d7cef6941d8dbc3042b5f84bb4a0a9";" 11/24/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC1783";"acee57f51bc03ba079383512d6f06939";" 7/20/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC36824";"309ec2d9a00fb0c116f25c7dc29a7a4b";" 7/15/21";" Initial Annual Inspection - Reinspection Required"
"BrooklynDC36466";"575adf783b3121779640a435c5a416fd";" 11/17/21";" Initial Annual Inspection - Reinspection Required"
"BrooklynDC25738";"f4d3a93d2e5357455fc8f64b8927dcac";" 10/25/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC25978";"abf5964af2d10655c9644553d1d7cd35";" 1/27/22";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC462";"3917f8c4c91771bb7ec65b57f6170cf2";" 11/12/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC32959";"2730deab1ec1c951a0cb0877d65c9013";" 12/10/21";
"BrooklynDC643";"766e0400f6b1a1ced37a28b3789d963a";" 1/18/22";
"BrooklynDC14442";"4b0cb523fc8ae90ab8e5a05ce2b18429";" 6/10/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC18391";"8192fac997159624f1adb815335ad196";" 6/11/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC20905";"139053e5cd56dca07f399953cb42e590";" 2/10/21";" Compliance Inspection of Open Violations - Reinspection Required"
"BrooklynDC540";"10bcb8bc0666743d4ba57c3b34ea2528";" 10/21/21";" Initial Annual Inspection - Reinspection Required"
"BrooklynDC21012";"4589fa2a982b91fab16edfe9a66533c8";" 12/2/21";" Initial Annual Inspection - Reinspection Not Required"
"BrooklynDC946";"bf555c90643dda7680be023e1167d63a";" 1/12/22";" Initial Annual Inspection - Reinspection Not Required"
"BrooklynDC196";"596674007819c3787f88451f7f77f3d6";" 11/17/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC37722";"64c6760e72d5055fac1b743e441eb513";" 11/12/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC1630";"e9d6fca0c534ba6872466c3b7887904e";" 12/3/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC35488";"26df630c27eadcd4c59d90fe7056e99b";" 1/21/22";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC38904";"a258abf382d471f39cbd239fa00c86fe";" 8/13/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC22727";"b4c5ebf2964eb2141b6b138ed59c401f";" 12/15/21";" Compliance Inspection of Open Violations - Previously cited violations corrected"
"BrooklynDC18001";"afbe36e0da75ad6b78ffb9fc4c3e8f2d";" 1/10/22";" Initial Annual Inspection - Reinspection Not Required"
"BrooklynDC14156";"a99a2f8d51df0c88231bc0b2e26a71a7";" 9/8/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC32354";"28daab4b407dd78db3b21a4ece7e38ee";" 10/27/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC21250";"34e6b12de15e21204e95dd86b145c617";" 5/5/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC19652";"b87b2b50377c419e1a7687adc27dde24";" 5/5/21";" Initial Annual Inspection - Passed inspection with no violations"
"BrooklynDC17273";"302c03e7018d6d912d083b1c09878e97";" 11/17/21";" Initial Annual Inspection - Passed inspection; Violations corrected at time of inspection"
