Provider ID;SSPS Provider Number;License ID;License Cert;Authority;Facility Type;License Type;License Status;Provider Name;Provider Name Label;Primary Contact;First Initial License Date;First Full License Date;License Anniversary Date;License Expires;Primary Phone;Email;Fax;Capacity;Ages;AgeFromMonths;AgeToMonths;Mail Addr1;Mail Addr2;Mail Addr3;Mail City;Mail State;Mail Zip;Physical Addr1;Physical Addr2;Physical Addr3;Physical City;Physical State;Physical Zip;Business Addr1;Business Addr2;Business Addr3;Business City;Business State;Business Zip;Label Addr1;Label Addr2;Label Addr3;Label City;Label State;Label Zip;County;Licensor;Office;Service Area;Lattitude;Longitude;Early Achievers Status;Referral Status
260613;435111;584855;Licensed;DEL;Center;Non-Expiring;Open;HOPE LUTHERAN SCHOOL;HOPE LUTHERAN SCHOOL;;12/11/2003;12/11/2003;10-Jun;;2069358500;;2069379332;41;2 years 6 months to 12 years 11 months;30;155;4456 42nd Ave SW;;;Seattle;WA;981164623;4456 42nd Ave SW;;;Seattle;WA;98116;4456 42nd Ave SW;;;Seattle;WA;98116;4456 42nd Ave SW;;;Seattle;WA;981164623;King;Cathryn Green;Renton;Northwest;47.563366;-122.385062;Not Participating;Okay to refer
83700;832338;620703;Licensed;DEL;Center;Non-Expiring;Open;HORIZON SCHOOL;HORIZON SCHOOL;;9/8/1993;9/8/1993;7-Sep;;2065460133;;;46;3 years to 10 years;36;120;Angela Atkinson;1512 NW 195th Street;;Shoreline;WA;98177;1512 NW 195TH ST;;;SHORELINE;WA;98177;1512 NW 195TH ST;;;SHORELINE;WA;98177;Angela Atkinson;1512 NW 195th Street;;Shoreline;WA;98177;King;Noy Sivongxay;Renton;Northwest;47.771108;-122.377896;Not Participating;Okay to refer
160721;46005;468327;Licensed;DEL;Center;Non-Expiring;Open;Hugs Tugs & Luv I;Hugs Tugs & Luv I;;12/18/1997;12/18/1997;17-Dec;;2538475685;hugstugsluvschil@hotmail.com;;45;12 months to 12 years 11 months;12;155;PO Box 5086;;;Spanaway;WA;98387;4304 208TH ST E BLDG C & D;;;SPANAWAY;WA;98387;4304 E 208TH;;;SPANAWAY;WA;98387;PO Box 5086;;;Spanaway;WA;98387;Pierce;Kathy Clark;Tacoma;Southwest;47.067863;-122.413767;Participating in Quality Improvement;Okay to refer
190684;288988;469346;Licensed;DEL;Center;Non-Expiring;Open;Hugs Tugs & Luv Infant Center;Hugs Tugs & Luv Infant Center;;12/18/1994;12/18/1994;17-Dec;;2538467206;hugstugsluvschil@hotmail.com;;8;1 month to 12 months;1;12;PO BOX 5086;;;SPANAWAY;WA;983874071;4308 208TH STREET EAST BLDG B;;;SPANAWAY;WA;98387;4308 208TH STREET;;;SPANAWAY;WA;98387;PO BOX 5086;;;SPANAWAY;WA;983874071;Pierce;Kathy Clark;Tacoma;Southwest;47.0674319;-122.372011;Participating in Quality Improvement;Okay to refer
160722;521832;628688;Licensed;DEL;Center;Non-Expiring;Open;Hugs Tugs & Luvs II;Hugs Tugs & Luvs II;;6/18/1991;6/18/1991;17-Dec;;2538475685;hugstugsluvschil@hotmail.com;;43;3 years to 12 years 11 months;36;155;PO BOX 5086;;;SPANAWAY;WA;983874071;4308 208TH ST CT E BLDG A & B;;;SPANAWAY;WA;98387;4308 E 208TH;;;SPANAWAY;WA;98387;PO BOX 5086;;;SPANAWAY;WA;983874071;Pierce;Kathy Clark;Tacoma;Southwest;47.103988;-122.4345661;Participating in Quality Improvement;Okay to refer
105746;875113;628725;Licensed;DEL;Center;Non-Expiring;Open;HUTCH KIDS CHILD CARE;HUTCH KIDS CHILD CARE;;4/30/1993;4/30/1993;18-Apr;;2066675983;;2066676899;141;1 month to 6 years;1;72;Lake Union Child Care;1210 Valley ST.;;SEATTLE;WA;98109;1210 Valley St.;;;SEATTLE;WA;98109;1210 Valley ST.;;Lake Union Child Care dba Hutch Kids;SEATTLE;WA;98109;Lake Union Child Care;1210 Valley ST.;;SEATTLE;WA;98109;King;Noy Sivongxay;Renton;Northwest;47.6260131;-122.3322155;Quality Level of Excellence;Okay to refer
270016;896005;670791;Licensed;DEL;Center;Non-Expiring;Open;IMAGINATION STATION;IMAGINATION STATION;;4/21/2003;4/21/2003;20-Apr;;4258311916;;;55;1 month to 13 years;1;156;39184 SE Epsilon;;;SNOQUALMIE;WA;98065;39184 SE EPSILON ST;;;SNOQUALMIE;WA;98065;39184 SE EPSILON ST;;;SNOQUALMIE;WA;98065;39184 SE Epsilon;;;SNOQUALMIE;WA;98065;King;Carol Artz;Bellevue;Northwest;47.521823;-121.818341;Quality Level of Excellence;Okay to refer
670946;61386;670797;Licensed;DEL;Center;Non-Expiring;Open;IMAGINATION STATION - NORTH BEND;IMAGINATION STATION - NORTH BEND;;5/10/2012;9/24/2012;9-May;;4252923058;;;40;12 months to 13 years;12;156;39184 SE Epsilon St;;;Snoqualmie;WA;98065;240 Janet Ave N;;;North Bend;WA;98045;222 Janet Ave N;;;North Bend;WA;98045;39184 SE Epsilon St;;;Snoqualmie;WA;98065;King;Carol Artz;Bellevue;Northwest;47.494914;-121.781592;Quality Level of Excellence;Okay to refer
4679;123495;460391;Licensed;DEL;Center;Non-Expiring;Open;Immanuel Preschool & Daycare Center;Immanuel Preschool & Daycare Center;;11/3/1991;11/3/1991;2-Nov;;2535372808;imdaycare@yahoo.com;;114;12 months to 12 years 11 months;12;155;9244 PACIFIC AVE;;;TACOMA;WA;98444;9244 PACIFIC AVE;;;TACOMA;WA;98444;9244 PACIFIC AVE;;;TACOMA;WA;98444;9244 PACIFIC AVE;;;TACOMA;WA;98444;Pierce;Desiree Eberhart;Tacoma;Southwest;47.172374;-122.434965;Not Participating;Okay to refer
233405;334778;688655;Licensed;DEL;Center;Non-Expiring;Open;In His Hands Learning Center;In His Hands Learning Center;;6/13/2000;6/13/2000;12-Apr;;2538518266;ihhlc2@aol.com;2538519665;75;1 month to 12 years;1;144;14405 Peacock Hill Avenue NW;;;Gig Harbor;WA;98332;14405 Peacock Hill Avenue NW;;;Gig Harbor;WA;98332;14405 Peacock Hill Avenue NW;;;Gig Harbor;WA;98332;14405 Peacock Hill Avenue NW;;;Gig Harbor;WA;98332;Pierce;Sharon Bell;Tacoma;Southwest;47.389383;-122.587467;Participating in Quality Improvement;Okay to refer
213428;810108;606723;Licensed;DEL;Center;Non-Expiring;Open;IN HIS STEPS DAYCARE & PRESCHOOL;IN HIS STEPS DAYCARE & PRESCHOOL;;9/2/1999;9/2/1999;1-Sep;;3606914730;inhissteps99@gmail.com;;30;12 months to 13 years;12;156;405 S WABASH AVE;;;GRANITE FALLS;WA;98252;405 WABASH AVE;;;GRANITE FALLS;WA;98252;405 S WABASH AVE;;;GRANITE FALLS;WA;98252;405 S WABASH AVE;;;GRANITE FALLS;WA;98252;Snohomish;Wendy Lin;Everett;North Central;48.0794451;-121.9679104;Participating in Quality Improvement;Okay to refer
327011;128760;603660;Licensed;DEL;Center;Non-Expiring;Open;INNOVATIVE SERVICE NW CCC;INNOVATIVE SERVICE NW CCC;;6/30/2008;6/28/2010;1-Jul;;3608925142;;;102;1 month to 12 years 11 months;1;155;9414 NE FOURTH PLAIN RD;;;VANCOUVER;WA;98662;9414 NE FOURTH PLAIN;;;VANCOUVER;WA;98662;9414 NE FOURTH PLAIN BLVD;;;VANCOUVER;WA;98662;9414 NE FOURTH PLAIN RD;;;VANCOUVER;WA;98662;Clark;Lecion Brogan;Vancouver;Southwest;45.659075;-122.575941;Quality Level of Excellence;Okay to refer
749912;786609;492385;Licensed;DEL;Center;Non-Expiring;Open;Inspire Development Center - Basin City;Inspire Development Center - Basin City;;5/7/2013;;1-Sep;;5092694031;;;170;1 month to 5 years;1;60;105 B South 6th St;;;Sunnyside;WA;98944;281 First Avenue;;;Mesa;WA;99343;281 First Avenue;;;Mesa;WA;99343;105 B South 6th St;;;Sunnyside;WA;98944;Franklin;Blanca Smith;Tri-Cities;East;46.591536;-119.150044;Participating in Head Start/ECEAP Pathway;Okay to refer
748978;60217;667044;Licensed;DEL;Center;Non-Expiring;Open;Inspire Development Center - College Place;Inspire Development Center - College Place;;5/7/2013;;19-Apr;;5095220610;;;210;1 month to 13 years;1;156;105 B South 6th St;;;Sunnyside;WA;98944;213 Labor Camp Rd;;;Walla Walla;WA;99362;Farm Labor Camp;PO BOX 68;;Walla Walla;WA;99362;105 B South 6th St;;;Sunnyside;WA;98944;Walla Walla;Kathryn Gibson;Tri-Cities;East;46.0116043;-118.398655;Participating in Head Start/ECEAP Pathway;Okay to refer
748910;475087;619742;Licensed;DEL;Center;Non-Expiring;Open;Inspire Development Center - George;Inspire Development Center - George;;5/2/2013;;10-Oct;;5098378909;;;61;1 month to 6 years;1;72;105 B S 6th St;;;Sunnyside;WA;98944;403 S Washington Way;;;George;WA;98824;403 S Washington Way;;;George;WA;98824;105 B S 6th St;;;Sunnyside;WA;98944;Grant;Eva Freimuth;Wenatchee;North Central;47.083456;-119.855132;Participating in Head Start/ECEAP Pathway;Okay to refer
748943;211702;491432;Licensed;DEL;Center;Non-Expiring;Open;Inspire Development Center - Grandview;Inspire Development Center - Grandview;;5/7/2013;;1-May;;5098822005;;;226;1 month to 13 years;1;156;105 B South 6th St;;;Sunnyside;WA;98944;1005 Grandridge Rd;;;Grandview;WA;98930;1005 Grandridge Rd;;;Grandview;WA;98930;105 B South 6th St;;;Sunnyside;WA;98944;Yakima;Jose Radillo;Yakima;North Central;46.2448566;-119.9048983;Not Participating;Okay to refer
748944;415705;559650;Licensed;DEL;Center;Non-Expiring;Open;Inspire Development Center - Granger;Inspire Development Center - Granger;;5/6/2013;;11-Apr;;5098541630;;;128;1 month to 13 years;1;156;105 B South 6th St;;;Sunnyside;WA;98944;300 E 1st St;;;Granger;WA;98932;300 E 1st St;;;Granger;WA;98932;105 B South 6th St;;;Sunnyside;WA;98944;Yakima;Jose Radillo;Yakima;North Central;46.3418567;-120.1894606;Rated Quality Level of Excellence;Okay to refer
748946;212689;668764;Licensed;DEL;Center;Non-Expiring;Open;Inspire Development Center - Harrah;Inspire Development Center - Harrah;;5/6/2013;3/31/2015;9-Aug;;5098483422;;;121;1 month to 13 years;1;156;105 B South 6th St;;;Sunnyside;WA;98944;7871 Branch Road;;;Harrah;WA;98933;7871 Branch Road;;;Harrah;WA;98933;105 B South 6th St;;;Sunnyside;WA;98944;Yakima;Jose Radillo;Yakima;North Central;46.4046661;-120.5415952;Participating in Head Start/ECEAP Pathway;Okay to refer
748953;166659;559651;Licensed;DEL;Center;Non-Expiring;Open;Inspire Development Center - Mabton CDC;Inspire Development Center - Mabton CDC;;5/6/2013;;16-Apr;;5098944322;;;99;1 month to 6 years;1;72;105 B South 6th St;;;Sunnyside;WA;98944;207 N 3rd St;;;Mabton;WA;98935;207 N 3rd St;;;Mabton;WA;98935;105 B South 6th St;;;Sunnyside;WA;98944;Yakima;Jose Radillo;Yakima;North Central;46.2141579;-119.9988856;Rated Quality Level of Excellence;Okay to refer
748955;313122;537528;Licensed;DEL;Center;Non-Expiring;Open;Inspire Development Center - Mabton MHS;Inspire Development Center - Mabton MHS;;5/6/2013;11/28/2013;27-Nov;;5098944322;;;78;1 month to 6 years;1;72;105 B South 6th St;;;Sunnyside;WA;98944;214 N 3rd St;;;Mabton;WA;98935;214 N 3rd St;;;Mabton;WA;98935;105 B South 6th St;;;Sunnyside;WA;98944;Yakima;Jose Radillo;Yakima;North Central;46.2141579;-119.9988856;Not Participating;Okay to refer
748912;218328;619832;Licensed;DEL;Center;Non-Expiring;Open;Inspire Development Center - Malott;Inspire Development Center - Malott;;5/2/2013;;15-Oct;;5098265274;;;99;1 month to 6 years;1;72;105 B S 6th St;;;Sunnyside;WA;98944;7 School Road;;;Malott;WA;98829;7 School Road;;;Malott;WA;98829;105 B S 6th St;;;Sunnyside;WA;98944;Okanogan;Eva Freimuth;Wenatchee;North Central;48.2847948;-119.7053047;Not Participating;Okay to refer
748909;785398;573648;Licensed;DEL;Center;Non-Expiring;Open;Inspire Development Center - Mattawa;Inspire Development Center - Mattawa;;5/2/2013;;5-May;;5099324401;;;225;1 month to 6 years;1;72;105 B S 6th St;;;Sunnyside;WA;98944;310 4th Street;;;Mattawa;WA;99349;310 4th Street;;;Mattawa;WA;99349;105 B S 6th St;;;Sunnyside;WA;98944;Grant;Eva Freimuth;Wenatchee;North Central;46.7341557;-119.9050368;Rated Quality Level of Excellence;Okay to refer
748913;350207;601812;Licensed;DEL;Center;Non-Expiring;Open;Inspire Development Center - Moses Lake;Inspire Development Center - Moses Lake;;5/1/2013;9/17/2013;8-Aug;;5097666440;;;59;1 month to 6 years;1;72;105 B South 6th St;;;Sunnyside;WA;98944;1109 Juniper Drive;;;Moses Lake;WA;98837;1109 Juniper Drive;;;Moses Lake;WA;98837;105 B South 6th St;;;Sunnyside;WA;98944;Grant;Eva Freimuth;Wenatchee;North Central;47.1194008;-119.2659056;Participating in Head Start/ECEAP Pathway;Okay to refer
748914;402926;627832;Licensed;DEL;Center;Non-Expiring;Open;Inspire Development Center - Othello;Inspire Development Center - Othello;;5/2/2013;;1-Nov;;5094883502;;;213;1 month to 6 years;1;72;105 B South 6th St;;;Sunnyside;WA;98944;750 N 7th St;;;Othello;WA;99344;750 N 7th St;;;Othello;WA;99344;105 B South 6th St;;;Sunnyside;WA;98944;Adams;Eva Freimuth;Wenatchee;North Central;46.832705;-119.1648369;Participating in Head Start/ECEAP Pathway;Okay to refer
749908;354665;548706;Licensed;DEL;Center;Non-Expiring;Open;Inspire Development Center - Pasco I;Inspire Development Center - Pasco I;;5/7/2013;;10-Jan;;5095477882;;;226;1 month to 5 years;1;60;105 B South 6th St;;;Sunnyside;WA;98944;315 W Court St;;;Pasco;WA;99301;315 W Court St;;;Pasco;WA;99301;105 B South 6th St;;;Sunnyside;WA;98944;Franklin;Blanca Smith;Tri-Cities;East;46.241592;-119.091603;Participating in Head Start/ECEAP Pathway;Okay to refer
749909;784741;571719;Licensed;DEL;Center;Non-Expiring;Open;Inspire Development Center - Pasco II;Inspire Development Center - Pasco II;;5/7/2013;;16-Apr;;5095469971;;;171;1 month to 5 years;1;60;105 B South 6th St;;;Sunnyside;WA;98944;1010 S 6th Ave;;;Pasco;WA;99301;1015 S 6th Ave;;;Pasco;WA;99301;105 B South 6th St;;;Sunnyside;WA;98944;Franklin;Blanca Smith;Tri-Cities;East;46.22375;-119.095042;Participating in Head Start/ECEAP Pathway;Okay to refer
748915;194752;667025;Licensed;DEL;Center;Non-Expiring;Open;Inspire Development Center - Quincy;Inspire Development Center - Quincy;;5/2/2013;;19-Apr;;5097872511;;;63;1 month to 13 years;1;156;105 B South 6th St;;;Sunnyside;WA;98944;310 H Street SW;;;Quincy;WA;98848;310 H Street SW;;;Quincy;WA;98848;105 B South 6th St;;;Sunnyside;WA;98944;Grant;Eva Freimuth;Wenatchee;North Central;47.231862;-119.859723;Participating in Head Start/ECEAP Pathway;Okay to refer
748916;212612;497400;Licensed;DEL;Center;Non-Expiring;Open;Inspire Development Center - Royal City;Inspire Development Center - Royal City;;5/2/2013;5/2/2013;12-Jun;;5093462449;;;124;1 month to 13 years;1;156;105 B S 6th St;;;Sunnyside;WA;98944;PO BOX 180;120 Acacia Street West;;Royal City;WA;99357;PO BOX 180;120 Acacia Street West;;Royal City;WA;99357;105 B S 6th St;;;Sunnyside;WA;98944;Grant;Eva Freimuth;Wenatchee;North Central;46.8987741;-119.6328089;Rated Quality Level of Excellence;Okay to refer
748948;135405;491437;Licensed;DEL;Center;Non-Expiring;Open;Inspire Development Center - Sunnyside;Inspire Development Center - Sunnyside;;5/6/2013;;17-Feb;;5098376015;;;225;1 month to 5 years;1;60;105 B South 6th St;;;Sunnyside;WA;98944;1751 Washington Court;;;Sunnyside;WA;98944;1751 Washington Court;;;Sunnyside;WA;98944;105 B South 6th St;;;Sunnyside;WA;98944;Yakima;Jose Radillo;Yakima;North Central;46.3098753;-120.0254193;Participating in Head Start/ECEAP Pathway;Okay to refer
748950;318525;616743;Licensed;DEL;Center;Non-Expiring;Open;Inspire Development Center - Toppenish;Inspire Development Center - Toppenish;;5/6/2013;9/19/2014;18-Sep;;5098652865;;;120;1 month to 5 years;1;60;105 B South 6th St;;;Sunnyside;WA;98944;1200 Magnolia & Jackson;;;Toppenish;WA;98948;1200 Magnolia & Jackson;;;Toppenish;WA;98948;105 B South 6th St;;;Sunnyside;WA;98944;Yakima;Jose Radillo;Yakima;North Central;46.3795848;-120.3290688;Rated Quality Level of Excellence;Okay to refer
749906;453965;565611;Licensed;DEL;Center;Non-Expiring;Open;Inspire Development Center - Wapato;Inspire Development Center - Wapato;;5/7/2013;;1-May;;5098773092;;;92;1 month to 5 years;1;60;105 B South 6th St;;;Sunnyside;WA;98944;607 3rd Ave;;;Wapato;WA;98951;607 3rd Ave;;;Wapato;WA;98951;105 B South 6th St;;;Sunnyside;WA;98944;Yakima;Jose Radillo;Yakima;North Central;46.446012;-120.426538;Rated Quality Level of Excellence;Okay to refer
748917;212323;596701;Licensed;DEL;Center;Non-Expiring;Open;Inspire Development Center - Warden;Inspire Development Center - Warden;;5/2/2013;7/1/2014;16-May;;5093490395;;;65;1 month to 6 years;1;72;105 B S 6th St;;;Sunnyside;WA;98944;118 W 2nd;;;Warden;WA;98857;118 W 2nd;;;Warden;WA;98857;105 B S 6th St;;;Sunnyside;WA;98944;Grant;Eva Freimuth;Wenatchee;North Central;47.008206;-119.0113263;Rated Quality Level of Excellence;Okay to refer
749910;419027;567828;Licensed;DEL;Center;Non-Expiring;Open;Inspire Development Center - Whitstran;Inspire Development Center - Whitstran;;5/7/2013;;18-Mar;;5099732545;;;90;1 month to 5 years;1;60;105 B South 6th St;;;Sunnyside;WA;98944;101001 W Foisy Road;;;Prosser;WA;99350;101001 W Foisy Rd;;;Prosser;WA;99350;105 B South 6th St;;;Sunnyside;WA;98944;Benton;Blanca Smith;Tri-Cities;East;46.2357169;-119.7078342;Participating in Head Start/ECEAP Pathway;Okay to refer
840343;148832;582828;Licensed;DEL;Center;Non-Expiring;Open;Inspire Development Center Burlington;Inspire Development Center Burlington;;7/1/2014;;1-Jul;;3607072837;;;55;1 month to 7 years;1;84;20237 LAFAYETTE RD;;;Burlington;WA;98233;20237 LAFAYETTE ROAD;;;Burlington;WA;98233;20237 LAFAYETTE ROAD;;;Burlington;WA;98233;20237 LAFAYETTE RD;;;Burlington;WA;98233;Skagit;Gloria Trinidad;Bellingham;North Central;48.479134;-122.305341;Participating in Head Start/ECEAP Pathway;Okay to refer
840345;504838;691713;Licensed;DEL;Center;Initial (4th);Open;Inspire Development Center Lynden;Inspire Development Center Lynden;;6/30/2014;;1-Dec;12/1/2015;3603186157;;;74;1 month to 7 years;1;84;105 South 6th St. Ste. B;;;Sunnyside;WA;98944;8872 Northwood Rd.;;;Lynden;WA;98264;105B South 6th St.;;;Sunnyside;WA;98944;105 South 6th St. Ste. B;;;Sunnyside;WA;98944;Whatcom;Gloria Trinidad;Bellingham;North Central;48.9624949;-122.405534;Not Participating;Okay to refer
840342;132284;582827;Licensed;DEL;Center;Non-Expiring;Open;Inspire Development Center Mt Vernon;Inspire Development Center Mt Vernon;;7/1/2014;;2-Oct;;3604283993;;;103;1 month to 7 years;1;84;105 B S 6th St;;;Sunnyside;WA;98944;2405 KULSHAN DRIVE;;;Mount Vernon;WA;98273;105 B S 6th St;;;Sunnyside;WA;98944;105 B S 6th St;;;Sunnyside;WA;98944;Skagit;Gloria Trinidad;Bellingham;North Central;48.4320592;-122.308057;Participating in Head Start/ECEAP Pathway;Okay to refer
926318;0;668808;Licensed;DEL;Center;Initial (1st);Open;Inspire Development Center-White Salmon CDC;Inspire Development Center-White Salmon CDC;;6/24/2015;;22-Dec;12/22/2015;5094932666;;;39;1 month to 5 years 11 months;1;71;Inspire Development Center;105 B South 6th St.;;Sunnyside;WA;98944;555 NW Loop Road;;;White Salmon;WA;98672;Inspire White Salmon CDC;555 NW Loop Road;;White Salmon;WA;98672;Inspire Development Center;105 B South 6th St.;;Sunnyside;WA;98944;Klickitat;Jose Radillo;Yakima;North Central;45.7400554;-121.4981011;Not Participating;Okay to refer
134612;280751;525514;Licensed;DEL;Center;Non-Expiring;Open;INTERLAKE CHILD CARE & LEARNING;INTERLAKE CHILD CARE & LEARNING;;10/2/1992;10/2/1992;1-Oct;;2066326479;interlakecc@qwestoffice.net;;48;2 months to 5 years;2;60;4927 GREENLAKE WAY NORTH;;;SEATTLE;WA;98103;4927 GREENLAKE WAY N;;;SEATTLE;WA;98103;4927 GREEN LAKE WY N;;;SEATTLE;WA;98103;4927 GREENLAKE WAY NORTH;;;SEATTLE;WA;98103;King;Rita Swanson;Renton;Northwest;47.2665197;-122.2557411;Not Participating;Okay to refer
930247;748236;672749;Licensed;DEL;Center;Initial (1st);Open;International Kids Academy;International Kids Academy;;6/29/2015;;27-Dec;12/27/2015;2065330303;ikacademy2015@gmail.com;;18;2 years 6 months to 6 years;30;72;20042 19th Ave NE;;;Shoreline;WA;98155;20042 19th Ave NE;;;Shoreline;WA;98155;20042 19th Ave NE;;;Shoreline;WA;98155;20042 19th Ave NE;;;Shoreline;WA;98155;King;Kyla Scott;Bellevue;Northwest;47.775568;-122.308492;Not Participating;Okay to refer
780037;451787;636658;Licensed;DEL;Center;Non-Expiring;Open;International Montessori Academy;International Montessori Academy;;9/23/2013;11/26/2014;24-Sep;;4256433319;info@intlMontessoriAcademy.com;;106;12 months to 6 years;12;72;14929 SE Allen Rd;;;Bellevue;WA;98006;14929 SE Allen Rd.;;;Bellevue;WA;98006;14929 SE Allen Rd;;;Bellevue;WA;98006;14929 SE Allen Rd;;;Bellevue;WA;98006;King;Carol Artz;Bellevue;Northwest;47.5753091;-122.1416113;Not Participating;Okay to refer
682950;103977;476594;Licensed;DEL;Center;Non-Expiring;Open;ISLAND CHRISTIAN ACADEMY PRESCHOOL AND DAYCARE;ISLAND CHRISTIAN ACADEMY PRESCHOOL AND DAYCARE;;9/1/2012;3/1/2013;1-Sep;;3602210919;islandchristianacademy@gmail.com;3602211653;35;2 years to 13 years;24;156;PO BOX 1048;;;Langley;WA;98260;5373 MAXWELTON ROAD;;;Langley;WA;98260;5373 MAXWELTON RD;;;Langley;WA;98260;PO BOX 1048;;;Langley;WA;98260;Island;Frances Conrad;Everett;North Central;48.014399;-122.408714;Not Participating;Okay to refer
475001;582128;482423;Licensed;DEL;Center;Non-Expiring;Open;Island of Angels Child Care Center;Island of Angels Child Care Center;;3/22/2010;9/21/2010;21-Mar;;5097860783;island_of_angels@yahoo.com;;80;1 month to 13 years;1;156;156801 W Buena Vista Rd;;;Prosser;WA;99350;425 9th Street;;;Prosser;WA;99350;425 9th Street;;;Prosser;WA;99350;156801 W Buena Vista Rd;;;Prosser;WA;99350;Benton;Blanca Smith;Tri-Cities;East;46.2099197;-119.7686499;Not Participating;Okay to refer
442043;550118;452230;Licensed;DEL;Center;Non-Expiring;Open;ISSAQUAH MONTESSORI SCHOOL;ISSAQUAH MONTESSORI SCHOOL;;9/14/2009;3/13/2010;13-Sep;;4255577705;;;102;15 months to 6 years;15;72;24326 SE ISSAQUAH FALL CITY ROAD;;;Issaquah;WA;98029;24326 SE ISSAQUAH FALL CITY ROAD;;;Issaquah;WA;98029;24326 SE ISSAQUAH FALL CITY ROAD;;;Issaquah;WA;98029;24326 SE ISSAQUAH FALL CITY ROAD;;;Issaquah;WA;98029;King;Jane Inglis;Bellevue;Northwest;47.558548;-122.015436;Quality Level of Excellence;Okay to refer
32958;559468;519579;Licensed;DEL;Center;Non-Expiring;Open;JACK & JILL DAY CARE & PRESCHO;JACK & JILL DAY CARE & PRESCHO;;9/15/1992;9/15/1992;13-Sep;;4254552552;;;18;2 years 6 months to 10 years;30;120;1435 BELLEVUE WAY SE;;;BELLEVUE;WA;98004;1435 BELLEVUE WAY SE;;;BELLEVUE;WA;98004;1435 BELLEVUE WAY SE;;;BELLEVUE;WA;98004;1435 BELLEVUE WAY SE;;;BELLEVUE;WA;98004;King;Janelle Eason;Bellevue;Northwest;47.5977191;-122.1987755;Not Participating;Okay to refer
5660;151148;519575;Licensed;DEL;Center;Non-Expiring;Open;JACK & JILL DAY CARE & PRESCHOOL;JACK & JILL DAY CARE & PRESCHOOL;;9/15/1992;9/15/1992;13-Sep;;4254552552;;;49;2 years 6 months to 10 years;30;120;1429 BELLEVUE WAY SE;;;BELLEVUE;WA;98004;1429 BELLEVUE WAY SE;;;BELLEVUE;WA;98004;1429 BELLEVUE WAY SE;;;BELLEVUE;WA;98004;1429 BELLEVUE WAY SE;;;BELLEVUE;WA;98004;King;Janelle Eason;Bellevue;Northwest;47.5977575;-122.1987911;Not Participating;Okay to refer
131690;461999;511573;Licensed;DEL;Center;Non-Expiring;Open;Jack and Jill House Daycare Center;Jack and Jill House Daycare Center;;7/6/1992;7/6/1992;5-Jul;;3606931031;;;49;2 years 6 months to 10 years;30;120;GINGERBREAD HOUSE;1714 EAST 29TH ST;;Vancouver;WA;98663;1202 NE MINNEHAHA STREET;;;VANCOUVER;WA;98665;1202 NE MINNEHAHA STREET;;;VANCOUVER;WA;98665;GINGERBREAD HOUSE;1714 EAST 29TH ST;;Vancouver;WA;98663;Clark;Lecion Brogan;Vancouver;Southwest;45.667035;-122.659296;Not Participating;Okay to refer
192449;135198;619791;Payment Only;Military;Center;Non-Expiring;Open - Payment Only;Jackson Park CDC at Kitsap Base;Jackson Park CDC at Kitsap Base;;8/7/1997;8/7/1997;1-Oct;;3604768666;;;330;1 month to 6 years;1;72;10202 Hamilton Place NW;;;Silverdale;WA;98383;100 Olding Rd Bldg J-779;;;Bremerton;WA;98312;120 DEWEY ST BLDG 502;MORALE WELFARE & REC NSB;;BREMERTON;WA;98314;10202 Hamilton Place NW;;;Silverdale;WA;98383;Kitsap;Steven Monks;Tacoma;Southwest;47.5831468;-122.6960194;Not Participating;Okay to refer
645974;3449;666895;Licensed;DEL;Center;Non-Expiring;Open;JAK VENTURES LLC;Jak's Garden;;2/6/2012;8/7/2012;5-Feb;;5095477774;;;12;2 years 5 months to 9 years;29;108;8610 W COURT ST;;;Pasco;WA;99301;8610 W COURT ST;;;Pasco;WA;99301;9204 MERRICK DRIVE;;;Pasco;WA;99301;8610 W COURT ST;;;Pasco;WA;99301;Franklin;Blanca Smith;Tri-Cities;East;46.248919;-119.204363;Participating in Quality Improvement;Okay to refer
599955;871568;586838;Licensed;DEL;Center;Non-Expiring;Open;James Place Child Development Center;JAMES PLACE CHILD DEVELOPMENT CENTER;;5/27/2011;11/24/2012;26-May;;3603068850;;3607148170;23;1 month to 6 years;1;72;109 W CHAMPION ST;;;Bellingham;WA;98225;109 W CHAMPION ST;;;Bellingham;WA;98225;109 W CHAMPION ST;;;Bellingham;WA;98225;109 W CHAMPION ST;;;Bellingham;WA;98225;Whatcom;Gloria Trinidad;Bellingham;North Central;48.751684;-122.477664;Participating in Quality Improvement;Okay to refer
166923;281274;558711;Licensed;DEL;Center;Non-Expiring;Open;JEWETT CHILD DEVELOPMENT CENTER;JEWETT CHILD DEVELOPMENT CENTER;;7/20/1995;7/20/1995;19-Jul;;5094537897;;;77;1 month to 13 years;1;156;5 N NACHES AVE;;;YAKIMA;WA;98901;212 EAST F STREET;;;YAKIMA;WA;98901;212 EAST F STREET;;;YAKIMA;WA;98901;5 N NACHES AVE;;;YAKIMA;WA;98901;Yakima;Jose Radillo;Yakima;North Central;46.610256;-120.5074697;Quality Level of Excellence;Okay to refer
