"ProviderNumber";"Report_Date";"Arrival_Time";"Report_Type";"Filename"
"FR-000007463";"Oct 26, 2020";"01:00 PM";"Licensing Study";"FR-000007463_LS_10262020_1.pdf"
"FR-000007463";"Nov 07, 2019";"08:45 AM";"Licensing Study";"FR-000007463_LS_11072019_1.pdf"
"FR-000007463";"Mar 12, 2019";"10:35 AM";"Monitoring Visit";"FR-000007463_MV_03122019_1.pdf"
"FR-000007463";"Oct 31, 2018";"08:50 AM";"Licensing Study";"FR-000007463_LS_10312018_1.pdf"
"FR-36435";"Oct 18, 2022";"10:55 AM";"Monitoring Visit";"hdbh_FR-36435_MV_10182022_(0).pdf"
"FR-36435";"Apr 22, 2022";"09:05 AM";"Monitoring Visit";"hdbh_FR-36435_MV_4222022_(0)_1.pdf"
"FR-36435";"Dec 02, 2021";"01:30 PM";"Licensing Study";"hdbh_FR-36435_LS_1222021_(0)_1.pdf"
"FR-36435";"Apr 15, 2021";"10:00 AM";"Monitoring Visit";"FR-36435_MV_04152021_1.pdf"
"FR-36435";"Dec 22, 2020";"10:00 AM";"Licensing Study";"FR-36435_LS_12222020_1.pdf"
"FR-36435";"Nov 25, 2019";"12:30 PM";"Licensing Study";"FR-36435_LS_11252019_1.pdf"
"FR-36435";"Apr 04, 2019";"10:30 AM";"Monitoring Visit";"FR-36435_MV_04042019_1.pdf"
"FR-36435";"Nov 08, 2018";"08:45 AM";"Licensing Study";"FR-36435_LS_11082018_1.pdf"
"CCLC-54826";"Oct 19, 2022";"11:15 AM";"Licensing Study";"hdbh_CCLC-54826_LS_10192022_(0).pdf"
"CCLC-54826";"Apr 20, 2022";"11:10 AM";"Monitoring Visit";"hdbh_CCLC-54826_MV_4202022_(0)_1.pdf"
"CCLC-54826";"Oct 15, 2021";"09:00 AM";"Initial Licensing Study";"CCLC-54826_ILS_10152021_1.pdf"
"CCLC-53872";"Jun 14, 2023";"10:25 AM";"Complaint Closure";"hdbh_CCLC-53872_ComplaintClosure_5102023_(1).pdf"
"CCLC-53872";"May 10, 2023";"10:25 AM";"Complaint Investigation Follow Up";"hdbh_CCLC-53872_CIFollowUp_5102023_(1).pdf"
"CCLC-53872";"Apr 13, 2023";"03:50 PM";"Monitoring Visit";"hdbh_CCLC-53872_IIMV_4132023_(1).pdf"
"CCLC-53872";"Nov 18, 2022";"11:30 AM";"Licensing Study";"CCLC-53872_LS_11182022.pdf"
"CCLC-53872";"May 05, 2022";"12:05 PM";"Licensing Study";"hdbh_CCLC-53872_LS_552022_(0)_1.pdf"
"CCLC-53872";"Oct 07, 2021";"03:30 PM";"Monitoring Visit";"hdbh_CCLC-53872_MV_1072021_(1)_1.pdf"
"CCLC-53872";"Apr 13, 2021";"09:30 AM";"Initial Licensing Study";"CCLC-53872_ILS_04132021_1.pdf"
"FR-000014826";"Nov 04, 2022";"11:20 AM";"Monitoring Visit";"hdbh_FR-000014826_MV_1142022_(0).pdf"
"FR-000014826";"Apr 20, 2022";"09:55 AM";"Monitoring Visit";"hdbh_FR-000014826_MV_4202022_(0)_1.pdf"
"FR-000014826";"Dec 02, 2021";"02:30 PM";"Licensing Study";"hdbh_FR-000014826_LS_1222021_(0)_1.pdf"
"FR-000014826";"May 13, 2021";"11:55 AM";"Monitoring Visit";"hdbh_FR-000014826_MV_5132021_(0)_1.pdf"
"FR-000014826";"Dec 22, 2020";"11:00 AM";"Licensing Study";"FR-000014826_LS_12222020_1.pdf"
"FR-000014826";"Nov 12, 2019";"11:15 AM";"Licensing Study";"FR-000014826_LS_11122019_1.pdf"
"FR-000014826";"Mar 12, 2019";"09:30 AM";"Monitoring Visit";"FR-000014826_MV_03122019_1.pdf"
"FR-000014826";"Oct 25, 2018";"08:50 AM";"Licensing Study";"FR-000014826_LS_10252018_1.pdf"
"CCLC-57761";"Feb 03, 2023";"12:10 PM";"Initial Licensing Study";"pemt_CCLC-57761_ILS_232023_(0).pdf"
"FR-000007092";"May 18, 2023";"04:45 PM";"Licensing Study";"hdbh_FR-000007092_LS_5182023_(1).pdf"
"FR-000007092";"Jan 18, 2023";"09:05 AM";"Monitoring Visit";"FR-000007092_MV_01182023.pdf"
"FR-000007092";"May 04, 2022";"02:00 PM";"Monitoring Visit";"hdbh_FR-000007092_MV_542022_(0)_1.pdf"
"FR-000007092";"Nov 10, 2021";"08:00 AM";"Licensing Study";"hdbh_FR-000007092_LS_11102021_(0)_1.pdf"
"FR-000007092";"Mar 23, 2021";"10:30 AM";"Monitoring Visit";"hdbh_FR-000007092_MV_3232021_(0)_1.pdf"
"FR-000007092";"Nov 09, 2020";"10:25 AM";"Licensing Study";"FR-000007092_LS_11092020_1.pdf"
"FR-000007092";"Nov 18, 2019";"12:30 PM";"Licensing Study";"FR-000007092_LS_11182019_1.pdf"
"FR-000007092";"Apr 17, 2019";"09:30 AM";"Monitoring Visit";"FR-000007092_MV_04172019_1.pdf"
"FR-000007092";"Sep 11, 2018";"09:45 AM";"Licensing Study";"FR-000007092_CI_LS_09112018_1.pdf"
"CCLC-30494";"Apr 13, 2022";"09:45 AM";"Licensing Study";"CCLC-30494_LS_04132022_1.pdf"
"CCLC-30494";"Oct 28, 2021";"10:00 AM";"Monitoring Visit";"hdbh_CCLC-30494_MV_10282021_(0)_1.pdf"
"CCLC-30494";"Mar 30, 2021";"10:00 AM";"Licensing Study";"hdbh_CCLC-30494_LS_3302021_(0)_1.pdf"
"CCLC-30494";"Dec 04, 2020";"12:00 PM";"Monitoring Visit";"CCLC-30494_MV_12042020_1.pdf"
"CCLC-30494";"Dec 03, 2019";"09:30 AM";"Licensing Study";"CCLC-30494_LS_12032019_1.pdf"
"CCLC-30494";"May 28, 2019";"12:45 PM";"Licensing Study";"CCLC-30494_LS_05282019_1.pdf"
"CCLC-30494";"Nov 15, 2018";"11:40 AM";"Monitoring Visit";"CCLC-30494_MV_11152018_1.pdf"
"EX-47729";"Jul 13, 2023";"10:15 AM";"Exemption Monitoring";"tnsi_EX-47729_13176_EX-Monitoring_7132023_(0).pdf"
"EX-47930";"Jul 11, 2023";"10:20 AM";"Exemption Monitoring";"tnsi_EX-47930_13330_EX-Monitoring_7112023_(0).pdf"
"CCLC-38463";"Jun 30, 2023";"10:00 AM";"Licensing Study";"mlla_CCLC-38463_LS_6302023_(0).pdf"
"CCLC-38463";"Apr 27, 2023";"11:40 AM";"Complaint Closure";"btly_CCLC-38463_ComplaintClosure_3172023_(0).pdf"
"CCLC-38463";"Nov 15, 2022";"10:00 AM";"Follow-Up";"mlla_CCLC-38463_CIFollowUp_11152022_(0).pdf"
"CCLC-38463";"Aug 17, 2022";"02:30 PM";"Monitoring Visit";"mlla_CCLC-38463_MV_8172022_(0).pdf"
"CCLC-38463";"Apr 19, 2022";"01:30 PM";"Follow-Up";"pdby_CCLC-38463_CIFollowUp_4192022_(0)_1.pdf"
"CCLC-38463";"Mar 10, 2022";"10:15 AM";"Monitoring Visit";"mlla_CCLC-38463_MV_3102022_(0)_1.pdf"
"CCLC-38463";"Sep 22, 2021";"02:15 PM";"Complaint Investigation by Phone";"mlla_CCLC-38463_CIbyPhone_9222021_(1)_1.pdf"
"CCLC-38463";"Aug 24, 2021";"11:30 AM";"Licensing Study";"CCLC-38463_LS_08242021_1.pdf"
"CCLC-38463";"Feb 17, 2021";"10:00 AM";"Monitoring Visit";"CCLC-38463_MV_02172021_1.pdf"
"CCLC-38463";"Sep 14, 2020";"10:00 AM";"Licensing Study";"CCLC-38463_LS_09142020_1.pdf"
"CCLC-38463";"Jan 28, 2020";"08:10 AM";"Monitoring Visit";"CCLC-38463_MV_01282020_1.pdf"
"CCLC-38463";"Dec 09, 2019";"08:45 AM";"POI Follow Up";"CCLC-38463_POIFollow-Up_12092019_1.pdf"
"CCLC-38463";"Oct 29, 2019";"11:00 AM";"Incident Investigation Closure";"CCLC-38463_IncidentInvestigationClosure_09162019_1.pdf"
"CCLC-38463";"Sep 16, 2019";"11:00 AM";"Incident Investigation & Follow Up";"CCLC-38463_II_FollowUp_09162019_1.pdf"
"CCLC-38463";"Jul 15, 2019";"08:45 AM";"Licensing Study";"CCLC-38463_LS_07152019_1.pdf"
"CCLC-38463";"May 09, 2019";"12:00 PM";"Follow-Up";"CCLC-38463_II_FollowUp_05092019_1.pdf"
"CCLC-38463";"Feb 20, 2019";"10:45 AM";"Licensing Study";"CCLC-38463_LS_02202019_1.pdf"
"CCLC-38463";"Nov 08, 2018";"09:45 AM";"Monitoring Visit";"CCLC-38463_MV_11082018_1.pdf"
"CCLC-29631";"Jan 25, 2023";"10:45 AM";"Licensing Study";"mlla_CCLC-29631_LS_1252023_(0).pdf"
"CCLC-29631";"Aug 19, 2022";"02:30 PM";"Monitoring Visit";"mlla_CCLC-29631_MV_8192022_(0).pdf"
"CCLC-29631";"Feb 15, 2022";"09:30 AM";"Monitoring Visit";"mlla_CCLC-29631_MV_2152022_(1)_1.pdf"
"CCLC-29631";"Sep 01, 2021";"10:00 AM";"Licensing Study";"CCLC-29631_LS_09012021_1.pdf"
"CCLC-29631";"Mar 09, 2021";"01:00 PM";"Monitoring Visit";"CCLC-29631_MV_03092021_1.pdf"
"CCLC-29631";"Jan 09, 2020";"08:35 AM";"Licensing Study";"CCLC-29631_LS_01092020_1.pdf"
"CCLC-29631";"Jan 02, 2020";" ";"License Fee";"CCLC-29631_LicenseFee_01022020_1.pdf"
"CCLC-29631";"Aug 22, 2019";"12:10 PM";"Monitoring Visit";"CCLC-29631_MV_08222019_1.pdf"
"CCLC-29631";"Jun 26, 2019";"08:30 AM";"Licensing Study";"CCLC-29631_LS_06262019_1.pdf"
"CCLC-29631";"Nov 19, 2018";"10:00 AM";"Monitoring Visit";"CCLC-29631_MV_11192018_1.pdf"
"CCLC-2990";"Dec 14, 2021";"04:30 PM";"Licensing Study";"CCLC-2990_LS_12142021_1.pdf"
"CCLC-2990";"Feb 03, 2021";"09:20 AM";"Licensing Study";"shea_CCLC-2990_LS_232021_(3)_1.pdf"
"CCLC-2990";"Oct 09, 2019";"04:00 PM";"Licensing Study";"CCLC-2990_LS_10092019_1.pdf"
"CCLC-2990";"Apr 09, 2019";"03:15 PM";"Monitoring Visit";"CCLC-2990_MV_04092019_1.pdf"
"CCLC-2990";"Nov 27, 2018";"02:40 PM";"Licensing Study";"CCLC-2990_LS_11272018_1.pdf"
"CCLC-13461";"Nov 10, 2021";"03:30 PM";"Licensing Study";"shea_CCLC-13461_LS_11102021_(0)_1.pdf"
"CCLC-13461";"Dec 18, 2020";"04:15 PM";"Licensing Study";"CCLC-13461_LS_12182020_1.pdf"
"CCLC-13461";"Oct 21, 2019";"04:00 PM";"Licensing Study";"CCLC-13461_LS_10212019_1.pdf"
"CCLC-13461";"Apr 09, 2019";"02:15 PM";"Monitoring Visit";"CCLC-13461_MV_04092019_1.pdf"
"CCLC-13461";"Nov 27, 2018";"02:30 PM";"Licensing Study";"CCLC-13461_LS_11272018_1.pdf"
"CCLC-51998";"May 05, 2023";"02:45 PM";"Licensing Study";"mlla_CCLC-51998_LS_552023_(1).pdf"
"CCLC-51998";"Aug 30, 2022";"02:45 PM";"Monitoring Visit";"mlla_CCLC-51998_MV_8302022_(0).pdf"
"CCLC-51998";"May 08, 2020";"12:30 PM";"Initial Licensing Study";"CCLC-51998_ILS_05082020_1.pdf"
"CCLC-31";"Jul 25, 2023";"10:15 AM";"Licensing Study";"mlla_CCLC-31_LS_7252023_(0).pdf"
"CCLC-31";"Feb 15, 2023";"09:45 AM";"Licensing Study";"mlla_CCLC-31_LS_2152023_(0).pdf"
"CCLC-31";"Aug 12, 2022";"02:15 PM";"Monitoring Visit";"mlla_CCLC-31_MV_8122022_(1).pdf"
"CCLC-31";"Feb 16, 2022";"10:15 AM";"Monitoring Visit";"mlla_CCLC-31_MV_2162022_(0)_1.pdf"
"CCLC-31";"Aug 12, 2021";"10:00 AM";"Licensing Study";"CCLC-31_LS_08122021_1.pdf"
"CCLC-31";"Feb 25, 2021";"10:00 AM";"Monitoring Visit";"CCLC-31_MV_02252021_1.pdf"
"CCLC-31";"Sep 09, 2020";"12:30 PM";"Licensing Study";"CCLC-31_LS_09092020_1.pdf"
"CCLC-31";"Mar 10, 2020";"09:30 AM";"Monitoring Visit";"CCLC-31_MV_03102020_1.pdf"
"CCLC-31";"Sep 19, 2019";"08:50 AM";"Licensing Study";"CCLC-31_LS_09192019_1.pdf"
"CCLC-31";"Jan 30, 2019";"10:00 AM";"Licensing Study";"CCLC-31_LS_01302019_1.pdf"
"CCLC-31";"Sep 28, 2018";"09:30 AM";"Monitoring Visit";"CCLC-31_MV_09282018_1.pdf"
"CCLC-37126";"Aug 15, 2023";"12:15 PM";"Licensing Study";"mlla_CCLC-37126_LS_8152023_(3).pdf"
"CCLC-37126";"Feb 27, 2023";"10:00 AM";"Licensing Study";"mlla_CCLC-37126_LS_2272023_(2).pdf"
"CCLC-37126";"Nov 28, 2022";"10:20 AM";"Complaint Investigation Follow Up";"cede_CCLC-37126_CIFollowUp_11282022_(3).pdf"
"CCLC-37126";"Nov 28, 2022";"10:20 AM";"Complaint Closure";"cede_CCLC-37126_ComplaintClosure_11282022_(1).pdf"
"CCLC-37126";"Sep 20, 2022";"10:00 AM";"Monitoring Visit";"mlla_CCLC-37126_MV_9202022_(2).pdf"
"CCLC-37126";"Jan 28, 2022";"10:00 AM";"Monitoring Visit";"mlla_CCLC-37126_MV_1282022_(1)_1.pdf"
"CCLC-37126";"Aug 19, 2021";"10:00 AM";"Complaint Closure";"CCLC-37126_ComplaintClosure_08182021_1.pdf"
"CCLC-37126";"Aug 18, 2021";"10:00 AM";"Complaint Investigation & Licensing Study";"CCLC-37126_CI_LS_08182021_1.pdf"
"CCLC-37126";"Feb 18, 2021";"10:00 AM";"Monitoring Visit";"CCLC-37126_MV_02182021_1.pdf"
"CCLC-37126";"Sep 18, 2020";"11:30 AM";"Licensing Study";"CCLC-37126_LS_09182020_1.pdf"
"CCLC-37126";"Feb 27, 2020";"08:50 AM";"Follow-Up";"CCLC-37126_CIFollowUp_02272020_1.pdf"
"CCLC-37126";"Feb 03, 2020";"09:00 AM";"Licensing Study";"CCLC-37126_CI_LS_02032020_1.pdf"
"CCLC-37126";"Dec 19, 2019";"12:35 PM";"Follow-Up";"CCLC-37126_CIFollowUp_12192019_1.pdf"
"CCLC-37126";"Aug 20, 2019";"01:40 PM";"Complaint Closure";"CCLC-37126_ComplaintClosure_08132019_1.pdf"
"CCLC-37126";"Aug 13, 2019";"01:40 PM";"Complaint Investigation Follow Up";"CCLC-37126_CIFollowUp_08132019_1.pdf"
"CCLC-37126";"Jul 31, 2019";"12:55 PM";"Monitoring Visit";"CCLC-37126_MV_07312019_1.pdf"
"CCLC-37126";"Jun 11, 2019";"08:35 AM";"Follow-Up";"CCLC-37126_II_FollowUp_06112019_1.pdf"
"CCLC-37126";"May 30, 2019";"08:35 AM";"Licensing Study";"CCLC-37126_LS_05302019_1.pdf"
"CCLC-2473";"Dec 16, 2021";"04:30 PM";"Licensing Study";"CCLC-2473_LS_12162021_1.pdf"
"CCLC-2473";"Feb 03, 2021";"09:40 AM";"Licensing Study";"CCLC-2473_LS_02032021_1.pdf"
"CCLC-2473";"Oct 21, 2019";"02:30 PM";"Licensing Study";"CCLC-2473_LS_10212019_1.pdf"
"CCLC-2473";"Apr 29, 2019";"02:05 PM";"Monitoring Visit";"CCLC-2473_MV_04292019_1.pdf"
"CCLC-2473";"Dec 04, 2018";"02:25 PM";"Licensing Study";"CCLC-2473_LS_12042018_1.pdf"
"CCLC-3020";"Nov 30, 2021";"03:30 PM";"Licensing Study";"shea_CCLC-3020_LS_11302021_(1)_1.pdf"
"CCLC-3020";"Feb 03, 2021";"01:10 PM";"Licensing Study";"CCLC-3020_LS_02032021_1.pdf"
"CCLC-3020";"Dec 10, 2019";"03:20 PM";"Licensing Study";"CCLC-3020_LS_12102019_1.pdf"
"CCLC-3020";"May 13, 2019";"02:30 PM";"Monitoring Visit";"CCLC-3020_MV_05132019_1.pdf"
"CCLC-3020";"Nov 27, 2018";"04:05 PM";"Licensing Study";"CCLC-3020_LS_11272018_1.pdf"
"CCLC-3480";"Feb 24, 2021";"08:35 AM";"Licensing Study";"cscy_CCLC-3480_LS_2242021_(1)_1.pdf"
"CCLC-3480";"Oct 23, 2019";"02:20 PM";"Licensing Study";"CCLC-3480_LS_10232019_1.pdf"
"CCLC-3480";"Apr 29, 2019";"03:20 PM";"Monitoring Visit";"CCLC-3480_MV_04292019_1.pdf"
"CCLC-3480";"Dec 04, 2018";"04:10 PM";"Licensing Study";"CCLC-3480_LS_12042018_1.pdf"
"CCLC-50277";"Jun 22, 2023";"12:00 PM";"Complaint Investigation Follow Up";"mdta1_CCLC-50277_CIFollowUp_6222023_(0).pdf"
"CCLC-50277";"May 04, 2023";"09:00 AM";"Monitoring Visit";"cssn_CCLC-50277_MV_542023_(0).pdf"
"CCLC-50277";"Feb 16, 2023";"12:15 PM";"Complaint Investigation Follow Up";"mncn_CCLC-50277_CIFollowUp_2162023_(0).pdf"
"CCLC-50277";"Oct 05, 2022";"09:50 AM";"Licensing Study";"hnja_CCLC-50277_LS_1052022_(0).pdf"
"CCLC-50277";"Nov 12, 2021";"04:05 PM";"Licensing Study";"shea_CCLC-50277_LS_11122021_(0)_1.pdf"
"CCLC-50277";"Apr 13, 2021";"10:30 AM";"Monitoring Visit";"CCLC-50277_MV_04132021_1.pdf"
"CCLC-50277";"Oct 16, 2020";"04:00 PM";"Licensing Study";"CCLC-50277_LS_10162020_1.pdf"
"CCLC-50277";"Nov 20, 2019";"11:35 AM";"Licensing Study";"CCLC-50277_LS_11202019_1.pdf"
"CCLC-50277";"Sep 10, 2019";"11:05 AM";"Incident Investigation Closure";"CCLC-50277_IncidentInvestigationClosure_08012019_1.pdf"
"CCLC-50277";"Aug 08, 2019";"10:55 AM";"Monitoring Visit";"CCLC-50277_CI_MV_08082019_1.pdf"
"CCLC-50277";"Aug 01, 2019";"11:05 AM";"Incident Investigation & Follow Up";"CCLC-50277_II_FollowUp_08012019_1.pdf"
"CCLC-50277";"Jun 17, 2019";"02:15 PM";"Follow-Up";"CCLC-50277_II_FollowUp_06172019_1.pdf"
"CCLC-50277";"Apr 24, 2019";"09:10 AM";"Initial Licensing Study";"CCLC-50277_ILS_04242019_1.pdf"
"CCLC-50277";"Jan 16, 2019";"09:30 AM";"Initial Licensing Study";"CCLC-50277_ILS_01162019_1.pdf"
"CCLC-22112";"Jul 12, 2023";"10:00 AM";"Licensing Study";"mlla_CCLC-22112_LS_7122023_(6).pdf"
"CCLC-22112";"Mar 16, 2023";"10:30 AM";"Licensing Study";"CCLC-22112_LS_03162023.pdf"
"CCLC-22112";"Feb 17, 2022";"10:15 AM";"Monitoring Visit";"mlla_CCLC-22112_MV_2172022_(0)_1.pdf"
"CCLC-22112";"Sep 28, 2021";"10:00 AM";"Licensing Study";"mlla_CCLC-22112_LS_9282021_(4)_1.pdf"
"CCLC-22112";"Feb 02, 2021";"10:30 AM";"Monitoring Visit";"CCLC-22112_MV_02022021_1.pdf"
"CCLC-22112";"Sep 10, 2020";"11:30 AM";"Licensing Study";"CCLC-22112_LS_09102020_1.pdf"
"CCLC-22112";"Jan 14, 2020";"09:50 AM";"Monitoring Visit";"CCLC-22112_MV_01142020_1.pdf"
"CCLC-22112";"Jul 24, 2019";"08:15 AM";"Licensing Study";"CCLC-22112_LS_07242019_1.pdf"
"CCLC-22112";"Feb 19, 2019";"10:20 AM";"Licensing Study";"CCLC-22112_LS_02192019_1.pdf"
"CCLC-22112";"Sep 10, 2018";"09:15 AM";"Complaint Investigation & Monitoring Visit";"CCLC-22112_CI_MV_09102018_1.pdf"
"CCLC-22112";"Sep 10, 2018";"09:15 AM";"Complaint Closure";"CCLC-22112_ComplaintClosure_09102018_1.pdf"
"CCLC-52708";"Jun 08, 2023";"10:30 AM";"Monitoring Visit";"wnsy_CCLC-52708_MV_682023_(0).pdf"
"CCLC-52708";"Oct 12, 2022";"08:30 AM";"Licensing Study";"hnja_CCLC-52708_LS_10122022_(0).pdf"
"CCLC-52708";"Jun 09, 2022";"09:50 AM";"Monitoring Visit";"syce_CCLC-52708_MV_692022_(0)_1.pdf"
"CCLC-52708";"Nov 18, 2021";"07:55 AM";"Licensing Study";"shea_CCLC-52708_LS_11182021_(1)_1.pdf"
"CCLC-52708";"Mar 24, 2021";"09:30 AM";"Monitoring Visit";"CCLC-52708_MV_03242021_1.pdf"
"CCLC-52708";"Aug 04, 2020";"01:00 PM";"Initial Licensing Study";"CCLC-52708_ILS_08042020_1.pdf"
"FR-35465";"Feb 03, 2023";"10:05 AM";"Licensing Study";"khdh_FR-35465_LS_232023_(1).pdf"
"FR-35465";"Sep 14, 2022";"09:00 AM";"Monitoring Visit";"hnja_FR-35465_MV_9142022_(1).pdf"
"FR-35465";"Jun 27, 2022";"11:00 AM";"Licensing Study";"wnsy_FR-35465_LS_6272022_(0)_1.pdf"
"FR-35465";"Aug 10, 2021";"10:00 AM";"Monitoring Visit";"FR-35465_MV_08102021_1.pdf"
"FR-35465";"Mar 11, 2021";"02:00 PM";"Licensing Study";"FR-35465_LS_03112021_1.pdf"
"FR-35465";"Dec 21, 2020";"02:00 PM";"Monitoring Visit";"FR-35465_MV_12212020_1.pdf"
"FR-35465";"Mar 05, 2020";"11:40 AM";"Monitoring Visit";"FR-35465_MV_03052020_1.pdf"
"FR-35465";"Oct 24, 2019";"09:40 AM";"Licensing Study";"FR-35465_LS_10242019_1.pdf"
"FR-35465";"Apr 02, 2019";"10:30 AM";"Monitoring Visit";"FR-35465_MV_04022019_1.pdf"
"FR-35465";"Dec 04, 2018";"09:55 AM";"Licensing Study";"FR-35465_LS_12042018_1.pdf"
"CCLC-46268";"Oct 12, 2022";"10:45 AM";"Licensing Study";"hnja_CCLC-46268_LS_10122022_(0).pdf"
"CCLC-46268";"Jun 15, 2022";"09:00 AM";"Monitoring Visit";"CCLC-46268_MV_06152022_1.pdf"
"CCLC-46268";"Nov 19, 2021";"01:00 PM";"Licensing Study";"shea_CCLC-46268_LS_11192021_(1)_1.pdf"
"CCLC-46268";"May 11, 2021";"10:00 AM";"Monitoring Visit";"shea_CCLC-46268_MV_5112021_(0)_1.pdf"
"CCLC-46268";"Nov 13, 2020";"09:55 AM";"Licensing Study";"CCLC-46268_LS_11132020_1.pdf"
"CCLC-46268";"Aug 08, 2019";"08:30 AM";"Licensing Study";"CCLC-46268_LS_08082019_1.pdf"
"CCLC-46268";"Jan 30, 2019";"10:45 AM";"Licensing Study";"CCLC-46268_LS_01302019_1.pdf"
"CCLC-36969";"Feb 02, 2023";"10:00 AM";"Licensing Study";"cssn_CCLC-36969_LS_222023_(1).pdf"
"CCLC-36969";"Jan 21, 2022";"10:00 AM";"Incident Investigation Closure";"csme_CCLC-36969_IncidentInvestigationClosure_12152021_(2).pdf"
"CCLC-36969";"Dec 15, 2021";"10:00 AM";"Incident Investigation & Follow Up";"csme_CCLC-36969_IIFollowUp_12152021_(2)_1.pdf"
"CCLC-36969";"Dec 07, 2021";"02:30 PM";"Licensing Study";"shea_CCLC-36969_LS_1272021_(0)_1.pdf"
"CCLC-36969";"Apr 27, 2021";"10:00 AM";"Monitoring Visit";"shea_CCLC-36969_MV_4272021_(1)_1.pdf"
"CCLC-36969";"Oct 28, 2020";"11:15 AM";"Licensing Study";"CCLC-36969_LS_10282020_1.pdf"
"CCLC-36969";"Oct 13, 2020";"02:45 PM";"Follow-Up";"CCLC-36969_II_FollowUp_10132020_1.pdf"
"CCLC-36969";"Sep 30, 2019";"10:15 AM";"Licensing Study";"CCLC-36969_LS_09302019_1.pdf"
"CCLC-36969";"Apr 10, 2019";"09:30 AM";"Monitoring Visit";"CCLC-36969_MV_04102019_1.pdf"
"CCLC-36969";"Dec 17, 2018";"09:25 AM";"Licensing Study";"CCLC-36969_LS_12172018_1.pdf"
"CCLC-50797";"Dec 13, 2022";"09:30 AM";"Licensing Study";"cssn_CCLC-50797_LS_12132022_(0).pdf"
"CCLC-50797";"Dec 13, 2022";"09:30 AM";"Licensing Study";"cssn_CCLC-50797_LS_12132022_(0)_1.pdf"
"CCLC-50797";"Dec 03, 2021";"09:25 AM";"Licensing Study";"shea_CCLC-50797_LS_1232021_(0)_1.pdf"
"CCLC-50797";"Nov 02, 2021";"10:00 AM";"Follow-Up";"lass_CCLC-50797_IIFollowUp_1122021_(0)_1.pdf"
"CCLC-50797";"Apr 13, 2021";"09:00 AM";"Monitoring Visit";"CCLC-50797_MV_04132021_1.pdf"
"CCLC-50797";"Oct 20, 2020";"03:30 PM";"Licensing Study";"CCLC-50797_LS_10202020_1.pdf"
"CCLC-50797";"Mar 16, 2020";"10:50 AM";"Complaint Closure";"CCLC-50797_ComplaintClosure_03102020_1.pdf"
"CCLC-50797";"Mar 10, 2020";"10:50 AM";"Complaint Investigation & Monitoring Visit";"CCLC-50797_CI_MV_03102020_1.pdf"
"CCLC-50797";"Nov 20, 2019";"09:25 AM";"Licensing Study";"CCLC-50797_LS_11202019_1.pdf"
"CCLC-50797";"Apr 25, 2019";"09:20 AM";"Initial Licensing Study";"CCLC-50797_ILS_04252019_1.pdf"
"FR-24467";"Jul 27, 2023";"10:00 AM";"Monitoring Visit";"cssn_FR-24467_MV_7272023_(1).pdf"
"FR-24467";"May 25, 2023";"11:30 AM";"Licensing Study";"khdh_FR-24467_LS_5252023_(0).pdf"
"FR-24467";"Sep 28, 2022";"09:35 AM";"Monitoring Visit";"hnja_FR-24467_MV_9282022_(0).pdf"
"FR-24467";"Feb 16, 2022";"06:35 PM";"Licensing Study";"gtja_FR-24467_LS_2162022_(0)_1.pdf"
"FR-24467";"Sep 29, 2021";"11:00 AM";"Monitoring Visit";"shea_FR-24467_MV_9292021_(0)_1.pdf"
"FR-24467";"Mar 04, 2021";"12:00 PM";"Licensing Study";"FR-24467_LS_03042021_1.pdf"
"FR-24467";"Dec 17, 2020";"02:30 PM";"Monitoring Visit";"FR-24467_MV_12172020_1.pdf"
"FR-24467";"Sep 26, 2019";"10:05 AM";"Licensing Study";"FR-24467_LS_09262019_1.pdf"
"FR-24467";"Apr 18, 2019";"02:00 PM";"POI Follow Up";"FR-24467_POIFollow-Up_04182019_1.pdf"
"FR-24467";"Apr 12, 2019";"08:40 AM";"Monitoring Visit";"FR-24467_MV_04122019_1.pdf"
"FR-24467";"Dec 13, 2018";"09:30 AM";"Licensing Study";"FR-24467_LS_12132018_1.pdf"
"CCLC-2519";"Jul 31, 2023";"10:30 AM";"Licensing Study";"mlla_CCLC-2519_LS_7312023_(0).pdf"
"CCLC-2519";"Apr 04, 2023";"09:45 AM";"Licensing Study";"mlla_CCLC-2519_LS_442023_(0).pdf"
"CCLC-2519";"Aug 10, 2022";"10:00 AM";"Monitoring Visit";"mlla_CCLC-2519_MV_8102022_(0).pdf"
"CCLC-2519";"Mar 02, 2022";"10:45 AM";"Monitoring Visit";"mlla_CCLC-2519_MV_322022_(0)_1.pdf"
"CCLC-2519";"Aug 05, 2021";"10:00 AM";"Licensing Study";"CCLC-2519_LS_08052021_1.pdf"
"CCLC-2519";"Jan 07, 2021";"10:00 AM";"Monitoring Visit";"CCLC-2519_MV_01072021_1.pdf"
"CCLC-2519";"Aug 12, 2020";"01:00 PM";"Licensing Study";"CCLC-2519_LS_08122020_1.pdf"
"CCLC-2519";"Feb 12, 2020";"08:25 AM";"Monitoring Visit";"CCLC-2519_MV_02122020_1.pdf"
"CCLC-2519";"Aug 22, 2019";"08:40 AM";"Licensing Study";"CCLC-2519_LS_08222019_1.pdf"
"CCLC-2519";"Jan 08, 2019";"01:45 PM";"Licensing Study";"CCLC-2519_LS_01082019_1.pdf"
